Vendor,Brand,Product,Article Number,Product Description,Group (DERNI),Category (DERNI),Class (DERNI),GR Qty
606419,"DYSON","A.WRAPFUCIA",11488275,"DYSON AIRWRAP","PERSONAL CARE","HAIR CARE PRODUCTS","CURLING WANDS",1
606419,"DYSON","A.WRAPPOUCH",11763535,"DYSON AIRWRAP IRON/FUCHSIA W POUCH","PERSONAL CARE","HAIR CARE PRODUCTS","CURLING WANDS",1
607983,"DYSON","S.SONICBLACKV3",11826422,"DYSON SUPERSONIC HD07 BLACK V3","PERSONAL CARE","HAIR CARE PRODUCTS","HAIR DRYERS",1
610035,"DYSON","A.WRAPFUCIA",11488275,"DYSON AIRWRAP","PERSONAL CARE","HAIR CARE PRODUCTS","CURLING WANDS",1
610035,"DYSON","A.WRAPPOUCH",11763535,"DYSON AIRWRAP IRON/FUCHSIA W POUCH","PERSONAL CARE","HAIR CARE PRODUCTS","CURLING WANDS",1
610042,"MERMADE","MERBLOWBRUSH",11813508,"MERMADE HAIR BLOW DRY BRUSH PINK","PERSONAL CARE","HAIR CARE PRODUCTS","HAIR VOLUMISERS",1
610120,"DYSON","CORRALEXMASB",11726333,"DYSON CORRALE W BRUSH SET BUNDLE","PERSONAL CARE","HAIR CARE PRODUCTS","STRAIGHTENERS",1
611045,"DYSON","S.SONICBLACKV2",11537890,"DYSON SUPERSONIC BLACK V2","PERSONAL CARE","HAIR CARE PRODUCTS","HAIR DRYERS",1
615355,"DYSON","A.WRAPPOUCH",11763535,"DYSON AIRWRAP IRON/FUCHSIA W POUCH","PERSONAL CARE","HAIR CARE PRODUCTS","CURLING WANDS",1
615355,"ONE","OHAB-04",11736807,"STAND FOR DYSON SUPERSONIC HNGX","PERSONAL CARE","HAIR CARE PRODUCTS","HAIR DRYERS - ACCESSORIES",1
615355,"REMINGTON","D3190AU",11079650,"REMINGTON AERO 2000","PERSONAL CARE","HAIR CARE PRODUCTS","HAIR DRYERS",1
616720,"MERMADE","MERSPINPINK",11761180,"MERMADE HAIR SPIN AUTOMATIC CURLER PINK","PERSONAL CARE","HAIR CARE PRODUCTS","CURLING WANDS",1
617095,"DYSON","A.WRAPPOUCH",11763535,"DYSON AIRWRAP IRON/FUCHSIA W POUCH","PERSONAL CARE","HAIR CARE PRODUCTS","CURLING WANDS",1
617398,"DYSON","S.SONICFUCIAV3",11826421,"DYSON SUPERSONIC HD07 FUCHSIA V3","PERSONAL CARE","HAIR CARE PRODUCTS","HAIR DRYERS",1
617398,"VIDALSASSN","VSS2440A",11540458,"VS FRIZZ DEFENSE STRAIGHTENING BRUSH","PERSONAL CARE","HAIR CARE PRODUCTS","STRAIGHTENERS",1
618005,"MERMADE","MERWAVEBLKPRO",11725301,"MERMADE HAIR WAVER PRO 32MM BLACK","PERSONAL CARE","HAIR CARE PRODUCTS","CURLING WANDS",1
622132,"DYSON","CORRALEXMASB",11726333,"DYSON CORRALE W BRUSH SET BUNDLE","PERSONAL CARE","HAIR CARE PRODUCTS","STRAIGHTENERS",1
622132,"DYSON","S.SONICBLACKV3",11826422,"DYSON SUPERSONIC HD07 BLACK V3","PERSONAL CARE","HAIR CARE PRODUCTS","HAIR DRYERS",1
622132,"VIDALSASSN","VSD6730A",11583330,"VS RAVENNA 2400 AC ITALIAN DRYER HNX","PERSONAL CARE","HAIR CARE PRODUCTS","HAIR DRYERS",1
622151,"REMINGTON","AS500AU",11205877,"REMINGTON VOLUME PLUS AIR STYLER","PERSONAL CARE","HAIR CARE PRODUCTS","HAIR VOLUMISERS",1
623573,"DYSON","A.WRAPCOP",11726332,"DYSON AIRWRAP SILVER/COPPER","PERSONAL CARE","HAIR CARE PRODUCTS","CURLING WANDS",1
625487,"DYSON","S.SONICBLACKV2",11537890,"DYSON SUPERSONIC BLACK V2","PERSONAL CARE","HAIR CARE PRODUCTS","HAIR DRYERS",1
627992,"VIDALSASSN","VS289A",10199040,"VIDALSASSN CORD KEEPER DRYER","PERSONAL CARE","HAIR CARE PRODUCTS","HAIR DRYERS",1
633230,"REMINGTON","D5220AU",11024695,"REMINGTON PRO AIR TURBO-2400W","PERSONAL CARE","HAIR CARE PRODUCTS","HAIR DRYERS",1
634291,"DYSON","A.WRAPPOUCH",11763535,"DYSON AIRWRAP IRON/FUCHSIA W POUCH","PERSONAL CARE","HAIR CARE PRODUCTS","CURLING WANDS",1
,"DYSON","S.SONICMDB",11620893,"DYSON S.SONICFUSCHIA W BRUSH BUNDLE","PERSONAL CARE","HAIR CARE PRODUCTS","HAIR DRYERS",1
500857,"SUNBEAM","BLF5151",11726017,"SUNBEAM SLEEP FITTED QUEEN","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","ELECTRIC BLANKET - QUEEN",1
500941,"OMEGA ALTI","AALTURASB",11301826,"OMEGA ALTI2400W CERAMIC TOWER HEATER BLK","HEATERS","CERAMIC & FAN HEATERS","CERAMIC HEATERS",1
501115,"DELONGHI","DL2401TF",10009094,"DELONGHI 2400W OIL COL HEA W/F","HEATERS","COLUMN HEATERS","COLUMN HEATERS - 2400W",1
501115,"DELONGHI","TRRS0715T",11195263,"DELONGHI RADIA S 1500W HEA W/ TIMER","HEATERS","COLUMN HEATERS","COLUMN HEATERS - 1500W",1
501115,"GOLDAIR","GIR400",10213817,"GOLDAIR 2400W 3 BAR RAD HEATER","HEATERS","RADIANT HEATERS","ELECTRIC RADIANT HEATERS",1
501115,"SUNBEAM","BLF5171",11726016,"SUNBEAM SLEEP FITTED KING","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","ELECTRIC BLANKET - KING",1
501158,"BREVILLE","LZB558WHT",11620318,"BREVILLE QUILTED ELEC BLANKET WIFI KING","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","ELECTRIC BLANKET - KING",1
501158,"DELONGHI","HCX9124E",11015786,"DELONGHI 2400W SLIM LINE PANEL CONVECTOR","HEATERS","PANEL & CONVECTOR HEATERS","PANEL HEATER 2000-2400W",1
501158,"DELONGHI","TRRS0715T",11195263,"DELONGHI RADIA S 1500W HEA W/ TIMER","HEATERS","COLUMN HEATERS","COLUMN HEATERS - 1500W",1
501647,"NOIROT","73588T",10096139,"NOIROT 2400WCONV PAN HEA W/TIM","HEATERS","PANEL & CONVECTOR HEATERS","PANEL HEATER 2000-2400W",1
501647,"SUNBEAM","BLW5671",11726010,"SUNBEAM SLEEP WOOL FLEECE KING","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","ELECTRIC BLANKET - KING",1
501951,"SUNBEAM","BLQ5451",11726014,"SUNBEAM SLEEP QUILTED QUEEN","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","ELECTRIC BLANKET - QUEEN",1
502219,"SUNBEAM","BLW5651",11726011,"SUNBEAM SLEEP WOOL FLEECE QUEEN","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","ELECTRIC BLANKET - QUEEN",1
502220,"OMEGA ALTI","OAGCH25LPG",11492370,"OMEGA CONV 25MJ LPG 3M HOSE GRAPHI","HEATERS","GAS HEATERS","UNFLUED CONVECTOR GAS",1
502220,"SUNBEAM","TRF4200",11726007,"SUNBEAM FEEL SHERPA FLEECE HEATED THROW","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","HEATED THROWS",1
502223,"DELONGHI","TRDX40615EG",11753714,"DELONGHI 1500W DRAGON 4 PRO OIL COLUMN","HEATERS","COLUMN HEATERS","COLUMN HEATERS - 1500W",1
502250,"SUNBEAM","TRF4300",11726005,"SUNBEAM FEEL FAUX FUR HEATED THROW","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","HEATED THROWS",1
502426,"SUNBEAM","BLW5671",11726010,"SUNBEAM SLEEP WOOL FLEECE KING","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","ELECTRIC BLANKET - KING",1
502643,"SUNBEAM","BLF5141",11726018,"SUNBEAM SLEEP FITTED DOUBLE","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","ELECTRIC BLANKET - DOUBLE",1
502705,"GOLDAIR","GFH260",11200938,"GOLDAIR 2000W UPRIGHT FAN HEATER","HEATERS","CERAMIC & FAN HEATERS","FAN HEATERS",1
503073,"NOIROT","73587T",10096138,"NOIROT 2000WCONV PAN HEA W/TIM","HEATERS","PANEL & CONVECTOR HEATERS","PANEL HEATER 2000-2400W",1
503239,"DIMPLEX","WDS20-AU",11373404,"DIMPLEX2KW WINDLESHAM MANTLE SUITE","HEATERS","ELECTRIC FIRE HEATERS","FIRE BOX WITH MANTLE",1
503239,"NOIROT","73338",10105312,"NOIROT HEA PLASTIC CASTOR","HEATERS","HEATER ACCESSORIES","ELECTRIC HEATER ACCESSORIES",1
503722,"DIMPLEX","KTN20-AU",11689299,"DIMPLEX KENTON SUITE LED FIREBOX","HEATERS","ELECTRIC FIRE HEATERS","FIRE BOX WITH MANTLE",1
503722,"DIMPLEX","REDWAY",10064968,"DIMPLEX REDWAY 3D OPTI-MYST","HEATERS","ELECTRIC FIRE HEATERS","FIRE BOX",1
503722,"RINNAI","AV25SN3",10242686,"RINNAI AVENGER 25 SILVER NG 3M HOSE","HEATERS","GAS HEATERS","UNFLUED CONVECTOR GAS",1
503934,"DELONGHI","TRD42400MT",11116939,"DELONGHI 2400W OIL COLUMN HEATER W/TIMER","HEATERS","COLUMN HEATERS","COLUMN HEATERS - 2400W",1
503934,"SUNBEAM","BLF5121",11726020,"SUNBEAM SLEEP FITTED SINGLE","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","ELECTRIC BLANKET - SINGLE",1
503934,"SUNBEAM","BLF5151",11726017,"SUNBEAM SLEEP FITTED QUEEN","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","ELECTRIC BLANKET - QUEEN",1
503979,"SUNBEAM","TRF4200",11726007,"SUNBEAM FEEL SHERPA FLEECE HEATED THROW","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","HEATED THROWS",1
504162,"DELONGHI","HCX9124E",11015786,"DELONGHI 2400W SLIM LINE PANEL CONVECTOR","HEATERS","PANEL & CONVECTOR HEATERS","PANEL HEATER 2000-2400W",1
504162,"DELONGHI","TRD41500ET",11015784,"DELONGHI 1500W OIL COLUMN HEATER","HEATERS","COLUMN HEATERS","COLUMN HEATERS - 1500W",1
504162,"RINNAI","K559FTSN",11703134,"RINNAI E/SAVER KIT 559FT NG W & ESDFK","HEATERS","GAS HEATERS","FLUED CONVECTOR GAS",1
504162,"SUNBEAM","BLW5651",11726011,"SUNBEAM SLEEP WOOL FLEECE QUEEN","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","ELECTRIC BLANKET - QUEEN",1
504255,"BEURER","FWM45",11298394,"BEURER MASSAGE FOOT WARMER","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","PERSONAL HEATING",1
504763,"RINNAI","252N",10086656,"RINNAI GRANADA 252 BEIGE NG","HEATERS","GAS HEATERS","UNFLUED RADIANT GAS",1
504953,"DIMPLEX","CAS20N-AU",11493840,"DIMPLEX CASPER 2KW ELECTRIC STOVE","HEATERS","ELECTRIC FIRE HEATERS","PORTABLE ELECTRIC FIRE",1
504953,"OMEGA ALTI","OAGCH25NGS",11492306,"OMEGA CONV 25MJ NG 3M HOSE SILVER","HEATERS","GAS HEATERS","UNFLUED CONVECTOR GAS",1
504953,"RINNAI","AV25SN3",10242686,"RINNAI AVENGER 25 SILVER NG 3M HOSE","HEATERS","GAS HEATERS","UNFLUED CONVECTOR GAS",1
505076,"SUNBEAM","BLF5131",11726019,"SUNBEAM SLEEP FITTED KING SINGLE","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","ELECTRIC BLANKETS - KING SINGLE",1
505507,"RINNAI","1005FTN",11217564,"RINNAI ENERGYSAVER 1005FT NATURAL GAS","HEATERS","GAS HEATERS","FLUED CONVECTOR GAS",1
505507,"RINNAI","151L",10086655,"RINNAI TITAN 151 BEIGE LPG","HEATERS","GAS HEATERS","UNFLUED RADIANT GAS",1
505507,"RINNAI","2001IMBN",10091125,"RINNAI 2001 FLUED INBUILT MET BROWN NG","HEATERS","GAS HEATERS","FLUED RADIANT GAS",1
505507,"RINNAI","559FTSL",11703118,"RINNAI E/SAVER 559FT 23MJ LP W","HEATERS","GAS HEATERS","FLUED CONVECTOR GAS",1
505507,"RINNAI","561FTSN",11692497,"RINNAI ENERGYSAVER 561FT NG","HEATERS","GAS HEATERS","FLUED CONVECTOR GAS",1
505507,"RINNAI","850SL",10091135,"RINNAI ECONOHEAT 850 SILVER LPG","HEATERS","GAS HEATERS","UNFLUED RADIANT GAS",1
505507,"RINNAI","AV25L3",11116097,"RINNAI AVENGER 25 WHITE LPG 3M HOSE","HEATERS","GAS HEATERS","UNFLUED CONVECTOR GAS",1
505507,"RINNAI","DY15SL",10129138,"RINNAI DYNAMO 15 SILVER LPG","HEATERS","GAS HEATERS","UNFLUED CONVECTOR GAS",1
505507,"RINNAI","ESBEND",10094049,"RINNAI 45/90DEG BEND FLUE KIT","HEATERS","HEATER ACCESSORIES","GAS LOG ACCESSORIES",1
505507,"RINNAI","ESBSKD",10096154,"RINNAI E/SAVER BACK SPACER KIT","HEATERS","HEATER ACCESSORIES","FLUED GAS ACCESSORIES",1
505507,"RINNAI","ESBSKG",10180918,"RINNAI E/SAVER BACK COVER KIT","HEATERS","HEATER ACCESSORIES","FLUED GAS ACCESSORIES",1
505507,"RINNAI","ESDFK",10094053,"RINNAI DIRECT FLUE KIT","HEATERS","HEATER ACCESSORIES","FLUED GAS ACCESSORIES",1
505507,"RINNAI","K561FTSN",11692495,"RINNAI ENERGYSAVER 561FT NG DIRECT FLUE","HEATERS","GAS HEATERS","FLUED CONVECTOR GAS",1
505507,"RINNAI","SAP12N",11405479,"RINNAI LF SAPPHIRE INB 30MJ NG","HEATERS","GAS HEATERS","LOG FIRE FLUED GAS",1
505507,"RINNAI","SPECN",10091133,"RINNAI SPECTRUM FLUED CONSOLE BEIGE NG","HEATERS","GAS HEATERS","FLUED RADIANT GAS",1
505507,"RINNAI","SPEIMBN",10115018,"RINNAI SPECTRUM FLUED INBUILT MET BRN NG","HEATERS","GAS HEATERS","FLUED RADIANT GAS",1
505507,"RINNAI","ULT2CGL",10096163,"RINNAI ULTIMA 2 FLUED CONSOLE GUNM LPG","HEATERS","GAS HEATERS","FLUED RADIANT GAS",1
505507,"RINNAI","ULT2IL",10096157,"RINNAI ULTIMA 2 FLUED INBUILT BEIGE LPG","HEATERS","GAS HEATERS","FLUED RADIANT GAS",1
505798,"OMEGA ALTI","OABRFNGBM",11492378,"OMEGA BRIGADIER 25MJ NG BLK MARBLE","HEATERS","GAS HEATERS","UNFLUED RADIANT GAS",1
505798,"OMEGA ALTI","OAGCH15LPW",11492373,"OMEGA CONV 15MJ LPG 3M HOSE WHITE","HEATERS","GAS HEATERS","UNFLUED CONVECTOR GAS",1
505798,"OMEGA ALTI","OAGCH25NGG",11492307,"OMEGA CONV 25MJ NG 3M HOSE GRAPHI","HEATERS","GAS HEATERS","UNFLUED CONVECTOR GAS",1
506169,"DELONGHI","TRD42400MT",11116939,"DELONGHI 2400W OIL COLUMN HEATER W/TIMER","HEATERS","COLUMN HEATERS","COLUMN HEATERS - 2400W",1
506169,"GOLDAIR","GCT225",11493832,"GOLDAIR 2000W CERAMIC TOWER HEATER","HEATERS","CERAMIC & FAN HEATERS","CERAMIC HEATERS",1
506169,"NOBO","NTL4T20-FS40",11488744,"NOBO 2KW PANEL HTR W/TIMER & CASTORS","HEATERS","PANEL & CONVECTOR HEATERS","PANEL HEATER 2000-2400W",1
506183,"SUNBEAM","POSM0096",11755693,"SUNBEAM SLEEP PERFECT BLANKET POS BIN","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","DISPLAY POS",1
506321,"DIMPLEX","TYL15-AU",11611787,"DIMPLEX 1.5KW TAYLOR MINI SUITE","HEATERS","ELECTRIC FIRE HEATERS","FIRE BOX WITH MANTLE",1
506338,"DELONGHI","TRRS1224T",11195261,"DELONGHI RADIA S 2400W HEA W/ TIMER","HEATERS","COLUMN HEATERS","COLUMN HEATERS - 2400W",1
506338,"GOLDAIR","GSIR220",10213818,"GOLDAIR 800W RAD FLOOR HEATER","HEATERS","RADIANT HEATERS","ELECTRIC RADIANT HEATERS",1
506338,"OMEGA ALTI","OABRFNGBM",11492378,"OMEGA BRIGADIER 25MJ NG BLK MARBLE","HEATERS","GAS HEATERS","UNFLUED RADIANT GAS",1
506340,"DELONGHI","TRD42400MT",11116939,"DELONGHI 2400W OIL COLUMN HEATER W/TIMER","HEATERS","COLUMN HEATERS","COLUMN HEATERS - 2400W",1
506340,"DELONGHI","TRRS1224EG",11293220,"DELONGHI 2400W RADIA S COLUMN GREY","HEATERS","COLUMN HEATERS","COLUMN HEATERS - 2400W",1
506340,"GOLDAIR","GIR400",10213817,"GOLDAIR 2400W 3 BAR RAD HEATER","HEATERS","RADIANT HEATERS","ELECTRIC RADIANT HEATERS",1
506340,"RINNAI","AV25SL3",11116096,"RINNAI AVENGER 25 SILVER LPG 3M HOSE","HEATERS","GAS HEATERS","UNFLUED CONVECTOR GAS",1
506340,"SUNBEAM","BLF5131",11726019,"SUNBEAM SLEEP FITTED KING SINGLE","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","ELECTRIC BLANKETS - KING SINGLE",1
506692,"NOBO","NTL4T10-FS40",11488747,"NOBO 1KW PANEL HTR W/TIMER & CASTORS","HEATERS","PANEL & CONVECTOR HEATERS","PANEL HEATER 750-1200W",1
506692,"NOIROT","73583T",10096136,"NOIROT 1000WCONV PAN HEA W/TIM","HEATERS","PANEL & CONVECTOR HEATERS","PANEL HEATER 750-1200W",1
506692,"NOIROT","73588T",10096139,"NOIROT 2400WCONV PAN HEA W/TIM","HEATERS","PANEL & CONVECTOR HEATERS","PANEL HEATER 2000-2400W",1
506831,"DELONGHI","HVS3032C",10038867,"DELONGHI 2400W FAN HEATER","HEATERS","CERAMIC & FAN HEATERS","FAN HEATERS",1
507119,"NOBO","NTL4T24-FS40",11488743,"NOBO 2.4KW PANEL HTR W/TIMER & CASTORS","HEATERS","PANEL & CONVECTOR HEATERS","PANEL HEATER 2000-2400W",1
507119,"RINNAI","SPEIN",10091131,"RINNAI SPECTRUM FLUED INBUILT BEIGE NG","HEATERS","GAS HEATERS","FLUED RADIANT GAS",1
507133,"RINNAI","AV25L3",11116097,"RINNAI AVENGER 25 WHITE LPG 3M HOSE","HEATERS","GAS HEATERS","UNFLUED CONVECTOR GAS",1
508032,"DIMPLEX","KTN20-AU",11689299,"DIMPLEX KENTON SUITE LED FIREBOX","HEATERS","ELECTRIC FIRE HEATERS","FIRE BOX WITH MANTLE",1
508511,"DIMPLEX","DHCERA20M",11611796,"DIMPLEX 2KW TALL MANUAL CERAMIC HEATER","HEATERS","CERAMIC & FAN HEATERS","CERAMIC HEATERS",1
508511,"DIMPLEX","RITZC",10129305,"DIMPLEX RITZ 2000W ELEC FIRE","HEATERS","ELECTRIC FIRE HEATERS","PORTABLE ELECTRIC FIRE",1
508511,"RINNAI","AV25N3",11011842,"RINNAI AVENGER 25 WHITE NG 3M HOSE","HEATERS","GAS HEATERS","UNFLUED CONVECTOR GAS",1
508526,"GOLDAIR","GWTH300",11753774,"GOLDAIR HEATED WEIGHTED BLANKET 6.8KG BL","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","ELECTRIC WEIGHTED BLANKETS",1
508782,"SUNBEAM","BLF5151",11726017,"SUNBEAM SLEEP FITTED QUEEN","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","ELECTRIC BLANKET - QUEEN",1
509777,"GOLDAIR","GFSL",11200939,"GOLDAIR FREE STANDING TOWEL RAIL","HEATERS","TOWEL RAIL","TOWEL RAIL",1
510820,"DIMPLEX","STA20-AU",11373403,"DIMPLEX2KW STRATA MANTLE SUITE","HEATERS","ELECTRIC FIRE HEATERS","FIRE BOX WITH MANTLE",1
511123,"SUNBEAM","BLF5141",11726018,"SUNBEAM SLEEP FITTED DOUBLE","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","ELECTRIC BLANKET - DOUBLE",1
511476,"GOLDAIR","GSIR220",10213818,"GOLDAIR 800W RAD FLOOR HEATER","HEATERS","RADIANT HEATERS","ELECTRIC RADIANT HEATERS",1
511476,"RINNAI","PEPH22PEW",11498968,"RINNAI P SERIES PANEL 2200W PROG TIMER","HEATERS","PANEL & CONVECTOR HEATERS","PANEL HEATER 2000-2400W",1
511839,"NOIROT","73587",10096134,"NOIROT 2000W CONV PAN HEA","HEATERS","PANEL & CONVECTOR HEATERS","PANEL HEATER 2000-2400W",1
511839,"RINNAI","2001IMBN",10091125,"RINNAI 2001 FLUED INBUILT MET BROWN NG","HEATERS","GAS HEATERS","FLUED RADIANT GAS",1
600011,"NOBO","NTL4T15-FS40",11488745,"NOBO 1.5KW PANEL HTR W/TIMER & CASTORS","HEATERS","PANEL & CONVECTOR HEATERS","PANEL HEATER 1500-1800W",1
601261,"SUNBEAM","BLF5131",11726019,"SUNBEAM SLEEP FITTED KING SINGLE","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","ELECTRIC BLANKETS - KING SINGLE",1
602577,"GOLDAIR","GIR400",10213817,"GOLDAIR 2400W 3 BAR RAD HEATER","HEATERS","RADIANT HEATERS","ELECTRIC RADIANT HEATERS",1
602611,"SUNBEAM","BLQ5471",11726013,"SUNBEAM SLEEP QUILTED KING","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","ELECTRIC BLANKET - KING",1
602673,"DELONGHI","DCH7992ER",11615468,"DELONGHI 2200W DIGITAL CERAMIC HEA","HEATERS","CERAMIC & FAN HEATERS","CERAMIC HEATERS",1
602673,"NOIROT","73585T",10096137,"NOIROT 1500WCONV PAN HEA W/TIM","HEATERS","PANEL & CONVECTOR HEATERS","PANEL HEATER 1500-1800W",1
604268,"DELONGHI","HCX3220FTS",11015787,"DELONGHI 2000W SLIM LINE PANEL CONVECTOR","HEATERS","PANEL & CONVECTOR HEATERS","PANEL HEATER 2000-2400W",1
604268,"DELONGHI","TRRS0715EG",11295257,"DELONGHI 1500W RAD OILCOLUMN ELEC W/TIME","HEATERS","COLUMN HEATERS","COLUMN HEATERS - 1500W",1
604268,"DELONGHI","TRRS1224EG",11293220,"DELONGHI 2400W RADIA S COLUMN GREY","HEATERS","COLUMN HEATERS","COLUMN HEATERS - 2400W",1
604509,"BREVILLE","LZB558WHT",11620318,"BREVILLE QUILTED ELEC BLANKET WIFI KING","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","ELECTRIC BLANKET - KING",1
604509,"GOLDAIR","GFH260",11200938,"GOLDAIR 2000W UPRIGHT FAN HEATER","HEATERS","CERAMIC & FAN HEATERS","FAN HEATERS",1
604906,"BEURER","HD75GNORDIC",11750723,"BEURER SUPER COSY HEATED THROW CHARCOAL","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","HEATED THROWS",1
604906,"DIMPLEX","WDS20-AU",11373404,"DIMPLEX2KW WINDLESHAM MANTLE SUITE","HEATERS","ELECTRIC FIRE HEATERS","FIRE BOX WITH MANTLE",1
604907,"BEURER","FWM45",11298394,"BEURER MASSAGE FOOT WARMER","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","PERSONAL HEATING",1
604909,"DELONGHI","TRD42400ET",11015785,"DELONGHI 2400W OIL COLUMN HEATER","HEATERS","COLUMN HEATERS","COLUMN HEATERS - 2400W",1
604909,"GOLDAIR","GFH260",11200938,"GOLDAIR 2000W UPRIGHT FAN HEATER","HEATERS","CERAMIC & FAN HEATERS","FAN HEATERS",1
604909,"NOBO","NTL4T07-FS40",11488748,"NOBO 750W PANEL HTR W/TIMER & CASTORS","HEATERS","PANEL & CONVECTOR HEATERS","PANEL HEATER 750-1200W",1
604909,"NOBO","NTL4T15-FS40",11488745,"NOBO 1.5KW PANEL HTR W/TIMER & CASTORS","HEATERS","PANEL & CONVECTOR HEATERS","PANEL HEATER 1500-1800W",1
605531,"BROMIC","STRATOS3NG",11763656,"BROMIC STRATOS BRAHMA 3 NG HEATER","HEATERS","GAS HEATERS","FLUED CONVECTOR GAS",1
605531,"BROMIC","STRATOS5NG",11763655,"BROMIC STRATOS BRAHMA 5 NG HEATER","HEATERS","GAS HEATERS","FLUED CONVECTOR GAS",1
606419,"DELONGHI","HSX4324EG",11753712,"DELONGHI 2400W CONVECTOR HEATER","HEATERS","PANEL & CONVECTOR HEATERS","CONVECTOR HEATERS",1
606777,"GOLDAIR","GSFH150",11407555,"GOLDAIR SELECT FLAT FAN HEATER","HEATERS","CERAMIC & FAN HEATERS","FAN HEATERS",1
607987,"DELONGHI","DL2401TF",10009094,"DELONGHI 2400W OIL COL HEA W/F","HEATERS","COLUMN HEATERS","COLUMN HEATERS - 2400W",1
607987,"DIMPLEX","OCR24FA",11611804,"DIMPLEX 2.4KW OIL COLUMN HEATER","HEATERS","COLUMN HEATERS","COLUMN HEATERS - 2400W",1
609918,"DIMPLEX","OCR15FA",11611805,"DIMPLEX 1.5KW OIL COLUMN HEATER","HEATERS","COLUMN HEATERS","COLUMN HEATERS - 1500W",1
609918,"DIMPLEX","WTN20-AU",11686430,"DIMPLEX WINSTON SUITE LED FIREBOX","HEATERS","ELECTRIC FIRE HEATERS","FIRE BOX WITH MANTLE",1
609918,"OMEGA ALTI","AALTURASB",11301826,"OMEGA ALTI2400W CERAMIC TOWER HEATER BLK","HEATERS","CERAMIC & FAN HEATERS","CERAMIC HEATERS",1
610035,"BEURER","HD75GNORDIC",11750723,"BEURER SUPER COSY HEATED THROW CHARCOAL","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","HEATED THROWS",1
610035,"DELONGHI","HCX9124E",11015786,"DELONGHI 2400W SLIM LINE PANEL CONVECTOR","HEATERS","PANEL & CONVECTOR HEATERS","PANEL HEATER 2000-2400W",1
610035,"DELONGHI","TRD42400MT",11116939,"DELONGHI 2400W OIL COLUMN HEATER W/TIMER","HEATERS","COLUMN HEATERS","COLUMN HEATERS - 2400W",1
610035,"DIMPLEX","KTN20-AU",11689299,"DIMPLEX KENTON SUITE LED FIREBOX","HEATERS","ELECTRIC FIRE HEATERS","FIRE BOX WITH MANTLE",1
610035,"RINNAI","ULT2IN",10096156,"RINNAI ULTIMA 2 FLUED INBUILT BEIGE NG","HEATERS","GAS HEATERS","FLUED RADIANT GAS",1
610042,"DELONGHI","TRDX41024EG",11753715,"DELONGHI 2400W DRAGON 4 PRO OIL COLUMN","HEATERS","COLUMN HEATERS","COLUMN HEATERS - 2400W",1
610042,"DIMPLEX","RITZC",10129305,"DIMPLEX RITZ 2000W ELEC FIRE","HEATERS","ELECTRIC FIRE HEATERS","PORTABLE ELECTRIC FIRE",1
610042,"NOBO","NCPT24-FS40",11724396,"NOBO 2.4KW COMPACT PANEL HEATER","HEATERS","PANEL & CONVECTOR HEATERS","PANEL HEATER 2000-2400W",1
610042,"NOBO","NTL4S10-FS40",11488741,"NOBO 1KW PANEL HTR W/TSTAT & CASTORS","HEATERS","PANEL & CONVECTOR HEATERS","PANEL HEATER 750-1200W",1
610042,"NOIROT","73588T",10096139,"NOIROT 2400WCONV PAN HEA W/TIM","HEATERS","PANEL & CONVECTOR HEATERS","PANEL HEATER 2000-2400W",1
610045,"DELONGHI","TCH8993ER",11615469,"DELONGHI 2400W DIGITAL CERAMIC TOWER HEA","HEATERS","CERAMIC & FAN HEATERS","CERAMIC HEATERS",1
610102,"GOLDAIR","GST-SS",10213807,"GOLDAIR SINGLE ELEC BLANKET","HEATERS","ELECTRIC BLANKETS & PERSONAL HEATING","ELECTRIC BLANKET - SINGLE",1
