DateKey,Date,Day,DayName,Week,ISOWeek,DayOfWeek,Month,MonthName,Quarter,Year,FirstOfMonth,LastOfYear,DayOfYear,Quarter name
20140120,2014-01-20 00:00:00.000,20,"Monday",4,4,2,1,"January",1,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,20,"Quarter 1"
20140121,2014-01-21 00:00:00.000,21,"Tuesday",4,4,3,1,"January",1,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,21,"Quarter 1"
20140122,2014-01-22 00:00:00.000,22,"Wednesday",4,4,4,1,"January",1,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,22,"Quarter 1"
20140123,2014-01-23 00:00:00.000,23,"Thursday",4,4,5,1,"January",1,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,23,"Quarter 1"
20140124,2014-01-24 00:00:00.000,24,"Friday",4,4,6,1,"January",1,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,24,"Quarter 1"
20140125,2014-01-25 00:00:00.000,25,"Saturday",4,4,7,1,"January",1,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,25,"Quarter 1"
20140126,2014-01-26 00:00:00.000,26,"Sunday",5,4,1,1,"January",1,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,26,"Quarter 1"
20140127,2014-01-27 00:00:00.000,27,"Monday",5,5,2,1,"January",1,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,27,"Quarter 1"
20140128,2014-01-28 00:00:00.000,28,"Tuesday",5,5,3,1,"January",1,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,28,"Quarter 1"
20140129,2014-01-29 00:00:00.000,29,"Wednesday",5,5,4,1,"January",1,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,29,"Quarter 1"
20140130,2014-01-30 00:00:00.000,30,"Thursday",5,5,5,1,"January",1,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,30,"Quarter 1"
20140131,2014-01-31 00:00:00.000,31,"Friday",5,5,6,1,"January",1,2014,2014-01-01 00:00:00.000,2014-12-31 00:00:00.000,31,"Quarter 1"
20140201,2014-02-01 00:00:00.000,1,"Saturday",5,5,7,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,32,"Quarter 1"
20140202,2014-02-02 00:00:00.000,2,"Sunday",6,5,1,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,33,"Quarter 1"
20140203,2014-02-03 00:00:00.000,3,"Monday",6,6,2,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,34,"Quarter 1"
20140204,2014-02-04 00:00:00.000,4,"Tuesday",6,6,3,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,35,"Quarter 1"
20140205,2014-02-05 00:00:00.000,5,"Wednesday",6,6,4,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,36,"Quarter 1"
20140206,2014-02-06 00:00:00.000,6,"Thursday",6,6,5,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,37,"Quarter 1"
20140207,2014-02-07 00:00:00.000,7,"Friday",6,6,6,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,38,"Quarter 1"
20140208,2014-02-08 00:00:00.000,8,"Saturday",6,6,7,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,39,"Quarter 1"
20140209,2014-02-09 00:00:00.000,9,"Sunday",7,6,1,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,40,"Quarter 1"
20140210,2014-02-10 00:00:00.000,10,"Monday",7,7,2,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,41,"Quarter 1"
20140211,2014-02-11 00:00:00.000,11,"Tuesday",7,7,3,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,42,"Quarter 1"
20140212,2014-02-12 00:00:00.000,12,"Wednesday",7,7,4,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,43,"Quarter 1"
20140213,2014-02-13 00:00:00.000,13,"Thursday",7,7,5,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,44,"Quarter 1"
20140214,2014-02-14 00:00:00.000,14,"Friday",7,7,6,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,45,"Quarter 1"
20140215,2014-02-15 00:00:00.000,15,"Saturday",7,7,7,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,46,"Quarter 1"
20140216,2014-02-16 00:00:00.000,16,"Sunday",8,7,1,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,47,"Quarter 1"
20140217,2014-02-17 00:00:00.000,17,"Monday",8,8,2,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,48,"Quarter 1"
20140218,2014-02-18 00:00:00.000,18,"Tuesday",8,8,3,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,49,"Quarter 1"
20140219,2014-02-19 00:00:00.000,19,"Wednesday",8,8,4,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,50,"Quarter 1"
20140220,2014-02-20 00:00:00.000,20,"Thursday",8,8,5,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,51,"Quarter 1"
20140221,2014-02-21 00:00:00.000,21,"Friday",8,8,6,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,52,"Quarter 1"
20140222,2014-02-22 00:00:00.000,22,"Saturday",8,8,7,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,53,"Quarter 1"
20140223,2014-02-23 00:00:00.000,23,"Sunday",9,8,1,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,54,"Quarter 1"
20140224,2014-02-24 00:00:00.000,24,"Monday",9,9,2,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,55,"Quarter 1"
20140225,2014-02-25 00:00:00.000,25,"Tuesday",9,9,3,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,56,"Quarter 1"
20140226,2014-02-26 00:00:00.000,26,"Wednesday",9,9,4,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,57,"Quarter 1"
20140227,2014-02-27 00:00:00.000,27,"Thursday",9,9,5,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,58,"Quarter 1"
20140228,2014-02-28 00:00:00.000,28,"Friday",9,9,6,2,"February",1,2014,2014-02-01 00:00:00.000,2014-12-31 00:00:00.000,59,"Quarter 1"
20140301,2014-03-01 00:00:00.000,1,"Saturday",9,9,7,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,60,"Quarter 1"
20140302,2014-03-02 00:00:00.000,2,"Sunday",10,9,1,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,61,"Quarter 1"
20140303,2014-03-03 00:00:00.000,3,"Monday",10,10,2,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,62,"Quarter 1"
20140304,2014-03-04 00:00:00.000,4,"Tuesday",10,10,3,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,63,"Quarter 1"
20140305,2014-03-05 00:00:00.000,5,"Wednesday",10,10,4,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,64,"Quarter 1"
20140306,2014-03-06 00:00:00.000,6,"Thursday",10,10,5,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,65,"Quarter 1"
20140307,2014-03-07 00:00:00.000,7,"Friday",10,10,6,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,66,"Quarter 1"
20140308,2014-03-08 00:00:00.000,8,"Saturday",10,10,7,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,67,"Quarter 1"
20140309,2014-03-09 00:00:00.000,9,"Sunday",11,10,1,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,68,"Quarter 1"
20140310,2014-03-10 00:00:00.000,10,"Monday",11,11,2,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,69,"Quarter 1"
20140311,2014-03-11 00:00:00.000,11,"Tuesday",11,11,3,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,70,"Quarter 1"
20140312,2014-03-12 00:00:00.000,12,"Wednesday",11,11,4,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,71,"Quarter 1"
20140313,2014-03-13 00:00:00.000,13,"Thursday",11,11,5,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,72,"Quarter 1"
20140314,2014-03-14 00:00:00.000,14,"Friday",11,11,6,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,73,"Quarter 1"
20140315,2014-03-15 00:00:00.000,15,"Saturday",11,11,7,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,74,"Quarter 1"
20140316,2014-03-16 00:00:00.000,16,"Sunday",12,11,1,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,75,"Quarter 1"
20140317,2014-03-17 00:00:00.000,17,"Monday",12,12,2,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,76,"Quarter 1"
20140318,2014-03-18 00:00:00.000,18,"Tuesday",12,12,3,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,77,"Quarter 1"
20140319,2014-03-19 00:00:00.000,19,"Wednesday",12,12,4,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,78,"Quarter 1"
20140320,2014-03-20 00:00:00.000,20,"Thursday",12,12,5,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,79,"Quarter 1"
20140321,2014-03-21 00:00:00.000,21,"Friday",12,12,6,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,80,"Quarter 1"
20140322,2014-03-22 00:00:00.000,22,"Saturday",12,12,7,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,81,"Quarter 1"
20140323,2014-03-23 00:00:00.000,23,"Sunday",13,12,1,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,82,"Quarter 1"
20140324,2014-03-24 00:00:00.000,24,"Monday",13,13,2,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,83,"Quarter 1"
20140325,2014-03-25 00:00:00.000,25,"Tuesday",13,13,3,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,84,"Quarter 1"
20140326,2014-03-26 00:00:00.000,26,"Wednesday",13,13,4,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,85,"Quarter 1"
20140327,2014-03-27 00:00:00.000,27,"Thursday",13,13,5,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,86,"Quarter 1"
20140328,2014-03-28 00:00:00.000,28,"Friday",13,13,6,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,87,"Quarter 1"
20140329,2014-03-29 00:00:00.000,29,"Saturday",13,13,7,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,88,"Quarter 1"
20140330,2014-03-30 00:00:00.000,30,"Sunday",14,13,1,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,89,"Quarter 1"
20140331,2014-03-31 00:00:00.000,31,"Monday",14,14,2,3,"March",1,2014,2014-03-01 00:00:00.000,2014-12-31 00:00:00.000,90,"Quarter 1"
20140401,2014-04-01 00:00:00.000,1,"Tuesday",14,14,3,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,91,"Quarter 2"
20140402,2014-04-02 00:00:00.000,2,"Wednesday",14,14,4,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,92,"Quarter 2"
20140403,2014-04-03 00:00:00.000,3,"Thursday",14,14,5,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,93,"Quarter 2"
20140404,2014-04-04 00:00:00.000,4,"Friday",14,14,6,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,94,"Quarter 2"
20140405,2014-04-05 00:00:00.000,5,"Saturday",14,14,7,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,95,"Quarter 2"
20140406,2014-04-06 00:00:00.000,6,"Sunday",15,14,1,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,96,"Quarter 2"
20140407,2014-04-07 00:00:00.000,7,"Monday",15,15,2,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,97,"Quarter 2"
20140408,2014-04-08 00:00:00.000,8,"Tuesday",15,15,3,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,98,"Quarter 2"
20140409,2014-04-09 00:00:00.000,9,"Wednesday",15,15,4,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,99,"Quarter 2"
20140410,2014-04-10 00:00:00.000,10,"Thursday",15,15,5,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,100,"Quarter 2"
20140411,2014-04-11 00:00:00.000,11,"Friday",15,15,6,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,101,"Quarter 2"
20140412,2014-04-12 00:00:00.000,12,"Saturday",15,15,7,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,102,"Quarter 2"
20140413,2014-04-13 00:00:00.000,13,"Sunday",16,15,1,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,103,"Quarter 2"
20140414,2014-04-14 00:00:00.000,14,"Monday",16,16,2,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,104,"Quarter 2"
20140415,2014-04-15 00:00:00.000,15,"Tuesday",16,16,3,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,105,"Quarter 2"
20140416,2014-04-16 00:00:00.000,16,"Wednesday",16,16,4,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,106,"Quarter 2"
20140417,2014-04-17 00:00:00.000,17,"Thursday",16,16,5,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,107,"Quarter 2"
20140418,2014-04-18 00:00:00.000,18,"Friday",16,16,6,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,108,"Quarter 2"
20140419,2014-04-19 00:00:00.000,19,"Saturday",16,16,7,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,109,"Quarter 2"
20140420,2014-04-20 00:00:00.000,20,"Sunday",17,16,1,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,110,"Quarter 2"
20140421,2014-04-21 00:00:00.000,21,"Monday",17,17,2,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,111,"Quarter 2"
20140422,2014-04-22 00:00:00.000,22,"Tuesday",17,17,3,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,112,"Quarter 2"
20140423,2014-04-23 00:00:00.000,23,"Wednesday",17,17,4,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,113,"Quarter 2"
20140424,2014-04-24 00:00:00.000,24,"Thursday",17,17,5,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,114,"Quarter 2"
20140425,2014-04-25 00:00:00.000,25,"Friday",17,17,6,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,115,"Quarter 2"
20140426,2014-04-26 00:00:00.000,26,"Saturday",17,17,7,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,116,"Quarter 2"
20140427,2014-04-27 00:00:00.000,27,"Sunday",18,17,1,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,117,"Quarter 2"
20140428,2014-04-28 00:00:00.000,28,"Monday",18,18,2,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,118,"Quarter 2"
20140429,2014-04-29 00:00:00.000,29,"Tuesday",18,18,3,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,119,"Quarter 2"
20140430,2014-04-30 00:00:00.000,30,"Wednesday",18,18,4,4,"April",2,2014,2014-04-01 00:00:00.000,2014-12-31 00:00:00.000,120,"Quarter 2"
20140501,2014-05-01 00:00:00.000,1,"Thursday",18,18,5,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,121,"Quarter 2"
20140502,2014-05-02 00:00:00.000,2,"Friday",18,18,6,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,122,"Quarter 2"
20140503,2014-05-03 00:00:00.000,3,"Saturday",18,18,7,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,123,"Quarter 2"
20140504,2014-05-04 00:00:00.000,4,"Sunday",19,18,1,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,124,"Quarter 2"
20140505,2014-05-05 00:00:00.000,5,"Monday",19,19,2,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,125,"Quarter 2"
20140506,2014-05-06 00:00:00.000,6,"Tuesday",19,19,3,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,126,"Quarter 2"
20140507,2014-05-07 00:00:00.000,7,"Wednesday",19,19,4,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,127,"Quarter 2"
20140508,2014-05-08 00:00:00.000,8,"Thursday",19,19,5,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,128,"Quarter 2"
20140509,2014-05-09 00:00:00.000,9,"Friday",19,19,6,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,129,"Quarter 2"
20140510,2014-05-10 00:00:00.000,10,"Saturday",19,19,7,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,130,"Quarter 2"
20140511,2014-05-11 00:00:00.000,11,"Sunday",20,19,1,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,131,"Quarter 2"
20140512,2014-05-12 00:00:00.000,12,"Monday",20,20,2,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,132,"Quarter 2"
20140513,2014-05-13 00:00:00.000,13,"Tuesday",20,20,3,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,133,"Quarter 2"
20140514,2014-05-14 00:00:00.000,14,"Wednesday",20,20,4,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,134,"Quarter 2"
20140515,2014-05-15 00:00:00.000,15,"Thursday",20,20,5,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,135,"Quarter 2"
20140516,2014-05-16 00:00:00.000,16,"Friday",20,20,6,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,136,"Quarter 2"
20140517,2014-05-17 00:00:00.000,17,"Saturday",20,20,7,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,137,"Quarter 2"
20140518,2014-05-18 00:00:00.000,18,"Sunday",21,20,1,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,138,"Quarter 2"
20140519,2014-05-19 00:00:00.000,19,"Monday",21,21,2,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,139,"Quarter 2"
20140520,2014-05-20 00:00:00.000,20,"Tuesday",21,21,3,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,140,"Quarter 2"
20140521,2014-05-21 00:00:00.000,21,"Wednesday",21,21,4,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,141,"Quarter 2"
20140522,2014-05-22 00:00:00.000,22,"Thursday",21,21,5,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,142,"Quarter 2"
20140523,2014-05-23 00:00:00.000,23,"Friday",21,21,6,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,143,"Quarter 2"
20140524,2014-05-24 00:00:00.000,24,"Saturday",21,21,7,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,144,"Quarter 2"
20140525,2014-05-25 00:00:00.000,25,"Sunday",22,21,1,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,145,"Quarter 2"
20140526,2014-05-26 00:00:00.000,26,"Monday",22,22,2,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,146,"Quarter 2"
20140527,2014-05-27 00:00:00.000,27,"Tuesday",22,22,3,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,147,"Quarter 2"
20140528,2014-05-28 00:00:00.000,28,"Wednesday",22,22,4,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,148,"Quarter 2"
20140529,2014-05-29 00:00:00.000,29,"Thursday",22,22,5,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,149,"Quarter 2"
20140530,2014-05-30 00:00:00.000,30,"Friday",22,22,6,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,150,"Quarter 2"
20140531,2014-05-31 00:00:00.000,31,"Saturday",22,22,7,5,"May",2,2014,2014-05-01 00:00:00.000,2014-12-31 00:00:00.000,151,"Quarter 2"
20140601,2014-06-01 00:00:00.000,1,"Sunday",23,22,1,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,152,"Quarter 2"
20140602,2014-06-02 00:00:00.000,2,"Monday",23,23,2,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,153,"Quarter 2"
20140603,2014-06-03 00:00:00.000,3,"Tuesday",23,23,3,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,154,"Quarter 2"
20140604,2014-06-04 00:00:00.000,4,"Wednesday",23,23,4,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,155,"Quarter 2"
20140605,2014-06-05 00:00:00.000,5,"Thursday",23,23,5,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,156,"Quarter 2"
20140606,2014-06-06 00:00:00.000,6,"Friday",23,23,6,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,157,"Quarter 2"
20140607,2014-06-07 00:00:00.000,7,"Saturday",23,23,7,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,158,"Quarter 2"
20140608,2014-06-08 00:00:00.000,8,"Sunday",24,23,1,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,159,"Quarter 2"
20140609,2014-06-09 00:00:00.000,9,"Monday",24,24,2,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,160,"Quarter 2"
20140610,2014-06-10 00:00:00.000,10,"Tuesday",24,24,3,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,161,"Quarter 2"
20140611,2014-06-11 00:00:00.000,11,"Wednesday",24,24,4,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,162,"Quarter 2"
20140612,2014-06-12 00:00:00.000,12,"Thursday",24,24,5,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,163,"Quarter 2"
20140613,2014-06-13 00:00:00.000,13,"Friday",24,24,6,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,164,"Quarter 2"
20140614,2014-06-14 00:00:00.000,14,"Saturday",24,24,7,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,165,"Quarter 2"
20140615,2014-06-15 00:00:00.000,15,"Sunday",25,24,1,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,166,"Quarter 2"
20140616,2014-06-16 00:00:00.000,16,"Monday",25,25,2,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,167,"Quarter 2"
20140617,2014-06-17 00:00:00.000,17,"Tuesday",25,25,3,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,168,"Quarter 2"
20140618,2014-06-18 00:00:00.000,18,"Wednesday",25,25,4,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,169,"Quarter 2"
20140619,2014-06-19 00:00:00.000,19,"Thursday",25,25,5,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,170,"Quarter 2"
20140620,2014-06-20 00:00:00.000,20,"Friday",25,25,6,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,171,"Quarter 2"
20140621,2014-06-21 00:00:00.000,21,"Saturday",25,25,7,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,172,"Quarter 2"
20140622,2014-06-22 00:00:00.000,22,"Sunday",26,25,1,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,173,"Quarter 2"
20140623,2014-06-23 00:00:00.000,23,"Monday",26,26,2,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,174,"Quarter 2"
20140624,2014-06-24 00:00:00.000,24,"Tuesday",26,26,3,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,175,"Quarter 2"
20140625,2014-06-25 00:00:00.000,25,"Wednesday",26,26,4,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,176,"Quarter 2"
20140626,2014-06-26 00:00:00.000,26,"Thursday",26,26,5,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,177,"Quarter 2"
20140627,2014-06-27 00:00:00.000,27,"Friday",26,26,6,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,178,"Quarter 2"
20140628,2014-06-28 00:00:00.000,28,"Saturday",26,26,7,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,179,"Quarter 2"
20140629,2014-06-29 00:00:00.000,29,"Sunday",27,26,1,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,180,"Quarter 2"
20140630,2014-06-30 00:00:00.000,30,"Monday",27,27,2,6,"June",2,2014,2014-06-01 00:00:00.000,2014-12-31 00:00:00.000,181,"Quarter 2"
20140701,2014-07-01 00:00:00.000,1,"Tuesday",27,27,3,7,"July",3,2014,2014-07-01 00:00:00.000,2014-12-31 00:00:00.000,182,"Quarter 3"
20140702,2014-07-02 00:00:00.000,2,"Wednesday",27,27,4,7,"July",3,2014,2014-07-01 00:00:00.000,2014-12-31 00:00:00.000,183,"Quarter 3"
20140703,2014-07-03 00:00:00.000,3,"Thursday",27,27,5,7,"July",3,2014,2014-07-01 00:00:00.000,2014-12-31 00:00:00.000,184,"Quarter 3"
