item,description,product_code,u_m,unit_cost,p_m_t_code,p_m_t
"AOS-AA-DC-005125","12000840","ZEROMARGIN","PC",0.83,"P","Purchased"
"AOS-AA-DC-005131","12002619","ZEROMARGIN","PC",1.9,"P","Purchased"
"AOS-AA-DC-005132","12004475停用","ZEROMARGIN","PC",0.27,"P","Purchased"
"AOS-AA-DC-005133","12004476停用","ZEROMARGIN","PC",0.22,"P","Purchased"
"AOS-AA-DC-005135","6003TU004700","FF-AA-AD","PC",0.305362,"P","Purchased"
"AOS-AA-DC-005138","12007795停用","ZEROMARGIN","PC",0.19,"P","Purchased"
"AOS-AA-DC-005139","12050076停用","ZEROMARGIN","PC",0.78,"P","Purchased"
"AOS-AA-DC-005140","12006761停用","ZEROMARGIN","PC",0.27,"P","Purchased"
"AOS-AA-DC-005168","12003294","ZEROMARGIN","PC",0.25,"P","Purchased"
"AOS-AA-DC-005169","12003295","ZEROMARGIN","PC",0.34,"P","Purchased"
"AOS-AA-FE-005001","10462855","HF-AA-PE","PC",1.680001,"P","Purchased"
"AOS-AA-FE-005002","10462856","HF-AA-PE","PC",1.68,"P","Purchased"
"AOS-AA-FE-005003","10366877","HF-AA-PE","PC",1.909981,"P","Purchased"
"AOS-AA-FE-005004","10366878","HF-AA-PE","PC",1.909977,"P","Purchased"
"AOS-AA-ME-018002","10486975","EF-AA-XP","PC",24.8,"P","Purchased"
"AOS-AA-MR-009002","NW028001","KF-AA-PU","PC",5.642444,"P","Purchased"
"AOW-AA-DC-019164","180mmX45mmX3mm","ZEROMARGIN","PC",0.6,"P","Purchased"
"AOW-AA-DC-019165","180mmX45mmX5mm","ZEROMARGIN","PC",0.72,"P","Purchased"
"AOW-AA-DC-019166","180mmX45mmX10mm","ZEROMARGIN","PC",0.95,"P","Purchased"
"AOW-AA-DC-040089","0.02.244022","HF-AA-PE","PC",43.68,"P","Purchased"
"AOW-AA-DC-040091","0.02.243886","HF-AA-PE","PC",63.37,"P","Purchased"
"AOW-AA-DC-040095","0.02.244156","HF-AA-PE","PC",3.707916,"P","Purchased"
"AOW-AA-DC-040096","0.02.244024","HF-AA-PE","PC",197.21,"P","Purchased"
"AOW-AA-DC-047001","03.1.902.0000","FF-AA-PA","PC",0.058,"P","Purchased"
"AOW-AA-DC-047003","6003TU008200","FF-AA-PA","PC",0.063,"P","Purchased"
"AOW-AA-DC-047004","6003TU008300","FF-AA-PA","PC",0.062999,"P","Purchased"
"AOW-AA-FE-009003","T83413B","HF-AA-PE","PC",1.7,"P","Purchased"
"AOW-AA-FE-040002","0.02.244746","RF-AA-PT","PC",0.4,"P","Purchased"
"AOW-AA-ME-021001","9676897380","EF-AA-XP","PC",10.429731,"P","Purchased"
"AOW-AA-ME-021003","AA38440183","EF-AA-XP","PC",5.850792,"P","Purchased"
"AOW-AA-ME-021004","AA38440184","EF-AA-XP","PC",5.188691,"P","Purchased"
"AOW-AA-ME-037005","2340600X","EF-AA-XP","PC",17.3,"P","Purchased"
"AOW-AA-ME-053002","3981143","EF-AA-XP","PC",1.749964,"P","Purchased"
"AOW-AA-ME-056001","85090-LB300-C2","EF-AA-XP","PC",10.2,"P","Purchased"
"AOW-AA-ME-056002","85092-LB300-C2","EF-AA-XP","PC",1.714,"P","Purchased"
"AOW-AA-ME-056003","85093-LB300-C2","EF-AA-XP","PC",1.714,"P","Purchased"
"AOW-AA-ME-085001","2803016001-L10","EF-AA-XP","PC",2.65,"P","Purchased"
"AOW-AA-ME-085002","2803016002-L10","EF-AA-XP","PC",2.69,"P","Purchased"
"AOW-AA-ME-085003","2803016001-A16","EF-AA-XP","PC",7.048509,"P","Purchased"
"AOW-AA-MR-009001","X987699D","KF-AA-PU","PC",3.463045,"P","Purchased"
"AOW-AA-MR-009002","T83522B","KF-AA-PU","PC",2.029999,"P","Purchased"
"AOW-AA-MR-012007","9814686780","KF-AA-PU","PC",9.249528,"P","Purchased"
"AOW-AA-MR-012008","9814686880","KF-AA-PU","PC",9.295143,"P","Purchased"
"AOW-AA-MR-033031","2101277X0010","KF-AA-PU","PC",1.113373,"P","Purchased"
"AOW-AA-MR-036001","T37157C","KF-AA-PU","PC",5.121557,"P","Purchased"
"AOW-AA-MR-036007","T903176","KF-AA-PU","PC",3.68,"P","Purchased"
"AOW-AA-MR-057001","5310303001-M12","KF-AA-PU","PC",2.663881,"P","Purchased"
"AOW-AA-MR-057002","5310303002-M12","KF-AA-PU","PC",2.64996,"P","Purchased"
"AOW-AA-MR-057005","5512501001-M12","KF-AA-PU","PC",9.01335,"P","Purchased"
"AOW-AA-MR-057006","5512601001-M12","KF-AA-PU","PC",9.01874,"P","Purchased"
"AOW-AA-RM-008001","T1XX","RF-AA-PT","PC",6,"P","Purchased"
"AOW-AA-RM-034001","Z110630J-F01","RF-AA-PT","PC",12.142856,"P","Purchased"
"AOW-AA-RM-040005","0.02.242543","RF-AA-PT","PC",11.335933,"P","Purchased"
"AOW-AA-RM-040006","0.02.242899","RF-AA-PT","PC",10.776,"P","Purchased"
"AOW-AA-RM-040007","0.09.006214","RF-AA-PT","PC",0.699166,"P","Purchased"
"AOW-AA-RM-040008","0.02.243218","RF-AA-PT","PC",5.5,"P","Purchased"
"AOW-AA-RM-087025","ECMP-I-AC-R002","RF-AA-PT","PC",9.472307,"P","Purchased"
"AOW-AA-RM-087026","ECMP-I-DC-R003","RF-AA-PT","PC",9.822307,"P","Purchased"
"AOW-AA-RM-093001","7015031113","RF-AA-PT","PC",0.310977,"P","Purchased"
"AOW-AA-RM-094001","EG-5302242","RF-AA-PT","PC",0.22,"P","Purchased"
"AOW-FA-DC-040001","0.01.034392","FF-AA-FA","PC",0.5121,"P","Purchased"
"AOW-FA-DC-040002","0.01.034433(停用）","FF-AA-FA","PC",0.4888,"P","Purchased"
"AOW-FA-DC-040141-01","0.01.034392","FF-AA-FA","PC",0.55,"P","Purchased"
"AOW-FA-DC-040142-01","0.01.034433","FF-AA-FA","PC",0.52,"P","Purchased"
"AOW-FA-MR-075824-01","5310305101-D50","KF-AA-FA","PC",7.135829,"P","Purchased"
"AOW-FA-MR-075825-01","5310305201-D50","KF-AA-FA","PC",7.149049,"P","Purchased"
"AOW-TL-DC-008001","T12过度风道海绵样件刀模样件费","RF-AA-TL","PC",123.893805,"P","Purchased"
"AOW-TL-FT-054001","MAS861仪表板-吹面风管-左模具","TF-AA-TL","PC",90000,"P","Purchased"
"AOW-TL-FT-054002","MAS861仪表板-吹面风管-中/右模具","TF-AA-TL","PC",90000,"P","Purchased"
"AOW-TL-ME-056001","东风裕隆EPP模具","EF-AA-TL","PC",30094.022,"P","Purchased"
"AOW-TL-RM-087001","50平固线胶垫单模","RF-AA-TL","PC",700,"P","Purchased"
"AOW-TL-RM-087002","接口防水圈ECMP-I-AD-R001改模","RF-AA-TL","PC",1700,"P","Purchased"
"AOW-TL-RM-087003","直流塞子DTN-I-DC-R103单模","RF-AA-TL","PC",2400,"P","Purchased"
"AOW-TL-RM-087004","直流塞子DTN-I-DC-R103修模","RF-AA-TL","PC",1500,"P","Purchased"
"AOW-TL-RM-087005","气密模具","RF-AA-TL","PC",4800,"P","Purchased"
"AOW-TL-RM-087006","五菱座25平方、35平方、50平方固线胶垫修模","RF-AA-TL","PC",2300,"P","Purchased"
"AOW-TL-RM-087007","接口防水圈ECMP-I-AD-R001单模","RF-AA-TL","PC",1000,"P","Purchased"
"AOW-TL-RM-087008","接口防水圈ECMP-I-AD-R001量产模","RF-AA-TL","PC",9300,"P","Purchased"
"AOY-AA-FV-012036","9819585580","ZEROMARGIN","PC",32.49,"P","Purchased"
"AOY-AA-FV-012037","9819585780","ZEROMARGIN","PC",32.49,"P","Purchased"
"AOY-AA-FV-012038","9819612280","ZEROMARGIN","PC",7.23,"P","Purchased"
"AOY-AA-FV-012039","9819612680","ZEROMARGIN","PC",7.23,"P","Purchased"
"AOY-AA-FV-012040","9816901380","ZEROMARGIN","PC",7.98,"P","Purchased"
"AOY-AA-FV-012041","9816901580","ZEROMARGIN","PC",7.98,"P","Purchased"
"AOY-AA-FV-012042","9816901980","ZEROMARGIN","PC",9.73,"P","Purchased"
"AOY-AA-FV-012043","9816902180","ZEROMARGIN","PC",9.73,"P","Purchased"
"AOY-AA-MR-026001","84030431-B20-000","ZEROMARGIN","PC",4.592323,"P","Purchased"
"AOY-AA-MR-026002","84030432-B20-000","ZEROMARGIN","PC",4.592323,"P","Purchased"
"AOY-AA-MR-026003","84030431-J03-000","ZEROMARGIN","PC",7.05853,"P","Purchased"
"AOY-AA-MR-026004","84030432-J03-000","ZEROMARGIN","PC",7.05853,"P","Purchased"
"AOC-AA-ME-004002","2000018-001","EF-AA-XP","PC",2.024287,"M","Manufactured"
"AOC-AA-ME-004004","L0527261AA","EF-AA-XP","PC",3.590485,"M","Manufactured"
"AOC-AA-ME-004005","CHS10009419","EF-AA-XP","PC",9.688405,"M","Manufactured"
"AOC-AA-ME-004006","CHS10009420","EF-AA-XP","PC",8.869074,"M","Manufactured"
"AOG-AA-FE-003011","531385100","HF-AA-PE","PC",1.086465,"M","Manufactured"
"AOG-AA-FE-003012","531385110","HF-AA-PE","PC",0.995693,"M","Manufactured"
"AOG-AA-FE-023001","2-GAS-044-100","HF-AA-PE","PC",4.24775,"M","Manufactured"
"AOG-AA-FS-021036","3606690","SF-AA-FF","PC",2.69481,"M","Manufactured"
"AOG-AA-FS-021037","3606691","SF-AA-FF","PC",2.67996,"M","Manufactured"
"AOG-AA-ME-003022","533881260","EF-AA-XP","PC",4.371211,"M","Manufactured"
"AOG-AA-ME-003027","501479490","EF-AA-XP","PC",10.963757,"M","Manufactured"
"AOG-AA-ME-022006","G905070/3279617","EF-AA-XP","PC",59.143783,"M","Manufactured"
"AOG-AA-ME-140001","533739580","EF-AA-XP","PC",9.146379,"M","Manufactured"
"AOG-AA-MR-003024","552825080","KF-AA-PU","PC",10.455387,"M","Manufactured"
"AOL-AA-ME-006001","200001448","EF-AA-XP","PC",2.010243,"M","Manufactured"
"AOL-FA-ME-006850-01","200001448","EF-AA-FA","PC",2.371617,"M","Manufactured"
"AOS-AA-DC-003007","101DP009501","FF-AA-PP","PC",1.907394,"M","Manufactured"
"AOS-AA-DC-003008","101DP009601","FF-AA-PP","PC",2.23262,"M","Manufactured"
"AOS-AA-DC-005127","12003266","ZEROMARGIN","PC",0.147775,"M","Manufactured"
"AOS-AA-DC-005188","5891-1611-00（12053010）","FF-AA-FL","PC",0.290151,"M","Manufactured"
"AOS-AA-DC-029001","504161-02","FF-AA-PP","PC",1.56747,"M","Manufactured"
"AOS-AA-DC-069002","32371281","HF-AA-PE","PC",0.455776,"M","Manufactured"
"AOS-AA-DC-074002","6072090971211001","FF-AA-PP","PC",0.593101,"M","Manufactured"
"AOS-AA-DC-074003","6072090971213001","FF-AA-PP","PC",0.499851,"M","Manufactured"
"AOS-AA-DC-139034","K8D211841AB(胶带35*15）","FF-AA-AD","PC",0.049923,"M","Manufactured"
"AOS-AA-DC-139036","K8D211840AB(胶带25*20）","FF-AA-AD","PC",0.052025,"M","Manufactured"
"AOS-AA-DC-139048","L8D211840BA（10*155+5mm)","FF-AA-AD","PC",0.19101,"M","Manufactured"
"AOS-AA-DC-139049","LK7211840AA/841(10*65+5mm)","FF-AA-AD","PC",0.079341,"M","Manufactured"
"AOS-AA-FS-005001","100015017","SF-AA-PU","PC",26.557236,"M","Manufactured"
"AOS-AA-FS-005002","100015019","SF-AA-PU","PC",17.714278,"M","Manufactured"
"AOS-AA-FV-002001","10103330","VF-AA-PP","PC",1.878835,"M","Manufactured"
"AOS-AA-FV-005001","F107LYALA01 001","VF-AA-PP","PC",1.881172,"M","Manufactured"
"AOS-AA-FV-005002","F107WNERA01 000","VF-AA-PP","PC",2.624929,"M","Manufactured"
"AOS-AA-MR-005001","CZ564002","KF-AA-PU","PC",4.715066,"M","Manufactured"
"AOS-AA-MR-005002","H241190166","KF-AA-PU","PC",5.131775,"M","Manufactured"
"AOS-AA-MR-005003","H241359036","KF-AA-PU","PC",5.601713,"M","Manufactured"
"AOS-AA-MR-005004","H241442196","KF-AA-PU","PC",9.246129,"M","Manufactured"
"AOS-AA-MR-005005","H241442115","KF-AA-PU","PC",6.501247,"M","Manufactured"
"AOS-AA-MR-005006","661105S1","KF-AA-PU","PC",5.140732,"M","Manufactured"
"AOS-AA-MR-009003","PN629002（PN629001）","KF-AA-PU","PC",15.577099,"M","Manufactured"
"AOS-AA-MR-040001","661009","KF-AA-PU","PC",6.137865,"M","Manufactured"
"AOS-AA-MR-040002","661110","KF-AA-PU","PC",5.698746,"M","Manufactured"
"AOS-AA-RM-006001","CN23000081","RF-AA-PT","PC",0.459048,"M","Manufactured"
"AOT-AA-ME-002003","A2538851600","EF-AA-XP","PC",14.221132,"M","Manufactured"
"AOT-AA-ME-002007","A1568857000","EF-AA-XP","PC",12.209605,"M","Manufactured"
"AOT-FA-MR-001390-01","C1194-48730A","KF-AA-FA","PC",4.924034,"M","Manufactured"
"AOT-FA-MR-001391-01","C1194-48720A","KF-AA-FA","PC",7.895055,"M","Manufactured"
"AOW-AA-DC-016002","05211TP5 H010AA","FF-AA-FL","PC",1.461956,"M","Manufactured"
"AOW-AA-DC-016003","05211TP5 H100AA","FF-AA-FL","PC",1.831438,"M","Manufactured"
"AOW-AA-DC-028017","73982-2FLOC","FF-AA-PP","PC",0.482775,"M","Manufactured"
"AOW-AA-DC-040086","0.02.242297","HF-AA-PE","PC",30.91,"M","Manufactured"
"AOW-AA-DC-040087","0.02.242937","HF-AA-PE","PC",4.357104,"M","Manufactured"
"AOW-AA-DC-040088","0.02.244014","HF-AA-PE","PC",5.540824,"M","Manufactured"
"AOW-AA-DC-040090","0.02.244025","HF-AA-PE","PC",3.341933,"M","Manufactured"
"AOW-AA-DC-040092","0.02.244028","HF-AA-PE","PC",3.543638,"M","Manufactured"
"AOW-AA-DC-040093","0.02.244029","HF-AA-PE","PC",11.720035,"M","Manufactured"
"AOW-AA-DC-040094","0.02.244031","HF-AA-PE","PC",1.279881,"M","Manufactured"
"AOW-AA-DC-060001","4203010024（MK·A 08 142）","FF-AA-AD","PC",0.973299,"M","Manufactured"
"AOW-AA-DC-060002","4203010025（MK·A 08 143）","FF-AA-AD","PC",0.974404,"M","Manufactured"
"AOW-AA-DC-068001","A0502-1578-01A","FF-AA-PP","PC",0.286367,"M","Manufactured"
"AOW-AA-DC-073001","50mm*40mm","FF-AA-FL","PC",0.07174,"M","Manufactured"
"AOW-AA-DC-073002","70mm*41mm","FF-AA-FL","PC",0.09603,"M","Manufactured"
"AOW-AA-DC-087001","DTN-I-AC-R006背胶","FF-AA-AD","PC",0.139919,"M","Manufactured"
"AOW-AA-DC-087002","DTN-I-DC-R001背胶","FF-AA-AD","PC",0.153435,"M","Manufactured"
"AOW-AA-DC-087003","DTN-I-DC-R007背胶","FF-AA-AD","PC",0.197754,"M","Manufactured"
"AOW-AA-DC-087004","DTN-I-AC-R001背胶","FF-AA-AD","PC",0.125779,"M","Manufactured"
"AOW-AA-DC-092018","6801263501","EF-AA-XP","PC",14.766088,"M","Manufactured"
"AOW-AA-DC-092019","6801263502","EF-AA-XP","PC",2.004355,"M","Manufactured"
"AOW-AA-DC-092025","6802773501","FF-AA-PP","PC",11.423231,"M","Manufactured"
"AOW-AA-DC-092026","6802773502","FF-AA-PP","PC",0.92636,"M","Manufactured"
"AOW-AA-DC-092027","6802773503","FF-AA-PP","PC",4.173883,"M","Manufactured"
"AOW-AA-DC-092028","6802773504","FF-AA-PP","PC",1.679992,"M","Manufactured"
"AOW-AA-DC-092066","6804073501","EF-AA-XP","PC",1.197849,"M","Manufactured"
"AOW-AA-DC-092067","6804073502","EF-AA-XP","PC",1.272493,"M","Manufactured"
"AOW-AA-DC-102001","23X47X47","FF-AA-PP","PC",0.401905,"M","Manufactured"
"AOW-AA-FE-009001","X983040S","HF-AA-PE","PC",1.791246,"M","Manufactured"
"AOW-AA-FE-009002","X889782L","HF-AA-PE","PC",0.772536,"M","Manufactured"
"AOW-AA-FE-033007","0.09.01.005268(2101546X1100)","HF-AA-PE","PC",0.865063,"M","Manufactured"
"AOW-AA-FE-036001","T903081","HF-AA-PE","PC",1.83434,"M","Manufactured"
"AOW-AA-FE-097001","ZJ0112","HF-AA-PE","PC",1.335153,"M","Manufactured"
"AOW-AA-FS-012001","9802137380","SF-AA-PU","PC",3.699469,"M","Manufactured"
"AOW-AA-FS-012002","9802137580","SF-AA-PU","PC",3.844837,"M","Manufactured"
"AOW-AA-FS-019001","8103411SL01001","SF-AA-FF","PC",1.822203,"M","Manufactured"
"AOW-AA-FS-019002","8103413SL01001","SF-AA-FF","PC",3.92013,"M","Manufactured"
"AOW-AA-FS-019003","8103420SL01201","SF-AA-FF","PC",1.095949,"M","Manufactured"
"AOW-AA-FS-019004","8101450SL01201","SF-AA-FF","PC",1.7809,"M","Manufactured"
"AOW-AA-FS-019005","8101460SL01201","SF-AA-FF","PC",1.245149,"M","Manufactured"
"AOW-AA-FS-019006","8101470SL01201","SF-AA-FF","PC",0.349496,"M","Manufactured"
"AOW-AA-FS-019007","8103410SL01401","SF-AA-FF","PC",1.025349,"M","Manufactured"
"AOW-AA-FS-019008","8101450SL01401","SF-AA-FF","PC",1.035484,"M","Manufactured"
"AOW-AA-FS-019009","8101460SL01401","SF-AA-FF","PC",1.855378,"M","Manufactured"
"AOW-AA-FS-019010","8101470SL01401","SF-AA-FF","PC",0.581947,"M","Manufactured"
"AOW-AA-FS-019011","KK264001","SF-AA-FF","PC",1.19539,"M","Manufactured"
"AOW-AA-FS-019012","KK267001","SF-AA-FF","PC",2.453862,"M","Manufactured"
"AOW-AA-FS-019013","KL191001","SF-AA-FF","PC",0.767273,"M","Manufactured"
"AOW-AA-FS-019014","KE096001","SF-AA-FF","PC",1.088049,"M","Manufactured"
"AOW-AA-FS-019015","PK938001","SF-AA-FF","PC",0.845801,"M","Manufactured"
"AOW-AA-FS-019016","NR248001","SF-AA-FF","PC",1.361569,"M","Manufactured"
"AOW-AA-FS-019017","NR246001","SF-AA-FF","PC",2.315763,"M","Manufactured"
"AOW-AA-FS-019018","NU859001","SF-AA-FF","PC",0.493683,"M","Manufactured"
"AOW-AA-FS-019019","MT353001","SF-AA-FF","PC",1.524912,"M","Manufactured"
"AOW-AA-FS-019020","MT461001","SF-AA-FF","PC",1.287157,"M","Manufactured"
"AOW-AA-FS-034001","Z130015J-F0500","SF-AA-PU","PC",15.378169,"M","Manufactured"
"AOW-AA-FS-034002","Z130015J-D0201","SF-AA-PU","PC",9.56,"M","Manufactured"
"AOW-AA-FS-034003","Z130015J-D0200","SF-AA-PU","PC",8.71,"M","Manufactured"
"AOW-AA-FS-034004","Z100001360","SF-AA-PU","PC",15.805037,"M","Manufactured"
"AOW-AA-FS-042009","DT9NB00822","SF-AA-FF","PC",0.861334,"M","Manufactured"
"AOW-AA-FS-042010","DT9NB00823","SF-AA-FF","PC",0.67647,"M","Manufactured"
"AOW-AA-FS-044001","Z130015J-G0200","SF-AA-PU","PC",11.192201,"M","Manufactured"
"AOW-AA-FS-054001","A900001466-2","SF-AA-PU","PC",1.23615,"M","Manufactured"
"AOW-AA-FT-054001","D861801141/D861801147","TF-AA-PE","PC",46.80253,"M","Manufactured"
"AOW-AA-FV-009002","X887321Z","VF-AA-PE","PC",4.729157,"M","Manufactured"
"AOW-AA-FV-009004","T82115A","VF-AA-PE","PC",4.563654,"M","Manufactured"
"AOW-AA-FV-012008","ZQ80395580","VF-AA-PE","PC",4.89684,"M","Manufactured"
"AOW-AA-FV-012009","ZQ80395680","VF-AA-PE","PC",13.32952,"M","Manufactured"
"AOW-AA-FV-012010","9651200780","VF-AA-PE","PC",11.739559,"M","Manufactured"
"AOW-AA-FV-012012","9657427480","VF-AA-PE","PC",10.187512,"M","Manufactured"
"AOW-AA-FV-012013","9657427580","VF-AA-PE","PC",10.184571,"M","Manufactured"
"AOW-AA-FV-012014","9657427680","VF-AA-PE","PC",6.969969,"M","Manufactured"
"AOW-AA-FV-012015","9657427780","VF-AA-PE","PC",8.224081,"M","Manufactured"
"AOW-AA-FV-012016","9673788980","VF-AA-PE","PC",20.70271,"M","Manufactured"
"AOW-AA-FV-012017","9673789080","VF-AA-PE","PC",8.81655,"M","Manufactured"
"AOW-AA-FV-012018","9674063780","VF-AA-PE","PC",12.32113,"M","Manufactured"
"AOW-AA-FV-012019","9674063880","VF-AA-PE","PC",21.587158,"M","Manufactured"
"AOW-AA-FV-012020","9678839280","VF-AA-PE","PC",8.572717,"M","Manufactured"
"AOW-AA-FV-012021","9678839380","VF-AA-PE","PC",9.372052,"M","Manufactured"
"AOW-AA-FV-012022","9678857380","VF-AA-PE","PC",11.057146,"M","Manufactured"
"AOW-AA-FV-012023","9678857480","VF-AA-PE","PC",6.246064,"M","Manufactured"
"AOW-AA-FV-012024","9678857580","VF-AA-PE","PC",10.734055,"M","Manufactured"
"AOW-AA-FV-012025","9678857680","VF-AA-PE","PC",16.690503,"M","Manufactured"
"AOW-AA-FV-012026","9805790480","VF-AA-PE","PC",8.372867,"M","Manufactured"
"AOW-AA-FV-012027","9805790580","VF-AA-PE","PC",19.438584,"M","Manufactured"
"AOW-AA-FV-012028","9807032380","VF-AA-PE","PC",6.796869,"M","Manufactured"
"AOW-AA-FV-012032","9808759180","VF-AA-PE","PC",8.636993,"M","Manufactured"
"AOW-AA-FV-012033","9808759280","VF-AA-PE","PC",8.634056,"M","Manufactured"
"AOW-AA-FV-012034","9808759380","VF-AA-PE","PC",6.699418,"M","Manufactured"
"AOW-AA-FV-012035","9808759480","VF-AA-PE","PC",6.809534,"M","Manufactured"
"AOW-AA-FV-012044","9805023280","VF-AA-PE","PC",4.585989,"M","Manufactured"
"AOW-AA-FV-012045","9805023380","VF-AA-PE","PC",4.842383,"M","Manufactured"
"AOW-AA-FV-012046","9819191980","VF-AA-PE","PC",5.446979,"M","Manufactured"
"AOW-AA-FV-012047","9819192080","VF-AA-PE","PC",5.373264,"M","Manufactured"
"AOW-AA-FV-012048","9819955480","VF-AA-PE","PC",7.531271,"M","Manufactured"
"AOW-AA-FV-012049","9819955580","VF-AA-PE","PC",7.183249,"M","Manufactured"
"AOW-AA-FV-012050","9602888280","VF-AA-PE","PC",8.13,"M","Manufactured"
"AOW-AA-FV-012051","9647295180","VF-AA-PE","PC",1.168964,"M","Manufactured"
"AOW-AA-FV-012052","9647295280","VF-AA-PE","PC",5.728916,"M","Manufactured"
"AOW-AA-FV-012053","9649254980","VF-AA-PE","PC",9.311403,"M","Manufactured"
"AOW-AA-FV-012054","9649255080","VF-AA-PE","PC",12.849476,"M","Manufactured"
"AOW-AA-FV-012055","ZQ80395480","VF-AA-PE","PC",4.7726,"M","Manufactured"
"AOW-AA-FV-012056","9651200880","VF-AA-PE","PC",10.195634,"M","Manufactured"
"AOW-AA-FV-012057","ZQ80395380","VF-AA-PE","PC",5.416717,"M","Manufactured"
"AOW-AA-FV-012058","ZQ80126480","VF-AA-PE","PC",5.68043,"M","Manufactured"
"AOW-AA-FV-012059","ZQ80126580","VF-AA-PE","PC",19.506801,"M","Manufactured"
"AOW-AA-FV-012060","9825974980","VF-AA-PE","PC",7.438023,"M","Manufactured"
"AOW-AA-FV-012061","9825974580","VF-AA-PE","PC",4.660246,"M","Manufactured"
"AOW-AA-FV-012062","9825974680","VF-AA-PE","PC",5.976371,"M","Manufactured"
"AOW-AA-FV-012063","9825974780","VF-AA-PE","PC",7.277461,"M","Manufactured"
"AOW-AA-FV-012064","9825974880","VF-AA-PE","PC",8.903266,"M","Manufactured"
"AOW-AA-FV-012065","9825975080","VF-AA-PE","PC",5.907621,"M","Manufactured"
"AOW-AA-FV-012066","9825975280","VF-AA-PE","PC",8.762643,"M","Manufactured"
"AOW-AA-FV-012067","9825980080","VF-AA-PE","PC",4.679034,"M","Manufactured"
"AOW-AA-FV-034001","X310101J-F0500","VF-AA-PE","PC",2.124924,"M","Manufactured"
"AOW-AA-FV-034002","X310102J-F0500","VF-AA-PE","PC",2.348977,"M","Manufactured"
"AOW-AA-FV-034003","X310101J-D0200","VF-AA-PE","PC",2.200462,"M","Manufactured"
"AOW-AA-FV-034004","X310102J-D0200","VF-AA-PE","PC",2.0888,"M","Manufactured"
"AOW-AA-FV-044001","X310101J-G0200","VF-AA-PE","PC",2.553007,"M","Manufactured"
"AOW-AA-FV-044002","X310102J-G0200","VF-AA-PE","PC",2.461973,"M","Manufactured"
"AOW-AA-ME-012001","9800198680","EF-AA-XP","PC",8.231732,"M","Manufactured"
"AOW-AA-ME-012002","ZQ80786580","EF-AA-XP","PC",32.30827,"M","Manufactured"
"AOW-AA-ME-012003","9800179080","EF-AA-XP","PC",7.002828,"M","Manufactured"
"AOW-AA-ME-016001","1D7115Y3 0001","EF-AA-XP","PC",1.887665,"M","Manufactured"
"AOW-AA-ME-016002","1D7155Y3 0000","EF-AA-XP","PC",1.897121,"M","Manufactured"
"AOW-AA-ME-021002","9821575980","EF-AA-XP","PC",6.212705,"M","Manufactured"
"AOW-AA-ME-021005","X37地毯脚踏垫EPP","EF-AA-XP","PC",5.481652,"M","Manufactured"
"AOW-AA-ME-037001","176T0-A0200","EF-AA-XP","PC",2.491701,"M","Manufactured"
"AOW-AA-ME-037002","186T0-A0200","EF-AA-XP","PC",2.488459,"M","Manufactured"
"AOW-AA-ME-053001","3330698","EF-AA-XP","PC",1.698753,"M","Manufactured"
"AOW-AA-ME-064001","31689053","EF-AA-XP","PC",9.253818,"M","Manufactured"
"AOW-AA-ME-064003","32345554(32296640)","EF-AA-XP","PC",10.005763,"M","Manufactured"
"AOW-AA-ME-064004","31690977","EF-AA-XP","PC",9.110248,"M","Manufactured"
"AOW-AA-ME-064005","31690978","EF-AA-XP","PC",9.101609,"M","Manufactured"
"AOW-AA-ME-064006","32227660","EF-AA-XP","PC",22.30068,"M","Manufactured"
"AOW-AA-ME-073001","26260609","EF-AA-XP","PC",69.639694,"M","Manufactured"
"AOW-AA-ME-074001","5109231100-AB","EF-AA-XP","PC",12.612145,"M","Manufactured"
"AOW-AA-ME-074002","5109241100-AB","EF-AA-XP","PC",12.66998,"M","Manufactured"
"AOW-AA-MR-006004","TQ146646-4523","KF-AA-PU","PC",4.699974,"M","Manufactured"
"AOW-AA-MR-009003","T83521BA","KF-AA-PU","PC",3.984778,"M","Manufactured"
"AOW-AA-MR-012001","9671900080","KF-AA-PU","PC",3.238782,"M","Manufactured"
"AOW-AA-MR-012002","9800620080","KF-AA-PU","PC",15.19453,"M","Manufactured"
"AOW-AA-MR-012003","9810366380","KF-AA-PU","PC",13.9025,"M","Manufactured"
"AOW-AA-MR-012004","9810366580","KF-AA-PU","PC",15.253076,"M","Manufactured"
"AOW-AA-MR-012005","9814374980","KF-AA-PU","PC",2.987796,"M","Manufactured"
"AOW-AA-MR-012006","9814375080","KF-AA-PU","PC",2.768723,"M","Manufactured"
"AOW-AA-MR-057003","5310303003-M12","KF-AA-PU","PC",2.884067,"M","Manufactured"
"AOW-AA-MR-057004","5310303004-M12","KF-AA-PU","PC",2.896294,"M","Manufactured"
"AOW-AA-MR-075001","5310305101-D50","KF-AA-PU","PC",7.156801,"M","Manufactured"
"AOW-AA-MR-075002","5310305201-D50","KF-AA-PU","PC",7.160201,"M","Manufactured"
"AOW-AA-MR-075003","6302139001-S301","KF-AA-PU","PC",4.992323,"M","Manufactured"
"AOW-AA-MR-076001","P0004977","KF-AA-PU","PC",6.674657,"M","Manufactured"
"AOW-AA-MR-076002","P0004979","KF-AA-PU","PC",6.089767,"M","Manufactured"
"AOW-AA-MR-076003","P0008085","KF-AA-FA","PC",4.735228,"M","Manufactured"
"AOW-AA-MR-076004","P0008086","KF-AA-FA","PC",4.861238,"M","Manufactured"
