CRP,ID,Year2,Title,Stage,Type2,Contribution 2,Leader,NextUsers,Geographical scope,Country,Region,link,Index2
"A4NH",1370,2019,"BIO-102: variety of biofortified iron beans","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","FENALCE","","National","CO","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=1370&phaseID=104",308
"A4NH",1372,2019,"Jasmine (SMC16): variety of biofortified iron beans","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","DR&SS","","National","ZW","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=1372&phaseID=104",309
"A4NH",1373,2019,"INTA Rojo Bio-Apante: variety of biofortified iron beans","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","INTA","","National","NI","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=1373&phaseID=104",310
"A4NH",1374,2019,"I070593: variety of biofortified vitamin A cassava","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","IRAD","","National","CM","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=1374&phaseID=104",311
"A4NH",1376,2019,"TMS 09/0090: variety of biofortified vitamin A cassava","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","Crops Research Institute, Ghana","","National","GH","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=1376&phaseID=104",312
"A4NH",1377,2019,"TMS 07/0557: variety of biofortified vitamin A cassava","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","Crops Research Institute, Ghana","","National","GH","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=1377&phaseID=104",313
"A4NH",1378,2019,"TMS 08/3774: variety of biofortified vitamin A cassva","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","Crops Research Institute, Ghana","","National","GH","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=1378&phaseID=104",314
"A4NH",1379,2019,"TMS 09/0151: variety of biofortified vitamin A cassava","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","Crops Research Institute, Ghana","","National","GH","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=1379&phaseID=104",315
"A4NH",1380,2019,"Pant Lobia-7: variety of biofortified iron cowpea","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","G.B. Pant University of Agriculture and Technology","","National","IN","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=1380&phaseID=104",316
"A4NH",1381,2019,"CRI-Nkwagye: variety of biofortified vitamin A maize","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","Crops Research Institute, Ghana","","National","GH","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=1381&phaseID=104",317
"A4NH",1382,2019,"CRI-Abebe: variety of biofortified vitamin A maize","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","Crops Research Institute, Ghana","","National","GH","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=1382&phaseID=104",318
"A4NH",1383,2019,"GV6023A: variety of biofortified vitamin A maize","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","ZARI","","National","ZM","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=1383&phaseID=104",319
"A4NH",1384,2019,"GV6029A: variety of biofortified vitamin A maize","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","ZARI","","National","ZM","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=1384&phaseID=104",320
"A4NH",1385,2019,"GV6027A: variety of biofortified vitamin A maize","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","ZARI","","National","ZM","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=1385&phaseID=104",321
"A4NH",1386,2019,"GV6017A: variety of biofortified vitamin A maize","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","ZARI","","National","ZM","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=1386&phaseID=104",322
"A4NH",1387,2019,"GV6025A: variety of biofortified vitamin A maize","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","ZARI","","National","ZM","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=1387&phaseID=104",323
"A4NH",1388,2019,"ZS500: variety of biofortified vitamin A maize","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","DR&SS","","National","ZW","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=1388&phaseID=104",324
"A4NH",1389,2019,"SGBIOH2: variety of biofortified zinc maize","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","","","National","CO","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=1389&phaseID=104",325
"A4NH",1390,2019,"Moti Shakti (GHB 1225): variety of biofortified iron pearl millet","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","JAU","","National","IN","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=1390&phaseID=104",326
"A4NH",1391,2019,"CIAT BIO-44 +Zinc: variety of biofortified zinc rice released in Bolivia","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","CIAT (Bolivia)","","National","BO","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=1391&phaseID=104",327
"A4NH",1392,2019,"CENTA A-Nutremas: variety of biofortified zinc rice","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","CENTA","","National","SV","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=1392&phaseID=104",328
"A4NH",1393,2019,"Agrosavia Aurora: variety of vitamin A sweet potato","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","AGROSAVIA","","National","CO","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=1393&phaseID=104",329
"A4NH",1394,2019,"INIAF Okinawa: variety of biofortified zinc wheat","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","INIAF","","National","BO","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=1394&phaseID=104",330
"A4NH",1395,2019,"HUW 711 (M?ayil #4?): variety of biofortified zinc wheat","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","BHU","","National","IN","","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=1395&phaseID=104",331
"Livestock",1065,2019,"New forage variety (Panicum maximum cv. “Sabanera”) released in Colombia","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","CIAT","","National","CO","","https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=1065&phaseID=105",334
"Livestock",1068,2019,"Business model for pellet producing enterprises in India","Stage 1: discovery/proof of concept (PC - end of research phase)","Production systems and Management practices","OTHER","ICARDA","","National","TN","","https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=1068&phaseID=105",336
"Livestock",1076,2019,"Mobile grinder for chopping livestock feed","Stage 3: available/ ready for uptake (AV)","Biophysical Research","OTHER","ICARDA","","National","TN","","https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=1076&phaseID=105",337
"Livestock",1078,2019,"Approach for sustainable restoration of silvopasture production systems in Tunisia","Stage 3: available/ ready for uptake (AV)","Production systems and Management practices","OTHER","ICARDA","","National","TN","","https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=1078&phaseID=105",338
"FTA",1178,2019,"Public private partnership in delivery of artificial insemination services","Stage 2: successful piloting (PIL - end of piloting phase)","Social Science","OTHER","ILRI","","National","KE","","https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=1178&phaseID=105",344
"FTA",1522,2019,"Payment for Forest Environmental Services policy learning tool","Stage 3: available/ ready for uptake (AV)","Social Science","OTHER","CIFOR","","National","VN","","https://marlo.cgiar.org/summaries/FTA/projectInnovationSummary.do?innovationID=1522&phaseID=106",354
"FTA",1529,2019,"Tool for Joint Community Forest Enterprise","Stage 2: successful piloting (PIL - end of piloting phase)","Social Science","OTHER","ICRAF","","National","CM","","https://marlo.cgiar.org/summaries/FTA/projectInnovationSummary.do?innovationID=1529&phaseID=106",357
"BigData",1262,2019,"Early Warning System for Wheat Blast","Stage 1: discovery/proof of concept (PC - end of research phase)","Production systems and Management practices","OTHER","CIMMYT","","National","BD","","https://marlo.cgiar.org/summaries/BigData/projectInnovationSummary.do?innovationID=1262&phaseID=110",372
"BigData",1357,2019,"CubicA - The right information, at the right time, to the right farmer","Stage 2: successful piloting (PIL - end of piloting phase)","Research and Communication Methodologies and Tools","OTHER","Dalberg","","National","UG","","https://marlo.cgiar.org/summaries/BigData/projectInnovationSummary.do?innovationID=1357&phaseID=110",373
"BigData",1366,2019,"Use of free Wi-Fi to better unederstand food flow in markets","Stage 1: discovery/proof of concept (PC - end of research phase)","Research and Communication Methodologies and Tools","OTHER","CIAT","","National","VN","","https://marlo.cgiar.org/summaries/BigData/projectInnovationSummary.do?innovationID=1366&phaseID=110",374
"BigData",1449,2019,"Groundwater Game","Stage 1: discovery/proof of concept (PC - end of research phase)","Production systems and Management practices","OTHER","ICRISAT","","National","IN","","https://marlo.cgiar.org/summaries/BigData/projectInnovationSummary.do?innovationID=1449&phaseID=110",376
"Rice",1461,2019,"Revealing Gender in Food Systems Through Big Data","Stage 1: discovery/proof of concept (PC - end of research phase)","Social Science","OTHER","Dalberg","","National","UG","","https://marlo.cgiar.org/summaries/BigData/projectInnovationSummary.do?innovationID=1461&phaseID=110",377
"RTB",926,2018,"High-yielding and black Sigatoka resistant banana hybrids (NABIO ) for East Africa","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","BIOVERSITY","","National","UG","","https://marlo.cgiar.org/summaries/RTB/projectInnovationSummary.do?innovationID=926&phaseID=259",385
"RTB",1535,2019,"High-yielding and black Sigatoka resistant banana hybrids (NABIO ) for East Africa","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","NARO","","National","UG","","https://marlo.cgiar.org/summaries/RTB/projectInnovationSummary.do?innovationID=1535&phaseID=262",386
"RTB",1545,2019,"Low-cost and energy-efficient small-scale flash dryer for cassava","Stage 3: available/ ready for uptake (AV)","Production systems and Management practices","OTHER","CIAT","","National","CO","","https://marlo.cgiar.org/summaries/RTB/projectInnovationSummary.do?innovationID=1545&phaseID=262",387
"RTB",1546,2019,"Farmer Business school","Stage 3: available/ ready for uptake (AV)","Social Science","OTHER","CIP","","National","BO","","https://marlo.cgiar.org/summaries/RTB/projectInnovationSummary.do?innovationID=1546&phaseID=262",388
"RTB",1553,2019,"Tumaini: an AI-powered banana diseases and pest detection App","Stage 2: successful piloting (PIL - end of piloting phase)","Research and Communication Methodologies and Tools","OTHER","","","National","BJ","","https://marlo.cgiar.org/summaries/RTB/projectInnovationSummary.do?innovationID=1553&phaseID=262",391
"RTB",1562,2019,"Improved pathogen detection protocol for Ralstonia solanacearum (Rs) phylotype II the causal agent of vascular wilt of banana and plantains, also known as Moko disease","Stage 1: discovery/proof of concept (PC - end of research phase)","Research and Communication Methodologies and Tools","OTHER","CIAT","","National","CO","","https://marlo.cgiar.org/summaries/RTB/projectInnovationSummary.do?innovationID=1562&phaseID=262",393
"RTB",1565,2019,"Management practice for prevention and control of banana wilt disease (Fusarium oxysporum f. sp. cubense tropical race 4 (Foc TR4)) based on different combinations of fertilization treatments and banana varieties","Stage 1: discovery/proof of concept (PC - end of research phase)","Production systems and Management practices","OTHER","YAAS","","National","CN","","https://marlo.cgiar.org/summaries/RTB/projectInnovationSummary.do?innovationID=1565&phaseID=262",395
"GLDC",1630,2019,"Pearl millet cultivar: BHB 1602","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","ICRISAT","","National","IN","","https://marlo.cgiar.org/summaries/GLDC/projectInnovationSummary.do?innovationID=1630&phaseID=282",400
"GLDC",1631,2019,"Pearl millet cultivar: ICMH 1301 (Phule Mahashakti)","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","ICRISAT","","National","IN","","https://marlo.cgiar.org/summaries/GLDC/projectInnovationSummary.do?innovationID=1631&phaseID=282",401
"GLDC",1632,2019,"Pearl millet cultivar: ICMH 1505 (GHB 1225)","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","ICRISAT","","National","IN","","https://marlo.cgiar.org/summaries/GLDC/projectInnovationSummary.do?innovationID=1632&phaseID=282",402
"GLDC",1633,2019,"Sorghum cultivar: ICSA 94012 (Punjab Sudax Chari 4)","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","ICRISAT","","National","IN","","https://marlo.cgiar.org/summaries/GLDC/projectInnovationSummary.do?innovationID=1633&phaseID=282",403
"GLDC",1634,2019,"Chickpea cultivar: ICCV 08112 (BG 3062)","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","ICRISAT","","National","IN","","https://marlo.cgiar.org/summaries/GLDC/projectInnovationSummary.do?innovationID=1634&phaseID=282",404
"GLDC",1635,2019,"Chickpea cultivar: ICCIL 01029 (Geletu)","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","ICRISAT","","National","ET","","https://marlo.cgiar.org/summaries/GLDC/projectInnovationSummary.do?innovationID=1635&phaseID=282",405
"GLDC",1636,2019,"Chickpea cultivar: ICCV 07108","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","ICRISAT","","National","ET","","https://marlo.cgiar.org/summaries/GLDC/projectInnovationSummary.do?innovationID=1636&phaseID=282",406
"GLDC",1637,2019,"Chickpea cultivar: ICCV 04305 (Koka)","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","ICRISAT","","National","ET","","https://marlo.cgiar.org/summaries/GLDC/projectInnovationSummary.do?innovationID=1637&phaseID=282",407
"GLDC",1638,2019,"Groundnut cultivar: ICGV-SM 01514 (MGV9)","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","ICRISAT","","National","MW","","https://marlo.cgiar.org/summaries/GLDC/projectInnovationSummary.do?innovationID=1638&phaseID=282",408
"GLDC",1639,2019,"Groundnut cultivar: ICGV-SM 03520 (AMM – 018)","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","ICRISAT","","National","MZ","","https://marlo.cgiar.org/summaries/GLDC/projectInnovationSummary.do?innovationID=1639&phaseID=282",409
"GLDC",1640,2019,"Groundnut cultivar: ICGV-SM 03530 (Mapupulo 2018)","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","ICRISAT","","National","MZ","","https://marlo.cgiar.org/summaries/GLDC/projectInnovationSummary.do?innovationID=1640&phaseID=282",410
"GLDC",1641,2019,"Groundnut cultivar: ICGV-SM 08528 (AMENA 2018)","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","ICRISAT","","National","MZ","","https://marlo.cgiar.org/summaries/GLDC/projectInnovationSummary.do?innovationID=1641&phaseID=282",411
"GLDC",1642,2019,"Groundnut cultivar: ICGV 15083 (Girnar 4)","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","ICRISAT","","National","IN","","https://marlo.cgiar.org/summaries/GLDC/projectInnovationSummary.do?innovationID=1642&phaseID=282",412
"GLDC",1643,2019,"Groundnut cultivar: ICGV 15090 (Girnar 5)","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","ICRISAT","","National","IN","","https://marlo.cgiar.org/summaries/GLDC/projectInnovationSummary.do?innovationID=1643&phaseID=282",413
"GLDC",1644,2019,"Groundnut cultivar: CG7 (EUGN-1)","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","ICRISAT","","National","IN","","https://marlo.cgiar.org/summaries/GLDC/projectInnovationSummary.do?innovationID=1644&phaseID=282",414
"GLDC",1645,2019,"Groundnut cultivar: ICGV 08307 (EUGN-2)","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","ICRISAT","","National","KE","","https://marlo.cgiar.org/summaries/GLDC/projectInnovationSummary.do?innovationID=1645&phaseID=282",415
"GLDC",1646,2019,"Pigeon pea cultivar: ICEAP 00557-1 (Egerton Mbaazi 3)","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","ICRISAT","","National","KE","","https://marlo.cgiar.org/summaries/GLDC/projectInnovationSummary.do?innovationID=1646&phaseID=282",416
"GLDC",1647,2019,"Pigeon pea cultivar: ICEAP 00554-1 (Egerton Mbaazi 4)","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","ICRISAT","","National","KE","","https://marlo.cgiar.org/summaries/GLDC/projectInnovationSummary.do?innovationID=1647&phaseID=282",417
"GLDC",1648,2019,"Finger Millet high yielding variety for the Mid Altitude Medium rainfall product profile: UFM 19-1 (KNE 689)","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","OTHER","ARI-Uyole","","National","KE","","https://marlo.cgiar.org/summaries/GLDC/projectInnovationSummary.do?innovationID=1648&phaseID=282",418
"GLDC",1649,2019,"Methods for measuring the number of poor people lifted out of poverty due to adoption of improved varieties","Stage 2: successful piloting (PIL - end of piloting phase)","Research and Communication Methodologies and Tools","OTHER","IITA","","National","NG","","https://marlo.cgiar.org/summaries/GLDC/projectInnovationSummary.do?innovationID=1649&phaseID=282",419
"GLDC",1654,2019,"Plant growth promoting microorganisms (PGP)","Stage 2: successful piloting (PIL - end of piloting phase)","Production systems and Management practices","OTHER","ICRISAT","","National","IN","","https://marlo.cgiar.org/summaries/GLDC/projectInnovationSummary.do?innovationID=1654&phaseID=282",424
"GLDC",1657,2019,"Legume screening for integration into cropping systems","Stage 2: successful piloting (PIL - end of piloting phase)","Production systems and Management practices","OTHER","IITA","","National","MZ","","https://marlo.cgiar.org/summaries/GLDC/projectInnovationSummary.do?innovationID=1657&phaseID=282",427
"",1662,2019,"Varietal performance assessment using crowdsourcing citizen science approach and tricot methodology","Stage 3: available/ ready for uptake (AV)","Research and Communication Methodologies and Tools","OTHER","BIOVERSITY","","National","KE","","https://marlo.cgiar.org/summaries/GLDC/projectInnovationSummary.do?innovationID=1662&phaseID=282",432
"Rice",675,2018,"New Quantitative Trait Loci/genes for the control of rice hoja blanca virus disease in Latin America","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","Lead Contribution","CIAT","","Regional","","South America","https://marlo.cgiar.org/summaries/Rice/projectInnovationSummary.do?innovationID=675&phaseID=189",28
"Rice",676,2018,"Improved rice lines with high Zinc concentrations","Stage 3: available/ ready for uptake (AV)","Genetic (varieties and breeds)","Lead Contribution","CIAT","","Regional","","Latin America & the Caribbean","https://marlo.cgiar.org/summaries/Rice/projectInnovationSummary.do?innovationID=676&phaseID=189",29
"CCAFS",440,2018,"Developing, testing and making available an integrated climate and agro-climate advisory to enhance adaptive capacity and sustainable agricultural productivity in Ethiopia","Stage 1: discovery/proof of concept (PC - end of research phase)","Research and Communication Methodologies and Tools","Partial Contribution","EIAR","","Regional","","Eastern Africa","https://marlo.cgiar.org/summaries/CCAFS/projectInnovationSummary.do?innovationID=440&phaseID=56",34
"Livestock",503,2018,"A panel of single nucleotide polymorphisms (SNPs) for genomic imputation and admixture proportion analysis in East African dairy crossbreed breeds","Stage 1: discovery/proof of concept (PC - end of research phase)","Research and Communication Methodologies and Tools","Partial Contribution","ILRI","","Regional","","Eastern Africa","https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=503&phaseID=60",143
"PIM",271,2018,"Dataset on yield changes due to climate change based on Agricultural Model intercomparison and improvement project (AgMIP) Global Gridded Crop Model Intercomparison","Stage 3: available/ ready for uptake (AV)","Biophysical Research","OTHER","IFPRI","","Regional","","Latin America & the Caribbean","https://marlo.cgiar.org/summaries/PIM/projectInnovationSummary.do?innovationID=271&phaseID=57",147
"A4NH",594,2018,"[updated from 2017] Vicious Worm training app for cysticercosis control","Stage 3: available/ ready for uptake (AV)","Research and Communication Methodologies and Tools","OTHER","ILRI","","Regional","","Eastern Africa","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=594&phaseID=59",157
"A4NH",681,2018,"Framework for cost-effectiveness analysis of aflatoxin reduction","Stage 3: available/ ready for uptake (AV)","Social Science","OTHER","IFPRI","","Regional","","Sub-Saharan Africa","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=681&phaseID=59",159
"A4NH",714,2018,"Tailored SMS messages to consumers for improving nutrition","Stage 2: successful piloting (PIL - end of piloting phase)","Research and Communication Methodologies and Tools","OTHER","ILRI","","Regional","","Southern Asia","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=714&phaseID=59",161
"A4NH",717,2018,"Food safety performance tool","Stage 1: discovery/proof of concept (PC - end of research phase)","Research and Communication Methodologies and Tools","OTHER","ILRI","","Regional","","Sub-Saharan Africa","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=717&phaseID=59",162
"A4NH",718,2018,"SMS messages for changing farmer behavior","Stage 2: successful piloting (PIL - end of piloting phase)","Research and Communication Methodologies and Tools","OTHER","ILRI","","Regional","","Sub-Saharan Africa","https://marlo.cgiar.org/summaries/A4NH/projectInnovationSummary.do?innovationID=718&phaseID=59",163
"RTB",778,2018,"Locally adapted farmer managed natural regeneration technology with microdosing and manure application","Stage 4: uptake by next user (USE)","Production systems and Management practices","OTHER","ICRAF","","Regional","","Eastern Africa","https://marlo.cgiar.org/summaries/FTA/projectInnovationSummary.do?innovationID=778&phaseID=61",168
"Rice",534,2018,"GrainSafe™ Dry hermetic rice storage system","Stage 2: successful piloting (PIL - end of piloting phase)","Production systems and Management practices","Lead Contribution","IRRI","","Regional","","South-Eastern Asia","https://marlo.cgiar.org/summaries/Rice/projectInnovationSummary.do?innovationID=534&phaseID=189",177
"Wheat",510,2018,"Precision fertilizer application for smallholders","Stage 3: available/ ready for uptake (AV)","Production systems and Management practices","Partial Contribution","NARC","","Regional","","Southern Asia","https://marlo.cgiar.org/summaries/Wheat/projectInnovationSummary.do?innovationID=510&phaseID=62",209
"Wheat",513,2018,"Integrated weed management (IWM)","Stage 2: successful piloting (PIL - end of piloting phase)","Production systems and Management practices","Partial Contribution","BRRI","","Regional","","Southern Asia","https://marlo.cgiar.org/summaries/Wheat/projectInnovationSummary.do?innovationID=513&phaseID=62",211
"Wheat",515,2018,"Precision crop establishment methods for wheat and rice","Stage 3: available/ ready for uptake (AV)","Production systems and Management practices","Partial Contribution","","","Regional","","Southern Asia","https://marlo.cgiar.org/summaries/Wheat/projectInnovationSummary.do?innovationID=515&phaseID=62",212
"Wheat",516,2018,"Multiple disease management innovations for maize and wheat","Stage 2: successful piloting (PIL - end of piloting phase)","Production systems and Management practices","Partial Contribution","NARC","","Regional","","Southern Asia","https://marlo.cgiar.org/summaries/Wheat/projectInnovationSummary.do?innovationID=516&phaseID=62",213
"Maize",517,2018,"Scale-appropriate mechanization innovations in maize and wheat systems","Stage 3: available/ ready for uptake (AV)","Production systems and Management practices","Partial Contribution","iDE","","Regional","","Southern Asia","https://marlo.cgiar.org/summaries/Wheat/projectInnovationSummary.do?innovationID=517&phaseID=62",214
"Maize",577,2018,"Precision fertilizer application for smallholders","Stage 3: available/ ready for uptake (AV)","Production systems and Management practices","Partial Contribution","NARC","","Regional","","South-Eastern Asia","https://marlo.cgiar.org/summaries/Maize/projectInnovationSummary.do?innovationID=577&phaseID=63",215
"Maize",581,2018,"Multiple disease management innovations","Stage 2: successful piloting (PIL - end of piloting phase)","Production systems and Management practices","Partial Contribution","NARC","","Regional","","South-Eastern Asia","https://marlo.cgiar.org/summaries/Maize/projectInnovationSummary.do?innovationID=581&phaseID=63",217
"Rice",582,2018,"Scale-appropriate mechanization innovations (Multiple)","Stage 3: available/ ready for uptake (AV)","Production systems and Management practices","Partial Contribution","iDE","","Regional","","South-Eastern Asia","https://marlo.cgiar.org/summaries/Maize/projectInnovationSummary.do?innovationID=582&phaseID=63",218
"Rice",771,2018,"A new version of the Africa Tree Finder","Stage 3: available/ ready for uptake (AV)","Research and Communication Methodologies and Tools","Sole Contribution","ICRAF","","Regional","","Eastern Africa","https://marlo.cgiar.org/summaries/FTA/projectInnovationSummary.do?innovationID=771&phaseID=61",245
"FTA",872,2019,"Herramientas de Costo de Produccion del Arroz CIAT-FLAR v3.3","Stage 3: available/ ready for uptake (AV)","Social Science","Sole Contribution","","","Regional","","Latin America & the Caribbean","https://marlo.cgiar.org/summaries/Rice/projectInnovationSummary.do?innovationID=872&phaseID=192",247
"CCAFS",1092,2019,"8 Guide steps for setting up a Climate-Smart Village (Multi-language)","Stage 3: available/ ready for uptake (AV)","Research and Communication Methodologies and Tools","OTHER","IRRI","","Regional","","South-Eastern Asia","https://marlo.cgiar.org/summaries/CCAFS/projectInnovationSummary.do?innovationID=1092&phaseID=101",269
"CCAFS",1099,2019,"Evidence for Resilient Agriculture (ERA)","Stage 3: available/ ready for uptake (AV)","Research and Communication Methodologies and Tools","OTHER","ICRAF","","Regional","","Sub-Saharan Africa","https://marlo.cgiar.org/summaries/CCAFS/projectInnovationSummary.do?innovationID=1099&phaseID=101",271
"CCAFS",1105,2019,"Grazing management innovation as a strategy to improve animal production and reduce GHG emissions","Stage 1: discovery/proof of concept (PC - end of research phase)","Production systems and Management practices","OTHER","UNAL","","Regional","","Latin America & the Caribbean","https://marlo.cgiar.org/summaries/CCAFS/projectInnovationSummary.do?innovationID=1105&phaseID=101",272
"CCAFS",1314,2019,"Framework to support the integrated analysis of climate change, gender, youth and nutrition","Stage 1: discovery/proof of concept (PC - end of research phase)","Social Science","OTHER","IFPRI","","Regional","","Sub-Saharan Africa","https://marlo.cgiar.org/summaries/CCAFS/projectInnovationSummary.do?innovationID=1314&phaseID=101",278
"PIM",1126,2019,"Methods to measure and classify employment in the agri-food system","Stage 2: successful piloting (PIL - end of piloting phase)","Social Science","OTHER","IFPRI","","Regional","","Sub-Saharan Africa","https://marlo.cgiar.org/summaries/PIM/projectInnovationSummary.do?innovationID=1126&phaseID=102",280
"WLE",1498,2019,"Cropping system sustainability tool 'CROSST' is an Excel-based tool assessing both agro-environmental and socio-economic impacts of Green Manure Cover Crop (GMCC) technologies","Stage 3: available/ ready for uptake (AV)","Production systems and Management practices","OTHER","CIAT","","Regional","","Sub-Saharan Africa","https://marlo.cgiar.org/summaries/WLE/projectInnovationSummary.do?innovationID=1498&phaseID=103",296
"Livestock",1085,2019,"New approach to targeting feed options at scale in East Africa using global data sets","Stage 1: discovery/proof of concept (PC - end of research phase)","Research and Communication Methodologies and Tools","OTHER","ILRI","","Regional","","Eastern Africa","https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=1085&phaseID=105",339
"Livestock",1088,2019,"Spectra standardization to ILRI master Near Infra-Red Spectrometry (NIRS) instruments","Stage 3: available/ ready for uptake (AV)","Research and Communication Methodologies and Tools","OTHER","ILRI","","Regional","","Southern Asia","https://marlo.cgiar.org/summaries/Livestock/projectInnovationSummary.do?innovationID=1088&phaseID=105",340
