OrderNumber,OrderDate,Ship Date,Customer Name Index,Channel,Currency Code,Warehouse Code,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Total Unit Cost,Total Revenue,Region City,Region Territory
"SO - 0004651",2015-11-25 00:00:00.000,2016-02-19 00:00:00.000,13,"Wholesale","AUD","AXW291",31,13,12,884.4,389.136,10612.8,"Lake Macquarie","New South Wales"
"SO - 0004675",2015-11-28 00:00:00.000,2016-02-14 00:00:00.000,36,"Wholesale","AUD","AXW291",74,1,6,1011.7,607.02,6070.2,"Sydney","New South Wales"
"SO - 0004743",2015-12-05 00:00:00.000,2016-01-19 00:00:00.000,3,"Wholesale","AUD","AXW291",82,1,11,984.9,472.752,10833.9,"Sydney","New South Wales"
"SO - 0004783",2015-12-10 00:00:00.000,2016-03-05 00:00:00.000,41,"Wholesale","AUD","AXW291",9,5,11,3162.4,1676.072,34786.4,"Broken Hill","New South Wales"
"SO - 0004791",2015-12-12 00:00:00.000,2016-02-26 00:00:00.000,15,"Wholesale","AUD","AXW291",41,7,6,3912.8,3208.496,23476.8,"Coffs Harbour","New South Wales"
"SO - 0004830",2015-12-16 00:00:00.000,2016-01-30 00:00:00.000,25,"Wholesale","AUD","AXW291",47,7,7,1782.2,1122.786,12475.4,"Coffs Harbour","New South Wales"
"SO - 0004851",2015-12-18 00:00:00.000,2016-03-14 00:00:00.000,18,"Wholesale","AUD","AXW291",4,7,6,1179.2,978.736,7075.2,"Coffs Harbour","New South Wales"
"SO - 0004875",2015-12-21 00:00:00.000,2016-02-04 00:00:00.000,39,"Wholesale","AUD","AXW291",22,7,11,268,131.32,2948,"Coffs Harbour","New South Wales"
"SO - 0004894",2015-12-24 00:00:00.000,2016-03-01 00:00:00.000,40,"Wholesale","AUD","AXW291",22,13,9,5433.7,3803.59,48903.3,"Lake Macquarie","New South Wales"
"SO - 0004966",2016-01-01 00:00:00.000,2016-03-20 00:00:00.000,1,"Wholesale","AUD","AXW291",31,11,7,1715.2,806.144,12006.4,"Grafton","New South Wales"
"SO - 0004988",2016-01-05 00:00:00.000,2016-04-03 00:00:00.000,25,"Wholesale","AUD","AXW291",31,13,11,5936.2,3027.462,65298.2,"Lake Macquarie","New South Wales"
"SO - 0005014",2016-01-07 00:00:00.000,2016-04-03 00:00:00.000,1,"Wholesale","AUD","AXW291",12,7,9,716.9,336.943,6452.1,"Coffs Harbour","New South Wales"
"SO - 0005176",2016-01-24 00:00:00.000,2016-04-08 00:00:00.000,22,"Wholesale","AUD","AXW291",9,5,5,3819,2940.63,19095,"Broken Hill","New South Wales"
"SO - 0005177",2016-01-24 00:00:00.000,2016-03-14 00:00:00.000,19,"Wholesale","AUD","AXW291",73,1,12,1065.3,532.65,12783.6,"Sydney","New South Wales"
"SO - 0005214",2016-01-29 00:00:00.000,2016-02-29 00:00:00.000,29,"Wholesale","AUD","AXW291",45,2,8,6485.6,4734.488,51884.8,"Albury","New South Wales"
"SO - 0005241",2016-02-01 00:00:00.000,2016-04-23 00:00:00.000,24,"Wholesale","AUD","AXW291",75,8,7,214.4,124.352,1500.8,"Dubbo","New South Wales"
"SO - 0005247",2016-02-02 00:00:00.000,2016-03-03 00:00:00.000,17,"Wholesale","AUD","AXW291",6,11,12,1728.6,1019.874,20743.2,"Grafton","New South Wales"
"SO - 0005259",2016-02-03 00:00:00.000,2016-04-17 00:00:00.000,48,"Wholesale","AUD","AXW291",11,11,10,2438.8,1999.816,24388,"Grafton","New South Wales"
"SO - 0005271",2016-02-05 00:00:00.000,2016-04-03 00:00:00.000,44,"Wholesale","AUD","AXW291",7,7,11,1701.8,1276.35,18719.8,"Coffs Harbour","New South Wales"
"SO - 0005317",2016-02-11 00:00:00.000,2016-05-02 00:00:00.000,14,"Wholesale","AUD","AXW291",62,2,9,207.7,137.082,1869.3,"Albury","New South Wales"
"SO - 0005341",2016-02-14 00:00:00.000,2016-03-15 00:00:00.000,34,"Wholesale","AUD","AXW291",29,5,9,3879.3,3142.233,34913.7,"Broken Hill","New South Wales"
"SO - 0005353",2016-02-15 00:00:00.000,2016-03-28 00:00:00.000,20,"Wholesale","AUD","AXW291",23,11,9,2505.8,1453.364,22552.2,"Grafton","New South Wales"
"SO - 0005367",2016-02-17 00:00:00.000,2016-05-04 00:00:00.000,3,"Wholesale","AUD","AXW291",2,5,7,2525.9,1338.727,17681.3,"Broken Hill","New South Wales"
"SO - 0005385",2016-02-19 00:00:00.000,2016-04-14 00:00:00.000,2,"Wholesale","AUD","AXW291",71,11,11,1098.8,681.256,12086.8,"Grafton","New South Wales"
"SO - 0005387",2016-02-19 00:00:00.000,2016-04-04 00:00:00.000,12,"Wholesale","AUD","AXW291",10,11,12,3082,1356.08,36984,"Grafton","New South Wales"
"SO - 0005400",2016-02-20 00:00:00.000,2016-05-09 00:00:00.000,19,"Wholesale","AUD","AXW291",65,7,6,2914.5,2156.73,17487,"Coffs Harbour","New South Wales"
"SO - 0005418",2016-02-22 00:00:00.000,2016-03-30 00:00:00.000,40,"Wholesale","AUD","AXW291",25,2,8,2452.2,1324.188,19617.6,"Albury","New South Wales"
"SO - 0005435",2016-02-23 00:00:00.000,2016-04-29 00:00:00.000,46,"Wholesale","AUD","AXW291",10,11,5,3370.1,2527.575,16850.5,"Grafton","New South Wales"
"SO - 0005450",2016-02-24 00:00:00.000,2016-04-05 00:00:00.000,50,"Wholesale","AUD","AXW291",12,1,8,2311.5,1040.175,18492,"Sydney","New South Wales"
"SO - 0005454",2016-02-25 00:00:00.000,2016-04-24 00:00:00.000,44,"Wholesale","AUD","AXW291",86,2,7,1051.9,736.33,7363.3,"Albury","New South Wales"
"SO - 0005510",2016-03-01 00:00:00.000,2016-04-10 00:00:00.000,15,"Wholesale","AUD","AXW291",12,13,9,1876,1275.68,16884,"Lake Macquarie","New South Wales"
"SO - 0005522",2016-03-03 00:00:00.000,2016-05-29 00:00:00.000,48,"Wholesale","AUD","AXW291",19,1,12,1922.9,788.389,23074.8,"Sydney","New South Wales"
"SO - 0005529",2016-03-04 00:00:00.000,2016-05-27 00:00:00.000,3,"Wholesale","AUD","AXW291",44,5,7,241.2,113.364,1688.4,"Broken Hill","New South Wales"
"SO - 0005530",2016-03-04 00:00:00.000,2016-04-14 00:00:00.000,28,"Wholesale","AUD","AXW291",52,2,10,1092.1,556.971,10921,"Albury","New South Wales"
"SO - 0005531",2016-03-05 00:00:00.000,2016-05-17 00:00:00.000,39,"Wholesale","AUD","AXW291",39,1,5,1132.3,702.026,5661.5,"Sydney","New South Wales"
"SO - 0005532",2016-03-05 00:00:00.000,2016-04-04 00:00:00.000,1,"Wholesale","AUD","AXW291",39,13,11,3256.2,2767.77,35818.2,"Lake Macquarie","New South Wales"
"SO - 0005538",2016-03-05 00:00:00.000,2016-04-17 00:00:00.000,36,"Wholesale","AUD","AXW291",10,3,12,1051.9,525.95,12622.8,"Armidale","New South Wales"
"SO - 0005575",2016-03-10 00:00:00.000,2016-05-09 00:00:00.000,38,"Wholesale","AUD","AXW291",83,11,9,1842.5,1068.65,16582.5,"Grafton","New South Wales"
"SO - 0005582",2016-03-11 00:00:00.000,2016-05-21 00:00:00.000,17,"Wholesale","AUD","AXW291",24,8,7,2539.3,1625.152,17775.1,"Dubbo","New South Wales"
"SO - 0005652",2016-03-21 00:00:00.000,2016-04-23 00:00:00.000,35,"Wholesale","AUD","AXW291",9,5,10,3859.2,2431.296,38592,"Broken Hill","New South Wales"
"SO - 0005659",2016-03-22 00:00:00.000,2016-04-25 00:00:00.000,38,"Wholesale","AUD","AXW291",85,11,5,3142.3,2419.571,15711.5,"Grafton","New South Wales"
"SO - 0005671",2016-03-23 00:00:00.000,2016-05-05 00:00:00.000,15,"Wholesale","AUD","AXW291",35,7,12,1319.9,1042.721,15838.8,"Coffs Harbour","New South Wales"
"SO - 0005753",2016-04-02 00:00:00.000,2016-06-30 00:00:00.000,46,"Wholesale","AUD","AXW291",7,7,5,5735.2,3670.528,28676,"Coffs Harbour","New South Wales"
"SO - 0005759",2016-04-03 00:00:00.000,2016-05-18 00:00:00.000,7,"Wholesale","AUD","AXW291",21,5,9,3919.5,2978.82,35275.5,"Broken Hill","New South Wales"
"SO - 0005762",2016-04-03 00:00:00.000,2016-05-11 00:00:00.000,41,"Wholesale","AUD","AXW291",2,11,12,3865.9,2860.766,46390.8,"Grafton","New South Wales"
"SO - 0005766",2016-04-03 00:00:00.000,2016-05-03 00:00:00.000,35,"Wholesale","AUD","AXW291",10,13,5,964.8,791.136,4824,"Lake Macquarie","New South Wales"
"SO - 0005796",2016-04-06 00:00:00.000,2016-05-23 00:00:00.000,49,"Wholesale","AUD","AXW291",56,2,10,1051.9,788.925,10519,"Albury","New South Wales"
"SO - 0005867",2016-04-15 00:00:00.000,2016-05-31 00:00:00.000,18,"Wholesale","AUD","AXW291",72,6,8,991.6,773.448,7932.8,"Cessnock","New South Wales"
"SO - 0005891",2016-04-18 00:00:00.000,2016-06-06 00:00:00.000,40,"Wholesale","AUD","AXW291",39,11,7,1969.8,1654.632,13788.6,"Grafton","New South Wales"
"SO - 0005922",2016-04-23 00:00:00.000,2016-06-12 00:00:00.000,40,"Wholesale","AUD","AXW291",61,7,7,1011.7,708.19,7081.9,"Coffs Harbour","New South Wales"
"SO - 0005937",2016-04-24 00:00:00.000,2016-05-24 00:00:00.000,48,"Wholesale","AUD","AXW291",36,5,11,1058.6,561.058,11644.6,"Broken Hill","New South Wales"
"SO - 0005958",2016-04-26 00:00:00.000,2016-07-19 00:00:00.000,24,"Wholesale","AUD","AXW291",22,9,11,1681.7,1109.922,18498.7,"Gosford","New South Wales"
"SO - 0005962",2016-04-27 00:00:00.000,2016-07-01 00:00:00.000,6,"Wholesale","AUD","AXW291",10,11,9,5594.5,4083.985,50350.5,"Grafton","New South Wales"
"SO - 0005969",2016-04-27 00:00:00.000,2016-07-19 00:00:00.000,11,"Wholesale","AUD","AXW291",11,2,12,1721.9,843.731,20662.8,"Albury","New South Wales"
"SO - 0005988",2016-04-29 00:00:00.000,2016-06-15 00:00:00.000,44,"Wholesale","AUD","AXW291",12,14,9,1005,743.7,9045,"Lismore","New South Wales"
"SO - 0005994",2016-04-30 00:00:00.000,2016-06-15 00:00:00.000,26,"Wholesale","AUD","AXW291",73,7,9,1862.6,1564.584,16763.4,"Coffs Harbour","New South Wales"
"SO - 0006025",2016-05-04 00:00:00.000,2016-08-02 00:00:00.000,41,"Wholesale","AUD","AXW291",16,11,5,3222.7,2610.387,16113.5,"Grafton","New South Wales"
"SO - 0006035",2016-05-05 00:00:00.000,2016-07-08 00:00:00.000,13,"Wholesale","AUD","AXW291",28,6,11,167.5,118.925,1842.5,"Cessnock","New South Wales"
"SO - 0006061",2016-05-09 00:00:00.000,2016-07-05 00:00:00.000,7,"Wholesale","AUD","AXW291",55,2,7,3845.8,2768.976,26920.6,"Albury","New South Wales"
"SO - 0006084",2016-05-12 00:00:00.000,2016-07-18 00:00:00.000,40,"Wholesale","AUD","AXW291",67,10,5,1742,1463.28,8710,"Goulburn","New South Wales"
"SO - 0006165",2016-05-21 00:00:00.000,2016-07-08 00:00:00.000,46,"Wholesale","AUD","AXW291",78,13,12,241.2,103.716,2894.4,"Lake Macquarie","New South Wales"
"SO - 0006172",2016-05-22 00:00:00.000,2016-08-07 00:00:00.000,16,"Wholesale","AUD","AXW291",8,11,5,3999.9,2319.942,19999.5,"Grafton","New South Wales"
"SO - 0006180",2016-05-23 00:00:00.000,2016-07-12 00:00:00.000,25,"Wholesale","AUD","AXW291",18,7,12,2532.6,2152.71,30391.2,"Coffs Harbour","New South Wales"
"SO - 0006182",2016-05-23 00:00:00.000,2016-06-23 00:00:00.000,24,"Wholesale","AUD","AXW291",9,13,11,2867.6,1319.096,31543.6,"Lake Macquarie","New South Wales"
"SO - 0006227",2016-05-28 00:00:00.000,2016-07-04 00:00:00.000,8,"Wholesale","AUD","AXW291",73,7,11,1159.1,602.732,12750.1,"Coffs Harbour","New South Wales"
"SO - 0006243",2016-05-30 00:00:00.000,2016-08-03 00:00:00.000,50,"Wholesale","AUD","AXW291",4,2,6,2010,1065.3,12060,"Albury","New South Wales"
"SO - 0006245",2016-05-30 00:00:00.000,2016-08-08 00:00:00.000,18,"Wholesale","AUD","AXW291",4,13,9,998.3,718.776,8984.7,"Lake Macquarie","New South Wales"
"SO - 0006292",2016-06-03 00:00:00.000,2016-07-17 00:00:00.000,21,"Wholesale","AUD","AXW291",40,14,12,2311.5,1109.52,27738,"Lismore","New South Wales"
"SO - 0006300",2016-06-04 00:00:00.000,2016-08-27 00:00:00.000,33,"Wholesale","AUD","AXW291",12,2,7,1085.4,738.072,7597.8,"Albury","New South Wales"
"SO - 0006318",2016-06-06 00:00:00.000,2016-08-20 00:00:00.000,43,"Wholesale","AUD","AXW291",2,1,7,737,574.86,5159,"Sydney","New South Wales"
"SO - 0006327",2016-06-07 00:00:00.000,2016-09-03 00:00:00.000,18,"Wholesale","AUD","AXW291",4,5,6,4013.3,2929.709,24079.8,"Broken Hill","New South Wales"
"SO - 0006328",2016-06-07 00:00:00.000,2016-08-03 00:00:00.000,27,"Wholesale","AUD","AXW291",37,6,8,247.9,114.034,1983.2,"Cessnock","New South Wales"
"SO - 0006335",2016-06-08 00:00:00.000,2016-07-10 00:00:00.000,44,"Wholesale","AUD","AXW291",24,12,8,1929.6,1080.576,15436.8,"Griffith","New South Wales"
"SO - 0006357",2016-06-11 00:00:00.000,2016-09-06 00:00:00.000,33,"Wholesale","AUD","AXW291",6,1,5,1125.6,934.248,5628,"Sydney","New South Wales"
"SO - 0006400",2016-06-17 00:00:00.000,2016-08-30 00:00:00.000,36,"Wholesale","AUD","AXW291",23,7,5,5219.3,3027.194,26096.5,"Coffs Harbour","New South Wales"
"SO - 0006417",2016-06-19 00:00:00.000,2016-08-08 00:00:00.000,11,"Wholesale","AUD","AXW291",48,7,6,2371.8,1778.85,14230.8,"Coffs Harbour","New South Wales"
"SO - 0006437",2016-06-21 00:00:00.000,2016-09-18 00:00:00.000,7,"Wholesale","AUD","AXW291",15,7,6,3048.5,2438.8,18291,"Coffs Harbour","New South Wales"
"SO - 0006455",2016-06-23 00:00:00.000,2016-08-30 00:00:00.000,4,"Wholesale","AUD","AXW291",32,5,11,837.5,644.875,9212.5,"Broken Hill","New South Wales"
"SO - 0006481",2016-06-27 00:00:00.000,2016-08-23 00:00:00.000,11,"Wholesale","AUD","AXW291",7,13,5,904.5,750.735,4522.5,"Lake Macquarie","New South Wales"
"SO - 0006489",2016-06-28 00:00:00.000,2016-09-06 00:00:00.000,12,"Wholesale","AUD","AXW291",18,1,12,5293,3228.73,63516,"Sydney","New South Wales"
"SO - 0006491",2016-06-28 00:00:00.000,2016-08-22 00:00:00.000,29,"Wholesale","AUD","AXW291",14,11,12,897.8,574.592,10773.6,"Grafton","New South Wales"
"SO - 0006503",2016-06-29 00:00:00.000,2016-09-11 00:00:00.000,17,"Wholesale","AUD","AXW291",10,1,9,716.9,379.957,6452.1,"Sydney","New South Wales"
"SO - 0006504",2016-06-29 00:00:00.000,2016-08-22 00:00:00.000,41,"Wholesale","AUD","AXW291",8,7,9,2807.3,2049.329,25265.7,"Coffs Harbour","New South Wales"
"SO - 0006515",2016-07-01 00:00:00.000,2016-08-22 00:00:00.000,12,"Wholesale","AUD","AXW291",61,5,8,1078.7,744.303,8629.6,"Broken Hill","New South Wales"
"SO - 0006519",2016-07-02 00:00:00.000,2016-08-30 00:00:00.000,42,"Wholesale","AUD","AXW291",9,13,8,1031.8,546.854,8254.4,"Lake Macquarie","New South Wales"
"SO - 0006536",2016-07-04 00:00:00.000,2016-08-14 00:00:00.000,10,"Wholesale","AUD","AXW291",8,7,10,1085.4,662.094,10854,"Coffs Harbour","New South Wales"
"SO - 0006538",2016-07-04 00:00:00.000,2016-08-03 00:00:00.000,19,"Wholesale","AUD","AXW291",45,9,8,1098.8,450.508,8790.4,"Gosford","New South Wales"
"SO - 0006540",2016-07-04 00:00:00.000,2016-09-12 00:00:00.000,18,"Wholesale","AUD","AXW291",2,9,10,1058.6,624.574,10586,"Gosford","New South Wales"
"SO - 0006596",2016-07-10 00:00:00.000,2016-09-19 00:00:00.000,41,"Wholesale","AUD","AXW291",10,1,6,2445.5,1980.855,14673,"Sydney","New South Wales"
"SO - 0006621",2016-07-12 00:00:00.000,2016-09-06 00:00:00.000,30,"Wholesale","AUD","AXW291",23,2,8,1688.4,675.36,13507.2,"Albury","New South Wales"
"SO - 0006623",2016-07-13 00:00:00.000,2016-10-02 00:00:00.000,3,"Wholesale","AUD","AXW291",67,7,5,3859.2,1929.6,19296,"Coffs Harbour","New South Wales"
"SO - 0006624",2016-07-13 00:00:00.000,2016-08-17 00:00:00.000,22,"Wholesale","AUD","AXW291",26,14,8,1031.8,608.762,8254.4,"Lismore","New South Wales"
"SO - 0006655",2016-07-17 00:00:00.000,2016-09-19 00:00:00.000,49,"Wholesale","AUD","AXW291",31,5,8,1145.7,618.678,9165.6,"Broken Hill","New South Wales"
"SO - 0006661",2016-07-17 00:00:00.000,2016-08-29 00:00:00.000,35,"Wholesale","AUD","AXW291",41,7,6,3370.1,2257.967,20220.6,"Coffs Harbour","New South Wales"
"SO - 0006693",2016-07-20 00:00:00.000,2016-10-14 00:00:00.000,37,"Wholesale","AUD","AXW291",78,9,12,3986.5,3229.065,47838,"Gosford","New South Wales"
"SO - 0006728",2016-07-25 00:00:00.000,2016-10-01 00:00:00.000,10,"Wholesale","AUD","AXW291",13,11,7,3865.9,2706.13,27061.3,"Grafton","New South Wales"
"SO - 0006760",2016-07-28 00:00:00.000,2016-10-14 00:00:00.000,5,"Wholesale","AUD","AXW291",8,7,9,3095.4,1392.93,27858.6,"Coffs Harbour","New South Wales"
"SO - 0006797",2016-08-01 00:00:00.000,2016-10-20 00:00:00.000,18,"Wholesale","AUD","AXW291",52,11,6,6525.8,3589.19,39154.8,"Grafton","New South Wales"
"SO - 0006799",2016-08-01 00:00:00.000,2016-09-07 00:00:00.000,14,"Wholesale","AUD","AXW291",16,5,11,3497.4,2937.816,38471.4,"Broken Hill","New South Wales"
"SO - 0006806",2016-08-03 00:00:00.000,2016-10-17 00:00:00.000,25,"Wholesale","AUD","AXW291",5,3,12,6452.1,2903.445,77425.2,"Armidale","New South Wales"
"SO - 0006851",2016-08-08 00:00:00.000,2016-11-03 00:00:00.000,9,"Wholesale","AUD","AXW291",21,9,5,6425.3,3662.421,32126.5,"Gosford","New South Wales"
"SO - 0006859",2016-08-09 00:00:00.000,2016-09-21 00:00:00.000,7,"Wholesale","AUD","AXW291",28,7,11,3872.6,1665.218,42598.6,"Coffs Harbour","New South Wales"
"SO - 0006860",2016-08-10 00:00:00.000,2016-10-08 00:00:00.000,26,"Wholesale","AUD","AXW291",22,7,10,2613,2221.05,26130,"Coffs Harbour","New South Wales"
"SO - 0006871",2016-08-12 00:00:00.000,2016-10-22 00:00:00.000,25,"Wholesale","AUD","AXW291",5,12,10,1132.3,690.703,11323,"Griffith","New South Wales"
"SO - 0006909",2016-08-15 00:00:00.000,2016-11-02 00:00:00.000,31,"Wholesale","AUD","AXW291",7,1,9,167.5,112.225,1507.5,"Sydney","New South Wales"
"SO - 0006948",2016-08-21 00:00:00.000,2016-09-23 00:00:00.000,21,"Wholesale","AUD","AXW291",15,7,11,1943,1262.95,21373,"Coffs Harbour","New South Wales"
"SO - 0006960",2016-08-22 00:00:00.000,2016-10-31 00:00:00.000,7,"Wholesale","AUD","AXW291",8,5,7,2391.9,1698.249,16743.3,"Broken Hill","New South Wales"
"SO - 0006979",2016-08-24 00:00:00.000,2016-09-25 00:00:00.000,20,"Wholesale","AUD","AXW291",86,1,9,3819,2482.35,34371,"Sydney","New South Wales"
"SO - 0007013",2016-08-28 00:00:00.000,2016-10-29 00:00:00.000,35,"Wholesale","AUD","AXW291",11,7,7,737,368.5,5159,"Coffs Harbour","New South Wales"
"SO - 0007039",2016-09-01 00:00:00.000,2016-10-19 00:00:00.000,48,"Wholesale","AUD","AXW291",9,13,10,2318.2,1530.012,23182,"Lake Macquarie","New South Wales"
"SO - 0007055",2016-09-02 00:00:00.000,2016-11-22 00:00:00.000,34,"Wholesale","AUD","AXW291",17,11,6,3691.7,2178.103,22150.2,"Grafton","New South Wales"
"SO - 0007072",2016-09-05 00:00:00.000,2016-11-22 00:00:00.000,28,"Wholesale","AUD","AXW291",83,7,9,1896.1,1156.621,17064.9,"Coffs Harbour","New South Wales"
"SO - 0007086",2016-09-06 00:00:00.000,2016-12-01 00:00:00.000,18,"Wholesale","AUD","AXW291",76,2,7,2345,1219.4,16415,"Albury","New South Wales"
"SO - 0007117",2016-09-09 00:00:00.000,2016-11-03 00:00:00.000,15,"Wholesale","AUD","AXW291",29,11,8,261.3,107.133,2090.4,"Grafton","New South Wales"
"SO - 0007153",2016-09-15 00:00:00.000,2016-11-01 00:00:00.000,30,"Wholesale","AUD","AXW291",54,5,10,4013.3,3210.64,40133,"Broken Hill","New South Wales"
"SO - 0007208",2016-09-20 00:00:00.000,2016-10-26 00:00:00.000,31,"Wholesale","AUD","AXW291",49,6,9,1916.2,1034.748,17245.8,"Cessnock","New South Wales"
"SO - 0007242",2016-09-23 00:00:00.000,2016-11-06 00:00:00.000,39,"Wholesale","AUD","AXW291",59,7,12,1239.5,805.675,14874,"Coffs Harbour","New South Wales"
"SO - 0007286",2016-09-28 00:00:00.000,2016-11-07 00:00:00.000,1,"Wholesale","AUD","AXW291",1,1,8,1038.5,830.8,8308,"Sydney","New South Wales"
"SO - 0007300",2016-10-01 00:00:00.000,2016-12-02 00:00:00.000,26,"Wholesale","AUD","AXW291",8,10,12,2539.3,1244.257,30471.6,"Goulburn","New South Wales"
"SO - 0007322",2016-10-03 00:00:00.000,2016-12-01 00:00:00.000,11,"Wholesale","AUD","AXW291",42,11,5,4020,3095.4,20100,"Grafton","New South Wales"
"SO - 0007325",2016-10-04 00:00:00.000,2016-12-18 00:00:00.000,39,"Wholesale","AUD","AXW291",42,11,10,1226.1,674.355,12261,"Grafton","New South Wales"
"SO - 0007328",2016-10-04 00:00:00.000,2016-12-01 00:00:00.000,11,"Wholesale","AUD","AXW291",28,7,6,3912.8,2425.936,23476.8,"Coffs Harbour","New South Wales"
"SO - 0007329",2016-10-04 00:00:00.000,2016-12-27 00:00:00.000,14,"Wholesale","AUD","AXW291",73,9,11,3128.9,2628.276,34417.9,"Gosford","New South Wales"
"SO - 0007347",2016-10-06 00:00:00.000,2017-01-01 00:00:00.000,32,"Wholesale","AUD","AXW291",26,11,11,6023.3,3734.446,66256.3,"Grafton","New South Wales"
"SO - 0007359",2016-10-07 00:00:00.000,2016-12-24 00:00:00.000,42,"Wholesale","AUD","AXW291",17,1,9,2793.9,2039.547,25145.1,"Sydney","New South Wales"
"SO - 0007384",2016-10-10 00:00:00.000,2017-01-01 00:00:00.000,17,"Wholesale","AUD","AXW291",86,2,6,837.5,619.75,5025,"Albury","New South Wales"
"SO - 0007390",2016-10-11 00:00:00.000,2016-11-15 00:00:00.000,4,"Wholesale","AUD","AXW291",15,5,9,3939.6,2718.324,35456.4,"Broken Hill","New South Wales"
"SO - 0007415",2016-10-14 00:00:00.000,2017-01-02 00:00:00.000,28,"Wholesale","AUD","AXW291",41,2,5,1132.3,826.579,5661.5,"Albury","New South Wales"
"SO - 0007443",2016-10-17 00:00:00.000,2016-11-29 00:00:00.000,29,"Wholesale","AUD","AXW291",7,11,5,2800.6,2380.51,14003,"Grafton","New South Wales"
"SO - 0007460",2016-10-19 00:00:00.000,2016-12-11 00:00:00.000,3,"Wholesale","AUD","AXW291",35,1,10,1011.7,556.435,10117,"Sydney","New South Wales"
"SO - 0007488",2016-10-23 00:00:00.000,2016-12-15 00:00:00.000,19,"Wholesale","AUD","AXW291",17,1,10,877.7,561.728,8777,"Sydney","New South Wales"
"SO - 0007514",2016-10-25 00:00:00.000,2016-12-19 00:00:00.000,5,"Wholesale","AUD","AXW291",73,7,6,2519.2,1914.592,15115.2,"Coffs Harbour","New South Wales"
"SO - 0007520",2016-10-26 00:00:00.000,2016-12-10 00:00:00.000,32,"Wholesale","AUD","AXW291",2,5,11,3879.3,2366.373,42672.3,"Broken Hill","New South Wales"
"SO - 0007527",2016-10-27 00:00:00.000,2016-12-25 00:00:00.000,25,"Wholesale","AUD","AXW291",34,13,6,1159.1,869.325,6954.6,"Lake Macquarie","New South Wales"
"SO - 0007552",2016-10-29 00:00:00.000,2017-01-10 00:00:00.000,18,"Wholesale","AUD","AXW291",3,5,5,4006.6,2043.366,20033,"Broken Hill","New South Wales"
"SO - 0007565",2016-10-31 00:00:00.000,2017-01-04 00:00:00.000,37,"Wholesale","AUD","AXW291",10,11,6,1092.1,797.233,6552.6,"Grafton","New South Wales"
"SO - 0007572",2016-10-31 00:00:00.000,2017-01-19 00:00:00.000,23,"Wholesale","AUD","AXW291",47,11,12,1065.3,458.079,12783.6,"Grafton","New South Wales"
"SO - 0007658",2016-11-10 00:00:00.000,2016-12-21 00:00:00.000,23,"Wholesale","AUD","AXW291",11,12,7,1721.9,1084.797,12053.3,"Griffith","New South Wales"
"SO - 0007670",2016-11-12 00:00:00.000,2017-01-24 00:00:00.000,8,"Wholesale","AUD","AXW291",67,3,9,6365,5219.3,57285,"Armidale","New South Wales"
"SO - 0007680",2016-11-13 00:00:00.000,2017-02-09 00:00:00.000,30,"Wholesale","AUD","AXW291",11,11,11,1755.4,754.822,19309.4,"Grafton","New South Wales"
"SO - 0007752",2016-11-20 00:00:00.000,2017-01-18 00:00:00.000,7,"Wholesale","AUD","AXW291",24,13,12,221.1,159.192,2653.2,"Lake Macquarie","New South Wales"
"SO - 0007756",2016-11-21 00:00:00.000,2017-02-10 00:00:00.000,30,"Wholesale","AUD","AXW291",6,1,7,703.5,323.61,4924.5,"Sydney","New South Wales"
"SO - 0007770",2016-11-22 00:00:00.000,2017-01-01 00:00:00.000,26,"Wholesale","AUD","AXW291",44,1,12,2391.9,956.76,28702.8,"Sydney","New South Wales"
"SO - 0007776",2016-11-23 00:00:00.000,2017-01-20 00:00:00.000,11,"Wholesale","AUD","AXW291",11,5,11,241.2,190.548,2653.2,"Broken Hill","New South Wales"
"SO - 0007784",2016-11-24 00:00:00.000,2017-01-26 00:00:00.000,38,"Wholesale","AUD","AXW291",14,1,7,1112.2,589.466,7785.4,"Sydney","New South Wales"
"SO - 0007785",2016-11-24 00:00:00.000,2017-02-13 00:00:00.000,27,"Wholesale","AUD","AXW291",70,5,10,1139,672.01,11390,"Broken Hill","New South Wales"
"SO - 0007815",2016-11-27 00:00:00.000,2017-01-05 00:00:00.000,11,"Wholesale","AUD","AXW291",72,2,10,180.9,126.63,1809,"Albury","New South Wales"
"SO - 0007826",2016-11-29 00:00:00.000,2017-02-22 00:00:00.000,5,"Wholesale","AUD","AXW291",33,5,6,1118.9,704.907,6713.4,"Broken Hill","New South Wales"
"SO - 0007879",2016-12-06 00:00:00.000,2017-02-13 00:00:00.000,50,"Wholesale","AUD","AXW291",13,1,8,3999.9,2759.931,31999.2,"Sydney","New South Wales"
"SO - 0007991",2016-12-20 00:00:00.000,2017-01-31 00:00:00.000,13,"Wholesale","AUD","AXW291",19,14,8,3906.1,1874.928,31248.8,"Lismore","New South Wales"
"SO - 0008017",2016-12-23 00:00:00.000,2017-03-01 00:00:00.000,27,"Wholesale","AUD","AXW291",82,11,7,1829.1,749.931,12803.7,"Grafton","New South Wales"
"SO - 0008018",2016-12-23 00:00:00.000,2017-02-19 00:00:00.000,1,"Wholesale","AUD","AXW291",52,2,11,1943,1573.83,21373,"Albury","New South Wales"
