Property_Number,api_no,well_type,time_from,time_to,activity_phase,event_objective_1,Min of INT1
"501154","4232943409","HORIZONTAL",2019-07-18 00:00:00.000,2019-07-18 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-22 00:00:00.000,2019-07-22 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-18 00:00:00.000,2019-07-18 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-18 00:00:00.000,2019-07-18 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-14 00:00:00.000,2019-07-15 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-18 00:00:00.000,2019-07-18 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-23 00:00:00.000,2019-07-23 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-23 00:00:00.000,2019-07-23 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-23 00:00:00.000,2019-07-23 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-23 00:00:00.000,2019-07-23 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-23 00:00:00.000,2019-07-24 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-18 00:00:00.000,2019-07-18 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-12 00:00:00.000,2019-07-13 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-18 00:00:00.000,2019-07-18 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-18 00:00:00.000,2019-07-18 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-24 00:00:00.000,2019-07-24 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-24 00:00:00.000,2019-07-24 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-24 00:00:00.000,2019-07-24 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-24 00:00:00.000,2019-07-24 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-24 00:00:00.000,2019-07-24 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-24 00:00:00.000,2019-07-24 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-24 00:00:00.000,2019-07-24 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-18 00:00:00.000,2019-07-19 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-20 00:00:00.000,2019-07-20 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-18 00:00:00.000,2019-07-18 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-18 00:00:00.000,2019-07-18 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-17 00:00:00.000,2019-07-17 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-23 00:00:00.000,2019-07-23 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-18 00:00:00.000,2019-07-18 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-16 00:00:00.000,2019-07-16 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-16 00:00:00.000,2019-07-16 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-16 00:00:00.000,2019-07-16 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-16 00:00:00.000,2019-07-16 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-16 00:00:00.000,2019-07-16 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-20 00:00:00.000,2019-07-20 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-22 00:00:00.000,2019-07-22 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-22 00:00:00.000,2019-07-22 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-17 00:00:00.000,2019-07-17 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-15 00:00:00.000,2019-07-15 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-17 00:00:00.000,2019-07-17 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-13 00:00:00.000,2019-07-13 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-13 00:00:00.000,2019-07-13 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-20 00:00:00.000,2019-07-20 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-16 00:00:00.000,2019-07-16 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-16 00:00:00.000,2019-07-16 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-20 00:00:00.000,2019-07-20 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-16 00:00:00.000,2019-07-16 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-20 00:00:00.000,2019-07-20 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-20 00:00:00.000,2019-07-21 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-20 00:00:00.000,2019-07-20 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-19 00:00:00.000,2019-07-19 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-19 00:00:00.000,2019-07-19 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-19 00:00:00.000,2019-07-19 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-19 00:00:00.000,2019-07-19 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-17 00:00:00.000,2019-07-17 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-17 00:00:00.000,2019-07-17 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-20 00:00:00.000,2019-07-20 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-18 00:00:00.000,2019-07-18 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-16 00:00:00.000,2019-07-17 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-20 00:00:00.000,2019-07-20 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-20 00:00:00.000,2019-07-20 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-20 00:00:00.000,2019-07-20 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-20 00:00:00.000,2019-07-20 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-20 00:00:00.000,2019-07-20 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-20 00:00:00.000,2019-07-20 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-20 00:00:00.000,2019-07-20 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-20 00:00:00.000,2019-07-20 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-20 00:00:00.000,2019-07-20 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-20 00:00:00.000,2019-07-20 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"501154","4232943409","HORIZONTAL",2019-07-16 00:00:00.000,2019-07-16 00:00:00.000,"DINT1","INTERMEDIATE",2019-07-12 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-19 00:00:00.000,2020-01-19 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-19 00:00:00.000,2020-01-19 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-08 00:00:00.000,2020-01-08 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-08 00:00:00.000,2020-01-08 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-08 00:00:00.000,2020-01-08 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-08 00:00:00.000,2020-01-09 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-08 00:00:00.000,2020-01-08 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-08 00:00:00.000,2020-01-08 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-08 00:00:00.000,2020-01-08 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-08 00:00:00.000,2020-01-08 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-11 00:00:00.000,2020-01-11 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-11 00:00:00.000,2020-01-11 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-11 00:00:00.000,2020-01-11 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-13 00:00:00.000,2020-01-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-13 00:00:00.000,2020-01-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-13 00:00:00.000,2020-01-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-13 00:00:00.000,2020-01-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-13 00:00:00.000,2020-01-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-13 00:00:00.000,2020-01-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-13 00:00:00.000,2020-01-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-13 00:00:00.000,2020-01-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-13 00:00:00.000,2020-01-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-13 00:00:00.000,2020-01-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-15 00:00:00.000,2020-01-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-11 00:00:00.000,2020-01-11 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-15 00:00:00.000,2020-01-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-17 00:00:00.000,2020-01-17 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-18 00:00:00.000,2020-01-18 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-18 00:00:00.000,2020-01-18 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-18 00:00:00.000,2020-01-18 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-18 00:00:00.000,2020-01-18 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-18 00:00:00.000,2020-01-19 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-18 00:00:00.000,2020-01-18 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-18 00:00:00.000,2020-01-18 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-18 00:00:00.000,2020-01-18 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-18 00:00:00.000,2020-01-18 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-19 00:00:00.000,2020-01-19 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-15 00:00:00.000,2020-01-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-15 00:00:00.000,2020-01-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-15 00:00:00.000,2020-01-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-15 00:00:00.000,2020-01-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-15 00:00:00.000,2020-01-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-15 00:00:00.000,2020-01-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-15 00:00:00.000,2020-01-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-15 00:00:00.000,2020-01-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-15 00:00:00.000,2020-01-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-15 00:00:00.000,2020-01-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-15 00:00:00.000,2020-01-16 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-15 00:00:00.000,2020-01-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-15 00:00:00.000,2020-01-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-15 00:00:00.000,2020-01-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-17 00:00:00.000,2020-01-17 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-16 00:00:00.000,2020-01-16 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-16 00:00:00.000,2020-01-16 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-18 00:00:00.000,2020-01-18 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-16 00:00:00.000,2020-01-16 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-16 00:00:00.000,2020-01-16 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-12 00:00:00.000,2020-01-12 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-10 00:00:00.000,2020-01-10 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-11 00:00:00.000,2020-01-11 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-11 00:00:00.000,2020-01-11 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-11 00:00:00.000,2020-01-11 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-11 00:00:00.000,2020-01-11 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-11 00:00:00.000,2020-01-12 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-14 00:00:00.000,2020-01-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-14 00:00:00.000,2020-01-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-14 00:00:00.000,2020-01-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-10 00:00:00.000,2020-01-10 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-10 00:00:00.000,2020-01-10 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-10 00:00:00.000,2020-01-11 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-10 00:00:00.000,2020-01-10 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-10 00:00:00.000,2020-01-10 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-10 00:00:00.000,2020-01-10 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-10 00:00:00.000,2020-01-10 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-10 00:00:00.000,2020-01-10 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-10 00:00:00.000,2020-01-10 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-10 00:00:00.000,2020-01-10 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-10 00:00:00.000,2020-01-10 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-10 00:00:00.000,2020-01-10 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-12 00:00:00.000,2020-01-12 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-12 00:00:00.000,2020-01-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-12 00:00:00.000,2020-01-12 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-12 00:00:00.000,2020-01-12 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-12 00:00:00.000,2020-01-12 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-12 00:00:00.000,2020-01-12 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-15 00:00:00.000,2020-01-15 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-14 00:00:00.000,2020-01-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-13 00:00:00.000,2020-01-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-14 00:00:00.000,2020-01-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-13 00:00:00.000,2020-01-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-13 00:00:00.000,2020-01-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-13 00:00:00.000,2020-01-13 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-09 00:00:00.000,2020-01-09 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-14 00:00:00.000,2020-01-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-14 00:00:00.000,2020-01-14 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-07 00:00:00.000,2020-01-07 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-07 00:00:00.000,2020-01-07 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-07 00:00:00.000,2020-01-07 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-07 00:00:00.000,2020-01-07 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-07 00:00:00.000,2020-01-07 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-07 00:00:00.000,2020-01-08 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-07 00:00:00.000,2020-01-07 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-07 00:00:00.000,2020-01-07 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-09 00:00:00.000,2020-01-10 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
"10410J","4247538082","HORIZONTAL",2020-01-09 00:00:00.000,2020-01-09 00:00:00.000,"DINT1","INTERMEDIATE",2020-01-07 00:00:00.000
