Year,variable,value
1908,NJ,2403000.0
1909,NJ,2487000.0
1910,NJ,2550000.0
1911,NJ,2610000.0
1912,NJ,2670000.0
1913,NJ,2729000.0
1914,NJ,2789000.0
1915,NJ,2850000.0
1916,NJ,2918000.0
1917,NJ,2976000.0
1918,NJ,3043000.0
1919,NJ,3136000.0
1920,NJ,3198000.0
1921,NJ,3297000.0
1922,NJ,3380000.0
1923,NJ,3472000.0
1924,NJ,3573000.0
1925,NJ,3664000.0
1926,NJ,3758000.0
1927,NJ,3891000.0
1928,NJ,3968000.0
1929,NJ,3989000.0
1930,NJ,4068000.0
1931,NJ,4120000.0
1932,NJ,4120000.0
1933,NJ,4107000.0
1934,NJ,4089000.0
1935,NJ,4085000.0
1936,NJ,4084000.0
1937,NJ,4088000.0
1938,NJ,4100000.0
1939,NJ,4129000.0
1940,NJ,4175000.0
1941,NJ,4254000.0
1942,NJ,4297000.0
1943,NJ,4226000.0
1944,NJ,4158000.0
1945,NJ,4108000.0
1946,NJ,4492000.0
1947,NJ,4618000.0
1948,NJ,4774000.0
1949,NJ,4889000.0
1950,NJ,4872000.0
1951,NJ,5006000.0
1952,NJ,5125000.0
1953,NJ,5229000.0
1954,NJ,5360000.0
1955,NJ,5502000.0
1956,NJ,5615000.0
1957,NJ,5737000.0
1958,NJ,5890000.0
1959,NJ,6015000.0
1960,NJ,6103000.0
1961,NJ,6265000.0
1962,NJ,6376000.0
1963,NJ,6531000.0
1964,NJ,6660000.0
1965,NJ,6767000.0
1966,NJ,6851000.0
1967,NJ,6928000.0
1968,NJ,7005000.0
1969,NJ,7095000.0
1970,NJ,7171112.0
1971,NJ,7281107.0
1972,NJ,7335042.0
1973,NJ,7333083.0
1974,NJ,7332411.0
1975,NJ,7337765.0
1976,NJ,7339745.0
1977,NJ,7337169.0
1978,NJ,7350804.0
1979,NJ,7366512.0
1980,NJ,7376330.0
1981,NJ,7407472.0
1982,NJ,7430968.0
1983,NJ,7467785.0
1984,NJ,7515473.0
1985,NJ,7565528.0
1986,NJ,7622159.0
1987,NJ,7670742.0
1988,NJ,7712333.0
1989,NJ,7726089.0
1990,NJ,7757158.0
1991,NJ,7784269.0
1992,NJ,7827770.0
1993,NJ,7874891.0
1994,NJ,7918796.0
1995,NJ,7965523.0
1996,NJ,8009624.0
1997,NJ,8054178.0
1998,NJ,8095542.0
1999,NJ,8143412.0
2000,NJ,8430621.0
2001,NJ,8492671.0
2002,NJ,8552643.0
2003,NJ,8601402.0
2004,NJ,8634561.0
2005,NJ,8651974.0
2006,NJ,8661679.0
2007,NJ,8677885.0
2008,NJ,8711090.0
2009,NJ,8755602.0
2010,NJ,8803580.0
2011,NJ,8842614.0
2012,NJ,8876000.0
2013,NJ,8911502.0
2014,NJ,8938175.0
2015,NJ,8958013.0
1900,NM,196000.0
1901,NM,206000.0
1902,NM,218000.0
1903,NM,229000.0
1904,NM,242000.0
1905,NM,255000.0
1906,NM,269000.0
1907,NM,283000.0
1908,NM,298000.0
1909,NM,314000.0
1910,NM,329000.0
1911,NM,334000.0
1912,NM,338000.0
1913,NM,344000.0
1914,NM,348000.0
1915,NM,351000.0
1916,NM,354000.0
1917,NM,361000.0
1918,NM,382000.0
1919,NM,362000.0
1920,NM,363000.0
1921,NM,370000.0
1922,NM,375000.0
1923,NM,382000.0
1924,NM,390000.0
1925,NM,396000.0
1926,NM,403000.0
1927,NM,410000.0
1928,NM,416000.0
1929,NM,420000.0
1930,NM,427000.0
1931,NM,436000.0
1932,NM,441000.0
1933,NM,449000.0
1934,NM,461000.0
1935,NM,475000.0
1936,NM,489000.0
1937,NM,503000.0
1938,NM,513000.0
1939,NM,523000.0
1940,NM,531000.0
1941,NM,506000.0
1942,NM,502000.0
1943,NM,534000.0
1944,NM,527000.0
1945,NM,537000.0
1946,NM,561000.0
1947,NM,582000.0
1948,NM,604000.0
1949,NM,644000.0
1950,NM,689000.0
1951,NM,717000.0
1952,NM,735000.0
1953,NM,756000.0
1954,NM,763000.0
1955,NM,785000.0
1956,NM,806000.0
1957,NM,847000.0
1958,NM,886000.0
1959,NM,919000.0
1960,NM,954000.0
1961,NM,965000.0
1962,NM,979000.0
1963,NM,989000.0
1964,NM,1006000.0
1965,NM,1012000.0
1966,NM,1007000.0
1967,NM,1000000.0
1968,NM,994000.0
1969,NM,1011000.0
1970,NM,1017055.0
1971,NM,1053737.0
1972,NM,1078697.0
1973,NM,1105529.0
1974,NM,1131309.0
1975,NM,1159944.0
1976,NM,1189295.0
1977,NM,1215720.0
1978,NM,1238034.0
1979,NM,1284722.0
1980,NM,1309400.0
1981,NM,1332748.0
1982,NM,1363823.0
1983,NM,1394361.0
1984,NM,1416717.0
1985,NM,1438361.0
1986,NM,1462729.0
1987,NM,1478520.0
1988,NM,1490337.0
1989,NM,1503901.0
1990,NM,1519933.0
1991,NM,1547115.0
1992,NM,1580750.0
1993,NM,1614937.0
1994,NM,1653329.0
1995,NM,1682417.0
1996,NM,1706151.0
1997,NM,1722939.0
1998,NM,1733535.0
1999,NM,1739844.0
2000,NM,1821204.0
2001,NM,1831690.0
2002,NM,1855309.0
2003,NM,1877574.0
2004,NM,1903808.0
2005,NM,1932274.0
2006,NM,1962137.0
2007,NM,1990070.0
2008,NM,2010662.0
2009,NM,2036802.0
2010,NM,2064950.0
2011,NM,2078407.0
2012,NM,2084594.0
2013,NM,2086895.0
2014,NM,2085572.0
2015,NM,2085109.0
1900,NV,43000.0
1901,NV,45000.0
1902,NV,49000.0
1903,NV,52000.0
1904,NV,56000.0
1905,NV,59000.0
1906,NV,64000.0
1907,NV,68000.0
1908,NV,73000.0
1909,NV,78000.0
1910,NV,82000.0
1911,NV,81000.0
1912,NV,81000.0
1913,NV,82000.0
1914,NV,83000.0
1915,NV,82000.0
1916,NV,82000.0
1917,NV,81000.0
1918,NV,77000.0
1919,NV,77000.0
1920,NV,78000.0
1921,NV,80000.0
1922,NV,81000.0
1923,NV,82000.0
1924,NV,84000.0
1925,NV,85000.0
1926,NV,87000.0
1927,NV,88000.0
1928,NV,89000.0
1929,NV,90000.0
1930,NV,92000.0
1931,NV,94000.0
1932,NV,96000.0
1933,NV,96000.0
1934,NV,98000.0
1935,NV,100000.0
1936,NV,101000.0
1937,NV,103000.0
1938,NV,105000.0
1939,NV,107000.0
1940,NV,113000.0
1941,NV,120000.0
1942,NV,137000.0
1943,NV,151000.0
1944,NV,153000.0
1945,NV,149000.0
1946,NV,143000.0
1947,NV,149000.0
1948,NV,156000.0
1949,NV,157000.0
1950,NV,162000.0
1951,NV,168000.0
1952,NV,181000.0
1953,NV,195000.0
1954,NV,213000.0
1955,NV,237000.0
1956,NV,250000.0
1957,NV,260000.0
1958,NV,269000.0
1959,NV,279000.0
1960,NV,291000.0
1961,NV,315000.0
1962,NV,352000.0
1963,NV,397000.0
1964,NV,426000.0
1965,NV,444000.0
1966,NV,446000.0
1967,NV,449000.0
1968,NV,464000.0
1969,NV,480000.0
1970,NV,488738.0
1971,NV,520018.0
1972,NV,546789.0
1973,NV,568991.0
1974,NV,596822.0
1975,NV,619972.0
1976,NV,646975.0
1977,NV,678333.0
1978,NV,719436.0
1979,NV,765367.0
1980,NV,810215.0
1981,NV,847655.0
1982,NV,881537.0
1983,NV,901977.0
1984,NV,924922.0
1985,NV,951030.0
1986,NV,980613.0
1987,NV,1023376.0
1988,NV,1075022.0
1989,NV,1137382.0
1990,NV,1218629.0
1991,NV,1285046.0
1992,NV,1330694.0
1993,NV,1380197.0
1994,NV,1456388.0
1995,NV,1525777.0
1996,NV,1596476.0
1997,NV,1675581.0
1998,NV,1743772.0
1999,NV,1809253.0
2000,NV,2018741.0
2001,NV,2098399.0
2002,NV,2173791.0
2003,NV,2248850.0
2004,NV,2346222.0
2005,NV,2432143.0
2006,NV,2522658.0
2007,NV,2601072.0
2008,NV,2653630.0
2009,NV,2684665.0
2010,NV,2703493.0
2011,NV,2718586.0
2012,NV,2755245.0
2013,NV,2791494.0
2014,NV,2839099.0
2015,NV,2890845.0
1900,NY,7283000.0
1901,NY,7449000.0
1902,NY,7612000.0
1903,NY,7771000.0
1904,NY,7927000.0
1905,NY,8084000.0
1906,NY,8289000.0
1907,NY,8499000.0
1908,NY,8714000.0
1909,NY,8935000.0
1910,NY,9137000.0
1911,NY,9249000.0
1912,NY,9361000.0
1913,NY,9473000.0
1914,NY,9585000.0
1915,NY,9700000.0
1916,NY,9848000.0
1917,NY,9993000.0
1918,NY,9936000.0
1919,NY,10252000.0
1920,NY,10282000.0
1921,NY,10416000.0
1922,NY,10589000.0
1923,NY,10752000.0
1924,NY,10953000.0
1925,NY,11186000.0
1926,NY,11257000.0
1927,NY,11174000.0
1928,NY,11599000.0
1929,NY,12171000.0
1930,NY,12647000.0
1931,NY,12848000.0
1932,NY,13001000.0
1933,NY,13126000.0
1934,NY,13253000.0
1935,NY,13375000.0
1936,NY,13481000.0
1937,NY,13511000.0
1938,NY,13512000.0
1939,NY,13523000.0
1940,NY,13456000.0
1941,NY,13267000.0
1942,NY,13002000.0
1943,NY,12807000.0
1944,NY,12628000.0
1945,NY,12495000.0
1946,NY,13398000.0
1947,NY,13982000.0
1948,NY,14497000.0
1949,NY,14892000.0
1950,NY,14865000.0
1951,NY,14890000.0
1952,NY,15192000.0
1953,NY,15527000.0
1954,NY,15814000.0
1955,NY,15966000.0
1956,NY,16112000.0
1957,NY,16374000.0
1958,NY,16601000.0
1959,NY,16685000.0
1960,NY,16838000.0
1961,NY,17061000.0
1962,NY,17301000.0
1963,NY,17461000.0
1964,NY,17589000.0
1965,NY,17734000.0
1966,NY,17843000.0
1967,NY,17935000.0
1968,NY,18051000.0
1969,NY,18105000.0
1970,NY,18241391.0
1971,NY,18357982.0
1972,NY,18339400.0
1973,NY,18177063.0
1974,NY,18049775.0
1975,NY,18003485.0
1976,NY,17940541.0
1977,NY,17812602.0
1978,NY,17680589.0
1979,NY,17583838.0
1980,NY,17566754.0
1981,NY,17567734.0
1982,NY,17589738.0
1983,NY,17686905.0
1984,NY,17745684.0
1985,NY,17791672.0
1986,NY,17833419.0
1987,NY,17868848.0
1988,NY,17941309.0
1989,NY,17983086.0
1990,NY,18002855.0
1991,NY,18029532.0
1992,NY,18082032.0
1993,NY,18140894.0
1994,NY,18156652.0
1995,NY,18150928.0
1996,NY,18143805.0
1997,NY,18143184.0
1998,NY,18159175.0
1999,NY,18196601.0
2000,NY,19001780.0
2001,NY,19082838.0
2002,NY,19137800.0
2003,NY,19175939.0
2004,NY,19171567.0
2005,NY,19132610.0
2006,NY,19104631.0
2007,NY,19132335.0
2008,NY,19212436.0
2009,NY,19307066.0
2010,NY,19400867.0
2011,NY,19521745.0
2012,NY,19607140.0
2013,NY,19695680.0
2014,NY,19746227.0
2015,NY,19795791.0
1900,OH,4161000.0
1901,OH,4216000.0
1902,OH,4322000.0
1903,OH,4386000.0
1904,OH,4458000.0
1905,OH,4530000.0
1906,OH,4587000.0
1907,OH,4630000.0
1908,OH,4677000.0
1909,OH,4701000.0
1910,OH,4786000.0
1911,OH,4821000.0
1912,OH,4893000.0
1913,OH,4997000.0
1914,OH,5109000.0
1915,OH,5251000.0
1916,OH,5366000.0
1917,OH,5510000.0
1918,OH,5547000.0
1919,OH,5683000.0
1920,OH,5799000.0
1921,OH,5921000.0
1922,OH,6054000.0
1923,OH,6183000.0
1924,OH,6319000.0
1925,OH,6434000.0
1926,OH,6504000.0
1927,OH,6577000.0
1928,OH,6608000.0
1929,OH,6626000.0
1930,OH,6662000.0
1931,OH,6694000.0
1932,OH,6717000.0
1933,OH,6740000.0
1934,OH,6751000.0
1935,OH,6787000.0
1936,OH,6801000.0
1937,OH,6809000.0
1938,OH,6837000.0
1939,OH,6886000.0
1940,OH,6929000.0
1941,OH,6958000.0
1942,OH,6969000.0
1943,OH,6868000.0
1944,OH,6918000.0
1945,OH,6916000.0
1946,OH,7512000.0
1947,OH,7705000.0
1948,OH,7876000.0
1949,OH,7973000.0
1950,OH,7980000.0
1951,OH,8061000.0
1952,OH,8275000.0
1953,OH,8591000.0
1954,OH,8873000.0
1955,OH,9017000.0
1956,OH,9207000.0
1957,OH,9410000.0
1958,OH,9599000.0
1959,OH,9671000.0
1960,OH,9734000.0
1961,OH,9854000.0
1962,OH,9929000.0
1963,OH,9986000.0
1964,OH,10080000.0
1965,OH,10201000.0
1966,OH,10330000.0
1967,OH,10414000.0
1968,OH,10516000.0
1969,OH,10563000.0
1970,OH,10657423.0
1971,OH,10734818.0
1972,OH,10746993.0
1973,OH,10767314.0
1974,OH,10765759.0
1975,OH,10770425.0
1976,OH,10752662.0
1977,OH,10771394.0
1978,OH,10795581.0
1979,OH,10798298.0
1980,OH,10800650.0
1981,OH,10788330.0
1982,OH,10757087.0
1983,OH,10737632.0
1984,OH,10737746.0
1985,OH,10734926.0
1986,OH,10730268.0
1987,OH,10760090.0
1988,OH,10798552.0
1989,OH,10829217.0
1990,OH,10861837.0
1991,OH,10933683.0
1992,OH,11007609.0
1993,OH,11070385.0
1994,OH,11111451.0
1995,OH,11155493.0
1996,OH,11187032.0
1997,OH,11212498.0
1998,OH,11237752.0
1999,OH,11256654.0
2000,OH,11363543.0
2001,OH,11387404.0
2002,OH,11407889.0
2003,OH,11434788.0
2004,OH,11452251.0
2005,OH,11463320.0
2006,OH,11481213.0
2007,OH,11500468.0
2008,OH,11515391.0
2009,OH,11528896.0
2010,OH,11540070.0
2011,OH,11544757.0
2012,OH,11550901.0
2013,OH,11572005.0
2014,OH,11594163.0
2015,OH,11613423.0
1900,OK,800000.0
1901,OK,916000.0
1902,OK,1027000.0
1903,OK,1118000.0
1904,OK,1200000.0
1905,OK,1277000.0
1906,OK,1349000.0
1907,OK,1414000.0
1908,OK,1498000.0
1909,OK,1585000.0
1910,OK,1671000.0
1911,OK,1714000.0
1912,OK,1737000.0
1913,OK,1777000.0
1914,OK,1824000.0
1915,OK,1860000.0
1916,OK,1907000.0
1917,OK,1960000.0
1918,OK,1969000.0
1919,OK,2003000.0
1920,OK,2055000.0
1921,OK,2108000.0
1922,OK,2140000.0
1923,OK,2159000.0
1924,OK,2179000.0
1925,OK,2216000.0
1926,OK,2256000.0
1927,OK,2306000.0
1928,OK,2344000.0
1929,OK,2372000.0
1930,OK,2401000.0
1931,OK,2403000.0
1932,OK,2394000.0
1933,OK,2392000.0
1934,OK,2391000.0
1935,OK,2386000.0
1936,OK,2365000.0
1937,OK,2334000.0
1938,OK,2324000.0
1939,OK,2333000.0
1940,OK,2325000.0
1941,OK,2262000.0
1942,OK,2215000.0
1943,OK,2205000.0
1944,OK,2043000.0
1945,OK,2028000.0
1946,OK,2128000.0
1947,OK,2133000.0
1948,OK,2089000.0
1949,OK,2105000.0
1950,OK,2229000.0
1951,OK,2210000.0
1952,OK,2219000.0
1953,OK,2182000.0
1954,OK,2209000.0
1955,OK,2250000.0
1956,OK,2273000.0
1957,OK,2282000.0
1958,OK,2267000.0
1959,OK,2289000.0
1960,OK,2336000.0
1961,OK,2380000.0
1962,OK,2427000.0
1963,OK,2439000.0
1964,OK,2446000.0
1965,OK,2440000.0
1966,OK,2454000.0
1967,OK,2489000.0
1968,OK,2503000.0
1969,OK,2535000.0
1970,OK,2559463.0
1971,OK,2618601.0
1972,OK,2658646.0
1973,OK,2695931.0
1974,OK,2734768.0
1975,OK,2774683.0
1976,OK,2826815.0
1977,OK,2870014.0
1978,OK,2917336.0
1979,OK,2975310.0
1980,OK,3040758.0
1981,OK,3096164.0
1982,OK,3206123.0
1983,OK,3290402.0
1984,OK,3285533.0
1985,OK,3271332.0
1986,OK,3252735.0
1987,OK,3210122.0
1988,OK,3167057.0
1989,OK,3150307.0
1990,OK,3147105.0
1991,OK,3166471.0
1992,OK,3204174.0
1993,OK,3228829.0
1994,OK,3246119.0
1995,OK,3265547.0
1996,OK,3289634.0
1997,OK,3314259.0
1998,OK,3339478.0
1999,OK,3358044.0
2000,OK,3454365.0
2001,OK,3467100.0
2002,OK,3489080.0
2003,OK,3504892.0
2004,OK,3525233.0
2005,OK,3548597.0
2006,OK,3594090.0
2007,OK,3634349.0
2008,OK,3668976.0
2009,OK,3717572.0
2010,OK,3759481.0
2011,OK,3786527.0
2012,OK,3817059.0
2013,OK,3853118.0
2014,OK,3878051.0
2015,OK,3911338.0
1900,OR,415000.0
1901,OR,434000.0
1902,OR,454000.0
1903,OR,479000.0
1904,OR,504000.0
1905,OR,530000.0
1906,OR,555000.0
1907,OR,580000.0
1908,OR,610000.0
1909,OR,643000.0
1910,OR,677000.0
1911,OR,692000.0
1912,OR,706000.0
1913,OR,722000.0
1914,OR,736000.0
1915,OR,745000.0
1916,OR,756000.0
1917,OR,763000.0
1918,OR,763000.0
1919,OR,774000.0
1920,OR,788000.0
1921,OR,798000.0
1922,OR,814000.0
1923,OR,833000.0
1924,OR,856000.0
1925,OR,883000.0
1926,OR,905000.0
1927,OR,925000.0
1928,OR,936000.0
1929,OR,947000.0
1930,OR,956000.0
1931,OR,966000.0
1932,OR,972000.0
1933,OR,978000.0
1934,OR,985000.0
1935,OR,1001000.0
1936,OR,1025000.0
1937,OR,1048000.0
1938,OR,1067000.0
1939,OR,1081000.0
1940,OR,1086000.0
1941,OR,1071000.0
1942,OR,1107000.0
1943,OR,1221000.0
1944,OR,1233000.0
1945,OR,1250000.0
1946,OR,1338000.0
1947,OR,1361000.0
1948,OR,1405000.0
1949,OR,1431000.0
1950,OR,1532000.0
1951,OR,1556000.0
1952,OR,1582000.0
1953,OR,1601000.0
1954,OR,1626000.0
1955,OR,1659000.0
1956,OR,1698000.0
1957,OR,1712000.0
1958,OR,1718000.0
1959,OR,1746000.0
1960,OR,1772000.0
1961,OR,1787000.0
1962,OR,1818000.0
1963,OR,1853000.0
1964,OR,1888000.0
1965,OR,1937000.0
1966,OR,1969000.0
1967,OR,1979000.0
1968,OR,2004000.0
1969,OR,2062000.0
1970,OR,2091533.0
1971,OR,2151022.0
1972,OR,2197297.0
1973,OR,2241932.0
1974,OR,2285013.0
1975,OR,2329661.0
1976,OR,2378262.0
1977,OR,2446673.0
1978,OR,2518298.0
1979,OR,2588012.0
1980,OR,2641218.0
1981,OR,2667982.0
1982,OR,2664922.0
1983,OR,2653066.0
1984,OR,2666588.0
1985,OR,2672652.0
1986,OR,2683528.0
1987,OR,2700991.0
1988,OR,2741297.0
1989,OR,2790575.0
1990,OR,2858547.0
1991,OR,2918745.0
1992,OR,2973934.0
1993,OR,3034490.0
1994,OR,3087142.0
1995,OR,3141421.0
1996,OR,3195087.0
1997,OR,3243254.0
1998,OR,3282055.0
1999,OR,3316154.0
2000,OR,3429708.0
2001,OR,3467937.0
2002,OR,3513424.0
2003,OR,3547376.0
2004,OR,3569463.0
2005,OR,3613202.0
2006,OR,3670883.0
2007,OR,3722417.0
2008,OR,3768748.0
2009,OR,3808600.0
2010,OR,3837083.0
2011,OR,3867644.0
2012,OR,3898684.0
2013,OR,3928068.0
2014,OR,3970239.0
2015,OR,4028977.0
1900,PA,6313000.0
1901,PA,6439000.0
1902,PA,6567000.0
1903,PA,6699000.0
1904,PA,6833000.0
1905,PA,6970000.0
1906,PA,7110000.0
1907,PA,7253000.0
1908,PA,7398000.0
1909,PA,7546000.0
1910,PA,7706000.0
1911,PA,7850000.0
1912,PA,7986000.0
1913,PA,8139000.0
1914,PA,8276000.0
1915,PA,8362000.0
1916,PA,8463000.0
1917,PA,8578000.0
1918,PA,8524000.0
1919,PA,8643000.0
1920,PA,8740000.0
1921,PA,8900000.0
1922,PA,8982000.0
1923,PA,9148000.0
1924,PA,9383000.0
1925,PA,9478000.0
1926,PA,9594000.0
1927,PA,9745000.0
1928,PA,9802000.0
1929,PA,9723000.0
1930,PA,9649000.0
1931,PA,9707000.0
1932,PA,9764000.0
1933,PA,9784000.0
1934,PA,9795000.0
1935,PA,9774000.0
1936,PA,9767000.0
1937,PA,9790000.0
1938,PA,9952000.0
1939,PA,9901000.0
1940,PA,9896000.0
1941,PA,9911000.0
1942,PA,9704000.0
1943,PA,9444000.0
1944,PA,9214000.0
1945,PA,9143000.0
1946,PA,9866000.0
1947,PA,10196000.0
1948,PA,10287000.0
1949,PA,10390000.0
1950,PA,10507000.0
1951,PA,10461000.0
1952,PA,10503000.0
1953,PA,10662000.0
1954,PA,10817000.0
1955,PA,10939000.0
1956,PA,10972000.0
1957,PA,10954000.0
1958,PA,11058000.0
1959,PA,11234000.0
1960,PA,11329000.0
1961,PA,11392000.0
1962,PA,11355000.0
1963,PA,11424000.0
1964,PA,11519000.0
1965,PA,11620000.0
1966,PA,11664000.0
1967,PA,11681000.0
1968,PA,11741000.0
1969,PA,11741000.0
1970,PA,11800766.0
1971,PA,11886400.0
1972,PA,11908233.0
1973,PA,11890527.0
1974,PA,11870884.0
1975,PA,11906095.0
1976,PA,11897378.0
1977,PA,11893591.0
1978,PA,11879396.0
1979,PA,11887975.0
1980,PA,11868305.0
1981,PA,11858567.0
1982,PA,11845146.0
1983,PA,11837723.0
1984,PA,11815172.0
1985,PA,11770862.0
1986,PA,11782752.0
1987,PA,11810866.0
1988,PA,11845752.0
1989,PA,11865996.0
1990,PA,11895604.0
1991,PA,11943160.0
1992,PA,11980819.0
1993,PA,12022128.0
1994,PA,12042545.0
1995,PA,12044780.0
1996,PA,12038008.0
1997,PA,12015888.0
1998,PA,12002329.0
1999,PA,11994016.0
2000,PA,12284173.0
2001,PA,12298970.0
2002,PA,12331031.0
2003,PA,12374658.0
2004,PA,12410722.0
2005,PA,12449990.0
2006,PA,12510809.0
2007,PA,12563937.0
2008,PA,12612285.0
2009,PA,12666858.0
2010,PA,12711077.0
2011,PA,12743995.0
2012,PA,12770043.0
2013,PA,12781296.0
2014,PA,12787209.0
2015,PA,12802503.0
1900,RI,430000.0
1901,RI,441000.0
1902,RI,450000.0
1903,RI,460000.0
1904,RI,471000.0
1905,RI,481000.0
1906,RI,492000.0
1907,RI,505000.0
1908,RI,519000.0
1909,RI,532000.0
1910,RI,545000.0
1911,RI,556000.0
1912,RI,567000.0
1913,RI,578000.0
1914,RI,589000.0
1915,RI,597000.0
1916,RI,598000.0
1917,RI,606000.0
1918,RI,604000.0
1919,RI,603000.0
1920,RI,613000.0
1921,RI,629000.0
1922,RI,644000.0
1923,RI,656000.0
1924,RI,669000.0
1925,RI,680000.0
1926,RI,681000.0
1927,RI,677000.0
1928,RI,678000.0
1929,RI,684000.0
1930,RI,686000.0
1931,RI,681000.0
1932,RI,677000.0
1933,RI,675000.0
1934,RI,675000.0
1935,RI,678000.0
1936,RI,686000.0
1937,RI,694000.0
1938,RI,694000.0
1939,RI,701000.0
1940,RI,719000.0
1941,RI,731000.0
1942,RI,748000.0
1943,RI,760000.0
1944,RI,795000.0
1945,RI,776000.0
1946,RI,770000.0
1947,RI,776000.0
1948,RI,787000.0
1949,RI,801000.0
1950,RI,786000.0
1951,RI,784000.0
1952,RI,802000.0
1953,RI,815000.0
1954,RI,816000.0
1955,RI,823000.0
1956,RI,840000.0
1957,RI,851000.0
1958,RI,858000.0
1959,RI,857000.0
1960,RI,855000.0
1961,RI,858000.0
1962,RI,871000.0
1963,RI,876000.0
1964,RI,885000.0
1965,RI,893000.0
1966,RI,899000.0
1967,RI,909000.0
1968,RI,922000.0
1969,RI,932000.0
1970,RI,949723.0
1971,RI,963107.0
1972,RI,974790.0
1973,RI,975738.0
1974,RI,950615.0
1975,RI,942788.0
1976,RI,946089.0
1977,RI,950230.0
1978,RI,951816.0
1979,RI,950382.0
1980,RI,948773.0
1981,RI,953013.0
1982,RI,954170.0
1983,RI,956382.0
1984,RI,961894.0
1985,RI,968955.0
1986,RI,977341.0
1987,RI,989604.0
1988,RI,996408.0
1989,RI,1000666.0
1990,RI,1004649.0
1991,RI,1003990.0
1992,RI,1000571.0
1993,RI,997852.0
1994,RI,993412.0
1995,RI,989203.0
1996,RI,987858.0
1997,RI,986966.0
1998,RI,987704.0
1999,RI,990819.0
2000,RI,1050268.0
2001,RI,1057142.0
2002,RI,1065995.0
2003,RI,1071342.0
2004,RI,1074579.0
2005,RI,1067916.0
2006,RI,1063096.0
2007,RI,1057315.0
2008,RI,1055003.0
2009,RI,1053646.0
2010,RI,1053078.0
2011,RI,1052020.0
2012,RI,1052637.0
2013,RI,1053354.0
2014,RI,1055173.0
2015,RI,1056298.0
1900,SC,1342000.0
1901,SC,1361000.0
1902,SC,1379000.0
1903,SC,1397000.0
1904,SC,1415000.0
1905,SC,1433000.0
1906,SC,1451000.0
1907,SC,1468000.0
1908,SC,1485000.0
1909,SC,1502000.0
1910,SC,1523000.0
1911,SC,1548000.0
1912,SC,1572000.0
1913,SC,1599000.0
1914,SC,1622000.0
1915,SC,1635000.0
1916,SC,1650000.0
1917,SC,1675000.0
1918,SC,1746000.0
1919,SC,1687000.0
1920,SC,1685000.0
1921,SC,1693000.0
1922,SC,1692000.0
1923,SC,1699000.0
1924,SC,1710000.0
1925,SC,1718000.0
1926,SC,1726000.0
1927,SC,1736000.0
1928,SC,1739000.0
1929,SC,1739000.0
1930,SC,1745000.0
1931,SC,1753000.0
1932,SC,1748000.0
1933,SC,1752000.0
1934,SC,1760000.0
1935,SC,1769000.0
1936,SC,1781000.0
1937,SC,1802000.0
1938,SC,1834000.0
1939,SC,1872000.0
1940,SC,1902000.0
1941,SC,1962000.0
1942,SC,2007000.0
1943,SC,1967000.0
1944,SC,1943000.0
1945,SC,1934000.0
1946,SC,1936000.0
1947,SC,1992000.0
1948,SC,1996000.0
1949,SC,2029000.0
1950,SC,2113000.0
1951,SC,2167000.0
1952,SC,2178000.0
1953,SC,2181000.0
1954,SC,2176000.0
1955,SC,2200000.0
1956,SC,2229000.0
1957,SC,2274000.0
1958,SC,2304000.0
1959,SC,2348000.0
1960,SC,2392000.0
1961,SC,2409000.0
1962,SC,2423000.0
1963,SC,2460000.0
1964,SC,2475000.0
1965,SC,2494000.0
1966,SC,2520000.0
1967,SC,2533000.0
1968,SC,2559000.0
1969,SC,2570000.0
1970,SC,2590713.0
1971,SC,2662269.0
1972,SC,2719197.0
1973,SC,2776605.0
1974,SC,2844749.0
1975,SC,2902028.0
1976,SC,2943657.0
1977,SC,2991681.0
1978,SC,3044364.0
1979,SC,3090267.0
1980,SC,3134502.0
1981,SC,3179255.0
1982,SC,3207614.0
1983,SC,3234066.0
1984,SC,3271868.0
1985,SC,3303209.0
1986,SC,3342758.0
1987,SC,3380506.0
1988,SC,3412096.0
1989,SC,3456775.0
1990,SC,3499064.0
1991,SC,3559470.0
1992,SC,3600576.0
1993,SC,3634507.0
1994,SC,3666456.0
1995,SC,3699943.0
1996,SC,3738974.0
1997,SC,3790066.0
1998,SC,3839578.0
1999,SC,3885736.0
2000,SC,4024223.0
2001,SC,4064995.0
2002,SC,4107795.0
2003,SC,4150297.0
2004,SC,4210921.0
2005,SC,4270150.0
2006,SC,4357847.0
2007,SC,4444110.0
2008,SC,4528996.0
2009,SC,4589872.0
2010,SC,4636290.0
2011,SC,4673054.0
2012,SC,4722621.0
2013,SC,4771929.0
2014,SC,4832482.0
2015,SC,4896146.0
1900,SD,403000.0
1901,SD,418000.0
1902,SD,431000.0
1903,SD,437000.0
1904,SD,452000.0
1905,SD,461000.0
1906,SD,477000.0
1907,SD,498000.0
1908,SD,527000.0
1909,SD,553000.0
1910,SD,590000.0
1911,SD,602000.0
1912,SD,592000.0
1913,SD,584000.0
1914,SD,581000.0
1915,SD,585000.0
1916,SD,595000.0
1917,SD,599000.0
1918,SD,570000.0
1919,SD,606000.0
1920,SD,640000.0
1921,SD,652000.0
1922,SD,660000.0
1923,SD,669000.0
1924,SD,673000.0
1925,SD,682000.0
1926,SD,683000.0
1927,SD,682000.0
1928,SD,685000.0
1929,SD,690000.0
1930,SD,693000.0
