Date,Province,Electricity Distributed Gwh
2011-01-01 00:00:00.000,"Mpumalanga",2822
2011-02-01 00:00:00.000,"Mpumalanga",2649
2011-03-01 00:00:00.000,"Mpumalanga",2870
2011-04-01 00:00:00.000,"Mpumalanga",2707
2011-05-01 00:00:00.000,"Mpumalanga",2834
2011-06-01 00:00:00.000,"Mpumalanga",2725
2011-07-01 00:00:00.000,"Mpumalanga",2647
2011-08-01 00:00:00.000,"Mpumalanga",2681
2011-09-01 00:00:00.000,"Mpumalanga",2656
2011-10-01 00:00:00.000,"Mpumalanga",2826
2011-11-01 00:00:00.000,"Mpumalanga",2778
2011-12-01 00:00:00.000,"Mpumalanga",2822
2012-01-01 00:00:00.000,"Mpumalanga",2760
2012-02-01 00:00:00.000,"Mpumalanga",2638
2012-03-01 00:00:00.000,"Mpumalanga",2801
2012-04-01 00:00:00.000,"Mpumalanga",2776
2012-05-01 00:00:00.000,"Mpumalanga",2890
2012-06-01 00:00:00.000,"Mpumalanga",2810
2012-07-01 00:00:00.000,"Mpumalanga",2829
2012-08-01 00:00:00.000,"Mpumalanga",2739
2012-09-01 00:00:00.000,"Mpumalanga",2658
2012-10-01 00:00:00.000,"Mpumalanga",2846
2012-11-01 00:00:00.000,"Mpumalanga",2820
2012-12-01 00:00:00.000,"Mpumalanga",2693
2013-01-01 00:00:00.000,"Mpumalanga",2650
2013-02-01 00:00:00.000,"Mpumalanga",2430
2013-03-01 00:00:00.000,"Mpumalanga",2643
2013-04-01 00:00:00.000,"Mpumalanga",2567
2013-05-01 00:00:00.000,"Mpumalanga",2712
2013-06-01 00:00:00.000,"Mpumalanga",2815
2013-07-01 00:00:00.000,"Mpumalanga",2893
2013-08-01 00:00:00.000,"Mpumalanga",2865
2013-09-01 00:00:00.000,"Mpumalanga",2669
2013-10-01 00:00:00.000,"Mpumalanga",2864
2013-11-01 00:00:00.000,"Mpumalanga",2715
2013-12-01 00:00:00.000,"Mpumalanga",2739
2014-01-01 00:00:00.000,"Mpumalanga",2905
2014-02-01 00:00:00.000,"Mpumalanga",2660
2014-03-01 00:00:00.000,"Mpumalanga",2948
2014-04-01 00:00:00.000,"Mpumalanga",2866
2014-05-01 00:00:00.000,"Mpumalanga",2981
2014-06-01 00:00:00.000,"Mpumalanga",2871
2014-07-01 00:00:00.000,"Mpumalanga",3011
2014-08-01 00:00:00.000,"Mpumalanga",2934
2014-09-01 00:00:00.000,"Mpumalanga",2866
2014-10-01 00:00:00.000,"Mpumalanga",2753
2014-11-01 00:00:00.000,"Mpumalanga",2793
2014-12-01 00:00:00.000,"Mpumalanga",2843
2015-01-01 00:00:00.000,"Mpumalanga",2929
2015-02-01 00:00:00.000,"Mpumalanga",2657
2015-03-01 00:00:00.000,"Mpumalanga",2936
2015-04-01 00:00:00.000,"Mpumalanga",2839
2015-05-01 00:00:00.000,"Mpumalanga",2841
2015-06-01 00:00:00.000,"Mpumalanga",2773
2015-07-01 00:00:00.000,"Mpumalanga",2777
2015-08-01 00:00:00.000,"Mpumalanga",2636
2015-09-01 00:00:00.000,"Mpumalanga",2642
2015-10-01 00:00:00.000,"Mpumalanga",2756
2015-11-01 00:00:00.000,"Mpumalanga",2672
2015-12-01 00:00:00.000,"Mpumalanga",2753
2016-01-01 00:00:00.000,"Mpumalanga",2755
2016-02-01 00:00:00.000,"Mpumalanga",2590
2016-03-01 00:00:00.000,"Mpumalanga",2743
2016-04-01 00:00:00.000,"Mpumalanga",2757
2016-05-01 00:00:00.000,"Mpumalanga",2829
2016-06-01 00:00:00.000,"Mpumalanga",2616
2016-07-01 00:00:00.000,"Mpumalanga",2696
2016-08-01 00:00:00.000,"Mpumalanga",2655
2016-09-01 00:00:00.000,"Mpumalanga",2596
2016-10-01 00:00:00.000,"Mpumalanga",2795
2016-11-01 00:00:00.000,"Mpumalanga",2725
2016-12-01 00:00:00.000,"Mpumalanga",2749
2017-01-01 00:00:00.000,"Mpumalanga",2760
2017-02-01 00:00:00.000,"Mpumalanga",2475
2017-03-01 00:00:00.000,"Mpumalanga",2744
2017-04-01 00:00:00.000,"Mpumalanga",2709
2017-05-01 00:00:00.000,"Mpumalanga",2842
2017-06-01 00:00:00.000,"Mpumalanga",2727
2017-07-01 00:00:00.000,"Mpumalanga",2710
2017-08-01 00:00:00.000,"Mpumalanga",2719
2017-09-01 00:00:00.000,"Mpumalanga",2641
2017-10-01 00:00:00.000,"Mpumalanga",2798
2017-11-01 00:00:00.000,"Mpumalanga",2768
2017-12-01 00:00:00.000,"Mpumalanga",2813
2018-01-01 00:00:00.000,"Mpumalanga",2841
2018-02-01 00:00:00.000,"Mpumalanga",2582
2018-03-01 00:00:00.000,"Mpumalanga",2849
2018-04-01 00:00:00.000,"Mpumalanga",2608
2018-05-01 00:00:00.000,"Mpumalanga",2890
2018-06-01 00:00:00.000,"Mpumalanga",2759
2018-07-01 00:00:00.000,"Mpumalanga",2802
2018-08-01 00:00:00.000,"Mpumalanga",2740
2018-09-01 00:00:00.000,"Mpumalanga",2429
2018-10-01 00:00:00.000,"Mpumalanga",2824
2018-11-01 00:00:00.000,"Mpumalanga",2768
2018-12-01 00:00:00.000,"Mpumalanga",2757
2019-01-01 00:00:00.000,"Mpumalanga",2819
2019-02-01 00:00:00.000,"Mpumalanga",2486
2019-03-01 00:00:00.000,"Mpumalanga",2714
2019-04-01 00:00:00.000,"Mpumalanga",2714
2019-05-01 00:00:00.000,"Mpumalanga",2877
2019-06-01 00:00:00.000,"Mpumalanga",2783
2019-07-01 00:00:00.000,"Mpumalanga",2726
2019-08-01 00:00:00.000,"Mpumalanga",2667
2019-09-01 00:00:00.000,"Mpumalanga",2600
2019-10-01 00:00:00.000,"Mpumalanga",2783
2019-11-01 00:00:00.000,"Mpumalanga",2686
2019-12-01 00:00:00.000,"Mpumalanga",2625
2020-01-01 00:00:00.000,"Mpumalanga",2764
2020-02-01 00:00:00.000,"Mpumalanga",2560
2020-03-01 00:00:00.000,"Mpumalanga",2695
2020-04-01 00:00:00.000,"Mpumalanga",2221
2020-05-01 00:00:00.000,"Mpumalanga",2460
2020-06-01 00:00:00.000,"Mpumalanga",2616
2002-01-01 00:00:00.000,"Limpopo",950
2002-02-01 00:00:00.000,"Limpopo",875
2002-03-01 00:00:00.000,"Limpopo",968
2002-04-01 00:00:00.000,"Limpopo",919
2002-05-01 00:00:00.000,"Limpopo",1016
2002-06-01 00:00:00.000,"Limpopo",969
2002-07-01 00:00:00.000,"Limpopo",1042
2002-08-01 00:00:00.000,"Limpopo",1049
2002-09-01 00:00:00.000,"Limpopo",1004
2002-10-01 00:00:00.000,"Limpopo",1040
2002-11-01 00:00:00.000,"Limpopo",1005
2002-12-01 00:00:00.000,"Limpopo",1017
2003-01-01 00:00:00.000,"Limpopo",1006
2003-02-01 00:00:00.000,"Limpopo",943
2003-03-01 00:00:00.000,"Limpopo",1058
2003-04-01 00:00:00.000,"Limpopo",1026
2003-05-01 00:00:00.000,"Limpopo",1083
2003-06-01 00:00:00.000,"Limpopo",1050
2003-07-01 00:00:00.000,"Limpopo",1098
2003-08-01 00:00:00.000,"Limpopo",1095
2003-09-01 00:00:00.000,"Limpopo",1057
2003-10-01 00:00:00.000,"Limpopo",1097
2003-11-01 00:00:00.000,"Limpopo",1067
2003-12-01 00:00:00.000,"Limpopo",1066
2004-01-01 00:00:00.000,"Limpopo",1086
2004-02-01 00:00:00.000,"Limpopo",1028
2004-03-01 00:00:00.000,"Limpopo",1107
2004-04-01 00:00:00.000,"Limpopo",1075
2004-05-01 00:00:00.000,"Limpopo",1125
2004-06-01 00:00:00.000,"Limpopo",1120
2004-07-01 00:00:00.000,"Limpopo",1150
2004-08-01 00:00:00.000,"Limpopo",1160
2004-09-01 00:00:00.000,"Limpopo",1106
2004-10-01 00:00:00.000,"Limpopo",1089
2004-11-01 00:00:00.000,"Limpopo",1117
2004-12-01 00:00:00.000,"Limpopo",1130
2005-01-01 00:00:00.000,"Limpopo",1140
2005-02-01 00:00:00.000,"Limpopo",1035
2005-03-01 00:00:00.000,"Limpopo",1145
2005-04-01 00:00:00.000,"Limpopo",1130
2005-05-01 00:00:00.000,"Limpopo",1202
2005-06-01 00:00:00.000,"Limpopo",1174
2005-07-01 00:00:00.000,"Limpopo",1201
2005-08-01 00:00:00.000,"Limpopo",1210
2005-09-01 00:00:00.000,"Limpopo",1149
2005-10-01 00:00:00.000,"Limpopo",1167
2005-11-01 00:00:00.000,"Limpopo",1104
2005-12-01 00:00:00.000,"Limpopo",1138
2006-01-01 00:00:00.000,"Limpopo",1178
2006-02-01 00:00:00.000,"Limpopo",1071
2006-03-01 00:00:00.000,"Limpopo",1164
2006-04-01 00:00:00.000,"Limpopo",1159
2006-05-01 00:00:00.000,"Limpopo",1253
2006-06-01 00:00:00.000,"Limpopo",1273
2006-07-01 00:00:00.000,"Limpopo",1282
2006-08-01 00:00:00.000,"Limpopo",1279
2006-09-01 00:00:00.000,"Limpopo",1287
2006-10-01 00:00:00.000,"Limpopo",1372
2006-11-01 00:00:00.000,"Limpopo",1300
2006-12-01 00:00:00.000,"Limpopo",1362
2007-01-01 00:00:00.000,"Limpopo",1370
2007-02-01 00:00:00.000,"Limpopo",1311
2007-03-01 00:00:00.000,"Limpopo",1422
2007-04-01 00:00:00.000,"Limpopo",1296
2007-05-01 00:00:00.000,"Limpopo",1413
2007-06-01 00:00:00.000,"Limpopo",1380
2007-07-01 00:00:00.000,"Limpopo",1410
2007-08-01 00:00:00.000,"Limpopo",1375
2007-09-01 00:00:00.000,"Limpopo",1349
2007-10-01 00:00:00.000,"Limpopo",1369
2007-11-01 00:00:00.000,"Limpopo",1350
2007-12-01 00:00:00.000,"Limpopo",1357
2008-01-01 00:00:00.000,"Limpopo",1283
2008-02-01 00:00:00.000,"Limpopo",1252
2008-03-01 00:00:00.000,"Limpopo",1328
2008-04-01 00:00:00.000,"Limpopo",1341
2008-05-01 00:00:00.000,"Limpopo",1426
2008-06-01 00:00:00.000,"Limpopo",1412
2008-07-01 00:00:00.000,"Limpopo",1500
2008-08-01 00:00:00.000,"Limpopo",1486
2008-09-01 00:00:00.000,"Limpopo",1424
2008-10-01 00:00:00.000,"Limpopo",1453
2008-11-01 00:00:00.000,"Limpopo",1224
2008-12-01 00:00:00.000,"Limpopo",1212
2009-01-01 00:00:00.000,"Limpopo",1218
2009-02-01 00:00:00.000,"Limpopo",1111
2009-03-01 00:00:00.000,"Limpopo",1300
2009-04-01 00:00:00.000,"Limpopo",1267
2009-05-01 00:00:00.000,"Limpopo",1381
2009-06-01 00:00:00.000,"Limpopo",1325
2009-07-01 00:00:00.000,"Limpopo",1387
2009-08-01 00:00:00.000,"Limpopo",1390
2009-09-01 00:00:00.000,"Limpopo",1448
2009-10-01 00:00:00.000,"Limpopo",1468
2009-11-01 00:00:00.000,"Limpopo",1394
2009-12-01 00:00:00.000,"Limpopo",1419
2010-01-01 00:00:00.000,"Limpopo",1477
2010-02-01 00:00:00.000,"Limpopo",1374
2010-03-01 00:00:00.000,"Limpopo",1541
2010-04-01 00:00:00.000,"Limpopo",1455
2010-05-01 00:00:00.000,"Limpopo",1543
2010-06-01 00:00:00.000,"Limpopo",1512
2010-07-01 00:00:00.000,"Limpopo",1527
2010-08-01 00:00:00.000,"Limpopo",1499
2010-09-01 00:00:00.000,"Limpopo",1513
2010-10-01 00:00:00.000,"Limpopo",1575
2010-11-01 00:00:00.000,"Limpopo",1523
2010-12-01 00:00:00.000,"Limpopo",1540
2011-01-01 00:00:00.000,"Limpopo",1545
2011-02-01 00:00:00.000,"Limpopo",1450
2011-03-01 00:00:00.000,"Limpopo",1598
2011-04-01 00:00:00.000,"Limpopo",1507
2011-05-01 00:00:00.000,"Limpopo",1584
2011-06-01 00:00:00.000,"Limpopo",1571
2011-07-01 00:00:00.000,"Limpopo",1458
2011-08-01 00:00:00.000,"Limpopo",1428
2011-09-01 00:00:00.000,"Limpopo",1617
2011-10-01 00:00:00.000,"Limpopo",1668
2011-11-01 00:00:00.000,"Limpopo",1622
2011-12-01 00:00:00.000,"Limpopo",1605
2012-01-01 00:00:00.000,"Limpopo",1604
2012-02-01 00:00:00.000,"Limpopo",1583
2012-03-01 00:00:00.000,"Limpopo",1568
2012-04-01 00:00:00.000,"Limpopo",1450
2012-05-01 00:00:00.000,"Limpopo",1524
2012-06-01 00:00:00.000,"Limpopo",1494
2012-07-01 00:00:00.000,"Limpopo",1497
2012-08-01 00:00:00.000,"Limpopo",1500
2012-09-01 00:00:00.000,"Limpopo",1529
2012-10-01 00:00:00.000,"Limpopo",1554
2012-11-01 00:00:00.000,"Limpopo",1547
2012-12-01 00:00:00.000,"Limpopo",1502
2013-01-01 00:00:00.000,"Limpopo",1471
2013-02-01 00:00:00.000,"Limpopo",1367
2013-03-01 00:00:00.000,"Limpopo",1476
2013-04-01 00:00:00.000,"Limpopo",1445
2013-05-01 00:00:00.000,"Limpopo",1504
2013-06-01 00:00:00.000,"Limpopo",1588
2013-07-01 00:00:00.000,"Limpopo",1674
2013-08-01 00:00:00.000,"Limpopo",1664
2013-09-01 00:00:00.000,"Limpopo",1672
2013-10-01 00:00:00.000,"Limpopo",1647
2013-11-01 00:00:00.000,"Limpopo",1580
2013-12-01 00:00:00.000,"Limpopo",1605
2014-01-01 00:00:00.000,"Limpopo",1604
2014-02-01 00:00:00.000,"Limpopo",1444
2014-03-01 00:00:00.000,"Limpopo",1562
2014-04-01 00:00:00.000,"Limpopo",1582
2014-05-01 00:00:00.000,"Limpopo",1645
2014-06-01 00:00:00.000,"Limpopo",1647
2014-07-01 00:00:00.000,"Limpopo",1707
2014-08-01 00:00:00.000,"Limpopo",1691
2014-09-01 00:00:00.000,"Limpopo",1686
2014-10-01 00:00:00.000,"Limpopo",1746
2014-11-01 00:00:00.000,"Limpopo",1707
2014-12-01 00:00:00.000,"Limpopo",1734
2015-01-01 00:00:00.000,"Limpopo",1709
2015-02-01 00:00:00.000,"Limpopo",1551
2015-03-01 00:00:00.000,"Limpopo",1649
2015-04-01 00:00:00.000,"Limpopo",1619
2015-05-01 00:00:00.000,"Limpopo",1698
2015-06-01 00:00:00.000,"Limpopo",1643
2015-07-01 00:00:00.000,"Limpopo",1610
2015-08-01 00:00:00.000,"Limpopo",1599
2015-09-01 00:00:00.000,"Limpopo",1660
2015-10-01 00:00:00.000,"Limpopo",1776
2015-11-01 00:00:00.000,"Limpopo",1682
2015-12-01 00:00:00.000,"Limpopo",1668
2016-01-01 00:00:00.000,"Limpopo",1705
2016-02-01 00:00:00.000,"Limpopo",1653
2016-03-01 00:00:00.000,"Limpopo",1682
2016-04-01 00:00:00.000,"Limpopo",1669
2016-05-01 00:00:00.000,"Limpopo",1681
2016-06-01 00:00:00.000,"Limpopo",1595
2016-07-01 00:00:00.000,"Limpopo",1595
2016-08-01 00:00:00.000,"Limpopo",1618
2016-09-01 00:00:00.000,"Limpopo",1588
2016-10-01 00:00:00.000,"Limpopo",1668
2016-11-01 00:00:00.000,"Limpopo",1582
2016-12-01 00:00:00.000,"Limpopo",1614
2017-01-01 00:00:00.000,"Limpopo",1633
2017-02-01 00:00:00.000,"Limpopo",1491
2017-03-01 00:00:00.000,"Limpopo",1679
2017-04-01 00:00:00.000,"Limpopo",1605
2017-05-01 00:00:00.000,"Limpopo",1691
2017-06-01 00:00:00.000,"Limpopo",1584
2017-07-01 00:00:00.000,"Limpopo",1549
2017-08-01 00:00:00.000,"Limpopo",1545
2017-09-01 00:00:00.000,"Limpopo",1547
2017-10-01 00:00:00.000,"Limpopo",1671
2017-11-01 00:00:00.000,"Limpopo",1657
2017-12-01 00:00:00.000,"Limpopo",1701
2018-01-01 00:00:00.000,"Limpopo",1724
2018-02-01 00:00:00.000,"Limpopo",1559
2018-03-01 00:00:00.000,"Limpopo",1762
2018-04-01 00:00:00.000,"Limpopo",1702
2018-05-01 00:00:00.000,"Limpopo",1773
2018-06-01 00:00:00.000,"Limpopo",1653
2018-07-01 00:00:00.000,"Limpopo",1709
2018-08-01 00:00:00.000,"Limpopo",1657
2018-09-01 00:00:00.000,"Limpopo",1707
2018-10-01 00:00:00.000,"Limpopo",1832
2018-11-01 00:00:00.000,"Limpopo",1779
2018-12-01 00:00:00.000,"Limpopo",1760
2019-01-01 00:00:00.000,"Limpopo",1776
2019-02-01 00:00:00.000,"Limpopo",1635
2019-03-01 00:00:00.000,"Limpopo",1757
2019-04-01 00:00:00.000,"Limpopo",1728
2019-05-01 00:00:00.000,"Limpopo",1805
2019-06-01 00:00:00.000,"Limpopo",1697
2019-07-01 00:00:00.000,"Limpopo",1678
2019-08-01 00:00:00.000,"Limpopo",1633
2019-09-01 00:00:00.000,"Limpopo",1697
2019-10-01 00:00:00.000,"Limpopo",1794
2019-11-01 00:00:00.000,"Limpopo",1736
2019-12-01 00:00:00.000,"Limpopo",1718
2020-01-01 00:00:00.000,"Limpopo",1730
2020-02-01 00:00:00.000,"Limpopo",1633
2020-03-01 00:00:00.000,"Limpopo",1661
2020-04-01 00:00:00.000,"Limpopo",1189
2020-05-01 00:00:00.000,"Limpopo",1566
2020-06-01 00:00:00.000,"Limpopo",1618
