Date,Day Name,Start of Week,Start of Month,Month Name,Start of Year,Year,Day of Week,Weekend,Short Month,Short Day
2015-04-16 00:00:00.000,"Thursday",2015-04-13 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,4,"Weekday","APR","THU"
2015-04-17 00:00:00.000,"Friday",2015-04-13 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,5,"Weekday","APR","FRI"
2015-04-18 00:00:00.000,"Saturday",2015-04-13 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,6,"Weekend","APR","SAT"
2015-04-19 00:00:00.000,"Sunday",2015-04-13 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,7,"Weekend","APR","SUN"
2015-04-20 00:00:00.000,"Monday",2015-04-20 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,1,"Weekday","APR","MON"
2015-04-21 00:00:00.000,"Tuesday",2015-04-20 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,2,"Weekday","APR","TUE"
2015-04-22 00:00:00.000,"Wednesday",2015-04-20 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,3,"Weekday","APR","WED"
2015-04-23 00:00:00.000,"Thursday",2015-04-20 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,4,"Weekday","APR","THU"
2015-04-24 00:00:00.000,"Friday",2015-04-20 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,5,"Weekday","APR","FRI"
2015-04-25 00:00:00.000,"Saturday",2015-04-20 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,6,"Weekend","APR","SAT"
2015-04-26 00:00:00.000,"Sunday",2015-04-20 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,7,"Weekend","APR","SUN"
2015-04-27 00:00:00.000,"Monday",2015-04-27 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,1,"Weekday","APR","MON"
2015-04-28 00:00:00.000,"Tuesday",2015-04-27 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,2,"Weekday","APR","TUE"
2015-04-29 00:00:00.000,"Wednesday",2015-04-27 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,3,"Weekday","APR","WED"
2015-04-30 00:00:00.000,"Thursday",2015-04-27 00:00:00.000,2015-04-01 00:00:00.000,"April",2015-01-01 00:00:00.000,2015,4,"Weekday","APR","THU"
2015-05-01 00:00:00.000,"Friday",2015-04-27 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,5,"Weekday","MAY","FRI"
2015-05-02 00:00:00.000,"Saturday",2015-04-27 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,6,"Weekend","MAY","SAT"
2015-05-03 00:00:00.000,"Sunday",2015-04-27 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,7,"Weekend","MAY","SUN"
2015-05-04 00:00:00.000,"Monday",2015-05-04 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,1,"Weekday","MAY","MON"
2015-05-05 00:00:00.000,"Tuesday",2015-05-04 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,2,"Weekday","MAY","TUE"
2015-05-06 00:00:00.000,"Wednesday",2015-05-04 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,3,"Weekday","MAY","WED"
2015-05-07 00:00:00.000,"Thursday",2015-05-04 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,4,"Weekday","MAY","THU"
2015-05-08 00:00:00.000,"Friday",2015-05-04 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,5,"Weekday","MAY","FRI"
2015-05-09 00:00:00.000,"Saturday",2015-05-04 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,6,"Weekend","MAY","SAT"
2015-05-10 00:00:00.000,"Sunday",2015-05-04 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,7,"Weekend","MAY","SUN"
2015-05-11 00:00:00.000,"Monday",2015-05-11 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,1,"Weekday","MAY","MON"
2015-05-12 00:00:00.000,"Tuesday",2015-05-11 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,2,"Weekday","MAY","TUE"
2015-05-13 00:00:00.000,"Wednesday",2015-05-11 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,3,"Weekday","MAY","WED"
2015-05-14 00:00:00.000,"Thursday",2015-05-11 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,4,"Weekday","MAY","THU"
2015-05-15 00:00:00.000,"Friday",2015-05-11 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,5,"Weekday","MAY","FRI"
2015-05-16 00:00:00.000,"Saturday",2015-05-11 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,6,"Weekend","MAY","SAT"
2015-05-17 00:00:00.000,"Sunday",2015-05-11 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,7,"Weekend","MAY","SUN"
2015-05-18 00:00:00.000,"Monday",2015-05-18 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,1,"Weekday","MAY","MON"
2015-05-19 00:00:00.000,"Tuesday",2015-05-18 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,2,"Weekday","MAY","TUE"
2015-05-20 00:00:00.000,"Wednesday",2015-05-18 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,3,"Weekday","MAY","WED"
2015-05-21 00:00:00.000,"Thursday",2015-05-18 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,4,"Weekday","MAY","THU"
2015-05-22 00:00:00.000,"Friday",2015-05-18 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,5,"Weekday","MAY","FRI"
2015-05-23 00:00:00.000,"Saturday",2015-05-18 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,6,"Weekend","MAY","SAT"
2015-05-24 00:00:00.000,"Sunday",2015-05-18 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,7,"Weekend","MAY","SUN"
2015-05-25 00:00:00.000,"Monday",2015-05-25 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,1,"Weekday","MAY","MON"
2015-05-26 00:00:00.000,"Tuesday",2015-05-25 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,2,"Weekday","MAY","TUE"
2015-05-27 00:00:00.000,"Wednesday",2015-05-25 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,3,"Weekday","MAY","WED"
2015-05-28 00:00:00.000,"Thursday",2015-05-25 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,4,"Weekday","MAY","THU"
2015-05-29 00:00:00.000,"Friday",2015-05-25 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,5,"Weekday","MAY","FRI"
2015-05-30 00:00:00.000,"Saturday",2015-05-25 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,6,"Weekend","MAY","SAT"
2015-05-31 00:00:00.000,"Sunday",2015-05-25 00:00:00.000,2015-05-01 00:00:00.000,"May",2015-01-01 00:00:00.000,2015,7,"Weekend","MAY","SUN"
2015-06-01 00:00:00.000,"Monday",2015-06-01 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,1,"Weekday","JUN","MON"
2015-06-02 00:00:00.000,"Tuesday",2015-06-01 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,2,"Weekday","JUN","TUE"
2015-06-03 00:00:00.000,"Wednesday",2015-06-01 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,3,"Weekday","JUN","WED"
2015-06-04 00:00:00.000,"Thursday",2015-06-01 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,4,"Weekday","JUN","THU"
2015-06-05 00:00:00.000,"Friday",2015-06-01 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,5,"Weekday","JUN","FRI"
2015-06-06 00:00:00.000,"Saturday",2015-06-01 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,6,"Weekend","JUN","SAT"
2015-06-07 00:00:00.000,"Sunday",2015-06-01 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,7,"Weekend","JUN","SUN"
2015-06-08 00:00:00.000,"Monday",2015-06-08 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,1,"Weekday","JUN","MON"
2015-06-09 00:00:00.000,"Tuesday",2015-06-08 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,2,"Weekday","JUN","TUE"
2015-06-10 00:00:00.000,"Wednesday",2015-06-08 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,3,"Weekday","JUN","WED"
2015-06-11 00:00:00.000,"Thursday",2015-06-08 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,4,"Weekday","JUN","THU"
2015-06-12 00:00:00.000,"Friday",2015-06-08 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,5,"Weekday","JUN","FRI"
2015-06-13 00:00:00.000,"Saturday",2015-06-08 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,6,"Weekend","JUN","SAT"
2015-06-14 00:00:00.000,"Sunday",2015-06-08 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,7,"Weekend","JUN","SUN"
2015-06-15 00:00:00.000,"Monday",2015-06-15 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,1,"Weekday","JUN","MON"
2015-06-16 00:00:00.000,"Tuesday",2015-06-15 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,2,"Weekday","JUN","TUE"
2015-06-17 00:00:00.000,"Wednesday",2015-06-15 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,3,"Weekday","JUN","WED"
2015-06-18 00:00:00.000,"Thursday",2015-06-15 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,4,"Weekday","JUN","THU"
2015-06-19 00:00:00.000,"Friday",2015-06-15 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,5,"Weekday","JUN","FRI"
2015-06-20 00:00:00.000,"Saturday",2015-06-15 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,6,"Weekend","JUN","SAT"
2015-06-21 00:00:00.000,"Sunday",2015-06-15 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,7,"Weekend","JUN","SUN"
2015-06-22 00:00:00.000,"Monday",2015-06-22 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,1,"Weekday","JUN","MON"
2015-06-23 00:00:00.000,"Tuesday",2015-06-22 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,2,"Weekday","JUN","TUE"
2015-06-24 00:00:00.000,"Wednesday",2015-06-22 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,3,"Weekday","JUN","WED"
2015-06-25 00:00:00.000,"Thursday",2015-06-22 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,4,"Weekday","JUN","THU"
2015-06-26 00:00:00.000,"Friday",2015-06-22 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,5,"Weekday","JUN","FRI"
2015-06-27 00:00:00.000,"Saturday",2015-06-22 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,6,"Weekend","JUN","SAT"
2015-06-28 00:00:00.000,"Sunday",2015-06-22 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,7,"Weekend","JUN","SUN"
2015-06-29 00:00:00.000,"Monday",2015-06-29 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,1,"Weekday","JUN","MON"
2015-06-30 00:00:00.000,"Tuesday",2015-06-29 00:00:00.000,2015-06-01 00:00:00.000,"June",2015-01-01 00:00:00.000,2015,2,"Weekday","JUN","TUE"
2015-07-01 00:00:00.000,"Wednesday",2015-06-29 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,3,"Weekday","JUL","WED"
2015-07-02 00:00:00.000,"Thursday",2015-06-29 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,4,"Weekday","JUL","THU"
2015-07-03 00:00:00.000,"Friday",2015-06-29 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,5,"Weekday","JUL","FRI"
2015-07-04 00:00:00.000,"Saturday",2015-06-29 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,6,"Weekend","JUL","SAT"
2015-07-05 00:00:00.000,"Sunday",2015-06-29 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,7,"Weekend","JUL","SUN"
2015-07-06 00:00:00.000,"Monday",2015-07-06 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,1,"Weekday","JUL","MON"
2015-07-07 00:00:00.000,"Tuesday",2015-07-06 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,2,"Weekday","JUL","TUE"
2015-07-08 00:00:00.000,"Wednesday",2015-07-06 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,3,"Weekday","JUL","WED"
2015-07-09 00:00:00.000,"Thursday",2015-07-06 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,4,"Weekday","JUL","THU"
2015-07-10 00:00:00.000,"Friday",2015-07-06 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,5,"Weekday","JUL","FRI"
2015-07-11 00:00:00.000,"Saturday",2015-07-06 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,6,"Weekend","JUL","SAT"
2015-07-12 00:00:00.000,"Sunday",2015-07-06 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,7,"Weekend","JUL","SUN"
2015-07-13 00:00:00.000,"Monday",2015-07-13 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,1,"Weekday","JUL","MON"
2015-07-14 00:00:00.000,"Tuesday",2015-07-13 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,2,"Weekday","JUL","TUE"
2015-07-15 00:00:00.000,"Wednesday",2015-07-13 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,3,"Weekday","JUL","WED"
2015-07-16 00:00:00.000,"Thursday",2015-07-13 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,4,"Weekday","JUL","THU"
2015-07-17 00:00:00.000,"Friday",2015-07-13 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,5,"Weekday","JUL","FRI"
2015-07-18 00:00:00.000,"Saturday",2015-07-13 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,6,"Weekend","JUL","SAT"
2015-07-19 00:00:00.000,"Sunday",2015-07-13 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,7,"Weekend","JUL","SUN"
2015-07-20 00:00:00.000,"Monday",2015-07-20 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,1,"Weekday","JUL","MON"
2015-07-21 00:00:00.000,"Tuesday",2015-07-20 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,2,"Weekday","JUL","TUE"
2015-07-22 00:00:00.000,"Wednesday",2015-07-20 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,3,"Weekday","JUL","WED"
2015-07-23 00:00:00.000,"Thursday",2015-07-20 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,4,"Weekday","JUL","THU"
2015-07-24 00:00:00.000,"Friday",2015-07-20 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,5,"Weekday","JUL","FRI"
2015-07-25 00:00:00.000,"Saturday",2015-07-20 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,6,"Weekend","JUL","SAT"
2015-07-26 00:00:00.000,"Sunday",2015-07-20 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,7,"Weekend","JUL","SUN"
2015-07-27 00:00:00.000,"Monday",2015-07-27 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,1,"Weekday","JUL","MON"
2015-07-28 00:00:00.000,"Tuesday",2015-07-27 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,2,"Weekday","JUL","TUE"
2015-07-29 00:00:00.000,"Wednesday",2015-07-27 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,3,"Weekday","JUL","WED"
2015-07-30 00:00:00.000,"Thursday",2015-07-27 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,4,"Weekday","JUL","THU"
2015-07-31 00:00:00.000,"Friday",2015-07-27 00:00:00.000,2015-07-01 00:00:00.000,"July",2015-01-01 00:00:00.000,2015,5,"Weekday","JUL","FRI"
2015-08-01 00:00:00.000,"Saturday",2015-07-27 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,6,"Weekend","AUG","SAT"
2015-08-02 00:00:00.000,"Sunday",2015-07-27 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,7,"Weekend","AUG","SUN"
2015-08-03 00:00:00.000,"Monday",2015-08-03 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,1,"Weekday","AUG","MON"
2015-08-04 00:00:00.000,"Tuesday",2015-08-03 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,2,"Weekday","AUG","TUE"
2015-08-05 00:00:00.000,"Wednesday",2015-08-03 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,3,"Weekday","AUG","WED"
2015-08-06 00:00:00.000,"Thursday",2015-08-03 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,4,"Weekday","AUG","THU"
2015-08-07 00:00:00.000,"Friday",2015-08-03 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,5,"Weekday","AUG","FRI"
2015-08-08 00:00:00.000,"Saturday",2015-08-03 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,6,"Weekend","AUG","SAT"
2015-08-09 00:00:00.000,"Sunday",2015-08-03 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,7,"Weekend","AUG","SUN"
2015-08-10 00:00:00.000,"Monday",2015-08-10 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,1,"Weekday","AUG","MON"
2015-08-11 00:00:00.000,"Tuesday",2015-08-10 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,2,"Weekday","AUG","TUE"
2015-08-12 00:00:00.000,"Wednesday",2015-08-10 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,3,"Weekday","AUG","WED"
2015-08-13 00:00:00.000,"Thursday",2015-08-10 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,4,"Weekday","AUG","THU"
2015-08-14 00:00:00.000,"Friday",2015-08-10 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,5,"Weekday","AUG","FRI"
2015-08-15 00:00:00.000,"Saturday",2015-08-10 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,6,"Weekend","AUG","SAT"
2015-08-16 00:00:00.000,"Sunday",2015-08-10 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,7,"Weekend","AUG","SUN"
2015-08-17 00:00:00.000,"Monday",2015-08-17 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,1,"Weekday","AUG","MON"
2015-08-18 00:00:00.000,"Tuesday",2015-08-17 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,2,"Weekday","AUG","TUE"
2015-08-19 00:00:00.000,"Wednesday",2015-08-17 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,3,"Weekday","AUG","WED"
2015-08-20 00:00:00.000,"Thursday",2015-08-17 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,4,"Weekday","AUG","THU"
2015-08-21 00:00:00.000,"Friday",2015-08-17 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,5,"Weekday","AUG","FRI"
2015-08-22 00:00:00.000,"Saturday",2015-08-17 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,6,"Weekend","AUG","SAT"
2015-08-23 00:00:00.000,"Sunday",2015-08-17 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,7,"Weekend","AUG","SUN"
2015-08-24 00:00:00.000,"Monday",2015-08-24 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,1,"Weekday","AUG","MON"
2015-08-25 00:00:00.000,"Tuesday",2015-08-24 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,2,"Weekday","AUG","TUE"
2015-08-26 00:00:00.000,"Wednesday",2015-08-24 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,3,"Weekday","AUG","WED"
2015-08-27 00:00:00.000,"Thursday",2015-08-24 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,4,"Weekday","AUG","THU"
2015-08-28 00:00:00.000,"Friday",2015-08-24 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,5,"Weekday","AUG","FRI"
2015-08-29 00:00:00.000,"Saturday",2015-08-24 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,6,"Weekend","AUG","SAT"
2015-08-30 00:00:00.000,"Sunday",2015-08-24 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,7,"Weekend","AUG","SUN"
2015-08-31 00:00:00.000,"Monday",2015-08-31 00:00:00.000,2015-08-01 00:00:00.000,"August",2015-01-01 00:00:00.000,2015,1,"Weekday","AUG","MON"
2015-09-01 00:00:00.000,"Tuesday",2015-08-31 00:00:00.000,2015-09-01 00:00:00.000,"September",2015-01-01 00:00:00.000,2015,2,"Weekday","SEP","TUE"
2015-09-02 00:00:00.000,"Wednesday",2015-08-31 00:00:00.000,2015-09-01 00:00:00.000,"September",2015-01-01 00:00:00.000,2015,3,"Weekday","SEP","WED"
2015-09-03 00:00:00.000,"Thursday",2015-08-31 00:00:00.000,2015-09-01 00:00:00.000,"September",2015-01-01 00:00:00.000,2015,4,"Weekday","SEP","THU"
2015-09-04 00:00:00.000,"Friday",2015-08-31 00:00:00.000,2015-09-01 00:00:00.000,"September",2015-01-01 00:00:00.000,2015,5,"Weekday","SEP","FRI"
2015-09-05 00:00:00.000,"Saturday",2015-08-31 00:00:00.000,2015-09-01 00:00:00.000,"September",2015-01-01 00:00:00.000,2015,6,"Weekend","SEP","SAT"
2015-09-06 00:00:00.000,"Sunday",2015-08-31 00:00:00.000,2015-09-01 00:00:00.000,"September",2015-01-01 00:00:00.000,2015,7,"Weekend","SEP","SUN"
2015-09-07 00:00:00.000,"Monday",2015-09-07 00:00:00.000,2015-09-01 00:00:00.000,"September",2015-01-01 00:00:00.000,2015,1,"Weekday","SEP","MON"
2015-09-08 00:00:00.000,"Tuesday",2015-09-07 00:00:00.000,2015-09-01 00:00:00.000,"September",2015-01-01 00:00:00.000,2015,2,"Weekday","SEP","TUE"
2015-09-09 00:00:00.000,"Wednesday",2015-09-07 00:00:00.000,2015-09-01 00:00:00.000,"September",2015-01-01 00:00:00.000,2015,3,"Weekday","SEP","WED"
2015-09-10 00:00:00.000,"Thursday",2015-09-07 00:00:00.000,2015-09-01 00:00:00.000,"September",2015-01-01 00:00:00.000,2015,4,"Weekday","SEP","THU"
2015-09-11 00:00:00.000,"Friday",2015-09-07 00:00:00.000,2015-09-01 00:00:00.000,"September",2015-01-01 00:00:00.000,2015,5,"Weekday","SEP","FRI"
2015-09-12 00:00:00.000,"Saturday",2015-09-07 00:00:00.000,2015-09-01 00:00:00.000,"September",2015-01-01 00:00:00.000,2015,6,"Weekend","SEP","SAT"
2015-09-13 00:00:00.000,"Sunday",2015-09-07 00:00:00.000,2015-09-01 00:00:00.000,"September",2015-01-01 00:00:00.000,2015,7,"Weekend","SEP","SUN"
2015-09-14 00:00:00.000,"Monday",2015-09-14 00:00:00.000,2015-09-01 00:00:00.000,"September",2015-01-01 00:00:00.000,2015,1,"Weekday","SEP","MON"
2015-09-15 00:00:00.000,"Tuesday",2015-09-14 00:00:00.000,2015-09-01 00:00:00.000,"September",2015-01-01 00:00:00.000,2015,2,"Weekday","SEP","TUE"
2015-09-16 00:00:00.000,"Wednesday",2015-09-14 00:00:00.000,2015-09-01 00:00:00.000,"September",2015-01-01 00:00:00.000,2015,3,"Weekday","SEP","WED"
2015-09-17 00:00:00.000,"Thursday",2015-09-14 00:00:00.000,2015-09-01 00:00:00.000,"September",2015-01-01 00:00:00.000,2015,4,"Weekday","SEP","THU"
2015-09-18 00:00:00.000,"Friday",2015-09-14 00:00:00.000,2015-09-01 00:00:00.000,"September",2015-01-01 00:00:00.000,2015,5,"Weekday","SEP","FRI"
2015-09-19 00:00:00.000,"Saturday",2015-09-14 00:00:00.000,2015-09-01 00:00:00.000,"September",2015-01-01 00:00:00.000,2015,6,"Weekend","SEP","SAT"
