Country,variable,value
YEM,2010,0.499
ZAF,2010,0.662
ZMB,2010,0.531
ZWE,2010,0.472
AFG,2011,0.465
AGO,2011,0.525
ALB,2011,0.759
AND,2011,0.827
ARE,2011,0.826
ARG,2011,0.823
ARM,2011,0.733
ATG,2011,0.764
AUS,2011,0.928
AUT,2011,0.897
AZE,2011,0.731
BDI,2011,0.41
BEL,2011,0.904
BEN,2011,0.479
BFA,2011,0.385
BGD,2011,0.559
BGR,2011,0.782
BHR,2011,0.798
BHS,2011,0.795
BIH,2011,0.722
BLR,2011,0.798
BLZ,2011,0.699
BOL,2011,0.66
BRA,2011,0.73
BRB,2011,0.802
BRN,2011,0.836
BTN,2011,0.581
BWA,2011,0.676
CAF,2011,0.363
CAN,2011,0.899
CHE,2011,0.932
CHL,2011,0.812
CHN,2011,0.711
CIV,2011,0.457
CMR,2011,0.513
COD,2011,0.419
COG,2011,0.559
COL,2011,0.735
COM,2011,0.524
CPV,2011,0.633
CRI,2011,0.768
CUB,2011,0.775
CYP,2011,0.853
CZE,2011,0.865
DEU,2011,0.925
DJI,2011,0.451
DMA,2011,0.733
DNK,2011,0.922
DOM,2011,0.704
DZA,2011,0.738
ECU,2011,0.742
EGY,2011,0.669
ERI,2011,0.433
ESP,2011,0.87
EST,2011,0.853
ETH,2011,0.423
FIN,2011,0.907
FJI,2011,0.698
FRA,2011,0.876
FSM,2011,0.598
GAB,2011,0.663
GBR,2011,0.899
GEO,2011,0.738
GHA,2011,0.563
GIN,2011,0.421
GMB,2011,0.435
GNB,2011,0.435
GNQ,2011,0.583
GRC,2011,0.853
GRD,2011,0.746
GTM,2011,0.607
GUY,2011,0.648
HKG,2011,0.904
HND,2011,0.601
HRV,2011,0.817
HTI,2011,0.474
HUN,2011,0.823
IDN,2011,0.674
IND,2011,0.59
IRL,2011,0.894
IRN,2011,0.767
IRQ,2011,0.658
ISL,2011,0.901
ISR,2011,0.892
ITA,2011,0.875
JAM,2011,0.722
JOR,2011,0.725
JPN,2011,0.89
KAZ,2011,0.772
KEN,2011,0.54
KGZ,2011,0.639
KHM,2011,0.542
KIR,2011,0.587
KNA,2011,0.751
KOR,2011,0.888
KWT,2011,0.796
LAO,2011,0.558
LBN,2011,0.753
LBR,2011,0.457
LBY,2011,0.708
LCA,2011,0.736
LIE,2011,0.909
LKA,2011,0.756
LSO,2011,0.47
LTU,2011,0.831
LUX,2011,0.892
LVA,2011,0.822
MAR,2011,0.627
MDA,2011,0.687
MDG,2011,0.504
MDV,2011,0.681
MEX,2011,0.746
MHL,2011,
MKD,2011,0.739
MLI,2011,0.408
MLT,2011,0.848
MMR,2011,0.534
MNE,2011,0.797
MNG,2011,0.711
MOZ,2011,0.391
MRT,2011,0.494
MUS,2011,0.756
MWI,2011,0.447
MYS,2011,0.779
NAM,2011,0.601
NER,2011,0.326
NGA,2011,0.494
NIC,2011,0.619
NLD,2011,0.922
NOR,2011,0.943
NPL,2011,0.534
NZL,2011,0.902
OMN,2011,0.795
PAK,2011,0.528
PAN,2011,0.764
PER,2011,0.734
PHL,2011,0.677
PLW,2011,0.783
PNG,2011,0.517
POL,2011,0.84
PRT,2011,0.827
PRY,2011,0.697
PSE,2011,0.679
QAT,2011,0.845
ROU,2011,0.798
RUS,2011,0.789
RWA,2011,0.496
SAU,2011,0.824
SDN,2011,0.475
SEN,2011,0.479
SGP,2011,0.914
SLB,2011,0.532
SLE,2011,0.398
SLV,2011,0.656
SRB,2011,0.772
SSD,2011,0.443
STP,2011,0.553
SUR,2011,0.708
SVK,2011,0.836
SVN,2011,0.883
SWE,2011,0.906
SWZ,2011,0.528
SYC,2011,0.755
SYR,2011,0.642
TCD,2011,0.385
TGO,2011,0.48
THA,2011,0.729
TJK,2011,0.634
TKM,2011,0.68
TLS,2011,0.627
TON,2011,0.696
TTO,2011,0.786
TUN,2011,0.719
TUR,2011,0.759
TZA,2011,0.492
UGA,2011,0.494
UKR,2011,0.737
URY,2011,0.783
USA,2011,0.914
UZB,2011,0.672
VCT,2011,0.713
VEN,2011,0.764
VNM,2011,0.663
VUT,2011,0.585
WSM,2011,0.695
YEM,2011,0.511
ZAF,2011,0.663
ZMB,2011,0.541
ZWE,2011,0.49
AFG,2012,0.479
AGO,2012,0.537
ALB,2012,0.771
AND,2012,0.849
ARE,2012,0.832
ARG,2012,0.823
ARM,2012,0.737
ATG,2012,0.767
AUS,2012,0.932
AUT,2012,0.899
AZE,2012,0.736
BDI,2012,0.416
BEL,2012,0.905
BEN,2012,0.489
BFA,2012,0.394
BGD,2012,0.567
BGR,2012,0.786
BHR,2012,0.8
BHS,2012,0.797
BIH,2012,0.741
BLR,2012,0.803
BLZ,2012,0.706
BOL,2012,0.663
BRA,2012,0.734
BRB,2012,0.811
BRN,2012,0.843
BTN,2012,0.591
BWA,2012,0.687
CAF,2012,0.37
CAN,2012,0.906
CHE,2012,0.935
CHL,2012,0.818
CHN,2012,0.719
CIV,2012,0.467
CMR,2012,0.524
COD,2012,0.423
COG,2012,0.571
COL,2012,0.736
COM,2012,0.529
CPV,2012,0.634
CRI,2012,0.774
CUB,2012,0.764
CYP,2012,0.852
CZE,2012,0.865
DEU,2012,0.927
DJI,2012,0.459
DMA,2012,0.731
DNK,2012,0.924
DOM,2012,0.708
DZA,2012,0.737
ECU,2012,0.74
EGY,2012,0.676
ERI,2012,0.422
ESP,2012,0.873
EST,2012,0.859
ETH,2012,0.429
FIN,2012,0.908
FJI,2012,0.702
FRA,2012,0.878
FSM,2012,0.599
GAB,2012,0.672
GBR,2012,0.897
GEO,2012,0.749
GHA,2012,0.57
GIN,2012,0.431
GMB,2012,0.441
GNB,2012,0.437
GNQ,2012,0.587
GRC,2012,0.856
GRD,2012,0.747
GTM,2012,0.613
GUY,2012,0.652
HKG,2012,0.911
HND,2012,0.6
HRV,2012,0.82
HTI,2012,0.478
HUN,2012,0.826
IDN,2012,0.682
IND,2012,0.6
IRL,2012,0.899
IRN,2012,0.782
IRQ,2012,0.662
ISL,2012,0.908
ISR,2012,0.893
ITA,2012,0.874
JAM,2012,0.722
JOR,2012,0.726
JPN,2012,0.895
KAZ,2012,0.782
KEN,2012,0.545
KGZ,2012,0.649
KHM,2012,0.548
KIR,2012,0.596
KNA,2012,0.748
KOR,2012,0.89
KWT,2012,0.8
LAO,2012,0.569
LBN,2012,0.744
LBR,2012,0.455
LBY,2012,0.742
LCA,2012,0.731
LIE,2012,0.91
LKA,2012,0.762
LSO,2012,0.48
LTU,2012,0.835
LUX,2012,0.892
LVA,2012,0.825
MAR,2012,0.636
MDA,2012,0.693
MDG,2012,0.507
MDV,2012,0.688
MEX,2012,0.752
MHL,2012,
MKD,2012,0.74
MLI,2012,0.408
MLT,2012,0.854
MMR,2012,0.541
MNE,2012,0.798
MNG,2012,0.719
MOZ,2012,0.398
MRT,2012,0.503
MUS,2012,0.768
MWI,2012,0.452
MYS,2012,0.782
NAM,2012,0.612
NER,2012,0.338
NGA,2012,0.502
NIC,2012,0.625
NLD,2012,0.921
NOR,2012,0.942
NPL,2012,0.548
NZL,2012,0.905
OMN,2012,0.804
PAK,2012,0.533
PAN,2012,0.77
PER,2012,0.734
PHL,2012,0.684
PLW,2012,0.787
PNG,2012,0.508
POL,2012,0.836
PRT,2012,0.829
PRY,2012,0.697
PSE,2012,0.684
QAT,2012,0.85
ROU,2012,0.796
RUS,2012,0.797
RWA,2012,0.504
SAU,2012,0.837
SDN,2012,0.485
SEN,2012,0.489
SGP,2012,0.92
SLB,2012,0.546
SLE,2012,0.413
SLV,2012,0.66
SRB,2012,0.772
SSD,2012,0.438
STP,2012,0.558
SUR,2012,0.72
SVK,2012,0.841
SVN,2012,0.876
SWE,2012,0.908
SWZ,2012,0.542
SYC,2012,0.777
SYR,2012,0.631
TCD,2012,0.393
TGO,2012,0.484
THA,2012,0.733
TJK,2012,0.639
TKM,2012,0.686
TLS,2012,0.601
TON,2012,0.7
TTO,2012,0.784
TUN,2012,0.721
TUR,2012,0.765
TZA,2012,0.501
UGA,2012,0.497
UKR,2012,0.742
URY,2012,0.788
USA,2012,0.916
UZB,2012,0.681
VCT,2012,0.713
VEN,2012,0.767
VNM,2012,0.668
VUT,2012,0.584
WSM,2012,0.696
YEM,2012,0.501
ZAF,2012,0.673
ZMB,2012,0.552
ZWE,2012,0.516
AFG,2013,0.485
AGO,2013,0.547
ALB,2013,0.781
AND,2013,0.846
ARE,2013,0.839
ARG,2013,0.824
ARM,2013,0.743
ATG,2013,0.767
AUS,2013,0.926
AUT,2013,0.896
AZE,2013,0.741
BDI,2013,0.422
BEL,2013,0.908
BEN,2013,0.5
BFA,2013,0.401
BGD,2013,0.572
BGR,2013,0.792
BHR,2013,0.807
BHS,2013,0.797
BIH,2013,0.748
BLR,2013,0.808
BLZ,2013,0.707
BOL,2013,0.673
BRA,2013,0.752
BRB,2013,0.812
BRN,2013,0.844
BTN,2013,0.594
BWA,2013,0.699
CAF,2013,0.351
CAN,2013,0.91
CHE,2013,0.938
CHL,2013,0.83
CHN,2013,0.727
CIV,2013,0.475
CMR,2013,0.531
COD,2013,0.429
COG,2013,0.581
COL,2013,0.746
COM,2013,0.532
CPV,2013,0.641
CRI,2013,0.777
CUB,2013,0.762
CYP,2013,0.854
CZE,2013,0.874
DEU,2013,0.927
DJI,2013,0.467
DMA,2013,0.73
DNK,2013,0.926
DOM,2013,0.712
DZA,2013,0.746
ECU,2013,0.751
EGY,2013,0.681
ERI,2013,0.425
ESP,2013,0.875
EST,2013,0.863
ETH,2013,0.439
FIN,2013,0.916
FJI,2013,0.707
FRA,2013,0.882
FSM,2013,0.599
GAB,2013,0.679
GBR,2013,0.914
GEO,2013,0.756
GHA,2013,0.578
GIN,2013,0.439
GMB,2013,0.448
GNB,2013,0.441
GNQ,2013,0.588
GRC,2013,0.858
GRD,2013,0.75
GTM,2013,0.616
GUY,2013,0.656
HKG,2013,0.916
HND,2013,0.603
HRV,2013,0.825
HTI,2013,0.483
HUN,2013,0.835
IDN,2013,0.688
IND,2013,0.607
IRL,2013,0.908
IRN,2013,0.785
IRQ,2013,0.662
ISL,2013,0.92
ISR,2013,0.895
ITA,2013,0.873
JAM,2013,0.72
JOR,2013,0.72
JPN,2013,0.9
KAZ,2013,0.791
KEN,2013,0.551
KGZ,2013,0.658
KHM,2013,0.555
KIR,2013,0.605
KNA,2013,0.767
KOR,2013,0.893
KWT,2013,0.798
LAO,2013,0.579
LBN,2013,0.741
LBR,2013,0.463
LBY,2013,0.707
LCA,2013,0.726
LIE,2013,0.912
LKA,2013,0.765
LSO,2013,0.486
LTU,2013,0.84
LUX,2013,0.892
LVA,2013,0.834
MAR,2013,0.646
MDA,2013,0.702
MDG,2013,0.509
MDV,2013,0.693
MEX,2013,0.75
MHL,2013,
MKD,2013,0.743
MLI,2013,0.408
MLT,2013,0.861
MMR,2013,0.551
MNE,2013,0.801
MNG,2013,0.728
MOZ,2013,0.412
MRT,2013,0.511
MUS,2013,0.775
MWI,2013,0.463
MYS,2013,0.787
NAM,2013,0.622
NER,2013,0.345
NGA,2013,0.52
NIC,2013,0.63
NLD,2013,0.924
NOR,2013,0.946
NPL,2013,0.555
NZL,2013,0.907
OMN,2013,0.811
PAK,2013,0.537
PAN,2013,0.775
PER,2013,0.742
PHL,2013,0.692
PLW,2013,0.811
PNG,2013,0.521
POL,2013,0.851
PRT,2013,0.837
PRY,2013,0.709
PSE,2013,0.681
QAT,2013,0.857
ROU,2013,0.8
RUS,2013,0.803
RWA,2013,0.506
SAU,2013,0.846
SDN,2013,0.477
SEN,2013,0.494
SGP,2013,0.923
SLB,2013,0.55
SLE,2013,0.426
SLV,2013,0.662
SRB,2013,0.775
SSD,2013,0.439
STP,2013,0.568
SUR,2013,0.724
SVK,2013,0.844
SVN,2013,0.884
SWE,2013,0.927
SWZ,2013,0.558
SYC,2013,0.782
SYR,2013,0.572
TCD,2013,0.399
TGO,2013,0.49
THA,2013,0.731
TJK,2013,0.643
TKM,2013,0.691
TLS,2013,0.613
TON,2013,0.699
TTO,2013,0.787
TUN,2013,0.725
TUR,2013,0.781
TZA,2013,0.503
UGA,2013,0.503
UKR,2013,0.744
URY,2013,0.797
USA,2013,0.914
UZB,2013,0.688
VCT,2013,0.714
VEN,2013,0.772
VNM,2013,0.673
VUT,2013,0.588
WSM,2013,0.696
YEM,2013,0.506
ZAF,2013,0.683
ZMB,2013,0.559
ZWE,2013,0.527
AFG,2014,0.488
AGO,2014,0.557
ALB,2014,0.787
AND,2014,0.853
ARE,2014,0.847
ARG,2014,0.825
ARM,2014,0.746
ATG,2014,0.767
AUS,2014,0.929
AUT,2014,0.904
AZE,2014,0.746
BDI,2014,0.429
BEL,2014,0.91
BEN,2014,0.505
BFA,2014,0.405
BGD,2014,0.572
BGR,2014,0.797
BHR,2014,0.81
BHS,2014,0.796
BIH,2014,0.754
BLR,2014,0.811
BLZ,2014,0.71
BOL,2014,0.678
BRA,2014,0.755
BRB,2014,0.812
BRN,2014,0.845
BTN,2014,0.601
BWA,2014,0.709
CAF,2014,0.355
CAN,2014,0.914
CHE,2014,0.939
CHL,2014,0.834
CHN,2014,0.735
CIV,2014,0.478
CMR,2014,0.54
COD,2014,0.441
COG,2014,0.595
COL,2014,0.75
COM,2014,0.534
CPV,2014,0.64
CRI,2014,0.785
CUB,2014,0.764
CYP,2014,0.856
CZE,2014,0.879
DEU,2014,0.93
DJI,2014,0.475
DMA,2014,0.732
DNK,2014,0.928
DOM,2014,0.724
DZA,2014,0.749
ECU,2014,0.75
EGY,2014,0.683
ERI,2014,0.436
ESP,2014,0.88
EST,2014,0.865
ETH,2014,0.446
FIN,2014,0.918
FJI,2014,0.712
FRA,2014,0.887
FSM,2014,0.598
GAB,2014,0.688
GBR,2014,0.918
GEO,2014,0.764
GHA,2014,0.577
GIN,2014,0.446
GMB,2014,0.449
GNB,2014,0.45
GNQ,2014,0.59
GRC,2014,0.866
GRD,2014,0.752
GTM,2014,0.643
GUY,2014,0.66
HKG,2014,0.924
HND,2014,0.606
HRV,2014,0.827
HTI,2014,0.488
HUN,2014,0.833
IDN,2014,0.691
IND,2014,0.618
IRL,2014,0.92
IRN,2014,0.788
IRQ,2014,0.662
ISL,2014,0.924
ISR,2014,0.9
ITA,2014,0.874
JAM,2014,0.72
JOR,2014,0.72
JPN,2014,0.904
KAZ,2014,0.798
KEN,2014,0.556
KGZ,2014,0.663
KHM,2014,0.561
KIR,2014,0.613
KNA,2014,0.768
KOR,2014,0.896
KWT,2014,0.8
LAO,2014,0.586
LBN,2014,0.732
LBR,2014,0.464
LBY,2014,0.693
LCA,2014,0.728
LIE,2014,0.911
LKA,2014,0.769
LSO,2014,0.493
LTU,2014,0.852
LUX,2014,0.895
LVA,2014,0.836
MAR,2014,0.653
MDA,2014,0.705
MDG,2014,0.512
MDV,2014,0.702
MEX,2014,0.754
MHL,2014,
MKD,2014,0.747
MLI,2014,0.414
MLT,2014,0.868
MMR,2014,0.558
MNE,2014,0.803
MNG,2014,0.733
MOZ,2014,0.42
MRT,2014,0.518
MUS,2014,0.786
MWI,2014,0.472
MYS,2014,0.792
NAM,2014,0.631
NER,2014,0.353
NGA,2014,0.523
NIC,2014,0.64
NLD,2014,0.925
NOR,2014,0.945
NPL,2014,0.562
NZL,2014,0.91
OMN,2014,0.815
PAK,2014,0.546
PAN,2014,0.779
PER,2014,0.752
PHL,2014,0.697
PLW,2014,0.809
PNG,2014,0.531
POL,2014,0.853
PRT,2014,0.84
PRY,2014,0.712
PSE,2014,0.682
QAT,2014,0.854
ROU,2014,0.803
RUS,2014,0.807
RWA,2014,0.513
SAU,2014,0.853
SDN,2014,0.496
SEN,2014,0.501
SGP,2014,0.928
SLB,2014,0.551
SLE,2014,0.43
SLV,2014,0.66
SRB,2014,0.78
SSD,2014,0.435
STP,2014,0.577
SUR,2014,0.726
SVK,2014,0.845
SVN,2014,0.886
SWE,2014,0.929
SWZ,2014,0.573
SYC,2014,0.796
SYR,2014,0.551
TCD,2014,0.406
TGO,2014,0.495
THA,2014,0.739
TJK,2014,0.642
TKM,2014,0.696
TLS,2014,0.608
TON,2014,0.699
TTO,2014,0.788
TUN,2014,0.728
TUR,2014,0.792
TZA,2014,0.509
UGA,2014,0.509
UKR,2014,0.747
URY,2014,0.8
USA,2014,0.915
UZB,2014,0.693
VCT,2014,0.715
VEN,2014,0.77
VNM,2014,0.675
VUT,2014,0.589
WSM,2014,0.698
YEM,2014,0.504
ZAF,2014,0.691
ZMB,2014,0.565
ZWE,2014,0.537
AFG,2015,0.49
AGO,2015,0.565
ALB,2015,0.788
AND,2015,0.85
ARE,2015,0.86
ARG,2015,0.828
ARM,2015,0.748
ATG,2015,0.77
AUS,2015,0.933
AUT,2015,0.906
AZE,2015,0.749
BDI,2015,0.427
BEL,2015,0.913
BEN,2015,0.51
BFA,2015,0.413
BGD,2015,0.588
BGR,2015,0.807
BHR,2015,0.834
BHS,2015,0.799
BIH,2015,0.755
BLR,2015,0.811
BLZ,2015,0.715
BOL,2015,0.685
BRA,2015,0.755
BRB,2015,0.812
BRN,2015,0.843
BTN,2015,0.606
BWA,2015,0.714
CAF,2015,0.362
CAN,2015,0.917
CHE,2015,0.943
CHL,2015,0.839
CHN,2015,0.742
CIV,2015,0.494
CMR,2015,0.548
COD,2015,0.445
COG,2015,0.614
COL,2015,0.753
COM,2015,0.535
CPV,2015,0.643
CRI,2015,0.786
CUB,2015,0.768
CYP,2015,0.864
CZE,2015,0.882
DEU,2015,0.933
DJI,2015,0.482
DMA,2015,0.729
DNK,2015,0.926
DOM,2015,0.733
DZA,2015,0.751
ECU,2015,0.758
EGY,2015,0.69
ERI,2015,0.433
ESP,2015,0.885
EST,2015,0.871
ETH,2015,0.453
FIN,2015,0.919
FJI,2015,0.718
FRA,2015,0.888
FSM,2015,0.606
GAB,2015,0.692
GBR,2015,0.916
GEO,2015,0.771
GHA,2015,0.585
GIN,2015,0.449
GMB,2015,0.454
GNB,2015,0.453
GNQ,2015,0.593
GRC,2015,0.868
GRD,2015,0.756
GTM,2015,0.647
GUY,2015,0.663
HKG,2015,0.927
HND,2015,0.613
HRV,2015,0.83
HTI,2015,0.492
HUN,2015,0.835
IDN,2015,0.696
IND,2015,0.627
IRL,2015,0.926
IRN,2015,0.789
IRQ,2015,0.665
ISL,2015,0.927
ISR,2015,0.901
ITA,2015,0.875
JAM,2015,0.722
JOR,2015,0.721
JPN,2015,0.906
KAZ,2015,0.806
KEN,2015,0.562
KGZ,2015,0.666
KHM,2015,0.566
KIR,2015,0.619
KNA,2015,0.769
KOR,2015,0.899
KWT,2015,0.807
LAO,2015,0.594
LBN,2015,0.728
LBR,2015,0.463
LBY,2015,0.691
LCA,2015,0.736
LIE,2015,0.912
LKA,2015,0.772
LSO,2015,0.499
LTU,2015,0.855
LUX,2015,0.899
LVA,2015,0.842
MAR,2015,0.66
MDA,2015,0.703
MDG,2015,0.514
MDV,2015,0.709
MEX,2015,0.759
MHL,2015,
MKD,2015,0.753
MLI,2015,0.412
MLT,2015,0.877
MMR,2015,0.565
MNE,2015,0.807
MNG,2015,0.736
MOZ,2015,0.428
MRT,2015,0.521
MUS,2015,0.786
MWI,2015,0.475
MYS,2015,0.797
NAM,2015,0.637
NER,2015,0.36
NGA,2015,0.527
NIC,2015,0.644
NLD,2015,0.927
NOR,2015,0.948
NPL,2015,0.568
NZL,2015,0.914
OMN,2015,0.827
PAK,2015,0.55
PAN,2015,0.782
PER,2015,0.75
PHL,2015,0.702
PLW,2015,0.803
PNG,2015,0.539
POL,2015,0.858
PRT,2015,0.843
PRY,2015,0.718
PSE,2015,0.685
QAT,2015,0.851
ROU,2015,0.806
RUS,2015,0.813
RWA,2015,0.515
SAU,2015,0.857
SDN,2015,0.501
SEN,2015,0.504
SGP,2015,0.929
SLB,2015,0.555
SLE,2015,0.422
SLV,2015,0.66
SRB,2015,0.785
SSD,2015,0.428
STP,2015,0.59
SUR,2015,0.73
SVK,2015,0.849
SVN,2015,0.886
SWE,2015,0.932
SWZ,2015,0.585
SYC,2015,0.801
SYR,2015,0.54
TCD,2015,0.403
TGO,2015,0.502
THA,2015,0.746
TJK,2015,0.642
TKM,2015,0.701
TLS,2015,0.628
TON,2015,0.714
TTO,2015,0.796
TUN,2015,0.731
TUR,2015,0.8
TZA,2015,0.519
UGA,2015,0.515
UKR,2015,0.742
URY,2015,0.802
USA,2015,0.917
UZB,2015,0.696
VCT,2015,0.721
VEN,2015,0.763
VNM,2015,0.68
VUT,2015,0.592
WSM,2015,0.699
YEM,2015,0.493
ZAF,2015,0.699
ZMB,2015,0.57
ZWE,2015,0.543
AFG,2016,0.491
AGO,2016,0.57
ALB,2016,0.788
AND,2016,0.854
ARE,2016,0.863
ARG,2016,0.828
ARM,2016,0.751
ATG,2016,0.772
AUS,2016,0.935
AUT,2016,0.909
AZE,2016,0.749
BDI,2016,0.427
BEL,2016,0.915
BEN,2016,0.512
BFA,2016,0.42
BGD,2016,0.599
BGR,2016,0.812
BHR,2016,0.839
BHS,2016,0.8
BIH,2016,0.765
BLR,2016,0.812
BLZ,2016,0.722
BOL,2016,0.692
BRA,2016,0.757
BRB,2016,0.814
BRN,2016,0.844
BTN,2016,0.61
BWA,2016,0.719
CAF,2016,0.372
CAN,2016,0.92
CHE,2016,0.943
CHL,2016,0.843
CHN,2016,0.749
CIV,2016,0.508
CMR,2016,0.556
COD,2016,0.453
COG,2016,0.613
COL,2016,0.759
COM,2016,0.537
CPV,2016,0.645
CRI,2016,0.789
CUB,2016,0.771
CYP,2016,0.869
CZE,2016,0.885
DEU,2016,0.936
DJI,2016,0.489
DMA,2016,0.729
DNK,2016,0.928
DOM,2016,0.738
DZA,2016,0.755
ECU,2016,0.756
EGY,2016,0.695
ERI,2016,0.434
ESP,2016,0.888
EST,2016,0.875
ETH,2016,0.46
FIN,2016,0.922
FJI,2016,0.718
FRA,2016,0.887
FSM,2016,0.608
GAB,2016,0.696
GBR,2016,0.918
GEO,2016,0.776
GHA,2016,0.587
GIN,2016,0.456
GMB,2016,0.456
GNB,2016,0.457
GNQ,2016,0.592
GRC,2016,0.866
GRD,2016,0.76
GTM,2016,0.648
GUY,2016,0.666
HKG,2016,0.931
HND,2016,0.618
HRV,2016,0.832
HTI,2016,0.497
HUN,2016,0.838
IDN,2016,0.7
IND,2016,0.637
IRL,2016,0.936
IRN,2016,0.799
IRQ,2016,0.672
ISL,2016,0.932
ISR,2016,0.902
ITA,2016,0.878
JAM,2016,0.722
JOR,2016,0.722
JPN,2016,0.91
KAZ,2016,0.808
KEN,2016,0.568
KGZ,2016,0.669
KHM,2016,0.572
KIR,2016,0.622
KNA,2016,0.772
KOR,2016,0.901
KWT,2016,0.809
LAO,2016,0.598
LBN,2016,0.725
LBR,2016,0.463
LBY,2016,0.69
LCA,2016,0.744
LIE,2016,0.915
LKA,2016,0.774
LSO,2016,0.507
LTU,2016,0.86
LUX,2016,0.904
LVA,2016,0.845
MAR,2016,0.669
MDA,2016,0.705
MDG,2016,0.515
MDV,2016,0.713
MEX,2016,0.764
MHL,2016,
MKD,2016,0.757
MLI,2016,0.42
MLT,2016,0.881
MMR,2016,0.571
MNE,2016,0.809
MNG,2016,0.73
MOZ,2016,0.435
MRT,2016,0.519
MUS,2016,0.79
MWI,2016,0.478
MYS,2016,0.801
NAM,2016,0.639
NER,2016,0.365
NGA,2016,0.528
NIC,2016,0.649
NLD,2016,0.929
NOR,2016,0.951
NPL,2016,0.572
NZL,2016,0.917
OMN,2016,0.834
PAK,2016,0.556
PAN,2016,0.788
PER,2016,0.755
PHL,2016,0.704
PLW,2016,0.808
PNG,2016,0.541
POL,2016,0.864
PRT,2016,0.846
PRY,2016,0.718
PSE,2016,0.687
QAT,2016,0.847
ROU,2016,0.808
RUS,2016,0.817
RWA,2016,0.525
SAU,2016,0.857
SDN,2016,0.505
SEN,2016,0.506
SGP,2016,0.933
SLB,2016,0.553
SLE,2016,0.423
SLV,2016,0.662
SRB,2016,0.791
SSD,2016,0.418
STP,2016,0.593
SUR,2016,0.725
SVK,2016,0.851
SVN,2016,0.892
SWE,2016,0.934
SWZ,2016,0.596
SYC,2016,0.801
SYR,2016,0.539
TCD,2016,0.398
TGO,2016,0.506
THA,2016,0.753
TJK,2016,0.647
TKM,2016,0.706
TLS,2016,0.628
TON,2016,0.715
TTO,2016,0.796
TUN,2016,0.736
TUR,2016,0.8
TZA,2016,0.518
UGA,2016,0.52
UKR,2016,0.746
URY,2016,0.806
USA,2016,0.919
UZB,2016,0.701
VCT,2016,0.725
VEN,2016,0.752
VNM,2016,0.685
VUT,2016,0.592
WSM,2016,0.704
YEM,2016,0.477
ZAF,2016,0.702
ZMB,2016,0.58
ZWE,2016,0.549
AFG,2017,0.493
AGO,2017,0.576
ALB,2017,0.789
AND,2017,0.852
ARE,2017,0.864
ARG,2017,0.832
ARM,2017,0.758
ATG,2017,0.774
AUS,2017,0.937
AUT,2017,0.912
AZE,2017,0.752
BDI,2017,0.421
BEL,2017,0.917
BEN,2017,0.515
BFA,2017,0.429
BGD,2017,0.609
BGR,2017,0.813
BHR,2017,0.839
BHS,2017,0.804
BIH,2017,0.767
BLR,2017,0.815
BLZ,2017,0.719
BOL,2017,0.7
BRA,2017,0.76
BRB,2017,0.813
BRN,2017,0.843
BTN,2017,0.615
BWA,2017,0.724
CAF,2017,0.376
CAN,2017,0.921
CHE,2017,0.943
CHL,2017,0.845
CHN,2017,0.753
CIV,2017,0.512
CMR,2017,0.56
COD,2017,0.456
COG,2017,0.609
COL,2017,0.76
COM,2017,0.539
CPV,2017,0.647
CRI,2017,0.792
CUB,2017,0.777
CYP,2017,0.871
CZE,2017,0.888
DEU,2017,0.938
DJI,2017,0.492
DMA,2017,0.723
DNK,2017,0.929
DOM,2017,0.741
DZA,2017,0.758
ECU,2017,0.757
EGY,2017,0.696
ERI,2017,0.431
ESP,2017,0.891
EST,2017,0.879
ETH,2017,0.466
FIN,2017,0.924
FJI,2017,0.721
FRA,2017,0.89
FSM,2017,0.612
GAB,2017,0.7
GBR,2017,0.919
GEO,2017,0.783
GHA,2017,0.591
GIN,2017,0.463
GMB,2017,0.459
GNB,2017,0.46
GNQ,2017,0.59
GRC,2017,0.871
GRD,2017,0.76
GTM,2017,0.649
GUY,2017,0.668
HKG,2017,0.936
HND,2017,0.621
HRV,2017,0.835
HTI,2017,0.501
HUN,2017,0.841
IDN,2017,0.704
IND,2017,0.643
IRL,2017,0.939
IRN,2017,0.799
IRQ,2017,0.684
ISL,2017,0.935
ISR,2017,0.904
ITA,2017,0.881
JAM,2017,0.725
JOR,2017,0.722
JPN,2017,0.913
KAZ,2017,0.813
KEN,2017,0.574
KGZ,2017,0.671
KHM,2017,0.578
KIR,2017,0.623
KNA,2017,0.774
KOR,2017,0.904
KWT,2017,0.809
LAO,2017,0.602
LBN,2017,0.732
LBR,2017,0.466
LBY,2017,0.704
LCA,2017,0.744
LIE,2017,0.916
LKA,2017,0.776
LSO,2017,0.514
LTU,2017,0.866
LUX,2017,0.908
LVA,2017,0.849
MAR,2017,0.675
MDA,2017,0.709
MDG,2017,0.518
MDV,2017,0.716
MEX,2017,0.765
MHL,2017,0.696
MKD,2017,0.758
MLI,2017,0.426
MLT,2017,0.883
MMR,2017,0.577
MNE,2017,0.813
MNG,2017,0.729
MOZ,2017,0.442
MRT,2017,0.524
MUS,2017,0.793
MWI,2017,0.482
MYS,2017,0.802
NAM,2017,0.643
NER,2017,0.373
NGA,2017,0.533
NIC,2017,0.653
NLD,2017,0.932
NOR,2017,0.953
NPL,2017,0.574
NZL,2017,0.92
OMN,2017,0.833
PAK,2017,0.558
PAN,2017,0.793
PER,2017,0.756
PHL,2017,0.709
PLW,2017,0.811
PNG,2017,0.543
