num_boletim,data_hora_boletim,numero_envolvido,condutor,codigo_severidade,desc_severidade,sexo,cinto_seguranca,Embreagues,Idade,nascimento,categoria_habilitacao,descricao_habilitacao,declaracao_obito,cod_severidade_antiga,especie_veiculo,pedestre,passageiro
"2017-016744756-001",2017-07-19 16:17:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",32,"00/00/0000","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-016823155-001",2017-07-20 08:22:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",35,"21/05/1982","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-018661385-001",2017-08-01 15:08:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",70,"10/07/1947","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-018718620-001",2017-08-02 00:09:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",51,"24/06/1966","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-018766237-001",2017-08-02 08:05:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",35,"06/09/1981","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-005470540-001",2017-03-13 20:11:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",45,"23/05/1971","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-006721452-001",2017-04-04 22:45:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",19,"31/07/1997","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-006732963-001",2017-03-30 09:08:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",62,"09/12/1954","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-006799338-001",2017-03-30 21:39:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",58,"31/05/1958","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-006802606-001",2017-03-30 22:34:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",37,"23/04/1979","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-005617360-001",2017-03-15 15:34:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",24,"29/06/1992","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-006874841-001",2017-03-31 17:50:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",33,"11/06/1983","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-005702684-001",2017-03-16 13:22:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",66,"18/01/1951","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-006896315-001",2017-04-01 06:53:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",28,"02/12/1988","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-007023924-001",2017-04-03 10:41:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",54,"15/10/1962","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-006940568-001",2017-04-01 22:07:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",34,"22/02/1983","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-006952380-001",2017-04-02 09:27:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",46,"03/04/1970","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-006975435-001",2017-04-02 14:30:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",21,"03/06/1995","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-006982333-001",2017-04-02 20:50:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",43,"14/12/1973","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-005870701-001",2017-03-18 23:17:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",29,"09/01/1988","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-005919812-001",2017-03-19 22:43:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",19,"16/03/1998","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-006052602-001",2017-03-21 12:24:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",41,"11/10/1975","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-006088409-001",2017-03-21 18:11:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",63,"04/11/1953","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-006404114-001",2017-03-25 18:55:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",39,"04/04/1977","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-006473813-001",2017-03-27 08:00:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",55,"13/05/1961","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-006474952-001",2017-03-25 16:30:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",18,"30/05/1998","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-006496495-001",2017-03-27 09:55:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",85,"14/04/1931","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-006504045-001",2017-03-27 10:47:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",21,"03/09/1995","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-007011973-001",2017-04-03 08:03:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",60,"23/06/1956","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-006583793-001",2017-03-24 19:00:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",39,"29/11/1977","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-005340772-001",2017-03-12 06:49:00.000,1,"S",3,"SEM FERIMENTOS","M","SIM","NÃO",30,"05/06/1986","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-000086895-001",2017-01-02 11:09:00.000,1,"S",3,"SEM FERIMENTOS","M","NÃO","NÃO",68,"29/11/1948","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-000209409-001",2017-01-03 17:33:00.000,1,"S",3,"SEM FERIMENTOS","M","NÃO","NÃO",20,"15/07/1996","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-017012053-001",2017-01-21 13:00:00.000,1,"S",3,"SEM FERIMENTOS","M","NÃO","NÃO",0,"13/01/1977","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-017055316-001",2017-07-08 22:00:00.000,1,"S",3,"SEM FERIMENTOS","M","NÃO","NÃO",0,"17/06/1966","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-017055817-001",2017-07-10 15:25:00.000,1,"S",3,"SEM FERIMENTOS","M","NÃO","NÃO",0,"30/09/1985","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-017058939-001",2017-07-23 13:55:00.000,1,"S",3,"SEM FERIMENTOS","M","NÃO","NÃO",0,"17/02/1994","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-017063739-001",2017-08-12 13:25:00.000,1,"S",3,"SEM FERIMENTOS","M","NÃO","NÃO",0,"04/12/1994","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-017069686-001",2017-09-04 16:40:00.000,1,"S",3,"SEM FERIMENTOS","M","NÃO","NÃO",0,"11/12/1960","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-017071697-001",2017-09-12 15:50:00.000,1,"S",3,"SEM FERIMENTOS","M","NÃO","NÃO",0,"19/04/1981","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-017072535-001",2017-09-16 07:25:00.000,1,"S",3,"SEM FERIMENTOS","M","NÃO","NÃO",0,"10/01/1983","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-017086374-001",2017-11-10 09:30:00.000,1,"S",3,"SEM FERIMENTOS","M","NÃO","NÃO",0,"10/07/1983","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-012306969-001",2017-06-12 12:57:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",41,"22/10/1975","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-012329829-001",2017-06-12 19:45:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",40,"09/03/1977","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-012335813-001",2017-06-12 17:56:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",20,"23/05/1997","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-012370578-001",2017-06-13 09:35:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",36,"05/05/1981","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-012383759-001",2017-06-13 13:00:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",34,"29/05/1983","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-012483730-001",2017-06-14 13:42:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",28,"04/01/1989","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-012506188-001",2017-06-14 19:06:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",37,"10/12/1979","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-012508419-001",2017-06-14 17:16:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",28,"27/08/1988","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-012613210-001",2017-06-16 15:11:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",28,"15/08/1988","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-012633146-001",2017-06-16 17:20:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",33,"10/12/1983","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-012667545-001",2017-06-17 14:35:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",25,"05/08/1991","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-012678783-001",2017-06-17 16:15:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",34,"04/07/1982","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-004031881-001",2017-02-22 13:27:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",27,"26/10/1989","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-004069856-001",2017-02-23 07:43:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",65,"29/03/1951","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-002021104-001",2017-01-15 04:00:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",34,"22/10/1982","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-004121945-001",2017-02-23 15:57:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",56,"06/06/1960","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-004127760-001",2017-02-23 19:05:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",52,"02/01/1965","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-004131273-001",2017-02-23 18:31:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",42,"05/01/1975","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-004138695-001",2017-02-23 21:11:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",22,"02/03/1994","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-004157503-001",2017-02-24 09:11:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",26,"11/07/1990","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-004170530-001",2017-02-24 10:05:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",38,"26/12/1978","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-004272630-001",2017-02-25 16:32:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",36,"07/05/1980","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-004279174-001",2017-02-25 15:06:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",40,"22/03/1976","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-002148207-001",2017-01-30 00:26:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",37,"19/04/1979","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-002187022-001",2017-01-30 12:05:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",26,"08/05/1990","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-002227070-001",2017-01-30 17:32:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",40,"25/04/1976","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-002236133-001",2017-01-30 19:11:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",66,"10/07/1950","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-004575410-001",2017-03-02 12:12:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",54,"04/06/1962","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-004623240-001",2017-03-02 10:38:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",24,"30/06/1992","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-004900414-001",2017-03-06 14:00:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",63,"12/03/1953","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-004910870-001",2017-03-06 16:29:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",20,"31/01/1997","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-004954463-001",2017-03-07 12:09:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",44,"05/08/1972","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-002400524-001",2017-02-01 16:33:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",23,"14/10/1993","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-002432755-001",2017-02-02 08:20:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",32,"09/02/1984","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-002492667-001",2017-02-02 16:21:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",60,"18/09/1956","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-005007892-001",2017-03-07 20:53:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",29,"05/10/1987","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-004624050-001",2017-03-02 19:02:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",21,"13/12/1995","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-004711844-001",2017-03-03 20:45:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",43,"05/06/1973","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-001201440-001",2017-01-12 18:45:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",42,"30/06/1974","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-001233602-001",2017-01-17 12:31:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",49,"06/08/1967","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-002603624-001",2017-02-04 14:17:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",56,"28/07/1960","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-003663940-001",2017-02-17 20:43:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",36,"13/10/1980","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-003690536-001",2017-02-18 12:57:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",42,"20/11/1974","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-005087435-001",2017-03-08 16:56:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",60,"05/01/1957","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-001284357-001",2017-01-16 14:50:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",30,"01/03/1986","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-002700116-001",2017-02-06 08:43:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",34,"01/03/1982","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-002702773-001",2017-02-03 11:40:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",38,"17/06/1978","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-002721087-001",2017-02-06 11:10:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",43,"07/09/1973","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-002738792-001",2017-02-06 15:32:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",51,"17/03/1965","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-005228007-001",2017-03-10 11:36:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",30,"28/07/1986","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-002778662-001",2017-02-06 23:51:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",24,"07/04/1992","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-002843895-001",2017-02-07 14:22:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",35,"17/03/1981","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-002861793-001",2017-02-07 15:22:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",29,"05/03/1987","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-002865685-001",2017-02-07 23:09:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",54,"14/12/1962","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-002875089-001",2017-02-08 08:01:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",24,"16/12/1992","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-004714534-001",2017-03-03 21:35:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",48,"08/07/1968","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-004735530-001",2017-03-04 10:50:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",28,"27/12/1988","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-004736995-001",2017-03-04 11:51:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",28,"01/10/1988","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-004749141-001",2017-03-04 14:40:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",86,"24/09/1930","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-004754291-001",2017-03-04 15:27:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",28,"10/11/1988","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
"2017-004773062-001",2017-03-04 23:40:00.000,1,"S",3,"SEM FERIMENTOS","F","SIM","NÃO",38,"05/11/1978","B","VEICULOS MOTOR. COM ATE 8 PASSAGEIROS, PESO MAXIMO 3500 KG",0,0,"AUTOMOVEL","N","N"
