numero_boletim,data hora_boletim,data_inclusao,tipo_acidente,desc_tipo_acidente,cod_tempo,desc_tempo,cod_pavimento,pavimento,cod_regional,desc_regional,origem_boletim,local_sinalizado,velocidade_permitida,coordenada_x,coordenada_y,hora_informada,indicador_fatalidade,valor_ups,descricao_ups,hora_boletim,Nr Dia da Semana,Nome Dia da Semana,Período
"2018-039118535-001",2018-09-01 20:20:00.000,2018-09-01 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",20,6,"Sábado","Noite"
"2018-033576320-001",2018-07-30 15:57:00.000,2018-07-30 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",15,1,"Segunda-feira","Tarde"
"2018-033595292-001",2018-07-30 17:38:00.000,2018-07-30 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",17,1,"Segunda-feira","Tarde"
"2018-040023415-001",2018-09-07 14:36:00.000,2018-09-07 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",14,5,"Sexta-feira","Tarde"
"2018-046151949-001",2018-10-15 19:45:00.000,2018-10-15 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",19,1,"Segunda-feira","Noite"
"2018-046349758-001",2018-10-16 23:14:00.000,2018-10-17 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",23,2,"Terça-feira","Noite"
"2018-055672410-001",2018-12-14 18:58:00.000,2018-12-14 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",18,5,"Sexta-feira","Noite"
"2016-002135223-001",2016-01-29 13:00:00.000,2016-01-29 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",13,5,"Sexta-feira","Tarde"
"2016-002274268-001",2016-01-30 15:20:00.000,2016-01-31 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",15,6,"Sábado","Tarde"
"2016-002647308-001",2016-02-04 15:27:00.000,2016-02-04 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",15,4,"Quinta-feira","Tarde"
"2016-002666793-001",2016-02-04 16:51:00.000,2016-02-04 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",16,4,"Quinta-feira","Tarde"
"2016-004203560-001",2016-02-24 08:54:00.000,2016-02-24 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",8,3,"Quarta-feira","Manhã"
"2016-004204669-001",2016-02-24 12:46:00.000,2016-02-24 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",12,3,"Quarta-feira","Tarde"
"2016-006120917-001",2016-03-18 18:00:00.000,2016-03-19 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",18,5,"Sexta-feira","Noite"
"2016-008067085-001",2016-04-12 17:54:00.000,2016-04-12 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",17,2,"Terça-feira","Tarde"
"2016-010873161-001",2016-05-19 05:44:00.000,2016-05-19 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",5,4,"Quinta-feira","Madrugada"
"2016-011651833-001",2016-05-30 07:45:00.000,2016-05-30 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",7,1,"Segunda-feira","Manhã"
"2016-011698172-001",2016-05-26 13:00:00.000,2016-05-30 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",13,4,"Quinta-feira","Tarde"
"2016-012574672-001",2016-06-10 11:55:00.000,2016-06-10 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",11,5,"Sexta-feira","Manhã"
"2016-013180671-001",2016-06-18 07:20:00.000,2016-06-18 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",7,6,"Sábado","Manhã"
"2016-015902750-001",2016-07-19 18:30:00.000,2016-07-23 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",18,2,"Terça-feira","Noite"
"2016-015930353-001",2016-07-23 20:05:00.000,2016-07-23 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",20,6,"Sábado","Noite"
"2016-021930519-001",2016-10-07 12:37:00.000,2016-10-07 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",12,5,"Sexta-feira","Tarde"
"2016-022265248-001",2016-10-11 23:30:00.000,2016-10-12 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",23,2,"Terça-feira","Noite"
"2016-022301140-001",2016-10-12 17:50:00.000,2016-10-12 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",17,3,"Quarta-feira","Tarde"
"2016-023165985-001",2016-10-24 10:10:00.000,2016-10-24 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",10,1,"Segunda-feira","Manhã"
"2016-024428983-001",2016-11-09 20:44:00.000,2016-11-09 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",20,3,"Quarta-feira","Noite"
"2016-025001666-001",2016-11-18 01:03:00.000,2016-11-18 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",1,5,"Sexta-feira","Madrugada"
"2016-025449068-001",2016-11-23 23:45:00.000,2016-11-24 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",23,3,"Quarta-feira","Noite"
"2016-025663456-001",2016-11-26 18:20:00.000,2016-11-26 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",18,6,"Sábado","Noite"
"2016-025907407-001",2016-11-29 19:35:00.000,2016-11-29 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",19,2,"Terça-feira","Noite"
"2017-034755078-001",2017-11-13 21:11:00.000,2017-11-13 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",21,1,"Segunda-feira","Noite"
"2017-002611304-001",2017-02-03 21:30:00.000,2017-02-04 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",21,5,"Sexta-feira","Noite"
"2017-001548640-001",2017-01-21 15:16:00.000,2017-01-21 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",15,6,"Sábado","Tarde"
"2017-000824788-001",2017-01-11 16:31:00.000,2017-01-11 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",16,3,"Quarta-feira","Tarde"
"2017-002017792-001",2017-01-27 16:12:00.000,2017-01-27 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",16,5,"Sexta-feira","Tarde"
"2017-000606260-001",2017-01-09 08:35:00.000,2017-01-09 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",8,1,"Segunda-feira","Manhã"
"2017-026071737-001",2017-09-18 17:59:00.000,2017-09-18 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",17,1,"Segunda-feira","Tarde"
"2017-033103702-001",2017-11-02 19:35:00.000,2017-11-02 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",19,4,"Quinta-feira","Noite"
"2017-025072446-001",2017-09-12 11:41:00.000,2017-09-12 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",11,2,"Terça-feira","Manhã"
"2017-030313815-001",2017-10-16 09:37:00.000,2017-10-16 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",9,1,"Segunda-feira","Manhã"
"2017-020982609-001",2017-08-16 20:32:00.000,2017-08-16 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",20,3,"Quarta-feira","Noite"
"2017-011545827-001",2017-06-02 14:28:00.000,2017-06-02 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",14,5,"Sexta-feira","Tarde"
"2017-014684051-001",2017-07-01 08:40:00.000,2017-07-06 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",8,6,"Sábado","Manhã"
"2017-014940232-001",2017-07-07 05:00:00.000,2017-07-07 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",5,5,"Sexta-feira","Madrugada"
"2017-007427473-001",2017-04-08 00:06:00.000,2017-04-08 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",0,6,"Sábado","Madrugada"
"2017-006733184-001",2017-03-30 08:06:00.000,2017-03-30 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",8,4,"Quinta-feira","Manhã"
"2018-003714314-001",2018-01-26 01:16:00.000,2018-01-26 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",1,5,"Sexta-feira","Madrugada"
"2018-001236108-001",2018-01-09 18:13:00.000,2018-01-09 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",18,2,"Terça-feira","Noite"
"2018-004914026-001",2018-02-02 17:10:00.000,2018-02-02 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",17,5,"Sexta-feira","Tarde"
"2018-030667760-001",2018-07-12 10:28:00.000,2018-07-12 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",10,4,"Quinta-feira","Manhã"
"2018-019895981-001",2018-05-05 16:15:00.000,2018-05-05 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",16,6,"Sábado","Tarde"
"2018-020017073-001",2018-05-06 16:02:00.000,2018-05-06 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",16,0,"Domingo","Tarde"
"2018-027610042-001",2018-06-23 10:20:00.000,2018-06-23 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",10,6,"Sábado","Manhã"
"2018-022444310-001",2018-05-21 09:19:00.000,2018-05-21 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",9,1,"Segunda-feira","Manhã"
"2018-028226100-001",2018-06-27 07:10:00.000,2018-06-27 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",7,3,"Quarta-feira","Manhã"
"2018-011808659-001",2018-03-15 23:31:00.000,2018-03-16 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",23,4,"Quinta-feira","Noite"
"2018-023210994-001",2018-05-25 17:10:00.000,2018-05-25 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",17,5,"Sexta-feira","Tarde"
"2018-029116240-001",2018-07-02 21:59:00.000,2018-07-02 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",21,1,"Segunda-feira","Noite"
"2018-018244025-001",2018-04-25 07:59:00.000,2018-04-25 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",7,3,"Quarta-feira","Manhã"
"2018-029523670-001",2018-07-05 11:45:00.000,2018-07-05 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",11,4,"Quinta-feira","Manhã"
"2018-018796757-001",2018-04-28 09:50:00.000,2018-04-28 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",9,6,"Sábado","Manhã"
"2018-029929920-001",2018-07-07 22:42:00.000,2018-07-07 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",22,6,"Sábado","Noite"
"2018-030464302-001",2018-07-11 07:20:00.000,2018-07-11 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",7,3,"Quarta-feira","Manhã"
"2018-038445919-001",2018-08-28 18:07:00.000,2018-08-28 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",18,2,"Terça-feira","Noite"
"2018-044374290-001",2018-10-04 14:43:00.000,2018-10-04 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",14,4,"Quinta-feira","Tarde"
"2018-033507000-001",2018-07-29 11:50:00.000,2018-07-30 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",11,0,"Domingo","Manhã"
"2018-047894491-001",2018-10-26 08:11:00.000,2018-10-26 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",8,5,"Sexta-feira","Manhã"
"2018-046429045-001",2018-10-17 14:55:00.000,2018-10-17 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",14,3,"Quarta-feira","Tarde"
"2018-042455060-001",2018-09-22 12:20:00.000,2018-09-22 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",12,6,"Sábado","Tarde"
"2018-052042665-001",2018-11-22 08:55:00.000,2018-11-22 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",8,4,"Quinta-feira","Manhã"
"2018-054924310-001",2018-12-10 13:15:00.000,2018-12-10 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",13,1,"Segunda-feira","Tarde"
"2018-055405558-001",2018-12-13 08:58:00.000,2018-12-13 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",8,4,"Quinta-feira","Manhã"
"2016-001475963-001",2016-01-21 07:30:00.000,2016-01-21 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",7,4,"Quinta-feira","Manhã"
"2016-002612324-001",2016-02-04 10:44:00.000,2016-02-04 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",10,4,"Quinta-feira","Manhã"
"2016-002635331-001",2016-02-04 11:27:00.000,2016-02-04 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",11,4,"Quinta-feira","Manhã"
"2016-002743804-001",2016-02-05 17:25:00.000,2016-02-05 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",17,5,"Sexta-feira","Tarde"
"2016-002797368-001",2016-02-06 12:00:00.000,2016-02-06 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",12,6,"Sábado","Tarde"
"2016-003022253-002",2016-02-09 20:43:00.000,2016-02-09 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",20,2,"Terça-feira","Noite"
"2016-005650620-001",2016-03-13 21:39:00.000,2016-03-13 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",21,0,"Domingo","Noite"
"2016-006504571-001",2016-03-24 08:59:00.000,2016-03-24 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",8,4,"Quinta-feira","Manhã"
"2016-007296490-001",2016-04-03 20:06:00.000,2016-04-03 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",20,0,"Domingo","Noite"
"2016-008323632-001",2016-04-15 19:26:00.000,2016-04-15 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",19,5,"Sexta-feira","Noite"
"2016-008961633-001",2016-04-25 06:49:00.000,2016-04-25 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",6,1,"Segunda-feira","Manhã"
"2016-009360547-001",2016-04-29 21:15:00.000,2016-04-29 00:00:00.000," H01002","ABALROAMENTO COM VITIMA",0,"NAO INFORMADO",0,"NAO INFORMADO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO",21,5,"Sexta-feira","Noite"
