Date,Year,Quarter,MonthOfYear,DayOfMonth,Month Name,Short Month & Year,Quarter & Year,DayInWeek,DayOfWeekName,WeekEnding,Week Number,MonthnYear,QuarternYear,ShortYear,FY,Month & Year
2016-12-31 00:00:00.000,2016,4,12,31,"December","Dec 2016","Q4 2016",5,"Saturday",2017-01-01 00:00:00.000,53,20161200,20160400,"16","FY17","December 2016"
2017-12-01 00:00:00.000,2017,4,12,1,"December","Dec 2017","Q4 2017",4,"Friday",2017-12-03 00:00:00.000,49,20171200,20170400,"17","FY18","December 2017"
2017-12-02 00:00:00.000,2017,4,12,2,"December","Dec 2017","Q4 2017",5,"Saturday",2017-12-03 00:00:00.000,49,20171200,20170400,"17","FY18","December 2017"
2017-12-03 00:00:00.000,2017,4,12,3,"December","Dec 2017","Q4 2017",6,"Sunday",2017-12-03 00:00:00.000,49,20171200,20170400,"17","FY18","December 2017"
2017-12-25 00:00:00.000,2017,4,12,25,"December","Dec 2017","Q4 2017",0,"Monday",2017-12-31 00:00:00.000,53,20171200,20170400,"17","FY18","December 2017"
2017-12-26 00:00:00.000,2017,4,12,26,"December","Dec 2017","Q4 2017",1,"Tuesday",2017-12-31 00:00:00.000,53,20171200,20170400,"17","FY18","December 2017"
2017-12-27 00:00:00.000,2017,4,12,27,"December","Dec 2017","Q4 2017",2,"Wednesday",2017-12-31 00:00:00.000,53,20171200,20170400,"17","FY18","December 2017"
2017-12-28 00:00:00.000,2017,4,12,28,"December","Dec 2017","Q4 2017",3,"Thursday",2017-12-31 00:00:00.000,53,20171200,20170400,"17","FY18","December 2017"
2017-12-29 00:00:00.000,2017,4,12,29,"December","Dec 2017","Q4 2017",4,"Friday",2017-12-31 00:00:00.000,53,20171200,20170400,"17","FY18","December 2017"
2017-12-30 00:00:00.000,2017,4,12,30,"December","Dec 2017","Q4 2017",5,"Saturday",2017-12-31 00:00:00.000,53,20171200,20170400,"17","FY18","December 2017"
2017-12-31 00:00:00.000,2017,4,12,31,"December","Dec 2017","Q4 2017",6,"Sunday",2017-12-31 00:00:00.000,53,20171200,20170400,"17","FY18","December 2017"
2018-12-01 00:00:00.000,2018,4,12,1,"December","Dec 2018","Q4 2018",5,"Saturday",2018-12-02 00:00:00.000,48,20181200,20180400,"18","FY19","December 2018"
2018-12-02 00:00:00.000,2018,4,12,2,"December","Dec 2018","Q4 2018",6,"Sunday",2018-12-02 00:00:00.000,48,20181200,20180400,"18","FY19","December 2018"
2018-12-03 00:00:00.000,2018,4,12,3,"December","Dec 2018","Q4 2018",0,"Monday",2018-12-09 00:00:00.000,49,20181200,20180400,"18","FY19","December 2018"
2018-12-04 00:00:00.000,2018,4,12,4,"December","Dec 2018","Q4 2018",1,"Tuesday",2018-12-09 00:00:00.000,49,20181200,20180400,"18","FY19","December 2018"
2018-12-05 00:00:00.000,2018,4,12,5,"December","Dec 2018","Q4 2018",2,"Wednesday",2018-12-09 00:00:00.000,49,20181200,20180400,"18","FY19","December 2018"
2018-12-06 00:00:00.000,2018,4,12,6,"December","Dec 2018","Q4 2018",3,"Thursday",2018-12-09 00:00:00.000,49,20181200,20180400,"18","FY19","December 2018"
2018-12-07 00:00:00.000,2018,4,12,7,"December","Dec 2018","Q4 2018",4,"Friday",2018-12-09 00:00:00.000,49,20181200,20180400,"18","FY19","December 2018"
2018-12-08 00:00:00.000,2018,4,12,8,"December","Dec 2018","Q4 2018",5,"Saturday",2018-12-09 00:00:00.000,49,20181200,20180400,"18","FY19","December 2018"
2018-12-09 00:00:00.000,2018,4,12,9,"December","Dec 2018","Q4 2018",6,"Sunday",2018-12-09 00:00:00.000,49,20181200,20180400,"18","FY19","December 2018"
2018-12-31 00:00:00.000,2018,4,12,31,"December","Dec 2018","Q4 2018",0,"Monday",2019-01-06 00:00:00.000,53,20181200,20180400,"18","FY19","December 2018"
2019-12-01 00:00:00.000,2019,4,12,1,"December","Dec 2019","Q4 2019",6,"Sunday",2019-12-01 00:00:00.000,48,20191200,20190400,"19","FY20","December 2019"
2019-12-02 00:00:00.000,2019,4,12,2,"December","Dec 2019","Q4 2019",0,"Monday",2019-12-08 00:00:00.000,49,20191200,20190400,"19","FY20","December 2019"
2019-12-03 00:00:00.000,2019,4,12,3,"December","Dec 2019","Q4 2019",1,"Tuesday",2019-12-08 00:00:00.000,49,20191200,20190400,"19","FY20","December 2019"
2019-12-04 00:00:00.000,2019,4,12,4,"December","Dec 2019","Q4 2019",2,"Wednesday",2019-12-08 00:00:00.000,49,20191200,20190400,"19","FY20","December 2019"
2019-12-05 00:00:00.000,2019,4,12,5,"December","Dec 2019","Q4 2019",3,"Thursday",2019-12-08 00:00:00.000,49,20191200,20190400,"19","FY20","December 2019"
2019-12-06 00:00:00.000,2019,4,12,6,"December","Dec 2019","Q4 2019",4,"Friday",2019-12-08 00:00:00.000,49,20191200,20190400,"19","FY20","December 2019"
2019-12-07 00:00:00.000,2019,4,12,7,"December","Dec 2019","Q4 2019",5,"Saturday",2019-12-08 00:00:00.000,49,20191200,20190400,"19","FY20","December 2019"
2019-12-08 00:00:00.000,2019,4,12,8,"December","Dec 2019","Q4 2019",6,"Sunday",2019-12-08 00:00:00.000,49,20191200,20190400,"19","FY20","December 2019"
2019-12-30 00:00:00.000,2019,4,12,30,"December","Dec 2019","Q4 2019",0,"Monday",2020-01-05 00:00:00.000,53,20191200,20190400,"19","FY20","December 2019"
2019-12-31 00:00:00.000,2019,4,12,31,"December","Dec 2019","Q4 2019",1,"Tuesday",2020-01-05 00:00:00.000,53,20191200,20190400,"19","FY20","December 2019"
2020-12-01 00:00:00.000,2020,4,12,1,"December","Dec 2020","Q4 2020",1,"Tuesday",2020-12-06 00:00:00.000,49,20201200,20200400,"20","FY21","December 2020"
2020-12-02 00:00:00.000,2020,4,12,2,"December","Dec 2020","Q4 2020",2,"Wednesday",2020-12-06 00:00:00.000,49,20201200,20200400,"20","FY21","December 2020"
2020-12-03 00:00:00.000,2020,4,12,3,"December","Dec 2020","Q4 2020",3,"Thursday",2020-12-06 00:00:00.000,49,20201200,20200400,"20","FY21","December 2020"
2020-12-04 00:00:00.000,2020,4,12,4,"December","Dec 2020","Q4 2020",4,"Friday",2020-12-06 00:00:00.000,49,20201200,20200400,"20","FY21","December 2020"
2020-12-05 00:00:00.000,2020,4,12,5,"December","Dec 2020","Q4 2020",5,"Saturday",2020-12-06 00:00:00.000,49,20201200,20200400,"20","FY21","December 2020"
2020-12-06 00:00:00.000,2020,4,12,6,"December","Dec 2020","Q4 2020",6,"Sunday",2020-12-06 00:00:00.000,49,20201200,20200400,"20","FY21","December 2020"
2020-12-28 00:00:00.000,2020,4,12,28,"December","Dec 2020","Q4 2020",0,"Monday",2021-01-03 00:00:00.000,53,20201200,20200400,"20","FY21","December 2020"
2020-12-29 00:00:00.000,2020,4,12,29,"December","Dec 2020","Q4 2020",1,"Tuesday",2021-01-03 00:00:00.000,53,20201200,20200400,"20","FY21","December 2020"
2020-12-30 00:00:00.000,2020,4,12,30,"December","Dec 2020","Q4 2020",2,"Wednesday",2021-01-03 00:00:00.000,53,20201200,20200400,"20","FY21","December 2020"
2020-12-31 00:00:00.000,2020,4,12,31,"December","Dec 2020","Q4 2020",3,"Thursday",2021-01-03 00:00:00.000,53,20201200,20200400,"20","FY21","December 2020"
2021-12-01 00:00:00.000,2021,4,12,1,"December","Dec 2021","Q4 2021",2,"Wednesday",2021-12-05 00:00:00.000,49,20211200,20210400,"21","FY22","December 2021"
2021-12-02 00:00:00.000,2021,4,12,2,"December","Dec 2021","Q4 2021",3,"Thursday",2021-12-05 00:00:00.000,49,20211200,20210400,"21","FY22","December 2021"
2021-12-03 00:00:00.000,2021,4,12,3,"December","Dec 2021","Q4 2021",4,"Friday",2021-12-05 00:00:00.000,49,20211200,20210400,"21","FY22","December 2021"
2021-12-04 00:00:00.000,2021,4,12,4,"December","Dec 2021","Q4 2021",5,"Saturday",2021-12-05 00:00:00.000,49,20211200,20210400,"21","FY22","December 2021"
2021-12-05 00:00:00.000,2021,4,12,5,"December","Dec 2021","Q4 2021",6,"Sunday",2021-12-05 00:00:00.000,49,20211200,20210400,"21","FY22","December 2021"
2021-12-27 00:00:00.000,2021,4,12,27,"December","Dec 2021","Q4 2021",0,"Monday",2022-01-02 00:00:00.000,53,20211200,20210400,"21","FY22","December 2021"
2021-12-28 00:00:00.000,2021,4,12,28,"December","Dec 2021","Q4 2021",1,"Tuesday",2022-01-02 00:00:00.000,53,20211200,20210400,"21","FY22","December 2021"
2021-12-29 00:00:00.000,2021,4,12,29,"December","Dec 2021","Q4 2021",2,"Wednesday",2022-01-02 00:00:00.000,53,20211200,20210400,"21","FY22","December 2021"
2021-12-30 00:00:00.000,2021,4,12,30,"December","Dec 2021","Q4 2021",3,"Thursday",2022-01-02 00:00:00.000,53,20211200,20210400,"21","FY22","December 2021"
2021-12-31 00:00:00.000,2021,4,12,31,"December","Dec 2021","Q4 2021",4,"Friday",2022-01-02 00:00:00.000,53,20211200,20210400,"21","FY22","December 2021"
2022-12-01 00:00:00.000,2022,4,12,1,"December","Dec 2022","Q4 2022",3,"Thursday",2022-12-04 00:00:00.000,49,20221200,20220400,"22","FY23","December 2022"
2022-12-02 00:00:00.000,2022,4,12,2,"December","Dec 2022","Q4 2022",4,"Friday",2022-12-04 00:00:00.000,49,20221200,20220400,"22","FY23","December 2022"
2022-12-03 00:00:00.000,2022,4,12,3,"December","Dec 2022","Q4 2022",5,"Saturday",2022-12-04 00:00:00.000,49,20221200,20220400,"22","FY23","December 2022"
2022-12-04 00:00:00.000,2022,4,12,4,"December","Dec 2022","Q4 2022",6,"Sunday",2022-12-04 00:00:00.000,49,20221200,20220400,"22","FY23","December 2022"
2022-12-26 00:00:00.000,2022,4,12,26,"December","Dec 2022","Q4 2022",0,"Monday",2023-01-01 00:00:00.000,53,20221200,20220400,"22","FY23","December 2022"
2022-12-27 00:00:00.000,2022,4,12,27,"December","Dec 2022","Q4 2022",1,"Tuesday",2023-01-01 00:00:00.000,53,20221200,20220400,"22","FY23","December 2022"
2022-12-28 00:00:00.000,2022,4,12,28,"December","Dec 2022","Q4 2022",2,"Wednesday",2023-01-01 00:00:00.000,53,20221200,20220400,"22","FY23","December 2022"
2022-12-29 00:00:00.000,2022,4,12,29,"December","Dec 2022","Q4 2022",3,"Thursday",2023-01-01 00:00:00.000,53,20221200,20220400,"22","FY23","December 2022"
2022-12-30 00:00:00.000,2022,4,12,30,"December","Dec 2022","Q4 2022",4,"Friday",2023-01-01 00:00:00.000,53,20221200,20220400,"22","FY23","December 2022"
2013-12-09 00:00:00.000,2013,4,12,9,"December","Dec 2013","Q4 2013",0,"Monday",2013-12-15 00:00:00.000,50,20131200,20130400,"13","FY14","December 2013"
2013-12-10 00:00:00.000,2013,4,12,10,"December","Dec 2013","Q4 2013",1,"Tuesday",2013-12-15 00:00:00.000,50,20131200,20130400,"13","FY14","December 2013"
2013-12-11 00:00:00.000,2013,4,12,11,"December","Dec 2013","Q4 2013",2,"Wednesday",2013-12-15 00:00:00.000,50,20131200,20130400,"13","FY14","December 2013"
2013-12-12 00:00:00.000,2013,4,12,12,"December","Dec 2013","Q4 2013",3,"Thursday",2013-12-15 00:00:00.000,50,20131200,20130400,"13","FY14","December 2013"
2013-12-13 00:00:00.000,2013,4,12,13,"December","Dec 2013","Q4 2013",4,"Friday",2013-12-15 00:00:00.000,50,20131200,20130400,"13","FY14","December 2013"
2013-12-14 00:00:00.000,2013,4,12,14,"December","Dec 2013","Q4 2013",5,"Saturday",2013-12-15 00:00:00.000,50,20131200,20130400,"13","FY14","December 2013"
2013-12-15 00:00:00.000,2013,4,12,15,"December","Dec 2013","Q4 2013",6,"Sunday",2013-12-15 00:00:00.000,50,20131200,20130400,"13","FY14","December 2013"
2014-12-08 00:00:00.000,2014,4,12,8,"December","Dec 2014","Q4 2014",0,"Monday",2014-12-14 00:00:00.000,50,20141200,20140400,"14","FY15","December 2014"
2014-12-09 00:00:00.000,2014,4,12,9,"December","Dec 2014","Q4 2014",1,"Tuesday",2014-12-14 00:00:00.000,50,20141200,20140400,"14","FY15","December 2014"
2014-12-10 00:00:00.000,2014,4,12,10,"December","Dec 2014","Q4 2014",2,"Wednesday",2014-12-14 00:00:00.000,50,20141200,20140400,"14","FY15","December 2014"
2014-12-11 00:00:00.000,2014,4,12,11,"December","Dec 2014","Q4 2014",3,"Thursday",2014-12-14 00:00:00.000,50,20141200,20140400,"14","FY15","December 2014"
2014-12-12 00:00:00.000,2014,4,12,12,"December","Dec 2014","Q4 2014",4,"Friday",2014-12-14 00:00:00.000,50,20141200,20140400,"14","FY15","December 2014"
2014-12-13 00:00:00.000,2014,4,12,13,"December","Dec 2014","Q4 2014",5,"Saturday",2014-12-14 00:00:00.000,50,20141200,20140400,"14","FY15","December 2014"
2014-12-14 00:00:00.000,2014,4,12,14,"December","Dec 2014","Q4 2014",6,"Sunday",2014-12-14 00:00:00.000,50,20141200,20140400,"14","FY15","December 2014"
2015-12-07 00:00:00.000,2015,4,12,7,"December","Dec 2015","Q4 2015",0,"Monday",2015-12-13 00:00:00.000,50,20151200,20150400,"15","FY16","December 2015"
2015-12-08 00:00:00.000,2015,4,12,8,"December","Dec 2015","Q4 2015",1,"Tuesday",2015-12-13 00:00:00.000,50,20151200,20150400,"15","FY16","December 2015"
2015-12-09 00:00:00.000,2015,4,12,9,"December","Dec 2015","Q4 2015",2,"Wednesday",2015-12-13 00:00:00.000,50,20151200,20150400,"15","FY16","December 2015"
2015-12-10 00:00:00.000,2015,4,12,10,"December","Dec 2015","Q4 2015",3,"Thursday",2015-12-13 00:00:00.000,50,20151200,20150400,"15","FY16","December 2015"
2015-12-11 00:00:00.000,2015,4,12,11,"December","Dec 2015","Q4 2015",4,"Friday",2015-12-13 00:00:00.000,50,20151200,20150400,"15","FY16","December 2015"
2015-12-12 00:00:00.000,2015,4,12,12,"December","Dec 2015","Q4 2015",5,"Saturday",2015-12-13 00:00:00.000,50,20151200,20150400,"15","FY16","December 2015"
2015-12-13 00:00:00.000,2015,4,12,13,"December","Dec 2015","Q4 2015",6,"Sunday",2015-12-13 00:00:00.000,50,20151200,20150400,"15","FY16","December 2015"
2016-12-05 00:00:00.000,2016,4,12,5,"December","Dec 2016","Q4 2016",0,"Monday",2016-12-11 00:00:00.000,50,20161200,20160400,"16","FY17","December 2016"
2016-12-06 00:00:00.000,2016,4,12,6,"December","Dec 2016","Q4 2016",1,"Tuesday",2016-12-11 00:00:00.000,50,20161200,20160400,"16","FY17","December 2016"
2016-12-07 00:00:00.000,2016,4,12,7,"December","Dec 2016","Q4 2016",2,"Wednesday",2016-12-11 00:00:00.000,50,20161200,20160400,"16","FY17","December 2016"
2016-12-08 00:00:00.000,2016,4,12,8,"December","Dec 2016","Q4 2016",3,"Thursday",2016-12-11 00:00:00.000,50,20161200,20160400,"16","FY17","December 2016"
2016-12-09 00:00:00.000,2016,4,12,9,"December","Dec 2016","Q4 2016",4,"Friday",2016-12-11 00:00:00.000,50,20161200,20160400,"16","FY17","December 2016"
2016-12-10 00:00:00.000,2016,4,12,10,"December","Dec 2016","Q4 2016",5,"Saturday",2016-12-11 00:00:00.000,50,20161200,20160400,"16","FY17","December 2016"
2016-12-11 00:00:00.000,2016,4,12,11,"December","Dec 2016","Q4 2016",6,"Sunday",2016-12-11 00:00:00.000,50,20161200,20160400,"16","FY17","December 2016"
2017-12-04 00:00:00.000,2017,4,12,4,"December","Dec 2017","Q4 2017",0,"Monday",2017-12-10 00:00:00.000,50,20171200,20170400,"17","FY18","December 2017"
2017-12-05 00:00:00.000,2017,4,12,5,"December","Dec 2017","Q4 2017",1,"Tuesday",2017-12-10 00:00:00.000,50,20171200,20170400,"17","FY18","December 2017"
2017-12-06 00:00:00.000,2017,4,12,6,"December","Dec 2017","Q4 2017",2,"Wednesday",2017-12-10 00:00:00.000,50,20171200,20170400,"17","FY18","December 2017"
2017-12-07 00:00:00.000,2017,4,12,7,"December","Dec 2017","Q4 2017",3,"Thursday",2017-12-10 00:00:00.000,50,20171200,20170400,"17","FY18","December 2017"
2017-12-08 00:00:00.000,2017,4,12,8,"December","Dec 2017","Q4 2017",4,"Friday",2017-12-10 00:00:00.000,50,20171200,20170400,"17","FY18","December 2017"
2017-12-09 00:00:00.000,2017,4,12,9,"December","Dec 2017","Q4 2017",5,"Saturday",2017-12-10 00:00:00.000,50,20171200,20170400,"17","FY18","December 2017"
2017-12-10 00:00:00.000,2017,4,12,10,"December","Dec 2017","Q4 2017",6,"Sunday",2017-12-10 00:00:00.000,50,20171200,20170400,"17","FY18","December 2017"
2018-12-10 00:00:00.000,2018,4,12,10,"December","Dec 2018","Q4 2018",0,"Monday",2018-12-16 00:00:00.000,50,20181200,20180400,"18","FY19","December 2018"
2018-12-11 00:00:00.000,2018,4,12,11,"December","Dec 2018","Q4 2018",1,"Tuesday",2018-12-16 00:00:00.000,50,20181200,20180400,"18","FY19","December 2018"
2018-12-12 00:00:00.000,2018,4,12,12,"December","Dec 2018","Q4 2018",2,"Wednesday",2018-12-16 00:00:00.000,50,20181200,20180400,"18","FY19","December 2018"
2018-12-13 00:00:00.000,2018,4,12,13,"December","Dec 2018","Q4 2018",3,"Thursday",2018-12-16 00:00:00.000,50,20181200,20180400,"18","FY19","December 2018"
2018-12-14 00:00:00.000,2018,4,12,14,"December","Dec 2018","Q4 2018",4,"Friday",2018-12-16 00:00:00.000,50,20181200,20180400,"18","FY19","December 2018"
2018-12-15 00:00:00.000,2018,4,12,15,"December","Dec 2018","Q4 2018",5,"Saturday",2018-12-16 00:00:00.000,50,20181200,20180400,"18","FY19","December 2018"
2018-12-16 00:00:00.000,2018,4,12,16,"December","Dec 2018","Q4 2018",6,"Sunday",2018-12-16 00:00:00.000,50,20181200,20180400,"18","FY19","December 2018"
2019-12-09 00:00:00.000,2019,4,12,9,"December","Dec 2019","Q4 2019",0,"Monday",2019-12-15 00:00:00.000,50,20191200,20190400,"19","FY20","December 2019"
2019-12-10 00:00:00.000,2019,4,12,10,"December","Dec 2019","Q4 2019",1,"Tuesday",2019-12-15 00:00:00.000,50,20191200,20190400,"19","FY20","December 2019"
2019-12-11 00:00:00.000,2019,4,12,11,"December","Dec 2019","Q4 2019",2,"Wednesday",2019-12-15 00:00:00.000,50,20191200,20190400,"19","FY20","December 2019"
2019-12-12 00:00:00.000,2019,4,12,12,"December","Dec 2019","Q4 2019",3,"Thursday",2019-12-15 00:00:00.000,50,20191200,20190400,"19","FY20","December 2019"
2019-12-13 00:00:00.000,2019,4,12,13,"December","Dec 2019","Q4 2019",4,"Friday",2019-12-15 00:00:00.000,50,20191200,20190400,"19","FY20","December 2019"
2019-12-14 00:00:00.000,2019,4,12,14,"December","Dec 2019","Q4 2019",5,"Saturday",2019-12-15 00:00:00.000,50,20191200,20190400,"19","FY20","December 2019"
2019-12-15 00:00:00.000,2019,4,12,15,"December","Dec 2019","Q4 2019",6,"Sunday",2019-12-15 00:00:00.000,50,20191200,20190400,"19","FY20","December 2019"
2020-12-07 00:00:00.000,2020,4,12,7,"December","Dec 2020","Q4 2020",0,"Monday",2020-12-13 00:00:00.000,50,20201200,20200400,"20","FY21","December 2020"
2020-12-08 00:00:00.000,2020,4,12,8,"December","Dec 2020","Q4 2020",1,"Tuesday",2020-12-13 00:00:00.000,50,20201200,20200400,"20","FY21","December 2020"
2020-12-09 00:00:00.000,2020,4,12,9,"December","Dec 2020","Q4 2020",2,"Wednesday",2020-12-13 00:00:00.000,50,20201200,20200400,"20","FY21","December 2020"
2020-12-10 00:00:00.000,2020,4,12,10,"December","Dec 2020","Q4 2020",3,"Thursday",2020-12-13 00:00:00.000,50,20201200,20200400,"20","FY21","December 2020"
2020-12-11 00:00:00.000,2020,4,12,11,"December","Dec 2020","Q4 2020",4,"Friday",2020-12-13 00:00:00.000,50,20201200,20200400,"20","FY21","December 2020"
2020-12-12 00:00:00.000,2020,4,12,12,"December","Dec 2020","Q4 2020",5,"Saturday",2020-12-13 00:00:00.000,50,20201200,20200400,"20","FY21","December 2020"
2020-12-13 00:00:00.000,2020,4,12,13,"December","Dec 2020","Q4 2020",6,"Sunday",2020-12-13 00:00:00.000,50,20201200,20200400,"20","FY21","December 2020"
2021-12-06 00:00:00.000,2021,4,12,6,"December","Dec 2021","Q4 2021",0,"Monday",2021-12-12 00:00:00.000,50,20211200,20210400,"21","FY22","December 2021"
2021-12-07 00:00:00.000,2021,4,12,7,"December","Dec 2021","Q4 2021",1,"Tuesday",2021-12-12 00:00:00.000,50,20211200,20210400,"21","FY22","December 2021"
2021-12-08 00:00:00.000,2021,4,12,8,"December","Dec 2021","Q4 2021",2,"Wednesday",2021-12-12 00:00:00.000,50,20211200,20210400,"21","FY22","December 2021"
2021-12-09 00:00:00.000,2021,4,12,9,"December","Dec 2021","Q4 2021",3,"Thursday",2021-12-12 00:00:00.000,50,20211200,20210400,"21","FY22","December 2021"
2021-12-10 00:00:00.000,2021,4,12,10,"December","Dec 2021","Q4 2021",4,"Friday",2021-12-12 00:00:00.000,50,20211200,20210400,"21","FY22","December 2021"
2021-12-11 00:00:00.000,2021,4,12,11,"December","Dec 2021","Q4 2021",5,"Saturday",2021-12-12 00:00:00.000,50,20211200,20210400,"21","FY22","December 2021"
2021-12-12 00:00:00.000,2021,4,12,12,"December","Dec 2021","Q4 2021",6,"Sunday",2021-12-12 00:00:00.000,50,20211200,20210400,"21","FY22","December 2021"
2022-12-05 00:00:00.000,2022,4,12,5,"December","Dec 2022","Q4 2022",0,"Monday",2022-12-11 00:00:00.000,50,20221200,20220400,"22","FY23","December 2022"
2022-12-06 00:00:00.000,2022,4,12,6,"December","Dec 2022","Q4 2022",1,"Tuesday",2022-12-11 00:00:00.000,50,20221200,20220400,"22","FY23","December 2022"
2022-12-07 00:00:00.000,2022,4,12,7,"December","Dec 2022","Q4 2022",2,"Wednesday",2022-12-11 00:00:00.000,50,20221200,20220400,"22","FY23","December 2022"
2022-12-08 00:00:00.000,2022,4,12,8,"December","Dec 2022","Q4 2022",3,"Thursday",2022-12-11 00:00:00.000,50,20221200,20220400,"22","FY23","December 2022"
2022-12-09 00:00:00.000,2022,4,12,9,"December","Dec 2022","Q4 2022",4,"Friday",2022-12-11 00:00:00.000,50,20221200,20220400,"22","FY23","December 2022"
2022-12-10 00:00:00.000,2022,4,12,10,"December","Dec 2022","Q4 2022",5,"Saturday",2022-12-11 00:00:00.000,50,20221200,20220400,"22","FY23","December 2022"
2022-12-11 00:00:00.000,2022,4,12,11,"December","Dec 2022","Q4 2022",6,"Sunday",2022-12-11 00:00:00.000,50,20221200,20220400,"22","FY23","December 2022"
2013-10-14 00:00:00.000,2013,4,10,14,"October","Oct 2013","Q4 2013",0,"Monday",2013-10-20 00:00:00.000,42,20131000,20130400,"13","FY14","October 2013"
2013-10-15 00:00:00.000,2013,4,10,15,"October","Oct 2013","Q4 2013",1,"Tuesday",2013-10-20 00:00:00.000,42,20131000,20130400,"13","FY14","October 2013"
2013-10-16 00:00:00.000,2013,4,10,16,"October","Oct 2013","Q4 2013",2,"Wednesday",2013-10-20 00:00:00.000,42,20131000,20130400,"13","FY14","October 2013"
2013-10-17 00:00:00.000,2013,4,10,17,"October","Oct 2013","Q4 2013",3,"Thursday",2013-10-20 00:00:00.000,42,20131000,20130400,"13","FY14","October 2013"
2013-10-18 00:00:00.000,2013,4,10,18,"October","Oct 2013","Q4 2013",4,"Friday",2013-10-20 00:00:00.000,42,20131000,20130400,"13","FY14","October 2013"
2013-10-19 00:00:00.000,2013,4,10,19,"October","Oct 2013","Q4 2013",5,"Saturday",2013-10-20 00:00:00.000,42,20131000,20130400,"13","FY14","October 2013"
2013-10-20 00:00:00.000,2013,4,10,20,"October","Oct 2013","Q4 2013",6,"Sunday",2013-10-20 00:00:00.000,42,20131000,20130400,"13","FY14","October 2013"
2014-10-13 00:00:00.000,2014,4,10,13,"October","Oct 2014","Q4 2014",0,"Monday",2014-10-19 00:00:00.000,42,20141000,20140400,"14","FY15","October 2014"
2014-10-14 00:00:00.000,2014,4,10,14,"October","Oct 2014","Q4 2014",1,"Tuesday",2014-10-19 00:00:00.000,42,20141000,20140400,"14","FY15","October 2014"
2014-10-15 00:00:00.000,2014,4,10,15,"October","Oct 2014","Q4 2014",2,"Wednesday",2014-10-19 00:00:00.000,42,20141000,20140400,"14","FY15","October 2014"
2014-10-16 00:00:00.000,2014,4,10,16,"October","Oct 2014","Q4 2014",3,"Thursday",2014-10-19 00:00:00.000,42,20141000,20140400,"14","FY15","October 2014"
2014-10-17 00:00:00.000,2014,4,10,17,"October","Oct 2014","Q4 2014",4,"Friday",2014-10-19 00:00:00.000,42,20141000,20140400,"14","FY15","October 2014"
2014-10-18 00:00:00.000,2014,4,10,18,"October","Oct 2014","Q4 2014",5,"Saturday",2014-10-19 00:00:00.000,42,20141000,20140400,"14","FY15","October 2014"
2014-10-19 00:00:00.000,2014,4,10,19,"October","Oct 2014","Q4 2014",6,"Sunday",2014-10-19 00:00:00.000,42,20141000,20140400,"14","FY15","October 2014"
2015-10-12 00:00:00.000,2015,4,10,12,"October","Oct 2015","Q4 2015",0,"Monday",2015-10-18 00:00:00.000,42,20151000,20150400,"15","FY16","October 2015"
2015-10-13 00:00:00.000,2015,4,10,13,"October","Oct 2015","Q4 2015",1,"Tuesday",2015-10-18 00:00:00.000,42,20151000,20150400,"15","FY16","October 2015"
2015-10-14 00:00:00.000,2015,4,10,14,"October","Oct 2015","Q4 2015",2,"Wednesday",2015-10-18 00:00:00.000,42,20151000,20150400,"15","FY16","October 2015"
2015-10-15 00:00:00.000,2015,4,10,15,"October","Oct 2015","Q4 2015",3,"Thursday",2015-10-18 00:00:00.000,42,20151000,20150400,"15","FY16","October 2015"
2015-10-16 00:00:00.000,2015,4,10,16,"October","Oct 2015","Q4 2015",4,"Friday",2015-10-18 00:00:00.000,42,20151000,20150400,"15","FY16","October 2015"
2015-10-17 00:00:00.000,2015,4,10,17,"October","Oct 2015","Q4 2015",5,"Saturday",2015-10-18 00:00:00.000,42,20151000,20150400,"15","FY16","October 2015"
2015-10-18 00:00:00.000,2015,4,10,18,"October","Oct 2015","Q4 2015",6,"Sunday",2015-10-18 00:00:00.000,42,20151000,20150400,"15","FY16","October 2015"
2016-10-10 00:00:00.000,2016,4,10,10,"October","Oct 2016","Q4 2016",0,"Monday",2016-10-16 00:00:00.000,42,20161000,20160400,"16","FY17","October 2016"
2016-10-11 00:00:00.000,2016,4,10,11,"October","Oct 2016","Q4 2016",1,"Tuesday",2016-10-16 00:00:00.000,42,20161000,20160400,"16","FY17","October 2016"
2016-10-12 00:00:00.000,2016,4,10,12,"October","Oct 2016","Q4 2016",2,"Wednesday",2016-10-16 00:00:00.000,42,20161000,20160400,"16","FY17","October 2016"
2016-10-13 00:00:00.000,2016,4,10,13,"October","Oct 2016","Q4 2016",3,"Thursday",2016-10-16 00:00:00.000,42,20161000,20160400,"16","FY17","October 2016"
2016-10-14 00:00:00.000,2016,4,10,14,"October","Oct 2016","Q4 2016",4,"Friday",2016-10-16 00:00:00.000,42,20161000,20160400,"16","FY17","October 2016"
2016-10-15 00:00:00.000,2016,4,10,15,"October","Oct 2016","Q4 2016",5,"Saturday",2016-10-16 00:00:00.000,42,20161000,20160400,"16","FY17","October 2016"
2016-10-16 00:00:00.000,2016,4,10,16,"October","Oct 2016","Q4 2016",6,"Sunday",2016-10-16 00:00:00.000,42,20161000,20160400,"16","FY17","October 2016"
2017-10-09 00:00:00.000,2017,4,10,9,"October","Oct 2017","Q4 2017",0,"Monday",2017-10-15 00:00:00.000,42,20171000,20170400,"17","FY18","October 2017"
