responseID,responseID_primary key_cleaned,gender,age,age range,Study,campusdesc,Origin Area,Origin Flyke,Origin City,Place,citizendesc,Salary
829,585,"F",32,"31-35","IT-Management","Bergen","Inland area","Innlandet","Aurdal","Aurdal, Norway","Norway",398655
858,602,"M",45,"41-45","IT-Management","Stavanger","Eastern area","Viken","Asker","Asker, Norway","Norway",721805
878,613,"M",28,"26-30","IT-Management","Stavanger","Southen area","Vestfold og Telemark","Horten","Horten, Norway","Norway",409184
881,616,"M",50,"46-50","IT-Management","Bergen","Inland area","Innlandet","Gjovik","Gjovik, Norway","Norway",727512
901,629,"M",32,"31-35","IT-Management","Trondheim","Southen area","Agder","Grimstad","Grimstad, Norway","Norway",409884
909,636,"M",49,"46-50","IT-Management","Bergen","Eastern area","Viken","Oppegard","Oppegard, Norway","Norway",972840
919,641,"M",33,"31-35","IT-Management","Bergen","Northen area","Trøndelag","Bjugn","Bjugn, Norway","Norway",261704
920,642,"F",37,"36-40","IT-Management","Stavanger","Northen area","Nordland","Bodo","Bodo, Norway","Norway",363942
938,652,"F",54,"50+","IT-Management","Bergen","Western area","Vestland","Bomlo","Bomlo, Norway","Norway",484812
951,660,"M",26,"26-30","IT-Management","Bergen","Inland area","Innlandet","Lillehammer","Lillehammer, Norway","Norway",333541
953,662,"F",18,"18-25","IT-Management","Trondheim","Northen area","Troms og Finnmark","Tromso","Tromso, Norway","Norway",155830
966,670,"F",53,"50+","IT-Management","Stavanger","Eastern area","Viken","Oppegard","Oppegard, Norway","Norway",622343
980,677,"M",44,"41-45","IT-Management","Bergen","Inland area","Innlandet","Skarnes","Skarnes, Norway","Norway",674147
1012,697,"M",49,"46-50","IT-Management","Bergen","Northen area","Troms og Finnmark","Vadso","Vadso, Norway","Norway",482224
1014,699,"F",36,"36-40","IT-Management","Bergen","Western area","Vestland","Bergen","Bergen, Norway","Norway",380462
1025,705,"F",26,"26-30","IT-Management","Bergen","Southen area","Rogaland","Stavanger","Stavanger, Norway","Norway",327057
1028,707,"F",29,"26-30","IT-Management","Bergen","Southen area","Vestfold og Telemark","Larvik","Larvik, Norway","Norway",346108
1040,716,"F",43,"41-45","IT-Management","Bergen","Northen area","Trøndelag","Namsos","Namsos, Norway","Norway",683517
1042,718,"F",23,"18-25","IT-Management","Bergen","Northen area","Trøndelag","Steinkjer","Steinkjer, Norway","Norway",271464
1048,720,"F",35,"31-35","IT-Management","Trondheim","Northen area","Troms og Finnmark","Hammerfest","Hammerfest, Norway","Norway",156271
1069,729,"F",31,"31-35","IT-Management","Bergen","Northen area","Troms og Finnmark","Tromso","Tromso, Norway","Norway",533449
1085,738,"F",44,"41-45","IT-Management","Trondheim","Northen area","Møre og Romsdal","Volda","Volda, Norway","Norway",573290
1086,739,"M",39,"36-40","IT-Management","Stavanger","Southen area","Vestfold og Telemark","Horten","Horten, Norway","Norway",158144
1091,742,"F",22,"18-25","IT-Management","Bergen","Eastern area","Viken","Moss","Moss, Norway","Norway",389084
1102,749,"M",46,"46-50","IT-Management","Trondheim","Northen area","Trøndelag","Straumen","Straumen, Norway","Norway",861358
1125,764,"F",45,"41-45","IT-Management","Trondheim","Inland area","Innlandet","Kongsvinger","Kongsvinger, Norway","Norway",598848
1131,769,"M",30,"26-30","IT-Management","Trondheim","Northen area","Møre og Romsdal","Alesund","Alesund, Norway","Norway",564245
1146,779,"M",48,"46-50","IT-Management","Trondheim","Inland area","Innlandet","Hamar","Hamar, Norway","Norway",455321
1149,781,"F",24,"18-25","IT-Management","Stavanger","Western area","Vestland","Husnes","Husnes, Norway","Norway",375643
1164,789,"M",22,"18-25","IT-Management","Stavanger","Northen area","Nordland","Bodo","Bodo, Norway","Norway",343422
1173,796,"F",40,"36-40","IT-Management","Bergen","Northen area","Troms og Finnmark","Harstad","Harstad, Norway","Norway",208950
1185,802,"F",26,"26-30","IT-Management","Bergen","Eastern area","Viken","Vikersund","Vikersund, Norway","Norway",416517
1188,805,"M",21,"18-25","IT-Management","Trondheim","Eastern area","Viken","Halden","Halden, Norway","Norway",200808
1209,815,"F",37,"36-40","IT-Management","Trondheim","Southen area","Rogaland","Egersund","Egersund, Norway","Norway",395468
1218,821,"M",31,"31-35","IT-Management","Bergen","Eastern area","Viken","Halden","Halden, Norway","Norway",478616
1232,827,"F",43,"41-45","IT-Management","Trondheim","Northen area","Troms og Finnmark","Tromso","Tromso, Norway","Norway",743006
1240,832,"M",31,"31-35","IT-Management","Bergen","Southen area","Agder","Mandal","Mandal, Norway","Norway",492309
1248,837,"M",49,"46-50","IT-Management","Bergen","Inland area","Innlandet","Skarnes","Skarnes, Norway","Norway",705414
1249,838,"F",23,"18-25","IT-Management","Stavanger","Eastern area","Viken","Halden","Halden, Norway","Norway",516187
1257,842,"F",19,"18-25","IT-Management","Stavanger","Northen area","Troms og Finnmark","Harstad","Harstad, Norway","Norway",637739
1261,846,"M",46,"46-50","IT-Management","Stavanger","Southen area","Agder","Grimstad","Grimstad, Norway","Norway",604888
218,162,"F",28,"26-30","IT-Management","Stavanger","Northen area","Møre og Romsdal","Molde","Molde, Norway","Ukraine",438250
219,163,"F",30,"26-30","Mathematics","Bergen","Northen area","Troms og Finnmark","Bjoernevatn","Bjoernevatn, Norway","Netherlands",119906
502,367,"M",33,"31-35","IT-Management","Stavanger","Eastern area","Viken","Honefoss","Honefoss, Norway","Sweden",458125
648,472,"M",23,"18-25","IT-Management","Bergen","Inland area","Innlandet","Lillehammer","Lillehammer, Norway","Sweden",178927
944,655,"F",23,"18-25","IT-Management","Bergen","Inland area","Innlandet","Kongsvinger","Kongsvinger, Norway","Sweden",376701
1060,725,"M",18,"18-25","IT-Management","Bergen","Eastern area","Viken","Raholt","Raholt, Norway","Brazil",417615
1068,728,"F",30,"26-30","IT-Management","Bergen","Eastern area","Viken","Vikersund","Vikersund, Norway","Iceland",119835
,,"",,"18-25","","","","","","","",
4,4,"F",35,"31-35","Geology","Oslo","Northen area","Møre og Romsdal","Molde","Molde, Norway","Poland",303224
8,7,"M",21,"18-25","Architecture","Oslo","Inland area","Innlandet","Gjovik","Gjovik, Norway","China",334059
13,11,"F",32,"31-35","Architecture","Oslo","Northen area","Troms og Finnmark","Alta","Alta, Norway","Italy",393861
15,13,"F",49,"46-50","Art","Oslo","Southen area","Vestfold og Telemark","Tonsberg","Tonsberg, Norway","Sweden",822701
40,33,"M",20,"18-25","Carpenter","Oslo","Eastern area","Viken","Skedsmokorset","Skedsmokorset, Norway","Austria",463104
43,36,"M",26,"26-30","Architecture","Oslo","Northen area","Møre og Romsdal","Molde","Molde, Norway","Germany",268260
48,39,"M",30,"26-30","Architecture","Oslo","Eastern area","Viken","Nittedal","Nittedal, Norway","Nepal",539568
74,62,"M",18,"18-25","Carpenter","Oslo","Northen area","Møre og Romsdal","Alesund","Alesund, Norway","Netherlands",283161
83,69,"F",36,"36-40","Art","Oslo","Eastern area","Viken","Raholt","Raholt, Norway","Ukraine",475514
94,78,"F",23,"18-25","Law","Oslo","Eastern area","Viken","Sarpsborg","Sarpsborg, Norway","Spain",198570
95,79,"M",51,"50+","Teaching","Oslo","Southen area","Vestfold og Telemark","Larvik","Larvik, Norway","Venezuela",170619
101,83,"M",43,"41-45","Farming","Oslo","Southen area","Vestfold og Telemark","Larvik","Larvik, Norway","Finland",481614
105,86,"F",21,"18-25","Farming","Oslo","Western area","Vestland","Husnes","Husnes, Norway","Bulgaria",350295
114,92,"F",44,"41-45","Farming","Oslo","Northen area","Møre og Romsdal","Molde","Molde, Norway","Romania",314286
115,93,"M",24,"18-25","Architecture","Oslo","Southen area","Rogaland","Haugesund","Haugesund, Norway","Ukraine",352374
122,99,"M",49,"46-50","Carpenter","Oslo","Western area","Vestland","Bomlo","Bomlo, Norway","Poland",506693
124,101,"F",50,"46-50","IT-Management","Oslo","Eastern area","Viken","Eidsvoll","Eidsvoll, Norway","Iceland",460589
132,107,"F",24,"18-25","Architecture","Oslo","Southen area","Rogaland","Nedre Vats","Nedre Vats, Norway","Vietnam",609280
201,152,"F",19,"18-25","Geology","Oslo","Southen area","Rogaland","Sandnes","Sandnes, Norway","Finland",328495
206,154,"F",54,"50+","Architecture","Oslo","Eastern area","Viken","Fredrikstad","Fredrikstad, Norway","Ukraine",435319
222,166,"F",29,"26-30","Architecture","Oslo","Eastern area","Viken","Moss","Moss, Norway","Ukraine",309313
228,170,"F",44,"41-45","Teaching","Oslo","Western area","Vestland","Husnes","Husnes, Norway","Korea, Republic of",355138
242,177,"M",22,"18-25","Architecture","Oslo","Western area","Vestland","Godvik","Godvik, Norway","Spain",392786
250,182,"M",54,"50+","Architecture","Oslo","Eastern area","Viken","Nittedal","Nittedal, Norway","Ukraine",499954
316,229,"F",32,"31-35","Architecture","Oslo","Northen area","Troms og Finnmark","Tromso","Tromso, Norway","China",150461
325,233,"F",27,"26-30","Teaching","Oslo","Eastern area","Viken","Drammen","Drammen, Norway","United Kingdom",221168
328,235,"M",38,"36-40","Teaching","Oslo","Southen area","Rogaland","Stavanger","Stavanger, Norway","Latvia",382161
334,240,"F",51,"50+","Teaching","Oslo","Southen area","Vestfold og Telemark","Ramnes","Ramnes, Norway","Estonia",447954
341,246,"F",25,"18-25","Architecture","Oslo","Eastern area","Viken","Drammen","Drammen, Norway","France",154367
353,255,"M",21,"18-25","Farming","Oslo","Eastern area","Viken","Moss","Moss, Norway","Moldova, Republic of",405601
409,299,"F",42,"41-45","Carpenter","Oslo","Western area","Vestland","Hagavik","Hagavik, Norway","Russian Federation",298611
412,302,"M",19,"18-25","Architecture","Oslo","Southen area","Rogaland","Haugesund","Haugesund, Norway","Mexico",401611
414,304,"F",40,"36-40","Architecture","Oslo","Northen area","Nordland","Bodo","Bodo, Norway","Nepal",301445
437,320,"M",53,"50+","Architecture","Oslo","Southen area","Vestfold og Telemark","Ramnes","Ramnes, Norway","Vietnam",246671
453,331,"F",43,"41-45","Farming","Oslo","Southen area","Vestfold og Telemark","Larvik","Larvik, Norway","Vietnam",530180
455,332,"M",40,"36-40","Mathematics","Oslo","Southen area","Rogaland","Stavanger","Stavanger, Norway","Denmark",360421
478,350,"F",22,"18-25","Architecture","Oslo","Southen area","Vestfold og Telemark","Skien","Skien, Norway","India",417978
484,355,"F",49,"46-50","Law","Oslo","Inland area","Innlandet","Gjovik","Gjovik, Norway","United Kingdom",788288
505,370,"F",40,"36-40","Geology","Oslo","Northen area","Møre og Romsdal","Kristiansund","Kristiansund, Norway","Vietnam",354265
508,372,"M",49,"46-50","Teaching","Oslo","Northen area","Nordland","Kabelvag","Kabelvag, Norway","Finland",487903
511,374,"M",24,"18-25","Teaching","Oslo","Northen area","Nordland","Fauske","Fauske, Norway","Netherlands",232136
521,383,"M",30,"26-30","Law","Oslo","Southen area","Agder","Kristiansand","Kristiansand, Norway","Vietnam",239636
526,386,"F",27,"26-30","Architecture","Oslo","Western area","Vestland","Bomlo","Bomlo, Norway","Russian Federation",241463
527,387,"F",29,"26-30","Geology","Oslo","Northen area","Troms og Finnmark","Tromso","Tromso, Norway","Sweden",159850
538,396,"F",49,"46-50","Carpenter","Oslo","Eastern area","Viken","Raholt","Raholt, Norway","United States of America",167743
542,399,"F",50,"46-50","Architecture","Oslo","Northen area","Møre og Romsdal","Kristiansund","Kristiansund, Norway","Sweden",579849
550,404,"M",34,"31-35","Architecture","Oslo","Eastern area","Viken","Hokksund","Hokksund, Norway","Ukraine",304107
586,428,"M",39,"36-40","Carpenter","Oslo","Northen area","Nordland","Fauske","Fauske, Norway","China",278556
595,433,"F",20,"18-25","Architecture","Oslo","Western area","Vestland","Hagavik","Hagavik, Norway","China",355459
596,434,"F",40,"36-40","Carpenter","Oslo","Southen area","Agder","Kristiansand","Kristiansand, Norway","Sweden",574104
610,443,"F",36,"36-40","Teaching","Oslo","Northen area","Trøndelag","Trondheim","Trondheim, Norway","Philippines",268343
615,446,"F",49,"46-50","Teaching","Oslo","Northen area","Møre og Romsdal","Sunndalsora","Sunndalsora, Norway","Latvia",611105
662,479,"F",25,"18-25","Carpenter","Oslo","Western area","Vestland","Godvik","Godvik, Norway","Sweden",326811
678,491,"M",50,"46-50","Architecture","Oslo","Unknown","Unknown","Unknown","Unknown, Norway","Sweden",473612
716,514,"F",41,"41-45","Architecture","Oslo","Northen area","Trøndelag","Stjordal","Stjordal, Norway","Ukraine",934973
730,526,"F",29,"26-30","Architecture","Oslo","Western area","Vestland","Bomlo","Bomlo, Norway","China",538569
780,557,"F",19,"18-25","Law","Oslo","Eastern area","Viken","Honefoss","Honefoss, Norway","India",157823
797,566,"F",37,"36-40","Teaching","Oslo","Northen area","Nordland","Bodo","Bodo, Norway","Burundi",335361
802,569,"F",36,"36-40","Neural Science","Oslo","Northen area","Møre og Romsdal","Kristiansund","Kristiansund, Norway","Sweden",396422
810,572,"M",47,"46-50","IT-Management","Oslo","Southen area","Rogaland","Egersund","Egersund, Norway","Sweden",336646
840,593,"F",49,"46-50","Architecture","Oslo","Northen area","Trøndelag","Bjugn","Bjugn, Norway","Vietnam",465531
841,594,"F",45,"41-45","Defence","Oslo","Northen area","Nordland","Bodo","Bodo, Norway","Sweden",440843
842,595,"F",42,"41-45","IT-Management","Oslo","Western area","Vestland","Godvik","Godvik, Norway","Sweden",567149
859,603,"F",49,"46-50","Law","Oslo","Inland area","Innlandet","Lillehammer","Lillehammer, Norway","Ukraine",596575
865,607,"M",55,"50+","Architecture","Oslo","Southen area","Rogaland","Stavanger","Stavanger, Norway","Ukraine",487705
871,610,"F",30,"26-30","Law","Oslo","Northen area","Troms og Finnmark","Alta","Alta, Norway","Romania",310882
893,624,"F",51,"50+","Teaching","Oslo","Eastern area","Viken","Nittedal","Nittedal, Norway","Iceland",520461
896,627,"F",32,"31-35","Teaching","Oslo","Northen area","Nordland","Kabelvag","Kabelvag, Norway","Latvia",457297
898,628,"M",42,"41-45","Farming","Oslo","Unknown","Unknown","Unknown","Unknown, Norway","Sri Lanka",605628
912,637,"M",49,"46-50","Architecture","Oslo","Eastern area","Viken","Nittedal","Nittedal, Norway","Lithuania",426982
932,648,"F",50,"46-50","Geology","Oslo","Western area","Vestland","Hagavik","Hagavik, Norway","China",436056
943,654,"F",49,"46-50","Teaching","Oslo","Inland area","Innlandet","Gjovik","Gjovik, Norway","Lithuania",529195
952,661,"M",34,"31-35","Farming","Oslo","Southen area","Vestfold og Telemark","Notodden","Notodden, Norway","Germany",368965
990,684,"F",30,"26-30","Architecture","Oslo","Eastern area","Viken","Hokksund","Hokksund, Norway","France",495952
998,689,"M",32,"31-35","Teaching","Oslo","Eastern area","Viken","Raholt","Raholt, Norway","Australia",478815
1050,721,"F",29,"26-30","Architecture","Oslo","Southen area","Vestfold og Telemark","Ramnes","Ramnes, Norway","Ukraine",449133
1059,724,"F",20,"18-25","Geology","Oslo","Eastern area","Viken","Kongsberg","Kongsberg, Norway","China",404078
1071,731,"F",34,"31-35","Architecture","Oslo","Southen area","Agder","Mandal","Mandal, Norway","Portugal",155400
1072,732,"F",20,"18-25","Teaching","Oslo","Western area","Vestland","Nordfjordeid","Nordfjordeid, Norway","Vietnam",193905
1079,735,"F",39,"36-40","Carpenter","Oslo","Eastern area","Viken","Askim","Askim, Norway","Switzerland",160048
1103,750,"M",30,"26-30","Architecture","Oslo","Southen area","Rogaland","Vigrestad","Vigrestad, Norway","Vietnam",332844
1111,753,"M",49,"46-50","IT-Management","Oslo","Southen area","Vestfold og Telemark","Notodden","Notodden, Norway","Congo, Democratic Republic of",525161
1165,790,"F",23,"18-25","Farming","Oslo","Northen area","Trøndelag","Trondheim","Trondheim, Norway","Vietnam",203139
1186,803,"F",34,"31-35","Teaching","Oslo","Eastern area","Viken","Sarpsborg","Sarpsborg, Norway","Latvia",272433
1230,826,"M",42,"41-45","IT-Management","Oslo","Southen area","Vestfold og Telemark","Porsgrunn","Porsgrunn, Norway","Sweden",264302
1233,828,"F",27,"26-30","Architecture","Oslo","Southen area","Vestfold og Telemark","Tonsberg","Tonsberg, Norway","Vietnam",416514
1236,830,"M",31,"31-35","Geology","Oslo","Eastern area","Viken","Asker","Asker, Norway","Sweden",129538
1238,831,"F",49,"46-50","IT-Management","Oslo","Southen area","Vestfold og Telemark","Tonsberg","Tonsberg, Norway","Russian Federation",385430
