Fiscal Year,Period,Area,Country,Std Rptg Mid Reported Subsegment,Rev Sum Division,Forecast Planning Level,Budget Sales,Forecast Sales
"FY18",6,"CEE","Hungary","EPG Public Sector","S&T CAL Suites - Core CAL","EA Recurring",3225.2158,3225.2158
"FY18",11,"CEE","Hungary","EPG Public Sector","Exchange Server & CAL","EA Recurring",2652.18,2652.18
"FY18",11,"CEE","Hungary","EPG Public Sector","MDOP-Client","EA Recurring",2162.7715,2162.7715
"FY18",3,"CEE","Hungary","EPG Public Sector","System Center Client","EA Recurring",1935.5435,1935.5435
"FY18",2,"CEE","Hungary","EPG Public Sector","SharePoint CAL","EA Recurring",1728,1728
"FY18",3,"CEE","Hungary","EPG Public Sector","Windows Server & Solutions & CAL","EA Recurring",1429.38,1429.38
"FY18",4,"CEE","Hungary","EPG Public Sector","Project","EA Recurring",1410.64,1410.64
"FY18",2,"CEE","Hungary","EPG Public Sector","SharePoint Server","EA Recurring",1357.28,1357.28
"FY18",4,"CEE","Hungary","EPG Public Sector","Exchange Server & CAL","EA Recurring",1334.26,1334.26
"FY18",9,"CEE","Hungary","EPG Public Sector","System Center Server","EA Recurring",1137.79,1137.79
"FY18",11,"CEE","Hungary","EPG Public Sector","Visio","EA Recurring",962.88,962.88
"FY18",6,"CEE","Hungary","EPG Public Sector","System Center Client","EA Recurring",774.2174,774.2174
"FY18",3,"CEE","Hungary","EPG Public Sector","Visio","EA Recurring",726.5,726.5
"FY18",3,"CEE","Hungary","EPG Public Sector","MDOP-Client","EA Recurring",486.4735,486.4735
"FY18",4,"CEE","Hungary","EPG Public Sector","Windows Server Other","EA Recurring",366,366
"FY18",3,"CEE","Hungary","EPG Public Sector","Developer Tools","EA Recurring",237.2,237.2
"FY18",6,"CEE","Hungary","EPG Public Sector","MDOP-Client","EA Recurring",194.5894,194.5894
"FY18",4,"CEE","Hungary","EPG Public Sector","SQL Server Standard & CAL","EA Recurring",1760.16,-1760.16
"FY18",4,"CEE","Hungary","EPG Public Sector","System Center Server","EA Recurring",200.41,-200.41
"FY18",6,"WE","Austria","EPG Public Sector","Office","EA Recurring",320872,330554
"FY18",9,"WE","Austria","EPG Public Sector","Windows Client","EA Recurring",262167.14,282483.1496
"FY18",9,"WE","Austria","EPG Public Sector","Office","EA Recurring",216094.4,235249.28
"FY18",9,"WE","Austria","EPG Public Sector","IW CAL Suites - Core CAL","EA Recurring",209582.56,209582.56
"FY18",11,"WE","Austria","EPG Public Sector","Office","EA Recurring",161770.4754,106799.36
"FY18",9,"WE","Austria","EPG Public Sector","S&T CAL Suites - Core CAL","EA Recurring",117885.84,117885.84
"FY18",9,"WE","Austria","EPG Public Sector","SQL Server Premium","EA Recurring",90095.2,124135.2
"FY18",11,"WE","Austria","EPG Public Sector","SQL Server Premium","EA Recurring",96973.891,90095.2
"FY18",6,"WE","Austria","EPG Public Sector","Windows Client","EA Recurring",91078.3588,91078.3588
"FY18",1,"WE","Austria","EPG Public Sector","Office","EA Recurring",79846.85,79328.85
"FY18",11,"WE","Austria","EPG Public Sector","IW CAL Suites - ECAL","EA Recurring",85128.2292,73854.24
"FY18",2,"WE","Austria","EPG Public Sector","Office","EA Recurring",58000,58000
"FY18",6,"WE","Austria","EPG Public Sector","IW CAL Suites - Core CAL","EA Recurring",40591.36,70389.76
"FY18",11,"WE","Austria","EPG Public Sector","S&T CAL Suites - ECAL","EA Recurring",61843.3904,35171.68
"FY18",6,"WE","Austria","EPG Public Sector","Project","EA Recurring",42797.76,42797.76
"FY18",11,"WE","Austria","EPG Public Sector","Windows Client","EA Recurring",35719.2283,43420.96
"FY18",11,"WE","Austria","EPG Public Sector","Windows Server Premium","EA Recurring",35758.6711,34639.8
"FY18",11,"WE","Austria","EPG Public Sector","Developer Tools","EA Recurring",33134.8866,32529.6
"FY18",6,"WE","Austria","EPG Public Sector","S&T CAL Suites - Core CAL","EA Recurring",22832.64,39594.24
"FY18",9,"WE","Austria","EPG Public Sector","System Center Client","EA Recurring",24603.48,36474.3504
"FY18",6,"WE","Austria","EPG Public Sector","Windows Server Premium","EA Recurring",23093.2,27177.36
"FY18",9,"WE","Austria","EPG Public Sector","System Center Server","EA Recurring",22279.84,23628.84
"FY18",6,"WE","Austria","EPG Public Sector","Visio","EA Recurring",21404.64,21404.64
"FY18",9,"WE","Austria","EPG Public Sector","Windows Server & Solutions & CAL","EA Recurring",16399.2,21599.2
"FY18",9,"WE","Austria","EPG Public Sector","Project","EA Recurring",14122.76,20472.76
"FY18",11,"WE","Austria","EPG Public Sector","System Center Server","EA Recurring",14813.029,12610.6
"FY18",11,"WE","Austria","EPG Public Sector","Biztalk Server","EA Recurring",13333,13333
"FY18",6,"WE","Austria","EPG Public Sector","Developer Tools","EA Recurring",7922.12,13118
"FY18",9,"WE","Austria","EPG Public Sector","Windows Server Premium","EA Recurring",8882,8882
"FY18",11,"WE","Austria","EPG Public Sector","Exchange Server & CAL","EA Recurring",9550.5588,7631.6
"FY18",6,"WE","Austria","EPG Public Sector","System Center Client","EA Recurring",8480.4456,8480.4456
"FY18",11,"WE","Austria","EPG Public Sector","Lync Server & CAL","EA Recurring",10556.416,6105.28
"FY18",9,"WE","Austria","EPG Public Sector","SharePoint CAL","EA Recurring",567.2,13695.2
"FY18",9,"WE","Austria","EPG Public Sector","MDOP-Client","EA Recurring",6166.58,6883.7
"FY18",11,"WE","Austria","EPG Public Sector","Identity & Direct Access","EA Recurring",5719.6967,6513.36
"FY18",6,"WE","Austria","EPG Public Sector","Exchange Server & CAL","EA Recurring",4578.96,7326.88
"FY18",11,"WE","Austria","EPG Public Sector","SharePoint Server","EA Recurring",7012.6369,3375.12
"FY18",9,"WE","Austria","EPG Public Sector","Visio","EA Recurring",1846.8,6646.8
"FY18",11,"WE","Austria","EPG Public Sector","System Center Client","EA Recurring",3184.1327,4731
"FY18",9,"WE","Austria","EPG Public Sector","SharePoint Server","EA Recurring",3375.12,3375.12
"FY18",6,"WE","Austria","EPG Public Sector","SQL Server Standard & CAL","EA Recurring",2961.08,2961.08
"FY18",6,"WE","Austria","EPG Public Sector","MDOP-Client","EA Recurring",2125.1956,2125.1956
"FY18",11,"WE","Austria","EPG Public Sector","Visio","EA Recurring",1696.5983,1846.8
"FY18",11,"WE","Austria","EPG Public Sector","Forefront Protection","EA Recurring",255.0172,31.77
"FY18",7,"WE","Norway","EPG Public Sector","Office","EA Recurring",736619.09,736619.09
"FY18",4,"WE","Norway","EPG Public Sector","Office","EA Recurring",512996.507,512996.507
"FY18",4,"WE","Norway","EPG Public Sector","SQL Server Premium","EA Recurring",353246,303246
"FY18",4,"WE","Norway","EPG Public Sector","Windows Client","EA Recurring",318515.778,318515.778
"FY18",7,"WE","Norway","EPG Public Sector","Windows Client","EA Recurring",300251.752,300251.752
"FY18",4,"WE","Norway","EPG Public Sector","IW CAL Suites - Core CAL","EA Recurring",257920.5792,257920.5792
"FY18",4,"WE","Norway","EPG Public Sector","Biztalk Server","EA Recurring",217323.6,217323.6
"FY18",4,"WE","Norway","EPG Public Sector","SQL Server Standard & CAL","EA Recurring",160600,210600
"FY18",4,"WE","Norway","EPG Public Sector","Windows Server & Solutions & CAL","EA Recurring",146024.2863,146024.2863
"FY18",4,"WE","Norway","EPG Public Sector","S&T CAL Suites - Core CAL","EA Recurring",145080.3258,145080.3258
"FY18",7,"WE","Norway","EPG Public Sector","IW CAL Suites - ECAL","EA Recurring",130296.9758,139802.9492
"FY18",7,"WE","Norway","EPG Public Sector","Project","EA Recurring",133615.64,133615.64
"FY18",7,"WE","Norway","EPG Public Sector","IW CAL Suites - Core CAL","EA Recurring",116648.0192,116648.0192
"FY18",7,"WE","Norway","EPG Public Sector","SQL Server Premium","EA Recurring",116233.24,116233.24
"FY18",4,"WE","Norway","EPG Public Sector","System Center Server","EA Recurring",109437.3069,109437.3069
"FY18",7,"WE","Norway","EPG Public Sector","Developer Tools","EA Recurring",71225.29,71225.29
"FY18",7,"WE","Norway","EPG Public Sector","S&T CAL Suites - Core CAL","EA Recurring",65647.8828,65647.8828
"FY18",7,"WE","Norway","EPG Public Sector","Windows Server Premium","EA Recurring",58433.12,58433.12
"FY18",7,"WE","Norway","EPG Public Sector","S&T CAL Suites - ECAL","EA Recurring",60724.4562,52309.1708
"FY18",4,"WE","Norway","EPG Public Sector","Developer Tools","EA Recurring",52867.6,52867.6
"FY18",4,"WE","Norway","EPG Public Sector","Windows Server Premium","EA Recurring",32441.471,32441.471
"FY18",7,"WE","Norway","EPG Public Sector","Identity & Direct Access","EA Recurring",32483.12,32224.88
"FY18",7,"WE","Norway","EPG Public Sector","System Center Server","EA Recurring",31404.98,31404.98
"FY18",7,"WE","Norway","EPG Public Sector","System Center Client","EA Recurring",28629.264,28713.744
"FY18",7,"WE","Norway","EPG Public Sector","Visio","EA Recurring",15626.64,15626.64
"FY18",7,"WE","Norway","EPG Public Sector","SharePoint Server","EA Recurring",11608.92,11608.92
"FY18",12,"WE","Norway","EPG Public Sector","SQL Server Premium","EA Recurring",2014.646,18195.039
"FY18",7,"WE","Norway","EPG Public Sector","MDOP-Client","EA Recurring",7146.192,7146.192
"FY18",7,"WE","Norway","EPG Public Sector","SQL Server Standard & CAL","EA Recurring",5233.2,5233.2
"FY18",7,"WE","Norway","EPG Public Sector","Windows Server & Solutions & CAL","EA Recurring",3573.6,3573.6
"FY18",7,"WE","Norway","EPG Public Sector","Other Server","EA Recurring",3265.08,3265.08
"FY18",7,"WE","Norway","EPG Public Sector","Exchange Server & CAL","EA Recurring",2247.01,2247.01
"FY18",12,"WE","Norway","EPG Public Sector","Windows Server & Solutions & CAL","EA Recurring",2020.004,965.029
"FY18",7,"WE","Norway","EPG Public Sector","Lync Server & CAL","EA Recurring",46.52,46.52
"FY18",10,"WE","Portugal","EPG Public Sector","Office","EA Recurring",4394054.016,4394054.016
"FY18",10,"WE","Portugal","EPG Public Sector","Windows Client","EA Recurring",1597837.824,1597837.824
"FY18",10,"WE","Portugal","EPG Public Sector","SQL Server Standard & CAL","EA Recurring",1501134.27,1501134.27
"FY18",10,"WE","Portugal","EPG Public Sector","IW CAL Suites - Core CAL","EA Recurring",1278270.2592,1278270.2592
"FY18",10,"WE","Portugal","EPG Public Sector","S&T CAL Suites - Core CAL","EA Recurring",719027.0208,719027.0208
"FY18",10,"WE","Portugal","EPG Public Sector","Developer Tools","EA Recurring",354218.75,354218.75
"FY18",10,"WE","Portugal","EPG Public Sector","Windows Server & Solutions & CAL","EA Recurring",295999.27,295999.27
"FY18",3,"WE","Portugal","EPG Public Sector","Office","EA Recurring",290552.1408,290552.1408
"FY18",10,"WE","Portugal","EPG Public Sector","Lync Server & CAL","EA Recurring",276678.67,276678.67
"FY18",10,"WE","Portugal","EPG Public Sector","Windows Server Premium","EA Recurring",270628.86,270628.86
"FY18",10,"WE","Portugal","EPG Public Sector","System Center Client","EA Recurring",267543.936,267543.936
"FY18",10,"WE","Portugal","EPG Public Sector","Biztalk Server","EA Recurring",256159.79,256159.79
"FY18",10,"WE","Portugal","EPG Public Sector","SQL Server Premium","EA Recurring",241742.52,241742.52
"FY18",7,"WE","Portugal","EPG Public Sector","Office","EA Recurring",166981.2,166981.2
"FY18",10,"WE","Portugal","EPG Public Sector","Project","EA Recurring",164215.42,164215.42
"FY18",3,"WE","Portugal","EPG Public Sector","IW CAL Suites - ECAL","EA Recurring",104786.288,145537.6064
"FY18",10,"WE","Portugal","EPG Public Sector","SharePoint for Internet Sites","EA Recurring",111142.75,111142.75
"FY18",3,"WE","Portugal","EPG Public Sector","Windows Client","EA Recurring",106907.0976,106907.0976
"FY18",10,"WE","Portugal","EPG Public Sector","SharePoint Server","EA Recurring",101591.69,101591.69
"FY18",10,"WE","Portugal","EPG Public Sector","Identity & Direct Access","EA Recurring",83079.4,83079.4
"FY18",7,"WE","Portugal","EPG Public Sector","Windows Client","EA Recurring",72787.895,72787.895
"FY18",3,"WE","Portugal","EPG Public Sector","S&T CAL Suites - ECAL","EA Recurring",92365.712,51614.3936
"FY18",10,"WE","Portugal","EPG Public Sector","MDOP-Client","EA Recurring",66885.984,66885.984
"FY18",10,"WE","Portugal","EPG Public Sector","Exchange Server & CAL","EA Recurring",66300.95,66300.95
"FY18",10,"WE","Portugal","EPG Public Sector","Windows Server Other","EA Recurring",65879.52,65879.52
"FY18",3,"WE","Portugal","EPG Public Sector","IW CAL Suites - Core CAL","EA Recurring",62916.864,62916.864
"FY18",7,"WE","Portugal","EPG Public Sector","SQL Server Standard & CAL","EA Recurring",60217.68,60217.68
"FY18",10,"WE","Portugal","EPG Public Sector","System Center Server","EA Recurring",47237.502,47237.502
"FY18",7,"WE","Portugal","EPG Public Sector","Forefront Protection","EA Recurring",42536.76,45167.64
"FY18",7,"WE","Portugal","EPG Public Sector","IW CAL Suites - Core CAL","EA Recurring",42189.312,42189.312
"FY18",10,"WE","Portugal","EPG Public Sector","Visio","EA Recurring",41448.56,41448.56
"FY18",3,"WE","Portugal","EPG Public Sector","Windows Server Premium","EA Recurring",38754.48,38754.48
"FY18",3,"WE","Portugal","EPG Public Sector","S&T CAL Suites - Core CAL","EA Recurring",35429.4144,35429.4144
"FY18",7,"WE","Portugal","EPG Public Sector","S&T CAL Suites - Core CAL","EA Recurring",23731.488,23731.488
"FY18",3,"WE","Portugal","EPG Public Sector","System Center Client","EA Recurring",17044.4208,17044.4208
"FY18",7,"WE","Portugal","EPG Public Sector","SQL Server Premium","EA Recurring",16649.28,16649.28
"FY18",10,"WE","Portugal","EPG Public Sector","Office 365","EA Recurring",16500,16500
"FY18",3,"WE","Portugal","EPG Public Sector","SQL Server Premium","EA Recurring",14350.76,14350.76
"FY18",3,"WE","Portugal","EPG Public Sector","SQL Server Standard & CAL","EA Recurring",14125,14125
"FY18",7,"WE","Portugal","EPG Public Sector","Identity & Direct Access","EA Recurring",13717.8,13717.8
"FY18",7,"WE","Portugal","EPG Public Sector","System Center Server","EA Recurring",13287.616,13287.616
"FY18",10,"WE","Portugal","EPG Public Sector","SharePoint CAL","EA Recurring",12297.04,12297.04
"FY18",7,"WE","Portugal","EPG Public Sector","System Center Client","EA Recurring",11040.6773,11040.6773
"FY18",7,"WE","Portugal","EPG Public Sector","Windows Server Premium","EA Recurring",9988.069,9988.069
"FY18",10,"WE","Portugal","EPG Public Sector","Dynamics CRM","EA Recurring",8787.93,8787.93
"FY18",3,"WE","Portugal","EPG Public Sector","Exchange Server & CAL","EA Recurring",8398.92,8398.92
"FY18",7,"WE","Portugal","EPG Public Sector","Windows Server & Solutions & CAL","EA Recurring",6181.6001,6181.6001
"FY18",3,"WE","Portugal","EPG Public Sector","Windows Server & Solutions & CAL","EA Recurring",5458.06,5458.06
"FY18",3,"WE","Portugal","EPG Public Sector","SharePoint Server","EA Recurring",4255.8,4255.8
"FY18",3,"WE","Portugal","EPG Public Sector","MDOP-Client","EA Recurring",3970.9824,3970.9824
"FY18",7,"WE","Portugal","EPG Public Sector","SharePoint Server","EA Recurring",3375.12,3375.12
"FY18",7,"WE","Portugal","EPG Public Sector","Exchange Server & CAL","EA Recurring",3021.84,3021.84
"FY18",3,"WE","Portugal","EPG Public Sector","Lync Server & CAL","EA Recurring",2799.64,2799.64
"FY18",7,"WE","Portugal","EPG Public Sector","MDOP-Client","EA Recurring",2659.8226,2659.8226
"FY18",10,"WE","Portugal","EPG Public Sector","Other IW Apps","EA Recurring",2487.96,2487.96
"FY18",3,"WE","Portugal","EPG Public Sector","Visio","EA Recurring",1562.81,1562.81
"FY18",7,"WE","Portugal","EPG Public Sector","Project","EA Recurring",1522.8,1522.8
"FY18",7,"WE","Portugal","EPG Public Sector","Developer Tools","EA Recurring",1513.44,1513.44
"FY18",7,"WE","Portugal","EPG Public Sector","Visio","EA Recurring",1288.8,1288.8
"FY18",3,"WE","Portugal","EPG Public Sector","Developer Tools","EA Recurring",322.93,322.93
"FY18",10,"WE","Portugal","EPG Public Sector","OSD Subs & Trans OSD SMSG","EA Recurring",54.45,54.45
"FY18",7,"WE","Portugal","EPG Public Sector","Other IW Apps","EA Recurring",14.04,14.04
"FY18",5,"CEE","Romania","EPG Public Sector","Office","EA Recurring",906234.0653,912993.62
"FY18",5,"CEE","Romania","EPG Public Sector","Windows Client","EA Recurring",329539.6601,331997.68
"FY18",5,"CEE","Romania","EPG Public Sector","IW CAL Suites - Core CAL","EA Recurring",263631.7281,265598.144
"FY18",5,"CEE","Romania","EPG Public Sector","S&T CAL Suites - Core CAL","EA Recurring",148292.847,149398.956
"FY18",11,"CEE","Romania","EPG Public Sector","Office","EA Recurring",192216.9732,70000
"FY18",11,"CEE","Romania","EPG Public Sector","Windows Client","EA Recurring",69897.0811,69897.0811
"FY18",11,"CEE","Romania","EPG Public Sector","IW CAL Suites - Core CAL","EA Recurring",55917.665,55917.665
"FY18",11,"CEE","Romania","EPG Public Sector","S&T CAL Suites - Core CAL","EA Recurring",31453.6865,31453.6865
"FY18",5,"CEE","Romania","EPG Public Sector","SQL Server Premium","EA Recurring",15330.6097,15444.96
"FY18",5,"CEE","Romania","EPG Public Sector","Windows Server Premium","EA Recurring",12845.9427,12941.76
"FY18",4,"CEE","Romania","EPG Public Sector","Office","EA Recurring",7008.4285,7060.704
"FY18",5,"CEE","Romania","EPG Public Sector","SharePoint Server","EA Recurring",5025.1973,5062.68
"FY18",5,"CEE","Romania","EPG Public Sector","Exchange Server & CAL","EA Recurring",4998.5163,5035.8
"FY18",5,"CEE","Romania","EPG Public Sector","Visio","EA Recurring",4874.5212,4910.88
"FY18",5,"CEE","Romania","EPG Public Sector","Project","EA Recurring",4300.5226,4332.6
"FY18",5,"CEE","Romania","EPG Public Sector","Lync Server & CAL","EA Recurring",3277.4735,3301.92
"FY18",4,"CEE","Romania","EPG Public Sector","Windows Client","EA Recurring",2746.1507,2766.6341
"FY18",5,"CEE","Romania","EPG Public Sector","Windows Server & Solutions & CAL","EA Recurring",1860.0461,1873.92
"FY18",5,"CEE","Romania","EPG Public Sector","Identity & Direct Access","EA Recurring",1847.1819,1860.96
"FY18",4,"CEE","Romania","EPG Public Sector","IW CAL Suites - Core CAL","EA Recurring",1591.7877,1603.6608
"FY18",5,"CEE","Romania","EPG Public Sector","Developer Tools","EA Recurring",1502.2349,1513.44
"FY18",4,"CEE","Romania","EPG Public Sector","Forefront Protection","EA Recurring",1222.9898,1232.112
"FY18",4,"CEE","Romania","EPG Public Sector","Lync Server & CAL","EA Recurring",1212.1426,1221.184
"FY18",5,"CEE","Romania","EPG Public Sector","System Center Server","EA Recurring",1048.8964,1056.72
"FY18",11,"CEE","Romania","EPG Public Sector","SQL Server Standard & CAL","EA Recurring",912.1224,912.1224
"FY18",4,"CEE","Romania","EPG Public Sector","S&T CAL Suites - Core CAL","EA Recurring",895.3805,902.0592
"FY18",4,"CEE","Romania","EPG Public Sector","Exchange Server & CAL","EA Recurring",754.6749,760.304
"FY18",4,"CEE","Romania","EPG Public Sector","System Center Client","EA Recurring",706.2951,711.5633
"FY18",4,"CEE","Romania","EPG Public Sector","SharePoint CAL","EA Recurring",670.3757,675.376
"FY18",12,"CEE","Romania","EPG Public Sector","SQL Server Standard & CAL","EA Recurring",671.0785,671.0785
"FY18",5,"CEE","Romania","EPG Public Sector","Other IW Apps","EA Recurring",646.4184,651.24
"FY18",4,"CEE","Romania","EPG Public Sector","Identity & Direct Access","EA Recurring",319.3063,321.688
"FY18",4,"CEE","Romania","EPG Public Sector","MDOP-Client","EA Recurring",100.3501,101.0986
"FY18",5,"CEE","Slovakia","EPG Public Sector","Office","EA Recurring",88068.1863,88150.5625
"FY18",8,"CEE","Slovakia","EPG Public Sector","Office","EA Recurring",50021.4116,50068.2
"FY18",5,"CEE","Slovakia","EPG Public Sector","Windows Client","EA Recurring",32024.795,32054.75
"FY18",5,"CEE","Slovakia","EPG Public Sector","SQL Server Standard & CAL","EA Recurring",29683.7348,29711.5
"FY18",5,"CEE","Slovakia","EPG Public Sector","IW CAL Suites - Core CAL","EA Recurring",25619.836,25643.8
"FY18",10,"CEE","Slovakia","EPG Public Sector","Office","EA Recurring",20549.8268,20569.0485
"FY18",5,"CEE","Slovakia","EPG Public Sector","S&T CAL Suites - Core CAL","EA Recurring",14411.1578,14424.6375
"FY18",10,"CEE","Slovakia","EPG Public Sector","Windows Client","EA Recurring",7472.6643,7479.654
"FY18",10,"CEE","Slovakia","EPG Public Sector","SQL Server Standard & CAL","EA Recurring",6927.2655,6933.745
"FY18",10,"CEE","Slovakia","EPG Public Sector","IW CAL Suites - Core CAL","EA Recurring",5978.136,5983.7232
"FY18",10,"CEE","Slovakia","EPG Public Sector","S&T CAL Suites - Core CAL","EA Recurring",3362.6943,3365.8443
"FY18",7,"CEE","Ukraine","EPG Public Sector","Office","EA Recurring",450051.5,445795.363
"FY18",7,"CEE","Ukraine","EPG Public Sector","Windows Client","EA Recurring",176687.668,175016.7328
"FY18",6,"CEE","Ukraine","EPG Public Sector","Office","EA Recurring",78825.6,78825.6
"FY18",7,"CEE","Ukraine","EPG Public Sector","Windows Server & Solutions & CAL","EA Recurring",63473.76,62873.4886
"FY18",5,"CEE","Ukraine","EPG Public Sector","Office","EA Recurring",41409.5,41409.5
"FY18",7,"CEE","Ukraine","EPG Public Sector","Project","EA Recurring",9754.0001,71323.3357
"FY18",7,"CEE","Ukraine","EPG Public Sector","Visio","EA Recurring",33072.68,32759.9117
"FY18",7,"CEE","Ukraine","EPG Public Sector","Windows Server Premium","EA Recurring",22847.04,22630.9756
"FY18",5,"CEE","Ukraine","EPG Public Sector","Windows Client","EA Recurring",15058,15058
"FY18",5,"CEE","Ukraine","EPG Public Sector","IW CAL Suites - Core CAL","EA Recurring",12046.4,12046.4
"FY18",5,"CEE","Ukraine","EPG Public Sector","S&T CAL Suites - Core CAL","EA Recurring",6776.1,6776.1
"FY18",7,"CEE","Ukraine","EPG Public Sector","MDOP-Client","EA Recurring",5532.4626,5480.1421
"FY18",7,"CEE","Ukraine","EPG Public Sector","SQL Server Premium","EA Recurring",5088.43,5040.3087
"FY18",5,"CEE","Ukraine","EPG Public Sector","Windows Server & Solutions & CAL","EA Recurring",3460.8,3460.8
"FY18",7,"CEE","Ukraine","EPG Public Sector","SQL Server Standard & CAL","EA Recurring",3153.43,3123.608
"FY18",5,"CEE","Ukraine","EPG Public Sector","Exchange Server & CAL","EA Recurring",1656.48,1656.48
"FY18",5,"CEE","Ukraine","EPG Public Sector","Identity & Direct Access","EA Recurring",1178.04,1178.04
"FY18",5,"CEE","Ukraine","EPG Public Sector","SharePoint Server","EA Recurring",915.72,915.72
"FY18",7,"CEE","Ukraine","EPG Public Sector","Developer Tools","EA Recurring",692.16,685.6142
"FY18",7,"CEE","Ukraine","EPG Public Sector","System Center Server","EA Recurring",490.36,485.7227
"FY18",5,"CEE","Ukraine","EPG Public Sector","Developer Tools","EA Recurring",436.04,436.04
"FY18",5,"CEE","Ukraine","EPG Public Sector","Project","EA Recurring",192.72,192.72
"FY18",5,"CEE","Ukraine","EPG Public Sector","SQL Server Standard & CAL","EA Recurring",183.48,183.48
"FY18",5,"CEE","Ukraine","EPG Public Sector","System Center Server","EA Recurring",118.44,118.44
"FY18",5,"CEE","Ukraine","EPG Public Sector","Visio","EA Recurring",108.84,108.84
"FY18",5,"CEE","Ukraine","EPG Public Sector","Lync Server & CAL","EA Recurring",6.36,6.36
"FY18",1,"CEE","Estonia","EPG Public Sector","Office","EA Recurring",791755.6472,769643.16
"FY18",1,"CEE","Estonia","EPG Public Sector","Windows Client","EA Recurring",289454.2407,279870.24
"FY18",1,"CEE","Estonia","EPG Public Sector","IW CAL Suites - Core CAL","EA Recurring",230328.9155,223896.192
"FY18",1,"CEE","Estonia","EPG Public Sector","SQL Server Premium","EA Recurring",211255.2872,205355.26
"FY18",12,"CEE","Estonia","EPG Public Sector","Office","EA Recurring",288989.3987,32195
"FY18",1,"CEE","Estonia","EPG Public Sector","S&T CAL Suites - Core CAL","EA Recurring",129560.015,125941.608
"FY18",1,"CEE","Estonia","EPG Public Sector","SQL Server Standard & CAL","EA Recurring",105066.831,102132.48
"FY18",1,"CEE","Estonia","EPG Public Sector","Windows Server Premium","EA Recurring",100008.006,97214.94
"FY18",12,"CEE","Estonia","EPG Public Sector","Windows Client","EA Recurring",131252.0923,12747.5
"FY18",12,"CEE","Estonia","EPG Public Sector","IW CAL Suites - Core CAL","EA Recurring",106290.7706,10323.2
"FY18",2,"CEE","Estonia","EPG Public Sector","Office","EA Recurring",57438.1778,55834.02
"FY18",7,"CEE","Estonia","EPG Public Sector","Office","EA Recurring",27242.8426,67795.035
"FY18",1,"CEE","Estonia","EPG Public Sector","Developer Tools","EA Recurring",42984.3244,41783.84
"FY18",12,"CEE","Estonia","EPG Public Sector","S&T CAL Suites - Core CAL","EA Recurring",59788.5585,5806.8
"FY18",1,"CEE","Estonia","EPG Public Sector","Project","EA Recurring",32102.1628,31205.6
"FY18",1,"CEE","Estonia","EPG Public Sector","Exchange Server & CAL","EA Recurring",31501.5383,30621.75
"FY18",1,"CEE","Estonia","EPG Public Sector","Visio","EA Recurring",28779.496,27975.73
"FY18",7,"CEE","Estonia","EPG Public Sector","Windows Client","EA Recurring",25811.6178,24652.74
"FY18",7,"CEE","Estonia","EPG Public Sector","SQL Server Standard & CAL","EA Recurring",24563.8908,23877.86
"FY18",12,"CEE","Estonia","EPG Public Sector","Windows Server Premium","EA Recurring",43534.8183,4228.2
"FY18",2,"CEE","Estonia","EPG Public Sector","Windows Server Premium","EA Recurring",21054.211,20466.2
"FY18",2,"CEE","Estonia","EPG Public Sector","Windows Client","EA Recurring",20886.6101,20303.28
"FY18",7,"CEE","Estonia","EPG Public Sector","IW CAL Suites - Core CAL","EA Recurring",20288.827,19722.192
"FY18",2,"CEE","Estonia","EPG Public Sector","IW CAL Suites - Core CAL","EA Recurring",16709.2881,16242.624
"FY18",7,"CEE","Estonia","EPG Public Sector","Lync Server & CAL","EA Recurring",14618.1828,14209.92
"FY18",7,"CEE","Estonia","EPG Public Sector","S&T CAL Suites - Core CAL","EA Recurring",11412.4652,11093.733
"FY18",1,"CEE","Estonia","EPG Public Sector","Lync Server & CAL","EA Recurring",9526.5414,9260.48
"FY18",2,"CEE","Estonia","EPG Public Sector","S&T CAL Suites - Core CAL","EA Recurring",9398.9745,9136.476
"FY18",1,"CEE","Estonia","EPG Public Sector","SharePoint Server","EA Recurring",8655.8955,8414.15
"FY18",2,"CEE","Estonia","EPG Public Sector","Exchange Server & CAL","EA Recurring",7973.2708,7750.59
"FY18",12,"CEE","Estonia","EPG Public Sector","Windows Server & Solutions & CAL","EA Recurring",13398.3701,1301.28
"FY18",1,"CEE","Estonia","EPG Public Sector","System Center Client","EA Recurring",6162.5092,5990.4
"FY18",7,"CEE","Estonia","EPG Public Sector","SharePoint CAL","EA Recurring",5530.457,5376
"FY18",7,"CEE","Estonia","EPG Public Sector","Windows Server & Solutions & CAL","EA Recurring",5378.5545,5228.34
"FY18",1,"CEE","Estonia","EPG Public Sector","Biztalk Server","EA Recurring",4884.8974,4748.47
"FY18",7,"CEE","Estonia","EPG Public Sector","Developer Tools","EA Recurring",4451.5241,4327.2
"FY18",1,"CEE","Estonia","EPG Public Sector","Dynamics CRM","EA Recurring",3171.8755,3083.29
"FY18",2,"CEE","Estonia","EPG Public Sector","Lync Server & CAL","EA Recurring",2777.5733,2700
"FY18",7,"CEE","Estonia","EPG Public Sector","SharePoint Server","EA Recurring",2760.1466,2683.06
"FY18",7,"CEE","Estonia","EPG Public Sector","Exchange Server & CAL","EA Recurring",2641.2664,2567.5
"FY18",1,"CEE","Estonia","EPG Public Sector","Identity & Direct Access","EA Recurring",2442.4127,2374.2
