Fiscal Year,Area,Subsidiary,Rev Sum Division,Std Rptg Mid Reported Subsegment,Forecast Planning Level,Period,Sales
"FY18","CEE","Czech Republic","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,21345.1607
"FY18","CEE","Czech Republic","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,30081.0674
"FY18","CEE","Czech Republic","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,19679.9129
"FY18","CEE","Czech Republic","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,5975.6786
"FY18","CEE","Czech Republic","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,1127.6171
"FY18","CEE","Czech Republic","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,48849.46
"FY18","CEE","Bulgaria","Biztalk Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,33332.4
"FY18","CEE","Bulgaria","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,64815.93
"FY18","CEE","Bulgaria","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",2,7924.53
"FY18","CEE","Bulgaria","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,46149.43
"FY18","CEE","Bulgaria","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,-18184.58
"FY18","CEE","Bulgaria","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,18161.73
"FY18","CEE","Bulgaria","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,50693.56
"FY18","CEE","Bulgaria","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,5897.94
"FY18","CEE","Bulgaria","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,6236.91
"FY18","CEE","Bulgaria","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,15409.69
"FY18","CEE","Bulgaria","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,27123.54
"FY18","CEE","Bulgaria","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,12481.69
"FY18","CEE","Bulgaria","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,88384.56
"FY18","CEE","Bulgaria","Dynamics CRM","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,12520.2
"FY18","CEE","Bulgaria","Dynamics CRM","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,26943.38
"FY18","CEE","Bulgaria","Dynamics CRM","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,24232.2
"FY18","CEE","Bulgaria","Dynamics CRM","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,755031.16
"FY18","CEE","Bulgaria","Dynamics CRM","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,229032
"FY18","CEE","Bulgaria","Dynamics CRM","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,22502.84
"FY18","CEE","Bulgaria","Dynamics CRM","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,2725.44
"FY18","CEE","Bulgaria","Dynamics CRM","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,178470.81
"FY18","CEE","Bulgaria","Dynamics CRM","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,4692.6
"FY18","CEE","Bulgaria","Dynamics CRM","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,61330.4
"FY18","CEE","Bulgaria","Exchange Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,17748.08
"FY18","CEE","Bulgaria","Exchange Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,3924.72
"FY18","CEE","Bulgaria","Exchange Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,240
"FY18","CEE","Bulgaria","Forefront Protection","EPG Public Sector","VL Annuity Non-Recur w/o EA",2,135
"FY18","CEE","Bulgaria","Forefront Protection","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,1908
"FY18","CEE","Bulgaria","Forefront Protection","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,556.5
"FY18","CEE","Bulgaria","Forefront Protection","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,46476.72
"FY18","CEE","Bulgaria","Forefront Protection","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,4770
"FY18","CEE","Bulgaria","Forefront Protection","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,6152.4
"FY18","CEE","Bulgaria","Forefront Protection","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,16845
"FY18","CEE","Bulgaria","Identity & Direct Access","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,7.68
"FY18","CEE","Bulgaria","Identity & Direct Access","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,2620.32
"FY18","CEE","Bulgaria","Identity & Direct Access","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,35770
"FY18","CEE","Bulgaria","Identity & Direct Access","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,10520.88
"FY18","CEE","Bulgaria","Identity & Direct Access","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,7367.08
"FY18","CEE","Bulgaria","Identity & Direct Access","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,4629.96
"FY18","CEE","Bulgaria","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,34660.1472
"FY18","CEE","Bulgaria","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,4625.28
"FY18","CEE","Bulgaria","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,782552.4939
"FY18","CEE","Bulgaria","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,56066.6726
"FY18","CEE","Bulgaria","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,35379.6115
"FY18","CEE","Bulgaria","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,57848.0197
"FY18","CEE","Bulgaria","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,124023.3408
"FY18","CEE","Bulgaria","IW CAL Suites - ECAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,127798.0002
"FY18","CEE","Bulgaria","IW CAL Suites - ECAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,18206.9572
"FY18","CEE","Bulgaria","IW CAL Suites - ECAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,73129.8754
"FY18","CEE","Bulgaria","IW CAL Suites - ECAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,13439.0769
"FY18","CEE","Bulgaria","IW CAL Suites - ECAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,9859.1335
"FY18","CEE","Bulgaria","IW CAL Suites - ECAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,208169.9574
"FY18","CEE","Bulgaria","Lync Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,3516.24
"FY18","CEE","Bulgaria","Lync Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,15253.6
"FY18","CEE","Bulgaria","MDOP-Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",2,35103
"FY18","CEE","Bulgaria","MDOP-Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,73394.88
"FY18","CEE","Bulgaria","MDOP-Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,1062
"FY18","CEE","Bulgaria","MDOP-Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,2071.8
"FY18","CEE","Bulgaria","Office","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,163957.1761
"FY18","CEE","Bulgaria","Office","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,3539.34
"FY18","CEE","Bulgaria","Office","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,31622.9621
"FY18","CEE","Bulgaria","Office","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,1716387.629
"FY18","CEE","Bulgaria","Office","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,109584.8602
"FY18","CEE","Bulgaria","Office","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,16062.4411
"FY18","CEE","Bulgaria","Office","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,74767.0589
"FY18","CEE","Bulgaria","Office","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,113066.5839
"FY18","CEE","Bulgaria","Office","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,570580.751
"FY18","CEE","Bulgaria","Office 365","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,543.06
"FY18","CEE","Bulgaria","Office 365","EPG Public Sector","VL Annuity Non-Recur w/o EA",2,379.28
"FY18","CEE","Bulgaria","Office 365","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,77.58
"FY18","CEE","Bulgaria","Office 365","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,15404.42
"FY18","CEE","Bulgaria","Office 365","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,809.28
"FY18","CEE","Bulgaria","Office 365","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,-16213.7
"FY18","CEE","Bulgaria","Office 365","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,1800
"FY18","CEE","Bulgaria","Office for Mac","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,32105.1765
"FY18","CEE","Bulgaria","Office for Mac","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,7004.7284
"FY18","CEE","Bulgaria","Office for Mac","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,185172.0483
"FY18","CEE","Bulgaria","Office for Mac","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,22936.366
"FY18","CEE","Bulgaria","Office for Mac","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,3373.6162
"FY18","CEE","Bulgaria","Office for Mac","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,14473.4774
"FY18","CEE","Bulgaria","Office for Mac","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,23665.0989
"FY18","CEE","Bulgaria","Office for Mac","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,119585.7684
"FY18","CEE","Bulgaria","Other IW Apps","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,402.8
"FY18","CEE","Bulgaria","Other Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,552.84
"FY18","CEE","Bulgaria","Other Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,-359.28
"FY18","CEE","Bulgaria","Other Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,1666.46
"FY18","CEE","Bulgaria","Other Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,1299.96
"FY18","CEE","Bulgaria","Other Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,445.38
"FY18","CEE","Bulgaria","Project","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,12570
"FY18","CEE","Bulgaria","Project","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,313.44
"FY18","CEE","Bulgaria","Project","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,522.9
"FY18","CEE","Bulgaria","Project","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,403.2
"FY18","CEE","Bulgaria","Project","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,4877.16
"FY18","CEE","Bulgaria","Project","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,7029.84
"FY18","CEE","Bulgaria","Project","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,40951.56
"FY18","CEE","Bulgaria","Project","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,9634.08
"FY18","CEE","Bulgaria","Project","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,3039.12
"FY18","CEE","Bulgaria","Project","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,20502.96
"FY18","CEE","Bulgaria","S&T CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,19496.3328
"FY18","CEE","Bulgaria","S&T CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,2601.72
"FY18","CEE","Bulgaria","S&T CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,440323.2414
"FY18","CEE","Bulgaria","S&T CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,31537.5034
"FY18","CEE","Bulgaria","S&T CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,19901.0315
"FY18","CEE","Bulgaria","S&T CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,32539.5111
"FY18","CEE","Bulgaria","S&T CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,69763.1292
"FY18","CEE","Bulgaria","S&T CAL Suites - ECAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,60858.4706
"FY18","CEE","Bulgaria","S&T CAL Suites - ECAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,8670.3044
"FY18","CEE","Bulgaria","S&T CAL Suites - ECAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,34826.9286
"FY18","CEE","Bulgaria","S&T CAL Suites - ECAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,6399.8002
"FY18","CEE","Bulgaria","S&T CAL Suites - ECAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,3496.5065
"FY18","CEE","Bulgaria","S&T CAL Suites - ECAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,99132.2652
"FY18","CEE","Bulgaria","SharePoint CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,17034
"FY18","CEE","Bulgaria","SharePoint for Internet Sites","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,89128.48
"FY18","CEE","Bulgaria","SharePoint Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,15711.45
"FY18","CEE","Bulgaria","SharePoint Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,2850.63
"FY18","CEE","Bulgaria","SharePoint Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,-1458.46
"FY18","CEE","Bulgaria","SharePoint Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,1593.6
"FY18","CEE","Bulgaria","SharePoint Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,115766.18
"FY18","CEE","Bulgaria","SharePoint Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,9825.11
"FY18","CEE","Bulgaria","SharePoint Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,233421.84
"FY18","CEE","Bulgaria","SQL Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,46575.49
"FY18","CEE","Bulgaria","SQL Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,24929.73
"FY18","CEE","Bulgaria","SQL Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,-8140.7
"FY18","CEE","Bulgaria","SQL Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,35148.48
"FY18","CEE","Bulgaria","SQL Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,117940.28
"FY18","CEE","Bulgaria","SQL Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,25415.52
"FY18","CEE","Bulgaria","SQL Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,27101.88
"FY18","CEE","Bulgaria","SQL Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,211812.59
"FY18","CEE","Bulgaria","SQL Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,89919
"FY18","CEE","Bulgaria","SQL Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,132103.2
"FY18","CEE","Bulgaria","SQL Server Standard & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,194743.89
"FY18","CEE","Bulgaria","SQL Server Standard & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,17340.56
"FY18","CEE","Bulgaria","SQL Server Standard & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,167986.36
"FY18","CEE","Bulgaria","SQL Server Standard & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,414.48
"FY18","CEE","Bulgaria","SQL Server Standard & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,581403.42
"FY18","CEE","Bulgaria","SQL Server Standard & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,85341.94
"FY18","CEE","Bulgaria","SQL Server Standard & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,59500.87
"FY18","CEE","Bulgaria","SQL Server Standard & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,170776.76
"FY18","CEE","Bulgaria","SQL Server Standard & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,11579.14
"FY18","CEE","Bulgaria","SQL Server Standard & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,315717.32
"FY18","CEE","Bulgaria","System Center Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",2,140414.55
"FY18","CEE","Bulgaria","System Center Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,293579.52
"FY18","CEE","Bulgaria","System Center Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,4248
"FY18","CEE","Bulgaria","System Center Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,8287.2
"FY18","CEE","Bulgaria","System Center Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,3376.45
"FY18","CEE","Bulgaria","System Center Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,946.44
"FY18","CEE","Bulgaria","System Center Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,46.8
"FY18","CEE","Bulgaria","System Center Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,39498.76
"FY18","CEE","Bulgaria","System Center Server","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,36942.08
"FY18","CEE","Bulgaria","Visio","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,23712
"FY18","CEE","Bulgaria","Visio","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,3195.36
"FY18","CEE","Bulgaria","Visio","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,-1123.48
"FY18","CEE","Bulgaria","Visio","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,374.4
"FY18","CEE","Bulgaria","Visio","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,5791.2
"FY18","CEE","Bulgaria","Visio","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,48129.12
"FY18","CEE","Bulgaria","Visio","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,16406.4
"FY18","CEE","Bulgaria","Visio","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,8571.51
"FY18","CEE","Bulgaria","Visio","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,2822.04
"FY18","CEE","Bulgaria","Visio","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,31078.32
"FY18","CEE","Bulgaria","Windows Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,106869.9766
"FY18","CEE","Bulgaria","Windows Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,23220.288
"FY18","CEE","Bulgaria","Windows Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,4293.12
"FY18","CEE","Bulgaria","Windows Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,2372.64
"FY18","CEE","Bulgaria","Windows Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,1439236.004
"FY18","CEE","Bulgaria","Windows Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,113447.0778
"FY18","CEE","Bulgaria","Windows Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,18901.7056
"FY18","CEE","Bulgaria","Windows Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,62115.3407
"FY18","CEE","Bulgaria","Windows Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,101562.7164
"FY18","CEE","Bulgaria","Windows Client","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,311817.1476
"FY18","CEE","Bulgaria","Windows Server & Solutions & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,33778.44
"FY18","CEE","Bulgaria","Windows Server & Solutions & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,3381.64
"FY18","CEE","Bulgaria","Windows Server & Solutions & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,5330.15
"FY18","CEE","Bulgaria","Windows Server & Solutions & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,872.12
"FY18","CEE","Bulgaria","Windows Server & Solutions & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,6051.52
"FY18","CEE","Bulgaria","Windows Server & Solutions & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,2850.4
"FY18","CEE","Bulgaria","Windows Server & Solutions & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,20070.96
"FY18","CEE","Bulgaria","Windows Server & Solutions & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,36086.44
"FY18","CEE","Bulgaria","Windows Server & Solutions & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,6290.4
"FY18","CEE","Bulgaria","Windows Server & Solutions & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,7906.8
"FY18","CEE","Bulgaria","Windows Server & Solutions & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,32294.48
"FY18","CEE","Bulgaria","Windows Server Other","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,8601.6
"FY18","CEE","Bulgaria","Windows Server Other","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,-3058.2
"FY18","CEE","Bulgaria","Windows Server Other","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,537.6
"FY18","CEE","Bulgaria","Windows Server Other","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,3415.2
"FY18","CEE","Bulgaria","Windows Server Other","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,6942.84
"FY18","CEE","Bulgaria","Windows Server Other","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,6562.28
"FY18","CEE","Bulgaria","Windows Server Other","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,76.8
"FY18","CEE","Bulgaria","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,4758.24
"FY18","CEE","Bulgaria","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",2,784.56
"FY18","CEE","Bulgaria","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,9467.72
"FY18","CEE","Bulgaria","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,7654.32
"FY18","CEE","Bulgaria","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,21697.56
"FY18","CEE","Bulgaria","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,11128.56
"FY18","CEE","Bulgaria","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",7,-653.76
"FY18","CEE","Bulgaria","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,49412
"FY18","CEE","Bulgaria","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,158865.16
"FY18","CEE","Bulgaria","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,9015.84
"FY18","CEE","Bulgaria","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,52874.2
"FY18","CEE","Bulgaria","Windows Server Premium","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,122758.91
"FY18","CEE","Latvia","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,991.83
"FY18","CEE","Latvia","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",2,3299.52
"FY18","CEE","Latvia","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,190.8
"FY18","CEE","Latvia","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,22.2
"FY18","CEE","Latvia","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,4361.12
"FY18","CEE","Latvia","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",10,155.88
"FY18","CEE","Latvia","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,8988.6
"FY18","CEE","Latvia","Developer Tools","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,39494.84
"FY18","CEE","Latvia","Dynamics CRM","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,37480.8
"FY18","CEE","Latvia","Exchange Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,2196.36
"FY18","CEE","Latvia","Exchange Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",2,1291.08
"FY18","CEE","Latvia","Exchange Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,384.84
"FY18","CEE","Latvia","Exchange Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,327.6
"FY18","CEE","Latvia","Exchange Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,3915.6
"FY18","CEE","Latvia","Exchange Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,982.8
"FY18","CEE","Latvia","Exchange Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,712.44
"FY18","CEE","Latvia","Exchange Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,327.6
"FY18","CEE","Latvia","Exchange Server & CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,1638
"FY18","CEE","Latvia","Forefront Protection","EPG Public Sector","VL Annuity Non-Recur w/o EA",4,16.5
"FY18","CEE","Latvia","Forefront Protection","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,828
"FY18","CEE","Latvia","Identity & Direct Access","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,2307.84
"FY18","CEE","Latvia","Identity & Direct Access","EPG Public Sector","VL Annuity Non-Recur w/o EA",2,1079.47
"FY18","CEE","Latvia","Identity & Direct Access","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,105.96
"FY18","CEE","Latvia","Identity & Direct Access","EPG Public Sector","VL Annuity Non-Recur w/o EA",5,5909.28
"FY18","CEE","Latvia","Identity & Direct Access","EPG Public Sector","VL Annuity Non-Recur w/o EA",6,4427.4
"FY18","CEE","Latvia","Identity & Direct Access","EPG Public Sector","VL Annuity Non-Recur w/o EA",8,1824.96
"FY18","CEE","Latvia","Identity & Direct Access","EPG Public Sector","VL Annuity Non-Recur w/o EA",9,516.24
"FY18","CEE","Latvia","Identity & Direct Access","EPG Public Sector","VL Annuity Non-Recur w/o EA",11,3293.76
"FY18","CEE","Latvia","Identity & Direct Access","EPG Public Sector","VL Annuity Non-Recur w/o EA",12,70680
"FY18","CEE","Latvia","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",1,9848.1878
"FY18","CEE","Latvia","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",2,10344.2231
"FY18","CEE","Latvia","IW CAL Suites - Core CAL","EPG Public Sector","VL Annuity Non-Recur w/o EA",3,8802.1838
