DATEKEY,YEAR,QUARTER,MONTH,UNIQUE_CARRIER,ORIGIN,DEST,PASSENGERS,FREIGHT_KG,MAIL_COUNT,DISTANCE_KM,FLIGHTCOUNT
2020-02-29 00:00:00.000,2020,1,2,"MQ","DFW","QRO",3081,0,0,867,1
2020-02-29 00:00:00.000,2020,1,2,"MQ","QRO","DFW",3235,0,0,867,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","CIW","OMA",12,0,0,2867,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","CTS","HNL",1,0,0,3751,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","DUB","PHL",10,0,0,3273,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","GVA","RDU",1,0,0,4278,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","HOU","SJO",1,0,0,1530,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","LTN","FLL",6,0,0,4404,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","MDW","LBG",5,0,0,4152,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","PHL","DUB",10,0,0,3273,1
2020-02-29 00:00:00.000,2020,1,2,"VS","LAS","LHR",6281,0,0,5230,1
2020-02-29 00:00:00.000,2020,1,2,"VS","LHR","LAS",6763,0,0,5230,1
2020-02-29 00:00:00.000,2020,1,2,"NK","BWI","MBJ",3298,0,0,1426,1
2020-02-29 00:00:00.000,2020,1,2,"NK","CLE","CUN",1179,0,0,1434,1
2020-02-29 00:00:00.000,2020,1,2,"NK","CUN","CLE",959,0,0,1434,1
2020-02-29 00:00:00.000,2020,1,2,"NK","CUN","FLL",5534,0,0,549,1
2020-02-29 00:00:00.000,2020,1,2,"NK","CUN","IAH",1597,0,0,811,1
2020-02-29 00:00:00.000,2020,1,2,"NK","CUN","ORD",4927,0,0,1443,1
2020-02-29 00:00:00.000,2020,1,2,"NK","FLL","CUN",5533,0,0,549,1
2020-02-29 00:00:00.000,2020,1,2,"WS","YEG","PSP",4623,0,0,1353,1
2020-02-29 00:00:00.000,2020,1,2,"WS","YQR","MCO",569,0,0,1949,1
2020-02-29 00:00:00.000,2020,1,2,"WS","YQR","PHX",2068,0,0,1231,1
2020-02-29 00:00:00.000,2020,1,2,"WS","YVR","PHX",4631,0,0,1230,1
2020-02-29 00:00:00.000,2020,1,2,"WS","YWG","MCO",1467,0,0,1703,1
2020-02-29 00:00:00.000,2020,1,2,"X9","CVG","NAS",209,0,0,1053,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","CSL","CLD",7,0,0,832,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","GVA","MYR",8,0,0,4379,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","MID","TEB",1,0,0,1650,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","SNN","LAX",6,0,0,5122,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","TEB","ACH",3,0,0,3976,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","VNY","GNB",7,0,0,5928,1
2020-02-29 00:00:00.000,2020,1,2,"NK","FLL","SDQ",5300,0,0,852,1
2020-02-29 00:00:00.000,2020,1,2,"NK","IAH","CUN",1506,0,0,811,1
2020-02-29 00:00:00.000,2020,1,2,"NK","IAH","SAL",1443,0,0,1207,1
2020-02-29 00:00:00.000,2020,1,2,"NK","MBJ","BWI",3343,0,0,1426,1
2020-02-29 00:00:00.000,2020,1,2,"NK","ORD","CUN",5014,0,0,1443,1
2020-02-29 00:00:00.000,2020,1,2,"NK","SAL","IAH",1712,0,0,1207,1
2020-02-29 00:00:00.000,2020,1,2,"NK","SDQ","EWR",128,0,0,1557,1
2020-02-29 00:00:00.000,2020,1,2,"NK","SDQ","FLL",5606,0,0,852,1
2020-02-29 00:00:00.000,2020,1,2,"OO","ORD","YUL",3261,0,0,748,1
2020-02-29 00:00:00.000,2020,1,2,"OO","YUL","ORD",3267,0,0,748,1
2020-02-29 00:00:00.000,2020,1,2,"PD","BOS","YTZ",4458,0,0,434,1
2020-02-29 00:00:00.000,2020,1,2,"PD","MDW","YTZ",2304,0,0,444,1
2020-02-29 00:00:00.000,2020,1,2,"PD","YTZ","BOS",4543,0,0,434,1
2020-02-29 00:00:00.000,2020,1,2,"PD","YTZ","MDW",2498,0,0,444,1
2020-02-29 00:00:00.000,2020,1,2,"PT","YOW","PHL",2534,0,0,377,1
2020-02-29 00:00:00.000,2020,1,2,"QK","BDL","YUL",246,0,0,249,1
2020-02-29 00:00:00.000,2020,1,2,"QK","BOS","YUL",4766,0,0,254,1
2020-02-29 00:00:00.000,2020,1,2,"QK","PDX","YVR",4449,0,0,251,1
2020-02-29 00:00:00.000,2020,1,2,"QK","SMF","YVR",1468,0,0,729,1
2020-02-29 00:00:00.000,2020,1,2,"WN","BZE","FLL",2871,0,0,786,1
2020-02-29 00:00:00.000,2020,1,2,"WN","BZE","HOU",3383,0,0,943,1
2020-02-29 00:00:00.000,2020,1,2,"WN","CUN","STL",1163,0,0,1237,1
2020-02-29 00:00:00.000,2020,1,2,"WN","FLL","BZE",2926,0,0,786,1
2020-02-29 00:00:00.000,2020,1,2,"WN","HOU","BZE",3524,0,0,943,1
2020-02-29 00:00:00.000,2020,1,2,"WN","MBJ","FLL",7651,0,0,540,1
2020-02-29 00:00:00.000,2020,1,2,"WN","MBJ","MDW",1169,0,0,1706,1
2020-02-29 00:00:00.000,2020,1,2,"WN","MDW","MBJ",1106,0,0,1706,1
2020-02-29 00:00:00.000,2020,1,2,"WN","SAN","SJD",3856,0,0,802,1
2020-02-29 00:00:00.000,2020,1,2,"WN","SJD","SAN",3708,0,0,802,1
2020-02-29 00:00:00.000,2020,1,2,"WN","STL","CUN",1205,0,0,1237,1
2020-02-29 00:00:00.000,2020,1,2,"WO","LAS","YEG",5058,0,0,1192,1
2020-02-29 00:00:00.000,2020,1,2,"WO","MCO","YHM",2883,0,0,1019,1
2020-02-29 00:00:00.000,2020,1,2,"WO","YEG","LAS",5169,0,0,1192,1
2020-02-29 00:00:00.000,2020,1,2,"WO","YHM","MCO",3124,0,0,1019,1
2020-02-29 00:00:00.000,2020,1,2,"YV","DFW","MLM",1307,0,0,931,1
2020-02-29 00:00:00.000,2020,1,2,"YV","DFW","MZT",1960,0,0,875,1
2020-02-29 00:00:00.000,2020,1,2,"YV","IAH","PVR",156,0,0,891,1
2020-02-29 00:00:00.000,2020,1,2,"YV","MZT","DFW",2094,0,0,875,1
2020-02-29 00:00:00.000,2020,1,2,"YV","MZT","PHX",124,0,0,789,1
2020-02-29 00:00:00.000,2020,1,2,"YV","PHX","MZT",140,0,0,789,1
2020-02-29 00:00:00.000,2020,1,2,"YV","PVR","IAH",142,0,0,891,1
2020-02-29 00:00:00.000,2020,1,2,"YX","FPO","MIA",1074,0,0,112,1
2020-02-29 00:00:00.000,2020,1,2,"YX","MIA","FPO",1201,0,0,112,1
2020-02-29 00:00:00.000,2020,1,2,"YX","MIA","NAS",10677,0,0,184,1
2020-02-29 00:00:00.000,2020,1,2,"YX","MIA","PLS",1526,0,0,578,1
2020-02-29 00:00:00.000,2020,1,2,"YX","NAS","MIA",10623,0,0,184,1
2020-02-29 00:00:00.000,2020,1,2,"YX","PLS","MIA",1396,0,0,578,1
2020-02-29 00:00:00.000,2020,1,2,"WG","CUN","MEM",184,0,0,982,1
2020-02-29 00:00:00.000,2020,1,2,"WG","MIA","YQM",444,0,0,1645,1
2020-02-29 00:00:00.000,2020,1,2,"WG","MIA","YUL",1467,0,0,1404,1
2020-02-29 00:00:00.000,2020,1,2,"WG","YQM","MIA",690,0,0,1645,1
2020-02-29 00:00:00.000,2020,1,2,"WG","YUL","MIA",1476,0,0,1404,1
2020-02-29 00:00:00.000,2020,1,2,"WL","GCM","TPA",477,0,0,602,1
2020-02-29 00:00:00.000,2020,1,2,"WL","TPA","GCM",366,0,0,602,1
2020-02-29 00:00:00.000,2020,1,2,"WN","MDW","SJD",654,0,0,1805,1
2020-02-29 00:00:00.000,2020,1,2,"WN","SJD","MDW",671,0,0,1805,1
2020-02-29 00:00:00.000,2020,1,2,"WO","MCO","YWG",1164,0,0,1703,1
2020-02-29 00:00:00.000,2020,1,2,"WO","YWG","MCO",1235,0,0,1703,1
2020-02-29 00:00:00.000,2020,1,2,"WS","ATL","YYC",3643,0,0,1914,1
2020-02-29 00:00:00.000,2020,1,2,"WS","LAS","YEG",2282,0,0,1192,1
2020-02-29 00:00:00.000,2020,1,2,"WS","MCO","YVR",545,0,0,2627,1
2020-02-29 00:00:00.000,2020,1,2,"QK","YUL","BDL",187,0,0,249,1
2020-02-29 00:00:00.000,2020,1,2,"QK","YUL","BOS",5562,0,0,254,1
2020-02-29 00:00:00.000,2020,1,2,"QK","YVR","PDX",4813,0,0,251,1
2020-02-29 00:00:00.000,2020,1,2,"QK","YVR","SMF",1288,0,0,729,1
2020-02-29 00:00:00.000,2020,1,2,"QX","SEA","YLW",3659,0,0,219,1
2020-02-29 00:00:00.000,2020,1,2,"QX","YLW","SEA",3534,0,0,219,1
2020-02-29 00:00:00.000,2020,1,2,"RV","FLL","YOW",3044,0,0,1350,1
2020-02-29 00:00:00.000,2020,1,2,"RV","YOW","FLL",3709,0,0,1350,1
2020-02-29 00:00:00.000,2020,1,2,"WS","YEG","LAS",2219,0,0,1192,1
2020-02-29 00:00:00.000,2020,1,2,"WS","YVR","MCO",615,0,0,2627,1
2020-02-29 00:00:00.000,2020,1,2,"WS","YYC","ATL",4134,0,0,1914,1
2020-02-29 00:00:00.000,2020,1,2,"X9","BBU","IAD",684,0,0,4981,1
2020-02-29 00:00:00.000,2020,1,2,"X9","HNL","YVR",5473,0,0,2705,1
2020-02-29 00:00:00.000,2020,1,2,"X9","IAD","BBU",659,0,0,4981,1
2020-02-29 00:00:00.000,2020,1,2,"X9","YVR","HNL",5518,0,0,2705,1
2020-02-29 00:00:00.000,2020,1,2,"SY","IND","LIR",887,0,0,2005,1
2020-02-29 00:00:00.000,2020,1,2,"SY","LIR","IND",1244,0,0,2005,1
2020-02-29 00:00:00.000,2020,1,2,"TS","SJU","YUL",626,0,0,1915,1
2020-02-29 00:00:00.000,2020,1,2,"TS","YUL","SJU",524,0,0,1915,1
2020-02-29 00:00:00.000,2020,1,2,"MQ","DFW","YYC",3529,0,0,1523,1
2020-02-29 00:00:00.000,2020,1,2,"MU","HNL","PVG",368,0,0,4927,1
2020-02-29 00:00:00.000,2020,1,2,"MU","PVG","HNL",467,0,0,4927,1
2020-02-29 00:00:00.000,2020,1,2,"NK","CTG","MCO",1186,0,0,1293,1
2020-02-29 00:00:00.000,2020,1,2,"NK","CUN","DFW",1265,0,0,1028,1
2020-02-29 00:00:00.000,2020,1,2,"NK","DFW","CUN",1427,0,0,1028,1
2020-02-29 00:00:00.000,2020,1,2,"NK","FLL","MGA",5019,0,0,1035,1
2020-02-29 00:00:00.000,2020,1,2,"NK","MCO","CTG",1079,0,0,1293,1
2020-02-29 00:00:00.000,2020,1,2,"NK","MCO","MDE",954,0,0,1579,1
2020-02-29 00:00:00.000,2020,1,2,"NK","MCO","SAL",736,0,0,1145,1
2020-02-29 00:00:00.000,2020,1,2,"NK","MDE","MCO",948,0,0,1579,1
2020-02-29 00:00:00.000,2020,1,2,"AAT","SKB","STX",75,0,0,140,1
2020-02-29 00:00:00.000,2020,1,2,"AAT","STX","SKB",38,0,0,140,1
2020-02-29 00:00:00.000,2020,1,2,"AC","PHX","YYC",2754,0,0,1225,1
2020-02-29 00:00:00.000,2020,1,2,"AC","YOW","CMH",103,0,0,520,1
2020-02-29 00:00:00.000,2020,1,2,"AC","YYC","OGG",3340,0,0,3091,1
2020-02-29 00:00:00.000,2020,1,2,"AF","CAY","MIA",132,0,0,2345,1
2020-02-29 00:00:00.000,2020,1,2,"AF","FDF","MIA",404,0,0,1468,1
2020-02-29 00:00:00.000,2020,1,2,"AF","MIA","CAY",103,0,0,2345,1
2020-02-29 00:00:00.000,2020,1,2,"AF","MIA","FDF",362,0,0,1468,1
2020-02-29 00:00:00.000,2020,1,2,"AF","MIA","PTP",1929,0,0,1375,1
2020-02-29 00:00:00.000,2020,1,2,"YV","ACA","IAH",1637,0,0,952,1
2020-02-29 00:00:00.000,2020,1,2,"YV","IAH","ACA",1779,0,0,952,1
2020-02-29 00:00:00.000,2020,1,2,"YX","CLT","GGT",451,0,0,858,1
2020-02-29 00:00:00.000,2020,1,2,"YX","DEN","YYC",271,0,0,899,1
2020-02-29 00:00:00.000,2020,1,2,"YX","EWR","YUL",1135,0,0,331,1
2020-02-29 00:00:00.000,2020,1,2,"YX","GGT","CLT",505,0,0,858,1
2020-02-29 00:00:00.000,2020,1,2,"YX","MHH","MIA",349,0,0,205,1
2020-02-29 00:00:00.000,2020,1,2,"YX","MIA","MHH",503,0,0,205,1
2020-02-29 00:00:00.000,2020,1,2,"YX","YUL","EWR",1505,0,0,331,1
2020-02-29 00:00:00.000,2020,1,2,"YX","YYC","DEN",391,0,0,899,1
2020-02-29 00:00:00.000,2020,1,2,"NK","MGA","FLL",5195,0,0,1035,1
2020-02-29 00:00:00.000,2020,1,2,"NK","SAL","MCO",979,0,0,1145,1
2020-02-29 00:00:00.000,2020,1,2,"OO","DEN","YYC",2552,0,0,899,1
2020-02-29 00:00:00.000,2020,1,2,"OO","MSP","YEG",3515,0,0,1086,1
2020-02-29 00:00:00.000,2020,1,2,"OO","MSP","YWG",3568,0,0,395,1
2020-02-29 00:00:00.000,2020,1,2,"OO","YEG","MSP",3534,0,0,1086,1
2020-02-29 00:00:00.000,2020,1,2,"OO","YWG","MSP",3765,0,0,395,1
2020-02-29 00:00:00.000,2020,1,2,"OO","YYC","DEN",2316,0,0,899,1
2020-02-29 00:00:00.000,2020,1,2,"Q6","LAX","SAL",1863,0,0,2319,1
2020-02-29 00:00:00.000,2020,1,2,"AM","IAH","MEX",34,0,0,763,1
2020-02-29 00:00:00.000,2020,1,2,"AM","MEX","IAH",122,0,0,763,1
2020-02-29 00:00:00.000,2020,1,2,"AM","MEX","PBI",60,0,0,1305,1
2020-02-29 00:00:00.000,2020,1,2,"AM","PBI","MEX",1,0,0,1305,1
2020-02-29 00:00:00.000,2020,1,2,"WS","JFK","YYC",2666,0,0,2041,1
2020-02-29 00:00:00.000,2020,1,2,"WS","KOA","YVR",4663,0,0,2724,1
2020-02-29 00:00:00.000,2020,1,2,"WS","LAS","YXE",989,0,0,1186,1
2020-02-29 00:00:00.000,2020,1,2,"WS","MCO","YXE",510,0,0,2095,1
2020-02-29 00:00:00.000,2020,1,2,"WS","PSP","YYC",11060,0,0,1200,1
2020-02-29 00:00:00.000,2020,1,2,"WS","YVR","KOA",4417,0,0,2724,1
2020-02-29 00:00:00.000,2020,1,2,"WS","YXE","LAS",1065,0,0,1186,1
2020-02-29 00:00:00.000,2020,1,2,"WS","YXE","MCO",569,0,0,2095,1
2020-02-29 00:00:00.000,2020,1,2,"WS","YYC","JFK",2554,0,0,2041,1
2020-02-29 00:00:00.000,2020,1,2,"WS","YYC","PSP",12562,0,0,1200,1
2020-02-29 00:00:00.000,2020,1,2,"X9","HAN","HNL",51,0,0,6083,1
2020-02-29 00:00:00.000,2020,1,2,"Q6","SAL","LAX",2107,0,0,2319,1
2020-02-29 00:00:00.000,2020,1,2,"QK","BOS","YHZ",1732,0,0,414,1
2020-02-29 00:00:00.000,2020,1,2,"QK","BTV","YOW",78,0,0,137,1
2020-02-29 00:00:00.000,2020,1,2,"QK","SFO","YYC",1979,0,0,1019,1
2020-02-29 00:00:00.000,2020,1,2,"QK","YHZ","BOS",1773,0,0,414,1
2020-02-29 00:00:00.000,2020,1,2,"QK","YYC","SFO",1970,0,0,1019,1
2020-02-29 00:00:00.000,2020,1,2,"QX","SEA","YEG",4879,0,0,559,1
2020-02-29 00:00:00.000,2020,1,2,"QX","YEG","SEA",4728,0,0,559,1
2020-02-29 00:00:00.000,2020,1,2,"YV","DFW","SLP",2695,0,0,771,1
2020-02-29 00:00:00.000,2020,1,2,"YX","DCA","NAS",515,0,0,952,1
2020-02-29 00:00:00.000,2020,1,2,"YX","NAS","DCA",446,0,0,952,1
2020-02-29 00:00:00.000,2020,1,2,"YX","NAS","PHL",344,0,0,1030,1
2020-02-29 00:00:00.000,2020,1,2,"YX","ORD","YUL",2716,0,0,748,1
2020-02-29 00:00:00.000,2020,1,2,"YX","PHL","NAS",315,0,0,1030,1
2020-02-29 00:00:00.000,2020,1,2,"RV","RSW","YUL",1995,0,0,1379,1
2020-02-29 00:00:00.000,2020,1,2,"RV","YUL","RSW",3309,0,0,1379,1
2020-02-29 00:00:00.000,2020,1,2,"RV","YVR","KOA",2372,0,0,2724,1
2020-02-29 00:00:00.000,2020,1,2,"SEB","SJU","SKB",448,0,0,230,1
2020-02-29 00:00:00.000,2020,1,2,"SEB","SKB","SJU",534,0,0,230,1
2020-02-29 00:00:00.000,2020,1,2,"C5","EWR","YQB",634,0,0,443,1
2020-02-29 00:00:00.000,2020,1,2,"C5","IAD","YUL",2412,0,0,489,1
2020-02-29 00:00:00.000,2020,1,2,"C5","ORD","YUL",256,0,0,748,1
2020-02-29 00:00:00.000,2020,1,2,"C5","YQB","EWR",705,0,0,443,1
2020-02-29 00:00:00.000,2020,1,2,"C5","YUL","IAD",2253,0,0,489,1
2020-02-29 00:00:00.000,2020,1,2,"CAZ","ZRH","MDW",1,0,0,4446,1
2020-02-29 00:00:00.000,2020,1,2,"VB","DTW","SJD",510,0,0,2006,1
2020-02-29 00:00:00.000,2020,1,2,"VB","ORD","SJD",389,0,0,1807,1
2020-02-29 00:00:00.000,2020,1,2,"VB","SJD","ORD",382,0,0,1807,1
2020-02-29 00:00:00.000,2020,1,2,"VB","SJD","STL",575,0,0,1567,1
2020-02-29 00:00:00.000,2020,1,2,"VB","STL","SJD",588,0,0,1567,1
2020-02-29 00:00:00.000,2020,1,2,"VB","TIJ","LAX",175,0,0,128,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","EGE","FAB",3,0,0,4757,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","ISP","VKO",1,0,0,4645,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","LBG","PSM",5,0,0,3410,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","MXP","TEB",3,0,0,3999,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","QRO","SDM",4,0,0,1323,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","SZG","TEB",3,0,0,4108,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","TLC","EWR",1,0,0,2102,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","VKO","ISP",1,0,0,4645,1
2020-02-29 00:00:00.000,2020,1,2,"YX","YUL","IAD",245,0,0,489,1
2020-02-29 00:00:00.000,2020,1,2,"YX","YUL","ORD",2158,0,0,748,1
2020-02-29 00:00:00.000,2020,1,2,"SY","FLL","SJO",55,0,0,1137,1
2020-02-29 00:00:00.000,2020,1,2,"SY","MSP","LIR",1934,0,0,2405,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","VNY","BMA",1,0,0,5522,1
2020-02-29 00:00:00.000,2020,1,2,"WL","MIA","PUJ",2750,0,0,911,1
2020-02-29 00:00:00.000,2020,1,2,"WL","PUJ","MIA",2045,0,0,911,1
2020-02-29 00:00:00.000,2020,1,2,"WN","AUA","FLL",3519,0,0,1143,1
2020-02-29 00:00:00.000,2020,1,2,"WN","CUN","DEN",4462,0,0,1669,1
2020-02-29 00:00:00.000,2020,1,2,"WN","DEN","CUN",4498,0,0,1669,1
2020-02-29 00:00:00.000,2020,1,2,"WN","FLL","AUA",3666,0,0,1143,1
2020-02-29 00:00:00.000,2020,1,2,"WN","FLL","GCM",2990,0,0,473,1
2020-02-29 00:00:00.000,2020,1,2,"WN","FLL","HAV",8367,0,0,255,1
2020-02-29 00:00:00.000,2020,1,2,"WN","FLL","PLS",3276,0,0,579,1
2020-02-29 00:00:00.000,2020,1,2,"WN","GCM","FLL",2920,0,0,473,1
2020-02-29 00:00:00.000,2020,1,2,"WN","HAV","FLL",7896,0,0,255,1
2020-02-29 00:00:00.000,2020,1,2,"WN","HOU","PVR",3669,0,0,877,1
2020-02-29 00:00:00.000,2020,1,2,"TS","MCO","YQM",160,0,0,1519,1
2020-02-29 00:00:00.000,2020,1,2,"TS","YQM","MCO",376,0,0,1519,1
2020-02-29 00:00:00.000,2020,1,2,"WN","PLS","FLL",3094,0,0,579,1
2020-02-29 00:00:00.000,2020,1,2,"WN","PVR","HOU",3684,0,0,877,1
2020-02-29 00:00:00.000,2020,1,2,"WO","AZA","YWG",1319,0,0,1362,1
2020-02-29 00:00:00.000,2020,1,2,"WO","LAS","YLW",1135,0,0,981,1
2020-02-29 00:00:00.000,2020,1,2,"WO","TPA","YWG",1075,0,0,1701,1
2020-02-29 00:00:00.000,2020,1,2,"WO","YLW","LAS",1314,0,0,981,1
2020-02-29 00:00:00.000,2020,1,2,"WO","YWG","AZA",1573,0,0,1362,1
2020-02-29 00:00:00.000,2020,1,2,"WO","YWG","TPA",1252,0,0,1701,1
2020-02-29 00:00:00.000,2020,1,2,"WS","LAS","YYC",10848,0,0,1040,1
2020-02-29 00:00:00.000,2020,1,2,"WS","LAX","YYC",7821,0,0,1206,1
2020-02-29 00:00:00.000,2020,1,2,"WS","LIH","YVR",4208,0,0,2724,1
2020-02-29 00:00:00.000,2020,1,2,"WS","MCO","YYC",4707,0,0,2308,1
2020-02-29 00:00:00.000,2020,1,2,"WS","PHX","YWG",1237,0,0,1365,1
2020-02-29 00:00:00.000,2020,1,2,"WS","YVR","LIH",4153,0,0,2724,1
2020-02-29 00:00:00.000,2020,1,2,"WS","YWG","PHX",1353,0,0,1365,1
2020-02-29 00:00:00.000,2020,1,2,"WS","YYC","LAS",11312,0,0,1040,1
2020-02-29 00:00:00.000,2020,1,2,"WS","YYC","LAX",7956,0,0,1206,1
2020-02-29 00:00:00.000,2020,1,2,"WS","YYC","MCO",4830,0,0,2308,1
2020-02-29 00:00:00.000,2020,1,2,"X9","NAS","MIA",218,0,0,184,1
2020-02-29 00:00:00.000,2020,1,2,"DY","BCN","OAK",168,0,0,5960,1
2020-02-29 00:00:00.000,2020,1,2,"X9","PHX","YVR",5043,0,0,1230,1
2020-02-29 00:00:00.000,2020,1,2,"X9","YVR","PHX",5354,0,0,1230,1
2020-02-29 00:00:00.000,2020,1,2,"YV","IAH","SLP",2386,0,0,635,1
2020-02-29 00:00:00.000,2020,1,2,"YV","SLP","IAH",2371,0,0,635,1
2020-02-29 00:00:00.000,2020,1,2,"YX","DTW","YUL",3,0,0,530,1
2020-02-29 00:00:00.000,2020,1,2,"YX","GGT","MIA",3085,0,0,317,1
2020-02-29 00:00:00.000,2020,1,2,"YX","MIA","GGT",3413,0,0,317,1
2020-02-29 00:00:00.000,2020,1,2,"DY","MCO","CDG",1240,0,0,4507,1
2020-02-29 00:00:00.000,2020,1,2,"EAU","SZX","SNA",11,0,0,7283,1
2020-02-29 00:00:00.000,2020,1,2,"EV","CUU","IAH",967,0,0,647,1
2020-02-29 00:00:00.000,2020,1,2,"EV","IAH","CUU",951,0,0,647,1
2020-02-29 00:00:00.000,2020,1,2,"EV","IAH","PBC",1168,0,0,769,1
2020-02-29 00:00:00.000,2020,1,2,"EV","PBC","IAH",1123,0,0,769,1
2020-02-29 00:00:00.000,2020,1,2,"VB","BNA","CUN",197,0,0,1039,1
2020-02-29 00:00:00.000,2020,1,2,"VB","BOS","CUN",526,0,0,1734,1
2020-02-29 00:00:00.000,2020,1,2,"VB","CLT","CUN",215,0,0,1040,1
2020-02-29 00:00:00.000,2020,1,2,"VB","CUN","BNA",226,0,0,1039,1
2020-02-29 00:00:00.000,2020,1,2,"VB","CUN","BOS",635,0,0,1734,1
2020-02-29 00:00:00.000,2020,1,2,"VB","CUN","CLT",263,0,0,1040,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","ALB","VKO",1,0,0,4555,1
2020-02-29 00:00:00.000,2020,1,2,"F9","ORD","PUJ",4613,0,0,1980,1
2020-02-29 00:00:00.000,2020,1,2,"F9","PUJ","ORD",4482,0,0,1980,1
2020-02-29 00:00:00.000,2020,1,2,"G3","MCO","PUJ",6063,0,0,1064,1
2020-02-29 00:00:00.000,2020,1,2,"G3","MIA","PUJ",2384,0,0,911,1
2020-02-29 00:00:00.000,2020,1,2,"G3","PUJ","MCO",5129,0,0,1064,1
2020-02-29 00:00:00.000,2020,1,2,"G3","PUJ","MIA",1780,0,0,911,1
2020-02-29 00:00:00.000,2020,1,2,"GL","HOW","TPA",153,0,0,1325,1
2020-02-29 00:00:00.000,2020,1,2,"GL","SJC","YYC",89,0,0,1027,1
2020-02-29 00:00:00.000,2020,1,2,"GL","TPA","HOW",153,0,0,1325,1
2020-02-29 00:00:00.000,2020,1,2,"GL","YYC","SJC",92,0,0,1027,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","MMH","TLC",1,0,0,1714,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","NAS","MIA",6,0,0,184,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","PLS","TEB",1,0,0,1318,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","PUJ","TEB",4,0,0,1571,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","SJC","HKG",4,0,0,6957,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","TPA","SJD",13,0,0,1726,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","VKO","SLC",1,0,0,5552,1
2020-02-29 00:00:00.000,2020,1,2,"VJT","YQB","BOS",5,0,0,306,1
2020-02-29 00:00:00.000,2020,1,2,"VR","BOS","RAI",443,0,0,3388,1
2020-02-29 00:00:00.000,2020,1,2,"VR","IAD","SID",28,0,0,3607,1
2020-02-29 00:00:00.000,2020,1,2,"VR","RAI","BOS",285,0,0,3388,1
2020-02-29 00:00:00.000,2020,1,2,"VR","SID","IAD",26,0,0,3607,1
2020-02-29 00:00:00.000,2020,1,2,"WG","DTW","LIR",126,0,0,2181,1
2020-02-29 00:00:00.000,2020,1,2,"WG","LIR","DTW",127,0,0,2181,1
2020-02-29 00:00:00.000,2020,1,2,"IFQ","TEB","KEF",1,0,0,2589,1
2020-02-29 00:00:00.000,2020,1,2,"JCO","FAB","SJC",1,0,0,5369,1
2020-02-29 00:00:00.000,2020,1,2,"JCO","LBG","BED",1,0,0,3453,1
2020-02-29 00:00:00.000,2020,1,2,"JL","HNL","SDJ",123,0,0,3785,1
2020-02-29 00:00:00.000,2020,1,2,"JL","SDJ","HNL",123,0,0,3785,1
2020-02-29 00:00:00.000,2020,1,2,"WL","STL","SKB",80,0,0,2227,1
2020-02-29 00:00:00.000,2020,1,2,"WN","BWI","LIR",1204,0,0,2042,1
2020-02-29 00:00:00.000,2020,1,2,"WN","DEN","SJD",4462,0,0,1189,1
2020-02-29 00:00:00.000,2020,1,2,"WN","HOU","CUN",9703,0,0,791,1
2020-02-29 00:00:00.000,2020,1,2,"WN","LIR","BWI",1407,0,0,2042,1
2020-02-29 00:00:00.000,2020,1,2,"WS","AZA","YYC",969,0,0,1235,1
2020-02-29 00:00:00.000,2020,1,2,"WS","LAX","YVR",11879,0,0,1081,1
2020-02-29 00:00:00.000,2020,1,2,"WS","MCO","YOW",1875,0,0,1205,1
2020-02-29 00:00:00.000,2020,1,2,"WS","PHX","YEG",3643,0,0,1374,1
2020-02-29 00:00:00.000,2020,1,2,"WS","PHX","YLW",623,0,0,1201,1
2020-02-29 00:00:00.000,2020,1,2,"WS","PHX","YXE",2076,0,0,1320,1
2020-02-29 00:00:00.000,2020,1,2,"WS","PSP","YVR",9267,0,0,1114,1
2020-02-29 00:00:00.000,2020,1,2,"WS","YEG","PHX",3840,0,0,1374,1
