storagearraydisk_pk,resource_fk,name,identifier,category,element_type,vendor_define_type,storagearray_fk,storagearray_name,storagearray_type,storagearray_identifier,storagearraypool_fk,storagearraypool_name,block_size,drive_index,dpe,encryption,failed,failed_reason,hot_spare,manufacturer,model,part_number,plex_name,raid_group_name,rpm,serial_number,slot,software_version,technology,vaulted,capacity,used_capacity,free_capacity,spare_capacity,publish_capacity,consumable_capacity,percent_free,percent_used,status,first_added,last_edited,last_changed
"6100","6100","0_0_0","disk|0_0_0|array|APM00125186274","{disk}","disk","Disk","6069","dev42vnx5100","Array (VNX)","array|APM00125186274","6098","Concrete storage pool 0000 for APM00125186274 storage system",512,,"","","","",False,"Hitachi","HUC10606 CLAR600","","","","-1","PPJR1JRB","","C330","sas",True,549.691,,498.808,"",600,536.808,"","","ok",2021-06-07 17:51:30.163,2021-11-12 11:01:12.486,2021-07-27 15:01:25.416
"6103","6103","0_0_3","disk|0_0_3|array|APM00125186274","{disk}","disk","Disk","6069","dev42vnx5100","Array (VNX)","array|APM00125186274","6098","Concrete storage pool 0000 for APM00125186274 storage system",512,,"","","","",False,"Hitachi","HUC10606 CLAR600","","","","-1","PPJPYHJB","","C330","sas",True,549.691,,498.808,"",600,536.808,"","","ok",2021-06-07 17:51:30.190,2021-11-12 11:01:12.513,2021-07-27 15:01:25.453
"6105","6105","0_0_8","disk|0_0_8|array|APM00125186274","{disk}","disk","Disk","6069","dev42vnx5100","Array (VNX)","array|APM00125186274","6099","Concrete storage pool 0001 for APM00125186274 storage system",512,,"","","","",False,"Hitachi","HUSSL402 CLAR200","","","","-1","XQV8KD2A","","C188","ssd",False,187.847,,158.444,"",200,183.444,"","","ok",2021-06-07 17:51:30.206,2021-11-12 11:01:12.533,2021-07-27 15:01:25.476
"2344","2344","c1t7d0","disk|07000000000000000001|node|VMware-56-4d-d6-f6-25-4f-83-3e-25-5f-0f-2a-02-c4-53-22|array|Oraclezfs","{disk}","disk","Disk","2317","Oraclezfs","Array (ZFS)","array|Oraclezfs","","",,,"","","","",False,"VMware","Virtual","","","","","07000000000000000001","","00000001","",,5,,,"",5,,"","","ok",2021-02-11 21:04:05.386,2021-11-07 21:02:12.143,2021-04-05 19:02:40.143
"2347","2347","c1t8d0","disk|08000000000000000001|node|VMware-56-4d-d6-f6-25-4f-83-3e-25-5f-0f-2a-02-c4-53-22|array|Oraclezfs","{disk}","disk","Disk","2317","Oraclezfs","Array (ZFS)","array|Oraclezfs","","",,,"","","","",False,"VMware","Virtual","","","","","08000000000000000001","","00000001","",,5,,,"",5,,"","","ok",2021-02-11 21:04:05.393,2021-11-07 21:02:12.150,2021-04-05 19:02:40.153
"2350","2350","c1t9d0","disk|09000000000000000001|node|VMware-56-4d-d6-f6-25-4f-83-3e-25-5f-0f-2a-02-c4-53-22|array|Oraclezfs","{disk}","disk","Disk","2317","Oraclezfs","Array (ZFS)","array|Oraclezfs","","",,,"","","","",False,"VMware","Virtual","","","","","09000000000000000001","","00000001","",,5,,,"",5,,"","","ok",2021-02-11 21:04:05.396,2021-11-07 21:02:12.160,2021-04-05 19:02:40.160
"2353","2353","c1t10d0","disk|0A000000000000000001|node|VMware-56-4d-d6-f6-25-4f-83-3e-25-5f-0f-2a-02-c4-53-22|array|Oraclezfs","{disk}","disk","Disk","2317","Oraclezfs","Array (ZFS)","array|Oraclezfs","","",,,"","","","",False,"VMware","Virtual","","","","","0A000000000000000001","","00000001","",,5,,,"",5,,"","","ok",2021-02-11 21:04:05.403,2021-11-07 21:02:12.170,2021-04-05 19:02:40.170
"2443","2443","3:3:0","disk|200000030BA48A9B-id-75|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2478","all-NL",,,"","","","",False,"SEAGATE","SMEG2000S5xnN7.2","","","","7200","bb030300","","","nl",,1805,1805,0,"",2000,,"","","degraded",2021-02-11 21:04:05.803,2021-11-11 20:16:12.773,2021-07-27 15:01:25.886
"2443","2443","3:3:0","disk|200000030BA48A9B-id-75|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2478","all-NL",,,"","","","",False,"SEAGATE","SMEG2000S5xnN7.2","","","","7200","bb030300","","","nl",,1805,1805,0,"",2000,,"","","degraded",2021-02-11 21:04:05.803,2021-11-11 20:16:12.773,2021-07-27 15:01:25.886
"2444","2444","3:4:0","disk|200000030BA48B9B-id-76|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2478","all-NL",,,"","","","",False,"SEAGATE","SMEG2000S5xnN7.2","","","","7200","bb030400","","","nl",,1805,1805,0,"",2000,,"","","degraded",2021-02-11 21:04:05.810,2021-11-11 20:16:12.783,2021-07-27 15:01:25.900
"2444","2444","3:4:0","disk|200000030BA48B9B-id-76|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2478","all-NL",,,"","","","",False,"SEAGATE","SMEG2000S5xnN7.2","","","","7200","bb030400","","","nl",,1805,1805,0,"",2000,,"","","degraded",2021-02-11 21:04:05.810,2021-11-11 20:16:12.783,2021-07-27 15:01:25.900
"2449","2449","3:9:0","disk|200000030BA4909B-id-81|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2478","all-NL",,,"","","","",False,"SEAGATE","SMEG2000S5xnN7.2","","","","7200","bb030900","","","nl",,1805,1805,0,"",2000,,"","","degraded",2021-02-11 21:04:05.836,2021-11-11 20:16:12.826,2021-07-27 15:01:25.963
"2449","2449","3:9:0","disk|200000030BA4909B-id-81|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2478","all-NL",,,"","","","",False,"SEAGATE","SMEG2000S5xnN7.2","","","","7200","bb030900","","","nl",,1805,1805,0,"",2000,,"","","degraded",2021-02-11 21:04:05.836,2021-11-11 20:16:12.826,2021-07-27 15:01:25.963
"2442","2442","3:2:0","disk|200000030BA4899B-id-74|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2478","all-NL",,,"","","","",False,"SEAGATE","SMEG2000S5xnN7.2","","","","7200","bb030200","","","nl",,1805,1805,0,"",2000,,"","","degraded",2021-02-11 21:04:05.796,2021-11-11 20:16:12.763,2021-07-27 15:01:25.876
"2442","2442","3:2:0","disk|200000030BA4899B-id-74|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2478","all-NL",,,"","","","",False,"SEAGATE","SMEG2000S5xnN7.2","","","","7200","bb030200","","","nl",,1805,1805,0,"",2000,,"","","degraded",2021-02-11 21:04:05.796,2021-11-11 20:16:12.763,2021-07-27 15:01:25.876
"2450","2450","3:10:0","disk|200000030BA4919B-id-82|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2478","all-NL",,,"","","","",False,"SEAGATE","SMEG2000S5xnN7.2","","","","7200","bb030a00","","","nl",,1805,1805,0,"",2000,,"","","degraded",2021-02-11 21:04:05.843,2021-11-11 20:16:12.836,2021-07-27 15:01:25.976
"2450","2450","3:10:0","disk|200000030BA4919B-id-82|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2478","all-NL",,,"","","","",False,"SEAGATE","SMEG2000S5xnN7.2","","","","7200","bb030a00","","","nl",,1805,1805,0,"",2000,,"","","degraded",2021-02-11 21:04:05.843,2021-11-11 20:16:12.836,2021-07-27 15:01:25.976
"2445","2445","3:5:0","disk|200000030BA48C9B-id-77|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2478","all-NL",,,"","","","",False,"SEAGATE","SMEG2000S5xnN7.2","","","","7200","bb030500","","","nl",,1805,1805,0,"",2000,,"","","degraded",2021-02-11 21:04:05.816,2021-11-11 20:16:12.790,2021-07-27 15:01:25.913
"2445","2445","3:5:0","disk|200000030BA48C9B-id-77|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2478","all-NL",,,"","","","",False,"SEAGATE","SMEG2000S5xnN7.2","","","","7200","bb030500","","","nl",,1805,1805,0,"",2000,,"","","degraded",2021-02-11 21:04:05.816,2021-11-11 20:16:12.790,2021-07-27 15:01:25.913
"2448","2448","3:8:0","disk|200000030BA48F9B-id-80|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2478","all-NL",,,"","","","",False,"SEAGATE","SMEG2000S5xnN7.2","","","","7200","bb030800","","","nl",,1805,1805,0,"",2000,,"","","degraded",2021-02-11 21:04:05.830,2021-11-11 20:16:12.820,2021-07-27 15:01:25.950
"2448","2448","3:8:0","disk|200000030BA48F9B-id-80|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2478","all-NL",,,"","","","",False,"SEAGATE","SMEG2000S5xnN7.2","","","","7200","bb030800","","","nl",,1805,1805,0,"",2000,,"","","degraded",2021-02-11 21:04:05.830,2021-11-11 20:16:12.820,2021-07-27 15:01:25.950
"2440","2440","3:0:0","disk|200000030BA4879B-id-72|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2478","all-NL",,,"","","","",False,"SEAGATE","SMEG2000S5xnN7.2","","","","7200","bb030000","","","nl",,1805,1805,0,"",2000,,"","","degraded",2021-02-11 21:04:05.786,2021-11-11 20:16:12.746,2021-07-27 15:01:25.853
"2440","2440","3:0:0","disk|200000030BA4879B-id-72|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2478","all-NL",,,"","","","",False,"SEAGATE","SMEG2000S5xnN7.2","","","","7200","bb030000","","","nl",,1805,1805,0,"",2000,,"","","degraded",2021-02-11 21:04:05.786,2021-11-11 20:16:12.746,2021-07-27 15:01:25.853
"2441","2441","3:1:0","disk|200000030BA4889B-id-73|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2478","all-NL",,,"","","","",False,"SEAGATE","SMEG2000S5xnN7.2","","","","7200","bb030100","","","nl",,1805,1805,0,"",2000,,"","","degraded",2021-02-11 21:04:05.793,2021-11-11 20:16:12.756,2021-07-27 15:01:25.866
"2441","2441","3:1:0","disk|200000030BA4889B-id-73|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2478","all-NL",,,"","","","",False,"SEAGATE","SMEG2000S5xnN7.2","","","","7200","bb030100","","","nl",,1805,1805,0,"",2000,,"","","degraded",2021-02-11 21:04:05.793,2021-11-11 20:16:12.756,2021-07-27 15:01:25.866
"2451","2451","3:11:0","disk|200000030BA4929B-id-83|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2478","all-NL",,,"","","","",False,"SEAGATE","SMEG2000S5xnN7.2","","","","7200","bb030b00","","","nl",,1805,1805,0,"",2000,,"","","degraded",2021-02-11 21:04:05.846,2021-11-11 20:16:12.846,2021-07-27 15:01:25.986
"2451","2451","3:11:0","disk|200000030BA4929B-id-83|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2478","all-NL",,,"","","","",False,"SEAGATE","SMEG2000S5xnN7.2","","","","7200","bb030b00","","","nl",,1805,1805,0,"",2000,,"","","degraded",2021-02-11 21:04:05.846,2021-11-11 20:16:12.846,2021-07-27 15:01:25.986
"2446","2446","3:6:0","disk|200000030BA48D9B-id-78|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2478","all-NL",,,"","","","",False,"SEAGATE","SMEG2000S5xnN7.2","","","","7200","bb030600","","","nl",,1805,1805,0,"",2000,,"","","degraded",2021-02-11 21:04:05.820,2021-11-11 20:16:12.800,2021-07-27 15:01:25.926
"2446","2446","3:6:0","disk|200000030BA48D9B-id-78|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2478","all-NL",,,"","","","",False,"SEAGATE","SMEG2000S5xnN7.2","","","","7200","bb030600","","","nl",,1805,1805,0,"",2000,,"","","degraded",2021-02-11 21:04:05.820,2021-11-11 20:16:12.800,2021-07-27 15:01:25.926
"2447","2447","3:7:0","disk|200000030BA48E9B-id-79|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2478","all-NL",,,"","","","",False,"SEAGATE","SMEG2000S5xnN7.2","","","","7200","bb030700","","","nl",,1805,1805,0,"",2000,,"","","degraded",2021-02-11 21:04:05.826,2021-11-11 20:16:12.810,2021-07-27 15:01:25.940
"2447","2447","3:7:0","disk|200000030BA48E9B-id-79|array|2FF70002AC01855E","{disk}","disk","Disk","2319","Device42_3Par_Sim","Array (HP3PAR)","array|2FF70002AC01855E","2478","all-NL",,,"","","","",False,"SEAGATE","SMEG2000S5xnN7.2","","","","7200","bb030700","","","nl",,1805,1805,0,"",2000,,"","","degraded",2021-02-11 21:04:05.826,2021-11-11 20:16:12.810,2021-07-27 15:01:25.940
"6141","6141","da4","disk|4|node|2|array|0007430adbc0bda7ce5fc816b9df16b7bcb0","{disk}","disk","Disk","6108","wbd42isilon1","Array (ISILON)","array|0007430adbc0bda7ce5fc816b9df16b7bcb0","","",512,,"","","","",,"Hitachi","HUA722010CLA330","","","","","JPW9K0N13LPDJL","","JP4OA3PA","sata",,931.513,,,"",1000,,"","","healthy",2021-06-07 18:25:08.830,2021-11-11 23:01:12.590,2021-07-27 15:01:29.836
"6142","6142","da3","disk|3|node|2|array|0007430adbc0bda7ce5fc816b9df16b7bcb0","{disk}","disk","Disk","6108","wbd42isilon1","Array (ISILON)","array|0007430adbc0bda7ce5fc816b9df16b7bcb0","","",512,,"","","","",,"Hitachi","HUA722010CLA330","","","","","JPW9K0N02UKN5L","","JP4OA3PA","sata",,931.513,,,"",1000,,"","","healthy",2021-06-07 18:25:08.836,2021-11-11 23:01:12.600,2021-07-27 15:01:29.850
"6635","6635","9 A","disk|2c6fcdbccae2100adb0001000000000a0000000900|array|096fcdbccae2100adb000000000000000000000001","{disk}","disk","Disk","6626","AF1000","Array (NIMBLE)","array|096fcdbccae2100adb000000000000000000000001","","",,,"","","","",False,"Nimble","SAMSUNG MZ7LM240HMHQ-00005","","","","","S2TWNX0J904669","","GXT5204Q","ssd",,223.571,223.571,0,"",240,,"","","online",2021-09-11 00:01:07.060,2021-11-12 01:01:12.153,2021-09-11 00:01:07.053
"6644","6644","18 A","disk|2c6fcdbccae2100adb0001000000000a0000001200|array|096fcdbccae2100adb000000000000000000000001","{disk}","disk","Disk","6626","AF1000","Array (NIMBLE)","array|096fcdbccae2100adb000000000000000000000001","","",,,"","","","",False,"Nimble","SAMSUNG MZ7LM240HMHQ-00005","","","","","S2TWNX0HB04568","","GXT5104Q","ssd",,223.571,223.571,0,"",240,,"","","online",2021-09-11 00:01:07.136,2021-11-12 01:01:12.226,2021-09-11 00:01:07.133
"2522","2522","da17","disk|4|node|2|array|000c29c7bf33cd753d5f461e3eff5fb4a8c3","{disk}","disk","Disk","2490","d42dev","Array (ISILON)","array|000c29c7bf33cd753d5f461e3eff5fb4a8c3","","",512,,"","","","",,"VMware","Virtual","","","","","","","1.0","sas",,5,,,"",5,,"","","healthy",2021-02-12 21:00:05.443,2021-11-11 23:01:12.473,2021-08-24 14:47:11.553
"2532","2532","da7","disk|2|node|2|array|000c29c7bf33cd753d5f461e3eff5fb4a8c3","{disk}","disk","Disk","2490","d42dev","Array (ISILON)","array|000c29c7bf33cd753d5f461e3eff5fb4a8c3","","",512,,"","","","",,"VMware","Virtual","","","","","","","1.0","sas",,5,,,"",5,,"","","healthy",2021-02-12 21:00:05.496,2021-11-11 23:01:12.563,2021-08-24 14:47:11.680
"6640","6640","14 A","disk|2c6fcdbccae2100adb0001000000000a0000000e00|array|096fcdbccae2100adb000000000000000000000001","{disk}","disk","Disk","6626","AF1000","Array (NIMBLE)","array|096fcdbccae2100adb000000000000000000000001","","",,,"","","","",False,"Nimble","SAMSUNG MZ7LM240HMHQ-00005","","","","","S2TWNX0HB01894","","GXT5104Q","ssd",,223.571,223.571,0,"",240,,"","","online",2021-09-11 00:01:07.103,2021-11-12 01:01:12.193,2021-09-11 00:01:07.100
"6119","6119","da2","disk|2|node|1|array|0007430adbc0bda7ce5fc816b9df16b7bcb0","{disk}","disk","Disk","6108","wbd42isilon1","Array (ISILON)","array|0007430adbc0bda7ce5fc816b9df16b7bcb0","","",512,,"","","","",,"Hitachi","HUA722010CLA330","","","","","JPW9J0N02RHW8V","","JP4OA3PA","sata",,931.513,,,"",1000,,"","","healthy",2021-06-07 18:25:08.456,2021-11-11 23:01:12.206,2021-07-27 15:01:29.366
"6646","6646","20 A","disk|2c6fcdbccae2100adb0001000000000a0000001400|array|096fcdbccae2100adb000000000000000000000001","{disk}","disk","Disk","6626","AF1000","Array (NIMBLE)","array|096fcdbccae2100adb000000000000000000000001","","",,,"","","","",False,"Nimble","SAMSUNG MZ7LM240HMHQ-00005","","","","","S2TWNX0HB05289","","GXT5104Q","ssd",,223.571,223.571,0,"",240,,"","","online",2021-09-11 00:01:07.156,2021-11-12 01:01:12.243,2021-09-11 00:01:07.153
"2499","2499","da14","disk|11|node|1|array|000c29c7bf33cd753d5f461e3eff5fb4a8c3","{disk}","disk","Disk","2490","d42dev","Array (ISILON)","array|000c29c7bf33cd753d5f461e3eff5fb4a8c3","","",512,,"","","","",,"VMware","Virtual","","","","","","","1.0","sas",,5,,,"",5,,"","","healthy",2021-02-12 21:00:05.323,2021-11-11 23:01:12.190,2021-08-24 14:47:11.166
"6647","6647","21 A","disk|2c6fcdbccae2100adb0001000000000a0000001500|array|096fcdbccae2100adb000000000000000000000001","{disk}","disk","Disk","6626","AF1000","Array (NIMBLE)","array|096fcdbccae2100adb000000000000000000000001","","",,,"","","","",False,"Nimble","SAMSUNG MZ7LM240HMHQ-00005","","","","","S2TWNX0J305119","","GXT5204Q","ssd",,223.571,223.571,0,"",240,,"","","online",2021-09-11 00:01:07.163,2021-11-12 01:01:12.250,2021-09-11 00:01:07.160
"6648","6648","22 A","disk|2c6fcdbccae2100adb0001000000000a0000001600|array|096fcdbccae2100adb000000000000000000000001","{disk}","disk","Disk","6626","AF1000","Array (NIMBLE)","array|096fcdbccae2100adb000000000000000000000001","","",,,"","","","",False,"Nimble","SAMSUNG MZ7LM240HMHQ-00005","","","","","S2TWNX0HA02504","","GXT5104Q","ssd",,223.571,223.571,0,"",240,,"","","online",2021-09-11 00:01:07.173,2021-11-12 01:01:12.260,2021-09-11 00:01:07.170
"6120","6120","da1","disk|1|node|1|array|0007430adbc0bda7ce5fc816b9df16b7bcb0","{disk}","disk","Disk","6108","wbd42isilon1","Array (ISILON)","array|0007430adbc0bda7ce5fc816b9df16b7bcb0","","",512,,"","","","",,"Hitachi","HUA722010CLA330","","","","","JPW9K0N02TPRLL","","JP4OA3PA","sata",,931.513,,,"",1000,,"","","healthy",2021-06-07 18:25:08.466,2021-11-11 23:01:12.216,2021-07-27 15:01:29.380
"6135","6135","da10","disk|10|node|2|array|0007430adbc0bda7ce5fc816b9df16b7bcb0","{disk}","disk","Disk","6108","wbd42isilon1","Array (ISILON)","array|0007430adbc0bda7ce5fc816b9df16b7bcb0","","",512,,"","","","",,"Hitachi","HUA722010CLA330","","","","","JPW9K0N10EDWYL","","JP4OA3PA","sata",,931.513,,,"",1000,,"","","healthy",2021-06-07 18:25:08.776,2021-11-11 23:01:12.536,2021-07-27 15:01:29.763
"6121","6121","da12","disk|11|node|1|array|0007430adbc0bda7ce5fc816b9df16b7bcb0","{disk}","disk","Disk","6108","wbd42isilon1","Array (ISILON)","array|0007430adbc0bda7ce5fc816b9df16b7bcb0","","",512,,"","","","",,"Hitachi","HUA722010CLA330","","","","","JPW9K0N02PG5UL","","JP4OA3PA","sata",,931.513,,,"",1000,,"","","healthy",2021-06-07 18:25:08.473,2021-11-11 23:01:12.226,2021-07-27 15:01:29.393
"6157","6157","da10","disk|11|node|3|array|0007430adbc0bda7ce5fc816b9df16b7bcb0","{disk}","disk","Disk","6108","wbd42isilon1","Array (ISILON)","array|0007430adbc0bda7ce5fc816b9df16b7bcb0","","",512,,"","","","",,"Hitachi","HUA722010CLA330","","","","","JPW9K0N13LV32L","","JP4OA3PA","sata",,931.513,,,"",1000,,"","","healthy",2021-06-07 18:25:09.123,2021-11-11 23:01:12.933,2021-07-27 15:01:30.246
"6158","6158","da9","disk|10|node|3|array|0007430adbc0bda7ce5fc816b9df16b7bcb0","{disk}","disk","Disk","6108","wbd42isilon1","Array (ISILON)","array|0007430adbc0bda7ce5fc816b9df16b7bcb0","","",512,,"","","","",,"Hitachi","HUA722010CLA330","","","","","JPW9K0N02V46GL","","JP4OA3PA","sata",,931.513,,,"",1000,,"","","healthy",2021-06-07 18:25:09.130,2021-11-11 23:01:12.943,2021-07-27 15:01:30.260
"6137","6137","da8","disk|8|node|2|array|0007430adbc0bda7ce5fc816b9df16b7bcb0","{disk}","disk","Disk","6108","wbd42isilon1","Array (ISILON)","array|0007430adbc0bda7ce5fc816b9df16b7bcb0","","",512,,"","","","",,"Hitachi","HUA722010CLA330","","","","","JPW9K0N13LR3KL","","JP4OA3PA","sata",,931.513,,,"",1000,,"","","healthy",2021-06-07 18:25:08.793,2021-11-11 23:01:12.553,2021-07-27 15:01:29.786
"2496","2496","da17","disk|4|node|1|array|000c29c7bf33cd753d5f461e3eff5fb4a8c3","{disk}","disk","Disk","2490","d42dev","Array (ISILON)","array|000c29c7bf33cd753d5f461e3eff5fb4a8c3","","",512,,"","","","",,"VMware","Virtual","","","","","","","1.0","sas",,5,,,"",5,,"","","healthy",2021-02-12 21:00:05.303,2021-11-11 23:01:12.163,2021-08-24 14:47:11.130
"2503","2503","da10","disk|14|node|1|array|000c29c7bf33cd753d5f461e3eff5fb4a8c3","{disk}","disk","Disk","2490","d42dev","Array (ISILON)","array|000c29c7bf33cd753d5f461e3eff5fb4a8c3","","",512,,"","","","",,"VMware","Virtual","","","","","","","1.0","sas",,5,,,"",5,,"","","healthy",2021-02-12 21:00:05.346,2021-11-11 23:01:12.226,2021-08-24 14:47:11.216
"2538","2538","da1","disk|1|node|2|array|000c29c7bf33cd753d5f461e3eff5fb4a8c3","{disk}","disk","Disk","2490","d42dev","Array (ISILON)","array|000c29c7bf33cd753d5f461e3eff5fb4a8c3","","",512,,"","","","",,"VMware","Virtual","","","","","","","1.0","sas",,0.5,,,"",0.5,,"","","healthy",2021-02-12 21:00:05.526,2021-11-11 23:01:12.620,2021-08-24 14:47:11.753
"6630","6630","4 A","disk|2c6fcdbccae2100adb0001000000000a0000000400|array|096fcdbccae2100adb000000000000000000000001","{disk}","disk","Disk","6626","AF1000","Array (NIMBLE)","array|096fcdbccae2100adb000000000000000000000001","","",,,"","","","",False,"Nimble","SAMSUNG MZ7LM240HMHQ-00005","","","","","S2TWNX0HA01795","","GXT5104Q","ssd",,223.571,223.571,0,"",240,,"","","online",2021-09-11 00:01:07.010,2021-11-12 01:01:12.110,2021-09-11 00:01:07.006
"6649","6649","23 A","disk|2c6fcdbccae2100adb0001000000000a0000001700|array|096fcdbccae2100adb000000000000000000000001","{disk}","disk","Disk","6626","AF1000","Array (NIMBLE)","array|096fcdbccae2100adb000000000000000000000001","","",,,"","","","",False,"Nimble","SAMSUNG MZ7LM240HMHQ-00005","","","","","S2TWNX0J202947","","GXT5204Q","ssd",,223.571,223.571,0,"",240,,"","","online",2021-09-11 00:01:07.183,2021-11-12 01:01:12.266,2021-09-11 00:01:07.176
"6113","6113","da8","disk|8|node|1|array|0007430adbc0bda7ce5fc816b9df16b7bcb0","{disk}","disk","Disk","6108","wbd42isilon1","Array (ISILON)","array|0007430adbc0bda7ce5fc816b9df16b7bcb0","","",512,,"","","","",,"","ST1000NM0033-9ZM173","","","","","Z1W3W9VD","","EN09","sata",,931.513,,,"",1000,,"","","healthy",2021-06-07 18:25:08.403,2021-11-11 23:01:12.153,2021-07-27 15:01:29.293
"6134","6134","da11","disk|11|node|2|array|0007430adbc0bda7ce5fc816b9df16b7bcb0","{disk}","disk","Disk","6108","wbd42isilon1","Array (ISILON)","array|0007430adbc0bda7ce5fc816b9df16b7bcb0","","",512,,"","","","",,"Hitachi","HUA722010CLA330","","","","","JPW9K0N10JNR0L","","JP4OA3PA","sata",,931.513,,,"",1000,,"","","healthy",2021-06-07 18:25:08.766,2021-11-11 23:01:12.526,2021-07-27 15:01:29.750
"6143","6143","da2","disk|2|node|2|array|0007430adbc0bda7ce5fc816b9df16b7bcb0","{disk}","disk","Disk","6108","wbd42isilon1","Array (ISILON)","array|0007430adbc0bda7ce5fc816b9df16b7bcb0","","",512,,"","","","",,"Hitachi","HUA722010CLA330","","","","","JPW9K0N13LPE6L","","JP4OA3PA","sata",,931.513,,,"",1000,,"","","healthy",2021-06-07 18:25:08.846,2021-11-11 23:01:12.610,2021-07-27 15:01:29.863
"6117","6117","da4","disk|4|node|1|array|0007430adbc0bda7ce5fc816b9df16b7bcb0","{disk}","disk","Disk","6108","wbd42isilon1","Array (ISILON)","array|0007430adbc0bda7ce5fc816b9df16b7bcb0","","",512,,"","","","",,"Hitachi","HUA722010CLA330","","","","","JPW9K0N02TTWRL","","JP4OA3PA","sata",,931.513,,,"",1000,,"","","healthy",2021-06-07 18:25:08.440,2021-11-11 23:01:12.190,2021-07-27 15:01:29.340
"6118","6118","da3","disk|3|node|1|array|0007430adbc0bda7ce5fc816b9df16b7bcb0","{disk}","disk","Disk","6108","wbd42isilon1","Array (ISILON)","array|0007430adbc0bda7ce5fc816b9df16b7bcb0","","",512,,"","","","",,"Hitachi","HUA722010CLA330","","","","","JPW9K0N02TWBZL","","JP4OA3PA","sata",,931.513,,,"",1000,,"","","healthy",2021-06-07 18:25:08.450,2021-11-11 23:01:12.200,2021-07-27 15:01:29.353
"6112","6112","da9","disk|9|node|1|array|0007430adbc0bda7ce5fc816b9df16b7bcb0","{disk}","disk","Disk","6108","wbd42isilon1","Array (ISILON)","array|0007430adbc0bda7ce5fc816b9df16b7bcb0","","",512,,"","","","",,"Hitachi","HUA722010CLA330","","","","","JPW9K0N02TX1EL","","JP4OA3PA","sata",,931.513,,,"",1000,,"","","healthy",2021-06-07 18:25:08.393,2021-11-11 23:01:12.143,2021-07-27 15:01:29.280
"6138","6138","da7","disk|7|node|2|array|0007430adbc0bda7ce5fc816b9df16b7bcb0","{disk}","disk","Disk","6108","wbd42isilon1","Array (ISILON)","array|0007430adbc0bda7ce5fc816b9df16b7bcb0","","",512,,"","","","",,"Hitachi","HUA722010CLA330","","","","","JPW9K0N02TPRTL","","JP4OA3PA","sata",,931.513,,,"",1000,,"","","healthy",2021-06-07 18:25:08.803,2021-11-11 23:01:12.563,2021-07-27 15:01:29.796
