Payment_ID,Facility_ID,Payment,Lower_Estimate,Higher_Estimate,Payment_Category,Value_Of_Care_Category
233,"340145",17606.3333,16313,18953,"-0.666667","0"
320,"240213",17745,16274.3333,19321.3333,"-0.666667","0"
362,"340003",17014,15724.6667,18387,"-0.666667","0"
389,"161375",16987.6667,15130.3333,19002,"-0.666667","0"
400,"150057",17928.6667,16468.3333,19511.6667,"-0.666667","0"
526,"230015",16660.6667,14857.3333,18584.6667,"-0.666667","0"
539,"230133",16035,14703.6667,17507.6667,"-0.666667","0"
598,"240018",16677.6667,14921,18550.3333,"-0.666667","0"
616,"231327",17182.6667,15157.3333,19321,"-0.666667","0"
766,"240104",17178,15546,18822,"-0.666667","0"
841,"161360",16964,15104.6667,19030.3333,"-0.666667","0"
851,"170145",18290.3333,16390.3333,20344,"-0.666667","0"
881,"041323",17789.3333,15642.3333,20097.3333,"-0.666667","0"
928,"160005",16131.6667,14676,17634.3333,"-0.666667","0"
1036,"110225",17043.3333,15821.6667,18344.3333,"-0.666667","0"
1079,"230003",17328.3333,15473.3333,19264.6667,"-0.666667","0"
1126,"341326",17274,15865.3333,18798.3333,"-0.666667","0"
1311,"141339",17769.3333,15989.6667,19754.3333,"-0.666667","0"
1318,"330238",16598,14920.6667,18415.6667,"-0.666667","0"
1400,"050352",16955.3333,15369,18650,"-0.666667","0"
1471,"330285",19198.3333,17873.6667,20682.6667,"-0.666667","0"
1542,"240075",16723.3333,15406,18087.6667,"-0.666667","0"
1580,"351336",16744.3333,15094,18506.6667,"-0.666667","0"
1586,"051310",17281.6667,15753,18915.3333,"-0.666667","0"
1594,"190201",17574.3333,15341,20038,"-0.666667","0"
1631,"161379",16810.3333,15098,18618,"-0.666667","0"
1648,"160122",17965.3333,16139.6667,19839.3333,"-0.666667","0"
1657,"050234",17015.3333,15418,18749.3333,"-0.666667","0"
1668,"341327",16669.6667,14968.6667,18451.3333,"-0.666667","0"
1723,"170017",17252.3333,15446.3333,19133,"-0.666667","0"
1752,"230022",17993.3333,16368,19720.6667,"-0.666667","0"
1785,"230239",16977,15469.3333,18581.3333,"-0.666667","0"
1853,"141319",16974.6667,15237,18839.3333,"-0.666667","0"
2020,"111329",17035,15374.6667,18858,"-0.666667","0"
2035,"290049",16933.3333,15623.6667,18312,"-0.666667","0"
2248,"051318",16568.3333,14676.3333,18578,"-0.666667","0"
2384,"050055",17288.3333,15868.3333,18757.3333,"-0.666667","0"
2625,"230259",17796.3333,16472.6667,19146.3333,"-0.666667","0"
2716,"501337",17419.3333,15879.3333,19047.3333,"-0.666667","0"
2781,"521337",17414.3333,15624,19322.6667,"-0.666667","0"
2812,"511316",18003.6667,16149.6667,19982.3333,"-0.666667","0"
3035,"471303",16823.6667,15313,18448,"-0.666667","0"
3036,"521340",16939.3333,15069.6667,18889.6667,"-0.666667","0"
3050,"521338",16869,15063.6667,18888,"-0.666667","0"
3114,"360348",16816.3333,15469.6667,18268.6667,"-0.666667","0"
3148,"471305",16141.6667,14770,17615.3333,"-0.666667","0"
3153,"670068",18418.3333,17098,19893.6667,"-0.666667","0"
3314,"381312",17133.3333,15177,19335.6667,"-0.666667","0"
3384,"381317",17289.3333,15492.3333,19253.6667,"-0.666667","0"
3408,"510012",16666.3333,14994.3333,18535.3333,"-0.666667","0"
3424,"520116",16969,15541,18468.3333,"-0.666667","0"
3433,"521358",16419.3333,14692.6667,18195.3333,"-0.666667","0"
3532,"521348",16249.3333,14576.6667,18043.3333,"-0.666667","0"
3561,"430012",18190,16843.3333,19610,"-0.666667","0"
3578,"531312",16517.3333,15032.6667,18119.3333,"-0.666667","0"
3733,"420033",16959.3333,15364.6667,18666,"-0.666667","0"
3744,"520011",16535.3333,15052.3333,18076.6667,"-0.666667","0"
3783,"380052",17123.6667,15380.6667,19016.6667,"-0.666667","0"
3816,"530015",16365.6667,14875.6667,17978.6667,"-0.666667","0"
3843,"470011",17579,16117,19115,"-0.666667","0"
3900,"500033",17365,15939.3333,18882.6667,"-0.666667","0"
6,"140082",23510.5,21425,25796.5,"0.75","0"
16,"150084",22603.75,21219.25,24054.75,"0.75","0"
22,"290022",24770.75,22503,27364.75,"0.75","0"
23,"330005",19769.5,18821.75,20751.5,"-0.75","0"
45,"050735",25748.6667,22910.6667,28794.3333,"0.666667","0"
113,"220080",23159.5,21694.75,24682.25,"0.75","0"
119,"050588",22078,19752.6667,24627.6667,"0.666667","0"
212,"120014",18348.25,16470.25,20380.75,"-0.75","0"
229,"161376",20291.6667,18193,22578,"0.666667","0"
248,"340155",18817,17683.5,20034.75,"-0.75","0"
270,"230092",19298,18364.5,20278.5,"-0.75","0"
273,"330250",19088.5,17964.25,20277.25,"-0.75","0"
366,"020012",18544.25,16791.75,20429.75,"-0.75","0"
394,"300018",19694.25,18341.75,21142.5,"-0.75","0"
450,"320021",19355.5,18449,20284.5,"-0.75","0"
460,"290019",19413.5,18385.25,20473.75,"-0.75","0"
462,"340151",18892,17239.25,20658.25,"-0.75","0"
548,"100040",22398.75,21090.75,23827.5,"0.75","0"
585,"020017",18449.5,17023,19988.25,"-0.75","0"
652,"050039",20302,19364.75,21265,"-0.75","0"
670,"330203",19355.25,18176,20580.25,"-0.75","0"
690,"100275",23094.25,21194.5,25175.75,"0.75","0"
699,"210023",19546.75,18683.75,20455.5,"-0.75","0"
713,"330140",19616.5,18761,20520.75,"-0.75","0"
717,"100258",22603.5,21345.5,23903,"0.75","0"
719,"110005",19532,18448,20671.25,"-0.75","0"
720,"110029",19817,19032.25,20634.75,"-0.75","0"
754,"190017",23714.5,21691.75,25966.5,"0.75","0"
772,"010131",19242.5,17990.25,20568.75,"-0.75","0"
784,"040137",22838,20321.3333,25679.3333,"0.666667","0"
818,"340008",19200.75,17602,20966,"-0.75","0"
845,"330222",18488.75,17219.25,19851.75,"-0.75","0"
921,"310054",23316,21706.5,25050.75,"0.75","0"
978,"100189",22632.3333,20741.6667,24721.6667,"0.666667","0"
980,"130006",18766,17794,19776.75,"-0.75","0"
987,"330332",22932,21081,24983.6667,"0.666667","0"
993,"100224",23788.25,21598.75,26209.25,"0.75","0"
1008,"140208",22193.5,21098.25,23353,"0.75","0"
1014,"310076",22725,21337.5,24164.75,"0.75","0"
1027,"290045",23100.5,21846.5,24415,"0.75","0"
1112,"050309",19320.25,18307.75,20356.75,"-0.75","0"
1123,"310019",23153,21932.5,24421,"0.75","0"
1157,"220012",22573.5,21543.5,23646.75,"0.75","0"
1167,"360086",23370,21595.6667,25344.6667,"0.666667","0"
1171,"050191",22850.6667,20472.3333,25427.6667,"0.666667","0"
1185,"260001",22699.3333,21119,24402,"0.666667","0"
1230,"050517",21960.3333,19477.6667,24593,"0.666667","0"
1254,"310115",24037.25,21920.25,26372.25,"0.75","0"
1271,"290041",23248.75,21612.25,24986,"0.75","0"
1323,"050746",24450,21630,27594.3333,"0.666667","0"
1379,"310003",22005,20281,23899,"0.666667","0"
1409,"330331",22262.5,20670.5,24027.75,"0.75","0"
1454,"010040",23245,21711,24881.5,"0.75","0"
1483,"100187",24913.75,22721.5,27247,"0.75","0"
1498,"340131",19739.5,18724.25,20812.5,"-0.75","0"
1536,"150004",22618,20503.3333,24942,"0.666667","0"
1541,"230097",19066.75,18274.75,19909.75,"-0.75","0"
1565,"050335",18935.25,17411,20580.25,"-0.75","0"
1585,"050516",19725.75,18521,21005.25,"-0.75","0"
1636,"310006",24093.6667,22100.3333,26321.3333,"0.666667","0"
1639,"340091",19044,18274.5,19863,"-0.75","0"
1686,"140135",20138.75,18943.25,21445.25,"-0.75","0"
1717,"350015",19195,17864.25,20609.75,"-0.75","0"
1756,"310083",23647.3333,21235.3333,26330,"0.666667","0"
1806,"040020",22974.75,21564,24579.5,"0.75","0"
1899,"090003",24229,21644.6667,27122.3333,"0.666667","0"
1905,"330307",19259.5,17837.5,20753.25,"-0.75","0"
1941,"310045",23173,21842.25,24626.25,"0.75","0"
1995,"230104",23124,21242,25104.75,"0.75","0"
2016,"050226",25217.75,22781.5,28016.25,"0.75","0"
2057,"360172",23670.75,21865.5,25575.25,"0.75","0"
2066,"100209",24277.75,22019.5,26663.25,"0.75","0"
2067,"100223",22225,20836.5,23695.75,"0.75","0"
2101,"340014",19377.5,18510.25,20273.75,"-0.75","0"
2133,"100269",23838.3333,21498.3333,26316.3333,"0.666667","0"
2224,"240207",19162.75,17576.75,20845,"-0.75","0"
2238,"100053",26680.6667,24014.6667,29548.6667,"0.666667","0"
2261,"310111",22776.75,21325.25,24261.25,"0.75","0"
2262,"330208",23079.75,21190,24994.75,"0.75","0"
2280,"050102",21760.3333,19853.3333,23739.3333,"0.666667","0"
2288,"050057",20056.5,19123.5,21077,"-0.75","0"
2346,"340115",19373,18589.25,20192.5,"-0.75","0"
2347,"020026",19123,17262.25,21177.25,"-0.75","0"
2354,"250072",23542.25,20968.75,26249.75,"0.75","0"
2391,"140252",22599,21528.5,23784,"0.75","0"
2432,"330074",18793.75,17027.75,20679.5,"-0.75","0"
2468,"140162",18705.5,17391.25,20121,"-0.75","0"
2546,"270003",18477.25,17045.25,20006.75,"-0.75","0"
2562,"330141",23824,22137.75,25638.5,"0.75","0"
2573,"160079",18659,17600.75,19784.75,"-0.75","0"
2619,"310002",23628.25,21294.25,26136.75,"0.75","0"
2683,"440130",21350.6667,19304.3333,23641.3333,"0.666667","0"
2703,"471301",18348.25,16259.75,20620.5,"-0.75","0"
2726,"450107",22647.5,20998.5,24441.75,"0.75","0"
2741,"530006",19858.25,17956,21927.75,"-0.75","0"
2764,"490120",19140.75,18097.5,20226.75,"-0.75","0"
2769,"390219",20096,18272.3333,22094.6667,"0.666667","0"
2771,"450403",23218.5,21542,25078.5,"0.75","0"
2779,"450222",23242,21258.5,25382.25,"0.75","0"
2813,"370013",21098.3333,19911.3333,22396,"0.666667","0"
2814,"390073",23390.75,21882,25038.75,"0.75","0"
2856,"450092",23581.3333,21067.6667,26335.6667,"0.666667","0"
2868,"380050",19871.25,18221,21650,"-0.75","0"
2901,"420027",23325.5,22015,24679.25,"0.75","0"
2914,"370114",22194,20979.6667,23478,"0.666667","0"
2921,"490077",19803.5,18740.75,20909.25,"-0.75","0"
2994,"450537",23702.75,21951.25,25542.5,"0.75","0"
3002,"500151",18851.75,17394.5,20424,"-0.75","0"
3009,"450723",23324.5,21640.25,25138.25,"0.75","0"
3021,"520083",19330.25,18293,20421.25,"-0.75","0"
3028,"500019",19120.25,17391.75,21014.75,"-0.75","0"
3086,"380060",19195.75,17615,20877,"-0.75","0"
3170,"390004",23951.25,22194.25,25881.25,"0.75","0"
3183,"450237",22782.5,21629,23956,"0.75","0"
3207,"490005",19608,18809,20447.5,"-0.75","0"
3235,"450862",23315,21144.75,25682.5,"0.75","0"
3309,"450617",23599.5,22175,25091.25,"0.75","0"
3331,"500058",19499.75,18516,20540.25,"-0.75","0"
3341,"500030",19185.5,18244.25,20146.5,"-0.75","0"
3390,"450035",23481.6667,20702,26434,"0.666667","0"
3393,"420049",19062.75,17629.5,20669.75,"-0.75","0"
3395,"450010",22118.75,20882.25,23416,"0.75","0"
3431,"450638",24292.6667,21673,27036.3333,"0.666667","0"
3461,"670055",22813.25,21284.75,24444.5,"0.75","0"
3478,"380061",19188.75,17862,20540.5,"-0.75","0"
3484,"520100",20001.75,18246.75,21887.25,"-0.75","0"
3529,"490066",19694.75,18456.75,21095.25,"-0.75","0"
3550,"450023",23613.25,21745,25567.75,"0.75","0"
3641,"500088",18739.25,17692.25,19810.75,"-0.75","0"
3689,"470024",19579.25,17780.25,21518.5,"-0.75","0"
3713,"390032",22761.75,20539.75,25225,"0.75","0"
3788,"450775",22929,21449.75,24511.5,"0.75","0"
3806,"440034",19143.25,17935.75,20440.25,"-0.75","0"
3808,"450709",24069.25,21794.5,26496,"0.75","0"
3825,"440173",19600.75,18617,20633.75,"-0.75","0"
3827,"450869",23333.5,21565.5,25232.5,"0.75","0"
3836,"670098",23477,21303.5,25847.75,"0.75","0"
3852,"450330",23544.3333,21219.3333,25991,"0.666667","0"
3883,"450697",23939,21379.3333,26830.6667,"0.666667","0"
3888,"390063",22264,21015.5,23563.5,"0.75","0"
3897,"450469",23705.25,21586.25,25995,"0.75","0"
8,"150089",20474.75,19399.75,21597.5,"-0.25","-0.25"
91,"230017",18659.25,17635,19762,"-0.75","-0.25"
110,"140189",20729.5,19274.75,22262.25,"-0.25","-0.25"
111,"160082",19715.25,18845.5,20597.5,"-0.5","-0.25"
133,"150044",22435.25,21165.5,23714.75,"0.5","-0.25"
135,"150090",22547,20557.5,24684.75,"0.25","-0.25"
145,"050261",21045.5,19214.75,22993.5,"0","-0.25"
158,"340098",19701.5,18740.25,20757.5,"-0.5","-0.25"
169,"190065",21224.25,19801.25,22718,"0.5","-0.25"
185,"010090",20026.25,18705,21437.75,"0","-0.25"
208,"100236",21713,20530.25,22986.5,"0.25","-0.25"
215,"250009",21786.75,20387.75,23194.75,"0.25","-0.25"
232,"340142",19747.25,18513.75,21060,"-0.25","-0.25"
258,"150042",22581,21034.25,24244.75,"0.5","-0.25"
278,"140053",21575.5,20470.5,22707.5,"0.5","-0.25"
279,"140228",19613.75,18409.5,20868.25,"-0.75","-0.25"
291,"050002",21699,19922,23574.25,"0.25","-0.25"
337,"060020",20429.25,19108,21833.75,"-0.25","-0.25"
338,"100029",23236.75,21303,25315.25,"0.25","-0.25"
341,"160080",21660.5,19653.25,23804.25,"0","-0.25"
360,"290032",19422.5,17822.75,21148.5,"-0.5","-0.25"
364,"340143",19618.25,18308.5,21000,"-0.5","-0.25"
407,"300012",20217.5,19009.25,21520,"-0.25","-0.25"
409,"010100",20088.75,18629.5,21669.75,"-0.5","-0.25"
435,"190020",25078,22627,27769,"0.5","-0.25"
481,"050036",20599.5,19086.5,22167,"-0.25","-0.25"
516,"010024",21574.25,20071.5,23172.75,"0","-0.25"
518,"020006",19352,17708.75,21123.5,"-0.75","-0.25"
565,"210001",19942.5,18882,21047.75,"-0.25","-0.25"
568,"310041",23956.25,22876.75,25061.75,"1","-0.25"
583,"310047",21093,19546.75,22741.75,"0","-0.25"
604,"360039",20337,19192,21557.25,"-0.5","-0.25"
640,"260027",21613.5,19594.5,23792.5,"0","-0.25"
659,"210057",22731,21412.75,24100.5,"0.75","-0.25"
660,"030117",18734,16924.5,20748.75,"-0.5","-0.25"
680,"201312",22657.5,20090.25,25482.75,"0.5","-0.25"
694,"140174",20782,18883.75,22792.75,"-0.25","-0.25"
727,"230222",20412,19380,21533.5,"-0.25","-0.25"
737,"100071",20493.75,18833,22242.5,"-0.25","-0.25"
761,"340042",19531.5,17916.5,21327.25,"-0.5","-0.25"
771,"340021",19609.5,18180.75,21153.75,"-0.5","-0.25"
787,"100168",22180,21189.75,23240.75,"0.25","-0.25"
800,"360095",20525.5,19005,22153,"-0.25","-0.25"
835,"030006",20651,19534.25,21778.5,"0","-0.25"
847,"040084",21713.5,19993.5,23549.75,"0","-0.25"
880,"040114",21781.25,20638.5,22984.75,"0.5","-0.25"
886,"130049",21750.5,20436,23120.25,"0","-0.25"
902,"260078",20192,18502,22058.5,"0","-0.25"
905,"330259",23099.5,21108.25,25221.25,"0.75","-0.25"
912,"100063",22201.75,20120,24540.25,"0.5","-0.25"
920,"310048",21887,20712.75,23123,"0.25","-0.25"
922,"340158",20710.5,18943,22725.5,"-0.25","-0.25"
930,"170122",21815.25,20716,22903.25,"0.5","-0.25"
936,"320002",18716.75,17497,19972.5,"-1","-0.25"
949,"340147",20044.25,18783.75,21365,"-0.5","-0.25"
955,"180029",21923.75,20242.75,23718.5,"0.5","-0.25"
967,"100290",21911.5,20909.25,22939.5,"0.5","-0.25"
1022,"110115",22329.25,20191.75,24685.5,"0.25","-0.25"
1034,"100264",21075,19961.25,22262.75,"0","-0.25"
1059,"330239",22247.75,20054.5,24735.25,"0.25","-0.25"
1075,"160030",19606.5,18345.5,20938,"-0.5","-0.25"
1082,"260137",20573.75,19451.25,21782.5,"-0.25","-0.25"
1092,"250040",21922.75,20652.75,23277.25,"0.25","-0.25"
1095,"340039",20134.75,18650,21767.75,"0","-0.25"
1103,"340126",20558.25,19111,22170,"-0.25","-0.25"
1139,"230054",20115.25,18711.25,21529.5,"0","-0.25"
1152,"131325",20603.25,18316.25,23093.25,"0","-0.25"
1162,"150010",21503.75,19664.25,23530.5,"0.25","-0.25"
1173,"110075",22912.5,20903.5,24950.25,"0.5","-0.25"
1175,"170137",20227.5,18687,21877.75,"-0.25","-0.25"
1188,"320006",21696.75,19704.5,23824.75,"0","-0.25"
1202,"210015",21690,20477.5,22976.25,"0.25","-0.25"
1240,"310024",22016,20269.5,23956.25,"0.25","-0.25"
1269,"280020",21587.75,19787.25,23477.25,"-0.25","-0.25"
1279,"150126",21407,19838.25,23089.5,"0","-0.25"
1294,"150035",22172,20852,23590.5,"0.25","-0.25"
1298,"260047",20175.5,18628.5,21741,"0","-0.25"
1322,"040041",22096,20287.5,24014.5,"0.25","-0.25"
1365,"250048",19810,18928,20737.5,"-0.75","-0.25"
1386,"100052",21234.75,19925.75,22657,"0","-0.25"
1430,"180009",20679.25,19485.5,21941,"-0.25","-0.25"
1432,"210011",20873,19626,22210.5,"0","-0.25"
1452,"340069",19522.25,18557.75,20499,"-1","-0.25"
1475,"180013",23009.5,21567.75,24561.5,"0.75","-0.25"
1488,"180049",23335.5,20925.75,26022,"0.5","-0.25"
1505,"100265",21156.5,19899.75,22497.25,"-0.25","-0.25"
1510,"180088",20728.5,20021,21459,"0","-0.25"
1513,"230236",19695.5,17936,21474.5,"-0.5","-0.25"
1532,"040014",20292.25,18933.25,21696.25,"-0.5","-0.25"
1558,"310130",22600.75,20759.75,24625.75,"0.5","-0.25"
1562,"030085",20475.75,19108.75,21922.5,"-0.25","-0.25"
1577,"330234",23837.25,22192,25618.5,"0.75","-0.25"
1582,"040036",21067.25,19766.75,22428.5,"0","-0.25"
1589,"110031",20832.5,19047.5,22789.25,"0","-0.25"
1591,"150026",21239.5,19318.5,23315.5,"0","-0.25"
1656,"050122",22396.25,20158,24864.25,"0","-0.25"
1696,"140067",20240.5,19369.75,21149.25,"-0.5","-0.25"
1706,"110192",21596.75,19953.25,23364,"0.25","-0.25"
1725,"190064",20712.5,19563.5,21967.25,"-0.25","-0.25"
1727,"230077",21262,19709,22970.75,"0.25","-0.25"
1799,"150115",19866,18571,21339.75,"-0.25","-0.25"
1804,"310044",22915.75,21032,24909.25,"0.5","-0.25"
1812,"150048",21064.5,19942.25,22201.5,"0","-0.25"
1842,"100228",23038.5,21037.75,25186.5,"0.5","-0.25"
1862,"010005",20153.75,18521.75,21953,"-0.25","-0.25"
1885,"010029",20309.75,19067.75,21617.75,"0","-0.25"
1887,"050179",20533.75,19220.25,21944.75,"-0.25","-0.25"
1895,"040029",22070.5,20474,23772.75,"0.25","-0.25"
1914,"200001",19780.5,18242.75,21501.5,"-0.25","-0.25"
1937,"180093",20516.5,18933.75,22201.25,"0","-0.25"
1953,"330277",20296.5,18597,22138.75,"-0.25","-0.25"
1956,"050232",20284.25,18941,21729.5,"-0.25","-0.25"
1960,"150082",21409.25,20510,22319.75,"0","-0.25"
1967,"130018",20681.25,19210,22261.25,"0","-0.25"
1976,"230302",20284.75,18993.25,21662.75,"-0.25","-0.25"
1983,"010006",21285.25,20129.25,22511.25,"0.25","-0.25"
2003,"100035",21761.75,20347.25,23280,"0.25","-0.25"
2015,"050056",20438,18725.5,22315.25,"-0.25","-0.25"
2088,"010055",21537.25,20209,22885,"0","-0.25"
2146,"100084",20119.25,19007.25,21261,"-0.25","-0.25"
2166,"100260",21331,19997.75,22747.5,"0.25","-0.25"
2178,"150051",20334.5,19164.5,21574.75,"-0.25","-0.25"
2182,"230230",19978.5,19038.75,20960.5,"-0.5","-0.25"
2186,"340010",19428.75,18133.75,20789,"-0.75","-0.25"
2187,"010035",19983.75,18548.5,21540.5,"-0.5","-0.25"
2189,"100017",21404.25,20070.5,22816.5,"0.25","-0.25"
2203,"140064",21495,19282.25,23898.75,"0.25","-0.25"
2226,"310108",24977.5,23511.5,26513,"1","-0.25"
2235,"050736",21521.25,18783.25,24603.75,"0","-0.25"
2278,"020001",19138.5,17997.5,20284.5,"-0.75","-0.25"
2340,"260040",19493.25,18547.75,20503,"-0.75","-0.25"
2345,"340109",21378.75,19508.25,23461.5,"0","-0.25"
2353,"200019",19761,18384.5,21235,"-0.5","-0.25"
2361,"210004",21481.75,20054.75,23013.25,"0.5","-0.25"
2375,"230075",20224.5,18567.75,22101.25,"-0.25","-0.25"
2377,"270014",19493.75,18316.75,20782.25,"-0.75","-0.25"
2378,"330102",20903.5,19075.25,22962,"0","-0.25"
2396,"210018",21852.25,20299,23525,"0.25","-0.25"
2406,"160110",20434.25,19046.75,21933.5,"-0.25","-0.25"
2415,"220008",21413.5,19755.5,23245.75,"0","-0.25"
2427,"250004",22085.25,21002.75,23262.5,"0","-0.25"
2429,"250082",22166,20254,24251,"0.5","-0.25"
2430,"260177",22384,20718,24134,"0.5","-0.25"
2436,"010113",21125.25,19836.25,22467.5,"-0.25","-0.25"
2439,"040118",21877.75,20621,23150.25,"0.25","-0.25"
2469,"140179",22061.5,20205,24096,"0.5","-0.25"
2492,"100287",22526.25,20663,24580.25,"0.75","-0.25"
2500,"360098",21703.25,20585,22923.75,"0.25","-0.25"
2505,"110177",20370,18846.25,21998.25,"0","-0.25"
2538,"050764",20514.25,19346,21784.25,"0","-0.25"
2544,"260017",21008.75,19253,22914.75,"0","-0.25"
2550,"040004",21443.25,20142.75,22805,"0","-0.25"
2552,"150109",20651,19439.5,21927,"-0.25","-0.25"
2568,"100028",22000.25,20132.5,23959.25,"0","-0.25"
2572,"160067",21558.25,19650,23619.5,"0.25","-0.25"
2578,"260064",19040,17016.25,21310.5,"-0.25","-0.25"
2589,"240106",20824,19193.75,22558,"0","-0.25"
2615,"140275",19762.5,18014.75,21743,"-0.5","-0.25"
2618,"250031",22609,20676.5,24791.5,"0.5","-0.25"
2631,"050101",22403.25,20369,24666.75,"0.25","-0.25"
2670,"440030",20162.75,18486.25,22034,"0","-0.25"
2680,"420002",21879.25,20625.5,23170.5,"0.5","-0.25"
2709,"390058",20841.25,19030,22823,"-0.25","-0.25"
2723,"490112",20635.5,19720.75,21571.5,"0","-0.25"
2748,"370018",23331.5,21583.75,25272,"0.75","-0.25"
2749,"390115",21825.75,20591.75,23099,"0.25","-0.25"
2756,"520136",20100,18719.25,21594.75,"0","-0.25"
2762,"450034",21417.5,19972,22975.5,"0","-0.25"
2763,"490023",21101.75,19377,23072,"0","-0.25"
2800,"390258",21167.25,20040.5,22354.75,"0.25","-0.25"
2835,"380027",18331.25,17022,19792.5,"-0.75","-0.25"
2869,"440063",20831.25,19670.25,22020,"-0.25","-0.25"
2870,"490069",20611.5,19552.25,21729.75,"-0.25","-0.25"
2871,"500039",20304.5,19306,21318.75,"-0.25","-0.25"
2892,"450021",21871.25,20385.75,23529,"0.25","-0.25"
2907,"500024",19636,18699.5,20615,"-0.5","-0.25"
2927,"450651",24226.5,22659.5,25954,"0.75","-0.25"
2934,"440002",21376,20607.5,22173.25,"0.25","-0.25"
2966,"450346",21412.5,19891.75,23058.25,"0","-0.25"
2969,"370001",21200.25,19964.25,22492.25,"0.25","-0.25"
3015,"420079",22344,21191.75,23587.75,"0.25","-0.25"
3031,"430077",21903.5,20523,23384,"0.5","-0.25"
3052,"380102",19342.75,18286.5,20444.25,"-0.5","-0.25"
3081,"520087",19613.5,18275.25,20999.25,"-0.5","-0.25"
3092,"390151",19742,18653.75,20889.25,"-0.25","-0.25"
3094,"450203",23121,21439,24950,"0.5","-0.25"
3108,"440161",21748,20516.75,23044.75,"0.25","-0.25"
3112,"500031",21183.75,19291,23251,"0","-0.25"
3117,"440120",21235.5,20013.5,22536.25,"-0.25","-0.25"
3149,"440035",20532,19115,22078.25,"-0.25","-0.25"
3151,"520008",20792.75,19492.5,22178,"-0.25","-0.25"
3157,"450231",22682.25,21337.5,24124.75,"0.5","-0.25"
3173,"450656",21711.75,19902,23697.25,"0.25","-0.25"
3210,"520160",19698,18222.5,21240,"-0.5","-0.25"
3268,"380051",19094.75,18044.25,20186.75,"-0.75","-0.25"
3270,"420051",19657.25,18737.5,20582.5,"-0.5","-0.25"
3272,"450347",21311.25,19304.5,23513.75,"0","-0.25"
3301,"450132",21863.75,20366.75,23463.75,"0.25","-0.25"
3333,"370034",20297.75,18705,22025.25,"-0.25","-0.25"
3336,"440049",20777.75,19973,21625.25,"-0.25","-0.25"
3349,"450639",21610,19757,23547,"0.25","-0.25"
3353,"380014",19214.25,17751,20780.75,"-0.25","-0.25"
3385,"450101",21184.75,19667.25,22794.75,"0","-0.25"
3406,"460051",22066,20338,23899.5,"0.5","-0.25"
3452,"490052",20484.75,18990.25,22113.5,"-0.5","-0.25"
3459,"530014",19425.5,18234.75,20704.5,"-0.75","-0.25"
3462,"440082",20408.25,19502,21349.25,"0","-0.25"
3468,"440053",19409,18438.75,20427,"-0.25","-0.25"
3495,"370149",22638,20483,24986.75,"0.5","-0.25"
3510,"530012",20362,19094.25,21693,"-0.25","-0.25"
3518,"460004",20803,19297.25,22414,"-0.25","-0.25"
3530,"500072",20053.25,18541,21690.75,"-0.5","-0.25"
3538,"520013",20300.5,18859.75,21863.25,"0","-0.25"
3577,"460001",22328.25,20872.25,23814,"0.75","-0.25"
3580,"390127",20738.25,19023.5,22559,"-0.25","-0.25"
3632,"500016",19070.25,18034.5,20147,"-0.75","-0.25"
3643,"410005",21892.25,19510,24438.5,"0","-0.25"
3646,"520049",20092.75,18488.25,21753.75,"-0.5","-0.25"
3736,"450388",23429.25,22579.25,24320.25,"1","-0.25"
3743,"390042",21632.75,19575.5,23950.25,"0","-0.25"
3759,"450042",21204.5,19960.25,22514.75,"0.25","-0.25"
3768,"430027",21183.75,20082.75,22390.75,"0","-0.25"
3800,"370028",21847.5,20678.25,23090,"0.25","-0.25"
3819,"380020",18407.5,16942.25,19944.25,"-0.5","-0.25"
3874,"510050",22956.25,21437,24608.75,"0.75","-0.25"
3891,"440059",21025,20007.5,22108,"-0.25","-0.25"
52,"220135",21631.5,20275.25,23070.75,"0.25","0.25"
67,"140224",22202.5,20404.75,24120.75,"0.5","0.25"
76,"260138",21186.5,19708.25,22762.75,"0.25","0.25"
153,"230046",19811.5,18757.75,20880,"-0.5","0.25"
166,"140084",20773.75,19168.75,22519.25,"0","0.25"
170,"220116",22628.25,20853.25,24551.5,"0.5","0.25"
193,"170040",22192,20782.25,23714,"0.75","0.25"
231,"260180",21087.75,19415.25,22882.75,"0","0.25"
234,"360155",20521,19309,21823.75,"-0.25","0.25"
255,"100131",24006,22081.5,26108,"0.75","0.25"
263,"290039",23694.25,22277.5,25151,"0.75","0.25"
294,"100243",21314.25,19947,22737.5,"0.25","0.25"
324,"090011",21994.25,20807.25,23232.5,"0.25","0.25"
405,"260216",20442,19287,21672.5,"-0.25","0.25"
412,"050549",21183,20077,22351,"0.25","0.25"
430,"050238",23161.75,21657.75,24735.5,"0.75","0.25"
465,"010001",21455.75,20267.5,22729,"0.5","0.25"
473,"140231",21132.5,20074,22305.25,"0","0.25"
487,"100259",21522.25,19880.75,23251.5,"0.25","0.25"
506,"100008",21483.5,20180.5,22818.5,"0.25","0.25"
511,"220086",21279.75,20177.5,22425.75,"0","0.25"
541,"330286",22571.5,21270.25,23922.75,"0.75","0.25"
602,"330195",21470.5,20501.5,22468,"0.5","0.25"
630,"310064",20366.5,19516.25,21236.75,"0","0.25"
638,"240078",20617,19250.25,22025.5,"-0.25","0.25"
676,"150158",19952,18490.25,21511,"0","0.25"
716,"100242",22652,21150.75,24230,"0.75","0.25"
721,"140030",22106.25,20710.75,23644.75,"0.5","0.25"
