Entitlement Agency ID,PIM Link,Project name,Project address,Status,Entered status date,Total project units,Market rate units,Affordable units,TBD units,Applicant,Entitlement agency,Supervisor district,Environmental review type,Under Entitlement Review Start Date,Under Entitlement Review End Date,Entitled Start Date,Entitled End Date,Filed for Permits Start Date,Filed For Permits End Date,Under Construction Start Date,Under Construction End Date,Completed Construction Start Date
1999.126,https://sfplanninggis.org/pim?search=1999.126,85 RICO WY,"85 - 0 RICO WY, SAN FRANCISCO, CA 94123",Completed,2001-06-25 00:00:00,-2,-2,,0,Architectural Development,Planning,,,1999-03-02 00:00:00,1999-04-28 00:00:00,1999-04-28 00:00:00,1999-04-28 00:00:00,1999-04-28 00:00:00,2000-09-12 00:00:00,2000-09-12 00:00:00,2001-06-25 00:00:00,2001-06-25 00:00:00
2005.0659,https://sfplanninggis.org/pim?search=2005.0659,85 ST ELMO WY,"85 - 0 ST ELMO WY, SAN FRANCISCO, CA 94127",Under entitlement review,2006-04-26 00:00:00,1,1,,0,Z studio Architects,Planning,,Categorical Exemption-Certificate,2006-04-26 00:00:00,2006-04-26 00:00:00,2006-04-26 00:00:00,,,,,,
2002.0289,https://sfplanninggis.org/pim?search=2002.0289,85 SYCAMORE ST,"85 - 0 SYCAMORE ST 0001, SAN FRANCISCO, CA 94110",Completed,2002-06-13 00:00:00,6,6,,0,1725 Washington Street Assc LLC,Planning,,,,,,,2000-06-10 00:00:00,2001-06-28 00:00:00,2001-06-28 00:00:00,2002-06-13 00:00:00,2002-06-13 00:00:00
2019-004842PRJ,https://sfplanninggis.org/pim?search=2019-004842PRJ,85 21ST AVE,85 21ST AVE 94121,Under entitlement review,2019-04-05 00:00:00,1,1,,0,GLB Architects,Planning,2,,2019-04-05 00:00:00,,,,,,,,
2017-006826PRJ,https://sfplanninggis.org/pim?search=2017-006826PRJ,85 COLUMBIA SQUARE ST,85 COLUMBIA SQUARE ST 94103,"Entitled, filed for permits",2017-03-28 00:00:00,2,2,,0,Cal-Cade Construction,Planning,6,,,,,,2017-03-28 00:00:00,,,,
2019-012943PRJ,https://sfplanninggis.org/pim?search=2019-012943PRJ,85 Joost Avenue,85 JOOST AVE 94131,"Entitled, filed for permits",2019-10-18 00:00:00,1,1,,0,Design Draw Build,Planning,7,,,,,,2019-10-18 00:00:00,,,,
2019-016261PRJ,https://sfplanninggis.org/pim?search=2019-016261PRJ,85 POPE ST,85 POPE ST 94112,Under entitlement review,2020-01-13 00:00:00,1,1,,0,Van T. Ly & Associates,Planning,11,,2020-01-13 00:00:00,,,,,,,,
2004.0365,https://sfplanninggis.org/pim?search=2004.0365,850 45TH AV,"850 - 0 45TH AV, SAN FRANCISCO, CA 94121",Completed,2006-03-31 00:00:00,1,1,,0,"Wong, May",Planning,,,,,,,2003-08-22 00:00:00,2005-01-25 00:00:00,2005-01-25 00:00:00,2006-03-31 00:00:00,2006-03-31 00:00:00
2012.0158,https://sfplanninggis.org/pim?search=2012.0158,850 BATTERY ST,"850 - 0 BATTERY ST, SAN FRANCISCO, CA 94111",Completed,2015-10-05 00:00:00,2,2,,0,JENSEN ARCHITECTS,Planning,,Categorical Exemption-Certificate,2012-02-22 00:00:00,2012-11-05 00:00:00,2012-11-05 00:00:00,2013-04-02 00:00:00,2013-04-02 00:00:00,2014-01-03 00:00:00,2014-01-03 00:00:00,2015-10-05 00:00:00,2015-10-05 00:00:00
2009.1156,https://sfplanninggis.org/pim?search=2009.1156,850 UNION ST,"850 - 0 UNION ST, SAN FRANCISCO, CA 94133","Entitled, not yet filed for permits",2011-05-13 00:00:00,4,4,,0,Reuben & Junius,Planning,,Categorical Exemption-Determination of Historic Resource,2009-12-22 00:00:00,2011-05-13 00:00:00,2011-05-13 00:00:00,,,,,,
2019-022879PRJ,https://sfplanninggis.org/pim?search=2019-022879PRJ,850 26TH AVE,850 26TH AVE 94121,"Entitled, filed for permits",2019-12-02 00:00:00,1,1,,0,David Jaghning Architect,Planning,1,,,,,,2019-12-02 00:00:00,,,,
2019-003540PRJ,https://sfplanninggis.org/pim?search=2019-003540PRJ,850-854 Greenwich St,850 GREENWICH ST 94133,Under construction,2020-01-14 00:00:00,8,8,,0,"Karnicowicz, Henry",Planning,3,,,,,,2019-03-12 00:00:00,2020-01-14 00:00:00,2020-01-14 00:00:00,,
2001.0768,https://sfplanninggis.org/pim?search=2001.0768,851 Ashbury Street,"851 - 0 ASHBURY ST, SAN FRANCISCO, CA 94117","Entitled, not yet filed for permits",2001-08-22 00:00:00,2,2,,0,Gauthier & Hallett,Planning,,,2001-08-07 00:00:00,2001-08-22 00:00:00,2001-08-22 00:00:00,,,,,,
2012.1131,https://sfplanninggis.org/pim?search=2012.1131,851 CORBETT AVENUE,"851 - 0 CORBETT AV, SAN FRANCISCO, CA 94114",Completed,2015-11-04 00:00:00,2,2,,0,850 Corbett HOA,Planning,,Categorical Exemption-Determination of Historic Resource,2012-08-30 00:00:00,2012-11-14 00:00:00,2012-11-14 00:00:00,2013-11-07 00:00:00,2013-11-07 00:00:00,2014-04-24 00:00:00,2014-04-24 00:00:00,2015-11-04 00:00:00,2015-11-04 00:00:00
2016-012404PRJ,https://sfplanninggis.org/pim?search=2016-012404PRJ,851 OFARRELL ST,851 OFARRELL ST 94109,"Entitled, filed for permits",2019-02-19 00:00:00,5,5,,0,"LLC, OFARRELL ASSOCIATES LLC",Planning,6,,2017-04-26 00:00:00,2019-02-19 00:00:00,2019-02-19 00:00:00,2019-02-19 00:00:00,2019-02-19 00:00:00,,,,
2020-003682PRJ,https://sfplanninggis.org/pim?search=2020-003682PRJ,851 San Jose Avenue,851 SAN JOSE AVE 94110,"Entitled, filed for permits",2020-03-03 00:00:00,1,1,,0,Zone Design,Planning,9,,,,,,2020-03-03 00:00:00,,,,
2014-000067PRJ,https://sfplanninggis.org/pim?search=2014-000067PRJ,852 GREEN ST,852 GREEN ST 94133,Under construction,2017-06-07 00:00:00,1,1,,0,Winder Gibson Architects,Planning,3,,,,,,2014-04-18 00:00:00,2017-06-07 00:00:00,2017-06-07 00:00:00,,
2006.1127,https://sfplanninggis.org/pim?search=2006.1127,855 FILBERT ST,"853 - 0 FILBERT ST, SAN FRANCISCO, CA 94133",Completed,2006-03-23 00:00:00,2,2,,0,DPW INFRASTRUCTURE DEVELOPMENT,Planning,,,,,,,2004-02-24 00:00:00,2005-05-06 00:00:00,2005-05-06 00:00:00,2006-03-23 00:00:00,2006-03-23 00:00:00
2015-002135PRJ,https://sfplanninggis.org/pim?search=2015-002135PRJ,854 CAPP ST,854 CAPP ST 94110,Completed,2019-02-07 00:00:00,4,4,,0,Ultrecht & Lenvin LLP,Planning,9,Categorical Exemption-Determination of Historic Resource,2015-03-13 00:00:00,2017-02-03 00:00:00,2017-02-03 00:00:00,2017-02-03 00:00:00,2017-02-03 00:00:00,2017-08-01 00:00:00,2017-08-01 00:00:00,2019-02-07 00:00:00,2019-02-07 00:00:00
2017-004104PRJ,https://sfplanninggis.org/pim?search=2017-004104PRJ,855 Brannan Street,855 BRANNAN ST 94103,"Entitled, not yet filed for permits",2017-10-18 00:00:00,1,1,,0,Peet's Coffee,Planning,,,2017-04-04 00:00:00,2017-10-18 00:00:00,2017-10-18 00:00:00,,,,,,
2017-000094PRJ,https://sfplanninggis.org/pim?search=2017-000094PRJ,856 CAPP ST,856 CAPP ST 94110,Under construction,2019-06-26 00:00:00,9,9,,0,"Reuben, Junius & Rose, LLP",Planning,9,Community Plan-Determination,2016-12-29 00:00:00,2019-01-22 00:00:00,2019-01-22 00:00:00,2019-01-22 00:00:00,2019-01-22 00:00:00,2019-06-26 00:00:00,2019-06-26 00:00:00,,
2008.0581,https://sfplanninggis.org/pim?search=2008.0581,858 34TH AV,"858 - 0 34TH AV, SAN FRANCISCO, CA 94121","Entitled, not yet filed for permits",2008-07-11 00:00:00,1,1,,0,"Archrail, Inc.",Planning,,Categorical Exemption-Certificate,2008-05-15 00:00:00,2008-07-11 00:00:00,2008-07-11 00:00:00,,,,,,
2013.1573,https://sfplanninggis.org/pim?search=2013.1573,858 FLORIDA ST,"858 - 0 FLORIDA ST, SAN FRANCISCO, CA","Entitled, not yet filed for permits",2013-10-29 00:00:00,2,2,,0,Design Max,Planning,,Categorical Exemption-Stamp,2013-10-28 00:00:00,2013-10-29 00:00:00,2013-10-29 00:00:00,,,,,,
2002.1150,https://sfplanninggis.org/pim?search=2002.1150,858 VALLEJO ST,"858 - 860 VALLEJO ST, SAN FRANCISCO, CA 94133",Completed,2009-10-19 00:00:00,2,2,,0,"Chiu, Kung-Ming",Planning,,,2002-11-13 00:00:00,2006-06-05 00:00:00,2006-06-05 00:00:00,2006-06-05 00:00:00,2006-06-05 00:00:00,2008-02-01 00:00:00,2008-02-01 00:00:00,2009-10-19 00:00:00,2009-10-19 00:00:00
1988.737,https://sfplanninggis.org/pim?search=1988.737,385-87 Haight St,"858 - 862 BROADWAY, SAN FRANCISCO, CA 94133",Completed,1989-07-18 00:00:00,2,2,,0,"Anselmo, Gerald",Planning,,,1988-01-01 00:00:00,1989-02-02 00:00:00,1989-02-02 00:00:00,1989-02-02 00:00:00,1989-02-02 00:00:00,1989-04-13 00:00:00,1989-04-13 00:00:00,1989-07-18 00:00:00,1989-07-18 00:00:00
2016-000876PRJ,https://sfplanninggis.org/pim?search=2016-000876PRJ,858 Ashbury Street,858 ASHBURY ST 94117,"Entitled, not yet filed for permits",2016-03-04 00:00:00,4,4,,0,Gary Bell & Associates,Planning,8,Categorical Exemption-Stamp,2016-01-21 00:00:00,2016-03-04 00:00:00,2016-03-04 00:00:00,,,,,,
2017-006454PRJ,https://sfplanninggis.org/pim?search=2017-006454PRJ,858 Stanyan Street,858 STANYAN ST 94117,Under construction,2020-02-20 00:00:00,6,6,,0,Elevation Architects,Planning,5,Categorical Exemption-Determination of Historic Resource,2017-04-26 00:00:00,2018-10-25 00:00:00,2018-10-25 00:00:00,2018-10-25 00:00:00,2018-10-25 00:00:00,2020-02-20 00:00:00,2020-02-20 00:00:00,,
2017-009840PRJ,https://sfplanninggis.org/pim?search=2017-009840PRJ,859-861 BAKER STREET,859 BAKER ST 94115,Under entitlement review,2018-04-11 00:00:00,2,2,,0,Xie Associates,Planning,5,,2018-04-11 00:00:00,,,,,,,,
2017-015118PRJ,https://sfplanninggis.org/pim?search=2017-015118PRJ,859-861 SOUTH VAN NESS AVE,859 SOUTH VAN NESS AVE 94110,Under construction,2019-10-07 00:00:00,3,3,,0,Hing Wah Construction,Planning,9,,,,,,2018-03-26 00:00:00,2019-10-07 00:00:00,2019-10-07 00:00:00,,
2015-015210PRJ,https://sfplanninggis.org/pim?search=2015-015210PRJ,859 VALLEJO ST,859 VALLEJO ST 94133,Completed,2017-10-20 00:00:00,3,3,,0,"Shatara Architecture, Inc.",Planning,3,,2015-11-18 00:00:00,2016-07-14 00:00:00,2016-07-14 00:00:00,2016-07-28 00:00:00,2016-07-28 00:00:00,2017-02-14 00:00:00,2017-02-14 00:00:00,2017-10-20 00:00:00,2017-10-20 00:00:00
2017-001478PRJ,https://sfplanninggis.org/pim?search=2017-001478PRJ,86 POND ST,86 POND ST 94114,Completed,2019-03-15 00:00:00,1,1,,0,", BAYCHESTER SHOPPING CENTER INC",Planning,8,,,,,,2017-01-18 00:00:00,2017-11-29 00:00:00,2017-11-29 00:00:00,2019-03-15 00:00:00,2019-03-15 00:00:00
2018-007462PRJ,https://sfplanninggis.org/pim?search=2018-007462PRJ,86 WALLER ST,86 WALLER ST 94102,Under construction,2020-03-06 00:00:00,1,1,,0,Bana Inc.,Planning,5,,2018-07-26 00:00:00,2019-09-25 00:00:00,2019-09-25 00:00:00,2019-09-25 00:00:00,2019-09-25 00:00:00,2020-03-06 00:00:00,2020-03-06 00:00:00,,
2003.1212,https://sfplanninggis.org/pim?search=2003.1212,860 ELIZABETH ST,"860 - 0 ELIZABETH ST, SAN FRANCISCO, CA 94114","Entitled, not yet filed for permits",2004-07-28 00:00:00,1,1,,0,Jace Architecture,Planning,,,2003-11-13 00:00:00,2004-07-28 00:00:00,2004-07-28 00:00:00,,,,,,
1992.686,https://sfplanninggis.org/pim?search=1992.686,861 Elizabeth St,"861 - 0 ELIZABETH ST, SAN FRANCISCO, CA 94114",Under construction,1993-05-19 00:00:00,1,1,,0,"Coveney, Sherry",Planning,,,,,,,1991-07-16 00:00:00,1993-05-19 00:00:00,1993-05-19 00:00:00,,
2016-014105PRJ,https://sfplanninggis.org/pim?search=2016-014105PRJ,861 POST ST,861 POST ST 94109,Under construction,2018-06-08 00:00:00,1,1,,0,"LLC, SF 861 POST STREET LLC",Planning,6,,,,,,2016-10-14 00:00:00,2018-06-08 00:00:00,2018-06-08 00:00:00,,
2000.642,https://sfplanninggis.org/pim?search=2000.642,853 DE HARO ST,"863 - 0 DE HARO ST, SAN FRANCISCO, CA 94107","Entitled, not yet filed for permits",2000-08-23 00:00:00,2,2,,0,"Franklin, Catherine",Planning,,,2000-06-22 00:00:00,2000-08-23 00:00:00,2000-08-23 00:00:00,,,,,,
2010.0599,https://sfplanninggis.org/pim?search=2010.0599,863 DE HARO ST,"863 - 0 DE HARO ST, SAN FRANCISCO, CA 94107","Entitled, not yet filed for permits",2011-01-21 00:00:00,1,1,,0,Property Specialists,Planning,,Categorical Exemption-Determination of Historic Resource,2010-07-20 00:00:00,2011-01-21 00:00:00,2011-01-21 00:00:00,,,,,,
1990.585,https://sfplanninggis.org/pim?search=1990.585,865 Wisconsin St,"863 - 0 WISCONSIN ST, SAN FRANCISCO, CA 94107",Completed,2002-04-04 00:00:00,2,2,,0,"Baer, Judith",Planning,,,,,,,1990-08-27 00:00:00,,,,2002-04-04 00:00:00
2017-001990PRJ,https://sfplanninggis.org/pim?search=2017-001990PRJ,863 Carolina Street,863 CAROLINA ST 94107,"Entitled, not yet filed for permits",2018-03-12 00:00:00,2,2,,0,Sutro Architects,Planning,10,Categorical Exemption-Determination of Historic Resource,2017-01-20 00:00:00,2018-03-12 00:00:00,2018-03-12 00:00:00,2018-03-12 00:00:00,2018-03-12 00:00:00,,,,
2016-014121PRJ,https://sfplanninggis.org/pim?search=2016-014121PRJ,863 OCEAN AVE,863 OCEAN AVE 94112,Completed,2018-12-21 00:00:00,3,3,,0,"TRUST, DELATORRE CRISANTO & MILAGROS REV TRUST",Planning,7,,,,,,2016-10-21 00:00:00,2018-04-11 00:00:00,2018-04-11 00:00:00,2018-12-21 00:00:00,2018-12-21 00:00:00
2004.0860,https://sfplanninggis.org/pim?search=2004.0860,864 ARKANSAS ST,"864 - 0 ARKANSAS ST, SAN FRANCISCO, CA 94107","Entitled, not yet filed for permits",2005-07-07 00:00:00,1,1,,0,"Heck, Melanie",Planning,,,2004-08-26 00:00:00,2005-07-07 00:00:00,2005-07-07 00:00:00,,,,,,
2013.0443,https://sfplanninggis.org/pim?search=2013.0443,865 DUNCAN ST,"865 - 0 DUNCAN ST, SAN FRANCISCO, CA 94131","Entitled, not yet filed for permits",2013-07-03 00:00:00,1,1,,0,Shatara Architecture Inc.,Planning,,Categorical Exemption-Determination of Historic Resource,2013-04-11 00:00:00,2013-07-03 00:00:00,2013-07-03 00:00:00,,,,,,
2007.0129,https://sfplanninggis.org/pim?search=2007.0129,100 32ND AV,"865 - 0 EL CAMINO DEL MAR, SAN FRANCISCO, CA 94121","Entitled, not yet filed for permits",2011-01-10 00:00:00,1,1,,0,"Success Development, Inc.",Planning,,Categorical Exemption-Determination of Historic Resource,2007-02-06 00:00:00,2011-01-10 00:00:00,2011-01-10 00:00:00,,,,,,
2014.0115,https://sfplanninggis.org/pim?search=2014.0115,865 RHODE ISLAND ST,"865 - 0 RHODE ISLAND ST, SAN FRANCISCO, CA 94107","Entitled, not yet filed for permits",2014-02-14 00:00:00,1,1,,0,John Lum Architecture,Planning,,Categorical Exemption-Determination of Historic Resource,2014-01-21 00:00:00,2014-02-14 00:00:00,2014-02-14 00:00:00,,,,,,
2019-001899PRJ,https://sfplanninggis.org/pim?search=2019-001899PRJ,865 DUNCAN ST,865 DUNCAN ST 94131,"Entitled, filed for permits",2019-02-12 00:00:00,1,1,,0,Shatara Architecture Inc.,Planning,8,,,,,,2019-02-12 00:00:00,,,,
2001.0906,https://sfplanninggis.org/pim?search=2001.0906,866 RHODE ISLAND ST,"866 - 0 RHODE ISLAND ST, SAN FRANCISCO, CA 94107","Entitled, not yet filed for permits",2001-12-20 00:00:00,2,2,,0,Sun Architecture,Planning,,,2001-09-13 00:00:00,2001-12-20 00:00:00,2001-12-20 00:00:00,,,,,,
2019-000821PRJ,https://sfplanninggis.org/pim?search=2019-000821PRJ,867 47th Avenue,867 47TH AVE 94121,Completed,2020-03-05 00:00:00,2,2,,0,"Chen, Yung",Planning,1,,,,,,2019-01-18 00:00:00,2019-09-20 00:00:00,2019-09-20 00:00:00,2020-03-05 00:00:00,2020-03-05 00:00:00
2015-002946PRJ,https://sfplanninggis.org/pim?search=2015-002946PRJ,868 DUNCAN ST,868 DUNCAN ST 94131,"Entitled, filed for permits",2015-03-02 00:00:00,1,1,,0,",",Planning,8,,,,,,2015-03-02 00:00:00,,,,
2008.0999,https://sfplanninggis.org/pim?search=2008.0999,869 NORTH POINT ST,"869 - 0 NORTH POINT ST, SAN FRANCISCO, CA 94109","Entitled, filed for permits",2011-02-22 00:00:00,3,3,,0,"Alavi, Rika",Planning,,Initial Study-Negative Declaration,2008-08-20 00:00:00,2011-02-22 00:00:00,2011-02-22 00:00:00,2011-02-22 00:00:00,2011-02-22 00:00:00,,,,
2004.0028,https://sfplanninggis.org/pim?search=2004.0028,87 FORD ST,"87 - 93 FORD ST, SAN FRANCISCO, CA 14114","Entitled, not yet filed for permits",2004-05-26 00:00:00,1,1,,0,"Ney, Michelle",Planning,,,2004-01-08 00:00:00,2004-05-26 00:00:00,2004-05-26 00:00:00,,,,,,
2005.0952,https://sfplanninggis.org/pim?search=2005.0952,87 FORD ST,"87 - 93 FORD ST, SAN FRANCISCO, CA 14114","Entitled, not yet filed for permits",2007-10-12 00:00:00,1,1,,0,Reuben & Junius,Planning,,Categorical Exemption-Certificate,2005-10-07 00:00:00,2007-10-12 00:00:00,2007-10-12 00:00:00,,,,,,
2015-000019PRJ,https://sfplanninggis.org/pim?search=2015-000019PRJ,870 Ingerson Avenue,870 INGERSON AVE 94124,"Entitled, not yet filed for permits",2016-08-30 00:00:00,1,1,,0,Kam Li Architecture,Planning,10,Categorical Exemption-Stamp,2016-04-08 00:00:00,2016-08-30 00:00:00,2016-08-30 00:00:00,2016-08-30 00:00:00,2016-08-30 00:00:00,,,,
2015-007313PRJ,https://sfplanninggis.org/pim?search=2015-007313PRJ,870 Union Street,870 UNION ST 94133,Under construction,2019-09-26 00:00:00,1,1,,0,Martin Kovic Milford Architects,Planning,3,Categorical Exemption-Determination of Historic Resource,2015-12-02 00:00:00,2017-01-05 00:00:00,2017-01-05 00:00:00,2017-01-05 00:00:00,2017-01-05 00:00:00,2019-09-26 00:00:00,2019-09-26 00:00:00,,
1990.557,https://sfplanninggis.org/pim?search=1990.557,871 46th Ave,"871 - 0 46TH AV, SAN FRANCISCO, CA 94121",Completed,1991-09-16 00:00:00,2,2,,0,"Guryev, Alan",Planning,,,1990-08-29 00:00:00,1990-10-25 00:00:00,1990-10-25 00:00:00,1990-10-25 00:00:00,1990-10-25 00:00:00,,,,1991-09-16 00:00:00
2017-009779PRJ,https://sfplanninggis.org/pim?search=2017-009779PRJ,871-873 CAPP ST,871 CAPP ST 94110,"Entitled, filed for permits",2018-06-14 00:00:00,4,4,,0,Van T. Ly & Associates,Planning,9,,2017-08-01 00:00:00,2018-06-14 00:00:00,2018-06-14 00:00:00,2018-06-14 00:00:00,2018-06-14 00:00:00,,,,
2015-001561PRJ,https://sfplanninggis.org/pim?search=2015-001561PRJ,873 ALVARADO ST,873 ALVARADO ST 94114,Under construction,2015-10-15 00:00:00,1,1,,0,",",Planning,8,,,,,,2015-01-30 00:00:00,2015-10-15 00:00:00,2015-10-15 00:00:00,,
2016-013391PRJ,https://sfplanninggis.org/pim?search=2016-013391PRJ,874 24TH AVE,874 24TH AVE 94121,"Entitled, filed for permits",2016-09-28 00:00:00,1,1,,0,Jason Chan Architect,Planning,1,,,,,,2016-09-28 00:00:00,,,,
2016-001300PRJ,https://sfplanninggis.org/pim?search=2016-001300PRJ,874 FELL ST,874 FELL ST 94117,"Entitled, filed for permits",2013-11-25 00:00:00,1,1,,0,"ROUSSEL LLC, ROUSSEL LLC",Planning,5,,,,,,2013-11-25 00:00:00,,,,
2019-005109PRJ,https://sfplanninggis.org/pim?search=2019-005109PRJ,874 FELL ST,874 FELL ST 94117,"Entitled, filed for permits",2019-01-22 00:00:00,1,1,,0,Campbell & Association,Planning,5,,,,,,2019-01-22 00:00:00,,,,
1989.354,https://sfplanninggis.org/pim?search=1989.354,875 38th Ave,"875 - 0 38TH AV, SAN FRANCISCO, CA 94121","Entitled, filed for permits",1989-05-10 00:00:00,1,1,,0,"Cherrington, Edwina",Planning,,,,,,,1989-05-10 00:00:00,,,,
2007.1056,https://sfplanninggis.org/pim?search=2007.1056,875 POST ST,"875 - 0 POST ST, SAN FRANCISCO, CA 94109",Completed,2018-09-13 00:00:00,4,4,,0,"",Planning,,,,,,,2007-12-31 00:00:00,2012-07-20 00:00:00,2012-07-20 00:00:00,2018-09-13 00:00:00,2018-09-13 00:00:00
2019-005524PRJ,https://sfplanninggis.org/pim?search=2019-005524PRJ,875 30th Avenue,875 30TH AVE 94121,"Entitled, filed for permits",2019-04-19 00:00:00,1,1,,0,"Liang, Dong Wen",Planning,1,,,,,,2019-04-19 00:00:00,,,,
2017-003622PRJ,https://sfplanninggis.org/pim?search=2017-003622PRJ,875 SANSOME ST,875 SANSOME ST 94133,Under entitlement review,2017-03-10 00:00:00,6,6,,0,"Shatara Architecture, Inc.",Planning,3,Categorical Exemption-Class 32,2017-03-10 00:00:00,,,,,,,,
2016-001927PRJ,https://sfplanninggis.org/pim?search=2016-001927PRJ,875 WALLER ST,875 WALLER ST 94117,Completed,2017-07-31 00:00:00,1,1,,0,"HABIB, CAROUBA HABIB",Planning,8,,,,,,2016-02-08 00:00:00,2017-02-21 00:00:00,2017-02-21 00:00:00,2017-07-31 00:00:00,2017-07-31 00:00:00
2019-020827PRJ,https://sfplanninggis.org/pim?search=2019-020827PRJ,876 FLORIDA ST,876 FLORIDA ST 94110,Under entitlement review,2019-11-05 00:00:00,1,1,,0,Ariel Gressler Architects,Planning,9,,2019-11-05 00:00:00,,,,,,,,
2003.0036,https://sfplanninggis.org/pim?search=2003.0036,877 INGERSON AV,"877 - 0 INGERSON AV, SAN FRANCISCO, CA 94124","Entitled, not yet filed for permits",2003-03-26 00:00:00,1,1,,0,Van T. Ly and Associates,Planning,,,2003-01-16 00:00:00,2003-03-26 00:00:00,2003-03-26 00:00:00,,,,,,
1995.078,https://sfplanninggis.org/pim?search=1995.078,877-885 SOUTH VAN NESS AVE.,"877 - 0 VAN NESS AV, SAN FRANCISCO, CA",Completed,1995-08-25 00:00:00,4,4,,0,"",Planning,,,,,,,1992-10-23 00:00:00,,,,1995-08-25 00:00:00
2008.0047,https://sfplanninggis.org/pim?search=2008.0047,877 HAMPSHIRE ST,"877 - 879 HAMPSHIRE ST, SAN FRANCISCO, CA 94110",Completed,2007-11-21 00:00:00,2,2,,0,Herzig & Berlese,Planning,,,,,,,2005-08-04 00:00:00,2006-12-18 00:00:00,2006-12-18 00:00:00,2007-11-21 00:00:00,2007-11-21 00:00:00
2002.0379,https://sfplanninggis.org/pim?search=2002.0379,878 JAMESTOWN AV,"878 - 0 JAMESTOWN AV, SAN FRANCISCO, CA 94124","Entitled, not yet filed for permits",2002-07-24 00:00:00,1,1,,0,Gelfand Architects,Planning,,,2002-04-11 00:00:00,2002-07-24 00:00:00,2002-07-24 00:00:00,,,,,,
2003.0925,https://sfplanninggis.org/pim?search=2003.0925,878-884 Kansas Street,"878 - 884 KANSAS ST, SAN FRANCISCO, CA 94107","Entitled, not yet filed for permits",2004-06-30 00:00:00,1,1,,0,"Shipnuck, Leslie",Planning,,,2003-08-21 00:00:00,2004-06-30 00:00:00,2004-06-30 00:00:00,,,,,,
2018-006555PRJ,https://sfplanninggis.org/pim?search=2018-006555PRJ,878 RHODE ISLAND ST,878 RHODE ISLAND ST 94107,Under construction,2020-02-10 00:00:00,1,1,,0,"Antonaros, Stephen",Planning,10,,,,,,2018-04-24 00:00:00,2020-02-10 00:00:00,2020-02-10 00:00:00,,
2002.0366,https://sfplanninggis.org/pim?search=2002.0366,879 RHODE ISLAND ST,"879 - 0 RHODE ISLAND ST 0001, SAN FRANCISCO, CA 94107",Under construction,2003-09-05 00:00:00,2,2,,0,Herzig & Berlese,Planning,,,,,,,2001-06-27 00:00:00,2003-09-05 00:00:00,2003-09-05 00:00:00,,
2008.0207,https://sfplanninggis.org/pim?search=2008.0207,879 DOLORES ST,"879 - 881 DOLORES ST, SAN FRANCISCO, CA 94110",Completed,2009-10-26 00:00:00,1,1,,0,"Shinomiya, Kaz",Planning,,,2008-02-21 00:00:00,2008-06-26 00:00:00,2008-06-26 00:00:00,2008-06-26 00:00:00,2008-06-26 00:00:00,,,,2009-10-26 00:00:00
2006.1504,https://sfplanninggis.org/pim?search=2006.1504,879 ARGUELLO BL,"879 - 885 ARGUELLO BL, SAN FRANCISCO, CA 94118","Entitled, not yet filed for permits",2007-12-07 00:00:00,1,1,,0,Heston Chau Architect,Planning,,,2006-12-13 00:00:00,2007-12-07 00:00:00,2007-12-07 00:00:00,,,,,,
2015-006766PRJ,https://sfplanninggis.org/pim?search=2015-006766PRJ,879 38TH AVE,879 38TH AVE 94121,"Entitled, filed for permits",2015-05-14 00:00:00,1,1,,0,",",Planning,1,,,,,,2015-05-14 00:00:00,,,,
2012.0653,https://sfplanninggis.org/pim?search=2012.0653,88 28TH ST,"88 - 0 28TH ST, SAN FRANCISCO, CA 94110","Entitled, not yet filed for permits",2012-06-13 00:00:00,1,1,,0,"Bernstein, Cary",Planning,,Categorical Exemption-Stamp,2012-05-18 00:00:00,2012-06-13 00:00:00,2012-06-13 00:00:00,,,,,,
2000.473,https://sfplanninggis.org/pim?search=2000.473,2393-2399 Post Street,"88 - 0 GARDEN ST, SAN FRANCISCO, CA 94115",Completed,2002-11-22 00:00:00,9,9,,0,"Hamilton, Celia",Planning,,,,,,,2000-01-19 00:00:00,2001-03-09 00:00:00,2001-03-09 00:00:00,2002-11-22 00:00:00,2002-11-22 00:00:00
2000.723,https://sfplanninggis.org/pim?search=2000.723,635 02ND ST,"88 - 0 TOWNSEND STREET #A, SAN FRANCISCO, CA 94105","Entitled, not yet filed for permits",2001-09-20 00:00:00,9,9,,0,Reuben & Junius LLP,Planning,,,2000-07-13 00:00:00,2001-09-20 00:00:00,2001-09-20 00:00:00,,,,,,
2015-000046PRJ,https://sfplanninggis.org/pim?search=2015-000046PRJ,88 MONTCALM ST,88 MONTCALM ST 94110,Completed,2017-05-26 00:00:00,1,1,,0,"EE Weiss Architects, Inc.",Planning,9,,,,,,2014-05-30 00:00:00,2015-10-06 00:00:00,2015-10-06 00:00:00,2017-05-26 00:00:00,2017-05-26 00:00:00
2018-009000PRJ,https://sfplanninggis.org/pim?search=2018-009000PRJ,88 MUSEUM WAY,88 MUSEUM WAY 94114,"Entitled, filed for permits",2018-05-29 00:00:00,2,2,,0,Zack de Vito Architecture,Planning,8,,,,,,2018-05-29 00:00:00,,,,
