School Name,Subjects,ID
"PUNGGOL VIEW PRIMARY SCHOOL","CHINESE",229
"QIFA PRIMARY SCHOOL","CHINESE",230
"QIHUA PRIMARY SCHOOL","CHINESE",231
"QUEENSTOWN PRIMARY SCHOOL","CHINESE",232
"RAFFLES GIRLS' PRIMARY SCHOOL","CHINESE",236
"RED SWASTIKA SCHOOL","CHINESE",239
"RIVER VALLEY PRIMARY SCHOOL","CHINESE",242
"RIVERSIDE PRIMARY SCHOOL","CHINESE",243
"RIVERVALE PRIMARY SCHOOL","CHINESE",245
"ROSYTH SCHOOL","CHINESE",246
"RULANG PRIMARY SCHOOL","CHINESE",247
"SEMBAWANG PRIMARY SCHOOL","CHINESE",250
"SENG KANG PRIMARY SCHOOL","CHINESE",252
"SENGKANG GREEN PRIMARY SCHOOL","CHINESE",254
"SHUQUN PRIMARY SCHOOL","CHINESE",257
"SI LING PRIMARY SCHOOL","CHINESE",258
"SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL","CHINESE",259
"SOUTH VIEW PRIMARY SCHOOL","CHINESE",262
"SPRINGDALE PRIMARY SCHOOL","CHINESE",264
"ST. ANDREW'S JUNIOR SCHOOL","CHINESE",267
"ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL","CHINESE",269
"ST. ANTHONY'S PRIMARY SCHOOL","CHINESE",271
"ST. GABRIEL'S PRIMARY SCHOOL","CHINESE",272
"ST. HILDA'S PRIMARY SCHOOL","CHINESE",274
"ST. JOSEPH'S INSTITUTION JUNIOR","CHINESE",277
"ST. MARGARET'S PRIMARY SCHOOL","CHINESE",278
"ST. STEPHEN'S SCHOOL","CHINESE",281
"STAMFORD PRIMARY SCHOOL","CHINESE",282
"TAMPINES NORTH PRIMARY SCHOOL","CHINESE",285
"TAMPINES PRIMARY SCHOOL","CHINESE",286
"TANJONG KATONG PRIMARY SCHOOL","CHINESE",290
"TECK GHEE PRIMARY SCHOOL","CHINESE",293
"TECK WHYE PRIMARY SCHOOL","CHINESE",294
"TELOK KURAU PRIMARY SCHOOL","CHINESE",296
"TEMASEK PRIMARY SCHOOL","CHINESE",298
"TOWNSVILLE PRIMARY SCHOOL","CHINESE",300
"UNITY PRIMARY SCHOOL","CHINESE",301
"WATERWAY PRIMARY SCHOOL","CHINESE",306
"WELLINGTON PRIMARY SCHOOL","CHINESE",307
"WEST GROVE PRIMARY SCHOOL","CHINESE",308
"WEST SPRING PRIMARY SCHOOL","CHINESE",309
"WEST VIEW PRIMARY SCHOOL","CHINESE",311
"WESTWOOD PRIMARY SCHOOL","CHINESE",312
"WHITE SANDS PRIMARY SCHOOL","CHINESE",314
"WOODGROVE PRIMARY SCHOOL","SCIENCE",316
"WOODLANDS PRIMARY SCHOOL","SCIENCE",318
"WOODLANDS RING PRIMARY SCHOOL","SCIENCE",319
"XINGHUA PRIMARY SCHOOL","SCIENCE",322
"XINGNAN PRIMARY SCHOOL","SCIENCE",323
"XINMIN PRIMARY SCHOOL","SCIENCE",324
"XISHAN PRIMARY SCHOOL","SCIENCE",326
"YANGZHENG PRIMARY SCHOOL","SCIENCE",327
"YEW TEE PRIMARY SCHOOL","SCIENCE",328
"YIO CHU KANG PRIMARY SCHOOL","SCIENCE",329
"YISHUN PRIMARY SCHOOL","SCIENCE",332
"YU NENG PRIMARY SCHOOL","SCIENCE",335
"YUHUA PRIMARY SCHOOL","SCIENCE",337
"YUMIN PRIMARY SCHOOL","SCIENCE",339
"ZHANGDE PRIMARY SCHOOL","SCIENCE",342
"ZHENGHUA PRIMARY SCHOOL","SCIENCE",343
"ZHONGHUA PRIMARY SCHOOL","SCIENCE",345
"ADMIRALTY PRIMARY SCHOOL","SCIENCE",1
"AHMAD IBRAHIM PRIMARY SCHOOL","SCIENCE",3
"AI TONG SCHOOL","SCIENCE",5
"ALEXANDRA PRIMARY SCHOOL","SCIENCE",6
"ANCHOR GREEN PRIMARY SCHOOL","SCIENCE",7
"ANDERSON PRIMARY SCHOOL","SCIENCE",8
"ANG MO KIO PRIMARY SCHOOL","SCIENCE",11
"ANGLO-CHINESE SCHOOL (JUNIOR)","SCIENCE",17
"ANGLO-CHINESE SCHOOL (PRIMARY)","SCIENCE",18
"ANGSANA PRIMARY SCHOOL","SCIENCE",19
"BEACON PRIMARY SCHOOL","SCIENCE",23
"BEDOK GREEN PRIMARY SCHOOL","SCIENCE",25
"BENDEMEER PRIMARY SCHOOL","SCIENCE",29
"BLANGAH RISE PRIMARY SCHOOL","SCIENCE",31
"BOON LAY GARDEN PRIMARY SCHOOL","SCIENCE",32
"BUKIT PANJANG PRIMARY SCHOOL","SCIENCE",39
"BUKIT TIMAH PRIMARY SCHOOL","SCIENCE",40
"BUKIT VIEW PRIMARY SCHOOL","SCIENCE",41
"CANBERRA PRIMARY SCHOOL","SCIENCE",43
"CANOSSA CATHOLIC PRIMARY SCHOOL","SCIENCE",45
"CANTONMENT PRIMARY SCHOOL","SCIENCE",46
"CASUARINA PRIMARY SCHOOL","SCIENCE",47
"CATHOLIC HIGH SCHOOL","SCIENCE",48
"CEDAR PRIMARY SCHOOL","SCIENCE",51
"CHANGKAT PRIMARY SCHOOL","SCIENCE",53
"CHIJ (KATONG) PRIMARY","SCIENCE",54
"CHIJ (KELLOCK)","SCIENCE",55
"CHIJ OUR LADY OF GOOD COUNSEL","SCIENCE",57
"CHIJ OUR LADY OF THE NATIVITY","SCIENCE",58
"CHIJ OUR LADY QUEEN OF PEACE","SCIENCE",59
"CHIJ PRIMARY (TOA PAYOH)","SCIENCE",60
"CHIJ ST. NICHOLAS GIRLS' SCHOOL","SCIENCE",63
"CHONGFU SCHOOL","SCIENCE",65
"CHONGZHENG PRIMARY SCHOOL","SCIENCE",66
"CHUA CHU KANG PRIMARY SCHOOL","SCIENCE",68
"CLEMENTI PRIMARY SCHOOL","SCIENCE",72
"COMPASSVALE PRIMARY SCHOOL","SCIENCE",75
"CONCORD PRIMARY SCHOOL","SCIENCE",77
"CORPORATION PRIMARY SCHOOL","SCIENCE",78
"DAMAI PRIMARY SCHOOL","SCIENCE",81
"DAZHONG PRIMARY SCHOOL","SCIENCE",83
"DE LA SALLE SCHOOL","SCIENCE",84
"EAST SPRING PRIMARY SCHOOL","SCIENCE",89
"EDGEFIELD PRIMARY SCHOOL","SCIENCE",91
"ELIAS PARK PRIMARY SCHOOL","SCIENCE",93
"ENDEAVOUR PRIMARY SCHOOL","SCIENCE",94
"EUNOS PRIMARY SCHOOL","SCIENCE",96
"EVERGREEN PRIMARY SCHOOL","SCIENCE",97
"FAIRFIELD METHODIST SCHOOL (PRIMARY)","SCIENCE",99
"FARRER PARK PRIMARY SCHOOL","SCIENCE",102
"FENGSHAN PRIMARY SCHOOL","SCIENCE",103
"FERN GREEN PRIMARY SCHOOL","SCIENCE",104
"FERNVALE PRIMARY SCHOOL","SCIENCE",105
"FIRST TOA PAYOH PRIMARY SCHOOL","SCIENCE",106
"FRONTIER PRIMARY SCHOOL","SCIENCE",107
"FUCHUN PRIMARY SCHOOL","SCIENCE",108
"FUHUA PRIMARY SCHOOL","SCIENCE",110
"GAN ENG SENG PRIMARY SCHOOL","SCIENCE",112
"GEYLANG METHODIST SCHOOL (PRIMARY)","SCIENCE",114
"GONGSHANG PRIMARY SCHOOL","SCIENCE",116
"GREENDALE PRIMARY SCHOOL","SCIENCE",117
"GREENRIDGE PRIMARY SCHOOL","SCIENCE",119
"GREENWOOD PRIMARY SCHOOL","SCIENCE",121
"GUANGYANG PRIMARY SCHOOL","SCIENCE",122
"HAIG GIRLS' SCHOOL","SCIENCE",125
"HENRY PARK PRIMARY SCHOOL","SCIENCE",126
"HOLY INNOCENTS' PRIMARY SCHOOL","SCIENCE",129
"HONG WEN SCHOOL","SCIENCE",130
"HORIZON PRIMARY SCHOOL","SCIENCE",131
"HOUGANG PRIMARY SCHOOL","SCIENCE",132
"HUAMIN PRIMARY SCHOOL","SCIENCE",135
"INNOVA PRIMARY SCHOOL","SCIENCE",137
"JIEMIN PRIMARY SCHOOL","SCIENCE",138
"JING SHAN PRIMARY SCHOOL","SCIENCE",139
"JUNYUAN PRIMARY SCHOOL","SCIENCE",140
"JURONG PRIMARY SCHOOL","SCIENCE",143
"JURONG WEST PRIMARY SCHOOL","SCIENCE",145
"JUYING PRIMARY SCHOOL","SCIENCE",148
"KEMING PRIMARY SCHOOL","SCIENCE",150
"KHENG CHENG SCHOOL","SCIENCE",152
"KONG HWA SCHOOL","SCIENCE",153
"KRANJI PRIMARY SCHOOL","SCIENCE",154
"KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL","SCIENCE",156
"LAKESIDE PRIMARY SCHOOL","SCIENCE",158
"LIANHUA PRIMARY SCHOOL","SCIENCE",159
"MAHA BODHI SCHOOL","SCIENCE",161
"MARSILING PRIMARY SCHOOL","SCIENCE",164
"MARYMOUNT CONVENT SCHOOL","SCIENCE",166
"MAYFLOWER PRIMARY SCHOOL","SCIENCE",167
"MEE TOH SCHOOL","SCIENCE",169
"MERIDIAN PRIMARY SCHOOL","SCIENCE",170
"METHODIST GIRLS' SCHOOL (PRIMARY)","SCIENCE",172
"MONTFORT JUNIOR SCHOOL","SCIENCE",175
"NAN CHIAU PRIMARY SCHOOL","SCIENCE",178
"NAN HUA PRIMARY SCHOOL","SCIENCE",180
"NANYANG PRIMARY SCHOOL","SCIENCE",183
"NAVAL BASE PRIMARY SCHOOL","SCIENCE",185
"NEW TOWN PRIMARY SCHOOL","SCIENCE",187
"NGEE ANN PRIMARY SCHOOL","SCIENCE",189
"NORTH SPRING PRIMARY SCHOOL","SCIENCE",191
"NORTH VIEW PRIMARY SCHOOL","SCIENCE",192
"NORTH VISTA PRIMARY SCHOOL","SCIENCE",193
"NORTHLAND PRIMARY SCHOOL","SCIENCE",196
"NORTHOAKS PRIMARY SCHOOL","SCIENCE",199
"OPERA ESTATE PRIMARY SCHOOL","SCIENCE",203
"PALM VIEW PRIMARY SCHOOL","SCIENCE",206
"PARK VIEW PRIMARY SCHOOL","SCIENCE",207
"PASIR RIS PRIMARY SCHOOL","SCIENCE",209
"PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)","SCIENCE",211
"PEI CHUN PUBLIC SCHOOL","SCIENCE",213
"PEI HWA PRESBYTERIAN PRIMARY SCHOOL","SCIENCE",214
"PEI TONG PRIMARY SCHOOL","SCIENCE",216
"PEIYING PRIMARY SCHOOL","SCIENCE",219
"PIONEER PRIMARY SCHOOL","SCIENCE",221
"POI CHING SCHOOL","SCIENCE",222
"PRINCESS ELIZABETH PRIMARY SCHOOL","SCIENCE",224
"PUNGGOL COVE PRIMARY SCHOOL","SCIENCE",225
"PUNGGOL PRIMARY SCHOOL","SCIENCE",227
"PUNGGOL VIEW PRIMARY SCHOOL","SCIENCE",229
"QIFA PRIMARY SCHOOL","SCIENCE",230
"QIHUA PRIMARY SCHOOL","SCIENCE",231
"QUEENSTOWN PRIMARY SCHOOL","SCIENCE",232
"RADIN MAS PRIMARY SCHOOL","SCIENCE",235
"RAFFLES GIRLS' PRIMARY SCHOOL","SCIENCE",236
"RED SWASTIKA SCHOOL","SCIENCE",239
"RIVER VALLEY PRIMARY SCHOOL","SCIENCE",242
"RIVERSIDE PRIMARY SCHOOL","SCIENCE",243
"RIVERVALE PRIMARY SCHOOL","SCIENCE",245
"ROSYTH SCHOOL","SCIENCE",246
"RULANG PRIMARY SCHOOL","SCIENCE",247
"SEMBAWANG PRIMARY SCHOOL","SCIENCE",250
"SENG KANG PRIMARY SCHOOL","SCIENCE",252
"SENGKANG GREEN PRIMARY SCHOOL","SCIENCE",254
"SHUQUN PRIMARY SCHOOL","SCIENCE",257
"SI LING PRIMARY SCHOOL","SCIENCE",258
"SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL","SCIENCE",259
"SOUTH VIEW PRIMARY SCHOOL","SCIENCE",262
"SPRINGDALE PRIMARY SCHOOL","SCIENCE",264
"ST. ANDREW'S JUNIOR SCHOOL","SCIENCE",267
"ST. ANTHONY'S CANOSSIAN PRIMARY SCHOOL","SCIENCE",269
"ST. ANTHONY'S PRIMARY SCHOOL","SCIENCE",271
"ST. GABRIEL'S PRIMARY SCHOOL","SCIENCE",272
"ST. HILDA'S PRIMARY SCHOOL","SCIENCE",274
"ST. JOSEPH'S INSTITUTION JUNIOR","SCIENCE",277
"ST. MARGARET'S PRIMARY SCHOOL","SCIENCE",278
"ST. STEPHEN'S SCHOOL","SCIENCE",281
"STAMFORD PRIMARY SCHOOL","SCIENCE",282
"TAMPINES NORTH PRIMARY SCHOOL","SCIENCE",285
"TAMPINES PRIMARY SCHOOL","SCIENCE",286
"TANJONG KATONG PRIMARY SCHOOL","SCIENCE",290
"TAO NAN SCHOOL","SCIENCE",292
"TECK GHEE PRIMARY SCHOOL","SCIENCE",293
"TECK WHYE PRIMARY SCHOOL","SCIENCE",294
"TELOK KURAU PRIMARY SCHOOL","SCIENCE",296
"TEMASEK PRIMARY SCHOOL","SCIENCE",298
"TOWNSVILLE PRIMARY SCHOOL","SCIENCE",300
"UNITY PRIMARY SCHOOL","SCIENCE",301
"WATERWAY PRIMARY SCHOOL","SCIENCE",306
"WELLINGTON PRIMARY SCHOOL","SCIENCE",307
"WEST GROVE PRIMARY SCHOOL","SCIENCE",308
"WEST VIEW PRIMARY SCHOOL","SCIENCE",311
"WESTWOOD PRIMARY SCHOOL","SCIENCE",312
"WHITE SANDS PRIMARY SCHOOL","SCIENCE",314
"WOODGROVE PRIMARY SCHOOL","SOCIAL STUDIES",316
"WOODLANDS PRIMARY SCHOOL","SOCIAL STUDIES",318
"WOODLANDS RING PRIMARY SCHOOL","SOCIAL STUDIES",319
"XINGHUA PRIMARY SCHOOL","SOCIAL STUDIES",322
"XINGNAN PRIMARY SCHOOL","SOCIAL STUDIES",323
"XINMIN PRIMARY SCHOOL","SOCIAL STUDIES",324
"XISHAN PRIMARY SCHOOL","SOCIAL STUDIES",326
"YANGZHENG PRIMARY SCHOOL","SOCIAL STUDIES",327
"YEW TEE PRIMARY SCHOOL","SOCIAL STUDIES",328
"YIO CHU KANG PRIMARY SCHOOL","SOCIAL STUDIES",329
"YISHUN PRIMARY SCHOOL","SOCIAL STUDIES",332
"YU NENG PRIMARY SCHOOL","SOCIAL STUDIES",335
"YUHUA PRIMARY SCHOOL","SOCIAL STUDIES",337
"YUMIN PRIMARY SCHOOL","SOCIAL STUDIES",339
"ZHANGDE PRIMARY SCHOOL","SOCIAL STUDIES",342
"ZHENGHUA PRIMARY SCHOOL","SOCIAL STUDIES",343
"ZHONGHUA PRIMARY SCHOOL","SOCIAL STUDIES",345
"ADMIRALTY PRIMARY SCHOOL","SOCIAL STUDIES",1
"AHMAD IBRAHIM PRIMARY SCHOOL","SOCIAL STUDIES",3
"AI TONG SCHOOL","SOCIAL STUDIES",5
"ALEXANDRA PRIMARY SCHOOL","SOCIAL STUDIES",6
"ANCHOR GREEN PRIMARY SCHOOL","SOCIAL STUDIES",7
"ANDERSON PRIMARY SCHOOL","SOCIAL STUDIES",8
"ANG MO KIO PRIMARY SCHOOL","SOCIAL STUDIES",11
"ANGLO-CHINESE SCHOOL (JUNIOR)","SOCIAL STUDIES",17
"ANGLO-CHINESE SCHOOL (PRIMARY)","SOCIAL STUDIES",18
"ANGSANA PRIMARY SCHOOL","SOCIAL STUDIES",19
"BEACON PRIMARY SCHOOL","SOCIAL STUDIES",23
"BEDOK GREEN PRIMARY SCHOOL","SOCIAL STUDIES",25
"BENDEMEER PRIMARY SCHOOL","SOCIAL STUDIES",29
"BLANGAH RISE PRIMARY SCHOOL","SOCIAL STUDIES",31
"BOON LAY GARDEN PRIMARY SCHOOL","SOCIAL STUDIES",32
"BUKIT PANJANG PRIMARY SCHOOL","SOCIAL STUDIES",39
"BUKIT TIMAH PRIMARY SCHOOL","SOCIAL STUDIES",40
"BUKIT VIEW PRIMARY SCHOOL","SOCIAL STUDIES",41
"CANBERRA PRIMARY SCHOOL","SOCIAL STUDIES",43
"CANOSSA CATHOLIC PRIMARY SCHOOL","SOCIAL STUDIES",45
"CANTONMENT PRIMARY SCHOOL","SOCIAL STUDIES",46
"CASUARINA PRIMARY SCHOOL","SOCIAL STUDIES",47
"CATHOLIC HIGH SCHOOL","SOCIAL STUDIES",48
"CEDAR PRIMARY SCHOOL","SOCIAL STUDIES",51
"CHANGKAT PRIMARY SCHOOL","SOCIAL STUDIES",53
"CHIJ (KATONG) PRIMARY","SOCIAL STUDIES",54
"CHIJ OUR LADY OF THE NATIVITY","SOCIAL STUDIES",58
"CHIJ OUR LADY QUEEN OF PEACE","SOCIAL STUDIES",59
"CHIJ PRIMARY (TOA PAYOH)","SOCIAL STUDIES",60
"CHIJ ST. NICHOLAS GIRLS' SCHOOL","SOCIAL STUDIES",63
"CHONGFU SCHOOL","SOCIAL STUDIES",65
"CHONGZHENG PRIMARY SCHOOL","SOCIAL STUDIES",66
"CHUA CHU KANG PRIMARY SCHOOL","SOCIAL STUDIES",68
"CLEMENTI PRIMARY SCHOOL","SOCIAL STUDIES",72
"CONCORD PRIMARY SCHOOL","SOCIAL STUDIES",77
"CORPORATION PRIMARY SCHOOL","SOCIAL STUDIES",78
"DAMAI PRIMARY SCHOOL","SOCIAL STUDIES",81
"DAZHONG PRIMARY SCHOOL","SOCIAL STUDIES",83
"DE LA SALLE SCHOOL","SOCIAL STUDIES",84
"EAST SPRING PRIMARY SCHOOL","SOCIAL STUDIES",89
"EDGEFIELD PRIMARY SCHOOL","SOCIAL STUDIES",91
"ELIAS PARK PRIMARY SCHOOL","SOCIAL STUDIES",93
"ENDEAVOUR PRIMARY SCHOOL","SOCIAL STUDIES",94
"EUNOS PRIMARY SCHOOL","SOCIAL STUDIES",96
"EVERGREEN PRIMARY SCHOOL","SOCIAL STUDIES",97
"FAIRFIELD METHODIST SCHOOL (PRIMARY)","SOCIAL STUDIES",99
"FARRER PARK PRIMARY SCHOOL","SOCIAL STUDIES",102
"FENGSHAN PRIMARY SCHOOL","SOCIAL STUDIES",103
"FERN GREEN PRIMARY SCHOOL","SOCIAL STUDIES",104
"FERNVALE PRIMARY SCHOOL","SOCIAL STUDIES",105
"FIRST TOA PAYOH PRIMARY SCHOOL","SOCIAL STUDIES",106
"FRONTIER PRIMARY SCHOOL","SOCIAL STUDIES",107
"FUCHUN PRIMARY SCHOOL","SOCIAL STUDIES",108
"FUHUA PRIMARY SCHOOL","SOCIAL STUDIES",110
"GAN ENG SENG PRIMARY SCHOOL","SOCIAL STUDIES",112
"GEYLANG METHODIST SCHOOL (PRIMARY)","SOCIAL STUDIES",114
"GONGSHANG PRIMARY SCHOOL","SOCIAL STUDIES",116
"GREENDALE PRIMARY SCHOOL","SOCIAL STUDIES",117
"GREENRIDGE PRIMARY SCHOOL","SOCIAL STUDIES",119
"GREENWOOD PRIMARY SCHOOL","SOCIAL STUDIES",121
"GUANGYANG PRIMARY SCHOOL","SOCIAL STUDIES",122
"HAIG GIRLS' SCHOOL","SOCIAL STUDIES",125
"HENRY PARK PRIMARY SCHOOL","SOCIAL STUDIES",126
"HOLY INNOCENTS' PRIMARY SCHOOL","SOCIAL STUDIES",129
"HONG WEN SCHOOL","SOCIAL STUDIES",130
"HORIZON PRIMARY SCHOOL","SOCIAL STUDIES",131
"HOUGANG PRIMARY SCHOOL","SOCIAL STUDIES",132
"HUAMIN PRIMARY SCHOOL","SOCIAL STUDIES",135
"INNOVA PRIMARY SCHOOL","SOCIAL STUDIES",137
"JIEMIN PRIMARY SCHOOL","SOCIAL STUDIES",138
"JING SHAN PRIMARY SCHOOL","SOCIAL STUDIES",139
"JURONG PRIMARY SCHOOL","SOCIAL STUDIES",143
"JURONG WEST PRIMARY SCHOOL","SOCIAL STUDIES",145
"JUYING PRIMARY SCHOOL","SOCIAL STUDIES",148
"KEMING PRIMARY SCHOOL","SOCIAL STUDIES",150
"KHENG CHENG SCHOOL","SOCIAL STUDIES",152
"KONG HWA SCHOOL","SOCIAL STUDIES",153
"KRANJI PRIMARY SCHOOL","SOCIAL STUDIES",154
"KUO CHUAN PRESBYTERIAN PRIMARY SCHOOL","SOCIAL STUDIES",156
"LAKESIDE PRIMARY SCHOOL","SOCIAL STUDIES",158
"LIANHUA PRIMARY SCHOOL","SOCIAL STUDIES",159
"MAHA BODHI SCHOOL","SOCIAL STUDIES",161
"MARSILING PRIMARY SCHOOL","SOCIAL STUDIES",164
"MARYMOUNT CONVENT SCHOOL","SOCIAL STUDIES",166
"MAYFLOWER PRIMARY SCHOOL","SOCIAL STUDIES",167
"MEE TOH SCHOOL","SOCIAL STUDIES",169
"MERIDIAN PRIMARY SCHOOL","SOCIAL STUDIES",170
"METHODIST GIRLS' SCHOOL (PRIMARY)","SOCIAL STUDIES",172
"MONTFORT JUNIOR SCHOOL","SOCIAL STUDIES",175
"NAN CHIAU PRIMARY SCHOOL","SOCIAL STUDIES",178
"NAN HUA PRIMARY SCHOOL","SOCIAL STUDIES",180
"NANYANG PRIMARY SCHOOL","SOCIAL STUDIES",183
"NAVAL BASE PRIMARY SCHOOL","SOCIAL STUDIES",185
"NEW TOWN PRIMARY SCHOOL","SOCIAL STUDIES",187
"NGEE ANN PRIMARY SCHOOL","SOCIAL STUDIES",189
"NORTH SPRING PRIMARY SCHOOL","SOCIAL STUDIES",191
"NORTH VIEW PRIMARY SCHOOL","SOCIAL STUDIES",192
"NORTH VISTA PRIMARY SCHOOL","SOCIAL STUDIES",193
"NORTHLAND PRIMARY SCHOOL","SOCIAL STUDIES",196
"NORTHOAKS PRIMARY SCHOOL","SOCIAL STUDIES",199
"OASIS PRIMARY SCHOOL","SOCIAL STUDIES",202
"OPERA ESTATE PRIMARY SCHOOL","SOCIAL STUDIES",203
"PALM VIEW PRIMARY SCHOOL","SOCIAL STUDIES",206
"PARK VIEW PRIMARY SCHOOL","SOCIAL STUDIES",207
"PASIR RIS PRIMARY SCHOOL","SOCIAL STUDIES",209
"PAYA LEBAR METHODIST GIRLS' SCHOOL (PRIMARY)","SOCIAL STUDIES",211
"PEI CHUN PUBLIC SCHOOL","SOCIAL STUDIES",213
"PEI HWA PRESBYTERIAN PRIMARY SCHOOL","SOCIAL STUDIES",214
"PEI TONG PRIMARY SCHOOL","SOCIAL STUDIES",216
"PEIYING PRIMARY SCHOOL","SOCIAL STUDIES",219
"PIONEER PRIMARY SCHOOL","SOCIAL STUDIES",221
"POI CHING SCHOOL","SOCIAL STUDIES",222
"PRINCESS ELIZABETH PRIMARY SCHOOL","SOCIAL STUDIES",224
"PUNGGOL COVE PRIMARY SCHOOL","SOCIAL STUDIES",225
"PUNGGOL GREEN PRIMARY SCHOOL","SOCIAL STUDIES",226
"PUNGGOL PRIMARY SCHOOL","SOCIAL STUDIES",227
"PUNGGOL VIEW PRIMARY SCHOOL","SOCIAL STUDIES",229
"QIFA PRIMARY SCHOOL","SOCIAL STUDIES",230
"QIHUA PRIMARY SCHOOL","SOCIAL STUDIES",231
"QUEENSTOWN PRIMARY SCHOOL","SOCIAL STUDIES",232
"RADIN MAS PRIMARY SCHOOL","SOCIAL STUDIES",235
"RAFFLES GIRLS' PRIMARY SCHOOL","SOCIAL STUDIES",236
"RED SWASTIKA SCHOOL","SOCIAL STUDIES",239
"RIVER VALLEY PRIMARY SCHOOL","SOCIAL STUDIES",242
"RIVERSIDE PRIMARY SCHOOL","SOCIAL STUDIES",243
"RIVERVALE PRIMARY SCHOOL","SOCIAL STUDIES",245
"ROSYTH SCHOOL","SOCIAL STUDIES",246
"RULANG PRIMARY SCHOOL","SOCIAL STUDIES",247
"SEMBAWANG PRIMARY SCHOOL","SOCIAL STUDIES",250
"SENG KANG PRIMARY SCHOOL","SOCIAL STUDIES",252
"SENGKANG GREEN PRIMARY SCHOOL","SOCIAL STUDIES",254
"SHUQUN PRIMARY SCHOOL","SOCIAL STUDIES",257
"SI LING PRIMARY SCHOOL","SOCIAL STUDIES",258
"SINGAPORE CHINESE GIRLS' PRIMARY SCHOOL","SOCIAL STUDIES",259
"SOUTH VIEW PRIMARY SCHOOL","SOCIAL STUDIES",262
"SPRINGDALE PRIMARY SCHOOL","SOCIAL STUDIES",264
"ST. ANDREW'S JUNIOR SCHOOL","SOCIAL STUDIES",267
"ST. ANTHONY'S PRIMARY SCHOOL","SOCIAL STUDIES",271
"ST. GABRIEL'S PRIMARY SCHOOL","SOCIAL STUDIES",272
"ST. HILDA'S PRIMARY SCHOOL","SOCIAL STUDIES",274
"ST. JOSEPH'S INSTITUTION JUNIOR","SOCIAL STUDIES",277
"ST. MARGARET'S PRIMARY SCHOOL","SOCIAL STUDIES",278
"ST. STEPHEN'S SCHOOL","SOCIAL STUDIES",281
"STAMFORD PRIMARY SCHOOL","SOCIAL STUDIES",282
"TAMPINES NORTH PRIMARY SCHOOL","SOCIAL STUDIES",285
"TAMPINES PRIMARY SCHOOL","SOCIAL STUDIES",286
"TANJONG KATONG PRIMARY SCHOOL","SOCIAL STUDIES",290
"TAO NAN SCHOOL","SOCIAL STUDIES",292
"TECK GHEE PRIMARY SCHOOL","SOCIAL STUDIES",293
"TECK WHYE PRIMARY SCHOOL","SOCIAL STUDIES",294
"TELOK KURAU PRIMARY SCHOOL","SOCIAL STUDIES",296
"TEMASEK PRIMARY SCHOOL","SOCIAL STUDIES",298
"TOWNSVILLE PRIMARY SCHOOL","SOCIAL STUDIES",300
"UNITY PRIMARY SCHOOL","SOCIAL STUDIES",301
"WATERWAY PRIMARY SCHOOL","SOCIAL STUDIES",306
"WELLINGTON PRIMARY SCHOOL","SOCIAL STUDIES",307
"WEST GROVE PRIMARY SCHOOL","SOCIAL STUDIES",308
"WEST SPRING PRIMARY SCHOOL","SOCIAL STUDIES",309
"WEST VIEW PRIMARY SCHOOL","SOCIAL STUDIES",311
"WESTWOOD PRIMARY SCHOOL","SOCIAL STUDIES",312
"WHITE SANDS PRIMARY SCHOOL","SOCIAL STUDIES",314
"WOODGROVE PRIMARY SCHOOL","HIGHER CHINESE",316
"WOODLANDS PRIMARY SCHOOL","HIGHER CHINESE",318
"WOODLANDS RING PRIMARY SCHOOL","HIGHER CHINESE",319
"XINGHUA PRIMARY SCHOOL","HIGHER CHINESE",322
"XINGNAN PRIMARY SCHOOL","HIGHER CHINESE",323
"XISHAN PRIMARY SCHOOL","HIGHER CHINESE",326
"YANGZHENG PRIMARY SCHOOL","HIGHER CHINESE",327
"YEW TEE PRIMARY SCHOOL","HIGHER CHINESE",328
"YIO CHU KANG PRIMARY SCHOOL","HIGHER CHINESE",329
"YISHUN PRIMARY SCHOOL","HIGHER CHINESE",332
"YU NENG PRIMARY SCHOOL","HIGHER CHINESE",335
"YUHUA PRIMARY SCHOOL","HIGHER CHINESE",337
"YUMIN PRIMARY SCHOOL","HIGHER CHINESE",339
"ZHANGDE PRIMARY SCHOOL","HIGHER CHINESE",342
"ZHENGHUA PRIMARY SCHOOL","HIGHER CHINESE",343
"ZHONGHUA PRIMARY SCHOOL","HIGHER CHINESE",345
"ADMIRALTY PRIMARY SCHOOL","HIGHER CHINESE",1
"AHMAD IBRAHIM PRIMARY SCHOOL","HIGHER CHINESE",3
"AI TONG SCHOOL","HIGHER CHINESE",5
"ALEXANDRA PRIMARY SCHOOL","HIGHER CHINESE",6
"ANCHOR GREEN PRIMARY SCHOOL","HIGHER CHINESE",7
"ANDERSON PRIMARY SCHOOL","HIGHER CHINESE",8
"ANG MO KIO PRIMARY SCHOOL","HIGHER CHINESE",11
"ANGLO-CHINESE SCHOOL (JUNIOR)","HIGHER CHINESE",17
"ANGLO-CHINESE SCHOOL (PRIMARY)","HIGHER CHINESE",18
"ANGSANA PRIMARY SCHOOL","HIGHER CHINESE",19
"BEACON PRIMARY SCHOOL","HIGHER CHINESE",23
