FACT_POSITION.Ausrückzeit,FACT_POSITION.FACT_EINSATZ_SK,FACT_POSITION.FACT_POSITION_SK,FACT_POSITION.UniqueKey
"","8464","925","0000164537000100"
"","8465","14178","0000164554000100"
"","8466","29165","0000164619000100"
"","8467","10099","0000164624000100"
"","8468","9321","0000164672000100"
"","8469","16759","0000164715000100"
"","8470","10100","0000168299000100"
"","8471","12605","0000160927000100"
"","8472","926","0000161108000100"
"","8472","14179","0000161108000200"
"","8473","12606","0000165847000100"
"","8474","16760","0000165853000100"
"","8475","9322","0000165857000100"
"","8476","9323","0000165864000100"
"","8477","7599","0000165866000100"
"","8478","10101","0000166093000100"
"","8479","10102","0000163973000100"
"","8480","7600","0000164054000100"
"","8481","10103","0000164064000100"
"","8482","12607","0000164067000100"
"","8483","14180","0000164125000100"
"","8484","7601","0000164128000200"
"","8484","12608","0000164128000100"
"","8485","9324","0000164130000100"
"","8486","9325","0000164143000200"
"","8486","12609","0000164143000400"
"","8486","16761","0000164143000300"
"","8487","927","0000164145000100"
"","8488","928","0000164152000100"
"","8489","10104","0000164153000100"
"","8490","12610","0000164187000100"
"","8491","9326","0000164241000100"
"","8492","16762","0000162055000100"
"","8493","7602","0000162068000100"
"","8494","10105","0000162069000100"
"","8495","9327","0000162085000100"
"","8496","10106","0000162091000100"
"","8497","7603","0000162103000200"
"","8497","10107","0000162103000100"
"","8497","10108","0000162103000300"
"","8498","29166","0000162104000100"
"","8499","929","0000162124000100"
"","8500","9328","0000162617000100"
"","8501","7604","0000163471000100"
"","8502","29167","0000169111000100"
"","8503","12611","0000169112000100"
"","8504","14181","0000169325000100"
"","8505","7605","0000169333000100"
"","8506","14182","0000162712000100"
"","8506","29168","0000162712000200"
"","8506","29169","0000162712000300"
"","8507","14183","0000169772000100"
"","8508","14184","0000169777000100"
"","8509","29170","0000169942000100"
"","8510","930","0000169981000100"
"","8511","14185","0000169995000100"
"","8512","16763","0000169998000200"
"","8512","29171","0000169998000100"
"","8513","14186","0000170145000200"
"","8513","16764","0000170145000100"
"","8514","7606","0000170149000100"
"","8515","14187","0000170150000100"
"","8516","931","0000170153000100"
"","8517","9329","0000168441000100"
"","8518","932","0000168458000100"
"","8519","7607","0000168752000100"
"","8520","7608","0000168758000100"
"","8521","29172","0000168774000100"
"","8522","16765","0000168776000100"
"","8523","14188","0000168786000100"
"","8524","16766","0000163516000100"
"","8525","10109","0000163519000100"
"","8526","29173","0000164853000100"
"","8527","933","0000165015000200"
"","8527","10110","0000165015000100"
"","8528","10111","0000168321000100"
"","8529","12612","0000168328000100"
"","8530","12613","0000168335000100"
"","8531","14189","0000168339000100"
"","8532","12614","0000168414000100"
"","8533","29174","0000168422000100"
"","8534","934","0000168427000100"
"","8535","7609","0000168435000100"
"","8536","9330","0000168436000100"
"","8537","7610","0000160999000100"
"","8538","12615","0000161001000100"
"","8539","935","0000161061000200"
"","8539","12616","0000161061000100"
"","8540","9331","0000166407000100"
"","8541","7611","0000166414000200"
"","8541","9332","0000166414000100"
"","8542","9333","0000166419000100"
"","8543","9334","0000166425000100"
"","8544","7612","0000166427000100"
"","8545","29175","0000170455000100"
"","8546","12617","0000170463000100"
"","8547","7613","0000162427000100"
"","8548","12618","0000162429000100"
"","8549","16767","0000162433000100"
"","8550","14190","0000162440000100"
"","8551","936","0000162441000300"
"","8551","16768","0000162441000200"
"","8552","12619","0000162449000100"
"","8553","9335","0000169746000100"
"","8554","16769","0000170328000100"
"","8555","7614","0000170333000100"
"","8556","7615","0000169086000100"
"","8557","9336","0000169154000100"
"","8558","29176","0000169489000100"
"","8559","14191","0000169574000100"
"","8560","7616","0000169587000100"
"","8561","937","0000153383000100"
"","8562","7617","0000161359000100"
"","8563","938","0000161360000100"
"","8564","939","0000161363000100"
"","8565","940","0000161369000100"
"","8566","12620","0000161385000100"
"","8567","14192","0000161391000100"
"","8568","29177","0000161395000100"
"","8569","29178","0000161398000100"
"","8570","16770","0000161680000100"
"","8571","29179","0000161811000100"
"","8572","12621","0000161852000200"
"","8572","29180","0000161852000100"
"","8573","9337","0000168469000100"
"","8574","9338","0000168490000100"
"","8575","29181","0000168493000100"
"","8576","10112","0000168611000100"
"","8577","16771","0000168866000100"
"","8578","10113","0000168869000100"
"","8579","7618","0000168873000100"
"","8580","16772","0000168877000100"
"","8581","941","0000168878000100"
"","8581","942","0000168878000200"
"","8582","943","0000168905000100"
"","8583","7619","0000172884000100"
"","8584","16773","0000172885000100"
"","8585","12622","0000172970000100"
"","8586","10114","0000173025000100"
"","8587","7620","0000173026000100"
"","8588","7621","0000173165000100"
"","8589","7622","0000173167000100"
"","8590","29182","0000173171000100"
"","8591","9339","0000173176000100"
"","8592","14193","0000173182000100"
"","8593","29183","0000173209000100"
"","8594","10115","0000173319000100"
"","8595","9340","0000173332000100"
"","8596","7623","0000175904000200"
"","8596","12623","0000175904000100"
"","8597","9341","0000176143000100"
"","8598","12624","0000176164000100"
"","8599","29184","0000170677000100"
"","8600","14194","0000170697000100"
"","8601","16774","0000170703000100"
"","8602","7624","0000170710000100"
"","8603","12625","0000165265000200"
"","8603","14195","0000165265000500"
"","8603","29185","0000165265000100"
"","8604","29186","0000165269000100"
"","8605","16775","0000165270000100"
"","8606","944","0000165310000100"
"","8607","29187","0000165346000100"
"","8608","945","0000165348000100"
"","8609","946","0000165352000100"
"","8610","947","0000175076000100"
"","8611","16776","0000175077000100"
"","8612","29188","0000169619000100"
"","8613","948","0000173543000200"
"","8613","29189","0000173543000100"
"","8614","949","0000173681000100"
"","8615","12626","0000173685000100"
"","8616","10116","0000173834000100"
"","8617","10117","0000173843000100"
"","8618","950","0000173851000100"
"","8619","12627","0000173858000100"
"","8620","7625","0000173859000100"
"","8621","14196","0000173860000100"
"","8622","9342","0000173861000100"
"","8623","14197","0000173864000100"
"","8624","9343","0000173879000100"
"","8625","10118","0000172841000100"
"","8626","951","0000172842000100"
"","8627","9344","0000172844000100"
"","8628","12628","0000172854000100"
"","8629","14198","0000163982000100"
"","8630","7626","0000163984000100"
"","8631","7627","0000163997000100"
"","8632","16777","0000164001000100"
"","8633","10119","0000163191000100"
"","8634","12629","0000163200000100"
"","8635","952","0000163206000100"
"","8636","10120","0000163211000100"
"","8637","12630","0000163217000100"
"","8638","7628","0000163262000100"
"","8639","9345","0000163265000100"
"","8640","14199","0000163274000100"
"","8641","16778","0000163339000100"
"","8642","953","0000158788000200"
"","8642","29190","0000158788000100"
"","8643","14200","0000158790000100"
"","8644","954","0000159450000100"
"","8645","955","0000159454000100"
"","8646","10121","0000156635000100"
"","8647","16779","0000156638000100"
"","8648","12631","0000156642000100"
"","8649","14201","0000156647000100"
"","8650","29191","0000157268000100"
"","8651","9346","0000157276000100"
"","8652","10122","0000157280000100"
"","8653","956","0000157286000100"
"","8653","957","0000157286000200"
"","8654","10123","0000157289000100"
"","8655","16780","0000157290000100"
"","8656","16781","0000157298000100"
"","8657","12632","0000157299000100"
"","8658","29192","0000157301000100"
"","8659","12633","0000157311000100"
"","8660","10124","0000157315000100"
"","8661","10125","0000157357000100"
"","8662","14202","0000162761000200"
"","8662","16782","0000162761000100"
"","8663","14203","0000162762000100"
"","8664","9347","0000162772000100"
"","8665","10126","0000153438000100"
"","8666","16783","0000153439000100"
"","8667","16784","0000153444000100"
"","8668","14204","0000153478000100"
"","8669","10127","0000153488000100"
"","8670","958","0000153491000100"
"","8671","16785","0000153494000100"
"","8672","7629","0000153522000200"
"","8672","16786","0000153522000100"
"","8673","7630","0000161294000100"
"","8674","12634","0000161304000100"
"","8675","7631","0000161313000100"
"","8676","12635","0000161316000100"
"","8677","14205","0000161317000100"
"","8678","9348","0000154022000100"
"","8679","959","0000154027000100"
"","8680","29193","0000154092000100"
"","8681","10128","0000154108000100"
"","8682","960","0000154139000100"
"","8683","16787","0000162148000100"
"","8684","14206","0000162190000100"
"","8685","10129","0000162192000100"
"","8686","12636","0000162193000100"
"","8687","16788","0000155080000200"
"","8688","9349","0000155085000100"
"","8689","16789","0000155089000100"
"","8690","9350","0000155090000100"
"","8691","16790","0000155097000100"
"","8692","7632","0000155098000100"
"","8693","961","0000155099000100"
"","8694","16791","0000155100000100"
"","8695","12637","0000155105000200"
"","8695","29194","0000155105000100"
"","8696","9351","0000155206000100"
"","8697","16792","0000155220000100"
"","8698","962","0000155300000100"
"","8698","14207","0000155300000200"
"","8698","16793","0000155300000300"
"","8699","7633","0000155372000100"
"","8700","12638","0000158185000100"
"","8701","7634","0000158453000100"
"","8702","10130","0000158455000100"
"","8703","963","0000158464000100"
"","8703","964","0000158464000300"
"","8703","7635","0000158464000200"
"","8704","12639","0000158685000100"
"","8705","14208","0000158692000100"
"","8706","965","0000158706000200"
"","8706","12640","0000158706000100"
"","8707","12641","0000158742000100"
"","8708","9352","0000158033000100"
"","8709","14209","0000158036000100"
"","8710","9353","0000158079000100"
"","8711","29195","0000154303000100"
"","8712","7636","0000154305000100"
"","8713","10131","0000154310000100"
"","8714","10132","0000154314000100"
"","8715","14210","0000154321000100"
"","8716","9354","0000158907000100"
"","8717","966","0000159149000100"
"","8718","12642","0000159151000100"
"","8719","967","0000159153000100"
"","8720","10133","0000159158000100"
"","8721","29196","0000159740000100"
"","8722","10134","0000159757000100"
"","8723","7637","0000159762000100"
"","8724","12643","0000159764000100"
"","8725","968","0000159766000100"
"","8725","7638","0000159766000200"
"","8726","969","0000159834000100"
"","8727","10135","0000159839000100"
"","8728","16794","0000159844000100"
"","8729","10136","0000159846000100"
"","8730","10137","0000159889000100"
"","8731","7639","0000147570000100"
"","8732","7640","0000147768000300"
"","8732","9355","0000147768000100"
"","8732","14211","0000147768000200"
"","8733","12644","0000147811000100"
"","8734","14212","0000147909000100"
"","8735","10138","0000147910000100"
"","8736","9356","0000147956000100"
"","8736","16795","0000147956000200"
"","8737","10139","0000153062000100"
"","8738","14213","0000153074000100"
"","8739","14214","0000153364000100"
"","8740","29197","0000153365000100"
"","8741","9357","0000153373000100"
"","8742","9358","0000158130000100"
"","8743","12645","0000158131000100"
"","8744","7641","0000158132000100"
"","8745","29198","0000160491000100"
"","8746","970","0000160494000100"
"","8747","9359","0000160509000100"
"","8748","7642","0000160512000100"
"","8749","14215","0000160521000100"
"","8750","9360","0000160535000100"
"","8750","12646","0000160535000300"
"","8751","29199","0000152600000100"
"","8751","29200","0000152600000200"
"","8752","16796","0000152602000100"
"","8753","16797","0000152621000100"
"","8754","971","0000152630000100"
"","8755","10140","0000150090000100"
"","8756","14216","0000150091000100"
"","8757","29201","0000150096000100"
"","8758","10141","0000150114000200"
"","8758","12647","0000150114000100"
"","8759","14217","0000150341000100"
"","8760","10142","0000150348000100"
"","8761","972","0000150351000100"
"","8762","7643","0000150376000100"
"","8763","9361","0000150385000100"
"","8764","14218","0000149664000100"
"","8765","10143","0000149675000100"
"","8766","7644","0000149681000100"
"","8767","16798","0000149682000100"
"","8768","16799","0000154410000100"
"","8769","7645","0000154430000100"
"","8770","7646","0000154487000100"
"","8771","10144","0000154495000100"
"","8772","973","0000148095000100"
"","8773","12648","0000148102000100"
"","8774","10145","0000148125000100"
"","8775","7647","0000152789000100"
"","8776","12649","0000152791000100"
"","8777","12650","0000152797000100"
"","8778","12651","0000153711000100"
"","8779","7648","0000153719000100"
"","8780","14219","0000153738000100"
"","8781","974","0000153740000100"
"","8782","10146","0000153752000100"
"","8783","10147","0000154071000100"
"","8784","10148","0000154080000100"
"","8785","16800","0000150708000100"
"","8786","29202","0000150709000100"
"","8787","29203","0000150712000100"
"","8788","7649","0000150716000100"
"","8789","975","0000150831000100"
"","8790","9362","0000150841000100"
"","8791","16801","0000150952000100"
"","8792","976","0000150959000100"
"","8792","9363","0000150959000200"
"","8793","16802","0000150960000100"
"","8794","12652","0000150970000100"
"","8795","16803","0000150971000100"
"","8796","10149","0000151070000200"
"","8796","29204","0000151070000100"
"","8797","14220","0000158403000100"
"","8798","12653","0000158413000100"
"","8799","14221","0000158417000100"
"","8800","7650","0000158551000100"
"","8801","10150","0000150387000100"
"","8802","977","0000150388000100"
"","8803","978","0000150426000100"
"","8804","10151","0000156918000100"
"","8805","10152","0000157098000100"
"","8806","14222","0000157099000100"
"","8807","14223","0000157102000200"
"","8807","16804","0000157102000100"
"","8808","14224","0000157104000100"
"","8809","979","0000157109000200"
"","8809","9364","0000157109000100"
"","8810","9365","0000157110000100"
"","8811","980","0000157117000100"
"","8812","12654","0000157118000100"
"","8813","981","0000157120000100"
"","8814","16805","0000156130000100"
"","8815","9366","0000156131000100"
"","8816","7651","0000156148000100"
"","8816","10153","0000156148000200"
"","8817","10154","0000156205000100"
"","8818","29205","0000156210000100"
"","8819","12655","0000156218000100"
"","8820","982","0000156226000100"
"","8821","16806","0000154497000100"
"","8822","14225","0000154505000100"
"","8823","29206","0000154512000100"
"","8824","7652","0000154550000200"
"","8824","16807","0000154550000100"
"","8825","14226","0000154568000100"
"","8826","16808","0000147039000100"
"","8827","983","0000147058000100"
"","8827","984","0000147058000200"
"","8827","29207","0000147058000300"
"","8828","14227","0000147072000100"
"","8829","12656","0000147073000100"
"","8830","10155","0000147105000100"
"","8831","12657","0000147153000100"
"","8832","14228","0000147154000100"
"","8833","10156","0000147156000100"
"","8834","29208","0000147171000100"
"","8835","16809","0000147176000100"
"","8836","985","0000147186000100"
"","8836","29209","0000147186000200"
"","8837","10157","0000147191000100"
"","8837","14229","0000147191000200"
"","8838","29210","0000153968000100"
"","8839","16810","0000153975000100"
"","8840","986","0000153996000100"
"","8841","9367","0000154129000100"
"","8842","12658","0000154138000100"
"","8843","14230","0000154142000100"
"","8844","14231","0000154147000100"
"","8845","12659","0000154148000100"
"","8846","987","0000154150000100"
"","8847","988","0000154153000100"
"","8848","989","0000154205000100"
"","8849","10158","0000154207000100"
"","8850","990","0000151244000100"
"","8851","991","0000151250000100"
"","8852","14232","0000151864000100"
"","8853","9368","0000151956000100"
"","8854","12660","0000151959000100"
"","8855","12661","0000151981000100"
"","8856","9369","0000156074000100"
"","8857","14233","0000156085000100"
"","8858","992","0000156086000100"
"","8859","10159","0000156099000100"
"","8860","7653","0000156101000100"
"","8861","12662","0000156111000100"
"","8862","16811","0000152482000100"
"","8863","12663","0000152573000100"
"","8864","10160","0000152633000100"
"","8865","993","0000152665000100"
"","8866","7654","0000152667000100"
"","8866","29211","0000152667000200"
"","8867","16812","0000152671000100"
"","8868","12664","0000157399000100"
"","8869","7655","0000157803000100"
"","8870","29212","0000149228000100"
"","8871","9370","0000149234000100"
"","8872","994","0000149262000100"
"","8873","14234","0000149265000100"
"","8874","10161","0000149294000100"
"","8875","12665","0000149314000100"
"","8876","29213","0000149316000100"
"","8877","995","0000154990000100"
"","8878","996","0000154992000100"
"","8879","9371","0000148835000200"
"","8879","14235","0000148835000100"
"","8880","16813","0000148862000100"
"","8881","7656","0000148865000200"
"","8881","14236","0000148865000100"
"","8882","997","0000155407000100"
"","8883","14237","0000155423000100"
"","8884","16814","0000153136000100"
"","8885","998","0000153140000100"
"","8886","12666","0000153141000100"
"","8887","9372","0000153224000100"
"","8888","29214","0000153330000100"
"","8889","7657","0000153331000100"
"","8890","29215","0000153347000100"
"","8891","14238","0000153352000100"
"","8892","7658","0000153357000100"
"","8893","12667","0000161231000100"
"","8894","16815","0000156674000100"
"","8895","7659","0000156678000100"
"","8896","7660","0000156682000100"
"","8897","16816","0000156685000100"
"","8898","9373","0000157211000100"
"","8899","16817","0000157219000200"
"","8899","29216","0000157219000100"
"","8900","12668","0000157258000100"
"","8900","16818","0000157258000200"
"","8901","999","0000158212000100"
"","8902","29217","0000158221000100"
"","8903","9374","0000158224000100"
"","8904","10162","0000150285000100"
"","8905","14239","0000150286000100"
"","8906","7661","0000150292000100"
"","8907","14240","0000150296000100"
"","8908","14241","0000150331000100"
"","8909","12669","0000150333000100"
"","8910","1000","0000156795000100"
"","8910","10163","0000156795000200"
"","8911","12670","0000156815000100"
"","8912","9375","0000156869000200"
"","8912","10164","0000156869000100"
"","8913","9376","0000151927000100"
"","8914","10165","0000151950000100"
"","8915","9377","0000155845000100"
"","8916","7662","0000155846000100"
"","8917","16819","0000156241000100"
"","8918","16820","0000156264000100"
"","8919","9378","0000156281000100"
"","8920","16821","0000156305000100"
"","8921","9379","0000156316000100"
"","8921","10166","0000156316000200"
"","8922","16822","0000156494000100"
"","8923","9380","0000156495000100"
"","8924","12671","0000156503000100"
"","8925","9381","0000156522000100"
"","8926","29218","0000159683000100"
"","8927","12672","0000154641000100"
"","8928","14242","0000154660000100"
"","8929","7663","0000154665000100"
"","8930","16823","0000154668000100"
"","8931","12673","0000154671000100"
"","8932","10167","0000154681000100"
"","8933","16824","0000154684000100"
"","8934","14243","0000154689000100"
"","8935","7664","0000154691000100"
"","8935","7665","0000154691000200"
"","8935","9382","0000154691000300"
"","8936","9383","0000159182000100"
"","8937","29219","0000159199000100"
"","8938","14244","0000156895000100"
"","8939","7666","0000156906000100"
"","8940","16825","0000156908000100"
"","8941","16826","0000156969000100"
"","8942","12674","0000156991000100"
"","8943","29220","0000156994000100"
"","8943","29221","0000156994000200"
"","8944","7667","0000156995000100"
"","8945","9384","0000157001000100"
"","8946","1001","0000157005000100"
"","8947","16827","0000157006000100"
"","8948","12675","0000157011000100"
"","8949","10168","0000157190000100"
"","8950","14245","0000148741000100"
"","8951","29222","0000148780000100"
"","8952","14246","0000148787000100"
"","8953","12676","0000148790000100"
"","8954","12677","0000148801000100"
"","8955","16828","0000148802000100"
"","8956","1002","0000148808000100"
"","8957","14247","0000148814000100"
"","8958","7668","0000155266000100"
"","8959","10169","0000155273000100"
"","8960","12678","0000155281000100"
"","8961","16829","0000155282000100"
"","8962","10170","0000155297000100"
"","8963","12679","0000155507000100"
"","8964","10171","0000155518000100"
"","8965","16830","0000155523000100"
"","8966","9385","0000157530000100"
"","8967","14248","0000157531000100"
"","8968","1003","0000157541000100"
"","8969","12680","0000157560000100"
"","8970","12681","0000157562000100"
"","8971","10172","0000157563000100"
"","8972","1004","0000157564000100"
"","8972","29223","0000157564000200"
"","8973","12682","0000157566000100"
"","8974","9386","0000157575000100"
"","8975","9387","0000157579000100"
"","8976","9388","0000153998000100"
"","8977","1005","0000154000000100"
"","8978","9389","0000154003000100"
"","8979","10173","0000154010000100"
"","8980","12683","0000154014000100"
"","8981","29224","0000154018000100"
"","8982","16831","0000149400000100"
"","8983","10174","0000149401000100"
"","8984","1006","0000149553000100"
"","8985","16832","0000149557000100"
"","8986","29225","0000149559000100"
"","8987","1007","0000149570000100"
"","8988","29226","0000154734000100"
"","8989","1008","0000154735000200"
"","8989","7669","0000154735000100"
"","8990","7670","0000154748000100"
"","8991","16833","0000154749000100"
"","8992","12684","0000154755000100"
"","8993","16834","0000158964000100"
"","8994","16835","0000158972000100"
"","8995","12685","0000157500000100"
"","8995","29227","0000157500000200"
"","8996","12686","0000157501000100"
"","8997","16836","0000157505000100"
"","8998","9390","0000157515000100"
"","8999","10175","0000157518000100"
"","9000","12687","0000157524000100"
"","9001","12688","0000157538000100"
"","9001","29228","0000157538000200"
"","9002","1009","0000160460000100"
"","9003","29229","0000160477000100"
"","9004","10176","0000160485000100"
"","9005","7671","0000160615000100"
"","9006","16837","0000160619000100"
"","9007","29230","0000160626000100"
"","9008","10177","0000147477000100"
"","9009","7672","0000147859000100"
"","9010","12689","0000148048000100"
"","9011","9391","0000152996000100"
"","9012","16838","0000152998000100"
"","9013","14249","0000153290000100"
"","9014","12690","0000153298000100"
"","9015","12691","0000153300000100"
"","9016","12692","0000160635000100"
"","9017","1010","0000160638000100"
"","9018","12693","0000160646000100"
"","9019","1011","0000160649000100"
"","9020","1012","0000160650000100"
"","9021","7673","0000160654000100"
"","9022","16839","0000160667000100"
"","9023","9392","0000160719000100"
"","9024","9393","0000160765000100"
"","9025","14250","0000160771000100"
"","9026","9394","0000158988000100"
"","9027","12694","0000158991000100"
"","9028","10178","0000158996000100"
"","9029","7674","0000159213000100"
"","9030","10179","0000159242000100"
"","9031","1013","0000159243000100"
"","9032","16840","0000159246000100"
"","9033","14251","0000159251000100"
"","9034","10180","0000159426000100"
"","9035","16841","0000159443000100"
"","9036","9395","0000156645000100"
"","9037","7675","0000157269000100"
"","9038","9396","0000157279000100"
"","9039","9397","0000157285000100"
"","9040","1014","0000157287000100"
"","9041","7676","0000157295000100"
"","9042","16842","0000157318000100"
"","9043","7677","0000157356000100"
"","9044","12695","0000162769000100"
"","9045","29231","0000153423000100"
"","9046","7678","0000153426000100"
"","9047","29232","0000153433000100"
"","9048","14252","0000153436000100"
"","9048","29233","0000153436000200"
"","9049","29234","0000153469000100"
"","9050","1015","0000153479000100"
"","9051","7679","0000154583000200"
"","9051","16843","0000154583000100"
"","9052","1016","0000154585000100"
"","9053","29235","0000154586000100"
"","9053","29236","0000154586000200"
"","9054","1017","0000154592000200"
"","9055","9398","0000154607000300"
"","9055","10181","0000154607000200"
"","9055","12696","0000154607000100"
"","9056","29237","0000154694000100"
"","9057","29238","0000154696000100"
"","9058","10182","0000154701000100"
"","9059","14253","0000154708000100"
"","9059","14254","0000154708000200"
"","9060","29239","0000154709000100"
"","9061","10183","0000154711000100"
"","9062","10184","0000154713000100"
"","9063","10185","0000154810000100"
"","9064","7680","0000154814000100"
"","9065","16844","0000154828000100"
"","9066","9399","0000154833000100"
"","9067","12697","0000154909000300"
"","9067","14255","0000154909000200"
"","9068","7681","0000154912000100"
"","9069","10186","0000154919000100"
"","9070","14256","0000154921000100"
"","9071","12698","0000154924000100"
"","9072","16845","0000154925000100"
"","9073","1018","0000154936000100"
"","9074","9400","0000154938000200"
"","9074","29240","0000154938000100"
"","9075","9401","0000156256000200"
"","9075","12699","0000156256000100"
"","9076","12700","0000156273000100"
"","9077","1019","0000156412000100"
"","9078","14257","0000156416000200"
"","9078","16846","0000156416000100"
"","9079","14258","0000156421000100"
"","9080","16847","0000156435000100"
"","9081","14259","0000156443000100"
"","9082","7682","0000156446000100"
"","9083","16848","0000156450000100"
"","9084","10187","0000156451000100"
"","9085","12701","0000156453000100"
"","9086","1020","0000159702000100"
"","9087","14260","0000159704000100"
"","9088","12702","0000159709000100"
"","9089","1021","0000148900000100"
"","9090","29241","0000148903000100"
"","9091","1022","0000148909000100"
"","9092","12703","0000155262000100"
"","9093","10188","0000155373000100"
"","9094","1023","0000155424000100"
"","9095","10189","0000155451000100"
"","9096","10190","0000159779000100"
"","9097","16849","0000159790000100"
"","9098","7683","0000159794000100"
"","9099","12704","0000159904000100"
"","9100","14261","0000159907000100"
"","9101","29242","0000159909000100"
"","9102","12705","0000159910000100"
"","9103","7684","0000159911000100"
"","9104","14262","0000159919000100"
"","9105","9402","0000159920000100"
"","9106","9403","0000159923000100"
"","9107","10191","0000159925000100"
"","9108","16850","0000159926000100"
"","9109","29243","0000151321000100"
"","9110","16851","0000151329000100"
"","9111","1024","0000151335000100"
"","9112","9404","0000151469000100"
"","9113","29244","0000151470000100"
"","9114","14263","0000151472000100"
"","9115","7685","0000151484000100"
"","9116","12706","0000151503000100"
"","9117","12707","0000151504000100"
"","9118","16852","0000152019000100"
"","9119","14264","0000152093000100"
"","9119","16853","0000152093000200"
"","9120","1025","0000152281000100"
"","9120","9405","0000152281000200"
"","9121","12708","0000152291000100"
"","9122","12709","0000152320000100"
"","9123","1026","0000152323000100"
"","9124","10192","0000152326000100"
"","9125","29245","0000152336000100"
"","9126","14265","0000152339000100"
"","9127","12710","0000152342000300"
"","9127","16854","0000152342000200"
"","9128","9406","0000152343000300"
"","9128","14266","0000152343000200"
"","9128","29246","0000152343000100"
"","9129","7686","0000148247000100"
"","9130","14267","0000148509000100"
"","9131","7687","0000148514000100"
"","9132","16855","0000148519000100"
"","9133","14268","0000148523000100"
"","9134","29247","0000148588000100"
"","9135","1027","0000148593000300"
"","9135","16856","0000148593000200"
"","9135","29248","0000148593000100"
"","9136","16857","0000148594000100"
"","9137","14269","0000148596000100"
"","9138","12711","0000148702000100"
"","9139","7688","0000148727000100"
"","9140","10193","0000148730000200"
"","9140","14270","0000148730000100"
"","9141","7689","0000148731000200"
"","9141","14271","0000148731000100"
"","9142","12712","0000148750000100"
"","9143","1028","0000148753000300"
"","9143","10194","0000148753000100"
"","9143","29249","0000148753000200"
"","9144","1029","0000148754000100"
"","9145","16858","0000151562000100"
"","9146","12713","0000151838000100"
"","9147","14272","0000151845000100"
"","9148","14273","0000151846000100"
"","9149","12714","0000151869000100"
"","9150","7690","0000151913000100"
"","9151","16859","0000151940000100"
"","9152","7691","0000151973000100"
"","9153","1030","0000149889000100"
"","9154","16860","0000149898000100"
"","9155","29250","0000149902000100"
"","9156","9407","0000149903000100"
"","9157","16861","0000149905000100"
"","9158","7692","0000149906000100"
"","9159","12715","0000149914000100"
"","9160","12716","0000150152000100"
"","9161","1031","0000150154000100"
"","9162","9408","0000150155000100"
"","9163","7693","0000150180000100"
"","9164","10195","0000150185000100"
"","9165","16862","0000150454000100"
"","9166","9409","0000150457000100"
"","9167","14274","0000153584000100"
"","9168","16863","0000153586000100"
"","9169","9410","0000153594000100"
"","9170","1032","0000153596000100"
"","9171","14275","0000147506000100"
"","9172","7694","0000147512000100"
"","9173","16864","0000173747000100"
"","9174","7695","0000173749000100"
"","9175","9411","0000174133000100"
"","9176","1033","0000174137000100"
"","9177","10196","0000174141000100"
"","9178","1034","0000174144000100"
"","9179","12717","0000174157000100"
"","9180","7696","0000176614000100"
"","9181","1035","0000176615000100"
"","9182","29251","0000176616000100"
"","9183","10197","0000174450000100"
"","9184","1036","0000174457000100"
"","9184","9412","0000174457000300"
"","9184","29252","0000174457000200"
"","9185","16865","0000174462000200"
"","9185","16866","0000174462000300"
"","9185","29253","0000174462000100"
"","9186","1037","0000174478000100"
"","9187","10198","0000174537000100"
"","9188","10199","0000174555000300"
"","9188","12718","0000174555000100"
"","9188","16867","0000174555000200"
"","9189","29254","0000174812000100"
"","9190","29255","0000174814000100"
"","9191","14276","0000174824000100"
"","9192","1038","0000174832000300"
"","9192","7697","0000174832000100"
"","9192","7698","0000174832000200"
"","9193","1039","0000174887000100"
"","9194","14277","0000174888000100"
"","9195","14278","0000174889000100"
"","9196","1040","0000174899000100"
"","9197","29256","0000174900000100"
"","9198","12719","0000174920000100"
"","9198","12720","0000174920000200"
"","9199","14279","0000166099000100"
"","9200","12721","0000166113000100"
"","9201","9413","0000166311000100"
"","9202","7699","0000166320000200"
"","9202","10200","0000166320000100"
"","9203","16868","0000166326000100"
"","9204","12722","0000166338000100"
"","9205","10201","0000166343000100"
"","9206","9414","0000167481000100"
"","9207","1041","0000167795000100"
"","9208","1042","0000167801000100"
"","9209","1043","0000167828000100"
"","9210","10202","0000167830000100"
"","9211","1044","0000176624000100"
"","9212","9415","0000176633000200"
"","9213","14280","0000176705000100"
"","9214","1045","0000176712000100"
"","9215","12723","0000176713000100"
"","9216","16869","0000176730000100"
"","9217","7700","0000176744000100"
"","9218","9416","0000176746000100"
"","9219","1046","0000176794000100"
"","9219","29257","0000176794000200"
"","9220","12724","0000176859000100"
"","9220","16870","0000176859000300"
"","9220","29258","0000176859000200"
"","9221","29259","0000170158000100"
"","9222","16871","0000170179000100"
"","9223","1047","0000170184000100"
"","9224","1048","0000170198000100"
"","9225","14281","0000170199000100"
"","9226","1049","0000170300000200"
"","9226","12725","0000170300000100"
"","9227","12726","0000172141000200"
"","9228","29260","0000172149000100"
"","9229","14282","0000172150000100"
"","9230","10203","0000172399000100"
"","9231","7701","0000177223000100"
"","9232","7702","0000179120000100"
"","9233","10204","0000179134000100"
"","9234","29261","0000179138000100"
"","9235","14283","0000179141000100"
"","9236","10205","0000179142000100"
"","9237","1050","0000179151000100"
"","9238","10206","0000179152000100"
"","9239","10207","0000179160000100"
"","9240","29262","0000168957000100"
