Year,County and Region,variable,value
2010,Galway,Inter-annual variation,-0.062281879194630872
2010,Kerry,Inter-annual variation,-0.062850932802028622
2010,Kildare,Inter-annual variation,-0.0908475282596239
2010,Kilkenny,Inter-annual variation,-0.086899835610226184
2010,Laois,Inter-annual variation,-0.068716908865607745
2010,Leitrim,Inter-annual variation,-0.0407174018419777
2010,Limerick,Inter-annual variation,-0.028390823388371206
2010,Longford,Inter-annual variation,-0.071585014409221909
2010,Louth,Inter-annual variation,-0.089387222946544984
2010,Mayo,Inter-annual variation,-0.049674887235662817
2010,Meath,Inter-annual variation,-0.087938022677133035
2010,Midland,Inter-annual variation,-0.070832367261766754
2010,Monaghan,Inter-annual variation,-0.0584841976066278
2010,Offaly,Inter-annual variation,-0.080714501967907956
2010,Roscommon,Inter-annual variation,-0.074525057782287615
2010,Sligo,Inter-annual variation,-0.059407069555302165
2010,Tipperary,Inter-annual variation,-0.058212173143899607
2010,Waterford,Inter-annual variation,-0.064797921158843363
2010,Westmeath,Inter-annual variation,-0.06405775511373403
2010,Wexford,Inter-annual variation,-0.063287787310666241
2010,Wicklow,Inter-annual variation,-0.06014816556914393
2011,Carlow,Inter-annual variation,-0.045467879143443822
2011,Cavan,Inter-annual variation,-0.12021857923497267
2011,Clare,Inter-annual variation,-0.095658354557839248
2011,Cork,Inter-annual variation,-0.072099243157116036
2011,Donegal,Inter-annual variation,-0.0507974802305321
2011,Dublin,Inter-annual variation,-0.046353287216079307
2011,Galway,Inter-annual variation,-0.11325508159175494
2011,Kerry,Inter-annual variation,-0.034596057209122538
2011,Kildare,Inter-annual variation,-0.078267346587979139
2011,Kilkenny,Inter-annual variation,-0.070461882294512043
2011,Laois,Inter-annual variation,-0.086548929478650061
2011,Leitrim,Inter-annual variation,-0.0839930380102184
2011,Limerick,Inter-annual variation,0.047279865395401008
2011,Longford,Inter-annual variation,-0.043270424633722375
2011,Louth,Inter-annual variation,-0.10176965809518355
2011,Mayo,Inter-annual variation,-0.052887875238858413
2011,Meath,Inter-annual variation,-0.12628677504640828
2011,Midland,Inter-annual variation,-0.062882096069869
2011,Monaghan,Inter-annual variation,-0.013622734975883196
2011,Offaly,Inter-annual variation,-0.048149123962587276
2011,Roscommon,Inter-annual variation,-0.091977827861363215
2011,Sligo,Inter-annual variation,-0.047339071402594253
2011,Tipperary,Inter-annual variation,-0.044963606480394457
2011,Waterford,Inter-annual variation,-0.047295300029559562
2011,Westmeath,Inter-annual variation,-0.064646464646464646
2011,Wexford,Inter-annual variation,-0.12325436761463221
2011,Wicklow,Inter-annual variation,-0.022959024085079761
2012,Carlow,Inter-annual variation,0.023355869698832205
2012,Cavan,Inter-annual variation,0.01736458959460362
2012,Clare,Inter-annual variation,0.027115535761068902
2012,Cork,Inter-annual variation,0.026186679749785356
2012,Donegal,Inter-annual variation,0.0062129341993787069
2012,Dublin,Inter-annual variation,0.0425519762394334
2012,Galway,Inter-annual variation,0.043520371924840186
2012,Kerry,Inter-annual variation,0.035101768435101766
2012,Kildare,Inter-annual variation,0.039037732330453163
2012,Kilkenny,Inter-annual variation,0.028250851532758966
2012,Laois,Inter-annual variation,0.015824670595245977
2012,Leitrim,Inter-annual variation,0.013423230156297886
2012,Limerick,Inter-annual variation,0.012531462539495528
2012,Longford,Inter-annual variation,0.032119914346895075
2012,Louth,Inter-annual variation,0.024100994644223411
2012,Mayo,Inter-annual variation,0.02356003904978848
2012,Meath,Inter-annual variation,0.032706670100437804
2012,Midland,Inter-annual variation,0.024231127679403542
2012,Monaghan,Inter-annual variation,-0.035353201612370315
2012,Offaly,Inter-annual variation,0.022835789910732821
2012,Roscommon,Inter-annual variation,0.018313543972630308
2012,Sligo,Inter-annual variation,0.035439333206082585
2012,Tipperary,Inter-annual variation,0.00547019053472649
2012,Waterford,Inter-annual variation,0.030530561588582066
2012,Westmeath,Inter-annual variation,0.029583087898422671
2012,Wexford,Inter-annual variation,0.025407880312117107
2012,Wicklow,Inter-annual variation,0.037904981431681396
2013,Carlow,Inter-annual variation,-0.033513513513513511
2013,Cavan,Inter-annual variation,-0.035974528983128737
2013,Clare,Inter-annual variation,-0.061790587935212346
2013,Cork,Inter-annual variation,-0.02241080499611546
2013,Donegal,Inter-annual variation,-0.051922537187763122
2013,Dublin,Inter-annual variation,-0.022133347942803923
2013,Galway,Inter-annual variation,-0.0655900006187736
2013,Kerry,Inter-annual variation,-0.05892592353813423
2013,Kildare,Inter-annual variation,-0.046485192940472632
2013,Kilkenny,Inter-annual variation,0.0068849051701740712
2013,Laois,Inter-annual variation,-0.00749576326424195
2013,Leitrim,Inter-annual variation,-0.054433288980283052
2013,Limerick,Inter-annual variation,-0.053207806632464168
2013,Longford,Inter-annual variation,-0.035143970828618129
2013,Louth,Inter-annual variation,-0.037230730917693938
2013,Mayo,Inter-annual variation,-0.0639028422458193
2013,Meath,Inter-annual variation,-0.050062344139650876
2013,Midland,Inter-annual variation,-0.027427531522163005
2013,Monaghan,Inter-annual variation,-0.034456774900671325
2013,Offaly,Inter-annual variation,-0.02719707732900345
2013,Roscommon,Inter-annual variation,-0.066996047430830041
2013,Sligo,Inter-annual variation,-0.043259186432346074
2013,Tipperary,Inter-annual variation,0.017238217494956905
2013,Waterford,Inter-annual variation,-0.0338411513217318
2013,Westmeath,Inter-annual variation,-0.042336787235395079
2013,Wexford,Inter-annual variation,-0.022011194264511667
2013,Wicklow,Inter-annual variation,-0.040468846391116593
2014,Carlow,Inter-annual variation,0.0018021377081779766
2014,Cavan,Inter-annual variation,-0.0087844739530132786
2014,Clare,Inter-annual variation,-0.0061850064568748728
2014,Cork,Inter-annual variation,-0.016750213962587114
2014,Donegal,Inter-annual variation,-0.024496743635287151
2014,Dublin,Inter-annual variation,0.013390105888285058
2014,Galway,Inter-annual variation,-0.0090060260909873516
2014,Kerry,Inter-annual variation,0.0034253613756251283
2014,Kildare,Inter-annual variation,0.0040783034257748773
2014,Kilkenny,Inter-annual variation,-0.0057411946845568312
2014,Laois,Inter-annual variation,-0.025349707755959808
2014,Leitrim,Inter-annual variation,-0.023474478700268645
2014,Limerick,Inter-annual variation,-0.010055304172951232
2014,Longford,Inter-annual variation,-0.039095588714406722
2014,Louth,Inter-annual variation,-0.023085876875323333
2014,Mayo,Inter-annual variation,-0.018271973916587421
2014,Meath,Inter-annual variation,0.0070880094506792675
2014,Midland,Inter-annual variation,-0.021117348302592889
2014,Monaghan,Inter-annual variation,0.00092231287690670448
2014,Offaly,Inter-annual variation,-0.017664649836567216
2014,Roscommon,Inter-annual variation,-0.0011297041587234344
2014,Sligo,Inter-annual variation,-0.022864482980089917
2014,Tipperary,Inter-annual variation,-0.049876810287843278
2014,Waterford,Inter-annual variation,0.024555936428794018
2014,Westmeath,Inter-annual variation,-0.011682708264188517
2014,Wexford,Inter-annual variation,0.011381904700662337
2014,Wicklow,Inter-annual variation,0.0057220007715057218
2015,Carlow,Inter-annual variation,0.067427578934309285
2015,Cavan,Inter-annual variation,0.044861225611431715
2015,Clare,Inter-annual variation,0.03221173574066475
2015,Cork,Inter-annual variation,0.02685899030092017
2015,Donegal,Inter-annual variation,0.024580836051892877
2015,Dublin,Inter-annual variation,0.050696594427244585
2015,Galway,Inter-annual variation,0.030136986301369864
2015,Kerry,Inter-annual variation,0.028606540588516419
2015,Kildare,Inter-annual variation,0.066112603886771232
2015,Kilkenny,Inter-annual variation,0.052033997275027576
2015,Laois,Inter-annual variation,0.011926420052557105
2015,Leitrim,Inter-annual variation,0.0249557869915504
2015,Limerick,Inter-annual variation,0.026127193724959089
2015,Longford,Inter-annual variation,0.03953346443344409
2015,Louth,Inter-annual variation,0.03991527106639306
2015,Mayo,Inter-annual variation,0.0022140732027952676
2015,Meath,Inter-annual variation,0.060801564027370476
2015,Midland,Inter-annual variation,0.027102676133260513
2015,Monaghan,Inter-annual variation,0.057130705982421322
2015,Offaly,Inter-annual variation,0.025061946902654866
2015,Roscommon,Inter-annual variation,0.0074927546476284725
2015,Sligo,Inter-annual variation,0.031747075062442488
2015,Tipperary,Inter-annual variation,0.027575738409967743
2015,Waterford,Inter-annual variation,0.031997080114362191
2015,Westmeath,Inter-annual variation,0.037275841225065484
2015,Wexford,Inter-annual variation,0.049529501525940996
2015,Wicklow,Inter-annual variation,0.061305376206609988
2016,Carlow,Inter-annual variation,-0.032310553231055326
2016,Cavan,Inter-annual variation,0.018212900256427116
2016,Clare,Inter-annual variation,0.047174186709070427
2016,Cork,Inter-annual variation,0.018648583192056187
2016,Donegal,Inter-annual variation,0.0030359126249537207
2016,Dublin,Inter-annual variation,0.017469087082346752
2016,Galway,Inter-annual variation,0.044369486248053973
2016,Kerry,Inter-annual variation,0.076463560334528072
2016,Kildare,Inter-annual variation,0.049704003282339843
2016,Kilkenny,Inter-annual variation,-0.027813752698119025
2016,Laois,Inter-annual variation,0.025702490344919431
2016,Leitrim,Inter-annual variation,0.0042177914110429447
2016,Limerick,Inter-annual variation,0.066487021557413109
2016,Longford,Inter-annual variation,0.010110893672537508
2016,Louth,Inter-annual variation,0.032017823042648
2016,Mayo,Inter-annual variation,0.039834311356575766
2016,Meath,Inter-annual variation,0.037903919400417742
2016,Midland,Inter-annual variation,0.018544366899302094
2016,Monaghan,Inter-annual variation,0.0056322918063564436
2016,Offaly,Inter-annual variation,0.014227501899302438
2016,Roscommon,Inter-annual variation,0.050305198905493578
2016,Sligo,Inter-annual variation,0.002166018984519335
2016,Tipperary,Inter-annual variation,0.041730781067273959
2016,Waterford,Inter-annual variation,-0.02198644267609785
2016,Westmeath,Inter-annual variation,0.019489769489769489
2016,Wexford,Inter-annual variation,-0.032713394317562247
2016,Wicklow,Inter-annual variation,0.032405734248885674
2017,Carlow,Inter-annual variation,0.03362959404275763
2017,Cavan,Inter-annual variation,0.069611261784837924
2017,Clare,Inter-annual variation,0.083328060740272061
2017,Cork,Inter-annual variation,0.069602948169281975
2017,Donegal,Inter-annual variation,0.075815738963531665
2017,Dublin,Inter-annual variation,0.056834048714898895
2017,Galway,Inter-annual variation,0.063726708074534164
2017,Kerry,Inter-annual variation,0.062338142804291528
2017,Kildare,Inter-annual variation,0.1317773186665922
2017,Kilkenny,Inter-annual variation,0.062547576757168225
2017,Laois,Inter-annual variation,0.061737211113996361
2017,Leitrim,Inter-annual variation,0.077765050273641334
2017,Limerick,Inter-annual variation,0.06822049193007787
2017,Longford,Inter-annual variation,0.076654827252179522
2017,Louth,Inter-annual variation,0.085610312712021214
2017,Mayo,Inter-annual variation,0.069114327446554241
2017,Meath,Inter-annual variation,0.12400118378218408
2017,Midland,Inter-annual variation,0.065518141477421035
2017,Monaghan,Inter-annual variation,0.088878517135618076
2017,Offaly,Inter-annual variation,0.073067756213823623
2017,Roscommon,Inter-annual variation,0.081429525718102871
2017,Sligo,Inter-annual variation,0.088360561947746483
2017,Tipperary,Inter-annual variation,0.076100443131462331
2017,Waterford,Inter-annual variation,0.060812439729990356
2017,Westmeath,Inter-annual variation,0.057923150206414732
2017,Wexford,Inter-annual variation,0.041711028997306943
2017,Wicklow,Inter-annual variation,0.10250875145857644
2018,Carlow,Inter-annual variation,-0.0038345340460144085
2018,Cavan,Inter-annual variation,-0.036887225307896641
2018,Clare,Inter-annual variation,-0.012323326714168905
2018,Cork,Inter-annual variation,0.014615170880800223
2018,Donegal,Inter-annual variation,0.0099499073629314479
2018,Dublin,Inter-annual variation,0.0095419847328244278
2018,Galway,Inter-annual variation,-0.039063412355482892
2018,Kerry,Inter-annual variation,-0.050612339659875792
2018,Kildare,Inter-annual variation,0.0003453549755784696
2018,Kilkenny,Inter-annual variation,-0.006447761194029851
2018,Laois,Inter-annual variation,-0.0708651788443901
2018,Leitrim,Inter-annual variation,-0.0043693906471421826
2018,Limerick,Inter-annual variation,-0.00062753427302568064
2018,Longford,Inter-annual variation,-0.062559980806142029
2018,Louth,Inter-annual variation,-0.006760979489801716
2018,Mayo,Inter-annual variation,-0.01987207352667205
2018,Meath,Inter-annual variation,-0.01511321748288573
2018,Midland,Inter-annual variation,-0.060999510044096032
2018,Monaghan,Inter-annual variation,-0.048619190496601558
2018,Offaly,Inter-annual variation,-0.053813935778652115
2018,Roscommon,Inter-annual variation,-0.033603063808759034
2018,Sligo,Inter-annual variation,-0.059342328135038841
2018,Tipperary,Inter-annual variation,-0.038873332235216607
2018,Waterford,Inter-annual variation,-0.012158400090903927
2018,Westmeath,Inter-annual variation,-0.057333253286906409
2018,Wexford,Inter-annual variation,-0.00024048578127818193
2018,Wicklow,Inter-annual variation,-0.0078319309943377258
