DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,SpanishDayNameOfWeek,FrenchDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,SpanishMonthName,FrenchMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20090225,2009-02-25 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",25,56,9,"February","Febrero","Février",2,1,2009,1,3,2009,2
20090226,2009-02-26 00:00:00.000,5,"Thursday","Jueves","Jeudi",26,57,9,"February","Febrero","Février",2,1,2009,1,3,2009,2
20090227,2009-02-27 00:00:00.000,6,"Friday","Viernes","Vendredi",27,58,9,"February","Febrero","Février",2,1,2009,1,3,2009,2
20090228,2009-02-28 00:00:00.000,7,"Saturday","Sábado","Samedi",28,59,9,"February","Febrero","Février",2,1,2009,1,3,2009,2
20090301,2009-03-01 00:00:00.000,1,"Sunday","Domingo","Dimanche",1,60,10,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090302,2009-03-02 00:00:00.000,2,"Monday","Lunes","Lundi",2,61,10,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090303,2009-03-03 00:00:00.000,3,"Tuesday","Martes","Mardi",3,62,10,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090304,2009-03-04 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",4,63,10,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090305,2009-03-05 00:00:00.000,5,"Thursday","Jueves","Jeudi",5,64,10,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090306,2009-03-06 00:00:00.000,6,"Friday","Viernes","Vendredi",6,65,10,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090307,2009-03-07 00:00:00.000,7,"Saturday","Sábado","Samedi",7,66,10,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090308,2009-03-08 00:00:00.000,1,"Sunday","Domingo","Dimanche",8,67,11,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090309,2009-03-09 00:00:00.000,2,"Monday","Lunes","Lundi",9,68,11,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090310,2009-03-10 00:00:00.000,3,"Tuesday","Martes","Mardi",10,69,11,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090311,2009-03-11 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",11,70,11,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090312,2009-03-12 00:00:00.000,5,"Thursday","Jueves","Jeudi",12,71,11,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090313,2009-03-13 00:00:00.000,6,"Friday","Viernes","Vendredi",13,72,11,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090314,2009-03-14 00:00:00.000,7,"Saturday","Sábado","Samedi",14,73,11,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090315,2009-03-15 00:00:00.000,1,"Sunday","Domingo","Dimanche",15,74,12,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090316,2009-03-16 00:00:00.000,2,"Monday","Lunes","Lundi",16,75,12,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090317,2009-03-17 00:00:00.000,3,"Tuesday","Martes","Mardi",17,76,12,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090318,2009-03-18 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",18,77,12,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090319,2009-03-19 00:00:00.000,5,"Thursday","Jueves","Jeudi",19,78,12,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090320,2009-03-20 00:00:00.000,6,"Friday","Viernes","Vendredi",20,79,12,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090321,2009-03-21 00:00:00.000,7,"Saturday","Sábado","Samedi",21,80,12,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090322,2009-03-22 00:00:00.000,1,"Sunday","Domingo","Dimanche",22,81,13,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090323,2009-03-23 00:00:00.000,2,"Monday","Lunes","Lundi",23,82,13,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090324,2009-03-24 00:00:00.000,3,"Tuesday","Martes","Mardi",24,83,13,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090325,2009-03-25 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",25,84,13,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090326,2009-03-26 00:00:00.000,5,"Thursday","Jueves","Jeudi",26,85,13,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090327,2009-03-27 00:00:00.000,6,"Friday","Viernes","Vendredi",27,86,13,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090328,2009-03-28 00:00:00.000,7,"Saturday","Sábado","Samedi",28,87,13,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090329,2009-03-29 00:00:00.000,1,"Sunday","Domingo","Dimanche",29,88,14,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090330,2009-03-30 00:00:00.000,2,"Monday","Lunes","Lundi",30,89,14,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20090331,2009-03-31 00:00:00.000,3,"Tuesday","Martes","Mardi",31,90,14,"March","Marzo","Mars",3,1,2009,1,3,2009,2
20080701,2008-07-01 00:00:00.000,3,"Tuesday","Martes","Mardi",1,183,27,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080702,2008-07-02 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",2,184,27,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080703,2008-07-03 00:00:00.000,5,"Thursday","Jueves","Jeudi",3,185,27,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080704,2008-07-04 00:00:00.000,6,"Friday","Viernes","Vendredi",4,186,27,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080705,2008-07-05 00:00:00.000,7,"Saturday","Sábado","Samedi",5,187,27,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080706,2008-07-06 00:00:00.000,1,"Sunday","Domingo","Dimanche",6,188,28,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080707,2008-07-07 00:00:00.000,2,"Monday","Lunes","Lundi",7,189,28,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080708,2008-07-08 00:00:00.000,3,"Tuesday","Martes","Mardi",8,190,28,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080709,2008-07-09 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",9,191,28,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080710,2008-07-10 00:00:00.000,5,"Thursday","Jueves","Jeudi",10,192,28,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080711,2008-07-11 00:00:00.000,6,"Friday","Viernes","Vendredi",11,193,28,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080712,2008-07-12 00:00:00.000,7,"Saturday","Sábado","Samedi",12,194,28,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080713,2008-07-13 00:00:00.000,1,"Sunday","Domingo","Dimanche",13,195,29,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080714,2008-07-14 00:00:00.000,2,"Monday","Lunes","Lundi",14,196,29,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080715,2008-07-15 00:00:00.000,3,"Tuesday","Martes","Mardi",15,197,29,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080716,2008-07-16 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",16,198,29,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080717,2008-07-17 00:00:00.000,5,"Thursday","Jueves","Jeudi",17,199,29,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080718,2008-07-18 00:00:00.000,6,"Friday","Viernes","Vendredi",18,200,29,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080719,2008-07-19 00:00:00.000,7,"Saturday","Sábado","Samedi",19,201,29,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080720,2008-07-20 00:00:00.000,1,"Sunday","Domingo","Dimanche",20,202,30,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080721,2008-07-21 00:00:00.000,2,"Monday","Lunes","Lundi",21,203,30,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080722,2008-07-22 00:00:00.000,3,"Tuesday","Martes","Mardi",22,204,30,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080723,2008-07-23 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",23,205,30,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080724,2008-07-24 00:00:00.000,5,"Thursday","Jueves","Jeudi",24,206,30,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080725,2008-07-25 00:00:00.000,6,"Friday","Viernes","Vendredi",25,207,30,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080726,2008-07-26 00:00:00.000,7,"Saturday","Sábado","Samedi",26,208,30,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080727,2008-07-27 00:00:00.000,1,"Sunday","Domingo","Dimanche",27,209,31,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080728,2008-07-28 00:00:00.000,2,"Monday","Lunes","Lundi",28,210,31,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080729,2008-07-29 00:00:00.000,3,"Tuesday","Martes","Mardi",29,211,31,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080730,2008-07-30 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",30,212,31,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080731,2008-07-31 00:00:00.000,5,"Thursday","Jueves","Jeudi",31,213,31,"July","Julio","Juillet",7,3,2008,2,1,2009,1
20080801,2008-08-01 00:00:00.000,6,"Friday","Viernes","Vendredi",1,214,31,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080802,2008-08-02 00:00:00.000,7,"Saturday","Sábado","Samedi",2,215,31,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080803,2008-08-03 00:00:00.000,1,"Sunday","Domingo","Dimanche",3,216,32,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080804,2008-08-04 00:00:00.000,2,"Monday","Lunes","Lundi",4,217,32,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080805,2008-08-05 00:00:00.000,3,"Tuesday","Martes","Mardi",5,218,32,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080806,2008-08-06 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",6,219,32,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080807,2008-08-07 00:00:00.000,5,"Thursday","Jueves","Jeudi",7,220,32,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080808,2008-08-08 00:00:00.000,6,"Friday","Viernes","Vendredi",8,221,32,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080809,2008-08-09 00:00:00.000,7,"Saturday","Sábado","Samedi",9,222,32,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080810,2008-08-10 00:00:00.000,1,"Sunday","Domingo","Dimanche",10,223,33,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080811,2008-08-11 00:00:00.000,2,"Monday","Lunes","Lundi",11,224,33,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080812,2008-08-12 00:00:00.000,3,"Tuesday","Martes","Mardi",12,225,33,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080813,2008-08-13 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",13,226,33,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080814,2008-08-14 00:00:00.000,5,"Thursday","Jueves","Jeudi",14,227,33,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080815,2008-08-15 00:00:00.000,6,"Friday","Viernes","Vendredi",15,228,33,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080816,2008-08-16 00:00:00.000,7,"Saturday","Sábado","Samedi",16,229,33,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080817,2008-08-17 00:00:00.000,1,"Sunday","Domingo","Dimanche",17,230,34,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080818,2008-08-18 00:00:00.000,2,"Monday","Lunes","Lundi",18,231,34,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080819,2008-08-19 00:00:00.000,3,"Tuesday","Martes","Mardi",19,232,34,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080820,2008-08-20 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",20,233,34,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080821,2008-08-21 00:00:00.000,5,"Thursday","Jueves","Jeudi",21,234,34,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080822,2008-08-22 00:00:00.000,6,"Friday","Viernes","Vendredi",22,235,34,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080823,2008-08-23 00:00:00.000,7,"Saturday","Sábado","Samedi",23,236,34,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080824,2008-08-24 00:00:00.000,1,"Sunday","Domingo","Dimanche",24,237,35,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080825,2008-08-25 00:00:00.000,2,"Monday","Lunes","Lundi",25,238,35,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080826,2008-08-26 00:00:00.000,3,"Tuesday","Martes","Mardi",26,239,35,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080827,2008-08-27 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",27,240,35,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080828,2008-08-28 00:00:00.000,5,"Thursday","Jueves","Jeudi",28,241,35,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080829,2008-08-29 00:00:00.000,6,"Friday","Viernes","Vendredi",29,242,35,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080830,2008-08-30 00:00:00.000,7,"Saturday","Sábado","Samedi",30,243,35,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080831,2008-08-31 00:00:00.000,1,"Sunday","Domingo","Dimanche",31,244,36,"August","Agosto","Août",8,3,2008,2,1,2009,1
20080901,2008-09-01 00:00:00.000,2,"Monday","Lunes","Lundi",1,245,36,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080902,2008-09-02 00:00:00.000,3,"Tuesday","Martes","Mardi",2,246,36,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080903,2008-09-03 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",3,247,36,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080904,2008-09-04 00:00:00.000,5,"Thursday","Jueves","Jeudi",4,248,36,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080905,2008-09-05 00:00:00.000,6,"Friday","Viernes","Vendredi",5,249,36,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080906,2008-09-06 00:00:00.000,7,"Saturday","Sábado","Samedi",6,250,36,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080907,2008-09-07 00:00:00.000,1,"Sunday","Domingo","Dimanche",7,251,37,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080908,2008-09-08 00:00:00.000,2,"Monday","Lunes","Lundi",8,252,37,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080909,2008-09-09 00:00:00.000,3,"Tuesday","Martes","Mardi",9,253,37,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080910,2008-09-10 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",10,254,37,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080911,2008-09-11 00:00:00.000,5,"Thursday","Jueves","Jeudi",11,255,37,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080912,2008-09-12 00:00:00.000,6,"Friday","Viernes","Vendredi",12,256,37,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080913,2008-09-13 00:00:00.000,7,"Saturday","Sábado","Samedi",13,257,37,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080914,2008-09-14 00:00:00.000,1,"Sunday","Domingo","Dimanche",14,258,38,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080915,2008-09-15 00:00:00.000,2,"Monday","Lunes","Lundi",15,259,38,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080916,2008-09-16 00:00:00.000,3,"Tuesday","Martes","Mardi",16,260,38,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080917,2008-09-17 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",17,261,38,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080918,2008-09-18 00:00:00.000,5,"Thursday","Jueves","Jeudi",18,262,38,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080919,2008-09-19 00:00:00.000,6,"Friday","Viernes","Vendredi",19,263,38,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080920,2008-09-20 00:00:00.000,7,"Saturday","Sábado","Samedi",20,264,38,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080921,2008-09-21 00:00:00.000,1,"Sunday","Domingo","Dimanche",21,265,39,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080922,2008-09-22 00:00:00.000,2,"Monday","Lunes","Lundi",22,266,39,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080923,2008-09-23 00:00:00.000,3,"Tuesday","Martes","Mardi",23,267,39,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080924,2008-09-24 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",24,268,39,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080925,2008-09-25 00:00:00.000,5,"Thursday","Jueves","Jeudi",25,269,39,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080926,2008-09-26 00:00:00.000,6,"Friday","Viernes","Vendredi",26,270,39,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080927,2008-09-27 00:00:00.000,7,"Saturday","Sábado","Samedi",27,271,39,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080928,2008-09-28 00:00:00.000,1,"Sunday","Domingo","Dimanche",28,272,40,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080929,2008-09-29 00:00:00.000,2,"Monday","Lunes","Lundi",29,273,40,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20080930,2008-09-30 00:00:00.000,3,"Tuesday","Martes","Mardi",30,274,40,"September","Septiembre","Septembre",9,3,2008,2,1,2009,1
20081001,2008-10-01 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",1,275,40,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081002,2008-10-02 00:00:00.000,5,"Thursday","Jueves","Jeudi",2,276,40,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081003,2008-10-03 00:00:00.000,6,"Friday","Viernes","Vendredi",3,277,40,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081004,2008-10-04 00:00:00.000,7,"Saturday","Sábado","Samedi",4,278,40,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081005,2008-10-05 00:00:00.000,1,"Sunday","Domingo","Dimanche",5,279,41,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081006,2008-10-06 00:00:00.000,2,"Monday","Lunes","Lundi",6,280,41,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081007,2008-10-07 00:00:00.000,3,"Tuesday","Martes","Mardi",7,281,41,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081008,2008-10-08 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",8,282,41,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081009,2008-10-09 00:00:00.000,5,"Thursday","Jueves","Jeudi",9,283,41,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081010,2008-10-10 00:00:00.000,6,"Friday","Viernes","Vendredi",10,284,41,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081011,2008-10-11 00:00:00.000,7,"Saturday","Sábado","Samedi",11,285,41,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081012,2008-10-12 00:00:00.000,1,"Sunday","Domingo","Dimanche",12,286,42,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081013,2008-10-13 00:00:00.000,2,"Monday","Lunes","Lundi",13,287,42,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081014,2008-10-14 00:00:00.000,3,"Tuesday","Martes","Mardi",14,288,42,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081015,2008-10-15 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",15,289,42,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081016,2008-10-16 00:00:00.000,5,"Thursday","Jueves","Jeudi",16,290,42,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081017,2008-10-17 00:00:00.000,6,"Friday","Viernes","Vendredi",17,291,42,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081018,2008-10-18 00:00:00.000,7,"Saturday","Sábado","Samedi",18,292,42,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081019,2008-10-19 00:00:00.000,1,"Sunday","Domingo","Dimanche",19,293,43,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081020,2008-10-20 00:00:00.000,2,"Monday","Lunes","Lundi",20,294,43,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081021,2008-10-21 00:00:00.000,3,"Tuesday","Martes","Mardi",21,295,43,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081022,2008-10-22 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",22,296,43,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081023,2008-10-23 00:00:00.000,5,"Thursday","Jueves","Jeudi",23,297,43,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081024,2008-10-24 00:00:00.000,6,"Friday","Viernes","Vendredi",24,298,43,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081025,2008-10-25 00:00:00.000,7,"Saturday","Sábado","Samedi",25,299,43,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081026,2008-10-26 00:00:00.000,1,"Sunday","Domingo","Dimanche",26,300,44,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081027,2008-10-27 00:00:00.000,2,"Monday","Lunes","Lundi",27,301,44,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081028,2008-10-28 00:00:00.000,3,"Tuesday","Martes","Mardi",28,302,44,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081029,2008-10-29 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",29,303,44,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081030,2008-10-30 00:00:00.000,5,"Thursday","Jueves","Jeudi",30,304,44,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081031,2008-10-31 00:00:00.000,6,"Friday","Viernes","Vendredi",31,305,44,"October","Octubre","Octobre",10,4,2008,2,2,2009,1
20081101,2008-11-01 00:00:00.000,7,"Saturday","Sábado","Samedi",1,306,44,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081102,2008-11-02 00:00:00.000,1,"Sunday","Domingo","Dimanche",2,307,45,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081103,2008-11-03 00:00:00.000,2,"Monday","Lunes","Lundi",3,308,45,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081104,2008-11-04 00:00:00.000,3,"Tuesday","Martes","Mardi",4,309,45,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081105,2008-11-05 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",5,310,45,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081106,2008-11-06 00:00:00.000,5,"Thursday","Jueves","Jeudi",6,311,45,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081107,2008-11-07 00:00:00.000,6,"Friday","Viernes","Vendredi",7,312,45,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081108,2008-11-08 00:00:00.000,7,"Saturday","Sábado","Samedi",8,313,45,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081109,2008-11-09 00:00:00.000,1,"Sunday","Domingo","Dimanche",9,314,46,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081110,2008-11-10 00:00:00.000,2,"Monday","Lunes","Lundi",10,315,46,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081111,2008-11-11 00:00:00.000,3,"Tuesday","Martes","Mardi",11,316,46,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081112,2008-11-12 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",12,317,46,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081113,2008-11-13 00:00:00.000,5,"Thursday","Jueves","Jeudi",13,318,46,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081114,2008-11-14 00:00:00.000,6,"Friday","Viernes","Vendredi",14,319,46,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081115,2008-11-15 00:00:00.000,7,"Saturday","Sábado","Samedi",15,320,46,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081116,2008-11-16 00:00:00.000,1,"Sunday","Domingo","Dimanche",16,321,47,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081117,2008-11-17 00:00:00.000,2,"Monday","Lunes","Lundi",17,322,47,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081118,2008-11-18 00:00:00.000,3,"Tuesday","Martes","Mardi",18,323,47,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081119,2008-11-19 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",19,324,47,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081120,2008-11-20 00:00:00.000,5,"Thursday","Jueves","Jeudi",20,325,47,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081121,2008-11-21 00:00:00.000,6,"Friday","Viernes","Vendredi",21,326,47,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081122,2008-11-22 00:00:00.000,7,"Saturday","Sábado","Samedi",22,327,47,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081123,2008-11-23 00:00:00.000,1,"Sunday","Domingo","Dimanche",23,328,48,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081124,2008-11-24 00:00:00.000,2,"Monday","Lunes","Lundi",24,329,48,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081125,2008-11-25 00:00:00.000,3,"Tuesday","Martes","Mardi",25,330,48,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081126,2008-11-26 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",26,331,48,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081127,2008-11-27 00:00:00.000,5,"Thursday","Jueves","Jeudi",27,332,48,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081128,2008-11-28 00:00:00.000,6,"Friday","Viernes","Vendredi",28,333,48,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081129,2008-11-29 00:00:00.000,7,"Saturday","Sábado","Samedi",29,334,48,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081130,2008-11-30 00:00:00.000,1,"Sunday","Domingo","Dimanche",30,335,49,"November","Noviembre","Novembre",11,4,2008,2,2,2009,1
20081201,2008-12-01 00:00:00.000,2,"Monday","Lunes","Lundi",1,336,49,"December","Diciembre","Décembre",12,4,2008,2,2,2009,1
20081202,2008-12-02 00:00:00.000,3,"Tuesday","Martes","Mardi",2,337,49,"December","Diciembre","Décembre",12,4,2008,2,2,2009,1
20081203,2008-12-03 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",3,338,49,"December","Diciembre","Décembre",12,4,2008,2,2,2009,1
