Date,Year,Quarter,Month,Day,Date Sort,Month Name,MonthInCalendar,QuarterInCalendar,DayInWeek,DayOfWeekName
2013-07-15 00:00:00.000,"2013",3,"7",15,20130715,"July","Jul 2013","Q3 2013",0,"Monday"
2013-07-16 00:00:00.000,"2013",3,"7",16,20130716,"July","Jul 2013","Q3 2013",1,"Tuesday"
2013-07-17 00:00:00.000,"2013",3,"7",17,20130717,"July","Jul 2013","Q3 2013",2,"Wednesday"
2013-07-18 00:00:00.000,"2013",3,"7",18,20130718,"July","Jul 2013","Q3 2013",3,"Thursday"
2013-07-19 00:00:00.000,"2013",3,"7",19,20130719,"July","Jul 2013","Q3 2013",4,"Friday"
2013-07-20 00:00:00.000,"2013",3,"7",20,20130720,"July","Jul 2013","Q3 2013",5,"Saturday"
2013-07-21 00:00:00.000,"2013",3,"7",21,20130721,"July","Jul 2013","Q3 2013",6,"Sunday"
2013-07-22 00:00:00.000,"2013",3,"7",22,20130722,"July","Jul 2013","Q3 2013",0,"Monday"
2013-07-23 00:00:00.000,"2013",3,"7",23,20130723,"July","Jul 2013","Q3 2013",1,"Tuesday"
2013-07-24 00:00:00.000,"2013",3,"7",24,20130724,"July","Jul 2013","Q3 2013",2,"Wednesday"
2013-07-25 00:00:00.000,"2013",3,"7",25,20130725,"July","Jul 2013","Q3 2013",3,"Thursday"
2013-07-26 00:00:00.000,"2013",3,"7",26,20130726,"July","Jul 2013","Q3 2013",4,"Friday"
2013-07-27 00:00:00.000,"2013",3,"7",27,20130727,"July","Jul 2013","Q3 2013",5,"Saturday"
2013-07-28 00:00:00.000,"2013",3,"7",28,20130728,"July","Jul 2013","Q3 2013",6,"Sunday"
2013-07-29 00:00:00.000,"2013",3,"7",29,20130729,"July","Jul 2013","Q3 2013",0,"Monday"
2013-07-30 00:00:00.000,"2013",3,"7",30,20130730,"July","Jul 2013","Q3 2013",1,"Tuesday"
2013-07-31 00:00:00.000,"2013",3,"7",31,20130731,"July","Jul 2013","Q3 2013",2,"Wednesday"
2013-08-01 00:00:00.000,"2013",3,"8",1,20130801,"August","Aug 2013","Q3 2013",3,"Thursday"
2013-08-02 00:00:00.000,"2013",3,"8",2,20130802,"August","Aug 2013","Q3 2013",4,"Friday"
2013-08-03 00:00:00.000,"2013",3,"8",3,20130803,"August","Aug 2013","Q3 2013",5,"Saturday"
2013-08-04 00:00:00.000,"2013",3,"8",4,20130804,"August","Aug 2013","Q3 2013",6,"Sunday"
2013-08-05 00:00:00.000,"2013",3,"8",5,20130805,"August","Aug 2013","Q3 2013",0,"Monday"
2013-08-06 00:00:00.000,"2013",3,"8",6,20130806,"August","Aug 2013","Q3 2013",1,"Tuesday"
2013-08-07 00:00:00.000,"2013",3,"8",7,20130807,"August","Aug 2013","Q3 2013",2,"Wednesday"
2013-08-08 00:00:00.000,"2013",3,"8",8,20130808,"August","Aug 2013","Q3 2013",3,"Thursday"
2013-08-09 00:00:00.000,"2013",3,"8",9,20130809,"August","Aug 2013","Q3 2013",4,"Friday"
2013-08-10 00:00:00.000,"2013",3,"8",10,20130810,"August","Aug 2013","Q3 2013",5,"Saturday"
2013-08-11 00:00:00.000,"2013",3,"8",11,20130811,"August","Aug 2013","Q3 2013",6,"Sunday"
2013-08-12 00:00:00.000,"2013",3,"8",12,20130812,"August","Aug 2013","Q3 2013",0,"Monday"
2013-08-13 00:00:00.000,"2013",3,"8",13,20130813,"August","Aug 2013","Q3 2013",1,"Tuesday"
2013-08-14 00:00:00.000,"2013",3,"8",14,20130814,"August","Aug 2013","Q3 2013",2,"Wednesday"
2013-08-15 00:00:00.000,"2013",3,"8",15,20130815,"August","Aug 2013","Q3 2013",3,"Thursday"
2013-08-16 00:00:00.000,"2013",3,"8",16,20130816,"August","Aug 2013","Q3 2013",4,"Friday"
2013-08-17 00:00:00.000,"2013",3,"8",17,20130817,"August","Aug 2013","Q3 2013",5,"Saturday"
2013-08-18 00:00:00.000,"2013",3,"8",18,20130818,"August","Aug 2013","Q3 2013",6,"Sunday"
2013-08-19 00:00:00.000,"2013",3,"8",19,20130819,"August","Aug 2013","Q3 2013",0,"Monday"
2013-08-20 00:00:00.000,"2013",3,"8",20,20130820,"August","Aug 2013","Q3 2013",1,"Tuesday"
2013-08-21 00:00:00.000,"2013",3,"8",21,20130821,"August","Aug 2013","Q3 2013",2,"Wednesday"
2013-08-22 00:00:00.000,"2013",3,"8",22,20130822,"August","Aug 2013","Q3 2013",3,"Thursday"
2013-08-23 00:00:00.000,"2013",3,"8",23,20130823,"August","Aug 2013","Q3 2013",4,"Friday"
2013-08-24 00:00:00.000,"2013",3,"8",24,20130824,"August","Aug 2013","Q3 2013",5,"Saturday"
2013-08-25 00:00:00.000,"2013",3,"8",25,20130825,"August","Aug 2013","Q3 2013",6,"Sunday"
2013-08-26 00:00:00.000,"2013",3,"8",26,20130826,"August","Aug 2013","Q3 2013",0,"Monday"
2013-08-27 00:00:00.000,"2013",3,"8",27,20130827,"August","Aug 2013","Q3 2013",1,"Tuesday"
2013-08-28 00:00:00.000,"2013",3,"8",28,20130828,"August","Aug 2013","Q3 2013",2,"Wednesday"
2013-08-29 00:00:00.000,"2013",3,"8",29,20130829,"August","Aug 2013","Q3 2013",3,"Thursday"
2013-08-30 00:00:00.000,"2013",3,"8",30,20130830,"August","Aug 2013","Q3 2013",4,"Friday"
2013-08-31 00:00:00.000,"2013",3,"8",31,20130831,"August","Aug 2013","Q3 2013",5,"Saturday"
2013-09-01 00:00:00.000,"2013",3,"9",1,20130901,"September","Sep 2013","Q3 2013",6,"Sunday"
2013-09-02 00:00:00.000,"2013",3,"9",2,20130902,"September","Sep 2013","Q3 2013",0,"Monday"
2013-09-03 00:00:00.000,"2013",3,"9",3,20130903,"September","Sep 2013","Q3 2013",1,"Tuesday"
2013-09-04 00:00:00.000,"2013",3,"9",4,20130904,"September","Sep 2013","Q3 2013",2,"Wednesday"
2013-09-05 00:00:00.000,"2013",3,"9",5,20130905,"September","Sep 2013","Q3 2013",3,"Thursday"
2013-09-06 00:00:00.000,"2013",3,"9",6,20130906,"September","Sep 2013","Q3 2013",4,"Friday"
2013-09-07 00:00:00.000,"2013",3,"9",7,20130907,"September","Sep 2013","Q3 2013",5,"Saturday"
2013-09-08 00:00:00.000,"2013",3,"9",8,20130908,"September","Sep 2013","Q3 2013",6,"Sunday"
2013-09-09 00:00:00.000,"2013",3,"9",9,20130909,"September","Sep 2013","Q3 2013",0,"Monday"
2013-09-10 00:00:00.000,"2013",3,"9",10,20130910,"September","Sep 2013","Q3 2013",1,"Tuesday"
2013-09-11 00:00:00.000,"2013",3,"9",11,20130911,"September","Sep 2013","Q3 2013",2,"Wednesday"
2013-09-12 00:00:00.000,"2013",3,"9",12,20130912,"September","Sep 2013","Q3 2013",3,"Thursday"
2013-09-13 00:00:00.000,"2013",3,"9",13,20130913,"September","Sep 2013","Q3 2013",4,"Friday"
2013-09-14 00:00:00.000,"2013",3,"9",14,20130914,"September","Sep 2013","Q3 2013",5,"Saturday"
2013-09-15 00:00:00.000,"2013",3,"9",15,20130915,"September","Sep 2013","Q3 2013",6,"Sunday"
2013-09-16 00:00:00.000,"2013",3,"9",16,20130916,"September","Sep 2013","Q3 2013",0,"Monday"
2013-09-17 00:00:00.000,"2013",3,"9",17,20130917,"September","Sep 2013","Q3 2013",1,"Tuesday"
2013-09-18 00:00:00.000,"2013",3,"9",18,20130918,"September","Sep 2013","Q3 2013",2,"Wednesday"
2013-09-19 00:00:00.000,"2013",3,"9",19,20130919,"September","Sep 2013","Q3 2013",3,"Thursday"
2013-09-20 00:00:00.000,"2013",3,"9",20,20130920,"September","Sep 2013","Q3 2013",4,"Friday"
2013-09-21 00:00:00.000,"2013",3,"9",21,20130921,"September","Sep 2013","Q3 2013",5,"Saturday"
2013-09-22 00:00:00.000,"2013",3,"9",22,20130922,"September","Sep 2013","Q3 2013",6,"Sunday"
2013-09-23 00:00:00.000,"2013",3,"9",23,20130923,"September","Sep 2013","Q3 2013",0,"Monday"
2013-09-24 00:00:00.000,"2013",3,"9",24,20130924,"September","Sep 2013","Q3 2013",1,"Tuesday"
2013-09-25 00:00:00.000,"2013",3,"9",25,20130925,"September","Sep 2013","Q3 2013",2,"Wednesday"
2013-09-26 00:00:00.000,"2013",3,"9",26,20130926,"September","Sep 2013","Q3 2013",3,"Thursday"
2013-09-27 00:00:00.000,"2013",3,"9",27,20130927,"September","Sep 2013","Q3 2013",4,"Friday"
2013-09-28 00:00:00.000,"2013",3,"9",28,20130928,"September","Sep 2013","Q3 2013",5,"Saturday"
2013-09-29 00:00:00.000,"2013",3,"9",29,20130929,"September","Sep 2013","Q3 2013",6,"Sunday"
2013-09-30 00:00:00.000,"2013",3,"9",30,20130930,"September","Sep 2013","Q3 2013",0,"Monday"
2013-04-01 00:00:00.000,"2013",2,"4",1,20130401,"April","Apr 2013","Q2 2013",0,"Monday"
2013-04-02 00:00:00.000,"2013",2,"4",2,20130402,"April","Apr 2013","Q2 2013",1,"Tuesday"
2013-04-03 00:00:00.000,"2013",2,"4",3,20130403,"April","Apr 2013","Q2 2013",2,"Wednesday"
2013-04-04 00:00:00.000,"2013",2,"4",4,20130404,"April","Apr 2013","Q2 2013",3,"Thursday"
2013-04-05 00:00:00.000,"2013",2,"4",5,20130405,"April","Apr 2013","Q2 2013",4,"Friday"
2013-04-06 00:00:00.000,"2013",2,"4",6,20130406,"April","Apr 2013","Q2 2013",5,"Saturday"
2013-04-07 00:00:00.000,"2013",2,"4",7,20130407,"April","Apr 2013","Q2 2013",6,"Sunday"
2013-04-08 00:00:00.000,"2013",2,"4",8,20130408,"April","Apr 2013","Q2 2013",0,"Monday"
2013-04-09 00:00:00.000,"2013",2,"4",9,20130409,"April","Apr 2013","Q2 2013",1,"Tuesday"
2013-04-10 00:00:00.000,"2013",2,"4",10,20130410,"April","Apr 2013","Q2 2013",2,"Wednesday"
2013-04-11 00:00:00.000,"2013",2,"4",11,20130411,"April","Apr 2013","Q2 2013",3,"Thursday"
2013-04-12 00:00:00.000,"2013",2,"4",12,20130412,"April","Apr 2013","Q2 2013",4,"Friday"
2013-04-13 00:00:00.000,"2013",2,"4",13,20130413,"April","Apr 2013","Q2 2013",5,"Saturday"
2013-04-14 00:00:00.000,"2013",2,"4",14,20130414,"April","Apr 2013","Q2 2013",6,"Sunday"
2013-04-15 00:00:00.000,"2013",2,"4",15,20130415,"April","Apr 2013","Q2 2013",0,"Monday"
2013-04-16 00:00:00.000,"2013",2,"4",16,20130416,"April","Apr 2013","Q2 2013",1,"Tuesday"
2013-04-17 00:00:00.000,"2013",2,"4",17,20130417,"April","Apr 2013","Q2 2013",2,"Wednesday"
2013-04-18 00:00:00.000,"2013",2,"4",18,20130418,"April","Apr 2013","Q2 2013",3,"Thursday"
2013-04-19 00:00:00.000,"2013",2,"4",19,20130419,"April","Apr 2013","Q2 2013",4,"Friday"
2013-04-20 00:00:00.000,"2013",2,"4",20,20130420,"April","Apr 2013","Q2 2013",5,"Saturday"
2013-04-21 00:00:00.000,"2013",2,"4",21,20130421,"April","Apr 2013","Q2 2013",6,"Sunday"
2013-04-22 00:00:00.000,"2013",2,"4",22,20130422,"April","Apr 2013","Q2 2013",0,"Monday"
2013-04-23 00:00:00.000,"2013",2,"4",23,20130423,"April","Apr 2013","Q2 2013",1,"Tuesday"
2013-04-24 00:00:00.000,"2013",2,"4",24,20130424,"April","Apr 2013","Q2 2013",2,"Wednesday"
2013-04-25 00:00:00.000,"2013",2,"4",25,20130425,"April","Apr 2013","Q2 2013",3,"Thursday"
2013-04-26 00:00:00.000,"2013",2,"4",26,20130426,"April","Apr 2013","Q2 2013",4,"Friday"
2013-04-27 00:00:00.000,"2013",2,"4",27,20130427,"April","Apr 2013","Q2 2013",5,"Saturday"
2013-04-28 00:00:00.000,"2013",2,"4",28,20130428,"April","Apr 2013","Q2 2013",6,"Sunday"
2013-04-29 00:00:00.000,"2013",2,"4",29,20130429,"April","Apr 2013","Q2 2013",0,"Monday"
2013-04-30 00:00:00.000,"2013",2,"4",30,20130430,"April","Apr 2013","Q2 2013",1,"Tuesday"
2013-05-01 00:00:00.000,"2013",2,"5",1,20130501,"May","May 2013","Q2 2013",2,"Wednesday"
2013-05-02 00:00:00.000,"2013",2,"5",2,20130502,"May","May 2013","Q2 2013",3,"Thursday"
2013-05-03 00:00:00.000,"2013",2,"5",3,20130503,"May","May 2013","Q2 2013",4,"Friday"
2013-05-04 00:00:00.000,"2013",2,"5",4,20130504,"May","May 2013","Q2 2013",5,"Saturday"
2013-05-05 00:00:00.000,"2013",2,"5",5,20130505,"May","May 2013","Q2 2013",6,"Sunday"
2013-05-06 00:00:00.000,"2013",2,"5",6,20130506,"May","May 2013","Q2 2013",0,"Monday"
2013-05-07 00:00:00.000,"2013",2,"5",7,20130507,"May","May 2013","Q2 2013",1,"Tuesday"
2013-05-08 00:00:00.000,"2013",2,"5",8,20130508,"May","May 2013","Q2 2013",2,"Wednesday"
2013-05-09 00:00:00.000,"2013",2,"5",9,20130509,"May","May 2013","Q2 2013",3,"Thursday"
2013-05-10 00:00:00.000,"2013",2,"5",10,20130510,"May","May 2013","Q2 2013",4,"Friday"
2013-05-11 00:00:00.000,"2013",2,"5",11,20130511,"May","May 2013","Q2 2013",5,"Saturday"
2013-05-12 00:00:00.000,"2013",2,"5",12,20130512,"May","May 2013","Q2 2013",6,"Sunday"
2013-05-13 00:00:00.000,"2013",2,"5",13,20130513,"May","May 2013","Q2 2013",0,"Monday"
2013-05-14 00:00:00.000,"2013",2,"5",14,20130514,"May","May 2013","Q2 2013",1,"Tuesday"
2013-05-15 00:00:00.000,"2013",2,"5",15,20130515,"May","May 2013","Q2 2013",2,"Wednesday"
2013-05-16 00:00:00.000,"2013",2,"5",16,20130516,"May","May 2013","Q2 2013",3,"Thursday"
2013-05-17 00:00:00.000,"2013",2,"5",17,20130517,"May","May 2013","Q2 2013",4,"Friday"
2013-05-18 00:00:00.000,"2013",2,"5",18,20130518,"May","May 2013","Q2 2013",5,"Saturday"
2013-05-19 00:00:00.000,"2013",2,"5",19,20130519,"May","May 2013","Q2 2013",6,"Sunday"
2013-05-20 00:00:00.000,"2013",2,"5",20,20130520,"May","May 2013","Q2 2013",0,"Monday"
2013-05-21 00:00:00.000,"2013",2,"5",21,20130521,"May","May 2013","Q2 2013",1,"Tuesday"
2013-05-22 00:00:00.000,"2013",2,"5",22,20130522,"May","May 2013","Q2 2013",2,"Wednesday"
2013-05-23 00:00:00.000,"2013",2,"5",23,20130523,"May","May 2013","Q2 2013",3,"Thursday"
2013-05-24 00:00:00.000,"2013",2,"5",24,20130524,"May","May 2013","Q2 2013",4,"Friday"
2013-05-25 00:00:00.000,"2013",2,"5",25,20130525,"May","May 2013","Q2 2013",5,"Saturday"
2013-05-26 00:00:00.000,"2013",2,"5",26,20130526,"May","May 2013","Q2 2013",6,"Sunday"
2013-05-27 00:00:00.000,"2013",2,"5",27,20130527,"May","May 2013","Q2 2013",0,"Monday"
2013-05-28 00:00:00.000,"2013",2,"5",28,20130528,"May","May 2013","Q2 2013",1,"Tuesday"
2013-05-29 00:00:00.000,"2013",2,"5",29,20130529,"May","May 2013","Q2 2013",2,"Wednesday"
2013-05-30 00:00:00.000,"2013",2,"5",30,20130530,"May","May 2013","Q2 2013",3,"Thursday"
2013-05-31 00:00:00.000,"2013",2,"5",31,20130531,"May","May 2013","Q2 2013",4,"Friday"
2013-06-01 00:00:00.000,"2013",2,"6",1,20130601,"June","Jun 2013","Q2 2013",5,"Saturday"
2013-06-02 00:00:00.000,"2013",2,"6",2,20130602,"June","Jun 2013","Q2 2013",6,"Sunday"
2013-06-03 00:00:00.000,"2013",2,"6",3,20130603,"June","Jun 2013","Q2 2013",0,"Monday"
2013-06-04 00:00:00.000,"2013",2,"6",4,20130604,"June","Jun 2013","Q2 2013",1,"Tuesday"
2013-06-05 00:00:00.000,"2013",2,"6",5,20130605,"June","Jun 2013","Q2 2013",2,"Wednesday"
2013-06-06 00:00:00.000,"2013",2,"6",6,20130606,"June","Jun 2013","Q2 2013",3,"Thursday"
2013-06-07 00:00:00.000,"2013",2,"6",7,20130607,"June","Jun 2013","Q2 2013",4,"Friday"
2013-06-08 00:00:00.000,"2013",2,"6",8,20130608,"June","Jun 2013","Q2 2013",5,"Saturday"
2013-06-09 00:00:00.000,"2013",2,"6",9,20130609,"June","Jun 2013","Q2 2013",6,"Sunday"
2013-06-10 00:00:00.000,"2013",2,"6",10,20130610,"June","Jun 2013","Q2 2013",0,"Monday"
2013-06-11 00:00:00.000,"2013",2,"6",11,20130611,"June","Jun 2013","Q2 2013",1,"Tuesday"
2013-06-12 00:00:00.000,"2013",2,"6",12,20130612,"June","Jun 2013","Q2 2013",2,"Wednesday"
2013-06-13 00:00:00.000,"2013",2,"6",13,20130613,"June","Jun 2013","Q2 2013",3,"Thursday"
2013-06-14 00:00:00.000,"2013",2,"6",14,20130614,"June","Jun 2013","Q2 2013",4,"Friday"
2013-06-15 00:00:00.000,"2013",2,"6",15,20130615,"June","Jun 2013","Q2 2013",5,"Saturday"
2013-06-16 00:00:00.000,"2013",2,"6",16,20130616,"June","Jun 2013","Q2 2013",6,"Sunday"
2013-06-17 00:00:00.000,"2013",2,"6",17,20130617,"June","Jun 2013","Q2 2013",0,"Monday"
2013-06-18 00:00:00.000,"2013",2,"6",18,20130618,"June","Jun 2013","Q2 2013",1,"Tuesday"
2013-06-19 00:00:00.000,"2013",2,"6",19,20130619,"June","Jun 2013","Q2 2013",2,"Wednesday"
2013-06-20 00:00:00.000,"2013",2,"6",20,20130620,"June","Jun 2013","Q2 2013",3,"Thursday"
2013-06-21 00:00:00.000,"2013",2,"6",21,20130621,"June","Jun 2013","Q2 2013",4,"Friday"
2013-06-22 00:00:00.000,"2013",2,"6",22,20130622,"June","Jun 2013","Q2 2013",5,"Saturday"
2013-06-23 00:00:00.000,"2013",2,"6",23,20130623,"June","Jun 2013","Q2 2013",6,"Sunday"
2013-06-24 00:00:00.000,"2013",2,"6",24,20130624,"June","Jun 2013","Q2 2013",0,"Monday"
2013-06-25 00:00:00.000,"2013",2,"6",25,20130625,"June","Jun 2013","Q2 2013",1,"Tuesday"
2013-06-26 00:00:00.000,"2013",2,"6",26,20130626,"June","Jun 2013","Q2 2013",2,"Wednesday"
2013-06-27 00:00:00.000,"2013",2,"6",27,20130627,"June","Jun 2013","Q2 2013",3,"Thursday"
2013-06-28 00:00:00.000,"2013",2,"6",28,20130628,"June","Jun 2013","Q2 2013",4,"Friday"
2013-06-29 00:00:00.000,"2013",2,"6",29,20130629,"June","Jun 2013","Q2 2013",5,"Saturday"
2013-06-30 00:00:00.000,"2013",2,"6",30,20130630,"June","Jun 2013","Q2 2013",6,"Sunday"
2013-10-01 00:00:00.000,"2013",4,"10",1,20131001,"October","Oct 2013","Q4 2013",1,"Tuesday"
2013-10-02 00:00:00.000,"2013",4,"10",2,20131002,"October","Oct 2013","Q4 2013",2,"Wednesday"
2013-10-03 00:00:00.000,"2013",4,"10",3,20131003,"October","Oct 2013","Q4 2013",3,"Thursday"
2013-10-04 00:00:00.000,"2013",4,"10",4,20131004,"October","Oct 2013","Q4 2013",4,"Friday"
2013-10-05 00:00:00.000,"2013",4,"10",5,20131005,"October","Oct 2013","Q4 2013",5,"Saturday"
2013-10-06 00:00:00.000,"2013",4,"10",6,20131006,"October","Oct 2013","Q4 2013",6,"Sunday"
2013-10-07 00:00:00.000,"2013",4,"10",7,20131007,"October","Oct 2013","Q4 2013",0,"Monday"
2013-10-08 00:00:00.000,"2013",4,"10",8,20131008,"October","Oct 2013","Q4 2013",1,"Tuesday"
2013-10-09 00:00:00.000,"2013",4,"10",9,20131009,"October","Oct 2013","Q4 2013",2,"Wednesday"
2013-10-10 00:00:00.000,"2013",4,"10",10,20131010,"October","Oct 2013","Q4 2013",3,"Thursday"
2013-10-11 00:00:00.000,"2013",4,"10",11,20131011,"October","Oct 2013","Q4 2013",4,"Friday"
2013-10-12 00:00:00.000,"2013",4,"10",12,20131012,"October","Oct 2013","Q4 2013",5,"Saturday"
2013-10-13 00:00:00.000,"2013",4,"10",13,20131013,"October","Oct 2013","Q4 2013",6,"Sunday"
2013-10-14 00:00:00.000,"2013",4,"10",14,20131014,"October","Oct 2013","Q4 2013",0,"Monday"
2013-10-15 00:00:00.000,"2013",4,"10",15,20131015,"October","Oct 2013","Q4 2013",1,"Tuesday"
2013-10-16 00:00:00.000,"2013",4,"10",16,20131016,"October","Oct 2013","Q4 2013",2,"Wednesday"
2013-10-17 00:00:00.000,"2013",4,"10",17,20131017,"October","Oct 2013","Q4 2013",3,"Thursday"
2013-10-18 00:00:00.000,"2013",4,"10",18,20131018,"October","Oct 2013","Q4 2013",4,"Friday"
2013-10-19 00:00:00.000,"2013",4,"10",19,20131019,"October","Oct 2013","Q4 2013",5,"Saturday"
2013-10-20 00:00:00.000,"2013",4,"10",20,20131020,"October","Oct 2013","Q4 2013",6,"Sunday"
2013-10-21 00:00:00.000,"2013",4,"10",21,20131021,"October","Oct 2013","Q4 2013",0,"Monday"
2013-10-22 00:00:00.000,"2013",4,"10",22,20131022,"October","Oct 2013","Q4 2013",1,"Tuesday"
2013-10-23 00:00:00.000,"2013",4,"10",23,20131023,"October","Oct 2013","Q4 2013",2,"Wednesday"
2013-10-24 00:00:00.000,"2013",4,"10",24,20131024,"October","Oct 2013","Q4 2013",3,"Thursday"
2013-10-25 00:00:00.000,"2013",4,"10",25,20131025,"October","Oct 2013","Q4 2013",4,"Friday"
2013-10-26 00:00:00.000,"2013",4,"10",26,20131026,"October","Oct 2013","Q4 2013",5,"Saturday"
2013-10-27 00:00:00.000,"2013",4,"10",27,20131027,"October","Oct 2013","Q4 2013",6,"Sunday"
2013-10-28 00:00:00.000,"2013",4,"10",28,20131028,"October","Oct 2013","Q4 2013",0,"Monday"
2013-10-29 00:00:00.000,"2013",4,"10",29,20131029,"October","Oct 2013","Q4 2013",1,"Tuesday"
2013-10-30 00:00:00.000,"2013",4,"10",30,20131030,"October","Oct 2013","Q4 2013",2,"Wednesday"
2013-10-31 00:00:00.000,"2013",4,"10",31,20131031,"October","Oct 2013","Q4 2013",3,"Thursday"
2013-11-01 00:00:00.000,"2013",4,"11",1,20131101,"November","Nov 2013","Q4 2013",4,"Friday"
2013-11-02 00:00:00.000,"2013",4,"11",2,20131102,"November","Nov 2013","Q4 2013",5,"Saturday"
2013-11-03 00:00:00.000,"2013",4,"11",3,20131103,"November","Nov 2013","Q4 2013",6,"Sunday"
2013-11-04 00:00:00.000,"2013",4,"11",4,20131104,"November","Nov 2013","Q4 2013",0,"Monday"
2013-11-05 00:00:00.000,"2013",4,"11",5,20131105,"November","Nov 2013","Q4 2013",1,"Tuesday"
2013-11-06 00:00:00.000,"2013",4,"11",6,20131106,"November","Nov 2013","Q4 2013",2,"Wednesday"
2013-11-07 00:00:00.000,"2013",4,"11",7,20131107,"November","Nov 2013","Q4 2013",3,"Thursday"
2013-11-08 00:00:00.000,"2013",4,"11",8,20131108,"November","Nov 2013","Q4 2013",4,"Friday"
2013-11-09 00:00:00.000,"2013",4,"11",9,20131109,"November","Nov 2013","Q4 2013",5,"Saturday"
2013-11-10 00:00:00.000,"2013",4,"11",10,20131110,"November","Nov 2013","Q4 2013",6,"Sunday"
2013-11-11 00:00:00.000,"2013",4,"11",11,20131111,"November","Nov 2013","Q4 2013",0,"Monday"
2013-11-12 00:00:00.000,"2013",4,"11",12,20131112,"November","Nov 2013","Q4 2013",1,"Tuesday"
2013-11-13 00:00:00.000,"2013",4,"11",13,20131113,"November","Nov 2013","Q4 2013",2,"Wednesday"
2013-11-14 00:00:00.000,"2013",4,"11",14,20131114,"November","Nov 2013","Q4 2013",3,"Thursday"
2013-11-15 00:00:00.000,"2013",4,"11",15,20131115,"November","Nov 2013","Q4 2013",4,"Friday"
2013-11-16 00:00:00.000,"2013",4,"11",16,20131116,"November","Nov 2013","Q4 2013",5,"Saturday"
2013-11-17 00:00:00.000,"2013",4,"11",17,20131117,"November","Nov 2013","Q4 2013",6,"Sunday"
2013-11-18 00:00:00.000,"2013",4,"11",18,20131118,"November","Nov 2013","Q4 2013",0,"Monday"
2013-11-19 00:00:00.000,"2013",4,"11",19,20131119,"November","Nov 2013","Q4 2013",1,"Tuesday"
2013-11-20 00:00:00.000,"2013",4,"11",20,20131120,"November","Nov 2013","Q4 2013",2,"Wednesday"
2013-11-21 00:00:00.000,"2013",4,"11",21,20131121,"November","Nov 2013","Q4 2013",3,"Thursday"
2013-11-22 00:00:00.000,"2013",4,"11",22,20131122,"November","Nov 2013","Q4 2013",4,"Friday"
2013-11-23 00:00:00.000,"2013",4,"11",23,20131123,"November","Nov 2013","Q4 2013",5,"Saturday"
2013-11-24 00:00:00.000,"2013",4,"11",24,20131124,"November","Nov 2013","Q4 2013",6,"Sunday"
2013-11-25 00:00:00.000,"2013",4,"11",25,20131125,"November","Nov 2013","Q4 2013",0,"Monday"
2013-11-26 00:00:00.000,"2013",4,"11",26,20131126,"November","Nov 2013","Q4 2013",1,"Tuesday"
2013-11-27 00:00:00.000,"2013",4,"11",27,20131127,"November","Nov 2013","Q4 2013",2,"Wednesday"
2013-11-28 00:00:00.000,"2013",4,"11",28,20131128,"November","Nov 2013","Q4 2013",3,"Thursday"
2013-11-29 00:00:00.000,"2013",4,"11",29,20131129,"November","Nov 2013","Q4 2013",4,"Friday"
2013-11-30 00:00:00.000,"2013",4,"11",30,20131130,"November","Nov 2013","Q4 2013",5,"Saturday"
2013-12-01 00:00:00.000,"2013",4,"12",1,20131201,"December","Dec 2013","Q4 2013",6,"Sunday"
2013-12-02 00:00:00.000,"2013",4,"12",2,20131202,"December","Dec 2013","Q4 2013",0,"Monday"
2013-12-03 00:00:00.000,"2013",4,"12",3,20131203,"December","Dec 2013","Q4 2013",1,"Tuesday"
2013-12-04 00:00:00.000,"2013",4,"12",4,20131204,"December","Dec 2013","Q4 2013",2,"Wednesday"
2013-12-05 00:00:00.000,"2013",4,"12",5,20131205,"December","Dec 2013","Q4 2013",3,"Thursday"
2013-12-06 00:00:00.000,"2013",4,"12",6,20131206,"December","Dec 2013","Q4 2013",4,"Friday"
2013-12-07 00:00:00.000,"2013",4,"12",7,20131207,"December","Dec 2013","Q4 2013",5,"Saturday"
2013-12-08 00:00:00.000,"2013",4,"12",8,20131208,"December","Dec 2013","Q4 2013",6,"Sunday"
2013-12-09 00:00:00.000,"2013",4,"12",9,20131209,"December","Dec 2013","Q4 2013",0,"Monday"
2013-12-10 00:00:00.000,"2013",4,"12",10,20131210,"December","Dec 2013","Q4 2013",1,"Tuesday"
2013-12-11 00:00:00.000,"2013",4,"12",11,20131211,"December","Dec 2013","Q4 2013",2,"Wednesday"
2013-12-12 00:00:00.000,"2013",4,"12",12,20131212,"December","Dec 2013","Q4 2013",3,"Thursday"
2013-12-13 00:00:00.000,"2013",4,"12",13,20131213,"December","Dec 2013","Q4 2013",4,"Friday"
2013-12-14 00:00:00.000,"2013",4,"12",14,20131214,"December","Dec 2013","Q4 2013",5,"Saturday"
2013-12-15 00:00:00.000,"2013",4,"12",15,20131215,"December","Dec 2013","Q4 2013",6,"Sunday"
2013-12-16 00:00:00.000,"2013",4,"12",16,20131216,"December","Dec 2013","Q4 2013",0,"Monday"
2013-12-17 00:00:00.000,"2013",4,"12",17,20131217,"December","Dec 2013","Q4 2013",1,"Tuesday"
2013-12-18 00:00:00.000,"2013",4,"12",18,20131218,"December","Dec 2013","Q4 2013",2,"Wednesday"
2013-12-19 00:00:00.000,"2013",4,"12",19,20131219,"December","Dec 2013","Q4 2013",3,"Thursday"
