OrderNumber,OrderDate,Customer Name Index,Channel Index,Currency Index,Warehouse Index,Delivery Region Index,Product Description Index,Order Quantity,Unit Price,Line Total,Total Unit Cost,D_RANK,Cummulative Sales %
"SO - 0004789",2014-11-22 00:00:00.000,2,1,1,1,6,1,2,308.2,616.4,188,4900,0.90767718773099737
"SO - 0004793",2014-11-23 00:00:00.000,2,1,1,1,4,1,2,199.51,399.02,99.76,5914,0.9592968046235808
"SO - 0004922",2014-12-21 00:00:00.000,2,1,1,1,5,1,6,615.66,3693.93,498.68,446,0.20757201399835909
"SO - 0004978",2015-01-03 00:00:00.000,2,1,1,1,4,1,2,112.41,224.82,74.19,6731,0.9840489620084516
"SO - 0004990",2015-01-05 00:00:00.000,2,1,1,1,4,1,6,113.16,678.93,88.26,4640,0.89147843061321586
"SO - 0005020",2015-01-11 00:00:00.000,2,1,1,1,3,1,6,98.27,589.6,60.93,5060,0.91773208462580835
"SO - 0005107",2015-01-30 00:00:00.000,2,1,1,1,3,1,9,116.13,1045.2,55.74,3298,0.77780662292231562
"SO - 0005145",2015-02-08 00:00:00.000,2,1,1,1,6,1,2,276.93,553.87,110.77,5276,0.92972677318225194
"SO - 0005155",2015-02-10 00:00:00.000,2,1,1,1,5,1,4,96.78,387.11,71.62,5961,0.96132238972402717
"SO - 0005167",2015-02-14 00:00:00.000,2,1,1,1,6,1,5,693.82,3469.11,562,574,0.253018340308343
"SO - 0005168",2015-02-14 00:00:00.000,2,1,1,1,5,1,7,430.29,3012.02,361.44,828,0.33556848303981579
"SO - 0005222",2015-02-28 00:00:00.000,2,1,1,1,5,1,3,427.31,1281.93,179.47,2786,0.71936719385234615
"SO - 0005318",2015-03-24 00:00:00.000,2,1,1,1,3,1,1,120.6,120.6,49.45,7361,0.99494085291785483
"SO - 0005363",2015-04-02 00:00:00.000,2,1,1,1,4,1,8,268,2144,198.32,1523,0.51006747365689264
"SO - 0005427",2015-04-16 00:00:00.000,2,1,1,1,6,1,1,111.67,111.67,89.33,7495,0.996629838728358
"SO - 0005438",2015-04-19 00:00:00.000,2,1,1,1,3,1,8,104.97,839.73,77.68,4005,0.84337026579439867
"SO - 0005517",2015-05-07 00:00:00.000,2,1,1,1,6,1,7,117.62,823.36,70.57,4084,0.84998572524070193
"SO - 0005579",2015-05-26 00:00:00.000,2,1,1,1,4,1,8,117.62,940.98,99.98,3595,0.80673943672687853
"SO - 0005654",2015-06-11 00:00:00.000,2,1,1,1,5,1,9,82.63,743.7,70.24,4419,0.87532004769787963
"SO - 0005706",2015-06-24 00:00:00.000,2,1,1,1,6,1,8,93.8,750.4,68.47,4378,0.87339039685295561
"SO - 0005868",2015-08-06 00:00:00.000,2,1,1,1,4,1,6,332.77,1996.6,236.26,1698,0.54562143476060065
"SO - 0005878",2015-08-08 00:00:00.000,2,1,1,1,6,1,8,23.08,184.62,13.39,6988,0.98939886026653634
"SO - 0005900",2015-08-14 00:00:00.000,2,1,1,1,4,1,6,659.58,3957.47,316.6,331,0.16330427328781988
"SO - 0005950",2015-08-25 00:00:00.000,2,1,1,1,6,1,8,410.19,3281.51,332.25,683,0.28957754183506312
"SO - 0005956",2015-08-27 00:00:00.000,2,1,1,1,4,1,7,432.52,3027.66,272.49,814,0.33076498285219824
"SO - 0006021",2015-09-10 00:00:00.000,2,1,1,1,4,1,3,100.5,301.5,57.28,6293,0.972830309127718
"SO - 0006121",2015-10-04 00:00:00.000,2,1,1,1,4,1,8,115.39,923.11,63.46,3627,0.81025924644165237
"SO - 0006126",2015-10-05 00:00:00.000,2,1,1,1,5,1,3,121.34,364.03,78.87,6083,0.96585336354760121
"SO - 0006186",2015-10-17 00:00:00.000,2,1,1,1,5,1,2,192.81,385.62,90.62,5975,0.96162981438880446
"SO - 0006311",2015-11-12 00:00:00.000,2,1,1,1,5,1,3,308.94,926.83,228.62,3625,0.8093405338233387
"SO - 0006344",2015-11-20 00:00:00.000,2,1,1,1,4,1,8,279.91,2239.29,221.13,1395,0.48193877955021158
"SO - 0006479",2015-12-18 00:00:00.000,2,1,1,1,3,1,9,29.78,268,12.51,6421,0.97672228810928319
"SO - 0006557",2016-01-05 00:00:00.000,2,1,1,1,5,1,2,90.82,181.64,57.22,7009,0.98961664950512762
"SO - 0006642",2016-01-20 00:00:00.000,2,1,1,1,6,1,9,278.42,2505.8,200.46,1220,0.44065985624634596
"SO - 0006650",2016-01-21 00:00:00.000,2,1,1,1,5,1,9,589.6,5306.4,347.86,107,0.0622909582233338
"SO - 0006757",2016-02-15 00:00:00.000,2,1,1,1,6,1,5,424.33,2121.67,318.25,1555,0.51664217878182439
"SO - 0006789",2016-02-24 00:00:00.000,2,1,1,1,6,1,2,641.71,1283.42,519.79,2784,0.71821913817120431
"SO - 0006801",2016-02-27 00:00:00.000,2,1,1,1,6,1,1,119.11,119.11,69.08,7382,0.99526146333105725
"SO - 0006810",2016-03-01 00:00:00.000,2,1,1,1,5,1,1,608.21,608.21,273.69,4937,0.90980803492680717
"SO - 0006869",2016-03-13 00:00:00.000,2,1,1,1,5,1,1,588.86,588.86,241.43,5071,0.91790787271314467
"SO - 0006886",2016-03-17 00:00:00.000,2,1,1,1,5,1,2,125.07,250.13,65.03,6539,0.979761851392678
"SO - 0006912",2016-03-22 00:00:00.000,2,1,1,1,4,1,4,444.43,1777.73,373.32,1928,0.59025045263905085
"SO - 0006945",2016-03-29 00:00:00.000,2,1,1,1,6,1,6,443.69,2662.13,186.35,1024,0.39041684303222973
"SO - 0007023",2016-04-14 00:00:00.000,2,1,1,1,4,1,5,124.32,621.61,69.62,4869,0.90644586510830627
"SO - 0007088",2016-04-29 00:00:00.000,2,1,1,1,5,1,8,442.94,3543.56,292.34,499,0.22828744868678078
"SO - 0007200",2016-05-24 00:00:00.000,2,1,1,1,5,1,5,28.29,141.44,19.52,7210,0.99297704311346036
"SO - 0007221",2016-05-30 00:00:00.000,2,1,1,1,5,1,1,256.09,256.09,125.48,6493,0.97825629784122714
"SO - 0007243",2016-06-06 00:00:00.000,2,1,1,1,5,1,6,282.89,1697.33,183.88,2141,0.62657008470972209
"SO - 0007425",2016-07-20 00:00:00.000,2,1,1,1,6,1,5,211.42,1057.11,118.4,3265,0.77383434630516346
"SO - 0007619",2016-09-12 00:00:00.000,2,1,1,1,5,1,4,18.61,74.44,15.82,7771,0.99903647315136035
"SO - 0007621",2016-09-12 00:00:00.000,2,1,1,1,6,1,1,19.36,19.36,8.32,7986,0.99997962980484578
"SO - 0007637",2016-09-16 00:00:00.000,2,1,1,1,6,1,7,26.06,182.39,14.07,6999,0.98959857494966808
"SO - 0007718",2016-10-03 00:00:00.000,2,1,1,1,5,1,1,439.22,439.22,294.28,5703,0.95059021443885894
"SO - 0007733",2016-10-07 00:00:00.000,2,1,1,1,4,1,2,355.1,710.2,220.16,4523,0.8835417255411504
"SO - 0007824",2016-10-27 00:00:00.000,2,1,1,1,4,1,8,24.57,196.53,17.44,6919,0.98809464337164776
"SO - 0007854",2016-10-31 00:00:00.000,2,1,1,1,4,1,8,346.17,2769.33,211.16,952,0.37079983860349391
"SO - 0007870",2016-11-04 00:00:00.000,2,1,1,1,4,1,8,20.1,160.8,13.67,7112,0.99153623714925021
"SO - 0007894",2016-11-11 00:00:00.000,2,1,1,1,4,1,4,125.07,500.27,96.3,5444,0.93870789381352671
"SO - 0008005",2016-12-07 00:00:00.000,2,1,1,1,3,1,9,316.39,2847.5,155.03,914,0.3598859485599743
"SO - 0008070",2016-12-24 00:00:00.000,2,1,1,1,4,1,9,255.34,2298.1,109.8,1354,0.47224850725804851
"SO - 000158",2012-01-14 00:00:00.000,4,1,1,1,10,2,2,263.53,527.07,137.04,5345,0.93331665911477124
"SO - 000208",2012-01-27 00:00:00.000,4,1,1,1,10,2,5,23.08,115.39,15,7447,0.99595705210982088
"SO - 000331",2012-02-22 00:00:00.000,4,1,1,1,10,2,4,432.52,1730.09,302.77,2056,0.61156117446335945
"SO - 000374",2012-03-01 00:00:00.000,4,1,1,1,11,2,2,28.29,56.58,13.01,7833,0.9994544258522351
"SO - 000398",2012-03-08 00:00:00.000,4,1,1,1,10,2,9,265.02,2385.2,161.66,1283,0.45622879809567674
"SO - 000448",2012-03-22 00:00:00.000,4,1,1,1,11,2,9,123.58,1112.2,86.5,3126,0.75951724056458425
"SO - 000510",2012-04-05 00:00:00.000,4,1,1,1,11,2,5,220.36,1101.78,88.14,3155,0.76237783151832439
"SO - 000519",2012-04-06 00:00:00.000,4,1,1,1,11,2,7,128.79,901.52,68.26,3681,0.81460635116793134
"SO - 000559",2012-04-19 00:00:00.000,4,1,1,1,11,2,6,427.31,2563.87,205.11,1166,0.4272761335254861
"SO - 000638",2012-05-03 00:00:00.000,4,1,1,1,10,2,7,102.73,719.13,59.59,4487,0.88127294194348849
"SO - 000764",2012-05-29 00:00:00.000,4,1,1,1,12,2,6,118.37,710.2,61.55,4523,0.8835417255411504
"SO - 000850",2012-06-13 00:00:00.000,4,1,1,1,10,2,1,270.23,270.23,224.29,6411,0.976215077115922
"SO - 000922",2012-06-29 00:00:00.000,4,1,1,1,11,2,4,431.03,1724.13,284.48,2075,0.61499682863396188
"SO - 000985",2012-07-15 00:00:00.000,4,1,1,1,9,2,6,23.08,138.47,17.08,7226,0.99315735083473733
"SO - 0001046",2012-07-28 00:00:00.000,4,1,1,1,10,2,8,76.68,613.42,44.47,4912,0.90834966886128687
"SO - 0001067",2012-08-02 00:00:00.000,4,1,1,1,10,2,1,273.21,273.21,202.18,6404,0.97589135709108044
"SO - 0001088",2012-08-07 00:00:00.000,4,1,1,1,9,2,1,111.67,111.67,62.53,7495,0.996629838728358
"SO - 0001211",2012-09-07 00:00:00.000,4,1,1,1,10,2,3,201,603,124.62,4967,0.91251832168251523
"SO - 0001229",2012-09-11 00:00:00.000,4,1,1,1,11,2,8,262.79,2102.31,134.02,1573,0.520212657752489
"SO - 0001230",2012-09-12 00:00:00.000,4,1,1,1,11,2,5,119.11,595.56,51.22,5014,0.91555293446418085
"SO - 0001302",2012-09-29 00:00:00.000,4,1,1,1,9,2,2,132.51,265.02,70.23,6445,0.97709282644696149
"SO - 0001341",2012-10-08 00:00:00.000,4,1,1,1,11,2,8,213.66,1709.24,98.28,2117,0.622337572903875
"SO - 0001351",2012-10-11 00:00:00.000,4,1,1,1,11,2,8,113.16,905.24,79.21,3667,0.81397720857067046
"SO - 0001364",2012-10-14 00:00:00.000,4,1,1,1,10,2,5,29.78,148.89,17.27,7163,0.99240190725607025
"SO - 0001437",2012-10-27 00:00:00.000,4,1,1,1,10,2,7,444.43,3111.03,226.66,732,0.30661611798741817
"SO - 0001463",2012-11-02 00:00:00.000,4,1,1,1,12,2,3,116.88,350.63,68.96,6136,0.968117402624209
"SO - 0001483",2012-11-05 00:00:00.000,4,1,1,1,11,2,6,432.52,2595.13,307.09,1114,0.41419176242005085
"SO - 0001489",2012-11-06 00:00:00.000,4,1,1,1,10,2,6,262.79,1576.73,134.02,2284,0.64904486402789807
"SO - 0001553",2012-11-20 00:00:00.000,4,1,1,1,10,2,6,658.83,3953,309.65,333,0.16566461579304345
"SO - 0001704",2012-12-26 00:00:00.000,4,1,1,1,10,2,1,23.08,23.08,16.15,7965,0.99993407324802752
"SO - 0001767",2013-01-11 00:00:00.000,4,1,1,1,10,2,3,265.02,795.07,121.91,4219,0.86006216054956952
"SO - 0001843",2013-01-26 00:00:00.000,4,1,1,1,12,2,6,425.82,2554.93,285.3,1177,0.4305840786825324
"SO - 0001852",2013-01-27 00:00:00.000,4,1,1,1,11,2,9,211.42,1902.8,139.54,1798,0.5648911577614909
"SO - 0001864",2013-01-29 00:00:00.000,4,1,1,1,11,2,5,206.21,1031.06,125.79,3352,0.78317045522577011
"SO - 0001874",2013-01-30 00:00:00.000,4,1,1,1,10,2,3,121.34,364.03,98.29,6083,0.96585336354760121
"SO - 0001946",2013-02-15 00:00:00.000,4,1,1,1,10,2,1,88.59,88.59,57.58,7700,0.99843273682749734
"SO - 0002137",2013-03-29 00:00:00.000,4,1,1,1,11,2,9,276.93,2492.4,155.08,1225,0.44239698183024789
"SO - 0002138",2013-03-29 00:00:00.000,4,1,1,1,9,2,1,116.13,116.13,66.2,7425,0.99579630160683286
"SO - 0002395",2013-05-25 00:00:00.000,4,1,1,1,10,2,5,121.34,606.72,76.45,4948,0.91107661915507732
"SO - 0002432",2013-06-03 00:00:00.000,4,1,1,1,10,2,1,434.01,434.01,173.6,5747,0.95241238217940261
"SO - 0002445",2013-06-07 00:00:00.000,4,1,1,1,11,2,7,111.67,781.67,90.45,4266,0.86436956772489582
"SO - 0002532",2013-06-29 00:00:00.000,4,1,1,1,12,2,9,572.48,5152.3,463.71,126,0.0721740562893878
"SO - 0002651",2013-07-27 00:00:00.000,4,1,1,1,10,2,1,425.82,425.82,315.11,5808,0.95531993672703575
"SO - 0002699",2013-08-08 00:00:00.000,4,1,1,1,12,2,3,203.23,609.7,148.36,4931,0.90962632116353137
"SO - 0002717",2013-08-13 00:00:00.000,4,1,1,1,11,2,2,97.52,195.04,64.36,6930,0.98821116574390933
"SO - 0002785",2013-08-26 00:00:00.000,4,1,1,1,10,2,3,99.01,297.03,76.24,6311,0.97339426431426745
"SO - 0002827",2013-09-07 00:00:00.000,4,1,1,1,12,2,9,115.39,1038.5,85.39,3317,0.78029082150789031
"SO - 0002889",2013-09-17 00:00:00.000,4,1,1,1,10,2,6,193.56,1161.33,129.68,3001,0.745074580149392
"SO - 0003303",2013-12-26 00:00:00.000,4,1,1,1,11,2,5,97.52,487.61,68.27,5517,0.94199635936819071
"SO - 0003365",2014-01-08 00:00:00.000,4,1,1,1,11,2,6,114.64,687.87,95.15,4609,0.88951174105967479
"SO - 0003395",2014-01-15 00:00:00.000,4,1,1,1,10,2,1,194.3,194.3,143.78,6935,0.98830783735054317
"SO - 0003454",2014-01-28 00:00:00.000,4,1,1,1,12,2,9,186.11,1675,74.44,2179,0.63226815498842581
"SO - 0003635",2014-03-11 00:00:00.000,4,1,1,1,12,2,8,123.58,988.62,60.55,3477,0.7963026795227961
"SO - 0003655",2014-03-14 00:00:00.000,4,1,1,1,10,2,2,218.87,437.73,140.07,5714,0.95111320235783159
"SO - 0003726",2014-04-01 00:00:00.000,4,1,1,1,10,2,4,20.84,83.38,17.51,7724,0.99865490240912469
"SO - 0003824",2014-04-23 00:00:00.000,4,1,1,1,11,2,2,666.28,1332.56,266.51,2598,0.69441384807719631
"SO - 0003935",2014-05-17 00:00:00.000,4,1,1,1,11,2,2,289.59,579.18,237.46,5124,0.92110337232317285
"SO - 0003952",2014-05-20 00:00:00.000,4,1,1,1,10,2,7,128.79,901.52,55.38,3681,0.81460635116793134
"SO - 0003982",2014-05-28 00:00:00.000,4,1,1,1,10,2,2,567.27,1134.53,226.91,3066,0.75248925158010427
"SO - 0004021",2014-06-03 00:00:00.000,4,1,1,1,12,2,1,119.86,119.86,68.32,7374,0.99503626873892448
"SO - 0004038",2014-06-06 00:00:00.000,4,1,1,1,10,2,6,438.48,2630.87,192.93,1066,0.40146992725331765
"SO - 0004101",2014-06-18 00:00:00.000,4,1,1,1,12,2,1,123.58,123.58,103.81,7330,0.9944812065441242
"SO - 0004160",2014-07-03 00:00:00.000,4,1,1,1,11,2,2,265.02,530.04,119.26,5335,0.9327912949549686
"SO - 0004224",2014-07-20 00:00:00.000,4,1,1,1,10,2,8,430.29,3442.31,339.93,600,0.261954277536196
"SO - 0004251",2014-07-26 00:00:00.000,4,1,1,1,12,2,7,127.3,891.1,82.75,3709,0.817809695954971
"SO - 0004255",2014-07-26 00:00:00.000,4,1,1,1,11,2,2,559.82,1119.64,403.07,3102,0.75663234986165184
"SO - 0004371",2014-08-22 00:00:00.000,4,1,1,1,11,2,9,26.06,234.5,14.07,6669,0.98265658737482808
"SO - 0004423",2014-09-02 00:00:00.000,4,1,1,1,11,2,4,132.51,530.04,66.26,5335,0.9327912949549686
"SO - 0004485",2014-09-16 00:00:00.000,4,1,1,1,11,2,5,94.54,472.72,39.71,5573,0.944568493790614
"SO - 0004501",2014-09-20 00:00:00.000,4,1,1,1,11,2,7,369.99,2589.92,233.09,1128,0.41676989615401705
"SO - 0004546",2014-10-02 00:00:00.000,4,1,1,1,12,2,4,287.36,1149.42,183.91,3027,0.74794420738578626
"SO - 0004582",2014-10-09 00:00:00.000,4,1,1,1,12,2,9,276.19,2485.7,121.52,1234,0.44388253833993968
"SO - 0004661",2014-10-25 00:00:00.000,4,1,1,1,9,2,6,203.23,1219.4,83.33,2906,0.733891491275051
"SO - 0004820",2014-11-28 00:00:00.000,4,1,1,1,12,2,6,107.94,647.67,68,4761,0.89964189354137725
"SO - 0004906",2014-12-19 00:00:00.000,4,1,1,1,10,2,3,432.52,1297.57,246.54,2728,0.71128722872330241
"SO - 0005006",2015-01-08 00:00:00.000,4,1,1,1,12,2,1,221.1,221.1,154.77,6754,0.98464565419126138
"SO - 0005042",2015-01-16 00:00:00.000,4,1,1,1,11,2,4,23.82,95.29,13.82,7651,0.99808013174452548
"SO - 0005056",2015-01-19 00:00:00.000,4,1,1,1,10,2,5,432.52,2162.61,311.42,1496,0.50385797226868034
"SO - 0005156",2015-02-10 00:00:00.000,4,1,1,1,12,2,5,284.38,1421.89,216.13,2470,0.67674776125176861
"SO - 0005196",2015-02-22 00:00:00.000,4,1,1,1,12,2,6,279.17,1675,117.25,2179,0.63226815498842581
"SO - 0005272",2015-03-11 00:00:00.000,4,1,1,1,10,2,5,19.36,96.78,13.74,7636,0.997928123976853
"SO - 0005274",2015-03-12 00:00:00.000,4,1,1,1,11,2,2,440.71,881.42,264.43,3764,0.82213140535368512
"SO - 0005320",2015-03-24 00:00:00.000,4,1,1,1,10,2,4,398.28,1593.11,278.79,2260,0.64526067363896111
"SO - 0005327",2015-03-26 00:00:00.000,4,1,1,1,10,2,7,96.03,672.23,66.26,4667,0.89282086936175753
"SO - 0005349",2015-03-31 00:00:00.000,4,1,1,1,9,2,7,18.61,130.28,14.89,7261,0.99375419824935984
"SO - 0005457",2015-04-22 00:00:00.000,4,1,1,1,11,2,2,88.59,177.18,46.95,7028,0.99007830991212464
"SO - 0005666",2015-06-14 00:00:00.000,4,1,1,1,11,2,5,18.61,93.06,8.75,7668,0.99816398876597956
"SO - 0005704",2015-06-23 00:00:00.000,4,1,1,1,12,2,7,129.53,906.73,102.33,3662,0.81307642622183629
"SO - 0005723",2015-06-27 00:00:00.000,4,1,1,1,9,2,3,20.84,62.53,8.96,7808,0.99929181853794524
"SO - 0005726",2015-06-28 00:00:00.000,4,1,1,1,9,2,2,640.97,1281.93,474.32,2786,0.71936719385234615
"SO - 0005778",2015-07-12 00:00:00.000,4,1,1,1,11,2,8,442.94,3543.56,212.61,499,0.22828744868678078
"SO - 0005827",2015-07-27 00:00:00.000,4,1,1,1,9,2,5,29.78,148.89,22.63,7163,0.99240190725607025
"SO - 0005870",2015-08-07 00:00:00.000,4,1,1,1,11,2,2,125.81,251.62,79.26,6525,0.97926375628802909
"SO - 0005895",2015-08-12 00:00:00.000,4,1,1,1,11,2,5,635.76,3178.78,540.39,704,0.29632255417024078
"SO - 0006018",2015-09-09 00:00:00.000,4,1,1,1,11,2,6,118.37,710.2,58,4523,0.8835417255411504
"SO - 0006032",2015-09-12 00:00:00.000,4,1,1,1,10,2,4,86.36,345.42,38.86,6172,0.96880758913686427
"SO - 0006203",2015-10-22 00:00:00.000,4,1,1,1,10,2,6,186.86,1121.13,143.88,3099,0.755852461252737
"SO - 0006257",2015-11-02 00:00:00.000,4,1,1,1,9,2,1,123.58,123.58,100.1,7330,0.9944812065441242
"SO - 0006391",2015-11-30 00:00:00.000,4,1,1,1,10,2,7,410.19,2871.32,233.81,907,0.35761020341254363
"SO - 0006548",2016-01-03 00:00:00.000,4,1,1,1,12,2,5,20.1,100.5,16.48,7607,0.99762639910582573
"SO - 0006586",2016-01-10 00:00:00.000,4,1,1,1,11,2,9,113.9,1025.1,46.7,3366,0.785213966615393
"SO - 0006637",2016-01-19 00:00:00.000,4,1,1,1,11,2,3,247.16,741.47,155.71,4423,0.876131796641341
"SO - 0006652",2016-01-22 00:00:00.000,4,1,1,1,12,2,3,93.06,279.17,52.11,6383,0.97539688704729566
"SO - 0006709",2016-02-05 00:00:00.000,4,1,1,1,10,2,1,253.86,253.86,187.85,6507,0.97861090899685954
"SO - 0006736",2016-02-10 00:00:00.000,4,1,1,1,10,2,4,428.06,1712.22,256.83,2108,0.62080653546312
"SO - 0006738",2016-02-10 00:00:00.000,4,1,1,1,12,2,5,221.84,1109.22,119.8,3137,0.76006941604470757
"SO - 0006770",2016-02-19 00:00:00.000,4,1,1,1,10,2,5,352.87,1764.33,282.29,1971,0.5964211440838566
"SO - 0006837",2016-03-05 00:00:00.000,4,1,1,1,11,2,6,20.84,125.07,8.34,7305,0.99432082819945722
"SO - 0006892",2016-03-17 00:00:00.000,4,1,1,1,11,2,6,115.39,692.33,70.39,4600,0.88848472141428081
"SO - 0006896",2016-03-19 00:00:00.000,4,1,1,1,10,2,3,110.92,332.77,86.52,6226,0.97069486766728852
"SO - 0006901",2016-03-20 00:00:00.000,4,1,1,1,10,2,3,360.31,1080.93,158.54,3197,0.76672101664132453
"SO - 0006930",2016-03-27 00:00:00.000,4,1,1,1,12,2,7,288.1,2016.7,121,1666,0.53943296827812848
"SO - 0006968",2016-04-02 00:00:00.000,4,1,1,1,12,2,3,444.43,1333.3,368.88,2591,0.69375084902348549
"SO - 0006981",2016-04-06 00:00:00.000,4,1,1,1,10,2,8,113.9,911.2,60.37,3654,0.81253484431787582
"SO - 0007047",2016-04-20 00:00:00.000,4,1,1,1,10,2,7,19.36,135.49,14.32,7241,0.99333395090386467
"SO - 0007100",2016-05-02 00:00:00.000,4,1,1,1,9,2,7,115.39,807.72,94.62,4171,0.85679303230145976
"SO - 0007287",2016-06-15 00:00:00.000,4,1,1,1,12,2,4,118.37,473.47,91.14,5558,0.94442737613167027
"SO - 0007316",2016-06-25 00:00:00.000,4,1,1,1,10,2,8,310.43,2483.47,161.43,1236,0.44437678648183782
"SO - 0007326",2016-06-26 00:00:00.000,4,1,1,1,10,2,4,247.9,991.6,153.7,3467,0.79482675435104166
"SO - 0007356",2016-07-04 00:00:00.000,4,1,1,1,10,2,7,120.6,844.2,94.07,3983,0.84203220139874169
"SO - 0007484",2016-08-03 00:00:00.000,4,1,1,1,12,2,7,137.72,964.06,93.65,3537,0.80124916313634076
"SO - 0007487",2016-08-03 00:00:00.000,4,1,1,1,10,2,4,23.82,95.29,16.2,7651,0.99808013174452548
"SO - 0007489",2016-08-04 00:00:00.000,4,1,1,1,10,2,3,266.51,799.53,189.22,4206,0.85911063033386226
"SO - 0007595",2016-09-06 00:00:00.000,4,1,1,1,11,2,2,116.88,233.76,73.63,6675,0.98281941360577729
"SO - 0007662",2016-09-23 00:00:00.000,4,1,1,1,10,2,7,428.8,3001.6,231.55,837,0.33825854587649939
"SO - 0007698",2016-09-30 00:00:00.000,4,1,1,1,11,2,3,20.1,60.3,11.46,7815,0.99933382068427579
"SO - 0007783",2016-10-18 00:00:00.000,4,1,1,1,11,2,2,124.32,248.64,53.46,6557,0.98013312409624109
"SO - 0007813",2016-10-23 00:00:00.000,4,1,1,1,11,2,5,650.64,3253.22,546.54,689,0.29152801165429504
"SO - 0007853",2016-10-30 00:00:00.000,4,1,1,1,11,2,5,113.16,565.78,49.79,5201,0.92610569958637579
"SO - 0007856",2016-10-31 00:00:00.000,4,1,1,1,12,2,9,100.5,904.5,73.36,3677,0.81433722696778976
"SO - 0007961",2016-11-27 00:00:00.000,4,1,1,1,10,2,1,219.61,219.61,105.41,6778,0.98501827223720406
"SO - 0007995",2016-12-04 00:00:00.000,4,1,1,1,12,2,8,107.2,857.6,86.83,3898,0.83526711938127673
"SO - 0008086",2016-12-30 00:00:00.000,4,1,1,1,10,2,4,28.29,113.16,15.28,7474,0.99627381257504533
"SO - 000235",2012-02-03 00:00:00.000,3,1,1,1,9,2,7,579.92,4059.46,382.75,290,0.14700129193865552
"SO - 000284",2012-02-13 00:00:00.000,3,1,1,1,9,2,1,285.12,285.12,116.9,6363,0.9748089296391953
"SO - 000288",2012-02-14 00:00:00.000,3,1,1,1,8,2,2,124.32,248.64,83.3,6557,0.98013312409624109
"SO - 000920",2012-06-29 00:00:00.000,3,1,1,1,8,2,3,391.58,1174.73,328.93,2972,0.74147424791191685
"SO - 000936",2012-07-01 00:00:00.000,3,1,1,1,9,2,8,95.29,762.31,73.37,4323,0.86895750366324187
"SO - 000965",2012-07-09 00:00:00.000,3,1,1,1,9,2,3,120.6,361.8,71.15,6092,0.96632160936574263
"SO - 0001129",2012-08-20 00:00:00.000,3,1,1,1,8,2,6,568.01,3408.07,363.53,624,0.26979401148383447
"SO - 0001163",2012-08-27 00:00:00.000,3,1,1,1,8,2,6,101.99,611.93,47.93,4916,0.9088369514731135
"SO - 0001462",2012-11-01 00:00:00.000,3,1,1,1,8,2,4,559.82,2239.29,302.3,1395,0.48193877955021158
"SO - 0001789",2013-01-17 00:00:00.000,3,1,1,1,9,2,9,195.79,1762.1,156.63,1981,0.59905179393425834
"SO - 0002048",2013-03-11 00:00:00.000,3,1,1,1,9,2,6,434.01,2604.07,299.47,1095,0.41057209785140053
"SO - 0002098",2013-03-20 00:00:00.000,3,1,1,1,8,2,9,559.82,5038.4,391.88,146,0.081779808839664389
"SO - 0002414",2013-05-29 00:00:00.000,3,1,1,1,8,2,6,116.13,696.8,61.55,4578,0.887242955471861
"SO - 0002486",2013-06-16 00:00:00.000,3,1,1,1,8,2,7,116.13,812.93,80.13,4136,0.854458243340841
"SO - 0002613",2013-07-19 00:00:00.000,3,1,1,1,8,2,3,285.12,855.37,153.97,3925,0.83586322446940886
"SO - 0002952",2013-10-01 00:00:00.000,3,1,1,1,8,2,1,113.9,113.9,47.84,7468,0.996104908421571
"SO - 0002964",2013-10-03 00:00:00.000,3,1,1,1,8,2,9,129.53,1165.8,102.33,2993,0.74403371402529173
"SO - 0003063",2013-10-26 00:00:00.000,3,1,1,1,8,2,7,215.14,1506.01,124.78,2368,0.66178662558601387
"SO - 0003428",2014-01-22 00:00:00.000,3,1,1,1,8,2,1,446.67,446.67,250.13,5646,0.94852292471972366
"SO - 0003577",2014-02-23 00:00:00.000,3,1,1,1,9,2,4,90.82,363.29,55.4,6090,0.965889513653596
"SO - 0003611",2014-03-04 00:00:00.000,3,1,1,1,8,2,8,136.23,1089.87,74.93,3182,0.76510241651711763
"SO - 0003846",2014-04-27 00:00:00.000,3,1,1,1,8,2,9,106.46,958.1,54.29,3551,0.802585301065395
"SO - 0003859",2014-04-30 00:00:00.000,3,1,1,1,8,2,1,25.31,25.31,13.41,7948,0.99990081184686086
"SO - 0004016",2014-06-03 00:00:00.000,3,1,1,1,9,2,8,433.27,3466.13,342.28,576,0.25370815267252589
"SO - 0004316",2014-08-08 00:00:00.000,3,1,1,1,9,2,2,199.51,399.02,97.76,5914,0.9592968046235808
"SO - 0004418",2014-09-01 00:00:00.000,3,1,1,1,9,2,6,82.63,495.8,52.06,5474,0.93979684100155847
"SO - 0004468",2014-09-12 00:00:00.000,3,1,1,1,9,2,7,116.13,812.93,56.91,4136,0.854458243340841
"SO - 0004711",2014-11-04 00:00:00.000,3,1,1,1,9,2,6,118.37,710.2,71.02,4523,0.8835417255411504
"SO - 0004915",2014-12-20 00:00:00.000,3,1,1,1,8,2,3,436.99,1310.97,353.96,2677,0.70544892839320106
"SO - 0004949",2014-12-27 00:00:00.000,3,1,1,1,8,2,5,279.17,1395.83,122.83,2495,0.68024623654300953
"SO - 0005140",2015-02-08 00:00:00.000,3,1,1,1,8,2,4,125.07,500.27,56.28,5444,0.93870789381352671
