Date,DateAsInteger,Year,Year Month Number,Month Name Short,Month Name Long,DayOfWeek Number,DayOfWeek,DayOfWeek Short,Quarter,Year Quarter,Period,Year Month Name,Month Name Year,Month Number,Month Name Long and Year,Month Sequence
2020-01-25 00:00:00.000,"20200125",2020,"2020-01","JAN","January",7,"Saturday","Sat","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-26 00:00:00.000,"20200126",2020,"2020-01","JAN","January",1,"Sunday","Sun","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-27 00:00:00.000,"20200127",2020,"2020-01","JAN","January",2,"Monday","Mon","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-28 00:00:00.000,"20200128",2020,"2020-01","JAN","January",3,"Tuesday","Tue","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-29 00:00:00.000,"20200129",2020,"2020-01","JAN","January",4,"Wednesday","Wed","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-30 00:00:00.000,"20200130",2020,"2020-01","JAN","January",5,"Thursday","Thu","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-01-31 00:00:00.000,"20200131",2020,"2020-01","JAN","January",6,"Friday","Fri","Q1","2020-Q1",1,"2020 JAN","JAN 2020",1,"January 2020",24241
2020-02-01 00:00:00.000,"20200201",2020,"2020-02","FEB","February",7,"Saturday","Sat","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-02 00:00:00.000,"20200202",2020,"2020-02","FEB","February",1,"Sunday","Sun","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-03 00:00:00.000,"20200203",2020,"2020-02","FEB","February",2,"Monday","Mon","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-04 00:00:00.000,"20200204",2020,"2020-02","FEB","February",3,"Tuesday","Tue","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-05 00:00:00.000,"20200205",2020,"2020-02","FEB","February",4,"Wednesday","Wed","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-06 00:00:00.000,"20200206",2020,"2020-02","FEB","February",5,"Thursday","Thu","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-07 00:00:00.000,"20200207",2020,"2020-02","FEB","February",6,"Friday","Fri","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-08 00:00:00.000,"20200208",2020,"2020-02","FEB","February",7,"Saturday","Sat","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-09 00:00:00.000,"20200209",2020,"2020-02","FEB","February",1,"Sunday","Sun","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-10 00:00:00.000,"20200210",2020,"2020-02","FEB","February",2,"Monday","Mon","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-11 00:00:00.000,"20200211",2020,"2020-02","FEB","February",3,"Tuesday","Tue","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-12 00:00:00.000,"20200212",2020,"2020-02","FEB","February",4,"Wednesday","Wed","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-13 00:00:00.000,"20200213",2020,"2020-02","FEB","February",5,"Thursday","Thu","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-14 00:00:00.000,"20200214",2020,"2020-02","FEB","February",6,"Friday","Fri","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-15 00:00:00.000,"20200215",2020,"2020-02","FEB","February",7,"Saturday","Sat","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-16 00:00:00.000,"20200216",2020,"2020-02","FEB","February",1,"Sunday","Sun","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-17 00:00:00.000,"20200217",2020,"2020-02","FEB","February",2,"Monday","Mon","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-18 00:00:00.000,"20200218",2020,"2020-02","FEB","February",3,"Tuesday","Tue","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-19 00:00:00.000,"20200219",2020,"2020-02","FEB","February",4,"Wednesday","Wed","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-20 00:00:00.000,"20200220",2020,"2020-02","FEB","February",5,"Thursday","Thu","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-21 00:00:00.000,"20200221",2020,"2020-02","FEB","February",6,"Friday","Fri","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-22 00:00:00.000,"20200222",2020,"2020-02","FEB","February",7,"Saturday","Sat","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-23 00:00:00.000,"20200223",2020,"2020-02","FEB","February",1,"Sunday","Sun","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-24 00:00:00.000,"20200224",2020,"2020-02","FEB","February",2,"Monday","Mon","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-25 00:00:00.000,"20200225",2020,"2020-02","FEB","February",3,"Tuesday","Tue","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-26 00:00:00.000,"20200226",2020,"2020-02","FEB","February",4,"Wednesday","Wed","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-27 00:00:00.000,"20200227",2020,"2020-02","FEB","February",5,"Thursday","Thu","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-28 00:00:00.000,"20200228",2020,"2020-02","FEB","February",6,"Friday","Fri","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-02-29 00:00:00.000,"20200229",2020,"2020-02","FEB","February",7,"Saturday","Sat","Q1","2020-Q1",2,"2020 FEB","FEB 2020",2,"February 2020",24242
2020-03-01 00:00:00.000,"20200301",2020,"2020-03","MAR","March",1,"Sunday","Sun","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-02 00:00:00.000,"20200302",2020,"2020-03","MAR","March",2,"Monday","Mon","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-03 00:00:00.000,"20200303",2020,"2020-03","MAR","March",3,"Tuesday","Tue","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-04 00:00:00.000,"20200304",2020,"2020-03","MAR","March",4,"Wednesday","Wed","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-05 00:00:00.000,"20200305",2020,"2020-03","MAR","March",5,"Thursday","Thu","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-06 00:00:00.000,"20200306",2020,"2020-03","MAR","March",6,"Friday","Fri","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-07 00:00:00.000,"20200307",2020,"2020-03","MAR","March",7,"Saturday","Sat","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-08 00:00:00.000,"20200308",2020,"2020-03","MAR","March",1,"Sunday","Sun","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-09 00:00:00.000,"20200309",2020,"2020-03","MAR","March",2,"Monday","Mon","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-10 00:00:00.000,"20200310",2020,"2020-03","MAR","March",3,"Tuesday","Tue","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-11 00:00:00.000,"20200311",2020,"2020-03","MAR","March",4,"Wednesday","Wed","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-12 00:00:00.000,"20200312",2020,"2020-03","MAR","March",5,"Thursday","Thu","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-13 00:00:00.000,"20200313",2020,"2020-03","MAR","March",6,"Friday","Fri","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-14 00:00:00.000,"20200314",2020,"2020-03","MAR","March",7,"Saturday","Sat","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-15 00:00:00.000,"20200315",2020,"2020-03","MAR","March",1,"Sunday","Sun","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-16 00:00:00.000,"20200316",2020,"2020-03","MAR","March",2,"Monday","Mon","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-17 00:00:00.000,"20200317",2020,"2020-03","MAR","March",3,"Tuesday","Tue","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-18 00:00:00.000,"20200318",2020,"2020-03","MAR","March",4,"Wednesday","Wed","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-19 00:00:00.000,"20200319",2020,"2020-03","MAR","March",5,"Thursday","Thu","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-20 00:00:00.000,"20200320",2020,"2020-03","MAR","March",6,"Friday","Fri","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-21 00:00:00.000,"20200321",2020,"2020-03","MAR","March",7,"Saturday","Sat","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-22 00:00:00.000,"20200322",2020,"2020-03","MAR","March",1,"Sunday","Sun","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-23 00:00:00.000,"20200323",2020,"2020-03","MAR","March",2,"Monday","Mon","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-24 00:00:00.000,"20200324",2020,"2020-03","MAR","March",3,"Tuesday","Tue","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-25 00:00:00.000,"20200325",2020,"2020-03","MAR","March",4,"Wednesday","Wed","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-26 00:00:00.000,"20200326",2020,"2020-03","MAR","March",5,"Thursday","Thu","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-27 00:00:00.000,"20200327",2020,"2020-03","MAR","March",6,"Friday","Fri","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-28 00:00:00.000,"20200328",2020,"2020-03","MAR","March",7,"Saturday","Sat","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-29 00:00:00.000,"20200329",2020,"2020-03","MAR","March",1,"Sunday","Sun","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-30 00:00:00.000,"20200330",2020,"2020-03","MAR","March",2,"Monday","Mon","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-03-31 00:00:00.000,"20200331",2020,"2020-03","MAR","March",3,"Tuesday","Tue","Q1","2020-Q1",3,"2020 MAR","MAR 2020",3,"March 2020",24243
2020-04-01 00:00:00.000,"20200401",2020,"2020-04","APR","April",4,"Wednesday","Wed","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-02 00:00:00.000,"20200402",2020,"2020-04","APR","April",5,"Thursday","Thu","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-03 00:00:00.000,"20200403",2020,"2020-04","APR","April",6,"Friday","Fri","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-04 00:00:00.000,"20200404",2020,"2020-04","APR","April",7,"Saturday","Sat","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-05 00:00:00.000,"20200405",2020,"2020-04","APR","April",1,"Sunday","Sun","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-06 00:00:00.000,"20200406",2020,"2020-04","APR","April",2,"Monday","Mon","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-07 00:00:00.000,"20200407",2020,"2020-04","APR","April",3,"Tuesday","Tue","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-08 00:00:00.000,"20200408",2020,"2020-04","APR","April",4,"Wednesday","Wed","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-09 00:00:00.000,"20200409",2020,"2020-04","APR","April",5,"Thursday","Thu","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-10 00:00:00.000,"20200410",2020,"2020-04","APR","April",6,"Friday","Fri","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-11 00:00:00.000,"20200411",2020,"2020-04","APR","April",7,"Saturday","Sat","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-12 00:00:00.000,"20200412",2020,"2020-04","APR","April",1,"Sunday","Sun","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-13 00:00:00.000,"20200413",2020,"2020-04","APR","April",2,"Monday","Mon","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-14 00:00:00.000,"20200414",2020,"2020-04","APR","April",3,"Tuesday","Tue","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-15 00:00:00.000,"20200415",2020,"2020-04","APR","April",4,"Wednesday","Wed","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-16 00:00:00.000,"20200416",2020,"2020-04","APR","April",5,"Thursday","Thu","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-17 00:00:00.000,"20200417",2020,"2020-04","APR","April",6,"Friday","Fri","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-18 00:00:00.000,"20200418",2020,"2020-04","APR","April",7,"Saturday","Sat","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-19 00:00:00.000,"20200419",2020,"2020-04","APR","April",1,"Sunday","Sun","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-20 00:00:00.000,"20200420",2020,"2020-04","APR","April",2,"Monday","Mon","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-21 00:00:00.000,"20200421",2020,"2020-04","APR","April",3,"Tuesday","Tue","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-22 00:00:00.000,"20200422",2020,"2020-04","APR","April",4,"Wednesday","Wed","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-23 00:00:00.000,"20200423",2020,"2020-04","APR","April",5,"Thursday","Thu","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-24 00:00:00.000,"20200424",2020,"2020-04","APR","April",6,"Friday","Fri","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-25 00:00:00.000,"20200425",2020,"2020-04","APR","April",7,"Saturday","Sat","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-26 00:00:00.000,"20200426",2020,"2020-04","APR","April",1,"Sunday","Sun","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-27 00:00:00.000,"20200427",2020,"2020-04","APR","April",2,"Monday","Mon","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-28 00:00:00.000,"20200428",2020,"2020-04","APR","April",3,"Tuesday","Tue","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-29 00:00:00.000,"20200429",2020,"2020-04","APR","April",4,"Wednesday","Wed","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-04-30 00:00:00.000,"20200430",2020,"2020-04","APR","April",5,"Thursday","Thu","Q2","2020-Q2",4,"2020 APR","APR 2020",4,"April 2020",24244
2020-05-01 00:00:00.000,"20200501",2020,"2020-05","MAY","May",6,"Friday","Fri","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-02 00:00:00.000,"20200502",2020,"2020-05","MAY","May",7,"Saturday","Sat","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-03 00:00:00.000,"20200503",2020,"2020-05","MAY","May",1,"Sunday","Sun","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-04 00:00:00.000,"20200504",2020,"2020-05","MAY","May",2,"Monday","Mon","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-05 00:00:00.000,"20200505",2020,"2020-05","MAY","May",3,"Tuesday","Tue","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-06 00:00:00.000,"20200506",2020,"2020-05","MAY","May",4,"Wednesday","Wed","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-07 00:00:00.000,"20200507",2020,"2020-05","MAY","May",5,"Thursday","Thu","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-08 00:00:00.000,"20200508",2020,"2020-05","MAY","May",6,"Friday","Fri","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-09 00:00:00.000,"20200509",2020,"2020-05","MAY","May",7,"Saturday","Sat","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-10 00:00:00.000,"20200510",2020,"2020-05","MAY","May",1,"Sunday","Sun","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-11 00:00:00.000,"20200511",2020,"2020-05","MAY","May",2,"Monday","Mon","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-12 00:00:00.000,"20200512",2020,"2020-05","MAY","May",3,"Tuesday","Tue","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-13 00:00:00.000,"20200513",2020,"2020-05","MAY","May",4,"Wednesday","Wed","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-14 00:00:00.000,"20200514",2020,"2020-05","MAY","May",5,"Thursday","Thu","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-15 00:00:00.000,"20200515",2020,"2020-05","MAY","May",6,"Friday","Fri","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-16 00:00:00.000,"20200516",2020,"2020-05","MAY","May",7,"Saturday","Sat","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-17 00:00:00.000,"20200517",2020,"2020-05","MAY","May",1,"Sunday","Sun","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-18 00:00:00.000,"20200518",2020,"2020-05","MAY","May",2,"Monday","Mon","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-19 00:00:00.000,"20200519",2020,"2020-05","MAY","May",3,"Tuesday","Tue","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-20 00:00:00.000,"20200520",2020,"2020-05","MAY","May",4,"Wednesday","Wed","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-21 00:00:00.000,"20200521",2020,"2020-05","MAY","May",5,"Thursday","Thu","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-22 00:00:00.000,"20200522",2020,"2020-05","MAY","May",6,"Friday","Fri","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-23 00:00:00.000,"20200523",2020,"2020-05","MAY","May",7,"Saturday","Sat","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-24 00:00:00.000,"20200524",2020,"2020-05","MAY","May",1,"Sunday","Sun","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-25 00:00:00.000,"20200525",2020,"2020-05","MAY","May",2,"Monday","Mon","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-26 00:00:00.000,"20200526",2020,"2020-05","MAY","May",3,"Tuesday","Tue","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-27 00:00:00.000,"20200527",2020,"2020-05","MAY","May",4,"Wednesday","Wed","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-28 00:00:00.000,"20200528",2020,"2020-05","MAY","May",5,"Thursday","Thu","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-29 00:00:00.000,"20200529",2020,"2020-05","MAY","May",6,"Friday","Fri","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-30 00:00:00.000,"20200530",2020,"2020-05","MAY","May",7,"Saturday","Sat","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-05-31 00:00:00.000,"20200531",2020,"2020-05","MAY","May",1,"Sunday","Sun","Q2","2020-Q2",5,"2020 MAY","MAY 2020",5,"May 2020",24245
2020-06-01 00:00:00.000,"20200601",2020,"2020-06","JUN","June",2,"Monday","Mon","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-02 00:00:00.000,"20200602",2020,"2020-06","JUN","June",3,"Tuesday","Tue","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-03 00:00:00.000,"20200603",2020,"2020-06","JUN","June",4,"Wednesday","Wed","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-04 00:00:00.000,"20200604",2020,"2020-06","JUN","June",5,"Thursday","Thu","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-05 00:00:00.000,"20200605",2020,"2020-06","JUN","June",6,"Friday","Fri","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-06 00:00:00.000,"20200606",2020,"2020-06","JUN","June",7,"Saturday","Sat","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-07 00:00:00.000,"20200607",2020,"2020-06","JUN","June",1,"Sunday","Sun","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-08 00:00:00.000,"20200608",2020,"2020-06","JUN","June",2,"Monday","Mon","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-09 00:00:00.000,"20200609",2020,"2020-06","JUN","June",3,"Tuesday","Tue","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-10 00:00:00.000,"20200610",2020,"2020-06","JUN","June",4,"Wednesday","Wed","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-11 00:00:00.000,"20200611",2020,"2020-06","JUN","June",5,"Thursday","Thu","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-12 00:00:00.000,"20200612",2020,"2020-06","JUN","June",6,"Friday","Fri","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-13 00:00:00.000,"20200613",2020,"2020-06","JUN","June",7,"Saturday","Sat","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-14 00:00:00.000,"20200614",2020,"2020-06","JUN","June",1,"Sunday","Sun","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-15 00:00:00.000,"20200615",2020,"2020-06","JUN","June",2,"Monday","Mon","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-16 00:00:00.000,"20200616",2020,"2020-06","JUN","June",3,"Tuesday","Tue","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-17 00:00:00.000,"20200617",2020,"2020-06","JUN","June",4,"Wednesday","Wed","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-18 00:00:00.000,"20200618",2020,"2020-06","JUN","June",5,"Thursday","Thu","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-19 00:00:00.000,"20200619",2020,"2020-06","JUN","June",6,"Friday","Fri","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-20 00:00:00.000,"20200620",2020,"2020-06","JUN","June",7,"Saturday","Sat","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-21 00:00:00.000,"20200621",2020,"2020-06","JUN","June",1,"Sunday","Sun","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-22 00:00:00.000,"20200622",2020,"2020-06","JUN","June",2,"Monday","Mon","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-23 00:00:00.000,"20200623",2020,"2020-06","JUN","June",3,"Tuesday","Tue","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-24 00:00:00.000,"20200624",2020,"2020-06","JUN","June",4,"Wednesday","Wed","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-25 00:00:00.000,"20200625",2020,"2020-06","JUN","June",5,"Thursday","Thu","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-26 00:00:00.000,"20200626",2020,"2020-06","JUN","June",6,"Friday","Fri","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-27 00:00:00.000,"20200627",2020,"2020-06","JUN","June",7,"Saturday","Sat","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-28 00:00:00.000,"20200628",2020,"2020-06","JUN","June",1,"Sunday","Sun","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-29 00:00:00.000,"20200629",2020,"2020-06","JUN","June",2,"Monday","Mon","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2020-06-30 00:00:00.000,"20200630",2020,"2020-06","JUN","June",3,"Tuesday","Tue","Q2","2020-Q2",6,"2020 JUN","JUN 2020",6,"June 2020",24246
2019-04-01 00:00:00.000,"20190401",2019,"2019-04","APR","April",2,"Monday","Mon","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-02 00:00:00.000,"20190402",2019,"2019-04","APR","April",3,"Tuesday","Tue","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-03 00:00:00.000,"20190403",2019,"2019-04","APR","April",4,"Wednesday","Wed","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
2019-04-04 00:00:00.000,"20190404",2019,"2019-04","APR","April",5,"Thursday","Thu","Q2","2019-Q2",4,"2019 APR","APR 2019",4,"April 2019",24232
