Country,Year,Population
"Mongolia",1982,1781213
"Montenegro",1982,576292
"Montserrat",1982,11727
"Morocco",1982,20633004
"Mozambique",1982,12731231
"Myanmar",1982,34179992
"Namibia",1982,1057115
"Nauru",1982,7719
"Nepal",1982,15774532
"Netherlands",1982,14238594
"Netherlands Antilles",1982,176415
"New Caledonia",1982,147247
"New Zealand",1982,3189133
"Nicaragua",1982,3426782
"Niger",1982,6208128
"Nigeria",1982,79623647
"Niue",1982,3130
"Northern Mariana Islands",1982,21392
"Norway",1982,4111566
"Oman",1982,1321650
"Pakistan",1982,86187238
"Palau",1982,12667
"Panama",1982,2043413
"Papua New Guinea",1982,3395633
"Paraguay",1982,3385626
"Peru",1982,18152344
"Philippines",1982,49767259
"Poland",1982,36269149
"Portugal",1982,9905701
"Puerto Rico",1982,3278156
"Qatar",1982,274720
"Reunion",1982,527682
"Romania",1982,22439782
"Russia",1982,140598335
"Rwanda",1982,5502531
"Saint Helena",1982,5500
"Saint Kitts and Nevis",1982,42746
"Saint Lucia",1982,120897
"Saint Vincent and the Grenadines",1982,102135
"Saint-Pierre-et-Miquelon",1982,6033
"Samoa",1982,155831
"San Marino",1982,21990
"Sao Tome and Principe",1982,98502
"Saudi Arabia",1982,11126570
"Senegal",1982,5714508
"Serbia",1982,9088833
"Seychelles",1982,64505
"Sierra Leone",1982,3300789
"Singapore",1982,2520493
"Slovak Republic",1982,5042276
"Slovenia",1982,1856261
"Solomon Islands",1982,244877
"Somalia",1982,6608106
"South Africa",1982,30611185
"South Sudan",1982,4390699
"Spain",1982,37984198
"Sri Lanka",1982,15544043
"Sudan",1982,17069788
"Suriname",1982,368027
"Swaziland",1982,639383
"Sweden",1982,8322909
"Switzerland",1982,6341096
"Syria",1982,9547693
"Taiwan",1982,18501000
"Tajikistan",1982,4180321
"Tanzania",1982,19897071
"Thailand",1982,49422519
"Timor-Leste",1982,597067
"Togo",1982,2846305
"Tokelau",1982,1619
"Tonga",1982,93673
"Trinidad and Tobago",1982,1117461
"Tunisia",1982,6800734
"Turkey",1982,46198027
"Turkmenistan",1982,3002785
"Turks and Caicos Islands",1982,8244
"Tuvalu",1982,8284
"Uganda",1982,13447769
"Ukraine",1982,50408687
"United Arab Emirates",1982,1157336
"United Kingdom",1982,56341308
"United States",1982,234261242
"Uruguay",1982,2953118
"Uzbekistan",1982,16812955
"Wallis et Futuna",1982,12278
"Vanuatu",1982,121438
"Venezuela",1982,15932973
"West Bank and Gaza",1982,1602309
"Western Sahara",1982,167963
"Vietnam",1982,56317461
"Virgin Islands (U.S.)",1982,101827
"Yemen, Rep.",1982,8620116
"Zambia",1982,6165560
"Zimbabwe",1982,7874642
"Afghanistan",1983,13300056
"Albania",1983,2831682
"Algeria",1983,20762767
"American Samoa",1983,36203
"Andorra",1983,43636
"Angola",1983,8491682
"Anguilla",1983,6536
"Antigua and Barbuda",1983,67792
"Argentina",1983,29447973
"Armenia",1983,3239212
"Aruba",1983,62208
"Australia",1983,15332790
"Austria",1983,7545472
"Azerbaijan",1983,6461139
"Bahamas",1983,225083
"Bahrain",1983,394164
"Bangladesh",1983,87459802
"Barbados",1983,252017
"Belarus",1983,9862430
"Belgium",1983,9836784
"Belize",1983,156171
"Benin",1983,3917941
"Bermuda",1983,57084
"Bhutan",1983,464831
"Bolivia",1983,5708585
"Bosnia and Herzegovina",1983,4021590
"Botswana",1983,1106802
"Brazil",1983,130459023
"British Virgin Islands",1983,12205
"Brunei",1983,207122
"Bulgaria",1983,8938068
"Burkina Faso",1983,7763888
"Burundi",1983,4542467
"Cambodia",1983,7211815
"Cameroon",1983,9929831
"Canada",1983,25266950
"Cape Verde",1983,315410
"Cayman Islands",1983,18702
"Central African Rep.",1983,2485120
"Chad",1983,4882913
"Channel Islands",1983,130905
"Chile",1983,11714442
"China",1983,1025090475
"Colombia",1983,28729367
"Comoros",1983,363759
"Congo, Dem. Rep.",1983,29341286
"Congo, Rep.",1983,1964298
"Cook Islands",1983,17531
"Costa Rica",1983,2547555
"Cote d'Ivoire",1983,9684478
"Croatia",1983,4440263
"Cuba",1983,9949046
"Cyprus",1983,694146
"Czech Rep.",1983,10302679
"Denmark",1983,5118998
"Djibouti",1983,372386
"Dominica",1983,74747
"Dominican Rep.",1983,6202698
"Ecuador",1983,8629832
"Egypt",1983,48276547
"El Salvador",1983,4865611
"Equatorial Guinea",1983,272217
"Eritrea",1983,2667868
"Estonia",1983,1502292
"Ethiopia",1983,38500829
"Faeroe Islands",1983,44364
"Falkland Islands (Malvinas)",1983,1845
"Fiji",1983,685461
"Finland",1983,4853221
"France",1983,54695692
"French Guiana",1983,78174
"French Polynesia",1983,164893
"Gabon",1983,746424
"Gambia",1983,704894
"Georgia",1983,5193836
"Germany",1983,77784306
"Ghana",1983,12039663
"Gibraltar",1983,26647
"Greece",1983,9848045
"Greenland",1983,51842
"Grenada",1983,95903
"Guadeloupe",1983,341489
"Guam",1983,114050
"Guatemala",1983,7578625
"Guinea",1983,4679999
"Guinea-Bissau",1983,890152
"Guyana",1983,765434
"Haiti",1983,6102119
"Holy See",1983,736
"Honduras",1983,3978080
"Hong Kong, China",1983,5291060
"Hungary",1983,10627145
"Iceland",1983,235861
"India",1983,750033539
"Indonesia",1983,161245684
"Iran",1983,43130529
"Iraq",1983,14799456
"Ireland",1983,3505714
"Isle of Man",1983,64407
"Israel",1983,3951159
"Italy",1983,56622072
"Jamaica",1983,2236865
"Japan",1983,118554190
"Jordan",1983,2584859
"Kazakhstan",1983,15419454
"Kenya",1983,18237830
"Kiribati",1983,59223
"Korea, Dem. Rep.",1983,18111491
"Korea, Rep.",1983,39303579
"Kuwait",1983,1584310
"Kyrgyzstan",1983,3853514
"Laos",1983,3457860
"Latvia",1983,2548940
"Lebanon",1983,2851609
"Lesotho",1983,1417720
"Liberia",1983,2126455
"Libya",1983,3549220
"Liechtenstein",1983,26377
"Lithuania",1983,3505769
"Luxembourg",1983,364897
"Macao, China",1983,271665
"Macedonia, FYR",1983,1815719
"Madagascar",1983,9289882
"Malawi",1983,6741249
"Malaysia",1983,14925545
"Maldives",1983,173861
"Mali",1983,7712392
"Malta",1983,340572
"Marshall Islands",1983,34890
"Martinique",1983,333448
"Mauritania",1983,1653818
"Mauritius",1983,996476
"Mayotte",1983,63844
"Mexico",1983,73223336
"Micronesia, Fed. Sts.",1983,80667
"Moldova",1983,4132576
"Monaco",1983,27459
"Mongolia",1983,1826717
"Montenegro",1983,574920
"Montserrat",1983,11592
"Morocco",1983,21190800
"Mozambique",1983,12992962
"Myanmar",1983,34832636
"Namibia",1983,1082264
"Nauru",1983,7855
"Nepal",1983,16152598
"Netherlands",1983,14308217
"Netherlands Antilles",1983,178058
"New Caledonia",1983,149695
"New Zealand",1983,3216318
"Nicaragua",1983,3518721
"Niger",1983,6381552
"Nigeria",1983,81635550
"Niue",1983,2981
"Northern Mariana Islands",1983,24308
"Norway",1983,4124588
"Oman",1983,1395032
"Pakistan",1983,89200001
"Palau",1983,13015
"Panama",1983,2088590
"Papua New Guinea",1983,3489227
"Paraguay",1983,3487626
"Peru",1983,18585148
"Philippines",1983,51166963
"Poland",1983,36608819
"Portugal",1983,9937389
"Puerto Rico",1983,3313869
"Qatar",1983,306542
"Reunion",1983,538195
"Romania",1983,22530615
"Russia",1983,141593874
"Rwanda",1983,5669024
"Saint Helena",1983,5556
"Saint Kitts and Nevis",1983,42538
"Saint Lucia",1983,122463
"Saint Vincent and the Grenadines",1983,102915
"Saint-Pierre-et-Miquelon",1983,6054
"Samoa",1983,156122
"San Marino",1983,22255
"Sao Tome and Principe",1983,100162
"Saudi Arabia",1983,11836762
"Senegal",1983,5879044
"Serbia",1983,9154306
"Seychelles",1983,65310
"Sierra Leone",1983,3373661
"Singapore",1983,2583219
"Slovak Republic",1983,5077753
"Slovenia",1983,1865704
"Solomon Islands",1983,252860
"Somalia",1983,6521168
"South Africa",1983,31409842
"South Sudan",1983,4537851
"Spain",1983,38177151
"Sri Lanka",1983,15765034
"Sudan",1983,17641875
"Suriname",1983,369782
"Swaziland",1983,658564
"Sweden",1983,8325682
"Switzerland",1983,6376512
"Syria",1983,9886629
"Taiwan",1983,18803000
"Tajikistan",1983,4301334
"Tanzania",1983,20531760
"Thailand",1983,50379788
"Timor-Leste",1983,617347
"Togo",1983,2949279
"Tokelau",1983,1661
"Tonga",1983,93766
"Trinidad and Tobago",1983,1138006
"Tunisia",1983,6974955
"Turkey",1983,47285732
"Turkmenistan",1983,3075867
"Turks and Caicos Islands",1983,8670
"Tuvalu",1983,8413
"Uganda",1983,13866291
"Ukraine",1983,50589152
"United Arab Emirates",1983,1217021
"United Kingdom",1983,56379327
"United States",1983,236510688
"Uruguay",1983,2972284
"Uzbekistan",1983,17260951
"Wallis et Futuna",1983,12778
"Vanuatu",1983,124252
"Venezuela",1983,16370463
"West Bank and Gaza",1983,1652945
"Western Sahara",1983,173189
"Vietnam",1983,57616926
"Virgin Islands (U.S.)",1983,103177
"Yemen, Rep.",1983,8988432
"Zambia",1983,6368542
"Zimbabwe",1983,8194203
"Afghanistan",1984,12931791
"Albania",1984,2891004
"Algeria",1984,21433070
"American Samoa",1984,37706
"Andorra",1984,45702
"Angola",1984,8786652
"Anguilla",1984,6551
"Antigua and Barbuda",1984,66701
"Argentina",1984,29899743
"Armenia",1984,3287588
"Aruba",1984,62833
"Australia",1984,15567927
"Austria",1984,7550960
"Azerbaijan",1984,6565062
"Bahamas",1984,229899
"Bahrain",1984,404829
"Bangladesh",1984,89828434
"Barbados",1984,253244
"Belarus",1984,9931687
"Belgium",1984,9835279
"Belize",1984,160991
"Benin",1984,4027682
"Bermuda",1984,57441
"Bhutan",1984,476846
"Bolivia",1984,5830816
"Bosnia and Herzegovina",1984,4066739
"Botswana",1984,1144442
"Brazil",1984,133380123
"British Virgin Islands",1984,12743
"Brunei",1984,213002
"Bulgaria",1984,8954236
"Burkina Faso",1984,7963009
"Burundi",1984,4695065
"Cambodia",1984,7570081
"Cameroon",1984,10218016
"Canada",1984,25538860
"Cape Verde",1984,322560
"Cayman Islands",1984,19366
"Central African Rep.",1984,2557808
"Chad",1984,5011242
"Channel Islands",1984,132156
"Chile",1984,11908189
"China",1984,1040397958
"Colombia",1984,29359535
"Comoros",1984,374852
"Congo, Dem. Rep.",1984,30167580
"Congo, Rep.",1984,2022343
"Cook Islands",1984,17652
"Costa Rica",1984,2619058
"Cote d'Ivoire",1984,10089976
"Croatia",1984,4457579
"Cuba",1984,10001593
"Cyprus",1984,697782
"Czech Rep.",1984,10301798
"Denmark",1984,5115476
"Djibouti",1984,384409
"Dominica",1984,74212
"Dominican Rep.",1984,6341950
"Ecuador",1984,8859125
"Egypt",1984,49453054
"El Salvador",1984,4930893
"Equatorial Guinea",1984,293701
"Eritrea",1984,2735121
"Estonia",1984,1513617
"Ethiopia",1984,39768079
"Faeroe Islands",1984,44920
"Falkland Islands (Malvinas)",1984,1849
"Fiji",1984,700434
"Finland",1984,4879235
"France",1984,54988578
"French Guiana",1984,82548
"French Polynesia",1984,169500
"Gabon",1984,769635
"Gambia",1984,735056
"Georgia",1984,5239068
"Germany",1984,77686865
"Ghana",1984,12462279
"Gibraltar",1984,26619
"Greece",1984,9892518
"Greenland",1984,52527
"Grenada",1984,98359
"Guadeloupe",1984,348247
"Guam",1984,116705
"Guatemala",1984,7766291
"Guinea",1984,4799450
"Guinea-Bissau",1984,905580
"Guyana",1984,758499
"Haiti",1984,6248634
"Holy See",1984,742
"Honduras",1984,4100422
"Hong Kong, China",1984,5350313
"Hungary",1984,10584347
"Iceland",1984,238641
"India",1984,767146806
"Indonesia",1984,164706919
"Iran",1984,44790735
"Iraq",1984,15137560
"Ireland",1984,3523059
"Isle of Man",1984,64209
"Israel",1984,4017024
"Italy",1984,56709575
"Jamaica",1984,2270069
"Japan",1984,119320901
"Jordan",1984,2693837
"Kazakhstan",1984,15596921
"Kenya",1984,18937969
"Kiribati",1984,60871
"Korea, Dem. Rep.",1984,18421195
"Korea, Rep.",1984,39920981
"Kuwait",1984,1659961
"Kyrgyzstan",1984,3933002
"Laos",1984,3550669
"Latvia",1984,2563992
"Lebanon",1984,2872204
"Lesotho",1984,1453098
"Liberia",1984,2179471
"Libya",1984,3708142
"Liechtenstein",1984,26761
"Lithuania",1984,3532724
"Luxembourg",1984,365550
"Macao, China",1984,283662
"Macedonia, FYR",1984,1820117
"Madagascar",1984,9530197
"Malawi",1984,6967388
"Malaysia",1984,15331937
"Maldives",1984,180238
"Mali",1984,7866571
"Malta",1984,344944
"Marshall Islands",1984,36562
"Martinique",1984,337024
"Mauritania",1984,1700638
"Mauritius",1984,1005669
"Mayotte",1984,67287
"Mexico",1984,74673296
"Micronesia, Fed. Sts.",1984,83232
"Moldova",1984,4174737
"Monaco",1984,28004
"Mongolia",1984,1874774
"Montenegro",1984,574459
"Montserrat",1984,11446
"Morocco",1984,21747150
"Mozambique",1984,13199259
"Myanmar",1984,35481981
"Namibia",1984,1112679
"Nauru",1984,8007
"Nepal",1984,16539682
"Netherlands",1984,14378740
"Netherlands Antilles",1984,179800
"New Caledonia",1984,152190
"New Zealand",1984,3243586
"Nicaragua",1984,3608911
"Niger",1984,6559627
"Nigeria",1984,83691577
"Niue",1984,2840
"Northern Mariana Islands",1984,27362
"Norway",1984,4138150
"Oman",1984,1467846
"Pakistan",1984,92300277
"Palau",1984,13371
"Panama",1984,2133947
"Papua New Guinea",1984,3583521
"Paraguay",1984,3592275
"Peru",1984,19020616
"Philippines",1984,52596291
"Poland",1984,36923674
"Portugal",1984,9955005
"Puerto Rico",1984,3347316
"Qatar",1984,338365
"Reunion",1984,549000
"Romania",1984,22622239
"Russia",1984,142609801
"Rwanda",1984,5859270
"Saint Helena",1984,5602
"Saint Kitts and Nevis",1984,42298
"Saint Lucia",1984,124172
"Saint Vincent and the Grenadines",1984,103669
"Saint-Pierre-et-Miquelon",1984,6079
"Samoa",1984,156459
"San Marino",1984,22515
"Sao Tome and Principe",1984,101899
"Saudi Arabia",1984,12542098
"Senegal",1984,6051962
"Serbia",1984,9215339
"Seychelles",1984,66107
"Sierra Leone",1984,3453115
"Singapore",1984,2646959
"Slovak Republic",1984,5110779
"Slovenia",1984,1874446
"Solomon Islands",1984,260869
"Somalia",1984,6419685
"South Africa",1984,32204995
"South Sudan",1984,4681151
"Spain",1984,38339878
"Sri Lanka",1984,15986020
"Sudan",1984,18198981
"Suriname",1984,372398
"Swaziland",1984,680341
"Sweden",1984,8333446
"Switzerland",1984,6415987
"Syria",1984,10230958
"Taiwan",1984,19083000
"Tajikistan",1984,4429847
"Tanzania",1984,21182600
"Thailand",1984,51346204
"Timor-Leste",1984,639513
"Togo",1984,3055479
"Tokelau",1984,1694
"Tonga",1984,93829
"Trinidad and Tobago",1984,1156858
"Tunisia",1984,7151430
"Turkey",1984,48360679
"Turkmenistan",1984,3151262
"Turks and Caicos Islands",1984,9096
"Tuvalu",1984,8537
"Uganda",1984,14315090
"Ukraine",1984,50769702
"United Arab Emirates",1984,1279010
"United Kingdom",1984,56436762
"United States",1984,238794274
"Uruguay",1984,2991478
"Uzbekistan",1984,17715706
"Wallis et Futuna",1984,13207
"Vanuatu",1984,127097
"Venezuela",1984,16813481
"West Bank and Gaza",1984,1705584
"Western Sahara",1984,178007
"Vietnam",1984,58959045
"Virgin Islands (U.S.)",1984,104146
"Yemen, Rep.",1984,9369068
"Zambia",1984,6575403
"Zimbabwe",1984,8523090
"Afghanistan",1985,12625292
"Albania",1985,2957390
"Algeria",1985,22098298
"American Samoa",1985,39253
"Andorra",1985,47414
"Angola",1985,9065562
"Anguilla",1985,6661
"Antigua and Barbuda",1985,65614
"Argentina",1985,30354240
"Armenia",1985,3339147
"Aruba",1985,63030
"Australia",1985,15812088
"Austria",1985,7559621
"Azerbaijan",1985,6670151
"Bahamas",1985,234553
"Bahrain",1985,416929
"Bangladesh",1985,92283598
"Barbados",1985,254419
"Belarus",1985,9998503
"Belgium",1985,9840123
"Belize",1985,165792
"Benin",1985,4140176
"Bermuda",1985,57812
"Bhutan",1985,490438
"Bolivia",1985,5957291
"Bosnia and Herzegovina",1985,4121595
"Botswana",1985,1182803
"Brazil",1985,136246764
"British Virgin Islands",1985,13324
"Brunei",1985,219050
"Bulgaria",1985,8960417
"Burkina Faso",1985,8169792
"Burundi",1985,4850597
"Cambodia",1985,7919802
"Cameroon",1985,10518855
"Canada",1985,25842588
"Cape Verde",1985,328481
"Cayman Islands",1985,20172
"Central African Rep.",1985,2626638
"Chad",1985,5151339
"Channel Islands",1985,133482
"Chile",1985,12107225
"China",1985,1056579219
"Colombia",1985,29993539
"Comoros",1985,385740
"Congo, Dem. Rep.",1985,31044153
"Congo, Rep.",1985,2081152
"Cook Islands",1985,17725
"Costa Rica",1985,2691778
"Cote d'Ivoire",1985,10494827
"Croatia",1985,4471404
"Cuba",1985,10069187
"Cyprus",1985,703752
"Czech Rep.",1985,10300844
"Denmark",1985,5113701
"Djibouti",1985,403221
"Dominica",1985,73637
"Dominican Rep.",1985,6482152
"Ecuador",1985,9090592
"Egypt",1985,50659625
"El Salvador",1985,4995888
"Equatorial Guinea",1985,312634
"Eritrea",1985,2806456
"Estonia",1985,1525790
"Ethiopia",1985,41077517
"Faeroe Islands",1985,45497
"Falkland Islands (Malvinas)",1985,1856
"Fiji",1985,711703
"Finland",1985,4902206
"France",1985,55281465
"French Guiana",1985,87473
"French Polynesia",1985,174024
"Gabon",1985,793810
"Gambia",1985,768460
"Georgia",1985,5287002
"Germany",1985,77684875
"Ghana",1985,12871965
"Gibraltar",1985,26608
"Greece",1985,9934292
"Greenland",1985,53173
"Grenada",1985,99824
"Guadeloupe",1985,355037
"Guam",1985,119464
"Guatemala",1985,7954682
"Guinea",1985,4923603
"Guinea-Bissau",1985,921889
"Guyana",1985,751636
"Haiti",1985,6395193
"Holy See",1985,747
"Honduras",1985,4225870
"Hong Kong, China",1985,5414630
"Hungary",1985,10542504
"Iceland",1985,241398
"India",1985,784490842
"Indonesia",1985,168119209
"Iran",1985,46497235
"Iraq",1985,15477228
"Ireland",1985,3534103
"Isle of Man",1985,64448
"Israel",1985,4083495
"Italy",1985,56772141
"Jamaica",1985,2297232
"Japan",1985,119990547
"Jordan",1985,2803422
"Kazakhstan",1985,15780002
"Kenya",1985,19655192
"Kiribati",1985,62620
"Korea, Dem. Rep.",1985,18720888
"Korea, Rep.",1985,40509932
"Kuwait",1985,1742083
"Kyrgyzstan",1985,4013498
"Laos",1985,3647754
"Latvia",1985,2582011
"Lebanon",1985,2885481
"Lesotho",1985,1487079
"Liberia",1985,2211509
"Libya",1985,3849801
"Liechtenstein",1985,27140
"Lithuania",1985,3561668
"Luxembourg",1985,366716
"Macao, China",1985,296210
"Macedonia, FYR",1985,1828148
"Madagascar",1985,9784559
"Malawi",1985,7268257
"Malaysia",1985,15762856
"Maldives",1985,186720
"Mali",1985,8009705
"Malta",1985,349135
"Marshall Islands",1985,38327
"Martinique",1985,340749
"Mauritania",1985,1747839
"Mauritius",1985,1014450
"Mayotte",1985,70912
"Mexico",1985,76175154
"Micronesia, Fed. Sts.",1985,85682
"Moldova",1985,4214996
"Monaco",1985,28533
"Mongolia",1985,1926002
"Montenegro",1985,575997
"Montserrat",1985,11307
"Morocco",1985,22291062
"Mozambique",1985,13334972
"Myanmar",1985,36127741
"Namibia",1985,1150038
"Nauru",1985,8174
"Nepal",1985,16936006
"Netherlands",1985,14452941
"Netherlands Antilles",1985,181650
"New Caledonia",1985,154749
"New Zealand",1985,3268709
"Nicaragua",1985,3696667
"Niger",1985,6743501
"Nigeria",1985,85828707
"Niue",1985,2716
"Northern Mariana Islands",1985,30341
"Norway",1985,4152560
"Oman",1985,1538575
"Pakistan",1985,95470380
"Palau",1985,13698
"Panama",1985,2179624
"Papua New Guinea",1985,3677658
"Paraguay",1985,3698465
"Peru",1985,19460111
"Philippines",1985,54052849
"Poland",1985,37201804
"Portugal",1985,9962255
"Puerto Rico",1985,3379401
"Qatar",1985,368006
"Reunion",1985,559640
"Romania",1985,22724837
"Russia",1985,143642108
"Rwanda",1985,6080907
"Saint Helena",1985,5631
"Saint Kitts and Nevis",1985,42015
"Saint Lucia",1985,126116
"Saint Vincent and the Grenadines",1985,104402
"Saint-Pierre-et-Miquelon",1985,6107
"Samoa",1985,156919
"San Marino",1985,22776
"Sao Tome and Principe",1985,103852
"Saudi Arabia",1985,13220479
"Senegal",1985,6232395
"Serbia",1985,9272302
"Seychelles",1985,66914
"Sierra Leone",1985,3540728
"Singapore",1985,2708638
"Slovak Republic",1985,5141880
"Slovenia",1985,1883179
"Solomon Islands",1985,268862
"Somalia",1985,6363791
"South Africa",1985,32983394
"South Sudan",1985,4816725
"Spain",1985,38476148
"Sri Lanka",1985,16210466
"Sudan",1985,18726053
"Suriname",1985,376102
"Swaziland",1985,705602
"Sweden",1985,8350392
"Switzerland",1985,6455375
"Syria",1985,10576592
"Taiwan",1985,19337000
"Tajikistan",1985,4566786
"Tanzania",1985,21848290
"Thailand",1985,52328663
"Timor-Leste",1985,659846
"Togo",1985,3161327
"Tokelau",1985,1713
"Tonga",1985,93944
"Trinidad and Tobago",1985,1172735
"Tunisia",1985,7330267
"Turkey",1985,49399630
"Turkmenistan",1985,3229499
"Turks and Caicos Islands",1985,9501
"Tuvalu",1985,8648
"Uganda",1985,14801113
"Ukraine",1985,50949364
"United Arab Emirates",1985,1349000
"United Kingdom",1985,56516908
"United States",1985,241119752
"Uruguay",1985,3010766
"Uzbekistan",1985,18174143
"Wallis et Futuna",1985,13534
"Vanuatu",1985,130030
"Venezuela",1985,17269324
"West Bank and Gaza",1985,1759763
"Western Sahara",1985,183630
"Vietnam",1985,60307305
"Virgin Islands (U.S.)",1985,104668
"Yemen, Rep.",1985,9758220
"Zambia",1985,6785211
"Zimbabwe",1985,8855279
"Afghanistan",1986,12372113
"Albania",1986,3033393
"Algeria",1986,22753511
"American Samoa",1986,40834
"Andorra",1986,48653
"Angola",1986,9322550
"Anguilla",1986,6881
"Antigua and Barbuda",1986,64539
"Argentina",1986,30810984
"Armenia",1986,3396511
"Aruba",1986,62645
"Australia",1986,16066496
"Austria",1986,7570906
"Azerbaijan",1986,6775858
"Bahamas",1986,238989
"Bahrain",1986,430845
"Bangladesh",1986,94825499
"Barbados",1986,255532
"Belarus",1986,10062440
"Belgium",1986,9852488
"Belize",1986,170504
"Benin",1986,4254522
"Bermuda",1986,58201
"Bhutan",1986,506423
"Bolivia",1986,6088253
"Bosnia and Herzegovina",1986,4194370
"Botswana",1986,1221790
"Brazil",1986,139049440
"British Virgin Islands",1986,13951
"Brunei",1986,225288
"Bulgaria",1986,8956687
"Burkina Faso",1986,8384383
"Burundi",1986,5008201
"Cambodia",1986,8250479
"Cameroon",1986,10832919
"Canada",1986,26183106
"Cape Verde",1986,332775
"Cayman Islands",1986,21141
"Central African Rep.",1986,2690250
"Chad",1986,5304490
"Channel Islands",1986,134898
"Chile",1986,12310666
"China",1986,1073792041
"Colombia",1986,30630754
"Comoros",1986,396391
"Congo, Dem. Rep.",1986,31963766
"Congo, Rep.",1986,2140687
"Cook Islands",1986,17726
"Costa Rica",1986,2765657
"Cote d'Ivoire",1986,10896269
"Croatia",1986,4480137
"Cuba",1986,10155111
"Cyprus",1986,712396
"Czech Rep.",1986,10300475
"Denmark",1986,5114172
"Djibouti",1986,430367
"Dominica",1986,73022
"Dominican Rep.",1986,6623094
"Ecuador",1986,9323745
"Egypt",1986,51899728
"El Salvador",1986,5060307
"Equatorial Guinea",1986,328119
"Eritrea",1986,2884388
"Estonia",1986,1539549
"Ethiopia",1986,42417873
"Faeroe Islands",1986,46133
"Falkland Islands (Malvinas)",1986,1867
"Fiji",1986,718535
"Finland",1986,4921232
"France",1986,55575215
"French Guiana",1986,93019
"French Polynesia",1986,178450
"Gabon",1986,818863
"Gambia",1986,805491
"Georgia",1986,5339661
"Germany",1986,77783439
"Ghana",1986,13261929
"Gibraltar",1986,26620
"Greece",1986,9972624
"Greenland",1986,53777
"Grenada",1986,100062
"Guadeloupe",1986,361790
"Guam",1986,122333
"Guatemala",1986,8143365
"Guinea",1986,5045781
"Guinea-Bissau",1986,939371
"Guyana",1986,745015
"Haiti",1986,6540928
"Holy See",1986,752
"Honduras",1986,4354245
"Hong Kong, China",1986,5486801
"Hungary",1986,10502732
"Iceland",1986,244124
"India",1986,802051806
"Indonesia",1986,171472345
"Iran",1986,48257311
"Iraq",1986,15818309
"Ireland",1986,3538519
"Isle of Man",1986,65226
"Israel",1986,4149457
"Italy",1986,56808914
"Jamaica",1986,2317284
"Japan",1986,120553260
"Jordan",1986,2910375
"Kazakhstan",1986,15972358
"Kenya",1986,20387701
"Kiribati",1986,64491
"Korea, Dem. Rep.",1986,19006458
"Korea, Rep.",1986,41066824
"Kuwait",1986,1835819
"Kyrgyzstan",1986,4095873
"Laos",1986,3748525
"Latvia",1986,2604319
"Lebanon",1986,2888455
"Lesotho",1986,1519369
"Liberia",1986,2221350
"Libya",1986,3970886
"Liechtenstein",1986,27511
"Lithuania",1986,3593334
"Luxembourg",1986,368467
"Macao, China",1986,309212
"Macedonia, FYR",1986,1840767
"Madagascar",1986,10054543
"Malawi",1986,7661008
"Malaysia",1986,16220169
"Maldives",1986,193275
"Mali",1986,8139016
"Malta",1986,353069
"Marshall Islands",1986,40196
"Martinique",1986,344615
"Mauritania",1986,1795343
"Mauritius",1986,1022704
"Mayotte",1986,74685
"Mexico",1986,77741110
"Micronesia, Fed. Sts.",1986,87950
"Moldova",1986,4252952
"Monaco",1986,29036
"Mongolia",1986,1981170
"Montenegro",1986,579821
"Montserrat",1986,11165
"Morocco",1986,22818601
"Mozambique",1986,13384409
"Myanmar",1986,36770437
"Namibia",1986,1195331
"Nauru",1986,8356
"Nepal",1986,17341408
"Netherlands",1986,14531566
"Netherlands Antilles",1986,183619
"New Caledonia",1986,157383
"New Zealand",1986,3290651
"Nicaragua",1986,3781070
"Niger",1986,6933529
"Nigeria",1986,88057486
"Niue",1986,2611
"Northern Mariana Islands",1986,33174
"Norway",1986,4168003
"Oman",1986,1605464
"Pakistan",1986,98710951
"Palau",1986,13982
"Panama",1986,2225634
"Papua New Guinea",1986,3771385
"Paraguay",1986,3805813
"Peru",1986,19903833
"Philippines",1986,55537110
"Poland",1986,37438003
"Portugal",1986,9958747
"Puerto Rico",1986,3409992
"Qatar",1986,395144
"Reunion",1986,569940
"Romania",1986,22845000
"Russia",1986,144695549
"Rwanda",1986,6356230
"Saint Helena",1986,5640
"Saint Kitts and Nevis",1986,41674
"Saint Lucia",1986,128336
"Saint Vincent and the Grenadines",1986,105123
"Saint-Pierre-et-Miquelon",1986,6141
"Samoa",1986,157531
"San Marino",1986,23041
"Sao Tome and Principe",1986,106067
"Saudi Arabia",1986,13862213
"Senegal",1986,6420323
"Serbia",1986,9322048
"Seychelles",1986,67737
"Sierra Leone",1986,3639732
"Singapore",1986,2766830
"Slovak Republic",1986,5170942
"Slovenia",1986,1892015
"Solomon Islands",1986,276815
"Somalia",1986,6372348
"South Africa",1986,33734360
"South Sudan",1986,4942648
"Spain",1986,38586351
"Sri Lanka",1986,16439169
"Sudan",1986,19215610
"Suriname",1986,381012
"Swaziland",1986,734925
"Sweden",1986,8377422
"Switzerland",1986,6493102
"Syria",1986,10921760
"Taiwan",1986,19556000
"Tajikistan",1986,4713454
"Tanzania",1986,22525148
"Thailand",1986,53339762
"Timor-Leste",1986,677073
"Togo",1986,3266857
"Tokelau",1986,1712
"Tonga",1986,94139
"Trinidad and Tobago",1986,1185012
"Tunisia",1986,7511099
"Turkey",1986,50393538
"Turkmenistan",1986,3310059
"Turks and Caicos Islands",1986,9872
"Tuvalu",1986,8741
"Uganda",1986,15327718
