ticket_nmbr,STATUS,assigned_group,PARENT_SERVICE,service,CHANGE_DATE,TIME_IN_STATUS_BY_OWNER_HRS
"IN10283322","NEW","","","","",
"IN10283323","NEW","","","","",
"IN10283324","NEW","","","","",
"IN10283325","NEW","","","","",
"IN10283326","NEW","","","","",
"IN10283327","NEW","","","","",
"IN10283328","NEW","","","","",
"IN10283329","NEW","","","","",
"IN10283330","NEW","","","","",
"IN10283332","NEW","","","","",
"IN10283333","NEW","","","","",
"IN10283334","NEW","","","","",
"IN10283335","NEW","","","","",
"IN10283336","NEW","","","","",
"IN10283338","NEW","","","","",
"IN10283339","NEW","","","","",
"IN10283341","NEW","","","","",
"IN10283343","NEW","","","","",
"IN10283347","NEW","","","","",
"IN10283364","NEW","","","","",
"IN10283365","NEW","","","","",
"IN10283367","NEW","","","","",
"IN10283368","NEW","","","","",
"IN10283370","NEW","","","","",
"IN10283372","NEW","","","","",
"IN10283373","NEW","","","","",
"IN10283374","NEW","","","","",
"IN10283375","NEW","","","","",
"IN10283379","NEW","","","","",
"IN10283380","NEW","","","","",
"IN10283381","NEW","","","","",
"IN10283382","NEW","","","","",
"IN10283384","NEW","","","","",
"IN10283385","NEW","","","","",
"IN10283386","NEW","","","","",
"IN10283388","NEW","","","","",
"IN10283389","NEW","","","","",
"IN10283390","NEW","","","","",
"IN10283391","NEW","","","","",
"IN10283398","NEW","","","","",
"IN10283399","NEW","","","","",
"IN10283400","NEW","","","","",
"IN10283401","NEW","","","","",
"IN10283402","NEW","","","","",
"IN10283403","NEW","","","","",
"IN10283404","NEW","","","","",
"IN10283405","NEW","","","","",
"IN10283408","NEW","","","","",
"IN10283409","NEW","","","","",
"IN10283410","NEW","","","","",
"IN10283411","NEW","","","","",
"IN10283412","NEW","","","","",
"IN10283413","NEW","","","","",
"IN10283415","NEW","","","","",
"IN10283418","NEW","","","","",
"IN10283423","NEW","","","","",
"IN10283424","NEW","","","","",
"IN10283426","NEW","","","","",
"IN10283433","NEW","","","","",
"IN10283435","NEW","","","","",
"IN10283436","NEW","","","","",
"IN10283441","NEW","","","","",
"IN10283444","NEW","","","","",
"IN10283446","NEW","","","","",
"IN10283447","NEW","","","","",
"IN10283448","NEW","","","","",
"IN10283449","NEW","","","","",
"IN10283451","NEW","","","","",
"IN10283453","NEW","","","","",
"IN10283454","NEW","","","","",
"IN10283455","NEW","","","","",
"IN10283456","NEW","","","","",
"IN10283462","NEW","","","","",
"IN10283463","NEW","","","","",
"IN10283465","NEW","","","","",
"IN10283467","NEW","","","","",
"IN10283468","NEW","","","","",
"IN10283469","NEW","","","","",
"IN10283471","NEW","","","","",
"IN10283475","NEW","","","","",
"IN10283477","NEW","","","","",
"IN10283478","NEW","","","","",
"IN10283479","NEW","","","","",
"IN10283480","NEW","","","","",
"IN10283481","NEW","","","","",
"IN10283482","NEW","","","","",
"IN10283483","NEW","","","","",
"IN10283484","NEW","","","","",
"IN10283485","NEW","","","","",
"IN10283486","NEW","","","","",
"IN10283489","NEW","","","","",
"IN10283496","NEW","","","","",
"IN10283501","NEW","","","","",
"IN10283503","NEW","","","","",
"IN10283506","NEW","","","","",
"IN10283508","NEW","","","","",
"IN10283509","NEW","","","","",
"IN10283511","NEW","","","","",
"IN10283512","NEW","","","","",
"IN10283513","NEW","","","","",
"IN10283516","NEW","","","","",
"IN10283520","NEW","","","","",
"IN10283523","NEW","","","","",
"IN10283526","NEW","","","","",
"IN10283527","NEW","","","","",
"IN10283529","NEW","","","","",
"IN10283532","NEW","","","","",
"IN10283534","NEW","","","","",
"IN10283537","NEW","","","","",
"IN10283538","NEW","","","","",
"IN10283540","NEW","","","","",
"IN10283541","NEW","","","","",
"IN10283543","NEW","","","","",
"IN10283544","NEW","","","","",
"IN10283545","NEW","","","","",
"IN10283546","NEW","","","","",
"IN10283547","NEW","","","","",
"IN10283548","NEW","","","","",
"IN10283549","NEW","","","","",
"IN10283550","NEW","","","","",
"IN10283551","NEW","","","","",
"IN10283552","NEW","","","","",
"IN10283553","NEW","","","","",
"IN10283554","NEW","","","","",
"IN10283555","NEW","","","","",
"IN10283560","NEW","","","","",
"IN10283561","NEW","","","","",
"IN10283562","NEW","","","","",
"IN10283563","NEW","","","","",
"IN10283564","NEW","","","","",
"IN10283565","NEW","","","","",
"IN10283567","NEW","","","","",
"IN10283568","NEW","","","","",
"IN10283569","NEW","","","","",
"IN10283571","NEW","","","","",
"IN10283572","NEW","","","","",
"IN10283573","NEW","","","","",
"IN10283574","NEW","","","","",
"IN10283576","NEW","","","","",
"IN10283577","NEW","","","","",
"IN10283580","NEW","","","","",
"IN10283581","NEW","","","","",
"IN10283583","NEW","","","","",
"IN10283584","NEW","","","","",
"IN10283585","NEW","","","","",
"IN10283587","NEW","","","","",
"IN10283588","NEW","","","","",
"IN10283589","NEW","","","","",
"IN10283590","NEW","","","","",
"IN10283591","NEW","","","","",
"IN10283602","NEW","","","","",
"IN10283612","NEW","","","","",
"IN10283614","NEW","","","","",
"IN10283620","NEW","","","","",
"IN10283623","NEW","","","","",
"IN10283625","NEW","","","","",
"IN10283626","NEW","","","","",
"IN10283627","NEW","","","","",
"IN10283629","NEW","","","","",
"IN10283630","NEW","","","","",
"IN10283633","NEW","","","","",
"IN10283634","NEW","","","","",
"IN10283635","NEW","","","","",
"IN10283638","NEW","","","","",
"IN10283639","NEW","","","","",
"IN10283643","NEW","","","","",
"IN10283648","NEW","","","","",
"IN10283649","NEW","","","","",
"IN10283650","NEW","","","","",
"IN10283651","NEW","","","","",
"IN10283653","NEW","","","","",
"IN10283658","NEW","","","","",
"IN10283661","NEW","","","","",
"IN10283663","NEW","","","","",
"IN10283664","NEW","","","","",
"IN10283665","NEW","","","","",
"IN10283667","NEW","","","","",
"IN10283668","NEW","","","","",
"IN10283669","NEW","","","","",
"IN10283670","NEW","","","","",
"IN10283671","NEW","","","","",
"IN10283672","NEW","","","","",
"IN10283673","NEW","","","","",
"IN10283674","NEW","","","","",
"IN10283677","NEW","","","","",
"IN10283680","NEW","","","","",
"IN10283685","NEW","","","","",
"IN10283687","NEW","","","","",
"IN10283689","NEW","","","","",
"IN10283690","NEW","","","","",
"IN10283693","NEW","","","","",
"IN10283694","NEW","","","","",
"IN10283695","NEW","","","","",
"IN10283698","NEW","","","","",
"IN10283699","NEW","","","","",
"IN10283700","NEW","","","","",
"IN10283701","NEW","","","","",
"IN10283702","NEW","","","","",
"IN10283704","NEW","","","","",
"IN10283705","NEW","","","","",
"IN10283706","NEW","","","","",
"IN10283709","NEW","","","","",
"IN10283711","NEW","","","","",
"IN10283712","NEW","","","","",
"IN10283713","NEW","","","","",
"IN10283714","NEW","","","","",
"IN10283718","NEW","","","","",
"IN10283719","NEW","","","","",
"IN10283720","NEW","","","","",
"IN10283722","NEW","","","","",
"IN10283723","NEW","","","","",
"IN10283725","NEW","","","","",
"IN10283726","NEW","","","","",
"IN10283727","NEW","","","","",
"IN10283728","NEW","","","","",
"IN10283729","NEW","","","","",
"IN10283733","NEW","","","","",
"IN10283734","NEW","","","","",
"IN10283735","NEW","","","","",
"IN10283737","NEW","","","","",
"IN10283738","NEW","","","","",
"IN10283740","NEW","","","","",
"IN10283742","NEW","","","","",
"IN10283743","NEW","","","","",
"IN10283746","NEW","","","","",
"IN10283747","NEW","","","","",
"IN10283749","NEW","","","","",
"IN10283750","NEW","","","","",
"IN10283751","NEW","","","","",
"IN10283752","NEW","","","","",
"IN10283753","NEW","","","","",
"IN10283754","NEW","","","","",
"IN10283756","NEW","","","","",
"IN10283757","NEW","","","","",
"IN10283759","NEW","","","","",
"IN10283760","NEW","","","","",
"IN10283761","NEW","","","","",
"IN10283764","NEW","","","","",
"IN10283765","NEW","","","","",
"IN10283766","NEW","","","","",
"IN10283771","NEW","","","","",
"IN10283772","NEW","","","","",
"IN10283773","NEW","","","","",
"IN10283774","NEW","","","","",
"IN10283775","NEW","","","","",
"IN10283777","NEW","","","","",
"IN10283778","NEW","","","","",
"IN10283781","NEW","","","","",
"IN10283782","NEW","","","","",
"IN10283783","NEW","","","","",
"IN10283785","NEW","","","","",
"IN10283786","NEW","","","","",
"IN10283787","NEW","","","","",
"IN10283788","NEW","","","","",
"IN10283789","NEW","","","","",
"IN10283790","NEW","","","","",
"IN10283791","NEW","","","","",
"IN10283792","NEW","","","","",
"IN10283794","NEW","","","","",
"IN10283796","NEW","","","","",
"IN10283797","NEW","","","","",
"IN10283800","NEW","","","","",
"IN10283801","NEW","","","","",
"IN10283802","NEW","","","","",
"IN10283805","NEW","","","","",
"IN10283806","NEW","","","","",
"IN10283807","NEW","","","","",
"IN10283808","NEW","","","","",
"IN10283809","NEW","","","","",
"IN10283811","NEW","","","","",
"IN10283812","NEW","","","","",
"IN10283814","NEW","","","","",
"IN10283815","NEW","","","","",
"IN10283816","NEW","","","","",
"IN10283819","NEW","","","","",
"IN10283821","NEW","","","","",
"IN10283822","NEW","","","","",
"IN10283823","NEW","","","","",
"IN10283825","NEW","","","","",
"IN10283826","NEW","","","","",
"IN10283828","NEW","","","","",
"IN10283830","NEW","","","","",
"IN10283831","NEW","","","","",
"IN10283832","NEW","","","","",
"IN10283834","NEW","","","","",
"IN10283839","NEW","","","","",
"IN10283840","NEW","","","","",
"IN10283841","NEW","","","","",
"IN10283843","NEW","","","","",
"IN10283844","NEW","","","","",
"IN10283845","NEW","","","","",
"IN10283849","NEW","","","","",
"IN10283850","NEW","","","","",
"IN10283852","NEW","","","","",
"IN10283853","NEW","","","","",
"IN10283854","NEW","","","","",
"IN10283856","NEW","","","","",
"IN10283857","NEW","","","","",
"IN10283858","NEW","","","","",
"IN10283859","NEW","","","","",
"IN10283862","NEW","","","","",
"IN10283863","NEW","","","","",
"IN10283865","NEW","","","","",
"IN10283866","NEW","","","","",
"IN10283867","NEW","","","","",
"IN10283869","NEW","","","","",
"IN10283870","NEW","","","","",
"IN10283871","NEW","","","","",
"IN10283875","NEW","","","","",
"IN10283877","NEW","","","","",
"IN10283880","NEW","","","","",
"IN10283886","NEW","","","","",
"IN10283887","NEW","","","","",
"IN10283890","NEW","","","","",
"IN10283892","NEW","","","","",
"IN10283899","NEW","","","","",
"IN10283908","NEW","","","","",
"IN10283914","NEW","","","","",
"IN10283924","NEW","","","","",
"IN10283925","NEW","","","","",
"IN10283926","NEW","","","","",
"IN10283927","NEW","","","","",
"IN10283929","NEW","","","","",
"IN10283930","NEW","","","","",
"IN10283931","NEW","","","","",
"IN10283932","NEW","","","","",
"IN10283933","NEW","","","","",
"IN10283934","NEW","","","","",
"IN10283935","NEW","","","","",
"IN10283936","NEW","","","","",
"IN10283938","NEW","","","","",
"IN10283939","NEW","","","","",
"IN10283940","NEW","","","","",
"IN10283941","NEW","","","","",
"IN10283942","NEW","","","","",
"IN10283944","NEW","","","","",
"IN10283945","NEW","","","","",
"IN10283947","NEW","","","","",
"IN10283948","NEW","","","","",
"IN10283949","NEW","","","","",
"IN10283950","NEW","","","","",
"IN10283952","NEW","","","","",
"IN10283953","NEW","","","","",
"IN10283954","NEW","","","","",
"IN10283955","NEW","","","","",
"IN10283956","NEW","","","","",
"IN10283958","NEW","","","","",
"IN10283961","NEW","","","","",
"IN10283962","NEW","","","","",
"IN10283964","NEW","","","","",
"IN10283965","NEW","","","","",
"IN10283966","NEW","","","","",
"IN10283967","NEW","","","","",
"IN10283968","NEW","","","","",
"IN10283970","NEW","","","","",
"IN10283971","NEW","","","","",
"IN10283973","NEW","","","","",
"IN10283974","NEW","","","","",
"IN10283975","NEW","","","","",
"IN10283976","NEW","","","","",
"IN10283979","NEW","","","","",
"IN10283980","NEW","","","","",
"IN10283982","NEW","","","","",
"IN10283983","NEW","","","","",
"IN10283985","NEW","","","","",
"IN10283986","NEW","","","","",
"IN10283987","NEW","","","","",
"IN10283988","NEW","","","","",
"IN10283989","NEW","","","","",
"IN10283990","NEW","","","","",
"IN10283991","NEW","","","","",
"IN10283993","NEW","","","","",
"IN10283994","NEW","","","","",
"IN10283995","NEW","","","","",
"IN10283997","NEW","","","","",
"IN10283998","NEW","","","","",
"IN10283999","NEW","","","","",
"IN10284000","NEW","","","","",
"IN10284001","NEW","","","","",
"IN10284003","NEW","","","","",
"IN10284005","NEW","","","","",
"IN10284006","NEW","","","","",
"IN10284007","NEW","","","","",
"IN10284011","NEW","","","","",
"IN10284012","NEW","","","","",
"IN10284013","NEW","","","","",
"IN10284014","NEW","","","","",
"IN10284015","NEW","","","","",
"IN10284016","NEW","","","","",
"IN10284018","NEW","","","","",
"IN10284022","NEW","","","","",
"IN10284024","NEW","","","","",
"IN10284025","NEW","","","","",
"IN10284026","NEW","","","","",
"IN10284029","NEW","","","","",
"IN10284030","NEW","","","","",
"IN10284031","NEW","","","","",
"IN10284032","NEW","","","","",
"IN10284033","NEW","","","","",
"IN10284034","NEW","","","","",
"IN10284035","NEW","","","","",
"IN10284039","NEW","","","","",
"IN10284041","NEW","","","","",
"IN10284042","NEW","","","","",
"IN10284049","NEW","","","","",
"IN10284051","NEW","","","","",
"IN10284052","NEW","","","","",
"IN10284054","NEW","","","","",
"IN10284055","NEW","","","","",
"IN10284056","NEW","","","","",
"IN10284060","NEW","","","","",
"IN10284062","NEW","","","","",
"IN10284065","NEW","","","","",
"IN10284068","NEW","","","","",
"IN10284069","NEW","","","","",
"IN10284071","NEW","","","","",
"IN10284074","NEW","","","","",
"IN10284082","NEW","","","","",
"IN10284084","NEW","","","","",
"IN10284085","NEW","","","","",
"IN10284086","NEW","","","","",
"IN10284089","NEW","","","","",
"IN10284091","NEW","","","","",
"IN10284092","NEW","","","","",
"IN10284094","NEW","","","","",
"IN10284095","NEW","","","","",
"IN10284096","NEW","","","","",
"IN10284097","NEW","","","","",
"IN10284100","NEW","","","","",
"IN10284101","NEW","","","","",
"IN10284102","NEW","","","","",
"IN10284104","NEW","","","","",
"IN10284105","NEW","","","","",
"IN10284106","NEW","","","","",
"IN10284107","NEW","","","","",
"IN10284108","NEW","","","","",
"IN10284109","NEW","","","","",
"IN10284110","NEW","","","","",
"IN10284111","NEW","","","","",
"IN10284112","NEW","","","","",
"IN10284113","NEW","","","","",
"IN10284114","NEW","","","","",
"IN10284115","NEW","","","","",
"IN10284116","NEW","","","","",
"IN10284117","NEW","","","","",
"IN10284118","NEW","","","","",
"IN10284119","NEW","","","","",
"IN10284121","NEW","","","","",
"IN10284123","NEW","","","","",
"IN10284127","NEW","","","","",
"IN10284128","NEW","","","","",
"IN10284129","NEW","","","","",
"IN10284130","NEW","","","","",
"IN10284131","NEW","","","","",
"IN10284132","NEW","","","","",
"IN10284135","NEW","","","","",
"IN10284136","NEW","","","","",
"IN10284138","NEW","","","","",
"IN10284143","NEW","","","","",
"IN10284144","NEW","","","","",
"IN10284145","NEW","","","","",
"IN10284146","NEW","","","","",
"IN10284147","NEW","","","","",
"IN10284148","NEW","","","","",
"IN10284149","NEW","","","","",
"IN10284150","NEW","","","","",
"IN10284154","NEW","","","","",
"IN10284155","NEW","","","","",
"IN10284156","NEW","","","","",
"IN10284157","NEW","","","","",
"IN10284158","NEW","","","","",
"IN10284159","NEW","","","","",
"IN10284160","NEW","","","","",
"IN10284161","NEW","","","","",
"IN10284162","NEW","","","","",
"IN10284164","NEW","","","","",
"IN10284166","NEW","","","","",
"IN10284167","NEW","","","","",
"IN10284172","NEW","","","","",
"IN10284176","NEW","","","","",
"IN10284177","NEW","","","","",
"IN10284178","NEW","","","","",
"IN10284180","NEW","","","","",
"IN10284182","NEW","","","","",
"IN10284183","NEW","","","","",
"IN10284185","NEW","","","","",
"IN10284191","NEW","","","","",
"IN10284198","NEW","","","","",
"IN10284207","NEW","","","","",
"IN10284209","NEW","","","","",
"IN10284211","NEW","","","","",
"IN10284212","NEW","","","","",
"IN10284213","NEW","","","","",
"IN10284215","NEW","","","","",
"IN10284216","NEW","","","","",
"IN10284220","NEW","","","","",
"IN10284221","NEW","","","","",
"IN10284222","NEW","","","","",
"IN10284224","NEW","","","","",
"IN10284225","NEW","","","","",
"IN10284228","NEW","","","","",
"IN10284231","NEW","","","","",
"IN10284232","NEW","","","","",
"IN10284233","NEW","","","","",
"IN10284234","NEW","","","","",
"IN10284235","NEW","","","","",
"IN10284237","NEW","","","","",
"IN10284240","NEW","","","","",
"IN10284241","NEW","","","","",
"IN10284242","NEW","","","","",
"IN10284247","NEW","","","","",
"IN10284250","NEW","","","","",
"IN10284271","NEW","","","","",
"IN10284272","NEW","","","","",
"IN10284273","NEW","","","","",
"IN10284274","NEW","","","","",
"IN10284303","NEW","","","","",
"IN10284307","NEW","","","","",
"IN10284308","NEW","","","","",
"IN10284314","NEW","","","","",
"IN10284317","NEW","","","","",
"IN10284323","NEW","","","","",
"IN10284327","NEW","","","","",
"IN10284328","NEW","","","","",
"IN10284330","NEW","","","","",
"IN10284331","NEW","","","","",
"IN10284332","NEW","","","","",
"IN10284335","NEW","","","","",
"IN10284336","NEW","","","","",
"IN10284337","NEW","","","","",
"IN10284341","NEW","","","","",
"IN10284342","NEW","","","","",
"IN10284344","NEW","","","","",
"IN10284346","NEW","","","","",
"IN10284348","NEW","","","","",
"IN10284349","NEW","","","","",
"IN10284350","NEW","","","","",
"IN10284351","NEW","","","","",
"IN10284352","NEW","","","","",
"IN10284353","NEW","","","","",
"IN10284354","NEW","","","","",
"IN10284356","NEW","","","","",
"IN10284363","NEW","","","","",
"IN10284383","NEW","","","","",
"IN10284384","NEW","","","","",
"IN10284391","NEW","","","","",
"IN10284395","NEW","","","","",
"IN10284421","NEW","","","","",
"IN10284423","NEW","","","","",
"IN10284424","NEW","","","","",
"IN10284425","NEW","","","","",
"IN10284427","NEW","","","","",
"IN10284431","NEW","","","","",
"IN10284433","NEW","","","","",
"IN10284437","NEW","","","","",
"IN10284442","NEW","","","","",
"IN10284475","NEW","","","","",
"IN10284498","NEW","","","","",
"IN10284504","NEW","","","","",
"IN10284506","NEW","","","","",
"IN10284507","NEW","","","","",
"IN10284524","NEW","","","","",
"IN10284525","NEW","","","","",
"IN10284532","NEW","","","","",
"IN10284533","NEW","","","","",
"IN10284534","NEW","","","","",
"IN10284535","NEW","","","","",
"IN10284537","NEW","","","","",
"IN10284538","NEW","","","","",
"IN10284539","NEW","","","","",
"IN10284540","NEW","","","","",
"IN10284541","NEW","","","","",
"IN10284546","NEW","","","","",
"IN10284588","NEW","","","","",
"IN10284595","NEW","","","","",
"IN10284596","NEW","","","","",
"IN10284597","NEW","","","","",
"IN10284606","NEW","","","","",
"IN10284607","NEW","","","","",
"IN10284610","NEW","","","","",
"IN10284613","NEW","","","","",
"IN10284614","NEW","","","","",
"IN10284616","NEW","","","","",
"IN10284617","NEW","","","","",
"IN10284623","NEW","","","","",
"IN10284625","NEW","","","","",
"IN10284627","NEW","","","","",
"IN10284628","NEW","","","","",
"IN10284629","NEW","","","","",
"IN10284630","NEW","","","","",
"IN10284631","NEW","","","","",
"IN10284632","NEW","","","","",
"IN10284634","NEW","","","","",
"IN10284636","NEW","","","","",
"IN10284637","NEW","","","","",
"IN10284639","NEW","","","","",
"IN10284640","NEW","","","","",
"IN10284641","NEW","","","","",
"IN10284642","NEW","","","","",
"IN10284644","NEW","","","","",
"IN10284646","NEW","","","","",
"IN10284647","NEW","","","","",
"IN10284648","NEW","","","","",
"IN10284653","NEW","","","","",
"IN10284654","NEW","","","","",
"IN10284655","NEW","","","","",
"IN10284657","NEW","","","","",
"IN10284658","NEW","","","","",
"IN10284659","NEW","","","","",
"IN10284660","NEW","","","","",
"IN10284661","NEW","","","","",
"IN10284662","NEW","","","","",
"IN10284663","NEW","","","","",
"IN10284664","NEW","","","","",
"IN10284665","NEW","","","","",
"IN10284666","NEW","","","","",
"IN10284667","NEW","","","","",
"IN10284673","NEW","","","","",
"IN10284674","NEW","","","","",
"IN10284675","NEW","","","","",
"IN10284676","NEW","","","","",
"IN10284677","NEW","","","","",
"IN10284678","NEW","","","","",
"IN10284683","NEW","","","","",
"IN10284694","NEW","","","","",
"IN10284710","NEW","","","","",
"IN10284721","NEW","","","","",
"IN10284722","NEW","","","","",
"IN10284723","NEW","","","","",
"IN10284725","NEW","","","","",
"IN10284726","NEW","","","","",
"IN10284729","NEW","","","","",
"IN10284730","NEW","","","","",
"IN10284731","NEW","","","","",
"IN10284733","NEW","","","","",
"IN10284734","NEW","","","","",
"IN10284735","NEW","","","","",
"IN10284737","NEW","","","","",
"IN10284738","NEW","","","","",
"IN10284747","NEW","","","","",
"IN10284748","NEW","","","","",
"IN10284749","NEW","","","","",
"IN10284751","NEW","","","","",
"IN10284752","NEW","","","","",
"IN10284753","NEW","","","","",
"IN10284754","NEW","","","","",
"IN10284755","NEW","","","","",
"IN10284756","NEW","","","","",
"IN10284757","NEW","","","","",
"IN10284758","NEW","","","","",
"IN10284759","NEW","","","","",
"IN10284760","NEW","","","","",
"IN10284762","NEW","","","","",
"IN10284763","NEW","","","","",
"IN10284765","NEW","","","","",
"IN10284766","NEW","","","","",
"IN10284767","NEW","","","","",
"IN10284770","NEW","","","","",
"IN10284772","NEW","","","","",
"IN10284773","NEW","","","","",
"IN10284774","NEW","","","","",
"IN10284775","NEW","","","","",
"IN10284776","NEW","","","","",
"IN10284778","NEW","","","","",
"IN10284779","NEW","","","","",
"IN10284780","NEW","","","","",
"IN10284782","NEW","","","","",
"IN10284783","NEW","","","","",
"IN10284784","NEW","","","","",
"IN10284785","NEW","","","","",
"IN10284786","NEW","","","","",
"IN10284787","NEW","","","","",
"IN10284802","NEW","","","","",
"IN10284804","NEW","","","","",
"IN10284805","NEW","","","","",
"IN10284806","NEW","","","","",
"IN10284807","NEW","","","","",
"IN10284808","NEW","","","","",
"IN10284809","NEW","","","","",
"IN10284835","NEW","","","","",
"IN10284836","NEW","","","","",
"IN10284837","NEW","","","","",
"IN10284838","NEW","","","","",
"IN10284840","NEW","","","","",
"IN10284842","NEW","","","","",
"IN10284843","NEW","","","","",
"IN10284844","NEW","","","","",
"IN10284850","NEW","","","","",
"IN10284852","NEW","","","","",
"IN10284853","NEW","","","","",
"IN10284859","NEW","","","","",
"IN10284860","NEW","","","","",
"IN10284863","NEW","","","","",
"IN10284864","NEW","","","","",
"IN10284865","NEW","","","","",
"IN10284867","NEW","","","","",
"IN10284868","NEW","","","","",
"IN10284869","NEW","","","","",
"IN10284870","NEW","","","","",
"IN10284871","NEW","","","","",
"IN10284872","NEW","","","","",
"IN10284873","NEW","","","","",
"IN10284875","NEW","","","","",
"IN10284876","NEW","","","","",
"IN10284877","NEW","","","","",
"IN10284879","NEW","","","","",
"IN10284880","NEW","","","","",
"IN10284881","NEW","","","","",
"IN10284882","NEW","","","","",
"IN10284883","NEW","","","","",
"IN10284885","NEW","","","","",
"IN10284890","NEW","","","","",
"IN10284893","NEW","","","","",
"IN10284894","NEW","","","","",
"IN10284897","NEW","","","","",
"IN10284898","NEW","","","","",
"IN10284899","NEW","","","","",
"IN10284901","NEW","","","","",
"IN10284903","NEW","","","","",
"IN10284904","NEW","","","","",
"IN10284905","NEW","","","","",
"IN10284906","NEW","","","","",
"IN10284908","NEW","","","","",
"IN10284909","NEW","","","","",
"IN10284910","NEW","","","","",
"IN10284911","NEW","","","","",
"IN10284912","NEW","","","","",
"IN10284913","NEW","","","","",
"IN10284914","NEW","","","","",
"IN10284917","NEW","","","","",
"IN10284920","NEW","","","","",
"IN10284921","NEW","","","","",
"IN10284927","NEW","","","","",
"IN10284928","NEW","","","","",
"IN10284929","NEW","","","","",
"IN10284930","NEW","","","","",
"IN10284931","NEW","","","","",
"IN10284934","NEW","","","","",
"IN10284937","NEW","","","","",
"IN10284938","NEW","","","","",
"IN10284940","NEW","","","","",
"IN10284941","NEW","","","","",
"IN10284942","NEW","","","","",
"IN10284943","NEW","","","","",
"IN10284944","NEW","","","","",
"IN10284946","NEW","","","","",
"IN10284947","NEW","","","","",
"IN10284948","NEW","","","","",
"IN10284950","NEW","","","","",
"IN10284951","NEW","","","","",
"IN10284952","NEW","","","","",
"IN10284954","NEW","","","","",
"IN10284955","NEW","","","","",
"IN10284957","NEW","","","","",
"IN10284958","NEW","","","","",
"IN10284959","NEW","","","","",
"IN10284960","NEW","","","","",
"IN10284961","NEW","","","","",
"IN10284962","NEW","","","","",
"IN10284963","NEW","","","","",
"IN10284965","NEW","","","","",
"IN10284966","NEW","","","","",
"IN10284967","NEW","","","","",
"IN10284968","NEW","","","","",
"IN10284969","NEW","","","","",
"IN10284970","NEW","","","","",
"IN10284971","NEW","","","","",
"IN10284976","NEW","","","","",
"IN10284977","NEW","","","","",
"IN10284978","NEW","","","","",
"IN10284980","NEW","","","","",
"IN10284981","NEW","","","","",
"IN10284982","NEW","","","","",
"IN10284983","NEW","","","","",
"IN10284984","NEW","","","","",
"IN10284985","NEW","","","","",
"IN10284986","NEW","","","","",
"IN10284987","NEW","","","","",
"IN10284988","NEW","","","","",
"IN10284989","NEW","","","","",
"IN10284990","NEW","","","","",
"IN10284992","NEW","","","","",
"IN10284993","NEW","","","","",
"IN10284995","NEW","","","","",
"IN10284998","NEW","","","","",
"IN10284999","NEW","","","","",
"IN10285001","NEW","","","","",
"IN10285002","NEW","","","","",
"IN10285003","NEW","","","","",
"IN10285012","NEW","","","","",
"IN10285017","NEW","","","","",
"IN10285018","NEW","","","","",
"IN10285023","NEW","","","","",
"IN10285024","NEW","","","","",
"IN10285025","NEW","","","","",
"IN10285026","NEW","","","","",
"IN10285027","NEW","","","","",
"IN10285028","NEW","","","","",
"IN10285029","NEW","","","","",
"IN10285035","NEW","","","","",
"IN10285043","NEW","","","","",
"IN10285045","NEW","","","","",
"IN10285046","NEW","","","","",
"IN10285047","NEW","","","","",
"IN10285048","NEW","","","","",
"IN10285049","NEW","","","","",
"IN10285052","NEW","","","","",
"IN10285077","NEW","","","","",
"IN10285078","NEW","","","","",
"IN10285080","NEW","","","","",
"IN10285081","NEW","","","","",
"IN10285103","NEW","","","","",
"IN10285110","NEW","","","","",
"IN10285112","NEW","","","","",
"IN10285114","NEW","","","","",
"IN10285115","NEW","","","","",
"IN10285118","NEW","","","","",
"IN10285119","NEW","","","","",
"IN10285120","NEW","","","","",
"IN10285123","NEW","","","","",
"IN10285127","NEW","","","","",
"IN10285128","NEW","","","","",
"IN10285130","NEW","","","","",
"IN10285132","NEW","","","","",
"IN10285133","NEW","","","","",
"IN10285134","NEW","","","","",
"IN10285135","NEW","","","","",
"IN10285136","NEW","","","","",
"IN10285138","NEW","","","","",
"IN10285142","NEW","","","","",
"IN10285146","NEW","","","","",
"IN10285150","NEW","","","","",
"IN10285151","NEW","","","","",
"IN10285152","NEW","","","","",
"IN10285153","NEW","","","","",
"IN10285156","NEW","","","","",
"IN10285158","NEW","","","","",
"IN10285160","NEW","","","","",
"IN10285161","NEW","","","","",
"IN10285162","NEW","","","","",
"IN10285163","NEW","","","","",
"IN10285164","NEW","","","","",
"IN10285167","NEW","","","","",
"IN10285168","NEW","","","","",
"IN10285169","NEW","","","","",
"IN10285175","NEW","","","","",
"IN10285176","NEW","","","","",
"IN10285177","NEW","","","","",
"IN10285178","NEW","","","","",
"IN10285179","NEW","","","","",
"IN10285181","NEW","","","","",
"IN10285184","NEW","","","","",
"IN10285186","NEW","","","","",
"IN10285187","NEW","","","","",
"IN10285190","NEW","","","","",
"IN10285191","NEW","","","","",
"IN10285193","NEW","","","","",
"IN10285195","NEW","","","","",
"IN10285196","NEW","","","","",
"IN10285200","NEW","","","","",
"IN10285201","NEW","","","","",
"IN10285202","NEW","","","","",
"IN10285203","NEW","","","","",
"IN10285204","NEW","","","","",
"IN10285206","NEW","","","","",
"IN10285208","NEW","","","","",
"IN10285209","NEW","","","","",
"IN10285218","NEW","","","","",
"IN10285219","NEW","","","","",
"IN10285220","NEW","","","","",
