grupo_indicador,categoria,PK_servico,campo,servico,cod_campo,atributo,cod_campo_campo
"Sedes - Dados de Gestão","SEDES",301,"Trabalhadores Nível Superior no Município","Capacitações Ofertadas Proteção Social Especial","TSM","capacitacoesOfertadasProtecaoSocialEspecial-trabalhadoresDeNivelSuperior-quantidadeMunicipio","(TSM) Trabalhadores Nível Superior no Município"
"Sedes - Dados de Gestão","SEDES",268,"Diagnóstico Socioterritorial","Instrumentos de Gestão","IG-4","diagnosticoSocioterritorial-possui","(IG-4) Diagnóstico Socioterritorial"
"Sedes - Dados de Gestão","SEDES",271,"Lei de Regulamentação do SUAS","Instrumentos de Gestão","IG-1","LeideRegulamentacaodoSUAS-possui","(IG-1) Lei de Regulamentação do SUAS"
"Sedes - Dados de Gestão","SEDES",266,"Plano Decenal de Assistência Social","Instrumentos de Gestão","IG-5","planoDecenalDeAssistenciaSocial-possui","(IG-5) Plano Decenal de Assistência Social"
"Sedes - Dados de Gestão","SEDES",267,"Plano Municipal de Assistência Social","Instrumentos de Gestão","IG-6","planoMunicipalDeAssistenciaSocial-possui","(IG-6) Plano Municipal de Assistência Social"
"Sedes - Dados de Gestão","SEDES",269,"Plano Municipal de Educação Permanente do SUAS","Instrumentos de Gestão","IG-2","PlanoMunicipaldeEducacaoPermanentedoSUAS-possui","(IG-2) Plano Municipal de Educação Permanente do SUAS"
"Sedes - Dados de Gestão","SEDES",270,"Relatório de Gestão do exercício anterior","Instrumentos de Gestão","IG-3","RelatoriodeGestaoDoExercicioAnterior-possui","(IG-3) Relatório de Gestão do exercício anterior"
"Sedes - Dados de Gestão","SEDES",275,"Gestão do Trabalho","Áreas Essenciais do SUAS Implantadas","AE-2","quaisAreasEssenciaisDoSUASEstaoImplantadosOficialmente-gestao_do_trabalho","(AE-2) Gestão do Trabalho"
"Sedes - Dados de Gestão","SEDES",272,"Proteção Social Básica","Áreas Essenciais do SUAS Implantadas","AE-3","quaisAreasEssenciaisDoSUASEstaoImplantadosOficialmente-protecao_social_basica","(AE-3) Proteção Social Básica"
"Sedes - Dados de Gestão","SEDES",273,"Proteção Social Especial","Áreas Essenciais do SUAS Implantadas","AE-4","quaisAreasEssenciaisDoSUASEstaoImplantadosOficialmente-protecao_social_especial","(AE-4) Proteção Social Especial"
"Sedes - Dados de Gestão","SEDES",274,"Gestão do SUAS","Áreas Essenciais do SUAS Implantadas","AE-1","quaisAreasEssenciaisDoSUASEstaoImplantadosOficialmente-gestao_do_suas","(AE-1) Gestão do SUAS"
"Sedes - Dados de Gestão","SEDES",276,"Levanta dados no território/equipamento da PAS","Ações de Vigilância Socioassistencial","VS-3","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-levanta_dados_no_territorio_equipamento_da_pas","(VS-3) Levanta dados no território/equipamento da PAS"
"Sedes - Dados de Gestão","SEDES",277,"Analisa dados levantados","Ações de Vigilância Socioassistencial","VS-1","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-analisa_dados_levantados","(VS-1) Analisa dados levantados"
"Sedes - Dados de Gestão","SEDES",278,"Sistematiza dados e produz relatórios","Ações de Vigilância Socioassistencial","VS-7","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-sistematiza_dados_e_produz_relatorios","(VS-7) Sistematiza dados e produz relatórios"
"Sedes - Dados de Gestão","SEDES",279,"Dissemina dados e/ou relatórios","Ações de Vigilância Socioassistencial","VS-2","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-dissemina_dados_e/ou_relatorios","(VS-2) Dissemina dados e/ou relatórios"
"Sedes - Dados de Gestão","SEDES",280,"Realiza diagnóstico socioterritorial","Ações de Vigilância Socioassistencial","VS-4","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-realiza_diagnostico_socioterritorial","(VS-4) Realiza diagnóstico socioterritorial"
"Sedes - Dados de Gestão","SEDES",281,"Realiza monitoramento sistemático dos serviços socioassistenciais","Ações de Vigilância Socioassistencial","VS-5","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-realiza_monitoramento_sistematico_dos_servicos_socioassistenciais","(VS-5) Realiza monitoramento sistemático dos serviços socioassistenciais"
"Sedes - Dados de Gestão","SEDES",282,"Realiza reuniões com as equipes responsáveis pela execução dos serviços socioassistenciais","Ações de Vigilância Socioassistencial","VS-6","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-realiza_reunioes_com_as_equipes_responsaveis_pela_execucao_dos_servicos_socioassistenciais","(VS-6) Realiza reuniões com as equipes responsáveis pela execução dos serviços socioassistenciais"
"Sedes - Dados de Gestão","SEDES",338,"","*** quantidadeDeBoletinsElaboradosEPublicizados","--","quantidadeDeBoletinsElaboradosEPublicizados","(--)"
"Sedes - Dados de Gestão","SEDES",334,"","*** quantidadeDeMunicipiosAcompanhadosRemotamente","--","quantidadeDeMunicipiosAcompanhadosRemotamente","(--)"
"Sedes - Dados de Gestão","SEDES",336,"","*** quantidadeDeMunicipiosComPlanoDeProvidenciasAcompanhados","--","quantidadeDeMunicipiosComPlanoDeProvidenciasAcompanhados","(--)"
"Sedes - Dados de Gestão","SEDES",335,"","*** quantidadeDeMunicipiosVisitadosInLoco","--","quantidadeDeMunicipiosVisitadosInLoco","(--)"
"Sedes - Dados de Gestão","SEDES",337,"","*** quantidadeDeNotasTecnicasElaboradasEPublicizadas","--","quantidadeDeNotasTecnicasElaboradasEPublicizadas","(--)"
"Sedes - Dados de Gestão","SEDES",332,"","*** quantidadeMensalDeResolucoesEmitidasDoCEAS","--","quantidadeMensalDeResolucoesEmitidasDoCEAS","(--)"
"Sedes - Dados de Gestão","SEDES",330,"","*** quantidadeMensalDeReunioesExtraordinariasDoCEAS","--","quantidadeMensalDeReunioesExtraordinariasDoCEAS","(--)"
"Sedes - Dados de Gestão","SEDES",331,"","*** quantidadeMensalDeReunioesOrdinariasDoCEAS","--","quantidadeMensalDeReunioesOrdinariasDoCEAS","(--)"
"Sedes - Dados de Gestão","SEDES",333,"","*** quantidadeMensalDeReunioesTecnicasRealizadasPeloCEAS","--","quantidadeMensalDeReunioesTecnicasRealizadasPeloCEAS","(--)"
"Dados de Gestão","Gestão",228,"Conselheiros no Estado","Capacitações Ofertadas Gestão SUAS","CE","capacitacoesOfertadasGestaoSUAS-conselheiros-quantidadeEstado","(CE) Conselheiros no Estado"
"Dados de Gestão","Gestão",229,"Conselheiros no Governo Federal","Capacitações Ofertadas Gestão SUAS","CF","capacitacoesOfertadasGestaoSUAS-conselheiros-quantidadeGovernoFederal","(CF) Conselheiros no Governo Federal"
"Dados de Gestão","Gestão",227,"Conselheiros no Município","Capacitações Ofertadas Gestão SUAS","CM","capacitacoesOfertadasGestaoSUAS-conselheiros-quantidadeMunicipio","(CM) Conselheiros no Município"
"Dados de Gestão","Gestão",219,"Gestores no Estado","Capacitações Ofertadas Gestão SUAS","GE","capacitacoesOfertadasGestaoSUAS-gestor-quantidadeEstado","(GE) Gestores no Estado"
"Dados de Gestão","Gestão",220,"Gestores no Governo Federal","Capacitações Ofertadas Gestão SUAS","GF","capacitacoesOfertadasGestaoSUAS-gestor-quantidadeGovernoFederal","(GF) Gestores no Governo Federal"
"Dados de Gestão","Gestão",218,"Gestores no Município","Capacitações Ofertadas Gestão SUAS","GM","capacitacoesOfertadasGestaoSUAS-gestor-quantidadeMunicipio","(GM) Gestores no Município"
"Dados de Gestão","Gestão",225,"Trabalhadores Nível Médio no Estado","Capacitações Ofertadas Gestão SUAS","TME","capacitacoesOfertadasGestaoSUAS-trabalhadoresDeNivelMedio-quantidadeEstado","(TME) Trabalhadores Nível Médio no Estado"
"Dados de Gestão","Gestão",226,"Trabalhadores Nível Médio no Governo Federal","Capacitações Ofertadas Gestão SUAS","TMF","capacitacoesOfertadasGestaoSUAS-trabalhadoresDeNivelMedio-quantidadeGovernoFederal","(TMF) Trabalhadores Nível Médio no Governo Federal"
"Dados de Gestão","Gestão",224,"Trabalhadores Nível Médio no Município","Capacitações Ofertadas Gestão SUAS","TMM","capacitacoesOfertadasGestaoSUAS-trabalhadoresDeNivelMedio-quantidadeMunicipio","(TMM) Trabalhadores Nível Médio no Município"
"Dados de Gestão","Gestão",222,"Trabalhadores Nível Superior no Estado","Capacitações Ofertadas Gestão SUAS","TSE","capacitacoesOfertadasGestaoSUAS-trabalhadoresDeNivelSuperior-quantidadeEstado","(TSE) Trabalhadores Nível Superior no Estado"
"Dados de Gestão","Gestão",223,"Trabalhadores Nível Superior no Governo Federal","Capacitações Ofertadas Gestão SUAS","TSF","capacitacoesOfertadasGestaoSUAS-trabalhadoresDeNivelSuperior-quantidadeGovernoFederal","(TSF) Trabalhadores Nível Superior no Governo Federal"
"Dados de Gestão","Gestão",221,"Trabalhadores Nível Superior no Município","Capacitações Ofertadas Gestão SUAS","TSM","capacitacoesOfertadasGestaoSUAS-trabalhadoresDeNivelSuperior-quantidadeMunicipio","(TSM) Trabalhadores Nível Superior no Município"
"Dados de Gestão","Gestão",240,"Conselheiros no Estado","Capacitações Ofertadas Proteção Básica","CE","capacitacoesOfertadasProtecaoSocialBasica-conselheiros-quantidadeEstado","(CE) Conselheiros no Estado"
"Dados de Gestão","Gestão",241,"Conselheiros no Governo Federal","Capacitações Ofertadas Proteção Básica","CF","capacitacoesOfertadasProtecaoSocialBasica-conselheiros-quantidadeGovernoFederal","(CF) Conselheiros no Governo Federal"
"Dados de Gestão","Gestão",239,"Conselheiros no Município","Capacitações Ofertadas Proteção Básica","CM","capacitacoesOfertadasProtecaoSocialBasica-conselheiros-quantidadeMunicipio","(CM) Conselheiros no Município"
"Dados de Gestão","Gestão",231,"Gestores no Estado","Capacitações Ofertadas Proteção Básica","GE","capacitacoesOfertadasProtecaoSocialBasica-gestor-quantidadeEstado","(GE) Gestores no Estado"
"Dados de Gestão","Gestão",232,"Gestores no Governo Federal","Capacitações Ofertadas Proteção Básica","GF","capacitacoesOfertadasProtecaoSocialBasica-gestor-quantidadeGovernoFederal","(GF) Gestores no Governo Federal"
"Dados de Gestão","Gestão",230,"Gestores no Município","Capacitações Ofertadas Proteção Básica","GM","capacitacoesOfertadasProtecaoSocialBasica-gestor-quantidadeMunicipio","(GM) Gestores no Município"
"Dados de Gestão","Gestão",237,"Trabalhadores Nível Médio no Estado","Capacitações Ofertadas Proteção Básica","TME","capacitacoesOfertadasProtecaoSocialBasica-trabalhadoresDeNivelMedio-quantidadeEstado","(TME) Trabalhadores Nível Médio no Estado"
"Dados de Gestão","Gestão",238,"Trabalhadores Nível Médio no Governo Federal","Capacitações Ofertadas Proteção Básica","TMF","capacitacoesOfertadasProtecaoSocialBasica-trabalhadoresDeNivelMedio-quantidadeGovernoFederal","(TMF) Trabalhadores Nível Médio no Governo Federal"
"Dados de Gestão","Gestão",236,"Trabalhadores Nível Médio no Município","Capacitações Ofertadas Proteção Básica","TMM","capacitacoesOfertadasProtecaoSocialBasica-trabalhadoresDeNivelMedio-quantidadeMunicipio","(TMM) Trabalhadores Nível Médio no Município"
"Dados de Gestão","Gestão",234,"Trabalhadores Nível Superior no Estado","Capacitações Ofertadas Proteção Básica","TSE","capacitacoesOfertadasProtecaoSocialBasica-trabalhadoresDeNivelSuperior-quantidadeEstado","(TSE) Trabalhadores Nível Superior no Estado"
"Dados de Gestão","Gestão",235,"Trabalhadores Nível Superior no Governo Federal","Capacitações Ofertadas Proteção Básica","TSF","capacitacoesOfertadasProtecaoSocialBasica-trabalhadoresDeNivelSuperior-quantidadeGovernoFederal","(TSF) Trabalhadores Nível Superior no Governo Federal"
"Dados de Gestão","Gestão",233,"Trabalhadores Nível Superior no Município","Capacitações Ofertadas Proteção Básica","TSM","capacitacoesOfertadasProtecaoSocialBasica-trabalhadoresDeNivelSuperior-quantidadeMunicipio","(TSM) Trabalhadores Nível Superior no Município"
"Dados de Gestão","Gestão",264,"Conselheiros no Estado","Capacitações Ofertadas Proteção e Controle Social","CE","capacitacoesOfertadasProtecaoSocialControleSocial-conselheiros-quantidadeEstado","(CE) Conselheiros no Estado"
"Dados de Gestão","Gestão",265,"Conselheiros no Governo Federal","Capacitações Ofertadas Proteção e Controle Social","CF","capacitacoesOfertadasProtecaoSocialControleSocial-conselheiros-quantidadeGovernoFederal","(CF) Conselheiros no Governo Federal"
"Dados de Gestão","Gestão",263,"Conselheiros no Município","Capacitações Ofertadas Proteção e Controle Social","CM","capacitacoesOfertadasProtecaoSocialControleSocial-conselheiros-quantidadeMunicipio","(CM) Conselheiros no Município"
"Dados de Gestão","Gestão",255,"Gestores no Estado","Capacitações Ofertadas Proteção e Controle Social","GE","capacitacoesOfertadasProtecaoSocialControleSocial-gestor-quantidadeEstado","(GE) Gestores no Estado"
"Dados de Gestão","Gestão",256,"Gestores no Governo Federal","Capacitações Ofertadas Proteção e Controle Social","GF","capacitacoesOfertadasProtecaoSocialControleSocial-gestor-quantidadeGovernoFederal","(GF) Gestores no Governo Federal"
"Dados de Gestão","Gestão",254,"Gestores no Município","Capacitações Ofertadas Proteção e Controle Social","GM","capacitacoesOfertadasProtecaoSocialControleSocial-gestor-quantidadeMunicipio","(GM) Gestores no Município"
"Dados de Gestão","Gestão",261,"Trabalhadores Nível Médio no Estado","Capacitações Ofertadas Proteção e Controle Social","TME","capacitacoesOfertadasProtecaoSocialControleSocial-trabalhadoresDeNivelMedio-quantidadeEstado","(TME) Trabalhadores Nível Médio no Estado"
"Dados de Gestão","Gestão",262,"Trabalhadores Nível Médio no Governo Federal","Capacitações Ofertadas Proteção e Controle Social","TMF","capacitacoesOfertadasProtecaoSocialControleSocial-trabalhadoresDeNivelMedio-quantidadeGovernoFederal","(TMF) Trabalhadores Nível Médio no Governo Federal"
"Dados de Gestão","Gestão",260,"Trabalhadores Nível Médio no Município","Capacitações Ofertadas Proteção e Controle Social","TMM","capacitacoesOfertadasProtecaoSocialControleSocial-trabalhadoresDeNivelMedio-quantidadeMunicipio","(TMM) Trabalhadores Nível Médio no Município"
"Dados de Gestão","Gestão",258,"Trabalhadores Nível Superior no Estado","Capacitações Ofertadas Proteção e Controle Social","TSE","capacitacoesOfertadasProtecaoSocialControleSocial-trabalhadoresDeNivelSuperior-quantidadeEstado","(TSE) Trabalhadores Nível Superior no Estado"
"Dados de Gestão","Gestão",259,"Trabalhadores Nível Superior no Governo Federal","Capacitações Ofertadas Proteção e Controle Social","TSF","capacitacoesOfertadasProtecaoSocialControleSocial-trabalhadoresDeNivelSuperior-quantidadeGovernoFederal","(TSF) Trabalhadores Nível Superior no Governo Federal"
"Dados de Gestão","Gestão",257,"Trabalhadores Nível Superior no Município","Capacitações Ofertadas Proteção e Controle Social","TSM","capacitacoesOfertadasProtecaoSocialControleSocial-trabalhadoresDeNivelSuperior-quantidadeMunicipio","(TSM) Trabalhadores Nível Superior no Município"
"Dados de Gestão","Gestão",252,"Conselheiros no Estado","Capacitações Ofertadas Proteção Social Especial","CE","capacitacoesOfertadasProtecaoSocialEspecial-conselheiros-quantidadeEstado","(CE) Conselheiros no Estado"
"Dados de Gestão","Gestão",253,"Conselheiros no Governo Federal","Capacitações Ofertadas Proteção Social Especial","CF","capacitacoesOfertadasProtecaoSocialEspecial-conselheiros-quantidadeGovernoFederal","(CF) Conselheiros no Governo Federal"
"Dados de Gestão","Gestão",251,"Conselheiros no Município","Capacitações Ofertadas Proteção Social Especial","CM","capacitacoesOfertadasProtecaoSocialEspecial-conselheiros-quantidadeMunicipio","(CM) Conselheiros no Município"
"Dados de Gestão","Gestão",243,"Gestores no Estado","Capacitações Ofertadas Proteção Social Especial","GE","capacitacoesOfertadasProtecaoSocialEspecial-gestor-quantidadeEstado","(GE) Gestores no Estado"
"Dados de Gestão","Gestão",244,"Gestores no Governo Federal","Capacitações Ofertadas Proteção Social Especial","GF","capacitacoesOfertadasProtecaoSocialEspecial-gestor-quantidadeGovernoFederal","(GF) Gestores no Governo Federal"
"Dados de Gestão","Gestão",242,"Gestores no Município","Capacitações Ofertadas Proteção Social Especial","GM","capacitacoesOfertadasProtecaoSocialEspecial-gestor-quantidadeMunicipio","(GM) Gestores no Município"
"Dados de Gestão","Gestão",249,"Trabalhadores Nível Médio no Estado","Capacitações Ofertadas Proteção Social Especial","TME","capacitacoesOfertadasProtecaoSocialEspecial-trabalhadoresDeNivelMedio-quantidadeEstado","(TME) Trabalhadores Nível Médio no Estado"
"Dados de Gestão","Gestão",250,"Trabalhadores Nível Médio no Governo Federal","Capacitações Ofertadas Proteção Social Especial","TMF","capacitacoesOfertadasProtecaoSocialEspecial-trabalhadoresDeNivelMedio-quantidadeGovernoFederal","(TMF) Trabalhadores Nível Médio no Governo Federal"
"Dados de Gestão","Gestão",248,"Trabalhadores Nível Médio no Município","Capacitações Ofertadas Proteção Social Especial","TMM","capacitacoesOfertadasProtecaoSocialEspecial-trabalhadoresDeNivelMedio-quantidadeMunicipio","(TMM) Trabalhadores Nível Médio no Município"
"Dados de Gestão","Gestão",246,"Trabalhadores Nível Superior no Estado","Capacitações Ofertadas Proteção Social Especial","TSE","capacitacoesOfertadasProtecaoSocialEspecial-trabalhadoresDeNivelSuperior-quantidadeEstado","(TSE) Trabalhadores Nível Superior no Estado"
"Dados de Gestão","Gestão",247,"Trabalhadores Nível Superior no Governo Federal","Capacitações Ofertadas Proteção Social Especial","TSF","capacitacoesOfertadasProtecaoSocialEspecial-trabalhadoresDeNivelSuperior-quantidadeGovernoFederal","(TSF) Trabalhadores Nível Superior no Governo Federal"
"Dados de Gestão","Gestão",245,"Trabalhadores Nível Superior no Município","Capacitações Ofertadas Proteção Social Especial","TSM","capacitacoesOfertadasProtecaoSocialEspecial-trabalhadoresDeNivelSuperior-quantidadeMunicipio","(TSM) Trabalhadores Nível Superior no Município"
"Dados de Gestão","Gestão",203,"Diagnóstico Socioterritorial","Instrumentos de Gestão","IG-4","diagnosticoSocioterritorial-possui","(IG-4) Diagnóstico Socioterritorial"
"Dados de Gestão","Gestão",206,"Lei de Regulamentação do SUAS","Instrumentos de Gestão","IG-1","LeideRegulamentacaodoSUAS-possui","(IG-1) Lei de Regulamentação do SUAS"
"Dados de Gestão","Gestão",201,"Plano Decenal de Assistência Social","Instrumentos de Gestão","IG-5","planoDecenalDeAssistenciaSocial-possui","(IG-5) Plano Decenal de Assistência Social"
"Dados de Gestão","Gestão",202,"Plano Municipal de Assistência Social","Instrumentos de Gestão","IG-6","planoMunicipalDeAssistenciaSocial-possui","(IG-6) Plano Municipal de Assistência Social"
"Dados de Gestão","Gestão",204,"Plano Municipal de Educação Permanente do SUAS","Instrumentos de Gestão","IG-2","PlanoMunicipaldeEducacaoPermanentedoSUAS-possui","(IG-2) Plano Municipal de Educação Permanente do SUAS"
"Dados de Gestão","Gestão",205,"Relatório de Gestão do exercício anterior","Instrumentos de Gestão","IG-3","RelatoriodeGestaoDoExercicioAnterior-possui","(IG-3) Relatório de Gestão do exercício anterior"
"Dados de Gestão","Gestão",207,"Gestão do Trabalho","Áreas Essenciais do SUAS Implantadas","AE-2","quaisAreasEssenciaisDoSUASEstaoImplantadosOficialmente-gestao_do_trabalho","(AE-2) Gestão do Trabalho"
"Dados de Gestão","Gestão",208,"Proteção Social Básica","Áreas Essenciais do SUAS Implantadas","AE-3","quaisAreasEssenciaisDoSUASEstaoImplantadosOficialmente-protecao_social_basica","(AE-3) Proteção Social Básica"
"Dados de Gestão","Gestão",209,"Proteção Social Especial","Áreas Essenciais do SUAS Implantadas","AE-4","quaisAreasEssenciaisDoSUASEstaoImplantadosOficialmente-protecao_social_especial","(AE-4) Proteção Social Especial"
"Dados de Gestão","Gestão",210,"Gestão do SUAS","Áreas Essenciais do SUAS Implantadas","AE-1","quaisAreasEssenciaisDoSUASEstaoImplantadosOficialmente-gestao_do_suas","(AE-1) Gestão do SUAS"
"Dados de Gestão","Gestão",211,"Levanta dados no território/equipamento da PAS","Ações de Vigilância Socioassistencial","VS-3","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-levanta_dados_no_territorio_equipamento_da_pas","(VS-3) Levanta dados no território/equipamento da PAS"
"Dados de Gestão","Gestão",212,"Analisa dados levantados","Ações de Vigilância Socioassistencial","VS-1","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-analisa_dados_levantados","(VS-1) Analisa dados levantados"
"Dados de Gestão","Gestão",213,"Sistematiza dados e produz relatórios","Ações de Vigilância Socioassistencial","VS-7","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-sistematiza_dados_e_produz_relatorios","(VS-7) Sistematiza dados e produz relatórios"
"Dados de Gestão","Gestão",214,"Dissemina dados e/ou relatórios","Ações de Vigilância Socioassistencial","VS-2","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-dissemina_dados_e/ou_relatorios","(VS-2) Dissemina dados e/ou relatórios"
"Dados de Gestão","Gestão",215,"Realiza diagnóstico socioterritorial","Ações de Vigilância Socioassistencial","VS-4","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-realiza_diagnostico_socioterritorial","(VS-4) Realiza diagnóstico socioterritorial"
"Dados de Gestão","Gestão",216,"Realiza monitoramento sistemático dos serviços socioassistenciais","Ações de Vigilância Socioassistencial","VS-5","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-realiza_monitoramento_sistematico_dos_servicos_socioassistenciais","(VS-5) Realiza monitoramento sistemático dos serviços socioassistenciais"
"Dados de Gestão","Gestão",217,"Realiza reuniões com as equipes responsáveis pela execução dos serviços socioassistenciais","Ações de Vigilância Socioassistencial","VS-6","oMunicipioDesenvolveQuaisAcoesDeVigilanciaSocioassistencial-realiza_reunioes_com_as_equipes_responsaveis_pela_execucao_dos_servicos_socioassistenciais","(VS-6) Realiza reuniões com as equipes responsáveis pela execução dos serviços socioassistenciais"
