PK_servico,categoria,grupo_indicador,servico,campo,atributo,META_nome_servico,META_nome_campo,META_tipo_campo,META_cod_campo,META_contexto
149,"Proteção Social Básica","Programa Cuidar","numeroDeCriancasEAdolescentesOrfaosIdentificadasEInseridosNaRedeDeProtecaoIntegralNoMunicipio","","numeroDeCriancasEAdolescentesOrfaosIdentificadasEInseridosNaRedeDeProtecaoIntegralNoMunicipio","Programa Cuidar","Crianças e Adolescentes Orfãos Identificadas e Inseridos na Rede De Proteção Integral No Município","numeric","PC-2",1
150,"Proteção Social Básica","Programa Cuidar","numeroDeCriancasEAdolescentesQueAcessaramOAuxilioCuidar","","numeroDeCriancasEAdolescentesQueAcessaramOAuxilioCuidar","Programa Cuidar","Crianças e Adolescentes que Acessaram o Auxílio Cuidar","numeric","PC-3",1
151,"Proteção Social Básica","Serviço de Proteção e Atendimento Integral a Família - PAIF","numeroDeFamiliasAcompanhadasConformeARacaCorDoResponsavelFamiliar","amarelas","numeroDeFamiliasAcompanhadasConformeARacaCorDoResponsavelFamiliar-amarelas","Famílias Acompanhadas Conforme a Raça e Cor do Responsável Familiar","Amarelas","numeric","GAD-1",1
152,"Proteção Social Básica","Benefícios eventuais","numeroDePessoasAtendidasNoTotal","","numeroDePessoasAtendidasNoTotal","Pessoas Atendidas no Total","Atendimento Total","numeric","TT-1",1
153,"Proteção Social Básica","Serviço de Proteção e Atendimento Integral a Família - PAIF","numeroDeFamiliasAcompanhadasConformeARacaCorDoResponsavelFamiliar","brancas","numeroDeFamiliasAcompanhadasConformeARacaCorDoResponsavelFamiliar-brancas","Famílias Acompanhadas Conforme a Raça e Cor do Responsável Familiar","Brancas","numeric","GAD-2",1
154,"Proteção Social Básica","Benefícios eventuais","numeroDePessoasAtendidasComDeficencia","","numeroDePessoasAtendidasComDeficencia","Serviço de Proteção Social Básica no Domicilio para Pessoas com Deficiências e Idosas","Pessoas Atendidas com Deficiência","numeric","DF-1",1
340,"Proteção Social Básica","Serviço de Convivência e Fortalecimento de Vínculos - SCFV","numeroDePessoasAtendidasComDeficencia","","numeroDePessoasAtendidasComDeficencia","Serviço de Proteção Social Básica no Domicilio para Pessoas com Deficiências e Idosas","Pessoas Atendidas com Deficiência","numeric","DF-1",1
155,"Proteção Social Básica","Serviço de Proteção e Atendimento Integral a Família - PAIF","numeroDeFamiliasAcompanhadasConformeARacaCorDoResponsavelFamiliar","indigenas","numeroDeFamiliasAcompanhadasConformeARacaCorDoResponsavelFamiliar-indigenas","Famílias Acompanhadas Conforme a Raça e Cor do Responsável Familiar","Indígenas","numeric","GAD-3",1
156,"Proteção Social Básica","Benefícios eventuais","numeroDePessoasAtendidasDoGrupoLGBTQIA","","numeroDePessoasAtendidasDoGrupoLGBTQIA","Pessoas Atendidas do Grupo LGBTQIA","LGBTQIA","numeric","LG-1",1
341,"Proteção Social Básica","Serviço de Convivência e Fortalecimento de Vínculos - SCFV","numeroDePessoasAtendidasDoGrupoLGBTQIA","","numeroDePessoasAtendidasDoGrupoLGBTQIA","Pessoas Atendidas do Grupo LGBTQIA","LGBTQIA","numeric","LG-1",1
157,"Proteção Social Básica","Serviço de Proteção e Atendimento Integral a Família - PAIF","numeroDeFamiliasAcompanhadasConformeARacaCorDoResponsavelFamiliar","pardas","numeroDeFamiliasAcompanhadasConformeARacaCorDoResponsavelFamiliar-pardas","Famílias Acompanhadas Conforme a Raça e Cor do Responsável Familiar","Pardas","numeric","GAD-4",1
158,"Proteção Social Básica","Benefícios eventuais","numeroDePessoasAtendidasConformeAFaixaEtaria","criancasDe0A6Anos","numeroDePessoasAtendidasConformeAFaixaEtaria-criancasDe0A6Anos","Pessoas Atendidas Conforme Faixa Etária","Crianças de 0 a 6 Anos","numeric","ET-3",1
342,"Proteção Social Básica","Serviço de Convivência e Fortalecimento de Vínculos - SCFV","numeroDePessoasAtendidasConformeAFaixaEtaria","criancasDe0A6Anos","numeroDePessoasAtendidasConformeAFaixaEtaria-criancasDe0A6Anos","Pessoas Atendidas Conforme Faixa Etária","Crianças de 0 a 6 Anos","numeric","ET-3",1
159,"Proteção Social Básica","Serviço de Proteção e Atendimento Integral a Família - PAIF","numeroDeFamiliasAcompanhadasConformeARacaCorDoResponsavelFamiliar","pretas","numeroDeFamiliasAcompanhadasConformeARacaCorDoResponsavelFamiliar-pretas","Famílias Acompanhadas Conforme a Raça e Cor do Responsável Familiar","Pretas","numeric","GAD-5",1
160,"Proteção Social Básica","Benefícios eventuais","numeroDePessoasAtendidasConformeAFaixaEtaria","criancasDe7A11Anos","numeroDePessoasAtendidasConformeAFaixaEtaria-criancasDe7A11Anos","Pessoas Atendidas Conforme Faixa Etária","Crianças de 7 a 11 Anos","numeric","ET-4",1
343,"Proteção Social Básica","Serviço de Convivência e Fortalecimento de Vínculos - SCFV","numeroDePessoasAtendidasConformeAFaixaEtaria","criancasDe7A11Anos","numeroDePessoasAtendidasConformeAFaixaEtaria-criancasDe7A11Anos","Pessoas Atendidas Conforme Faixa Etária","Crianças de 7 a 11 Anos","numeric","ET-4",1
161,"Proteção Social Básica","Serviço de Proteção e Atendimento Integral a Família - PAIF","numeroDeFamiliasAcompanhadasCujoResponsavelFamiliaSejaMulher","","numeroDeFamiliasAcompanhadasCujoResponsavelFamiliaSejaMulher","Serviço de Proteção e Atendimento Integral a Família - PAIF","Famílias Acompanhadas cujo Responsável da Família seja Mulher","numeric","PAI-2",1
162,"Proteção Social Básica","Benefícios eventuais","numeroDePessoasAtendidasConformeAFaixaEtaria","adolescentesDe12A17Anos","numeroDePessoasAtendidasConformeAFaixaEtaria-adolescentesDe12A17Anos","Pessoas Atendidas Conforme Faixa Etária","Adolescentes de 12 a 17 Anos","numeric","ET-0",1
344,"Proteção Social Básica","Serviço de Convivência e Fortalecimento de Vínculos - SCFV","numeroDePessoasAtendidasConformeAFaixaEtaria","adolescentesDe12A17Anos","numeroDePessoasAtendidasConformeAFaixaEtaria-adolescentesDe12A17Anos","Pessoas Atendidas Conforme Faixa Etária","Adolescentes de 12 a 17 Anos","numeric","ET-0",1
163,"Proteção Social Básica","Serviço de Proteção e Atendimento Integral a Família - PAIF","numeroDeFamiliasAcompanhadasNoTotal","","numeroDeFamiliasAcompanhadasNoTotal","Serviço de Proteção e Atendimento Integral a Família - PAIF","Famílias Acompanhadas no Total","numeric","PAI-3",1
164,"Proteção Social Básica","Benefícios eventuais","numeroDePessoasAtendidasConformeAFaixaEtaria","adultosDe18A29Anos","numeroDePessoasAtendidasConformeAFaixaEtaria-adultosDe18A29Anos","Pessoas Atendidas Conforme Faixa Etária","Adultos de 18 a 29 Anos","numeric","ET-1",1
345,"Proteção Social Básica","Serviço de Convivência e Fortalecimento de Vínculos - SCFV","numeroDePessoasAtendidasConformeAFaixaEtaria","adultosDe18A29Anos","numeroDePessoasAtendidasConformeAFaixaEtaria-adultosDe18A29Anos","Pessoas Atendidas Conforme Faixa Etária","Adultos de 18 a 29 Anos","numeric","ET-1",1
165,"Proteção Social Básica","Serviço de Proteção e Atendimento Integral a Família - PAIF","numeroDeFamiliasAcompanhadasPeloPAIFComConcessaoDeBeneficioEventual","","numeroDeFamiliasAcompanhadasPeloPAIFComConcessaoDeBeneficioEventual","Serviço de Proteção e Atendimento Integral a Família - PAIF","Famílias Acompanhadas pelo PAIF Com Concessão De Benefício Eventual","numeric","PAI-4",1
166,"Proteção Social Básica","Benefícios eventuais","numeroDePessoasAtendidasConformeAFaixaEtaria","adultosDe30A59Anos","numeroDePessoasAtendidasConformeAFaixaEtaria-adultosDe30A59Anos","Pessoas Atendidas Conforme Faixa Etária","Adultos de 30 a 59 Anos","numeric","ET-2",1
346,"Proteção Social Básica","Serviço de Convivência e Fortalecimento de Vínculos - SCFV","numeroDePessoasAtendidasConformeAFaixaEtaria","adultosDe30A59Anos","numeroDePessoasAtendidasConformeAFaixaEtaria-adultosDe30A59Anos","Pessoas Atendidas Conforme Faixa Etária","Adultos de 30 a 59 Anos","numeric","ET-2",1
167,"Proteção Social Básica","Serviço de Proteção e Atendimento Integral a Família - PAIF","numeroDeFamiliasAtendidasDePovosEComunidadesTradicionais","ciganos","numeroDeFamiliasAtendidasDePovosEComunidadesTradicionais-ciganos","Famílias Atendidas de Povos e Comunidades Tradicionais","Ciganos","numeric","FAC-1",1
168,"Proteção Social Básica","Benefícios eventuais","numeroDePessoasAtendidasConformeAFaixaEtaria","idosos60AnosOuMais","numeroDePessoasAtendidasConformeAFaixaEtaria-idosos60AnosOuMais","Pessoas Atendidas Conforme Faixa Etária","Idosos de 60 Anos ou mais","numeric","ET-5",1
347,"Proteção Social Básica","Serviço de Convivência e Fortalecimento de Vínculos - SCFV","numeroDePessoasAtendidasConformeAFaixaEtaria","idosos60AnosOuMais","numeroDePessoasAtendidasConformeAFaixaEtaria-idosos60AnosOuMais","Pessoas Atendidas Conforme Faixa Etária","Idosos de 60 Anos ou mais","numeric","ET-5",1
169,"Proteção Social Básica","Serviço de Proteção e Atendimento Integral a Família - PAIF","numeroDeFamiliasAtendidasDePovosEComunidadesTradicionais","comunidadesDeMatrizAfrinacana","numeroDeFamiliasAtendidasDePovosEComunidadesTradicionais-comunidadesDeMatrizAfrinacana","Famílias Atendidas de Povos e Comunidades Tradicionais","Comunidades de Matriz Africana","numeric","FAC-2",1
170,"Proteção Social Básica","Benefícios eventuais","numeroDePessoasAtendidasConformeRacaCor","pretas","numeroDePessoasAtendidasConformeRacaCor-pretas","Pessoas Atendidas Conforme Raça e Cor","Pretas","numeric","RC-5",1
348,"Proteção Social Básica","Serviço de Convivência e Fortalecimento de Vínculos - SCFV","numeroDePessoasAtendidasConformeRacaCor","pretas","numeroDePessoasAtendidasConformeRacaCor-pretas","Pessoas Atendidas Conforme Raça e Cor","Pretas","numeric","RC-5",1
171,"Proteção Social Básica","Serviço de Proteção e Atendimento Integral a Família - PAIF","numeroDeFamiliasAtendidasDePovosEComunidadesTradicionais","extrativistas","numeroDeFamiliasAtendidasDePovosEComunidadesTradicionais-extrativistas","Famílias Atendidas de Povos e Comunidades Tradicionais","Extrativistas","numeric","FAC-3",1
172,"Proteção Social Básica","Benefícios eventuais","numeroDePessoasAtendidasConformeRacaCor","pardas","numeroDePessoasAtendidasConformeRacaCor-pardas","Pessoas Atendidas Conforme Raça e Cor","Pardas","numeric","RC-4",1
349,"Proteção Social Básica","Serviço de Convivência e Fortalecimento de Vínculos - SCFV","numeroDePessoasAtendidasConformeRacaCor","pardas","numeroDePessoasAtendidasConformeRacaCor-pardas","Pessoas Atendidas Conforme Raça e Cor","Pardas","numeric","RC-4",1
173,"Proteção Social Básica","Serviço de Proteção e Atendimento Integral a Família - PAIF","numeroDeFamiliasAtendidasDePovosEComunidadesTradicionais","quilombolas","numeroDeFamiliasAtendidasDePovosEComunidadesTradicionais-quilombolas","Famílias Atendidas de Povos e Comunidades Tradicionais","Quilombolas","numeric","FAC-4",1
174,"Proteção Social Básica","Benefícios eventuais","numeroDePessoasAtendidasConformeRacaCor","indigenas","numeroDePessoasAtendidasConformeRacaCor-indigenas","Pessoas Atendidas Conforme Raça e Cor","Indígenas","numeric","RC-3",1
350,"Proteção Social Básica","Serviço de Convivência e Fortalecimento de Vínculos - SCFV","numeroDePessoasAtendidasConformeRacaCor","indigenas","numeroDePessoasAtendidasConformeRacaCor-indigenas","Pessoas Atendidas Conforme Raça e Cor","Indígenas","numeric","RC-3",1
175,"Proteção Social Básica","Serviço de Proteção e Atendimento Integral a Família - PAIF","numeroDeFamiliasAtendidasDePovosEComunidadesTradicionais","rIbeirinhos","numeroDeFamiliasAtendidasDePovosEComunidadesTradicionais-rIbeirinhos","Famílias Atendidas de Povos e Comunidades Tradicionais","Ribeirinhos","numeric","FAC-5",1
176,"Proteção Social Básica","Benefícios eventuais","numeroDePessoasAtendidasConformeRacaCor","amarelas","numeroDePessoasAtendidasConformeRacaCor-amarelas","Pessoas Atendidas Conforme Raça e Cor","Amarelas","numeric","RC-1",1
351,"Proteção Social Básica","Serviço de Convivência e Fortalecimento de Vínculos - SCFV","numeroDePessoasAtendidasConformeRacaCor","amarelas","numeroDePessoasAtendidasConformeRacaCor-amarelas","Pessoas Atendidas Conforme Raça e Cor","Amarelas","numeric","RC-1",1
177,"Proteção Social Básica","Serviço de Proteção e Atendimento Integral a Família - PAIF","numeroDeFamiliasAtendidasPeloCRASQueEstaoInseridasNoCadastroUnico","","numeroDeFamiliasAtendidasPeloCRASQueEstaoInseridasNoCadastroUnico","Serviço de Proteção e Atendimento Integral a Família - PAIF","Famílias Atendidas pelo CRAS que estão Inseridas no Cadastro Único","numeric","PAI-5",1
178,"Proteção Social Básica","Benefícios eventuais","numeroDePessoasAtendidasConformeRacaCor","brancas","numeroDePessoasAtendidasConformeRacaCor-brancas","Pessoas Atendidas Conforme Raça e Cor","Brancas","numeric","RC-2",1
352,"Proteção Social Básica","Serviço de Convivência e Fortalecimento de Vínculos - SCFV","numeroDePessoasAtendidasConformeRacaCor","brancas","numeroDePessoasAtendidasConformeRacaCor-brancas","Pessoas Atendidas Conforme Raça e Cor","Brancas","numeric","RC-2",1
179,"Proteção Social Básica","Benefícios eventuais","numeroDePessoasAtendidasDePovosEComunidadesTradicionais","quilombolas","numeroDePessoasAtendidasDePovosEComunidadesTradicionais-quilombolas","Pessoas Atendidas de Povos e Comunidades Tradicionais","Quilombolas","numeric","CT-4",1
353,"Proteção Social Básica","Serviço de Convivência e Fortalecimento de Vínculos - SCFV","numeroDePessoasAtendidasDePovosEComunidadesTradicionais","quilombolas","numeroDePessoasAtendidasDePovosEComunidadesTradicionais-quilombolas","Pessoas Atendidas de Povos e Comunidades Tradicionais","Quilombolas","numeric","CT-4",1
180,"Proteção Social Básica","Benefícios eventuais","numeroDePessoasAtendidasDePovosEComunidadesTradicionais","comunidadesDeMatrizAfrinacana","numeroDePessoasAtendidasDePovosEComunidadesTradicionais-comunidadesDeMatrizAfrinacana","Pessoas Atendidas de Povos e Comunidades Tradicionais","Comunidades de Matriz Africana","numeric","CT-2",1
354,"Proteção Social Básica","Serviço de Convivência e Fortalecimento de Vínculos - SCFV","numeroDePessoasAtendidasDePovosEComunidadesTradicionais","comunidadesDeMatrizAfrinacana","numeroDePessoasAtendidasDePovosEComunidadesTradicionais-comunidadesDeMatrizAfrinacana","Pessoas Atendidas de Povos e Comunidades Tradicionais","Comunidades de Matriz Africana","numeric","CT-2",1
181,"Proteção Social Básica","Benefícios eventuais","numeroDePessoasAtendidasDePovosEComunidadesTradicionais","rIbeirinhos","numeroDePessoasAtendidasDePovosEComunidadesTradicionais-rIbeirinhos","Pessoas Atendidas de Povos e Comunidades Tradicionais","Ribeirinhos","numeric","CT-5",1
355,"Proteção Social Básica","Serviço de Convivência e Fortalecimento de Vínculos - SCFV","numeroDePessoasAtendidasDePovosEComunidadesTradicionais","rIbeirinhos","numeroDePessoasAtendidasDePovosEComunidadesTradicionais-rIbeirinhos","Pessoas Atendidas de Povos e Comunidades Tradicionais","Ribeirinhos","numeric","CT-5",1
182,"Proteção Social Básica","Benefícios eventuais","numeroDePessoasAtendidasDePovosEComunidadesTradicionais","extrativistas","numeroDePessoasAtendidasDePovosEComunidadesTradicionais-extrativistas","Pessoas Atendidas de Povos e Comunidades Tradicionais","Extrativistas","numeric","CT-3",1
356,"Proteção Social Básica","Serviço de Convivência e Fortalecimento de Vínculos - SCFV","numeroDePessoasAtendidasDePovosEComunidadesTradicionais","extrativistas","numeroDePessoasAtendidasDePovosEComunidadesTradicionais-extrativistas","Pessoas Atendidas de Povos e Comunidades Tradicionais","Extrativistas","numeric","CT-3",1
183,"Proteção Social Básica","Benefícios eventuais","numeroDePessoasAtendidasDePovosEComunidadesTradicionais","ciganos","numeroDePessoasAtendidasDePovosEComunidadesTradicionais-ciganos","Pessoas Atendidas de Povos e Comunidades Tradicionais","Ciganos","numeric","CT-1",1
357,"Proteção Social Básica","Serviço de Convivência e Fortalecimento de Vínculos - SCFV","numeroDePessoasAtendidasDePovosEComunidadesTradicionais","ciganos","numeroDePessoasAtendidasDePovosEComunidadesTradicionais-ciganos","Pessoas Atendidas de Povos e Comunidades Tradicionais","Ciganos","numeric","CT-1",1
184,"Proteção Social Básica","Benefícios eventuais","numeroDePessoasConformeOSexo","masculino","numeroDePessoasConformeOSexo-masculino","Pessoas Atendidas Conforme o Sexo","Masculino","numeric","SX-2",1
358,"Proteção Social Básica","Serviço de Convivência e Fortalecimento de Vínculos - SCFV","numeroDePessoasConformeOSexo","masculino","numeroDePessoasConformeOSexo-masculino","Pessoas Atendidas Conforme o Sexo","Masculino","numeric","SX-2",1
185,"Proteção Social Básica","Benefícios eventuais","numeroDePessoasConformeOSexo","feminino","numeroDePessoasConformeOSexo-feminino","Pessoas Atendidas Conforme o Sexo","Feminino","numeric","SX-1",1
359,"Proteção Social Básica","Serviço de Convivência e Fortalecimento de Vínculos - SCFV","numeroDePessoasConformeOSexo","feminino","numeroDePessoasConformeOSexo-feminino","Pessoas Atendidas Conforme o Sexo","Feminino","numeric","SX-1",1
186,"Proteção Social Básica","Serviço de Proteção e Atendimento Integral a Família - PAIF","numeroDePessoasComDeficenciaNasFamiliasAcompanhadasPeloPAIF","","numeroDePessoasComDeficenciaNasFamiliasAcompanhadasPeloPAIF","Serviço de Proteção e Atendimento Integral a Família - PAIF","Pessoas Com Deficiência nas Famílias Acompanhadas Pelo PAIF","numeric","PAI-6",1
187,"Proteção Social Básica","Serviço de Proteção e Atendimento Integral a Família - PAIF","numeroDePessoasDoGrupoLGBTQIANasFamiliasAcompanhadas","","numeroDePessoasDoGrupoLGBTQIANasFamiliasAcompanhadas","Serviço de Proteção e Atendimento Integral a Família - PAIF","Pessoas do Grupo LGBTQIA nas Famílias Acompanhadas","numeric","PAI-7",1
188,"Proteção Social Básica","Serviço de Proteção e Atendimento Integral a Família - PAIF","numeroDePessoasInseridasNosGruposDoServicoDeConvivenciaEFortalecimentoDeVinculosSCFVQueSaoDeFamiliasAcompanhadasPeloPAIF","","numeroDePessoasInseridasNosGruposDoServicoDeConvivenciaEFortalecimentoDeVinculosSCFVQueSaoDeFamiliasAcompanhadasPeloPAIF","Serviço de Proteção e Atendimento Integral a Família - PAIF","Pessoas Inseridas nos Grupos do Servico de Convivência e Fortalecimento de Vínculos SCFV que são de Famílias Acompanhadas Pelo PAIF","numeric","PAI-8",1
189,"Proteção Social Básica","Serviço de Proteção e Atendimento Integral a Família - PAIF","numeroDePessoasNasFamiliasAcompanhadasConformeAFaixaEtaria","adolescentesDe12A17Anos","numeroDePessoasNasFamiliasAcompanhadasConformeAFaixaEtaria-adolescentesDe12A17Anos","Pessoas nas Famílias Acompanhadas Conforme a Faixa Etária","Adolescentes de 12 a 17 Anos","numeric","PFE-1",1
190,"Proteção Social Básica","Serviço de Proteção e Atendimento Integral a Família - PAIF","numeroDePessoasNasFamiliasAcompanhadasConformeAFaixaEtaria","adultosDe18A29Anos","numeroDePessoasNasFamiliasAcompanhadasConformeAFaixaEtaria-adultosDe18A29Anos","Pessoas nas Famílias Acompanhadas Conforme a Faixa Etária","Adultos de 18 a 29 Anos","numeric","PFE-2",1
191,"Proteção Social Básica","Serviço de Proteção e Atendimento Integral a Família - PAIF","numeroDePessoasNasFamiliasAcompanhadasConformeAFaixaEtaria","criancasDe0A6Anos","numeroDePessoasNasFamiliasAcompanhadasConformeAFaixaEtaria-criancasDe0A6Anos","Pessoas nas Famílias Acompanhadas Conforme a Faixa Etária","Crianças de 0 a 6 Anos","numeric","PFE-4",1
192,"Proteção Social Básica","Serviço de Proteção e Atendimento Integral a Família - PAIF","numeroDePessoasNasFamiliasAcompanhadasConformeAFaixaEtaria","criancasDe7A11Anos","numeroDePessoasNasFamiliasAcompanhadasConformeAFaixaEtaria-criancasDe7A11Anos","Pessoas nas Famílias Acompanhadas Conforme a Faixa Etária","Crianças de 7 a 11 Anos","numeric","PFE-5",1
193,"Proteção Social Básica","Programa Cuidar","numeroDePessoasOuFamiliasQueAcolheramCriancasOuAdolescentesOrfaos","","numeroDePessoasOuFamiliasQueAcolheramCriancasOuAdolescentesOrfaos","Programa Cuidar","Pessoas ou Famílias que Acolheram Crianças ou Adolescentes Orfãos","numeric","PC-4",1
194,"Proteção Social Básica","Serviço de Proteção e Atendimento Integral a Família - PAIF","numeroDePessoasNasFamiliasAcompanhadasConformeAFaixaEtaria","adultosDe30A59Anos","numeroDePessoasNasFamiliasAcompanhadasConformeAFaixaEtaria-adultosDe30A59Anos","Pessoas nas Famílias Acompanhadas Conforme a Faixa Etária","Adultos de 30 a 59 Anos","numeric","PFE-3",1
195,"Proteção Social Básica","Serviço de Proteção e Atendimento Integral a Família - PAIF","numeroDePessoasNasFamiliasAcompanhadasConformeAFaixaEtaria","idosos60AnosOuMais","numeroDePessoasNasFamiliasAcompanhadasConformeAFaixaEtaria-idosos60AnosOuMais","Pessoas nas Famílias Acompanhadas Conforme a Faixa Etária","Idosos de 60 Anos ou mais","numeric","PFE-6",1
196,"Proteção Social Básica","Serviço de Proteção e Atendimento Integral a Família - PAIF","numeroDePessoasNasFamiliasAcompanhadasConformeOSexo","masculino","numeroDePessoasNasFamiliasAcompanhadasConformeOSexo-masculino","Pessoas nas Famílias Acompanhadas Conforme o Sexo","Masculino","numeric","PFA-2",1
197,"Proteção Social Básica","Serviço de Proteção e Atendimento Integral a Família - PAIF","numeroDePessoasNasFamiliasAcompanhadasConformeOSexo","feminino","numeroDePessoasNasFamiliasAcompanhadasConformeOSexo-feminino","Pessoas nas Famílias Acompanhadas Conforme o Sexo","Feminino","numeric","PFA-1",1
198,"Proteção Social Básica","Serviço de Proteção Social Básica no Domicilio para Pessoas com Deficiências e Idosas","numeroDePessoasAtendidasComDeficiencia","","numeroDePessoasAtendidasComDeficiencia","Serviço de Proteção Social Básica no Domicilio para Pessoas com Deficiências e Idosas","Pessoas Atendidas com Deficiência","numeric","DF-2",1
199,"Proteção Social Básica","Serviço de Proteção Social Básica no Domicilio para Pessoas com Deficiências e Idosas","numeroDePessoasAtendidasIdosas","","numeroDePessoasAtendidasIdosas","Serviço de Proteção Social Básica no Domicilio para Pessoas com Deficiências e Idosas","Pessoas Atendidas Idosas","numeric","DF-3",1
1,"Proteção Social Especial - Alta Complexidade","Serviço de acolhimento institucional","abrigoInstitucionalParaAdultosEFamiliasAdultosEFamilias","instrumentaisMetodologicosAUnidadeUtilizaPlanoIndividualDeAtendimentoPIA","abrigoInstitucionalParaAdultosEFamiliasAdultosEFamilias-instrumentaisMetodologicosAUnidadeUtilizaPlanoIndividualDeAtendimentoPIA","Abrigos Institucionais para Adultos e Famílias","Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA","binary","AAF-1",1
10,"Proteção Social Especial - Alta Complexidade","Serviço de acolhimento institucional","abrigoInstitucionalParaHomensEmSitucaoDeRuaAdultosEFamilias","instrumentaisMetodologicosAUnidadeUtilizaPlanoIndividualDeAtendimentoPIA","abrigoInstitucionalParaHomensEmSitucaoDeRuaAdultosEFamilias-instrumentaisMetodologicosAUnidadeUtilizaPlanoIndividualDeAtendimentoPIA","Abrigo Institucional para Homens em Situção de Rua - Adultos e Familias","Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA","binary","AIR-1",1
28,"Proteção Social Especial - Alta Complexidade","Serviço de acolhimento institucional","abrigoInstitucionalUnidadesDeAcolhimentoCriancasAdolescentes0A17Anos","instrumentaisMetodologicosAUnidadeUtilizaPlanoIndividualDeAtendimentoPIA","abrigoInstitucionalUnidadesDeAcolhimentoCriancasAdolescentes0A17Anos-instrumentaisMetodologicosAUnidadeUtilizaPlanoIndividualDeAtendimentoPIA","Abrigo Institucional/Unidades de Acolhimento - Criancas/Adolescentes (0 a 17 Anos)","Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA","binary","AIA-1",1
37,"Proteção Social Especial - Alta Complexidade","Serviço de acolhimento institucional","abrigoParaMulheresEmSituacaoDeViolenciaMulheresEmSituacaoDeDeViolencia","instrumentaisMetodologicosAUnidadeUtilizaPlanoIndividualDeAtendimentoPIA","abrigoParaMulheresEmSituacaoDeViolenciaMulheresEmSituacaoDeDeViolencia-instrumentaisMetodologicosAUnidadeUtilizaPlanoIndividualDeAtendimentoPIA","Abrigo para Mulheres em Situação de Violência - Mulheres em Situacao De Violência","Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA","binary","AMV-1",1
45,"Proteção Social Especial - Alta Complexidade","Serviço de proteção em situação de calamidades públicas e emergência","abrigoTemporarioCestasBasicasColchoesProgramasDeTransferenciaDeRendasChuvasAlagamentosPandemiasEpidemias","decretouASituacaoDeEmergeciaOuCalamidadePublicaPorMeioDeLeiMunicipal","abrigoTemporarioCestasBasicasColchoesProgramasDeTransferenciaDeRendasChuvasAlagamentosPandemiasEpidemias-decretouASituacaoDeEmergeciaOuCalamidadePublicaPorMeioDeLeiMunicipal","abrigo Temporario/Cestas Basicas/Colchoes/Programas De Transferencia De Rendas - Chuvas/Alagamentos/Pandemias Epidemias","Decretou a Situação de Emergencia ou Calamidade Pública por meio de Lei Municipal","binary","ATC-1",1
46,"Proteção Social Especial - Alta Complexidade","Serviço de acolhimento institucional","casasLaresCriancasAdolescentes0A17Anos","instrumentaisMetodologicosAUnidadeUtilizaPlanoIndividualDeAtendimentoPIA","casasLaresCriancasAdolescentes0A17Anos-instrumentaisMetodologicosAUnidadeUtilizaPlanoIndividualDeAtendimentoPIA","Casas Lares Criancas/Adolescentes (0 a 17 Anos)","Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA","binary","CLC-1",1
47,"Proteção Social Especial - Alta Complexidade","Serviço de proteção em situação de calamidades públicas e emergência","abrigoTemporarioCestasBasicasColchoesProgramasDeTransferenciaDeRendasChuvasAlagamentosPandemiasEpidemias","oMunicipioJaRealizouAOfertaDesteServico","abrigoTemporarioCestasBasicasColchoesProgramasDeTransferenciaDeRendasChuvasAlagamentosPandemiasEpidemias-oMunicipioJaRealizouAOfertaDesteServico","abrigo Temporario/Cestas Basicas/Colchoes/Programas De Transferencia De Rendas - Chuvas/Alagamentos/Pandemias Epidemias","Realizou a Oferta deste Serviço","binary","ATC-2",1
55,"Proteção Social Básica","Benefícios eventuais","aConcessaoDosBeneficiosEventuaisEstaRegulamentada","","aConcessaoDosBeneficiosEventuaisEstaRegulamentada","Benefícios eventuais","Concessão dos Benefícios Eventuais está Regulamentada","binary","BE-1",1
57,"Proteção Social Básica","Serviço de Proteção e Atendimento Integral a Família - PAIF","aEquipeTecnicaDoPAIFUtilizaOProntuarioSUAS","","aEquipeTecnicaDoPAIFUtilizaOProntuarioSUAS","Serviço de Proteção e Atendimento Integral a Família - PAIF","aEquipeTecnicaDoPAIFUtilizaOProntuarioSUAS","binary","PAI-1",1
74,"Proteção Social Especial - Alta Complexidade","Serviço de acolhimento institucional","instituicaoDeLongaPermanenciaParaIdososILPIsIdosos","instrumentaisMetodologicosAUnidadeUtilizaPlanoIndividualDeAtendimentoPIA","instituicaoDeLongaPermanenciaParaIdososILPIsIdosos-instrumentaisMetodologicosAUnidadeUtilizaPlanoIndividualDeAtendimentoPIA","Instituicao de Longa Permanência para Idosos (ILPIs) - Idosos","Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA","binary","IPI-1",1
85,"Proteção Social Especial - Alta Complexidade","Serviço de acolhimento institucional","republicaIdosos","instrumentaisMetodologicosAUnidadeUtilizaPlanoIndividualDeAtendimentoPIA","republicaIdosos-instrumentaisMetodologicosAUnidadeUtilizaPlanoIndividualDeAtendimentoPIA","República - Idosos","Instrumentais Metodológicos - A Unidade Utiliza Plano Individual de Atendimento - PIA","binary","IG-3",1
