Omschrijving,Periode,Waarde,Service
"Sociale lasten","2020 - 11",945.00000000000011,"Service"
"Sociale lasten","2020 - 12",945.00000000000011,"Service"
"Variabele beloning","2020 - 1",540,"Service"
"Variabele beloning","2020 - 2",540,"Service"
"Variabele beloning","2020 - 3",540,"Service"
"Variabele beloning","2020 - 4",540,"Service"
"Variabele beloning","2020 - 5",540,"Service"
"Variabele beloning","2020 - 6",540,"Service"
"Variabele beloning","2020 - 7",540,"Service"
"Variabele beloning","2020 - 8",540,"Service"
"Variabele beloning","2020 - 9",540,"Service"
"Variabele beloning","2020 - 10",540,"Service"
"Variabele beloning","2020 - 11",540,"Service"
"Variabele beloning","2020 - 12",540,"Service"
"   Totaal Lonen, salarissen en mgt fee","2020 - 1",12485,"Service"
"   Totaal Lonen, salarissen en mgt fee","2020 - 2",12485,"Service"
"   Totaal Lonen, salarissen en mgt fee","2020 - 3",12485,"Service"
"   Totaal Lonen, salarissen en mgt fee","2020 - 4",12485,"Service"
"   Totaal Lonen, salarissen en mgt fee","2020 - 5",12485,"Service"
"   Totaal Lonen, salarissen en mgt fee","2020 - 6",12485,"Service"
"   Totaal Lonen, salarissen en mgt fee","2020 - 7",12485,"Service"
"   Totaal Lonen, salarissen en mgt fee","2020 - 8",12485,"Service"
"   Totaal Lonen, salarissen en mgt fee","2020 - 9",12485,"Service"
"   Totaal Lonen, salarissen en mgt fee","2020 - 10",12485,"Service"
"   Totaal Lonen, salarissen en mgt fee","2020 - 11",12485,"Service"
"   Totaal Lonen, salarissen en mgt fee","2020 - 12",12485,"Service"
"Kostenvergoedingen","2020 - 1",180,"Service"
"Kostenvergoedingen","2020 - 2",180,"Service"
"Kostenvergoedingen","2020 - 3",180,"Service"
"Kostenvergoedingen","2020 - 4",180,"Service"
"Kostenvergoedingen","2020 - 5",180,"Service"
"Kostenvergoedingen","2020 - 6",180,"Service"
"Kostenvergoedingen","2020 - 7",180,"Service"
"Kostenvergoedingen","2020 - 8",180,"Service"
"Kostenvergoedingen","2020 - 9",180,"Service"
"Kostenvergoedingen","2020 - 10",180,"Service"
"Kostenvergoedingen","2020 - 11",180,"Service"
"Kostenvergoedingen","2020 - 12",180,"Service"
"Opleidingen","2020 - 1",100,"Service"
"Opleidingen","2020 - 2",100,"Service"
"Opleidingen","2020 - 3",100,"Service"
"Opleidingen","2020 - 4",100,"Service"
"Opleidingen","2020 - 5",100,"Service"
"Opleidingen","2020 - 6",100,"Service"
"Opleidingen","2020 - 7",100,"Service"
"Opleidingen","2020 - 8",100,"Service"
"Opleidingen","2020 - 9",100,"Service"
"Opleidingen","2020 - 10",100,"Service"
"Opleidingen","2020 - 11",100,"Service"
"Opleidingen","2020 - 12",100,"Service"
"Overige personeelskosten","2020 - 1",300,"Service"
"Overige personeelskosten","2020 - 2",300,"Service"
"Overige personeelskosten","2020 - 3",300,"Service"
"Overige personeelskosten","2020 - 4",300,"Service"
"Overige personeelskosten","2020 - 5",300,"Service"
"Overige personeelskosten","2020 - 6",300,"Service"
"Overige personeelskosten","2020 - 7",300,"Service"
"Overige personeelskosten","2020 - 8",300,"Service"
"Overige personeelskosten","2020 - 9",300,"Service"
"Overige personeelskosten","2020 - 10",300,"Service"
"Overige personeelskosten","2020 - 11",300,"Service"
"Overige personeelskosten","2020 - 12",300,"Service"
"   Totaal overige personeelskosten","2020 - 1",580,"Service"
"   Totaal overige personeelskosten","2020 - 2",580,"Service"
"   Totaal overige personeelskosten","2020 - 3",580,"Service"
"   Totaal overige personeelskosten","2020 - 4",580,"Service"
"   Totaal overige personeelskosten","2020 - 5",580,"Service"
"   Totaal overige personeelskosten","2020 - 6",580,"Service"
"   Totaal overige personeelskosten","2020 - 7",580,"Service"
"   Totaal overige personeelskosten","2020 - 8",580,"Service"
"   Totaal overige personeelskosten","2020 - 9",580,"Service"
"   Totaal overige personeelskosten","2020 - 10",580,"Service"
"   Totaal overige personeelskosten","2020 - 11",580,"Service"
"   Totaal overige personeelskosten","2020 - 12",580,"Service"
"Huren","2020 - 1",786.30000000000007,"Service"
"Huren","2020 - 2",786.30000000000007,"Service"
"Huren","2020 - 3",786.30000000000007,"Service"
"Huren","2020 - 4",786.30000000000007,"Service"
"Huren","2020 - 5",786.30000000000007,"Service"
"Huren","2020 - 6",786.30000000000007,"Service"
"Huren","2020 - 7",786.30000000000007,"Service"
"Huren","2020 - 8",1500,"Service"
"Huren","2020 - 9",1500,"Service"
"Huren","2020 - 10",1500,"Service"
"Huren","2020 - 11",1500,"Service"
"Huren","2020 - 12",1500,"Service"
"Energie","2020 - 1",169.10000000000002,"Service"
"Energie","2020 - 2",169.10000000000002,"Service"
"Energie","2020 - 3",169.10000000000002,"Service"
"Energie","2020 - 4",169.10000000000002,"Service"
"Energie","2020 - 5",169.10000000000002,"Service"
"Energie","2020 - 6",169.10000000000002,"Service"
"Energie","2020 - 7",169.10000000000002,"Service"
"Energie","2020 - 8",300,"Service"
"Energie","2020 - 9",300,"Service"
"Energie","2020 - 10",300,"Service"
"Energie","2020 - 11",300,"Service"
"Energie","2020 - 12",300,"Service"
"Onderhoud","2020 - 1",0,"Service"
"Onderhoud","2020 - 2",0,"Service"
"Onderhoud","2020 - 3",0,"Service"
"Onderhoud","2020 - 4",0,"Service"
"Onderhoud","2020 - 5",0,"Service"
"Onderhoud","2020 - 6",0,"Service"
"Onderhoud","2020 - 7",0,"Service"
"Onderhoud","2020 - 8",0,"Service"
"Onderhoud","2020 - 9",0,"Service"
"Onderhoud","2020 - 10",0,"Service"
"Onderhoud","2020 - 11",0,"Service"
"Onderhoud","2020 - 12",0,"Service"
"Overige huisvestingslasten","2020 - 1",160,"Service"
"Overige huisvestingslasten","2020 - 2",160,"Service"
"Overige huisvestingslasten","2020 - 3",160,"Service"
"Overige huisvestingslasten","2020 - 4",160,"Service"
"Overige huisvestingslasten","2020 - 5",160,"Service"
"Overige huisvestingslasten","2020 - 6",160,"Service"
"Overige huisvestingslasten","2020 - 7",160,"Service"
"Overige huisvestingslasten","2020 - 8",300,"Service"
"Overige huisvestingslasten","2020 - 9",300,"Service"
"Overige huisvestingslasten","2020 - 10",300,"Service"
"Overige huisvestingslasten","2020 - 11",300,"Service"
"Overige huisvestingslasten","2020 - 12",300,"Service"
"   Totaal huisvestingskosten","2020 - 1",1115.4,"Service"
"   Totaal huisvestingskosten","2020 - 2",1115.4,"Service"
"   Totaal huisvestingskosten","2020 - 3",1115.4,"Service"
"   Totaal huisvestingskosten","2020 - 4",1115.4,"Service"
"   Totaal huisvestingskosten","2020 - 5",1115.4,"Service"
"   Totaal huisvestingskosten","2020 - 6",1115.4,"Service"
"   Totaal huisvestingskosten","2020 - 7",1115.4,"Service"
"   Totaal huisvestingskosten","2020 - 8",2100,"Service"
"   Totaal huisvestingskosten","2020 - 9",2100,"Service"
"   Totaal huisvestingskosten","2020 - 10",2100,"Service"
"   Totaal huisvestingskosten","2020 - 11",2100,"Service"
"   Totaal huisvestingskosten","2020 - 12",2100,"Service"
"Gereedschap","2020 - 1",90,"Service"
"Gereedschap","2020 - 2",90,"Service"
"Gereedschap","2020 - 3",90,"Service"
"Gereedschap","2020 - 4",90,"Service"
"Gereedschap","2020 - 5",90,"Service"
"Gereedschap","2020 - 6",90,"Service"
"Gereedschap","2020 - 7",90,"Service"
"Gereedschap","2020 - 8",90,"Service"
"Gereedschap","2020 - 9",90,"Service"
"Gereedschap","2020 - 10",90,"Service"
"Gereedschap","2020 - 11",90,"Service"
"Gereedschap","2020 - 12",90,"Service"
"Onderhoud machines/kleine aanschaffingen","2020 - 1",90,"Service"
"Onderhoud machines/kleine aanschaffingen","2020 - 2",90,"Service"
"Onderhoud machines/kleine aanschaffingen","2020 - 3",90,"Service"
"Onderhoud machines/kleine aanschaffingen","2020 - 4",90,"Service"
"Onderhoud machines/kleine aanschaffingen","2020 - 5",90,"Service"
"Onderhoud machines/kleine aanschaffingen","2020 - 6",90,"Service"
"Onderhoud machines/kleine aanschaffingen","2020 - 7",90,"Service"
"Onderhoud machines/kleine aanschaffingen","2020 - 8",90,"Service"
"Onderhoud machines/kleine aanschaffingen","2020 - 9",90,"Service"
"Onderhoud machines/kleine aanschaffingen","2020 - 10",90,"Service"
"Onderhoud machines/kleine aanschaffingen","2020 - 11",90,"Service"
"Onderhoud machines/kleine aanschaffingen","2020 - 12",90,"Service"
"Huur/lease machines","2020 - 1",90,"Service"
"Huur/lease machines","2020 - 2",90,"Service"
"Huur/lease machines","2020 - 3",90,"Service"
"Huur/lease machines","2020 - 4",90,"Service"
"Huur/lease machines","2020 - 5",90,"Service"
"Huur/lease machines","2020 - 6",90,"Service"
"Huur/lease machines","2020 - 7",90,"Service"
"Huur/lease machines","2020 - 8",90,"Service"
"Huur/lease machines","2020 - 9",90,"Service"
"Huur/lease machines","2020 - 10",90,"Service"
"Huur/lease machines","2020 - 11",90,"Service"
"Huur/lease machines","2020 - 12",90,"Service"
"     Totaal bedrijfskosten","2020 - 1",270,"Service"
"     Totaal bedrijfskosten","2020 - 2",270,"Service"
"     Totaal bedrijfskosten","2020 - 3",270,"Service"
"     Totaal bedrijfskosten","2020 - 4",270,"Service"
"     Totaal bedrijfskosten","2020 - 5",270,"Service"
"     Totaal bedrijfskosten","2020 - 6",270,"Service"
"     Totaal bedrijfskosten","2020 - 7",270,"Service"
"     Totaal bedrijfskosten","2020 - 8",270,"Service"
"     Totaal bedrijfskosten","2020 - 9",270,"Service"
"     Totaal bedrijfskosten","2020 - 10",270,"Service"
"     Totaal bedrijfskosten","2020 - 11",270,"Service"
"     Totaal bedrijfskosten","2020 - 12",270,"Service"
"Reclame en advertentiekosten","2020 - 1",1200,"Service"
"Reclame en advertentiekosten","2020 - 2",1200,"Service"
"Reclame en advertentiekosten","2020 - 3",1200,"Service"
"Reclame en advertentiekosten","2020 - 4",1200,"Service"
"Reclame en advertentiekosten","2020 - 5",1200,"Service"
"Reclame en advertentiekosten","2020 - 6",1200,"Service"
"Reclame en advertentiekosten","2020 - 7",1200,"Service"
"Reclame en advertentiekosten","2020 - 8",1200,"Service"
"Reclame en advertentiekosten","2020 - 9",1200,"Service"
"Reclame en advertentiekosten","2020 - 10",1200,"Service"
"Reclame en advertentiekosten","2020 - 11",1200,"Service"
"Reclame en advertentiekosten","2020 - 12",1200,"Service"
"Representatiekosten","2020 - 1",10,"Service"
"Representatiekosten","2020 - 2",10,"Service"
"Representatiekosten","2020 - 3",10,"Service"
"Representatiekosten","2020 - 4",10,"Service"
"Representatiekosten","2020 - 5",10,"Service"
"Representatiekosten","2020 - 6",10,"Service"
"Representatiekosten","2020 - 7",10,"Service"
"Representatiekosten","2020 - 8",10,"Service"
"Representatiekosten","2020 - 9",10,"Service"
"Representatiekosten","2020 - 10",10,"Service"
"Representatiekosten","2020 - 11",10,"Service"
"Representatiekosten","2020 - 12",10,"Service"
"Reis- en verblijfkosten","2020 - 1",97.7,"Service"
"Reis- en verblijfkosten","2020 - 2",97.7,"Service"
"Reis- en verblijfkosten","2020 - 3",97.7,"Service"
"Reis- en verblijfkosten","2020 - 4",97.7,"Service"
"Reis- en verblijfkosten","2020 - 5",97.7,"Service"
"Reis- en verblijfkosten","2020 - 6",97.7,"Service"
"Reis- en verblijfkosten","2020 - 7",97.7,"Service"
"Reis- en verblijfkosten","2020 - 8",97.7,"Service"
"Reis- en verblijfkosten","2020 - 9",97.7,"Service"
"Reis- en verblijfkosten","2020 - 10",97.7,"Service"
"Reis- en verblijfkosten","2020 - 11",97.7,"Service"
"Reis- en verblijfkosten","2020 - 12",97.7,"Service"
"Beurskosten","2020 - 1",400,"Service"
"Beurskosten","2020 - 2",400,"Service"
"Beurskosten","2020 - 3",400,"Service"
"Beurskosten","2020 - 4",400,"Service"
"Beurskosten","2020 - 5",400,"Service"
"Beurskosten","2020 - 6",400,"Service"
"Beurskosten","2020 - 7",400,"Service"
"Beurskosten","2020 - 8",400,"Service"
"Beurskosten","2020 - 9",400,"Service"
"Beurskosten","2020 - 10",400,"Service"
"Beurskosten","2020 - 11",400,"Service"
"Beurskosten","2020 - 12",400,"Service"
"Mutatie voorziening dub. vorderingen","2020 - 1",50,"Service"
"Mutatie voorziening dub. vorderingen","2020 - 2",50,"Service"
"Mutatie voorziening dub. vorderingen","2020 - 3",50,"Service"
"Mutatie voorziening dub. vorderingen","2020 - 4",50,"Service"
"Mutatie voorziening dub. vorderingen","2020 - 5",50,"Service"
"Mutatie voorziening dub. vorderingen","2020 - 6",50,"Service"
"Mutatie voorziening dub. vorderingen","2020 - 7",50,"Service"
"Mutatie voorziening dub. vorderingen","2020 - 8",50,"Service"
"Mutatie voorziening dub. vorderingen","2020 - 9",50,"Service"
"Mutatie voorziening dub. vorderingen","2020 - 10",50,"Service"
"Mutatie voorziening dub. vorderingen","2020 - 11",50,"Service"
"Mutatie voorziening dub. vorderingen","2020 - 12",50,"Service"
"Vertalingen","2020 - 1",43.800000000000004,"Service"
"Vertalingen","2020 - 2",43.800000000000004,"Service"
"Vertalingen","2020 - 3",43.800000000000004,"Service"
"Vertalingen","2020 - 4",43.800000000000004,"Service"
"Vertalingen","2020 - 5",43.800000000000004,"Service"
"Vertalingen","2020 - 6",43.800000000000004,"Service"
"Vertalingen","2020 - 7",43.800000000000004,"Service"
"Vertalingen","2020 - 8",43.800000000000004,"Service"
"Vertalingen","2020 - 9",43.800000000000004,"Service"
"Vertalingen","2020 - 10",43.800000000000004,"Service"
"Vertalingen","2020 - 11",43.800000000000004,"Service"
"Vertalingen","2020 - 12",43.800000000000004,"Service"
"Overige verkoopkosten","2020 - 1",150,"Service"
"Overige verkoopkosten","2020 - 2",150,"Service"
"Overige verkoopkosten","2020 - 3",150,"Service"
"Overige verkoopkosten","2020 - 4",150,"Service"
"Overige verkoopkosten","2020 - 5",150,"Service"
"Overige verkoopkosten","2020 - 6",150,"Service"
"Overige verkoopkosten","2020 - 7",150,"Service"
"Overige verkoopkosten","2020 - 8",150,"Service"
"Overige verkoopkosten","2020 - 9",150,"Service"
"Overige verkoopkosten","2020 - 10",150,"Service"
"Overige verkoopkosten","2020 - 11",150,"Service"
"Overige verkoopkosten","2020 - 12",150,"Service"
"     Totaal verkoopkosten","2020 - 1",1951.5,"Service"
"     Totaal verkoopkosten","2020 - 2",1951.5,"Service"
"     Totaal verkoopkosten","2020 - 3",1951.5,"Service"
"     Totaal verkoopkosten","2020 - 4",1951.5,"Service"
"     Totaal verkoopkosten","2020 - 5",1951.5,"Service"
"     Totaal verkoopkosten","2020 - 6",1951.5,"Service"
"     Totaal verkoopkosten","2020 - 7",1951.5,"Service"
"     Totaal verkoopkosten","2020 - 8",1951.5,"Service"
"     Totaal verkoopkosten","2020 - 9",1951.5,"Service"
"     Totaal verkoopkosten","2020 - 10",1951.5,"Service"
"     Totaal verkoopkosten","2020 - 11",1951.5,"Service"
"     Totaal verkoopkosten","2020 - 12",1951.5,"Service"
"Website","2020 - 1",100,"Service"
"Website","2020 - 2",100,"Service"
"Website","2020 - 3",100,"Service"
"Website","2020 - 4",100,"Service"
"Website","2020 - 5",100,"Service"
"Website","2020 - 6",100,"Service"
"Website","2020 - 7",100,"Service"
"Website","2020 - 8",100,"Service"
"Website","2020 - 9",100,"Service"
"Website","2020 - 10",100,"Service"
"Website","2020 - 11",100,"Service"
"Website","2020 - 12",100,"Service"
"Communicatiekosten en infrastructuur","2020 - 1",100,"Service"
"Communicatiekosten en infrastructuur","2020 - 2",100,"Service"
"Communicatiekosten en infrastructuur","2020 - 3",100,"Service"
"Communicatiekosten en infrastructuur","2020 - 4",100,"Service"
"Communicatiekosten en infrastructuur","2020 - 5",100,"Service"
"Communicatiekosten en infrastructuur","2020 - 6",100,"Service"
"Communicatiekosten en infrastructuur","2020 - 7",100,"Service"
"Communicatiekosten en infrastructuur","2020 - 8",100,"Service"
"Communicatiekosten en infrastructuur","2020 - 9",100,"Service"
"Communicatiekosten en infrastructuur","2020 - 10",100,"Service"
"Communicatiekosten en infrastructuur","2020 - 11",100,"Service"
"Communicatiekosten en infrastructuur","2020 - 12",100,"Service"
"Hardware","2020 - 1",50,"Service"
"Hardware","2020 - 2",50,"Service"
"Hardware","2020 - 3",50,"Service"
"Hardware","2020 - 4",50,"Service"
"Hardware","2020 - 5",50,"Service"
"Hardware","2020 - 6",50,"Service"
"Hardware","2020 - 7",50,"Service"
"Hardware","2020 - 8",50,"Service"
"Hardware","2020 - 9",50,"Service"
"Hardware","2020 - 10",50,"Service"
"Hardware","2020 - 11",50,"Service"
"Hardware","2020 - 12",50,"Service"
"Software en licenties","2020 - 1",250,"Service"
"Software en licenties","2020 - 2",250,"Service"
"Software en licenties","2020 - 3",250,"Service"
"Software en licenties","2020 - 4",250,"Service"
"Software en licenties","2020 - 5",250,"Service"
"Software en licenties","2020 - 6",250,"Service"
"Software en licenties","2020 - 7",250,"Service"
"Software en licenties","2020 - 8",250,"Service"
"Software en licenties","2020 - 9",250,"Service"
"Software en licenties","2020 - 10",250,"Service"
"Software en licenties","2020 - 11",250,"Service"
"Software en licenties","2020 - 12",250,"Service"
"     Totaal ICT kosten","2020 - 1",500,"Service"
"     Totaal ICT kosten","2020 - 2",500,"Service"
"     Totaal ICT kosten","2020 - 3",500,"Service"
"     Totaal ICT kosten","2020 - 4",500,"Service"
"     Totaal ICT kosten","2020 - 5",500,"Service"
"     Totaal ICT kosten","2020 - 6",500,"Service"
"     Totaal ICT kosten","2020 - 7",500,"Service"
"     Totaal ICT kosten","2020 - 8",500,"Service"
"     Totaal ICT kosten","2020 - 9",500,"Service"
"     Totaal ICT kosten","2020 - 10",500,"Service"
"     Totaal ICT kosten","2020 - 11",500,"Service"
"     Totaal ICT kosten","2020 - 12",500,"Service"
"Brandstof","2020 - 1",125,"Service"
"Brandstof","2020 - 2",125,"Service"
"Brandstof","2020 - 3",125,"Service"
"Brandstof","2020 - 4",125,"Service"
"Brandstof","2020 - 5",125,"Service"
"Brandstof","2020 - 6",125,"Service"
"Brandstof","2020 - 7",125,"Service"
"Brandstof","2020 - 8",125,"Service"
"Brandstof","2020 - 9",125,"Service"
"Brandstof","2020 - 10",125,"Service"
"Brandstof","2020 - 11",125,"Service"
"Brandstof","2020 - 12",125,"Service"
"Motorrijtuigenbelasting","2020 - 1",67,"Service"
"Motorrijtuigenbelasting","2020 - 2",67,"Service"
"Motorrijtuigenbelasting","2020 - 3",67,"Service"
"Motorrijtuigenbelasting","2020 - 4",67,"Service"
"Motorrijtuigenbelasting","2020 - 5",67,"Service"
"Motorrijtuigenbelasting","2020 - 6",67,"Service"
"Motorrijtuigenbelasting","2020 - 7",67,"Service"
"Motorrijtuigenbelasting","2020 - 8",67,"Service"
"Motorrijtuigenbelasting","2020 - 9",67,"Service"
"Motorrijtuigenbelasting","2020 - 10",67,"Service"
"Motorrijtuigenbelasting","2020 - 11",67,"Service"
"Motorrijtuigenbelasting","2020 - 12",67,"Service"
"Overige autokosten","2020 - 1",13,"Service"
"Overige autokosten","2020 - 2",13,"Service"
"Overige autokosten","2020 - 3",13,"Service"
"Overige autokosten","2020 - 4",13,"Service"
"Overige autokosten","2020 - 5",13,"Service"
"Overige autokosten","2020 - 6",13,"Service"
"Overige autokosten","2020 - 7",13,"Service"
"Overige autokosten","2020 - 8",13,"Service"
"Overige autokosten","2020 - 9",13,"Service"
"Overige autokosten","2020 - 10",13,"Service"
"Overige autokosten","2020 - 11",13,"Service"
"Overige autokosten","2020 - 12",13,"Service"
"     Totaal autokosten","2020 - 1",205,"Service"
"     Totaal autokosten","2020 - 2",205,"Service"
"     Totaal autokosten","2020 - 3",205,"Service"
"     Totaal autokosten","2020 - 4",205,"Service"
"     Totaal autokosten","2020 - 5",205,"Service"
"     Totaal autokosten","2020 - 6",205,"Service"
"     Totaal autokosten","2020 - 7",205,"Service"
"     Totaal autokosten","2020 - 8",205,"Service"
"     Totaal autokosten","2020 - 9",205,"Service"
"     Totaal autokosten","2020 - 10",205,"Service"
"     Totaal autokosten","2020 - 11",205,"Service"
"     Totaal autokosten","2020 - 12",205,"Service"
"Kantoorkosten","2020 - 1",86.600000000000009,"Service"
"Kantoorkosten","2020 - 2",86.600000000000009,"Service"
"Kantoorkosten","2020 - 3",86.600000000000009,"Service"
"Kantoorkosten","2020 - 4",86.600000000000009,"Service"
"Kantoorkosten","2020 - 5",86.600000000000009,"Service"
"Kantoorkosten","2020 - 6",86.600000000000009,"Service"
"Kantoorkosten","2020 - 7",86.600000000000009,"Service"
"Kantoorkosten","2020 - 8",86.600000000000009,"Service"
"Kantoorkosten","2020 - 9",86.600000000000009,"Service"
"Kantoorkosten","2020 - 10",86.600000000000009,"Service"
"Kantoorkosten","2020 - 11",86.600000000000009,"Service"
"Kantoorkosten","2020 - 12",86.600000000000009,"Service"
"Telefoonkosten","2020 - 1",22,"Service"
"Telefoonkosten","2020 - 2",22,"Service"
"Telefoonkosten","2020 - 3",22,"Service"
"Telefoonkosten","2020 - 4",22,"Service"
"Telefoonkosten","2020 - 5",22,"Service"
"Telefoonkosten","2020 - 6",22,"Service"
"Telefoonkosten","2020 - 7",22,"Service"
"Telefoonkosten","2020 - 8",22,"Service"
"Telefoonkosten","2020 - 9",22,"Service"
"Telefoonkosten","2020 - 10",22,"Service"
"Telefoonkosten","2020 - 11",22,"Service"
"Telefoonkosten","2020 - 12",22,"Service"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 1",100,"Service"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 2",100,"Service"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 3",100,"Service"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 4",100,"Service"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 5",100,"Service"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 6",100,"Service"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 7",100,"Service"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 8",100,"Service"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 9",100,"Service"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 10",100,"Service"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 11",100,"Service"
"Accountantskosten (incl. loonadmin.; excl. advies)","2020 - 12",100,"Service"
"Advieskosten","2020 - 1",300,"Service"
"Advieskosten","2020 - 2",300,"Service"
"Advieskosten","2020 - 3",300,"Service"
"Advieskosten","2020 - 4",300,"Service"
"Advieskosten","2020 - 5",300,"Service"
"Advieskosten","2020 - 6",300,"Service"
"Advieskosten","2020 - 7",300,"Service"
"Advieskosten","2020 - 8",300,"Service"
"Advieskosten","2020 - 9",300,"Service"
"Advieskosten","2020 - 10",300,"Service"
"Advieskosten","2020 - 11",300,"Service"
"Advieskosten","2020 - 12",300,"Service"
"Juridische advieskosten","2020 - 1",150,"Service"
"Juridische advieskosten","2020 - 2",150,"Service"
"Juridische advieskosten","2020 - 3",150,"Service"
"Juridische advieskosten","2020 - 4",150,"Service"
"Juridische advieskosten","2020 - 5",150,"Service"
"Juridische advieskosten","2020 - 6",150,"Service"
"Juridische advieskosten","2020 - 7",150,"Service"
"Juridische advieskosten","2020 - 8",150,"Service"
"Juridische advieskosten","2020 - 9",150,"Service"
"Juridische advieskosten","2020 - 10",150,"Service"
"Juridische advieskosten","2020 - 11",150,"Service"
"Juridische advieskosten","2020 - 12",150,"Service"
"Contributies en abonnementen","2020 - 1",60,"Service"
"Contributies en abonnementen","2020 - 2",60,"Service"
"Contributies en abonnementen","2020 - 3",60,"Service"
"Contributies en abonnementen","2020 - 4",60,"Service"
"Contributies en abonnementen","2020 - 5",60,"Service"
"Contributies en abonnementen","2020 - 6",60,"Service"
"Contributies en abonnementen","2020 - 7",60,"Service"
"Contributies en abonnementen","2020 - 8",60,"Service"
"Contributies en abonnementen","2020 - 9",60,"Service"
"Contributies en abonnementen","2020 - 10",60,"Service"
"Contributies en abonnementen","2020 - 11",60,"Service"
"Contributies en abonnementen","2020 - 12",60,"Service"
"Verzekeringspremies","2020 - 1",500,"Service"
"Verzekeringspremies","2020 - 2",500,"Service"
"Verzekeringspremies","2020 - 3",500,"Service"
"Verzekeringspremies","2020 - 4",500,"Service"
"Verzekeringspremies","2020 - 5",500,"Service"
"Verzekeringspremies","2020 - 6",500,"Service"
"Verzekeringspremies","2020 - 7",500,"Service"
"Verzekeringspremies","2020 - 8",500,"Service"
"Verzekeringspremies","2020 - 9",500,"Service"
"Verzekeringspremies","2020 - 10",500,"Service"
"Verzekeringspremies","2020 - 11",500,"Service"
"Verzekeringspremies","2020 - 12",500,"Service"
"Overige algemene kosten","2020 - 1",25,"Service"
"Overige algemene kosten","2020 - 2",25,"Service"
"Overige algemene kosten","2020 - 3",25,"Service"
"Overige algemene kosten","2020 - 4",25,"Service"
"Overige algemene kosten","2020 - 5",25,"Service"
"Overige algemene kosten","2020 - 6",25,"Service"
"Overige algemene kosten","2020 - 7",25,"Service"
"Overige algemene kosten","2020 - 8",25,"Service"
"Overige algemene kosten","2020 - 9",25,"Service"
"Overige algemene kosten","2020 - 10",25,"Service"
"Overige algemene kosten","2020 - 11",25,"Service"
"Overige algemene kosten","2020 - 12",25,"Service"
"   Totaal algemene kosten","2020 - 1",1243.6,"Service"
"   Totaal algemene kosten","2020 - 2",1243.6,"Service"
"   Totaal algemene kosten","2020 - 3",1243.6,"Service"
"   Totaal algemene kosten","2020 - 4",1243.6,"Service"
"   Totaal algemene kosten","2020 - 5",1243.6,"Service"
"   Totaal algemene kosten","2020 - 6",1243.6,"Service"
"   Totaal algemene kosten","2020 - 7",1243.6,"Service"
"   Totaal algemene kosten","2020 - 8",1243.6,"Service"
"   Totaal algemene kosten","2020 - 9",1243.6,"Service"
"   Totaal algemene kosten","2020 - 10",1243.6,"Service"
"   Totaal algemene kosten","2020 - 11",1243.6,"Service"
"   Totaal algemene kosten","2020 - 12",1243.6,"Service"
"Totaal overige bedrijfslasten","2020 - 1",18350.5,"Service"
"Totaal overige bedrijfslasten","2020 - 2",18350.5,"Service"
"Totaal overige bedrijfslasten","2020 - 3",18350.5,"Service"
"Totaal overige bedrijfslasten","2020 - 4",18350.5,"Service"
"Totaal overige bedrijfslasten","2020 - 5",18350.5,"Service"
"Totaal overige bedrijfslasten","2020 - 6",18350.5,"Service"
"Totaal overige bedrijfslasten","2020 - 7",18350.5,"Service"
"Totaal overige bedrijfslasten","2020 - 8",19335.1,"Service"
"Totaal overige bedrijfslasten","2020 - 9",19335.1,"Service"
"Totaal overige bedrijfslasten","2020 - 10",19335.1,"Service"
"Totaal overige bedrijfslasten","2020 - 11",19335.1,"Service"
"Totaal overige bedrijfslasten","2020 - 12",19335.1,"Service"
"Bedrijfsresultaat (EBITDA)","2020 - 1",13141.699999999997,"Service"
"Bedrijfsresultaat (EBITDA)","2020 - 2",13141.699999999997,"Service"
"Bedrijfsresultaat (EBITDA)","2020 - 3",13141.699999999997,"Service"
"Bedrijfsresultaat (EBITDA)","2020 - 4",13141.699999999997,"Service"
"Bedrijfsresultaat (EBITDA)","2020 - 5",13141.699999999997,"Service"
"Bedrijfsresultaat (EBITDA)","2020 - 6",13141.699999999997,"Service"
"Bedrijfsresultaat (EBITDA)","2020 - 7",13141.699999999997,"Service"
"Bedrijfsresultaat (EBITDA)","2020 - 8",12157.099999999999,"Service"
"Bedrijfsresultaat (EBITDA)","2020 - 9",12157.099999999999,"Service"
"Bedrijfsresultaat (EBITDA)","2020 - 10",12157.099999999999,"Service"
"Bedrijfsresultaat (EBITDA)","2020 - 11",12157.099999999999,"Service"
"Bedrijfsresultaat (EBITDA)","2020 - 12",12157.099999999999,"Service"
"Afschrijvingen","2020 - 1",3000,"Service"
"Afschrijvingen","2020 - 2",3000,"Service"
