State,Date,variable,value
Gujarat,2020-04-18 00:00:00.000,Recovered Added,7
Gujarat,2020-04-19 00:00:00.000,Recovered Added,13
Gujarat,2020-04-20 00:00:00.000,Recovered Added,25
Gujarat,2020-04-21 00:00:00.000,Recovered Added,8
Gujarat,2020-04-22 00:00:00.000,Recovered Added,40
Gujarat,2020-04-23 00:00:00.000,Recovered Added,79
Gujarat,2020-04-24 00:00:00.000,Recovered Added,36
Gujarat,2020-04-25 00:00:00.000,Recovered Added,-12
Gujarat,2020-04-26 00:00:00.000,Recovered Added,31
Gujarat,2020-04-27 00:00:00.000,Recovered Added,81
Gujarat,2020-04-28 00:00:00.000,Recovered Added,40
Gujarat,2020-04-29 00:00:00.000,Recovered Added,93
Gujarat,2020-04-30 00:00:00.000,Recovered Added,86
Gujarat,2020-05-01 00:00:00.000,Recovered Added,123
Gujarat,2020-05-02 00:00:00.000,Recovered Added,160
Gujarat,2020-05-03 00:00:00.000,Recovered Added,146
Gujarat,2020-05-04 00:00:00.000,Recovered Added,153
Gujarat,2020-05-05 00:00:00.000,Recovered Added,186
Gujarat,2020-05-06 00:00:00.000,Recovered Added,119
Gujarat,2020-05-07 00:00:00.000,Recovered Added,209
Gujarat,2020-05-08 00:00:00.000,Recovered Added,163
Gujarat,2020-05-09 00:00:00.000,Recovered Added,219
Gujarat,2020-05-10 00:00:00.000,Recovered Added,454
Gujarat,2020-05-11 00:00:00.000,Recovered Added,235
Gujarat,2020-05-12 00:00:00.000,Recovered Added,466
Gujarat,2020-05-13 00:00:00.000,Recovered Added,316
Gujarat,2020-05-14 00:00:00.000,Recovered Added,191
Gujarat,2020-05-15 00:00:00.000,Recovered Added,282
Gujarat,2020-05-16 00:00:00.000,Recovered Added,273
Gujarat,2020-05-17 00:00:00.000,Recovered Added,191
Gujarat,2020-05-18 00:00:00.000,Recovered Added,305
Gujarat,2020-05-19 00:00:00.000,Recovered Added,239
Gujarat,2020-05-20 00:00:00.000,Recovered Added,176
Gujarat,2020-05-21 00:00:00.000,Recovered Added,269
Gujarat,2020-05-22 00:00:00.000,Recovered Added,392
Gujarat,2020-05-23 00:00:00.000,Recovered Added,289
Gujarat,2020-05-24 00:00:00.000,Recovered Added,243
Gujarat,2020-05-25 00:00:00.000,Recovered Added,224
Gujarat,2020-05-26 00:00:00.000,Recovered Added,503
Gujarat,2020-05-27 00:00:00.000,Recovered Added,410
Gujarat,2020-05-28 00:00:00.000,Recovered Added,454
Gujarat,2020-05-29 00:00:00.000,Recovered Added,608
Gujarat,2020-05-30 00:00:00.000,Recovered Added,621
Gujarat,2020-05-31 00:00:00.000,Recovered Added,687
Gujarat,2020-06-01 00:00:00.000,Recovered Added,861
Gujarat,2020-06-02 00:00:00.000,Recovered Added,1114
Gujarat,2020-06-03 00:00:00.000,Recovered Added,318
Gujarat,2020-06-04 00:00:00.000,Recovered Added,455
Gujarat,2020-06-05 00:00:00.000,Recovered Added,344
Gujarat,2020-06-06 00:00:00.000,Recovered Added,313
Gujarat,2020-06-07 00:00:00.000,Recovered Added,319
Gujarat,2020-06-08 00:00:00.000,Recovered Added,321
Gujarat,2020-06-09 00:00:00.000,Recovered Added,409
Gujarat,2020-06-10 00:00:00.000,Recovered Added,370
Gujarat,2020-06-11 00:00:00.000,Recovered Added,366
Gujarat,2020-06-12 00:00:00.000,Recovered Added,392
Gujarat,2020-06-13 00:00:00.000,Recovered Added,390
Gujarat,2020-06-14 00:00:00.000,Recovered Added,442
Gujarat,2020-06-15 00:00:00.000,Recovered Added,339
Gujarat,2020-06-16 00:00:00.000,Recovered Added,418
Gujarat,2020-06-17 00:00:00.000,Recovered Added,348
Gujarat,2020-06-18 00:00:00.000,Recovered Added,389
Gujarat,2020-06-19 00:00:00.000,Recovered Added,340
Gujarat,2020-06-20 00:00:00.000,Recovered Added,535
Gujarat,2020-06-21 00:00:00.000,Recovered Added,655
Gujarat,2020-06-22 00:00:00.000,Recovered Added,560
Gujarat,2020-06-23 00:00:00.000,Recovered Added,604
Gujarat,2020-06-24 00:00:00.000,Recovered Added,575
Gujarat,2020-06-25 00:00:00.000,Recovered Added,410
Gujarat,2020-06-26 00:00:00.000,Recovered Added,532
Gujarat,2020-06-27 00:00:00.000,Recovered Added,379
Gujarat,2020-06-28 00:00:00.000,Recovered Added,391
Gujarat,2020-06-29 00:00:00.000,Recovered Added,440
Gujarat,2020-06-30 00:00:00.000,Recovered Added,422
Gujarat,2020-07-01 00:00:00.000,Recovered Added,368
Gujarat,2020-07-02 00:00:00.000,Recovered Added,0
Gujarat,2020-07-03 00:00:00.000,Recovered Added,903
Gujarat,2020-07-04 00:00:00.000,Recovered Added,473
Gujarat,2020-07-05 00:00:00.000,Recovered Added,486
Gujarat,2020-07-06 00:00:00.000,Recovered Added,423
Gujarat,2020-07-07 00:00:00.000,Recovered Added,421
Gujarat,2020-07-08 00:00:00.000,Recovered Added,569
Gujarat,2020-07-09 00:00:00.000,Recovered Added,429
Gujarat,2020-07-10 00:00:00.000,Recovered Added,441
Gujarat,2020-07-11 00:00:00.000,Recovered Added,502
Gujarat,2020-07-12 00:00:00.000,Recovered Added,513
Gujarat,2020-07-13 00:00:00.000,Recovered Added,608
Gujarat,2020-07-14 00:00:00.000,Recovered Added,749
Gujarat,2020-07-15 00:00:00.000,Recovered Added,791
Gujarat,2020-07-16 00:00:00.000,Recovered Added,828
Gujarat,2020-07-17 00:00:00.000,Recovered Added,770
Gujarat,2020-07-18 00:00:00.000,Recovered Added,1061
Gujarat,2020-07-19 00:00:00.000,Recovered Added,877
Gujarat,2020-07-20 00:00:00.000,Recovered Added,777
Gujarat,2020-07-21 00:00:00.000,Recovered Added,845
Gujarat,2020-07-22 00:00:00.000,Recovered Added,837
Gujarat,2020-07-23 00:00:00.000,Recovered Added,718
Gujarat,2020-07-24 00:00:00.000,Recovered Added,872
Gujarat,2020-07-25 00:00:00.000,Recovered Added,783
Gujarat,2020-07-26 00:00:00.000,Recovered Added,753
Gujarat,2020-07-27 00:00:00.000,Recovered Added,1015
Gujarat,2020-07-28 00:00:00.000,Recovered Added,1032
Gujarat,2020-07-29 00:00:00.000,Recovered Added,783
Gujarat,2020-07-30 00:00:00.000,Recovered Added,879
Gujarat,2020-07-31 00:00:00.000,Recovered Added,833
Gujarat,2020-08-01 00:00:00.000,Recovered Added,875
Gujarat,2020-08-02 00:00:00.000,Recovered Added,805
Gujarat,2020-08-03 00:00:00.000,Recovered Added,974
Gujarat,2020-08-04 00:00:00.000,Recovered Added,898
Gujarat,2020-08-05 00:00:00.000,Recovered Added,1046
Gujarat,2020-08-06 00:00:00.000,Recovered Added,917
Gujarat,2020-08-07 00:00:00.000,Recovered Added,1268
Gujarat,2020-08-08 00:00:00.000,Recovered Added,1135
Gujarat,2020-08-09 00:00:00.000,Recovered Added,1311
Gujarat,2020-08-10 00:00:00.000,Recovered Added,1138
Gujarat,2020-08-11 00:00:00.000,Recovered Added,1140
Gujarat,2020-08-12 00:00:00.000,Recovered Added,977
Gujarat,2020-08-13 00:00:00.000,Recovered Added,1046
Gujarat,2020-08-14 00:00:00.000,Recovered Added,1083
Gujarat,2020-08-15 00:00:00.000,Recovered Added,1015
Gujarat,2020-08-16 00:00:00.000,Recovered Added,959
Gujarat,2020-08-17 00:00:00.000,Recovered Added,1083
Gujarat,2020-08-18 00:00:00.000,Recovered Added,1131
Gujarat,2020-08-19 00:00:00.000,Recovered Added,1120
Gujarat,2020-08-20 00:00:00.000,Recovered Added,1123
Gujarat,2020-08-21 00:00:00.000,Recovered Added,1324
Gujarat,2020-08-22 00:00:00.000,Recovered Added,980
Gujarat,2020-08-23 00:00:00.000,Recovered Added,972
Gujarat,2020-08-24 00:00:00.000,Recovered Added,1021
Gujarat,2020-08-25 00:00:00.000,Recovered Added,1011
Gujarat,2020-08-26 00:00:00.000,Recovered Added,1047
Gujarat,2020-08-27 00:00:00.000,Recovered Added,1193
Gujarat,2020-08-28 00:00:00.000,Recovered Added,1050
Gujarat,2020-08-29 00:00:00.000,Recovered Added,1111
Gujarat,2020-08-30 00:00:00.000,Recovered Added,1095
Gujarat,2020-08-31 00:00:00.000,Recovered Added,1025
Gujarat,2020-09-01 00:00:00.000,Recovered Added,1131
Gujarat,2020-09-02 00:00:00.000,Recovered Added,1141
Gujarat,2020-09-03 00:00:00.000,Recovered Added,1126
Gujarat,2020-09-04 00:00:00.000,Recovered Added,1218
Gujarat,2020-09-05 00:00:00.000,Recovered Added,1148
Gujarat,2020-09-06 00:00:00.000,Recovered Added,1212
Gujarat,2020-09-07 00:00:00.000,Recovered Added,1276
Gujarat,2020-09-08 00:00:00.000,Recovered Added,1445
Gujarat,2020-09-09 00:00:00.000,Recovered Added,1336
Gujarat,2020-09-10 00:00:00.000,Recovered Added,1415
Gujarat,2020-09-11 00:00:00.000,Recovered Added,1240
Gujarat,2020-09-12 00:00:00.000,Recovered Added,1335
Gujarat,2020-09-13 00:00:00.000,Recovered Added,1205
Gujarat,2020-09-14 00:00:00.000,Recovered Added,1255
Gujarat,2020-09-15 00:00:00.000,Recovered Added,1444
Gujarat,2020-09-16 00:00:00.000,Recovered Added,1447
Gujarat,2020-09-17 00:00:00.000,Recovered Added,1652
Gujarat,2020-09-18 00:00:00.000,Recovered Added,1293
Gujarat,2020-09-19 00:00:00.000,Recovered Added,1470
Gujarat,2020-09-20 00:00:00.000,Recovered Added,1204
Gujarat,2020-09-21 00:00:00.000,Recovered Added,1316
Gujarat,2020-09-22 00:00:00.000,Recovered Added,1321
Gujarat,2020-09-23 00:00:00.000,Recovered Added,1289
Gujarat,2020-09-24 00:00:00.000,Recovered Added,1510
Gujarat,2020-09-25 00:00:00.000,Recovered Added,1279
Gujarat,2020-09-26 00:00:00.000,Recovered Added,1419
Gujarat,2020-09-27 00:00:00.000,Recovered Added,1231
Gujarat,2020-09-28 00:00:00.000,Recovered Added,1336
Gujarat,2020-09-29 00:00:00.000,Recovered Added,1383
Gujarat,2020-09-30 00:00:00.000,Recovered Added,1372
Gujarat,2020-10-01 00:00:00.000,Recovered Added,1334
Gujarat,2020-10-02 00:00:00.000,Recovered Added,1250
Gujarat,2020-10-03 00:00:00.000,Recovered Added,1304
Gujarat,2020-10-04 00:00:00.000,Recovered Added,1246
Gujarat,2020-10-05 00:00:00.000,Recovered Added,1405
Gujarat,2020-10-06 00:00:00.000,Recovered Added,1473
Gujarat,2020-10-07 00:00:00.000,Recovered Added,1414
Gujarat,2020-10-08 00:00:00.000,Recovered Added,1266
Gujarat,2020-10-09 00:00:00.000,Recovered Added,1518
Gujarat,2020-10-10 00:00:00.000,Recovered Added,1456
Gujarat,2020-10-11 00:00:00.000,Recovered Added,1413
Gujarat,2020-10-12 00:00:00.000,Recovered Added,1442
Gujarat,2020-10-13 00:00:00.000,Recovered Added,1375
Gujarat,2020-10-14 00:00:00.000,Recovered Added,1414
Gujarat,2020-10-15 00:00:00.000,Recovered Added,1329
Gujarat,2020-10-16 00:00:00.000,Recovered Added,1279
Gujarat,2020-10-17 00:00:00.000,Recovered Added,1270
Gujarat,2020-10-18 00:00:00.000,Recovered Added,1233
Gujarat,2020-10-19 00:00:00.000,Recovered Added,1147
Gujarat,2020-10-20 00:00:00.000,Recovered Added,1128
Gujarat,2020-10-21 00:00:00.000,Recovered Added,1180
Gujarat,2020-10-22 00:00:00.000,Recovered Added,1201
Gujarat,2020-10-23 00:00:00.000,Recovered Added,1264
Gujarat,2020-10-24 00:00:00.000,Recovered Added,1013
Gujarat,2020-10-25 00:00:00.000,Recovered Added,963
Gujarat,2020-10-26 00:00:00.000,Recovered Added,1102
Gujarat,2020-10-27 00:00:00.000,Recovered Added,1238
Gujarat,2020-10-28 00:00:00.000,Recovered Added,1107
Gujarat,2020-10-29 00:00:00.000,Recovered Added,1083
Gujarat,2020-10-30 00:00:00.000,Recovered Added,1027
Gujarat,2020-10-31 00:00:00.000,Recovered Added,1014
Gujarat,2020-11-01 00:00:00.000,Recovered Added,1128
Gujarat,2020-11-02 00:00:00.000,Recovered Added,1004
Gujarat,2020-11-03 00:00:00.000,Recovered Added,1197
Gujarat,2020-11-04 00:00:00.000,Recovered Added,1022
Gujarat,2020-11-05 00:00:00.000,Recovered Added,1055
Gujarat,2020-11-06 00:00:00.000,Recovered Added,1321
Gujarat,2020-11-07 00:00:00.000,Recovered Added,931
Gujarat,2020-11-08 00:00:00.000,Recovered Added,819
Gujarat,2020-11-09 00:00:00.000,Recovered Added,993
Gujarat,2020-11-10 00:00:00.000,Recovered Added,879
Gujarat,2020-11-11 00:00:00.000,Recovered Added,1352
Gujarat,2020-11-12 00:00:00.000,Recovered Added,1038
Gujarat,2020-11-13 00:00:00.000,Recovered Added,1078
Gujarat,2020-11-14 00:00:00.000,Recovered Added,995
Gujarat,2020-11-15 00:00:00.000,Recovered Added,1001
Gujarat,2020-11-16 00:00:00.000,Recovered Added,1040
Gujarat,2020-11-17 00:00:00.000,Recovered Added,1116
Gujarat,2020-11-18 00:00:00.000,Recovered Added,1274
Gujarat,2020-11-19 00:00:00.000,Recovered Added,1113
Gujarat,2020-11-20 00:00:00.000,Recovered Added,1040
Gujarat,2020-11-21 00:00:00.000,Recovered Added,1271
Gujarat,2020-11-22 00:00:00.000,Recovered Added,1167
Gujarat,2020-11-23 00:00:00.000,Recovered Added,1234
Gujarat,2020-11-24 00:00:00.000,Recovered Added,1286
Gujarat,2020-11-25 00:00:00.000,Recovered Added,1283
Gujarat,2020-11-26 00:00:00.000,Recovered Added,1302
Gujarat,2020-11-27 00:00:00.000,Recovered Added,1388
Gujarat,2020-11-28 00:00:00.000,Recovered Added,1523
Gujarat,2020-11-29 00:00:00.000,Recovered Added,1451
Gujarat,2020-11-30 00:00:00.000,Recovered Added,1401
Gujarat,2020-12-01 00:00:00.000,Recovered Added,1547
Gujarat,2020-12-02 00:00:00.000,Recovered Added,1570
Gujarat,2020-12-03 00:00:00.000,Recovered Added,1427
Gujarat,2020-12-04 00:00:00.000,Recovered Added,1627
Gujarat,2020-12-05 00:00:00.000,Recovered Added,1535
Gujarat,2020-12-06 00:00:00.000,Recovered Added,1485
Gujarat,2020-12-07 00:00:00.000,Recovered Added,1568
Gujarat,2020-12-08 00:00:00.000,Recovered Added,1531
Gujarat,2020-12-09 00:00:00.000,Recovered Added,1550
Gujarat,2020-12-10 00:00:00.000,Recovered Added,1465
Gujarat,2020-12-11 00:00:00.000,Recovered Added,1403
Gujarat,2020-12-12 00:00:00.000,Recovered Added,1338
Gujarat,2020-12-13 00:00:00.000,Recovered Added,1347
Gujarat,2020-12-14 00:00:00.000,Recovered Added,1389
Gujarat,2020-12-15 00:00:00.000,Recovered Added,1236
Gujarat,2020-12-16 00:00:00.000,Recovered Added,1384
Gujarat,2020-12-17 00:00:00.000,Recovered Added,1305
Gujarat,2020-12-18 00:00:00.000,Recovered Added,1155
Gujarat,2020-12-19 00:00:00.000,Recovered Added,1252
Gujarat,2020-12-20 00:00:00.000,Recovered Added,1190
Gujarat,2020-12-21 00:00:00.000,Recovered Added,1268
Gujarat,2020-12-22 00:00:00.000,Recovered Added,1209
Gujarat,2020-12-23 00:00:00.000,Recovered Added,1309
Gujarat,2020-12-24 00:00:00.000,Recovered Added,1181
Gujarat,2020-12-25 00:00:00.000,Recovered Added,1114
Gujarat,2020-12-26 00:00:00.000,Recovered Added,1002
Gujarat,2020-12-27 00:00:00.000,Recovered Added,920
Gujarat,2020-12-28 00:00:00.000,Recovered Added,1016
Gujarat,2020-12-29 00:00:00.000,Recovered Added,999
Gujarat,2020-12-30 00:00:00.000,Recovered Added,834
Gujarat,2020-12-31 00:00:00.000,Recovered Added,916
Gujarat,2021-01-01 00:00:00.000,Recovered Added,907
Gujarat,2021-01-02 00:00:00.000,Recovered Added,922
Gujarat,2021-01-03 00:00:00.000,Recovered Added,938
Gujarat,2021-01-04 00:00:00.000,Recovered Added,898
Gujarat,2021-01-05 00:00:00.000,Recovered Added,868
Gujarat,2021-01-06 00:00:00.000,Recovered Added,897
Gujarat,2021-01-07 00:00:00.000,Recovered Added,899
Gujarat,2021-01-08 00:00:00.000,Recovered Added,892
Gujarat,2021-01-09 00:00:00.000,Recovered Added,851
Gujarat,2021-01-10 00:00:00.000,Recovered Added,806
Gujarat,2021-01-11 00:00:00.000,Recovered Added,746
Gujarat,2021-01-12 00:00:00.000,Recovered Added,856
Gujarat,2021-01-13 00:00:00.000,Recovered Added,792
Gujarat,2021-01-14 00:00:00.000,Recovered Added,737
Gujarat,2021-01-15 00:00:00.000,Recovered Added,738
Gujarat,2021-01-16 00:00:00.000,Recovered Added,764
Gujarat,2021-01-17 00:00:00.000,Recovered Added,704
Gujarat,2021-01-18 00:00:00.000,Recovered Added,700
Gujarat,2021-01-19 00:00:00.000,Recovered Added,709
Gujarat,2021-01-20 00:00:00.000,Recovered Added,707
Gujarat,2021-01-21 00:00:00.000,Recovered Added,727
Gujarat,2021-01-22 00:00:00.000,Recovered Added,700
Gujarat,2021-01-23 00:00:00.000,Recovered Added,702
Gujarat,2021-01-24 00:00:00.000,Recovered Added,704
Gujarat,2021-01-25 00:00:00.000,Recovered Added,707
Gujarat,2021-01-26 00:00:00.000,Recovered Added,637
Gujarat,2021-01-27 00:00:00.000,Recovered Added,462
Gujarat,2021-01-28 00:00:00.000,Recovered Added,602
Gujarat,2021-01-29 00:00:00.000,Recovered Added,463
Gujarat,2021-01-30 00:00:00.000,Recovered Added,441
Gujarat,2021-01-31 00:00:00.000,Recovered Added,335
Gujarat,2021-02-01 00:00:00.000,Recovered Added,406
Gujarat,2021-02-02 00:00:00.000,Recovered Added,422
Gujarat,2021-02-03 00:00:00.000,Recovered Added,528
Gujarat,2021-02-04 00:00:00.000,Recovered Added,330
Gujarat,2021-02-05 00:00:00.000,Recovered Added,425
Gujarat,2021-02-06 00:00:00.000,Recovered Added,401
Gujarat,2021-02-07 00:00:00.000,Recovered Added,355
Gujarat,2021-02-08 00:00:00.000,Recovered Added,450
Gujarat,2021-02-09 00:00:00.000,Recovered Added,353
Gujarat,2021-02-10 00:00:00.000,Recovered Added,495
Gujarat,2021-02-11 00:00:00.000,Recovered Added,302
Gujarat,2021-02-12 00:00:00.000,Recovered Added,281
Gujarat,2021-02-13 00:00:00.000,Recovered Added,283
Gujarat,2021-02-14 00:00:00.000,Recovered Added,270
Gujarat,2021-02-15 00:00:00.000,Recovered Added,280
Gujarat,2021-02-16 00:00:00.000,Recovered Added,271
Gujarat,2021-02-17 00:00:00.000,Recovered Added,273
Gujarat,2021-02-18 00:00:00.000,Recovered Added,270
Gujarat,2021-02-19 00:00:00.000,Recovered Added,277
Gujarat,2021-02-20 00:00:00.000,Recovered Added,270
Gujarat,2021-02-21 00:00:00.000,Recovered Added,264
Gujarat,2021-02-22 00:00:00.000,Recovered Added,272
Gujarat,2021-02-23 00:00:00.000,Recovered Added,294
Gujarat,2021-02-24 00:00:00.000,Recovered Added,296
Gujarat,2021-02-25 00:00:00.000,Recovered Added,301
Gujarat,2021-02-26 00:00:00.000,Recovered Added,315
Gujarat,2021-02-27 00:00:00.000,Recovered Added,328
Gujarat,2021-02-28 00:00:00.000,Recovered Added,301
Gujarat,2021-03-01 00:00:00.000,Recovered Added,360
Gujarat,2021-03-02 00:00:00.000,Recovered Added,361
Gujarat,2021-03-03 00:00:00.000,Recovered Added,358
Gujarat,2021-03-04 00:00:00.000,Recovered Added,369
Gujarat,2021-03-05 00:00:00.000,Recovered Added,405
Gujarat,2021-03-06 00:00:00.000,Recovered Added,403
Gujarat,2021-03-07 00:00:00.000,Recovered Added,459
Gujarat,2021-03-08 00:00:00.000,Recovered Added,482
Gujarat,2021-03-09 00:00:00.000,Recovered Added,453
Gujarat,2021-03-10 00:00:00.000,Recovered Added,484
Gujarat,2021-03-11 00:00:00.000,Recovered Added,451
Gujarat,2021-03-12 00:00:00.000,Recovered Added,495
Gujarat,2021-03-13 00:00:00.000,Recovered Added,579
Gujarat,2021-03-14 00:00:00.000,Recovered Added,586
Gujarat,2021-03-15 00:00:00.000,Recovered Added,594
Gujarat,2021-03-16 00:00:00.000,Recovered Added,703
Gujarat,2021-03-17 00:00:00.000,Recovered Added,775
Gujarat,2021-03-18 00:00:00.000,Recovered Added,899
Gujarat,2021-03-19 00:00:00.000,Recovered Added,948
Gujarat,2021-03-20 00:00:00.000,Recovered Added,969
Gujarat,2021-03-21 00:00:00.000,Recovered Added,989
Gujarat,2021-03-22 00:00:00.000,Recovered Added,1110
Gujarat,2021-03-23 00:00:00.000,Recovered Added,1255
Gujarat,2021-03-24 00:00:00.000,Recovered Added,1277
Gujarat,2021-03-25 00:00:00.000,Recovered Added,1405
Gujarat,2021-03-26 00:00:00.000,Recovered Added,1422
Gujarat,2021-03-27 00:00:00.000,Recovered Added,1534
Gujarat,2021-03-28 00:00:00.000,Recovered Added,1605
Gujarat,2021-03-29 00:00:00.000,Recovered Added,1731
Gujarat,2021-03-30 00:00:00.000,Recovered Added,1988
Gujarat,2021-03-31 00:00:00.000,Recovered Added,2004
Gujarat,2021-04-01 00:00:00.000,Recovered Added,2015
Gujarat,2021-04-02 00:00:00.000,Recovered Added,2066
Gujarat,2021-04-03 00:00:00.000,Recovered Added,2063
Gujarat,2021-04-04 00:00:00.000,Recovered Added,2024
Gujarat,2021-04-05 00:00:00.000,Recovered Added,2028
Gujarat,2021-04-06 00:00:00.000,Recovered Added,2167
Gujarat,2021-04-07 00:00:00.000,Recovered Added,2217
Gujarat,2021-04-08 00:00:00.000,Recovered Added,2197
Gujarat,2021-04-09 00:00:00.000,Recovered Added,2280
Gujarat,2021-04-10 00:00:00.000,Recovered Added,2525
Gujarat,2021-04-11 00:00:00.000,Recovered Added,2976
Gujarat,2021-04-12 00:00:00.000,Recovered Added,2854
Gujarat,2021-04-13 00:00:00.000,Recovered Added,2748
Gujarat,2021-04-14 00:00:00.000,Recovered Added,2642
Gujarat,2021-04-15 00:00:00.000,Recovered Added,3023
Gujarat,2021-04-16 00:00:00.000,Recovered Added,3387
Gujarat,2021-04-17 00:00:00.000,Recovered Added,3783
Gujarat,2021-04-18 00:00:00.000,Recovered Added,3981
Gujarat,2021-04-19 00:00:00.000,Recovered Added,4179
Gujarat,2021-04-20 00:00:00.000,Recovered Added,4339
Gujarat,2021-04-21 00:00:00.000,Recovered Added,4802
Gujarat,2021-04-22 00:00:00.000,Recovered Added,5010
Gujarat,2021-04-23 00:00:00.000,Recovered Added,5618
Gujarat,2021-04-24 00:00:00.000,Recovered Added,6479
Gujarat,2021-04-25 00:00:00.000,Recovered Added,6727
Gujarat,2021-04-26 00:00:00.000,Recovered Added,7727
Gujarat,2021-04-27 00:00:00.000,Recovered Added,7803
Gujarat,2021-04-28 00:00:00.000,Recovered Added,8595
Gujarat,2021-04-29 00:00:00.000,Recovered Added,9544
Gujarat,2021-04-30 00:00:00.000,Recovered Added,10180
Gujarat,2021-05-01 00:00:00.000,Recovered Added,10582
Gujarat,2021-05-02 00:00:00.000,Recovered Added,11146
Gujarat,2021-05-03 00:00:00.000,Recovered Added,11999
Gujarat,2021-05-04 00:00:00.000,Recovered Added,12121
Gujarat,2021-05-05 00:00:00.000,Recovered Added,12995
Gujarat,2021-05-06 00:00:00.000,Recovered Added,13021
Arunachal Pradesh,2020-12-21 00:00:00.000,Recovered Added,19
Arunachal Pradesh,2020-12-22 00:00:00.000,Recovered Added,10
Arunachal Pradesh,2020-12-23 00:00:00.000,Recovered Added,22
Arunachal Pradesh,2020-12-24 00:00:00.000,Recovered Added,37
Arunachal Pradesh,2020-12-25 00:00:00.000,Recovered Added,16
Arunachal Pradesh,2020-12-26 00:00:00.000,Recovered Added,23
Arunachal Pradesh,2020-12-27 00:00:00.000,Recovered Added,26
Arunachal Pradesh,2020-12-28 00:00:00.000,Recovered Added,18
Arunachal Pradesh,2020-12-29 00:00:00.000,Recovered Added,17
Arunachal Pradesh,2020-12-30 00:00:00.000,Recovered Added,11
Arunachal Pradesh,2020-12-31 00:00:00.000,Recovered Added,15
Arunachal Pradesh,2021-01-01 00:00:00.000,Recovered Added,2
Arunachal Pradesh,2021-01-02 00:00:00.000,Recovered Added,10
Arunachal Pradesh,2021-01-03 00:00:00.000,Recovered Added,7
Arunachal Pradesh,2021-01-04 00:00:00.000,Recovered Added,15
Arunachal Pradesh,2021-01-05 00:00:00.000,Recovered Added,11
Arunachal Pradesh,2021-01-06 00:00:00.000,Recovered Added,0
Arunachal Pradesh,2021-01-07 00:00:00.000,Recovered Added,13
Arunachal Pradesh,2021-01-08 00:00:00.000,Recovered Added,9
Arunachal Pradesh,2021-01-09 00:00:00.000,Recovered Added,43
Arunachal Pradesh,2021-01-10 00:00:00.000,Recovered Added,-24
Arunachal Pradesh,2021-01-11 00:00:00.000,Recovered Added,8
Arunachal Pradesh,2021-01-12 00:00:00.000,Recovered Added,7
Arunachal Pradesh,2021-01-13 00:00:00.000,Recovered Added,4
Arunachal Pradesh,2021-01-14 00:00:00.000,Recovered Added,5
Arunachal Pradesh,2021-01-15 00:00:00.000,Recovered Added,8
Arunachal Pradesh,2021-01-16 00:00:00.000,Recovered Added,8
Arunachal Pradesh,2021-01-17 00:00:00.000,Recovered Added,7
Arunachal Pradesh,2021-01-18 00:00:00.000,Recovered Added,2
Arunachal Pradesh,2021-01-19 00:00:00.000,Recovered Added,8
Arunachal Pradesh,2021-01-20 00:00:00.000,Recovered Added,6
Arunachal Pradesh,2021-01-21 00:00:00.000,Recovered Added,9
Arunachal Pradesh,2021-01-22 00:00:00.000,Recovered Added,2
Arunachal Pradesh,2021-01-23 00:00:00.000,Recovered Added,1
Arunachal Pradesh,2021-01-24 00:00:00.000,Recovered Added,20
Arunachal Pradesh,2021-01-25 00:00:00.000,Recovered Added,4
Arunachal Pradesh,2021-01-26 00:00:00.000,Recovered Added,2
Arunachal Pradesh,2021-01-27 00:00:00.000,Recovered Added,2
Arunachal Pradesh,2021-01-28 00:00:00.000,Recovered Added,3
Arunachal Pradesh,2021-01-29 00:00:00.000,Recovered Added,2
Arunachal Pradesh,2021-01-30 00:00:00.000,Recovered Added,0
Arunachal Pradesh,2021-01-31 00:00:00.000,Recovered Added,1
Arunachal Pradesh,2021-02-01 00:00:00.000,Recovered Added,3
Arunachal Pradesh,2021-02-02 00:00:00.000,Recovered Added,0
Arunachal Pradesh,2021-02-03 00:00:00.000,Recovered Added,2
Arunachal Pradesh,2021-02-04 00:00:00.000,Recovered Added,1
Arunachal Pradesh,2021-02-05 00:00:00.000,Recovered Added,0
Arunachal Pradesh,2021-02-06 00:00:00.000,Recovered Added,2
Arunachal Pradesh,2021-02-07 00:00:00.000,Recovered Added,0
Arunachal Pradesh,2021-02-08 00:00:00.000,Recovered Added,3
Arunachal Pradesh,2021-02-09 00:00:00.000,Recovered Added,1
Arunachal Pradesh,2021-02-10 00:00:00.000,Recovered Added,0
Arunachal Pradesh,2021-02-11 00:00:00.000,Recovered Added,0
Arunachal Pradesh,2021-02-12 00:00:00.000,Recovered Added,0
Arunachal Pradesh,2021-02-13 00:00:00.000,Recovered Added,1
Arunachal Pradesh,2021-02-14 00:00:00.000,Recovered Added,1
Arunachal Pradesh,2021-02-15 00:00:00.000,Recovered Added,1
Arunachal Pradesh,2021-02-16 00:00:00.000,Recovered Added,0
Arunachal Pradesh,2021-02-17 00:00:00.000,Recovered Added,0
Arunachal Pradesh,2021-02-18 00:00:00.000,Recovered Added,1
Arunachal Pradesh,2021-02-19 00:00:00.000,Recovered Added,0
Arunachal Pradesh,2021-02-20 00:00:00.000,Recovered Added,0
Arunachal Pradesh,2021-02-21 00:00:00.000,Recovered Added,0
Arunachal Pradesh,2021-02-22 00:00:00.000,Recovered Added,0
Arunachal Pradesh,2021-02-23 00:00:00.000,Recovered Added,1
