Code_Client,Nb_Compte,Montant_Total_Compte,Montant_Total_Compte_Courant,Montant_Total_Compte_Epargne,Montant_Decouvert_Auto,Montant_Patrimoine,Nom_Client,Nb_Salarie,Date_Ouverture_1er_Compte,Date_Ouverture_Dernier_Compte,Code_Type_Client,Code_Adresse,Code_Salarie,Code_Secteur_activite
"CL1033",5,6402733,46955,48535,1000,1060933,"Mon Entreprise SCS 1033",605,31658,38417,"SCS","AD0034","SAL0023","SA008"
"CL1034",6,2294643,379217,157745,1000,691087,"Mon Entreprise SCA 1034",3161,34461,41285,"SCA","AD0042","SAL0026","SA001"
"CL1035",11,8244051,419509,528776,1000,43372,"Mon Entreprise GIE 1035",1734,37382,40095,"GIE","AD0017","SAL0010","SA006"
"CL1039",20,3840790,26358,524888,1000,821119,"Mon Entreprise SCP 1039",1629,37105,40714,"SCP","AD0027","SAL0016","SA014"
"CL1060",13,9962920,463879,875109,1000,850100,"Mon Entreprise SNC 1060",3986,43518,42315,"SNC","AD0211","SAL0102","SA017"
"CL1077",8,13706960,256858,108166,1000,1623114,"Mon Entreprise SAS 1077",4789,43421,41602,"SAS","AD0131","SAL0069","SA022"
"CL1093",7,6372581,346333,15085,1000,1934690,"Mon Entreprise SASU 1093",1305,36000,42892,"SASU","AD0222","SAL0109","SA011"
"CL1108",4,4599513,16332,852816,1000,1249366,"Mon Entreprise SASU 1108",3503,38054,41006,"SASU","AD0184","SAL0092","SA010"
"CL1120",15,8757830,3259,817782,1000,1827400,"Mon Entreprise SNC 1120",2973,39106,43770,"SNC","AD0367","SAL0204","SA029"
"CL1135",20,7643182,34755,320555,1000,420587,"Mon Entreprise SNC 1135",3287,43450,40410,"SNC","AD0482","SAL0266","SA022"
"CL1152",7,9894718,387273,802185,1000,1635640,"Mon Entreprise SAS 1152",3668,36958,41982,"SAS","AD0363","SAL0204","SA018"
"CL1153",17,13776844,495531,302824,1000,1958959,"Mon Entreprise SASU 1153",410,38058,38618,"SASU","AD0330","SAL0178","SA024"
"CL1167",14,-79760,91726,815910,1000,1613126,"Mon Entreprise SAS 1167",2048,37479,42477,"SAS","AD0240","SAL0117","SA032"
"CL1168",11,123941,166008,820717,1000,1347377,"Mon Entreprise SASU 1168",1007,42671,43058,"SASU","AD0405","SAL0210","SA012"
"CL1195",8,13218906,45660,227045,1000,722929,"Mon Entreprise SNC 1195",2433,33903,42922,"SNC","AD0624","SAL0346","SA009"
"CL1197",20,1025215,174870,723984,1000,429857,"Mon Entreprise SAS 1197",4530,35480,38851,"SAS","AD0452","SAL0237","SA002"
"CL1212",8,10602849,245843,399847,1000,1104613,"Mon Entreprise SAS 1212",3343,35878,38530,"SAS","AD0269","SAL0140","SA019"
"CL1228",4,13959617,324573,335230,1000,295381,"Mon Entreprise SASU 1228",253,38887,42438,"SASU","AD0660","SAL0350","SA029"
"CL1243",9,12323626,432422,459922,1000,1430972,"Mon Entreprise SASU 1243",2707,35169,42335,"SASU","AD0740","SAL0406","SA033"
"CL1255",18,12492607,102553,461644,1000,1929951,"Mon Entreprise SNC 1255",4486,43031,41033,"SNC","AD0179","SAL0092","SA007"
"CL1270",4,333047,291333,426165,1000,717034,"Mon Entreprise SNC 1270",3705,35661,43713,"SNC","AD0378","SAL0204","SA018"
"CL1272",19,8956362,360260,871719,1000,538970,"Mon Entreprise SAS 1272",3714,37030,42756,"SAS","AD0507","SAL0291","SA015"
"CL1273",12,12284252,419787,210515,1000,929894,"Mon Entreprise SASU 1273",1310,42425,43717,"SASU","AD0112","SAL0054","SA012"
"CL1287",4,6312141,15808,19640,1000,1199379,"Mon Entreprise SAS 1287",4783,34754,42935,"SAS","AD0412","SAL0211","SA033"
"CL1288",15,12363505,375318,767809,1000,871186,"Mon Entreprise SASU 1288",1964,36321,40989,"SASU","AD0371","SAL0204","SA022"
"CL1300",9,8653534,164948,650010,1000,1046709,"Mon Entreprise SNC 1300",1414,35084,41321,"SNC","AD0114","SAL0056","SA031"
"CL1315",4,8378860,335007,986397,1000,761201,"Mon Entreprise SNC 1315",4318,41740,40525,"SNC","AD0501","SAL0285","SA003"
"CL1332",8,12285858,279762,204633,1000,1305558,"Mon Entreprise SAS 1332",2018,38496,39608,"SAS","AD0709","SAL0375","SA015"
"CL1347",13,14729272,134683,595520,1000,1099881,"Mon Entreprise SAS 1347",4011,29368,41556,"SAS","AD0567","SAL0322","SA007"
"CL1360",18,10667079,351086,129140,1000,133774,"Mon Entreprise SNC 1360",1967,39910,43162,"SNC","AD0316","SAL0174","SA019"
"CL1375",3,7735898,75709,693611,1000,62689,"Mon Entreprise SNC 1375",3369,43381,41920,"SNC","AD0493","SAL0277","SA010"
"CL1407",8,777798,54283,13868,1000,1368038,"Mon Entreprise SAS 1407",1052,43375,42015,"SAS","AD0533","SAL0317","SA029"
"CL1422",15,3669505,72194,38978,1000,1687149,"Mon Entreprise SAS 1422",2703,37977,42448,"SAS","AD0194","SAL0092","SA005"
"CL1435",11,294849,74406,74050,1000,102621,"Mon Entreprise SNC 1435",3354,35617,43085,"SNC","AD0428","SAL0227","SA032"
"CL1467",7,14025305,74885,434883,1000,1092145,"Mon Entreprise SAS 1467",3421,41701,40664,"SAS","AD0740","SAL0406","SA018"
"CL1482",9,11123939,241841,600901,1000,1542264,"Mon Entreprise SAS 1482",245,43766,39738,"SAS","AD0360","SAL0204","SA006"
"CL1483",2,14315106,342599,870431,1000,774508,"Mon Entreprise SASU 1483",4992,33191,42437,"SASU","AD0447","SAL0237","SA001"
"CL1498",6,7075365,-1372,320059,1000,891113,"Mon Entreprise SASU 1498",3536,39138,41088,"SASU","AD0368","SAL0204","SA023"
"CL1543",9,12064359,158550,159931,1000,441058,"Mon Entreprise SASU 1543",230,34871,42172,"SASU","AD0569","SAL0322","SA018"
"CL1570",6,10668797,39387,361018,1000,1641594,"Mon Entreprise SNC 1570",1632,32910,39360,"SNC","AD0788","SAL1023","SA031"
"CL1585",5,1439875,130217,216329,1000,1541135,"Mon Entreprise SNC 1585",3662,37742,38968,"SNC","AD0626","SAL0348","SA022"
"CL1587",16,5662631,271684,696904,1000,1866985,"Mon Entreprise SAS 1587",4794,34313,41430,"SAS","AD0661","SAL0350","SA014"
"CL1601",3,3113724,305293,71248,1000,642324,"Mon Entreprise SNC 1601",1801,39512,42315,"SNC","AD0222","SAL0109","SA023"
"CL1618",17,9238926,167857,638144,1000,802130,"Mon Entreprise SAS 1618",858,40318,38797,"SAS","AD0182","SAL0092","SA019"
"CL1619",5,10034884,113063,795602,1000,241079,"Mon Entreprise SASU 1619",3267,42762,42860,"SASU","AD0327","SAL0178","SA017"
"CL1650",18,11069033,430304,444555,1000,420775,"Mon Entreprise SASU 1650",4824,38377,40167,"SASU","AD0193","SAL0092","SA013"
"CL1666",10,3018919,431437,188557,1000,440028,"Mon Entreprise SASU 1666",2642,33070,42835,"SASU","AD0401","SAL0210","SA030"
"CL1678",15,8321506,272263,489809,1000,1184582,"Mon Entreprise SNC 1678",883,35351,40215,"SNC","AD0519","SAL0303","SA002"
"CL1694",15,11504891,74360,417300,1000,1336675,"Mon Entreprise SNC 1694",3154,29719,40687,"SNC","AD0506","SAL0290","SA002"
"CL1709",19,5481387,414117,506575,1000,1735883,"Mon Entreprise SNC 1709",3443,39270,38753,"SNC","AD0750","SAL0416","SA022"
"CL1727",16,4503064,446969,420636,1000,1165799,"Mon Entreprise SAS 1727",1225,43490,43331,"SAS","AD0222","SAL0109","SA013"
"CL1728",9,7283786,6681,912400,1000,1897222,"Mon Entreprise SASU 1728",4116,31883,42010,"SASU","AD0174","SAL0089","SA016"
"CL1743",12,12380300,442393,471334,1000,595338,"Mon Entreprise SASU 1743",4163,32225,43083,"SASU","AD0568","SAL0322","SA028"
"CL0017",14,4888662,284985,120598,1000,1902033,"Mon Entreprise SA 17",4306,35324,41976,"SA","AD0017","SAL0010","SA017"
"CL0043",20,6026920,69244,776566,1000,703112,"Mon Entreprise SA 43",3594,34148,38922,"SA","AD0043","SAL0027","SA025"
"CL0056",10,4075817,247480,620713,1000,518761,"Mon Entreprise SA 56",2542,35483,38968,"SA","AD0056","SAL0038","SA021"
"CL0082",18,9680324,83677,803892,1000,229584,"Mon Entreprise SA 82",1137,30752,42926,"SA","AD0082","SAL0052","SA002"
"CL0107",9,14341556,305223,817069,1000,1410956,"Mon Entreprise SA 107",761,36286,41916,"SA","AD0107","SAL0052","SA010"
"CL0120",9,12647817,416977,769900,1000,1381699,"Mon Entreprise SA 120",1614,35746,38920,"SA","AD0120","SAL0059","SA030"
"CL0142",14,14909450,239960,160289,1000,1404643,"Mon Entreprise SA 142",627,40760,43710,"SA","AD0142","SAL0077","SA024"
"CL0147",11,12260979,125463,81821,1000,449143,"Mon Entreprise SA 147",3947,32331,42859,"SA","AD0147","SAL0081","SA033"
"CL0151",11,11675510,350812,570927,1000,1623828,"Mon Entreprise SA 151",3218,29942,43286,"SA","AD0151","SAL0081","SA011"
"CL0168",4,5751825,-5102,607937,1000,785821,"Mon Entreprise SA 168",3661,35489,43340,"SA","AD0168","SAL0083","SA014"
"CL0233",15,9742442,302825,340828,1000,316951,"Mon Entreprise SA 233",2902,42894,41833,"SA","AD0233","SAL0114","SA021"
"CL0271",2,11249184,467135,514686,1000,1148430,"Mon Entreprise SA 271",867,41443,39448,"SA","AD0271","SAL0142","SA031"
"CL0277",9,2251403,-4694,414954,1000,578812,"Mon Entreprise SA 277",723,41787,42343,"SA","AD0277","SAL0148","SA013"
"CL0298",3,4860396,459598,107734,1000,873516,"Mon Entreprise SA 298",1086,32833,42279,"SA","AD0298","SAL0162","SA013"
"CL0319",6,8241132,414319,777164,1000,526986,"Mon Entreprise SA 319",1227,34101,41747,"SA","AD0319","SAL0177","SA021"
"CL0345",19,2629159,108130,923265,1000,1600997,"Mon Entreprise SA 345",4149,38576,39004,"SA","AD0345","SAL0192","SA018"
"CL0358",16,11227699,467029,716056,1000,1056304,"Mon Entreprise SA 358",4146,39230,41263,"SA","AD0358","SAL0204","SA009"
"CL0384",3,14248933,414409,150184,1000,673718,"Mon Entreprise SA 384",2577,41909,42317,"SA","AD0384","SAL0207","SA026"
"CL0422",7,12596009,49285,803749,1000,960992,"Mon Entreprise SA 422",266,40438,38794,"SA","AD0422","SAL0221","SA026"
"CL0440",14,13825857,102560,656885,1000,105094,"Mon Entreprise SA 440",4964,40892,42565,"SA","AD0440","SAL0237","SA012"
"CL0444",11,7263694,164333,578022,1000,1138630,"Mon Entreprise SA 444",3709,32978,41107,"SA","AD0444","SAL0237","SA013"
"CL0449",13,11476635,446382,17621,1000,129126,"Mon Entreprise SA 449",2001,32683,41290,"SA","AD0449","SAL0237","SA007"
"CL0470",6,12196913,347214,479653,1000,783191,"Mon Entreprise SA 470",4917,29469,41113,"SA","AD0470","SAL0254","SA009"
"CL0483",20,2306340,145984,216019,1000,1881654,"Mon Entreprise SA 483",4401,29997,39880,"SA","AD0483","SAL0267","SA013"
"CL0509",4,3316941,208398,151808,1000,525568,"Mon Entreprise SA 509",2330,37542,41168,"SA","AD0509","SAL0293","SA002"
"CL0535",1,1792747,189297,224515,1000,1828922,"Mon Entreprise SA 535",2407,39527,41482,"SA","AD0535","SAL0319","SA022"
"CL0564",16,2297027,-4781,643238,1000,509446,"Mon Entreprise SA 564",4551,34391,42055,"SA","AD0564","SAL0322","SA009"
"CL0569",2,11774760,287130,919784,1000,780574,"Mon Entreprise SA 569",1538,33596,38691,"SA","AD0569","SAL0322","SA012"
"CL0573",5,1287919,62027,681865,1000,1296315,"Mon Entreprise SA 573",361,31498,38738,"SA","AD0573","SAL0322","SA020"
"CL0579",2,13471625,264149,10693,1000,1795082,"Mon Entreprise SA 579",3355,36265,43074,"SA","AD0579","SAL0322","SA004"
"CL0591",3,1463172,229300,483679,1000,1690502,"Mon Entreprise SA 591",429,32239,39520,"SA","AD0591","SAL0322","SA025"
"CL0595",12,14696354,105415,167875,1000,1327189,"Mon Entreprise SA 595",2010,30456,41659,"SA","AD0595","SAL0322","SA022"
"CL0600",17,4866307,-1420,605182,1000,1911438,"Mon Entreprise SA 600",3852,37637,42649,"SA","AD0600","SAL0322","SA017"
"CL0634",20,3182816,475391,381589,1000,1614141,"Mon Entreprise SA 634",4306,38765,39951,"SA","AD0634","SAL0350","SA013"
"CL0660",9,11783562,162140,358471,1000,450346,"Mon Entreprise SA 660",3048,36631,40918,"SA","AD0660","SAL0350","SA010"
"CL0686",19,8595548,217730,975219,1000,759020,"Mon Entreprise SA 686",1489,34146,38519,"SA","AD0686","SAL0352","SA015"
"CL0699",20,12689557,33782,947020,1000,1845966,"Mon Entreprise SA 699",4724,41723,43393,"SA","AD0699","SAL0365","SA006"
"CL0720",12,14775617,368370,361006,1000,1545507,"Mon Entreprise SA 720",1386,40660,42515,"SA","AD0720","SAL0386","SA014"
"CL0730",13,4124826,464308,205397,1000,664615,"Mon Entreprise SA 730",3398,30531,41125,"SA","AD0730","SAL0396","SA004"
"CL0746",3,7359893,346522,287216,1000,428785,"Mon Entreprise SA 746",1192,40254,42591,"SA","AD0746","SAL0412","SA027"
"CL0772",14,4235121,494396,270062,1000,1369209,"Mon Entreprise SA 772",250,35479,40316,"SA","AD0772","SAL0438","SA031"
"CL0785",7,12917721,234465,194174,1000,721000,"Mon Entreprise SA 785",745,29800,40387,"SA","AD0785","SAL0451","SA009"
"CL1001",16,1457906,125760,694255,1000,314528,"Mon Entreprise SA 1001",1466,29271,40241,"SA","AD0059","SAL0038","SA026"
"CL1013",5,13021221,206348,868570,1000,1061046,"Mon Entreprise SA 1013",3335,30633,41995,"SA","AD0067","SAL0046","SA003"
"CL1017",20,13120802,-9769,404143,1000,610723,"Mon Entreprise SA 1017",2049,39158,42988,"SA","AD0083","SAL0052","SA016"
"CL1022",18,13339552,329678,122464,1000,844917,"Mon Entreprise SA 1022",469,29498,40538,"SA","AD0048","SAL0032","SA015"
"CL1032",2,7123830,144363,424324,1000,40005,"Mon Entreprise SA 1032",4558,36787,43497,"SA","AD0098","SAL0052","SA009"
"CL1044",5,12424860,228107,651041,1000,459137,"Mon Entreprise SA 1044",790,32298,43094,"SA","AD0088","SAL0052","SA033"
"CL1061",2,6767580,228247,844772,1000,1875047,"Mon Entreprise SA 1061",2384,32511,39363,"SA","AD0338","SAL0185","SA027"
"CL1072",7,8171087,263874,733692,1000,448996,"Mon Entreprise SA 1072",4282,30988,42861,"SA","AD0690","SAL0356","SA014"
"CL1098",17,4471126,109362,131747,1000,110159,"Mon Entreprise SA 1098",1349,33446,43118,"SA","AD0352","SAL0199","SA015"
"CL1113",13,4414190,199430,909325,1000,1563004,"Mon Entreprise SA 1113",4962,43272,39773,"SA","AD0159","SAL0081","SA029"
"CL1121",1,5480463,413196,137285,1000,390276,"Mon Entreprise SA 1121",3419,39669,39938,"SA","AD0785","SAL0451","SA009"
"CL1136",4,2312041,429337,105848,1000,1179778,"Mon Entreprise SA 1136",3749,42324,39322,"SA","AD0627","SAL0349","SA018"
"CL1143",15,8582953,137363,128744,1000,1969395,"Mon Entreprise SA 1143",3370,34528,43192,"SA","AD0700","SAL0366","SA003"
"CL1147",7,-58842,-1424,527089,1000,1485071,"Mon Entreprise SA 1147",2909,34294,39609,"SA","AD0415","SAL0214","SA009"
"CL1158",5,9995987,194659,71006,1000,1026897,"Mon Entreprise SA 1158",1344,29283,41134,"SA","AD0432","SAL0231","SA030"
"CL1162",2,2302200,291431,221108,1000,1023039,"Mon Entreprise SA 1162",224,33472,40229,"SA","AD0782","SAL0448","SA028"
"CL1181",14,11540763,376289,328004,1000,645283,"Mon Entreprise SA 1181",4785,30262,39608,"SA","AD0165","SAL0081","SA004"
"CL1196",2,9437996,354450,589003,1000,115618,"Mon Entreprise SA 1196",1357,33504,39710,"SA","AD0663","SAL0350","SA001"
"CL1207",15,5976386,184995,466455,1000,962682,"Mon Entreprise SA 1207",3172,38846,39261,"SA","AD0787","SAL0453","SA010"
"CL1218",17,9535126,278068,654837,1000,1994938,"Mon Entreprise SA 1218",2315,29872,42256,"SA","AD0415","SAL0214","SA027"
"CL1233",19,6307079,475284,651192,1000,1389655,"Mon Entreprise SA 1233",1352,38999,40805,"SA","AD0256","SAL0133","SA002"
"CL1256",13,4608662,167564,894255,1000,1837464,"Mon Entreprise SA 1256",1276,35895,41006,"SA","AD0769","SAL0435","SA009"
"CL1271",7,11568169,337328,720686,1000,954212,"Mon Entreprise SA 1271",4898,36361,42284,"SA","AD0705","SAL0371","SA015"
"CL1278",2,7874625,160124,41951,1000,1221480,"Mon Entreprise SA 1278",2250,33804,39013,"SA","AD0493","SAL0277","SA028"
"CL1282",1,13588486,186193,75555,1000,472190,"Mon Entreprise SA 1282",1199,39900,39362,"SA","AD0740","SAL0406","SA016"
"CL1293",5,7260410,498279,992008,1000,725526,"Mon Entreprise SA 1293",797,32151,42914,"SA","AD0494","SAL0278","SA004"
"CL1297",1,7833709,-6741,70390,1000,1846398,"Mon Entreprise SA 1297",2484,30665,41475,"SA","AD0776","SAL0442","SA029"
"CL1327",17,1036610,336629,656326,1000,565398,"Mon Entreprise SA 1327",665,34225,38740,"SA","AD0163","SAL0081","SA012"
"CL1342",10,14924530,258070,134127,1000,66011,"Mon Entreprise SA 1342",1316,30154,41365,"SA","AD0524","SAL0308","SA025"
"CL1346",11,13179436,376431,412388,1000,394535,"Mon Entreprise SA 1346",3977,38919,41944,"SA","AD0291","SAL0155","SA002"
"CL1391",10,4917569,444090,897897,1000,1091234,"Mon Entreprise SA 1391",4545,34219,40689,"SA","AD0571","SAL0322","SA024"
"CL1402",4,11386045,-2347,446444,1000,1222145,"Mon Entreprise SA 1402",1297,31246,42418,"SA","AD0753","SAL0419","SA001"
"CL1413",2,239555,62454,737784,1000,80341,"Mon Entreprise SA 1413",2000,41710,38561,"SA","AD0314","SAL0172","SA022"
"CL1417",1,4390214,251595,491334,1000,1673830,"Mon Entreprise SA 1417",144,36163,43213,"SA","AD0349","SAL0196","SA024"
"CL1428",13,6223055,-7980,256244,1000,1632743,"Mon Entreprise SA 1428",2735,37696,39729,"SA","AD0358","SAL0204","SA030"
"CL1466",17,14984640,228766,680724,1000,1685699,"Mon Entreprise SA 1466",4260,36028,38581,"SA","AD0354","SAL0201","SA022"
"CL1481",19,177777,359045,833279,1000,810316,"Mon Entreprise SA 1481",1343,32188,39026,"SA","AD0352","SAL0199","SA006"
"CL1488",3,12569848,30621,767543,1000,1304743,"Mon Entreprise SA 1488",3326,42997,40378,"SA","AD0584","SAL0322","SA028"
"CL1503",19,2636332,487214,930495,1000,601747,"Mon Entreprise SA 1503",1507,33018,40059,"SA","AD0637","SAL0350","SA011"
"CL1511",16,13015334,343220,986307,1000,1748890,"Mon Entreprise SA 1511",798,29852,43814,"SA","AD0471","SAL0255","SA027"
"CL1526",1,7862554,201867,573655,1000,1806207,"Mon Entreprise SA 1526",2354,37125,40391,"SA","AD0493","SAL0277","SA021"
"CL1548",19,8520041,85594,372653,1000,1353784,"Mon Entreprise SA 1548",2389,41011,41402,"SA","AD0461","SAL0245","SA024"
"CL1563",9,2884619,321278,75987,1000,959632,"Mon Entreprise SA 1563",3407,31550,42584,"SA","AD0104","SAL0052","SA031"
"CL1602",3,2764452,282128,615584,1000,700930,"Mon Entreprise SA 1602",800,32133,38408,"SA","AD0489","SAL0273","SA027"
"CL1613",2,4712481,483730,353049,1000,1888744,"Mon Entreprise SA 1613",2633,42691,42027,"SA","AD0112","SAL0054","SA032"
"CL1629",11,3642307,453142,726903,1000,1025304,"Mon Entreprise SA 1629",2074,35388,42511,"SA","AD0113","SAL0055","SA019"
"CL1633",20,14050078,274087,297552,1000,510966,"Mon Entreprise SA 1633",4824,42171,38524,"SA","AD0525","SAL0309","SA024"
"CL1640",2,8028008,464932,573742,1000,187242,"Mon Entreprise SA 1640",288,41296,43540,"SA","AD0511","SAL0295","SA004"
"CL1660",2,10728170,349075,540376,1000,62687,"Mon Entreprise SA 1660",1682,33729,40741,"SA","AD0616","SAL0338","SA016"
"CL1687",9,751442,219447,11270,1000,635786,"Mon Entreprise SA 1687",4640,38185,40294,"SA","AD0767","SAL0433","SA024"
"CL1710",10,1519776,449794,415178,1000,839058,"Mon Entreprise SA 1710",2118,34440,41035,"SA","AD0679","SAL0350","SA020"
"CL1722",19,13730709,170295,883481,1000,332368,"Mon Entreprise SA 1722",4178,33138,43638,"SA","AD0729","SAL0395","SA029"
"CL0002",16,8557461,487335,182253,1000,735205,"Mon Entreprise SARL 2",556,38458,41313,"SARL","AD0002","SAL0001","SA008"
"CL0028",17,12251953,129797,398845,1000,554409,"Mon Entreprise SARL 28",132,36024,38437,"SARL","AD0028","SAL0017","SA019"
"CL0054",14,10379352,70694,744936,1000,1255671,"Mon Entreprise SARL 54",3577,30777,39758,"SARL","AD0054","SAL0038","SA018"
"CL0080",4,8357912,464588,749059,1000,10613,"Mon Entreprise SARL 80",4291,36192,42896,"SARL","AD0080","SAL0052","SA008"
"CL0093",11,5918551,38494,994777,1000,643620,"Mon Entreprise SARL 93",4609,38164,42689,"SARL","AD0093","SAL0052","SA028"
"CL0110",16,7065776,428508,397105,1000,1119199,"Mon Entreprise SARL 110",1220,39319,40394,"SARL","AD0110","SAL0052","SA032"
"CL0115",20,7976859,58265,544094,1000,1515981,"Mon Entreprise SARL 115",2933,33112,39744,"SARL","AD0115","SAL0057","SA009"
"CL0119",6,5305695,443654,979144,1000,1399681,"Mon Entreprise SARL 119",1159,38659,41956,"SARL","AD0119","SAL0059","SA010"
"CL0124",10,10765343,484216,338710,1000,170566,"Mon Entreprise SARL 124",4334,37730,41938,"SARL","AD0124","SAL0062","SA024"
"CL0137",11,9135904,493921,262821,1000,411906,"Mon Entreprise SARL 137",3030,33812,41091,"SARL","AD0137","SAL0075","SA002"
"CL0141",12,11112240,404695,978084,1000,1741852,"Mon Entreprise SARL 141",3882,32425,43648,"SARL","AD0141","SAL0076","SA028"
"CL0146",3,14774155,424616,501045,1000,1048093,"Mon Entreprise SARL 146",1854,42419,43537,"SARL","AD0146","SAL0081","SA018"
"CL0179",19,14527795,365668,857454,1000,1472694,"Mon Entreprise SARL 179",4544,39718,43021,"SARL","AD0179","SAL0092","SA031"
"CL0205",15,12556716,341857,627970,1000,1612497,"Mon Entreprise SARL 205",1132,35776,39083,"SARL","AD0205","SAL0101","SA014"
"CL0218",2,9078694,486548,57070,1000,1583391,"Mon Entreprise SARL 218",4850,38346,39072,"SARL","AD0218","SAL0105","SA026"
"CL0244",4,4424829,217504,141595,1000,1368766,"Mon Entreprise SARL 244",2328,37235,39298,"SARL","AD0244","SAL0121","SA009"
"CL0270",20,11643176,390019,823497,1000,1663160,"Mon Entreprise SARL 270",1620,37993,41587,"SARL","AD0270","SAL0141","SA029"
"CL0292",13,13938204,339867,975589,1000,59167,"Mon Entreprise SARL 292",4757,32521,42677,"SARL","AD0292","SAL0156","SA028"
"CL0297",13,5882767,84318,339039,1000,1142103,"Mon Entreprise SARL 297",99,34377,42319,"SARL","AD0297","SAL0161","SA025"
"CL0304",2,5327405,433576,231828,1000,790749,"Mon Entreprise SARL 304",440,42699,43075,"SARL","AD0304","SAL0166","SA004"
"CL0330",7,5381037,220615,279359,1000,415427,"Mon Entreprise SARL 330",747,36558,39838,"SARL","AD0330","SAL0178","SA027"
"CL0395",14,2079581,83188,251969,1000,426054,"Mon Entreprise SARL 395",4500,31397,38707,"SARL","AD0395","SAL0210","SA002"
"CL0412",18,11385944,127886,428497,1000,1231567,"Mon Entreprise SARL 412",1230,41605,42287,"SARL","AD0412","SAL0211","SA001"
"CL0417",2,5798697,103712,527811,1000,1157993,"Mon Entreprise SARL 417",2228,32577,40884,"SARL","AD0417","SAL0216","SA008"
"CL0421",10,10142535,389230,18381,1000,1141822,"Mon Entreprise SARL 421",1986,30394,40557,"SARL","AD0421","SAL0220","SA025"
"CL0426",16,6317229,318836,789436,1000,1478294,"Mon Entreprise SARL 426",3439,37812,38586,"SARL","AD0426","SAL0225","SA027"
"CL0439",4,5415088,38182,490717,1000,1091168,"Mon Entreprise SARL 439",3997,30210,38839,"SARL","AD0439","SAL0237","SA022"
"CL0455",9,1328029,-4968,330271,1000,149613,"Mon Entreprise SARL 455",3609,43005,42371,"SARL","AD0455","SAL0239","SA029"
"CL0481",19,10310037,455203,518756,1000,458745,"Mon Entreprise SARL 481",241,40395,42956,"SARL","AD0481","SAL0265","SA019"
"CL0507",18,1395340,344124,987454,1000,1952308,"Mon Entreprise SARL 507",2720,40118,40274,"SARL","AD0507","SAL0291","SA008"
"CL0520",18,13252610,22077,78626,1000,1390904,"Mon Entreprise SARL 520",3833,31833,39990,"SARL","AD0520","SAL0304","SA019"
"CL0546",3,2877325,467675,692868,1000,1737249,"Mon Entreprise SARL 546",2745,31144,41945,"SARL","AD0546","SAL0322","SA012"
"CL0563",10,2042936,93807,371126,1000,354548,"Mon Entreprise SARL 563",4485,30219,41688,"SARL","AD0563","SAL0322","SA003"
"CL0568",14,8770462,47908,271105,1000,1880996,"Mon Entreprise SARL 568",302,32550,42989,"SARL","AD0568","SAL0322","SA018"
"CL0590",5,1331181,177074,95565,1000,1353462,"Mon Entreprise SARL 590",3875,35681,41473,"SARL","AD0590","SAL0322","SA032"
"CL0606",9,8411164,309830,302761,1000,32478,"Mon Entreprise SARL 606",4191,41040,40447,"SARL","AD0606","SAL0328","SA016"
"CL0619",3,5501079,377965,509607,1000,1563668,"Mon Entreprise SARL 619",4415,30415,39379,"SARL","AD0619","SAL0341","SA003"
"CL0645",3,13356694,382273,491528,1000,263517,"Mon Entreprise SARL 645",53,34071,40851,"SARL","AD0645","SAL0350","SA026"
"CL0671",14,3919451,360516,585127,1000,392373,"Mon Entreprise SARL 671",797,37654,42073,"SARL","AD0671","SAL0350","SA030"
"CL0714",10,11998119,45251,322152,1000,983044,"Mon Entreprise SARL 714",4484,41139,43002,"SARL","AD0714","SAL0380","SA031"
"CL0719",5,5892108,257349,369732,1000,775787,"Mon Entreprise SARL 719",507,37070,42697,"SARL","AD0719","SAL0385","SA025"
"CL0741",19,2144401,473626,518347,1000,1408215,"Mon Entreprise SARL 741",2913,40514,39952,"SARL","AD0741","SAL0407","SA027"
"CL0745",6,4199090,2966,17901,1000,704640,"Mon Entreprise SARL 745",2895,38954,38494,"SARL","AD0745","SAL0411","SA015"
"CL0757",19,5728644,-7838,944500,1000,1324434,"Mon Entreprise SARL 757",2435,40917,42242,"SARL","AD0757","SAL0423","SA027"
"CL0973",18,5391642,277579,773708,1000,750143,"Mon Entreprise SARL 973",470,36215,42340,"SARL","AD0074","SAL0052","SA008"
"CL0986",20,2061075,404437,656610,1000,157044,"Mon Entreprise SARL 986",579,41791,42396,"SARL","AD0068","SAL0047","SA010"
"CL1012",9,2977417,184930,277065,1000,1638962,"Mon Entreprise SARL 1012",1012,42085,41959,"SARL","AD0097","SAL0052","SA009"
"CL1059",3,8634053,388823,825794,1000,1616310,"Mon Entreprise SARL 1059",510,29687,41072,"SARL","AD0243","SAL0120","SA014"
"CL1067",10,10590906,284764,827104,1000,1906683,"Mon Entreprise SARL 1067",217,36103,42131,"SARL","AD0186","SAL0092","SA006"
"CL1071",15,13875052,84086,868079,1000,543791,"Mon Entreprise SARL 1071",3108,43690,41671,"SARL","AD0327","SAL0178","SA021"
"CL1082",15,11453034,18337,799000,1000,658926,"Mon Entreprise SARL 1082",277,30920,42881,"SARL","AD0453","SAL0237","SA012"
"CL1086",11,9827254,252604,265518,1000,1416300,"Mon Entreprise SARL 1086",2171,34616,39372,"SARL","AD0775","SAL0441","SA006"
"CL1089",8,5460210,133331,860936,1000,1648362,"Mon Entreprise SARL 1089",1424,30572,41836,"SARL","AD0352","SAL0199","SA008"
