Pedido,Data.Pedido,Prazo.Entrega,Data.Entrega,Cod.Vendedor,Cod.Unidade,Cod.Cliente,Ocorrência,Vl.Frete,Status,OCT,On Time,In full
165583,2021-02-02 00:00:00.000,2021-02-09 00:00:00.000,2021-02-09 00:00:00.000,10595236,104,286697,"Nenhuma",0,"Entregue",7,"Sim","Sim"
165587,2021-02-02 00:00:00.000,2021-02-04 00:00:00.000,2021-02-05 00:00:00.000,10595236,104,286534,"Nenhuma",0,"Entregue",3,"Não","Sim"
165817,2021-02-03 00:00:00.000,2021-02-11 00:00:00.000,2021-02-11 00:00:00.000,10595236,104,275361,"Nenhuma",0,"Entregue",8,"Sim","Sim"
165822,2021-02-03 00:00:00.000,2021-02-07 00:00:00.000,2021-02-08 00:00:00.000,10595236,104,286993,"Nenhuma",0,"Entregue",5,"Não","Sim"
165826,2021-02-03 00:00:00.000,2021-02-13 00:00:00.000,2021-02-12 00:00:00.000,10595236,104,287095,"Nenhuma",0,"Entregue",9,"Sim","Sim"
165839,2021-02-03 00:00:00.000,2021-02-21 00:00:00.000,2021-02-19 00:00:00.000,10595236,104,286601,"Nenhuma",0,"Entregue",16,"Sim","Sim"
165840,2021-02-03 00:00:00.000,2021-02-08 00:00:00.000,2021-02-08 00:00:00.000,10595236,104,287223,"Nenhuma",0,"Entregue",5,"Sim","Sim"
166049,2021-02-04 00:00:00.000,2021-02-22 00:00:00.000,2021-02-22 00:00:00.000,10595236,104,53484,"Nenhuma",0,"Entregue",18,"Sim","Sim"
166053,2021-02-04 00:00:00.000,2021-02-14 00:00:00.000,2021-02-12 00:00:00.000,10595236,104,293647,"Nenhuma",0,"Entregue",8,"Sim","Sim"
166063,2021-02-04 00:00:00.000,2021-02-10 00:00:00.000,2021-02-10 00:00:00.000,10595236,104,287081,"Nenhuma",0,"Entregue",6,"Sim","Sim"
166282,2021-02-05 00:00:00.000,2021-02-12 00:00:00.000,2021-02-12 00:00:00.000,10595236,104,58565,"Nenhuma",0,"Entregue",7,"Sim","Sim"
166640,2021-02-08 00:00:00.000,2021-02-12 00:00:00.000,2021-02-11 00:00:00.000,10595236,104,286993,"Nenhuma",0,"Entregue",3,"Sim","Sim"
166642,2021-02-08 00:00:00.000,2021-02-16 00:00:00.000,2021-02-16 00:00:00.000,10595236,104,286532,"Nenhuma",0,"Entregue",8,"Sim","Sim"
166814,2021-02-09 00:00:00.000,2021-02-17 00:00:00.000,2021-02-17 00:00:00.000,10595236,104,286663,"Nenhuma",0,"Entregue",8,"Sim","Sim"
167032,2021-02-10 00:00:00.000,2021-03-03 00:00:00.000,2021-03-03 00:00:00.000,10595236,104,286985,"Nenhuma",0,"Entregue",21,"Sim","Sim"
167049,2021-02-10 00:00:00.000,2021-02-18 00:00:00.000,2021-02-18 00:00:00.000,10595236,104,286776,"Nenhuma",0,"Entregue",8,"Sim","Sim"
167050,2021-02-10 00:00:00.000,2021-02-22 00:00:00.000,2021-02-22 00:00:00.000,10595236,104,286547,"Nenhuma",0,"Entregue",12,"Sim","Sim"
167135,2021-02-10 00:00:00.000,2021-02-14 00:00:00.000,2021-02-15 00:00:00.000,10595236,104,58434,"Nenhuma",0,"Entregue",5,"Não","Sim"
167161,2021-02-11 00:00:00.000,2021-03-05 00:00:00.000,2021-03-05 00:00:00.000,10595236,104,286637,"Nenhuma",0,"Entregue",22,"Sim","Sim"
167164,2021-02-11 00:00:00.000,2021-02-16 00:00:00.000,2021-02-16 00:00:00.000,10595236,104,286736,"Nenhuma",0,"Entregue",5,"Sim","Sim"
167166,2021-02-11 00:00:00.000,2021-02-16 00:00:00.000,2021-02-16 00:00:00.000,10595236,104,287063,"Nenhuma",0,"Entregue",5,"Sim","Sim"
167167,2021-02-11 00:00:00.000,2021-02-18 00:00:00.000,2021-02-18 00:00:00.000,10595236,104,286524,"Nenhuma",0,"Entregue",7,"Sim","Sim"
167171,2021-02-11 00:00:00.000,2021-03-06 00:00:00.000,2021-03-01 00:00:00.000,10595236,104,286947,"Nenhuma",0,"Entregue",18,"Sim","Sim"
167176,2021-02-11 00:00:00.000,2021-02-18 00:00:00.000,2021-02-18 00:00:00.000,10595236,104,286554,"Nenhuma",0,"Entregue",7,"Sim","Sim"
167389,2021-02-12 00:00:00.000,2021-02-22 00:00:00.000,2021-02-22 00:00:00.000,10595236,104,286787,"Nenhuma",0,"Entregue",10,"Sim","Sim"
167390,2021-02-12 00:00:00.000,2021-03-02 00:00:00.000,2021-03-02 00:00:00.000,10595236,104,286935,"Nenhuma",0,"Entregue",18,"Sim","Sim"
167392,2021-02-12 00:00:00.000,2021-02-19 00:00:00.000,2021-02-19 00:00:00.000,10595236,104,286993,"Nenhuma",0,"Entregue",7,"Sim","Sim"
167789,2021-02-15 00:00:00.000,2021-02-18 00:00:00.000,2021-02-18 00:00:00.000,10595236,104,124739,"Nenhuma",0,"Entregue",3,"Sim","Sim"
167795,2021-02-15 00:00:00.000,2021-02-23 00:00:00.000,2021-02-23 00:00:00.000,10595236,104,291589,"Nenhuma",0,"Entregue",8,"Sim","Sim"
167799,2021-02-15 00:00:00.000,2021-02-25 00:00:00.000,2021-02-25 00:00:00.000,10595236,104,286801,"Nenhuma",0,"Entregue",10,"Sim","Sim"
167988,2021-02-16 00:00:00.000,2021-02-24 00:00:00.000,2021-02-24 00:00:00.000,10595236,104,286612,"Nenhuma",0,"Entregue",8,"Sim","Sim"
167989,2021-02-16 00:00:00.000,2021-02-22 00:00:00.000,2021-02-22 00:00:00.000,10595236,104,57029,"Nenhuma",0,"Entregue",6,"Sim","Sim"
168204,2021-02-17 00:00:00.000,2021-02-25 00:00:00.000,2021-02-25 00:00:00.000,10595236,104,295172,"Nenhuma",0,"Entregue",8,"Sim","Sim"
168464,2021-02-18 00:00:00.000,2021-02-26 00:00:00.000,2021-02-24 00:00:00.000,10595236,104,67334,"Nenhuma",0,"Entregue",6,"Sim","Sim"
168475,2021-02-18 00:00:00.000,2021-02-25 00:00:00.000,2021-02-26 00:00:00.000,10595236,104,286787,"Nenhuma",0,"Entregue",8,"Não","Sim"
168476,2021-02-18 00:00:00.000,2021-02-25 00:00:00.000,2021-02-25 00:00:00.000,10595236,104,286711,"Nenhuma",0,"Entregue",7,"Sim","Sim"
168477,2021-02-18 00:00:00.000,2021-02-25 00:00:00.000,2021-02-25 00:00:00.000,10595236,104,286561,"Nenhuma",0,"Entregue",7,"Sim","Sim"
168778,2021-02-19 00:00:00.000,2021-02-22 00:00:00.000,2021-02-25 00:00:00.000,10595236,104,290398,"Nenhuma",0,"Entregue",6,"Não","Sim"
168785,2021-02-19 00:00:00.000,2021-03-01 00:00:00.000,2021-03-01 00:00:00.000,10595236,104,286622,"Nenhuma",0,"Entregue",10,"Sim","Sim"
169136,2021-02-22 00:00:00.000,2021-03-04 00:00:00.000,2021-03-04 00:00:00.000,10595236,104,286612,"Nenhuma",0,"Entregue",10,"Sim","Sim"
169141,2021-02-22 00:00:00.000,2021-03-02 00:00:00.000,2021-03-02 00:00:00.000,10595236,104,25361,"Nenhuma",0,"Entregue",8,"Sim","Sim"
169147,2021-02-22 00:00:00.000,2021-03-02 00:00:00.000,2021-03-01 00:00:00.000,10595236,104,286618,"Nenhuma",0,"Entregue",7,"Sim","Sim"
169445,2021-02-24 00:00:00.000,2021-03-04 00:00:00.000,2021-03-04 00:00:00.000,10595236,104,55657,"Nenhuma",0,"Entregue",8,"Sim","Sim"
169457,2021-02-24 00:00:00.000,2021-03-18 00:00:00.000,2021-03-18 00:00:00.000,10595236,104,286993,"Nenhuma",0,"Entregue",22,"Sim","Sim"
169459,2021-02-24 00:00:00.000,2021-03-10 00:00:00.000,2021-03-11 00:00:00.000,10595236,104,286681,"Nenhuma",0,"Entregue",15,"Não","Sim"
169462,2021-02-24 00:00:00.000,2021-03-09 00:00:00.000,2021-03-05 00:00:00.000,10595236,104,286850,"Nenhuma",0,"Entregue",9,"Sim","Sim"
169468,2021-02-24 00:00:00.000,2021-03-22 00:00:00.000,2021-03-15 00:00:00.000,10595236,104,286792,"Nenhuma",0,"Entregue",19,"Sim","Sim"
169472,2021-02-24 00:00:00.000,2021-03-02 00:00:00.000,2021-03-03 00:00:00.000,10595236,104,286550,"Nenhuma",0,"Entregue",7,"Não","Sim"
169685,2021-02-25 00:00:00.000,2021-03-23 00:00:00.000,2021-03-23 00:00:00.000,10595236,104,124638,"Nenhuma",0,"Entregue",26,"Sim","Sim"
169704,2021-02-25 00:00:00.000,2021-03-10 00:00:00.000,2021-03-08 00:00:00.000,10595236,104,287344,"Nenhuma",0,"Entregue",11,"Sim","Sim"
169708,2021-02-25 00:00:00.000,2021-03-08 00:00:00.000,2021-03-08 00:00:00.000,10595236,104,286554,"Nenhuma",0,"Entregue",11,"Sim","Sim"
169893,2021-02-26 00:00:00.000,2021-03-09 00:00:00.000,2021-03-09 00:00:00.000,10595236,104,286684,"Nenhuma",0,"Entregue",11,"Sim","Sim"
169906,2021-02-26 00:00:00.000,2021-03-08 00:00:00.000,2021-03-08 00:00:00.000,10595236,104,286738,"Nenhuma",0,"Entregue",10,"Sim","Sim"
170385,2021-03-01 00:00:00.000,2021-03-08 00:00:00.000,2021-03-08 00:00:00.000,10595236,104,287184,"Nenhuma",0,"Entregue",7,"Sim","Sim"
170386,2021-03-01 00:00:00.000,2021-03-04 00:00:00.000,2021-03-04 00:00:00.000,10595236,104,286661,"Nenhuma",0,"Entregue",3,"Sim","Sim"
170390,2021-03-01 00:00:00.000,2021-03-08 00:00:00.000,2021-03-08 00:00:00.000,10595236,104,286569,"Nenhuma",0,"Entregue",7,"Sim","Sim"
170543,2021-03-02 00:00:00.000,2021-03-18 00:00:00.000,2021-03-18 00:00:00.000,10595236,104,286552,"Nenhuma",0,"Entregue",16,"Sim","Sim"
170548,2021-03-02 00:00:00.000,2021-03-08 00:00:00.000,2021-03-08 00:00:00.000,10595236,104,287046,"Nenhuma",0,"Entregue",6,"Sim","Sim"
170553,2021-03-02 00:00:00.000,2021-03-17 00:00:00.000,2021-03-17 00:00:00.000,10595236,104,286850,"Nenhuma",0,"Entregue",15,"Sim","Sim"
170555,2021-03-02 00:00:00.000,2021-03-12 00:00:00.000,2021-03-12 00:00:00.000,10595236,104,289263,"Nenhuma",0,"Entregue",10,"Sim","Sim"
170556,2021-03-02 00:00:00.000,2021-03-09 00:00:00.000,2021-03-09 00:00:00.000,10595236,104,286858,"Nenhuma",0,"Entregue",7,"Sim","Sim"
170775,2021-03-03 00:00:00.000,2021-03-08 00:00:00.000,2021-03-08 00:00:00.000,10595236,104,286877,"Nenhuma",0,"Entregue",5,"Sim","Sim"
170783,2021-03-03 00:00:00.000,2021-03-09 00:00:00.000,2021-03-09 00:00:00.000,10595236,104,288810,"Nenhuma",0,"Entregue",6,"Sim","Sim"
171018,2021-03-04 00:00:00.000,2021-03-11 00:00:00.000,2021-03-11 00:00:00.000,10595236,104,286553,"Nenhuma",0,"Entregue",7,"Sim","Sim"
171019,2021-03-04 00:00:00.000,2021-03-12 00:00:00.000,2021-03-12 00:00:00.000,10595236,104,124638,"Nenhuma",0,"Entregue",8,"Sim","Sim"
171021,2021-03-04 00:00:00.000,2021-03-11 00:00:00.000,2021-03-11 00:00:00.000,10595236,104,58708,"Nenhuma",0,"Entregue",7,"Sim","Sim"
171039,2021-03-04 00:00:00.000,2021-03-15 00:00:00.000,2021-03-15 00:00:00.000,10595236,104,294930,"Nenhuma",0,"Entregue",11,"Sim","Sim"
171210,2021-03-05 00:00:00.000,2021-03-15 00:00:00.000,2021-03-15 00:00:00.000,10595236,104,123450,"Nenhuma",0,"Entregue",10,"Sim","Sim"
171216,2021-03-05 00:00:00.000,2021-03-15 00:00:00.000,2021-03-15 00:00:00.000,10595236,104,286993,"Nenhuma",0,"Entregue",10,"Sim","Sim"
171220,2021-03-05 00:00:00.000,2021-03-15 00:00:00.000,2021-03-15 00:00:00.000,10595236,104,286622,"Nenhuma",0,"Entregue",10,"Sim","Sim"
171615,2021-03-08 00:00:00.000,2021-03-12 00:00:00.000,2021-03-12 00:00:00.000,10595236,104,6804,"Nenhuma",0,"Entregue",4,"Sim","Sim"
171619,2021-03-08 00:00:00.000,2021-03-19 00:00:00.000,2021-03-16 00:00:00.000,10595236,104,286752,"Nenhuma",0,"Entregue",8,"Sim","Sim"
171622,2021-03-08 00:00:00.000,2021-03-12 00:00:00.000,2021-03-12 00:00:00.000,10595236,104,286586,"Nenhuma",0,"Entregue",4,"Sim","Sim"
171624,2021-03-08 00:00:00.000,2021-03-18 00:00:00.000,2021-03-18 00:00:00.000,10595236,104,287015,"Nenhuma",0,"Entregue",10,"Sim","Sim"
171793,2021-03-09 00:00:00.000,2021-03-12 00:00:00.000,2021-03-12 00:00:00.000,10595236,104,286802,"Nenhuma",0,"Entregue",3,"Sim","Sim"
171798,2021-03-09 00:00:00.000,2021-03-15 00:00:00.000,2021-03-15 00:00:00.000,10595236,104,286651,"Nenhuma",0,"Entregue",6,"Sim","Sim"
171800,2021-03-09 00:00:00.000,2021-03-16 00:00:00.000,2021-03-16 00:00:00.000,10595236,104,286601,"Nenhuma",0,"Entregue",7,"Sim","Sim"
172036,2021-03-10 00:00:00.000,2021-03-15 00:00:00.000,2021-03-15 00:00:00.000,10595236,104,60053,"Nenhuma",0,"Entregue",5,"Sim","Sim"
172037,2021-03-10 00:00:00.000,2021-03-19 00:00:00.000,2021-03-17 00:00:00.000,10595236,104,286686,"Nenhuma",0,"Entregue",7,"Sim","Sim"
172038,2021-03-10 00:00:00.000,2021-03-17 00:00:00.000,2021-03-16 00:00:00.000,10595236,104,286998,"Nenhuma",0,"Entregue",6,"Sim","Sim"
172039,2021-03-10 00:00:00.000,2021-03-17 00:00:00.000,2021-03-18 00:00:00.000,10595236,104,286993,"Nenhuma",0,"Entregue",8,"Não","Sim"
172040,2021-03-10 00:00:00.000,2021-03-17 00:00:00.000,2021-03-17 00:00:00.000,10595236,104,286610,"Nenhuma",0,"Entregue",7,"Sim","Sim"
172042,2021-03-10 00:00:00.000,2021-03-19 00:00:00.000,2021-03-19 00:00:00.000,10595236,104,286852,"Nenhuma",0,"Entregue",9,"Sim","Sim"
172046,2021-03-10 00:00:00.000,2021-03-17 00:00:00.000,2021-03-17 00:00:00.000,10595236,104,286574,"Nenhuma",0,"Entregue",7,"Sim","Sim"
172248,2021-03-11 00:00:00.000,2021-03-19 00:00:00.000,2021-03-17 00:00:00.000,10595236,104,286673,"Nenhuma",0,"Entregue",6,"Sim","Sim"
172251,2021-03-11 00:00:00.000,2021-04-07 00:00:00.000,2021-04-08 00:00:00.000,10595236,104,286993,"Nenhuma",0,"Entregue",28,"Não","Sim"
172257,2021-03-11 00:00:00.000,2021-03-16 00:00:00.000,2021-03-16 00:00:00.000,10595236,104,286667,"Nenhuma",0,"Entregue",5,"Sim","Sim"
172266,2021-03-11 00:00:00.000,2021-03-17 00:00:00.000,2021-03-17 00:00:00.000,10595236,104,286588,"Nenhuma",0,"Entregue",6,"Sim","Sim"
172267,2021-03-11 00:00:00.000,2021-03-19 00:00:00.000,2021-03-19 00:00:00.000,10595236,104,31974,"Nenhuma",0,"Entregue",8,"Sim","Sim"
172272,2021-03-11 00:00:00.000,2021-04-02 00:00:00.000,2021-04-02 00:00:00.000,10595236,104,286984,"Nenhuma",0,"Entregue",22,"Sim","Sim"
172273,2021-03-11 00:00:00.000,2021-04-05 00:00:00.000,2021-04-05 00:00:00.000,10595236,104,286981,"Nenhuma",0,"Entregue",25,"Sim","Sim"
172806,2021-03-15 00:00:00.000,2021-03-25 00:00:00.000,2021-03-23 00:00:00.000,10595236,104,286754,"Nenhuma",0,"Entregue",8,"Sim","Sim"
172808,2021-03-15 00:00:00.000,2021-03-18 00:00:00.000,2021-03-18 00:00:00.000,10595236,104,286703,"Nenhuma",0,"Entregue",3,"Sim","Sim"
172846,2021-03-16 00:00:00.000,2021-03-22 00:00:00.000,2021-03-22 00:00:00.000,10595236,104,286701,"Nenhuma",0,"Entregue",6,"Sim","Sim"
172858,2021-03-16 00:00:00.000,2021-03-26 00:00:00.000,2021-03-26 00:00:00.000,10595236,104,286661,"Nenhuma",0,"Entregue",10,"Sim","Sim"
172970,2021-03-17 00:00:00.000,2021-03-24 00:00:00.000,2021-03-24 00:00:00.000,10595236,104,58720,"Nenhuma",0,"Entregue",7,"Sim","Sim"
172971,2021-03-17 00:00:00.000,2021-03-22 00:00:00.000,2021-03-22 00:00:00.000,10595236,104,286751,"Nenhuma",0,"Entregue",5,"Sim","Sim"
172975,2021-03-17 00:00:00.000,2021-03-23 00:00:00.000,2021-03-23 00:00:00.000,10595236,104,286993,"Nenhuma",0,"Entregue",6,"Sim","Sim"
172985,2021-03-17 00:00:00.000,2021-04-05 00:00:00.000,2021-04-05 00:00:00.000,10595236,104,286623,"Nenhuma",0,"Entregue",19,"Sim","Sim"
173036,2021-03-18 00:00:00.000,2021-03-26 00:00:00.000,2021-03-26 00:00:00.000,10595236,104,286935,"Nenhuma",0,"Entregue",8,"Sim","Sim"
173060,2021-03-18 00:00:00.000,2021-03-25 00:00:00.000,2021-03-24 00:00:00.000,10595236,104,286852,"Nenhuma",0,"Entregue",6,"Sim","Sim"
173064,2021-03-19 00:00:00.000,2021-03-24 00:00:00.000,2021-03-24 00:00:00.000,10595236,104,13350,"Nenhuma",0,"Entregue",5,"Sim","Sim"
173069,2021-03-19 00:00:00.000,2021-04-06 00:00:00.000,2021-04-06 00:00:00.000,10595236,104,286598,"Nenhuma",0,"Entregue",18,"Sim","Sim"
173072,2021-03-19 00:00:00.000,2021-03-29 00:00:00.000,2021-03-29 00:00:00.000,10595236,104,286588,"Nenhuma",0,"Entregue",10,"Sim","Sim"
173079,2021-03-22 00:00:00.000,2021-03-30 00:00:00.000,2021-03-30 00:00:00.000,10595236,104,286685,"Nenhuma",0,"Entregue",8,"Sim","Sim"
173085,2021-03-22 00:00:00.000,2021-03-26 00:00:00.000,2021-03-26 00:00:00.000,10595236,104,124906,"Nenhuma",0,"Entregue",4,"Sim","Sim"
173094,2021-03-22 00:00:00.000,2021-03-30 00:00:00.000,2021-03-30 00:00:00.000,10595236,104,286538,"Nenhuma",0,"Entregue",8,"Sim","Sim"
173102,2021-03-22 00:00:00.000,2021-03-26 00:00:00.000,2021-03-26 00:00:00.000,10595236,104,286801,"Nenhuma",0,"Entregue",4,"Sim","Sim"
173108,2021-03-23 00:00:00.000,2021-03-26 00:00:00.000,2021-03-26 00:00:00.000,10595236,104,124638,"Nenhuma",0,"Entregue",3,"Sim","Sim"
173109,2021-03-23 00:00:00.000,2021-03-31 00:00:00.000,2021-03-31 00:00:00.000,10595236,104,286667,"Nenhuma",0,"Entregue",8,"Sim","Sim"
173117,2021-03-23 00:00:00.000,2021-04-02 00:00:00.000,2021-04-01 00:00:00.000,10595236,104,48801,"Nenhuma",0,"Entregue",9,"Sim","Sim"
173118,2021-03-23 00:00:00.000,2021-03-30 00:00:00.000,2021-03-30 00:00:00.000,10595236,104,286933,"Nenhuma",0,"Entregue",7,"Sim","Sim"
173119,2021-03-23 00:00:00.000,2021-04-02 00:00:00.000,2021-04-02 00:00:00.000,10595236,104,286877,"Nenhuma",0,"Entregue",10,"Sim","Sim"
173121,2021-03-23 00:00:00.000,2021-04-01 00:00:00.000,2021-03-30 00:00:00.000,10595236,104,286711,"Nenhuma",0,"Entregue",7,"Sim","Sim"
173126,2021-03-23 00:00:00.000,2021-04-06 00:00:00.000,2021-04-06 00:00:00.000,10595236,104,286853,"Nenhuma",0,"Entregue",14,"Sim","Sim"
173364,2021-03-29 00:00:00.000,2021-04-20 00:00:00.000,2021-04-20 00:00:00.000,10595236,104,289387,"Nenhuma",0,"Entregue",22,"Sim","Sim"
173378,2021-03-29 00:00:00.000,2021-04-07 00:00:00.000,2021-04-05 00:00:00.000,10595236,104,286602,"Nenhuma",0,"Entregue",7,"Sim","Sim"
173384,2021-03-29 00:00:00.000,2021-04-07 00:00:00.000,2021-04-07 00:00:00.000,10595236,104,25361,"Nenhuma",0,"Entregue",9,"Sim","Sim"
173389,2021-03-29 00:00:00.000,2021-04-19 00:00:00.000,2021-04-19 00:00:00.000,10595236,104,286703,"Nenhuma",0,"Entregue",21,"Sim","Sim"
173391,2021-03-29 00:00:00.000,2021-04-07 00:00:00.000,2021-04-07 00:00:00.000,10595236,104,286613,"Nenhuma",0,"Entregue",9,"Sim","Sim"
173576,2021-03-30 00:00:00.000,2021-04-08 00:00:00.000,2021-04-08 00:00:00.000,10595236,104,286935,"Nenhuma",0,"Entregue",9,"Sim","Sim"
173768,2021-03-31 00:00:00.000,2021-04-19 00:00:00.000,2021-04-20 00:00:00.000,10595236,104,55942,"Nenhuma",0,"Entregue",20,"Não","Sim"
173772,2021-03-31 00:00:00.000,2021-04-08 00:00:00.000,2021-04-08 00:00:00.000,10595236,104,24264,"Nenhuma",0,"Entregue",8,"Sim","Sim"
173778,2021-03-31 00:00:00.000,2021-04-06 00:00:00.000,2021-04-07 00:00:00.000,10595236,104,286947,"Nenhuma",0,"Entregue",7,"Não","Sim"
173790,2021-03-31 00:00:00.000,2021-04-09 00:00:00.000,2021-04-07 00:00:00.000,10595236,104,286670,"Nenhuma",0,"Entregue",7,"Sim","Sim"
173796,2021-03-31 00:00:00.000,2021-04-19 00:00:00.000,2021-04-19 00:00:00.000,10595236,104,286599,"Nenhuma",0,"Entregue",19,"Sim","Sim"
174099,2021-04-01 00:00:00.000,2021-04-09 00:00:00.000,2021-04-09 00:00:00.000,10595236,104,286684,"Nenhuma",0,"Entregue",8,"Sim","Sim"
174103,2021-04-01 00:00:00.000,2021-04-08 00:00:00.000,2021-04-08 00:00:00.000,10595236,104,287205,"Nenhuma",0,"Entregue",7,"Sim","Sim"
174105,2021-04-01 00:00:00.000,2021-04-09 00:00:00.000,2021-04-09 00:00:00.000,10595236,104,286643,"Nenhuma",0,"Entregue",8,"Sim","Sim"
174109,2021-04-01 00:00:00.000,2021-04-06 00:00:00.000,2021-04-06 00:00:00.000,10595236,104,286803,"Nenhuma",0,"Entregue",5,"Sim","Sim"
174110,2021-04-01 00:00:00.000,2021-04-07 00:00:00.000,2021-04-07 00:00:00.000,10595236,104,287314,"Nenhuma",0,"Entregue",6,"Sim","Sim"
174115,2021-04-01 00:00:00.000,2021-04-07 00:00:00.000,2021-04-07 00:00:00.000,10595236,104,286607,"Nenhuma",0,"Entregue",6,"Sim","Sim"
174119,2021-04-01 00:00:00.000,2021-04-06 00:00:00.000,2021-04-06 00:00:00.000,10595236,104,287200,"Nenhuma",0,"Entregue",5,"Sim","Sim"
174292,2021-04-02 00:00:00.000,2021-04-20 00:00:00.000,2021-04-20 00:00:00.000,10595236,104,13350,"Nenhuma",0,"Entregue",18,"Sim","Sim"
174295,2021-04-02 00:00:00.000,2021-04-07 00:00:00.000,2021-04-07 00:00:00.000,10595236,104,287982,"Nenhuma",0,"Entregue",5,"Sim","Sim"
174839,2021-04-05 00:00:00.000,2021-04-12 00:00:00.000,2021-04-12 00:00:00.000,10595236,104,286553,"Nenhuma",0,"Entregue",7,"Sim","Sim"
174855,2021-04-05 00:00:00.000,2021-04-09 00:00:00.000,2021-04-09 00:00:00.000,10595236,104,59930,"Nenhuma",0,"Entregue",4,"Sim","Sim"
174857,2021-04-05 00:00:00.000,2021-04-06 00:00:00.000,2021-04-08 00:00:00.000,10595236,104,287015,"Nenhuma",0,"Entregue",3,"Não","Sim"
174864,2021-04-05 00:00:00.000,2021-04-08 00:00:00.000,2021-04-08 00:00:00.000,10595236,104,286618,"Nenhuma",0,"Entregue",3,"Sim","Sim"
175075,2021-04-06 00:00:00.000,2021-04-12 00:00:00.000,2021-04-12 00:00:00.000,10595236,104,286572,"Nenhuma",0,"Entregue",6,"Sim","Sim"
175093,2021-04-06 00:00:00.000,2021-04-15 00:00:00.000,2021-04-15 00:00:00.000,10595236,104,286550,"Nenhuma",0,"Entregue",9,"Sim","Sim"
175378,2021-04-07 00:00:00.000,2021-04-16 00:00:00.000,2021-04-16 00:00:00.000,10595236,104,286847,"Nenhuma",0,"Entregue",9,"Sim","Sim"
175381,2021-04-07 00:00:00.000,2021-04-14 00:00:00.000,2021-04-14 00:00:00.000,10595236,104,286570,"Nenhuma",0,"Entregue",7,"Sim","Sim"
175606,2021-04-08 00:00:00.000,2021-04-15 00:00:00.000,2021-04-15 00:00:00.000,10595236,104,286993,"Nenhuma",0,"Entregue",7,"Sim","Sim"
176184,2021-04-13 00:00:00.000,2021-04-21 00:00:00.000,2021-04-22 00:00:00.000,10595236,104,13350,"Nenhuma",0,"Entregue",9,"Não","Sim"
176187,2021-04-13 00:00:00.000,2021-04-20 00:00:00.000,2021-04-19 00:00:00.000,10595236,104,286692,"Nenhuma",0,"Entregue",6,"Sim","Sim"
176197,2021-04-13 00:00:00.000,2021-04-22 00:00:00.000,2021-04-21 00:00:00.000,10595236,104,58720,"Nenhuma",0,"Entregue",8,"Sim","Sim"
176214,2021-04-13 00:00:00.000,2021-05-04 00:00:00.000,2021-05-04 00:00:00.000,10595236,104,25361,"Nenhuma",0,"Entregue",21,"Sim","Sim"
176218,2021-04-13 00:00:00.000,2021-04-19 00:00:00.000,2021-04-19 00:00:00.000,10595236,104,287233,"Nenhuma",0,"Entregue",6,"Sim","Sim"
176219,2021-04-13 00:00:00.000,2021-04-19 00:00:00.000,2021-04-19 00:00:00.000,10595236,104,286611,"Nenhuma",0,"Entregue",6,"Sim","Sim"
176228,2021-04-13 00:00:00.000,2021-04-16 00:00:00.000,2021-04-16 00:00:00.000,10595236,104,264973,"Nenhuma",0,"Entregue",3,"Sim","Sim"
176344,2021-04-13 00:00:00.000,2021-04-22 00:00:00.000,2021-04-22 00:00:00.000,10595236,104,124816,"Nenhuma",0,"Entregue",9,"Sim","Sim"
176391,2021-04-14 00:00:00.000,2021-04-20 00:00:00.000,2021-04-19 00:00:00.000,10595236,104,287344,"Nenhuma",0,"Entregue",5,"Sim","Sim"
176410,2021-04-14 00:00:00.000,2021-04-24 00:00:00.000,2021-04-23 00:00:00.000,10595236,104,58266,"Nenhuma",0,"Entregue",9,"Sim","Sim"
176413,2021-04-14 00:00:00.000,2021-04-20 00:00:00.000,2021-04-20 00:00:00.000,10595236,104,286850,"Nenhuma",0,"Entregue",6,"Sim","Sim"
176414,2021-04-14 00:00:00.000,2021-04-26 00:00:00.000,2021-04-26 00:00:00.000,10595236,104,286661,"Nenhuma",0,"Entregue",12,"Sim","Sim"
176415,2021-04-14 00:00:00.000,2021-04-30 00:00:00.000,2021-04-30 00:00:00.000,10595236,104,286531,"Nenhuma",0,"Entregue",16,"Sim","Sim"
176416,2021-04-14 00:00:00.000,2021-04-22 00:00:00.000,2021-04-22 00:00:00.000,10595236,104,286576,"Nenhuma",0,"Entregue",8,"Sim","Sim"
176611,2021-04-15 00:00:00.000,2021-04-21 00:00:00.000,2021-04-21 00:00:00.000,10595236,104,295768,"Nenhuma",0,"Entregue",6,"Sim","Sim"
176619,2021-04-15 00:00:00.000,2021-04-22 00:00:00.000,2021-04-22 00:00:00.000,10595236,104,286524,"Nenhuma",0,"Entregue",7,"Sim","Sim"
176628,2021-04-15 00:00:00.000,2021-04-21 00:00:00.000,2021-04-21 00:00:00.000,10595236,104,287046,"Nenhuma",0,"Entregue",6,"Sim","Sim"
176629,2021-04-15 00:00:00.000,2021-05-07 00:00:00.000,2021-05-07 00:00:00.000,10595236,104,286600,"Nenhuma",0,"Entregue",22,"Sim","Sim"
176631,2021-04-15 00:00:00.000,2021-04-22 00:00:00.000,2021-04-20 00:00:00.000,10595236,104,286793,"Nenhuma",0,"Entregue",5,"Sim","Sim"
