credata_pk,vendor,region,tenancy,environment_type,instance_type,compute_type,recommendation_type,ru_recommendation_metric,safety_factor,saved_doql_query,recommend_burstable,recommend_amd,recommend_arm,ignore_hyperv,os_filter,device_type_filter,tag_filter,service_level,device_data,device_fk,device_name,orig_total_cores,orig_memory,orig_hard_disk,orig_os,orig_nic_out_transfer,orig_nic_in_transfer,orig_nic_speed,orig_disk_throughput,orig_disk_read_throughput,orig_disk_write_throughput,orig_disk_iops,orig_disk_read_iops,orig_disk_write_iops,orig_disk_latency,orig_disk_read_latency,cluster_device_fk,cluster_device_name,recommended_instance,burstable,cpu,total_cores,memory,network,matching_os,monthly_ondemand_cost,monthly_premptible_cost,monthly_1yr_resvd_cost,monthly_1yr_resvd_noupfront_cost,monthly_prorated_3yr_resvd_cost,monthly_1yr_resvd_partupfront_cost,monthly_1yr_resvd_allupfront_cost,monthly_prorated_3yr_resvd_noupfront_cost,monthly_prorated_3yr_resvd_partupfront_cost,monthly_prorated_3yr_resvd_allupfront_cost,yearly_ondemand_cost,yearly_premptible_cost,yearly_1yr_resvd_cost,yearly_1yr_resvd_noupfront_cost,yearly_1yr_resvd_partupfront_cost,yearly_1yr_resvd_allupfront_cost,yearly_prorated_3yr_resvd_cost,yearly_prorated_3yr_resvd_noupfront_cost,yearly_prorated_3yr_resvd_partupfront_cost,yearly_prorated_3yr_resvd_allupfront_cost,storage,block_volume_storage,monthly_storage_cost,yearly_storage_cost,monthly_networking_cost,yearly_networking_cost,local_disk,row_color,missing_ru_data,status,first_added,last_updated
3161254,Oracle,,,,,vm,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': 2400.0, 'os_name': u'Microsoft Windows Server 2012 R2 Standard', 'ram_size_type': u'GB', 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': Decimal('149.00'), 'ram': 1024.0, 'total_cores': 1, 'hard_disk_size': Decimal('149.00'), 'os_arch': u'64', 'hard_disk_size_type': None, 'cpucount': 1, 'os_fk': 107, 'service_level_id': 1, 'cpucore': 1, 'virtual_host': False, 'id': 13291}",13291.0,WIN-JH5OC6VCC8C,1.0,1.0,149.00,Microsoft Windows Server 2012 R2 Standard,,,,,,,,,,,,,,VM.Standard2.1,,"Intel Xeon Platinum 8167M. Base frequency 2.0 GHz, max turbo frequency 2.4 GHz.",2.0,15.0,1 Gbps,Windows Server OS,113.71,,,,,,,,,,1364.81,,,,,,,,,,Up to 1 PB of remote Block Volumes,149.0,3.8,45.6,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_latency, disk_write_latency, disk_used, nic_in_speed, nic_out_speed, nic_out_transfer",ACTIVE,2021-11-12 06:33:28.516,2021-11-12 06:33:28.516
3155767,AWS,US East (N. Virginia),Shared,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'CentOS', 'ram_size_type': u'GB', 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': 8192.0, 'total_cores': 2, 'hard_disk_size': Decimal('100.00'), 'os_arch': '', 'hard_disk_size_type': u'GB', 'cpucount': 2, 'os_fk': 19, 'service_level_id': 11, 'cpucore': 1, 'virtual_host': False, 'id': 16271}",16271.0,Device42-16.20.00,2.0,8.0,100.00,CentOS,,,,,,,,,,,,,,t3a.large,Yes,AMD EPYC 7571,2.0,8.0,,Linux,54.9,,,34.38,,32.77,32.08,23.72,21.92,20.64,658.75,,,412.6,393.22,385.0,,284.7,263.07,247.67,Cold HDD: 500 GB,,7.5,90.0,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_used, nic_in_speed, nic_out_speed, nic_out_transfer",ACTIVE,2021-11-12 06:33:23.346,2021-11-12 06:33:23.346
3159521,Azure,East US,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14298}",14298.0,dc2d0768f9f0,,,,Ubuntu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:27.230,2021-11-12 06:33:27.230
3156909,GCP,us-east4,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Microsoft Windows Server 2008 R2 (64-bit)', 'ram_size_type': u'MB', 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': 512.0, 'total_cores': 1, 'hard_disk_size': Decimal('10.00'), 'os_arch': '', 'hard_disk_size_type': u'GB', 'cpucount': 1, 'os_fk': 247, 'service_level_id': 11, 'cpucore': 1, 'virtual_host': False, 'id': 13441}",13441.0,w2k8-min-251113,1.0,0.5,10.00,Microsoft Windows Server 2008 R2 (64-bit),,,,,,,,,,,,,,e2-micro,Yes,2.0 GHz Intel Xeon Scalable Processor (Skylake),2.0,1.0,,Windows,15.28,10.46,12.73,,11.49,,,,,,183.38,125.53,152.8,,,,137.93,,,,Storage PD Capacity in Virginia: 10 GB,,0.44,5.28,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_read_latency, disk_write_latency, disk_used, nic_out_transfer",ACTIVE,2021-11-12 06:33:24.980,2021-11-12 06:33:24.980
3155972,AWS,US East (N. Virginia),Shared,,,,ru,95th,10,,True,True,False,True,,,,All,"{'disk_iops_read': u'xvda = 0.000000', 'type_id': 3, 'ram': 2048.0, 'total_cores': 1, 'disk_read_io_rate': u'xvda = 0.000000', 'nic_in_speed': u'eth0 = 0.000000, lo = 0.000000', 'disk_iops_write': u'xvda = 0.480000', 'disk_write_latency': u'xvda = 8.560000', 'id': 5616, 'nics': [{'nic_in_speed': 0.0, 'sensor': u'eth0', 'nic_in_transfer': 18138.74, 'nic_out_speed': 0.0, 'nic_out_transfer': 3739.84}, {'nic_in_speed': 0.0, 'sensor': u'lo', 'nic_in_transfer': 0.03, 'nic_out_speed': 0.0, 'nic_out_transfer': 0.03}], 'os_arch': u'64', 'disk_write_io_rate': u'xvda = 0.000000', 'ram_size_type': u'GB', 'os_name': u'Red Hat Enterprise Linux Server', 'nic_in_transfer': u'eth0 = 18138.740000, lo = 0.030000', 'hard_disk_size': None, 'total_part_disk_size': None, 'hard_disk_size_type': None, 'disk_total': u'xvda = 10737418240.000000', 'cpucount': 1, 'disk_free': u'xvda = 8413622272.000000', 'service_level_id': 1, 'ru_ram': 173, 'cpupower': 2130.0, 'nic_out_speed': u'eth0 = 0.000000, lo = 0.000000', 'disk_read_latency': u'xvda = 0.000000', 'disks': [{'disk_read_latency': 0.0, 'disk_used': 2292273152.0, 'disk_iops_write': 0.48, 'disk_total': 10737418240.0, 'disk_read_io_rate': 0.0, 'disk_free': 8413622272.0, 'disk_iops_read': 0.0, 'disk_write_latency': 8.56, 'sensor': u'xvda', 'disk_write_io_rate': 0.0}], 'monitoring_enabled': True, 'os_fk': 62, 'virtual_host': False, 'nic_out_transfer': u'eth0 = 3739.840000, lo = 0.030000', 'cpucore': 1, 'disk_used': u'xvda = 2292273152.000000', 'ru_total_cores': 1.0}",5616.0,redhat-72-001,1.0,0.17,xvda = 2.13,Red Hat Enterprise Linux Server,3739.87,,0.0,xvda = 0.00,,,xvda = 0.48,,,,,,,t3a.micro,Yes,AMD EPYC 7571,2.0,1.0,,RHEL,50.66,,,48.11,,47.93,47.83,46.79,46.55,46.39,607.94,,,577.28,575.13,574.0,,561.52,558.58,556.67,General Purpose: 3 GB,,0.24,2.88,0.24,2.88,,normal,,ACTIVE,2021-11-12 06:33:23.713,2021-11-12 06:33:23.713
3162336,Oracle,,,,,vm,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 16115}",16115.0,zen_goldwasser_38b47ae7da88,,,,Ubuntu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:29.133,2021-11-12 06:33:29.133
3158378,Azure,East US,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Microsoft Windows Server 2008 STD', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 2, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 151}",151.0,USNHCTVSDC2,,,,Microsoft Windows Server 2008 STD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:26.500,2021-11-12 06:33:26.500
3154326,AWS,US East (N. Virginia),Shared,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': 2300.0, 'os_name': u'Mac OS X', 'ram_size_type': u'GB', 'type_id': 2, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': 8192.0, 'total_cores': 4, 'hard_disk_size': None, 'os_arch': u'64', 'hard_disk_size_type': None, 'cpucount': 1, 'os_fk': 244, 'service_level_id': 1, 'cpucore': 4, 'virtual_host': False, 'id': 10095}",10095.0,Dapsys-MBP,4.0,8.0,,Mac OS X,,,,,,,,,,,,,,t3a.xlarge,Yes,AMD EPYC 7571,4.0,16.0,,Linux,109.79,,,68.84,,65.53,64.25,47.45,43.95,41.28,1317.5,,,826.07,786.32,771.0,,569.4,527.34,495.33,,,,,,,,yellow,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_used, nic_in_speed, nic_out_speed, nic_out_transfer",ACTIVE,2021-11-12 06:33:21.870,2021-11-12 06:33:21.873
3155579,AWS,US East (N. Virginia),Shared,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 16078}",16078.0,loving_panini_a3eb560ef7fe,,,,Ubuntu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:23.286,2021-11-12 06:33:23.286
3161080,Oracle,,,,,vm,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'CentOS', 'ram_size_type': u'GB', 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': 1024.0, 'total_cores': 1, 'hard_disk_size': Decimal('20.00'), 'os_arch': '', 'hard_disk_size_type': u'GB', 'cpucount': 1, 'os_fk': 19, 'service_level_id': 1, 'cpucore': 1, 'virtual_host': False, 'id': 10141}",10141.0,RC-QA-3-246,1.0,1.0,20.00,CentOS,,,,,,,,,,,,,,VM.Standard2.1,,"Intel Xeon Platinum 8167M. Base frequency 2.0 GHz, max turbo frequency 2.4 GHz.",2.0,15.0,1 Gbps,"CentOS, Oracle Linux or Ubuntu Linux",46.56,,,,,,,,,,558.89,,,,,,,,,,Up to 1 PB of remote Block Volumes,20.0,0.51,6.12,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_latency, disk_write_latency, disk_used, nic_in_speed, nic_out_speed, nic_out_transfer",ACTIVE,2021-11-12 06:33:28.306,2021-11-12 06:33:28.306
3162718,Oracle,,,,,vm,ru,95th,10,,True,True,False,True,,,,All,"{'disk_iops_read': u'sda = 135.430000', 'type_id': 3, 'ram': 512.0, 'total_cores': 1, 'disk_read_io_rate': u'sda = 7.380000', 'nic_in_speed': u'ens36 = 0.020000, lo = 0.000000', 'disk_iops_write': u'sda = 6.690000', 'disk_write_latency': u'sda = 7.090000', 'id': 10409, 'nics': [{'nic_in_speed': 0.02, 'sensor': u'ens36', 'nic_in_transfer': 42765.53, 'nic_out_speed': 0.02, 'nic_out_transfer': 40425.64}, {'nic_in_speed': 0.0, 'sensor': u'lo', 'nic_in_transfer': 43.88, 'nic_out_speed': 0.0, 'nic_out_transfer': 43.88}], 'os_arch': u'64', 'disk_write_io_rate': u'sda = 0.040000', 'ram_size_type': u'MB', 'os_name': u'Ubuntu', 'nic_in_transfer': u'ens36 = 42765.530000, lo = 43.880000', 'hard_disk_size': Decimal('40.00'), 'total_part_disk_size': None, 'hard_disk_size_type': u'GB', 'disk_total': u'sda = 42949672960.000000', 'cpucount': 1, 'disk_free': u'sda = 29919875072.000000', 'service_level_id': 5, 'ru_ram': 146, 'cpupower': 2700.0, 'nic_out_speed': u'ens36 = 0.020000, lo = 0.000000', 'disk_read_latency': u'sda = 1.390000', 'disks': [{'disk_read_latency': 1.39, 'disk_used': 17536114688.0, 'disk_iops_write': 6.69, 'disk_total': 42949672960.0, 'disk_read_io_rate': 7.38, 'disk_free': 29919875072.0, 'disk_iops_read': 135.43, 'disk_write_latency': 7.09, 'sensor': u'sda', 'disk_write_io_rate': 0.04}], 'monitoring_enabled': True, 'os_fk': 21, 'virtual_host': False, 'nic_out_transfer': u'ens36 = 40425.640000, lo = 43.880000', 'cpucore': 1, 'disk_used': u'sda = 17536114688.000000', 'ru_total_cores': 2.0}",10409.0,s3-tomcat-9066.device42.pvt,2.0,0.14,sda = 16.33,Ubuntu,40469.52,42809.41,0.02,,,,sda = 135.43,,,sda = 1.39,,,,VM.Standard2.1,,"Intel Xeon Platinum 8167M. Base frequency 2.0 GHz, max turbo frequency 2.4 GHz.",2.0,15.0,1 Gbps,"CentOS, Oracle Linux or Ubuntu Linux",46.56,,,,,,,,,,558.89,,,,,,,,,,Up to 1 PB of remote Block Volumes,16.33,0.42,5.04,0.0,0.0,,normal,,ACTIVE,2021-11-12 06:33:29.430,2021-11-12 06:33:29.430
3162415,Oracle,,,,,vm,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 16196}",16196.0,chromeBrowser-1_3482e91b6c6e,,,,Ubuntu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:29.146,2021-11-12 06:33:29.146
3162104,Oracle,,,,,vm,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 15624}",15624.0,bdf5d45e2622,,,,Ubuntu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:28.990,2021-11-12 06:33:28.990
3160312,Azure,East US,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 16370}",16370.0,trusting_hamilton_7f73e01bef64,,,,Ubuntu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:27.503,2021-11-12 06:33:27.503
3156726,GCP,us-east4,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'CentOS', 'ram_size_type': u'GB', 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': 2048.0, 'total_cores': 1, 'hard_disk_size': Decimal('20.00'), 'os_arch': '', 'hard_disk_size_type': u'GB', 'cpucount': 1, 'os_fk': 19, 'service_level_id': 1, 'cpucore': 1, 'virtual_host': False, 'id': 10495}",10495.0,QA-RC-90-3-16,1.0,2.0,20.00,CentOS,,,,,,,,,,,,,,e2-small,Yes,2.0 GHz Intel Xeon Scalable Processor (Skylake),2.0,2.0,,Linux,13.77,4.13,8.68,,6.2,,,,,,165.28,49.58,104.13,,,,74.38,,,,Storage PD Capacity in Virginia: 20 GB,,0.88,10.56,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_read_latency, disk_write_latency, disk_used, nic_out_transfer",ACTIVE,2021-11-12 06:33:24.793,2021-11-12 06:33:24.793
3155964,AWS,US East (N. Virginia),Shared,,,,ru,95th,10,,True,True,False,True,,,,All,"{'ru_ram': 1138, 'cpupower': '', 'os_name': u'Microsoft Windows NT', 'service_level_id': 1, 'type_id': 3, 'nics': [], 'total_part_disk_size': None, 'ram': 1024.0, 'total_cores': 1, 'monitoring_enabled': True, 'disks': [], 'hard_disk_size_type': u'GB', 'hard_disk_size': Decimal('4.00'), 'os_arch': '', 'ram_size_type': u'GB', 'cpucount': 1, 'cpucore': 1, 'virtual_host': False, 'ru_total_cores': 1.0, 'id': 938, 'os_fk': 303}",938.0,Windows NT4,1.0,1.11,,Microsoft Windows NT,,,,,,,,,,,,,,t2.small,Yes,Intel Xeon Family,1.0,2.0,,Windows,23.36,,,17.23,,16.66,16.5,14.02,12.71,11.94,280.32,,,206.74,199.86,198.0,,168.19,152.51,143.33,,,,,,,,normal,"disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_used, nic_in_speed, nic_out_speed, nic_out_transfer",ACTIVE,2021-11-12 06:33:23.700,2021-11-12 06:33:23.700
3155549,AWS,US East (N. Virginia),Shared,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'gke-11410-gke36-cos-u-73-11647-293-0-v200406-pre', 'ram_size_type': u'GB', 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': 3840.0, 'total_cores': 1, 'hard_disk_size': Decimal('100.00'), 'os_arch': '', 'hard_disk_size_type': u'GB', 'cpucount': 1, 'os_fk': 311, 'service_level_id': 1, 'cpucore': 1, 'virtual_host': False, 'id': 16036}",16036.0,gke-d42-k8s-default-pool-78f70870-mbmo,1.0,3.75,100.00,gke-11410-gke36-cos-u-73-11647-293-0-v200406-pre,,,,,,,,,,,,,,t3a.medium,Yes,AMD EPYC 7571,2.0,4.0,,Linux,27.45,,,17.23,,16.34,16.08,11.83,10.98,10.33,329.38,,,206.74,196.11,193.0,,141.91,131.7,124.0,Cold HDD: 500 GB,,7.5,90.0,,,,yellow,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_used, nic_in_speed, nic_out_speed, nic_out_transfer",ACTIVE,2021-11-12 06:33:23.266,2021-11-12 06:33:23.266
3161515,Oracle,,,,,vm,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Microsoft Windows Server 2008 R2 (64-bit)', 'ram_size_type': u'MB', 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': 512.0, 'total_cores': 1, 'hard_disk_size': Decimal('10.00'), 'os_arch': '', 'hard_disk_size_type': u'GB', 'cpucount': 1, 'os_fk': 247, 'service_level_id': 11, 'cpucore': 1, 'virtual_host': False, 'id': 13567}",13567.0,w2k8-min-25136,1.0,0.5,10.00,Microsoft Windows Server 2008 R2 (64-bit),,,,,,,,,,,,,,VM.Standard2.1,,"Intel Xeon Platinum 8167M. Base frequency 2.0 GHz, max turbo frequency 2.4 GHz.",2.0,15.0,1 Gbps,Windows Server OS,113.71,,,,,,,,,,1364.81,,,,,,,,,,Up to 1 PB of remote Block Volumes,10.0,0.26,3.12,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_latency, disk_write_latency, disk_used, nic_in_speed, nic_out_speed, nic_out_transfer",ACTIVE,2021-11-12 06:33:28.686,2021-11-12 06:33:28.686
3156650,GCP,us-east4,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': 2700.0, 'os_name': u'Ubuntu', 'ram_size_type': u'GB', 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': 1024.0, 'total_cores': 2, 'hard_disk_size': None, 'os_arch': u'64', 'hard_disk_size_type': None, 'cpucount': 2, 'os_fk': 21, 'service_level_id': 1, 'cpucore': 1, 'virtual_host': False, 'id': 10397}",10397.0,ubu-90-10-13.d42-laps.local,2.0,1.0,,Ubuntu,,,,,,,,,,,,,,e2-micro,Yes,2.0 GHz Intel Xeon Scalable Processor (Skylake),2.0,1.0,,Linux,6.89,2.07,4.34,,3.1,,,,,,82.64,24.79,52.06,,,,37.19,,,,,,,,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_read_latency, disk_write_latency, disk_used, nic_out_transfer",ACTIVE,2021-11-12 06:33:24.723,2021-11-12 06:33:24.723
3157271,GCP,us-east4,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 14287}",14287.0,6e868c3ee88c,,,,Ubuntu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:25.403,2021-11-12 06:33:25.403
3162894,VMware,AWS US East (N. Virginia),,Production,i3en.metal,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': 2930.0, 'os_name': u'Ubuntu', 'ram_size_type': u'GB', 'type_id': 2, 'monitoring_enabled': False, 'total_part_disk_size': Decimal('14.00'), 'ram': 145408.0, 'total_cores': 12, 'hard_disk_size': Decimal('14.00'), 'os_arch': u'64', 'hard_disk_size_type': None, 'cpucount': 2, 'cluster_id': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': 6, 'virtual_host': True, 'id': 13714}",13714.0,ubuntu-0-108,12.0,142.0,14.00,Ubuntu,,,,,,,,,,,,,,i3en.metal 8,,,48.0,768.0,,,,,,,,,,,,,,,,,,,,,,,NVMe (~45.8 TiB raw storage capacity),,,,,,,normal,"ru_total_cores, ru_ram, disk_used",ACTIVE,2021-11-12 06:33:29.610,2021-11-12 06:33:29.610
3155665,AWS,US East (N. Virginia),Shared,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'CentOS', 'ram_size_type': u'GB', 'type_id': 3, 'monitoring_enabled': True, 'total_part_disk_size': None, 'ram': 8192.0, 'total_cores': 2, 'hard_disk_size': Decimal('100.00'), 'os_arch': '', 'hard_disk_size_type': u'GB', 'cpucount': 2, 'os_fk': 19, 'service_level_id': 11, 'cpucore': 1, 'virtual_host': False, 'id': 16165}",16165.0,AIQtest,2.0,8.0,100.00,CentOS,,,,,,,,,,,,,,t3a.large,Yes,AMD EPYC 7571,2.0,8.0,,Linux,54.9,,,34.38,,32.77,32.08,23.72,21.92,20.64,658.75,,,412.6,393.22,385.0,,284.7,263.07,247.67,Cold HDD: 500 GB,,7.5,90.0,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_io_rate, disk_write_io_rate, disk_used, nic_in_speed, nic_out_speed, nic_out_transfer",ACTIVE,2021-11-12 06:33:23.303,2021-11-12 06:33:23.303
3157797,GCP,us-east4,,,,,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': '', 'os_name': u'Ubuntu', 'ram_size_type': None, 'type_id': 3, 'monitoring_enabled': False, 'total_part_disk_size': None, 'ram': '', 'total_cores': '', 'hard_disk_size': None, 'os_arch': '', 'hard_disk_size_type': None, 'cpucount': None, 'os_fk': 21, 'service_level_id': 1, 'cpucore': None, 'virtual_host': False, 'id': 16054}",16054.0,confident_morse_508069ed367f,,,,Ubuntu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,red,,ACTIVE,2021-11-12 06:33:25.640,2021-11-12 06:33:25.640
3161636,Oracle,,,,,vm,regular,95th,10,,True,True,False,True,,,,All,"{'cpupower': 2700.0, 'os_name': u'CentOS', 'ram_size_type': u'GB', 'type_id': 3, 'monitoring_enabled': True, 'total_part_disk_size': None, 'ram': 3072.0, 'total_cores': 2, 'hard_disk_size': None, 'os_arch': u'64', 'hard_disk_size_type': None, 'cpucount': 2, 'os_fk': 19, 'service_level_id': 1, 'cpucore': 1, 'virtual_host': False, 'id': 13807}",13807.0,oracle-90119,2.0,3.0,,CentOS,,,,,,,,,,,,,,VM.Standard2.1,,"Intel Xeon Platinum 8167M. Base frequency 2.0 GHz, max turbo frequency 2.4 GHz.",2.0,15.0,1 Gbps,"CentOS, Oracle Linux or Ubuntu Linux",46.56,,,,,,,,,,558.89,,,,,,,,,,Up to 1 PB of remote Block Volumes,,,,,,,normal,"ru_total_cores, ru_ram, disk_iops_read, disk_iops_write, disk_read_latency, disk_write_latency, disk_used, nic_in_speed, nic_out_speed, nic_out_transfer",ACTIVE,2021-11-12 06:33:28.873,2021-11-12 06:33:28.873
