Column1,Job Posting ID,Job Posting Date,Job Title,Job Title Full,Job Title Additional Info,Job Position Type,Job Position Level,Years of Experience,Job Skills,Job Location,Minimum Pay,Maximum Pay,Pay Rate,Number of Applicants,Company Name,Company Industry,Company Size,Average Pay
8324,2688417994,2019-06-24 00:00:00.000,"Software Engineer","Software Engineer, Cloud","","Full-time","Mid-Senior level",7,"['graphql', 'cloud', 'agile', 'server', 'node.js', 'git', 'backend', 'ci/cd', 'golang', 'java', 'aws', 'rust', 'javascript/typescript']","United States",,,"",40,"Tanium","Information Technology & Services","1,001-5,000 employees",
8327,2655104125,2019-06-24 00:00:00.000,"Software Engineer","Software Engineer Iv","","Full-time","Mid-Senior level",4,"['java', 'programming', 'xml', 'sql', 'c']","United States",,,"",50,"Jenzabar","Information Technology & Services","201-500 employees",
8444,2687876494,2019-07-04 00:00:00.000,"Software Engineer","Senior Software Engineer, Protocol","","Full-time","Associate",3,"['word']","United States",,,"",10,"Optimism PBC","Information Technology & Services","11-50 employees",
8879,2710931631,2019-08-14 00:00:00.000,"Software Engineer","Software Engineer In Test","","Full-time","Entry level",0,"['datadog', 'cloud', 'javascript', 'agile', 'docker', 'scrum', 'programming', 'ci/cd', 'coding']","United States",,,"",10,"Parsable","Information Technology & Services","51-200 employees",
9119,2708752104,2019-09-02 00:00:00.000,"Software Engineer","Lead Software Engineer, Data","","Full-time","Mid-Senior level",8,"['agile', 'aws', 'mysql', 'sql', 'nosql']","United States",,,"",,"NAVEX Global","Information Technology & Services","1,001-5,000 employees",
9459,2701837187,2019-09-30 00:00:00.000,"Software Engineer","Software Engineer Ii","","Full-time","Associate",6,"['database', 'agile/scrum', 'javascript', 'agile', 'jira', 'docker', 'git', 'iot', 'backend', 'java', 'mysql', 'no-sql']","United States",,,"",440,"Applause","Information Technology & Services","201-500 employees",
9581,2677629698,2019-10-10 00:00:00.000,"Software Engineer","Senior Front-End Software Engineer","","Full-time","Associate",3,"['saas', 'vue', 'css', 'javascript', 'html5']","United States",,,"",,"Xpanse","Information Technology & Services","51-200 employees",
9721,2732769212,2019-10-21 00:00:00.000,"Software Engineer","Mediamanager Software Engineer","","Full-time","Associate",3,"['javascript', 'agile', 'jira', 'html5', 'git', 'css', 'aws', 'sql', 'nosql', 'coding']","United States",,,"",140,"Inmar Intelligence","Information Technology & Services","1,001-5,000 employees",
10117,2713192855,2019-11-22 00:00:00.000,"Software Engineer","Senior Software Engineer, Web","","Full-time","Associate",1,"['agile', 'css']","United States",,,"",,"Lunchbox","Information Technology & Services","51-200 employees",
10409,2687875543,2019-12-18 00:00:00.000,"Software Engineer","Senior Software Engineer, General","","Full-time","Associate",4,"['word']","United States",,,"",10,"Optimism PBC","Information Technology & Services","11-50 employees",
10922,2620597082,2020-01-14 00:00:00.000,"Software Engineer","Staff Software Engineer, Instore","","Full-time","Associate",3,"['database', 'cloud', 'agile', 'asp.net', 'c', 'aws', 'go', 'azure', 'terminal']","United States",,,"",20,"PAR Technology","Information Technology & Services","501-1,000 employees",
11502,2661918542,2020-02-16 00:00:00.000,"Software Engineer","Senior Software Engineer, Iam Protocols","","Full-time","Mid-Senior level",3,"['node.js', 'mongodb', 'server']","United States",,,"",10,"Auth0","Information Technology & Services","501-1,000 employees",
11778,2522202007,2020-04-25 00:00:00.000,"Software Engineer","Senior Full Stack Software Engineer","","Full-time","Mid-Senior level",7,"['database', 'javascript', 'python', 'linux', 'docker', 'node.js', 'git', 'programming', 'iot', 'jquery']","United States",,,"",50,"Tenna","Information Technology & Services","11-50 employees",
12326,2706594019,2020-05-22 00:00:00.000,"Software Engineer","Senior Salesforce Software Engineer","","Full-time","Associate",5,"['cloud', 'javascript', 'css', 'ios', 'programming', 'mongodb', 'github', 'backend', 'ci/cd', 'html', 'go', 'coding']","United States",,,"",30,"League","Information Technology & Services","201-500 employees",
12735,2697218549,2020-06-02 00:00:00.000,"Software Engineer","Principal Software Engineer","","Full-time","Mid-Senior level",6,"['redis', 'codebase', 'saas', 'agile', 'programming', 'python', 'redshift', 'coding', 'aurora', 'mongodb', 'postgres']","United States",,,"",50,"Avesta Computer Services","Information Technology & Services","51-200 employees",
12767,2675996977,2020-06-03 00:00:00.000,"Software Engineer","Software Engineer 4","","Full-time","Mid-Senior level",8,"['back-end', 'node.js', 'cloud', 'java', 'javascript', 'aws', 'agile', 'docker']","United States",,,"",90,"Asurion","Information Technology & Services","10,001+ employees",
12907,2731425838,2020-06-07 00:00:00.000,"Software Engineer","Software Engineer 1","","Full-time","Entry level",3,"['node.js', 'json', 'java', 'kotlin', 'css', 'javascript', 'agile', 'rust']","United States",,,"",1740,"Praeses","Information Technology & Services","51-200 employees",
13338,2675962669,2020-06-20 00:00:00.000,"Software Engineer","Software Engineer- Api And Services Development","","Full-time","Mid-Senior level",8,"['scrum', 'backend', 'css', 'javascript', 'agile', 'programming', 'jquery', 'c']","United States",,,"",30,"Eyefinity","Information Technology & Services","201-500 employees",
13396,2711083209,2020-06-22 00:00:00.000,"Software Engineer","Lead Software Engineer","","Full-time","Mid-Senior level",6,"['cloud', 'python', 'gcp', 'mongodb', 'java', 'aws', 'azure']","United States",,,"",10,"EPAM Systems","Information Technology & Services","10,001+ employees",
13550,2741569308,2020-06-28 00:00:00.000,"Software Engineer","Associate Software Engineer","","Full-time","Mid-Senior level",9,"['javascript', 'agile', 'node', 'saas', 'java', 'sql', 'jquery']","United States",,,"",350,"Blackboard","Information Technology & Services","1,001-5,000 employees",
13648,2475166205,2020-07-01 00:00:00.000,"Software Engineer","Senior Software Engineer, Frontend","","Full-time","Mid-Senior level",6,"['git', 'frontend', 'ci/cd', 'cloud', 'vue', 'css', 'javascript', 'agile', 'server', 'go']","United States",,,"",70,"Tanium","Information Technology & Services","1,001-5,000 employees",
13728,2696937140,2020-07-04 00:00:00.000,"Software Engineer","Ngfe Software Engineer","","Full-time","Entry level",2,"['agile/scrum', 'python', 'linux', 'hadoop', 'server', 'git', 'programming', 'oracle', 'ci/cd', 'java', 'mysql', 'sql', 'coding', 'terminal']","United States",,,"",80,"Cotiviti","Information Technology & Services","5,001-10,000 employees",
14273,2739969478,2020-07-24 00:00:00.000,"Software Engineer","Software Engineer, Production Support","","Full-time","Mid-Senior level",6,"['node.js', 'css', 'aws', 'html', 'c']","United States",,,"",90,"NAVEX Global","Information Technology & Services","1,001-5,000 employees",
14318,2703693130,2020-07-26 00:00:00.000,"Software Engineer","Remote- Senior Software Engineer","","Full-time","Mid-Senior level",6,"['oracle', 'warehousing', 'database', 'backend', 'cloud', 'json', 'java', 'data_lakes', 'aws', 'nlp', 'agile', 'python', 'coding', 'etl', 'pl/sql', 'sql', 'apache', 'ai', 'machine_learning', 'azure', 'spark']","United States",,,"",210,"Oracle","Information Technology & Services","10,001+ employees",
14755,2677632258,2020-08-08 00:00:00.000,"Software Engineer","Senior Front-End Software Engineer","","Full-time","Associate",3,"['saas', 'vue', 'css', 'javascript', 'html5']","United States",,,"",,"Xpanse","Information Technology & Services","51-200 employees",
14783,2689841696,2020-08-09 00:00:00.000,"Software Engineer","Remote Full Stack Software Engineer, Javascript","","Full-time","Mid-Senior level",8,"['vue', 'json', 'javascript', 'agile', 'selenium', 'node', 'html5']","United States",,,"",340,"Verys","Information Technology & Services","201-500 employees",
14811,2677628705,2020-08-10 00:00:00.000,"Software Engineer","Senior Front-End Software Engineer","","Full-time","Associate",3,"['saas', 'vue', 'css', 'javascript', 'html5']","United States",,,"",,"Xpanse","Information Technology & Services","51-200 employees",
15140,2749762316,2020-08-23 00:00:00.000,"Software Engineer",".Net Front-End Software Engineer","","Full-time","Mid-Senior level",10,"['github', 'git', 'microsoft', 'vue', 'nlp', 'ai', 'machine_learning', 'azure']","United States",,,"",,"NLP Logix","Information Technology & Services","51-200 employees",
15162,2720483439,2020-08-24 00:00:00.000,"Software Engineer","Remote Full Stack Software Engineer, Javascript","","Full-time","Mid-Senior level",6,"['vue', 'json', 'javascript', 'agile', 'selenium', 'node', 'html5']","United States",,,"",280,"Verys","Information Technology & Services","201-500 employees",
16190,2746664499,2020-10-08 00:00:00.000,"Software Engineer","Full Stack Software Engineer","","Full-time","Entry level",4,"['graphql', 'javascript', 'python', 'node.js', 'programming', 'iot', 'golang', 'ai', 'go', 'postgres']","United States",,,"",20,"Veritone, Inc.","Information Technology & Services","201-500 employees",
16640,2677626917,2020-12-01 00:00:00.000,"Software Engineer","Senior Front-End Software Engineer","","Full-time","Associate",4,"['saas', 'vue', 'css', 'javascript', 'html5']","United States",,,"",,"Xpanse","Information Technology & Services","51-200 employees",
17268,2677627742,2021-01-20 00:00:00.000,"Software Engineer","Senior Front-End Software Engineer","","Full-time","Associate",4,"['saas', 'vue', 'css', 'javascript', 'html5']","United States",,,"",,"Xpanse","Information Technology & Services","51-200 employees",
18139,2713203942,2021-02-21 00:00:00.000,"Software Engineer","Software Engineer, Implementation","","Full-time","Entry level",1,"['python', 'ai', 'machine_learning']","United States",,,"",580,"AKASA","Information Technology & Services","51-200 employees",
18335,2709017304,2021-02-26 00:00:00.000,"Software Engineer","Software Engineer, Cad Integrations","","Full-time","Mid-Senior level",8,"['r', 'c++', 'java', 'javascript', 'agile', 'python', 'programming', 'html5', 'c']","United States",,,"",110,"Centric Software","Information Technology & Services","201-500 employees",
19321,2691084333,2021-03-27 00:00:00.000,"Software Engineer","Principal Software Engineer","","Full-time","Mid-Senior level",2,"['cloud', 'saas', 'java', 'javascript', 'aws', 'agile', 'go']","United States",,,"",30,"Lunchbox","Information Technology & Services","51-200 employees",
19343,2715119226,2021-03-29 00:00:00.000,"Software Engineer","Software Engineer, Core 4X Engine","","Full-time","Entry level",2,"['cloud', 'javascript', 'ai/ml', 'linux', 'git', 'java', 'nosql', 'kotlin']","United States",,,"",,"Smarsh","Information Technology & Services","501-1,000 employees",
19795,2713198496,2021-04-27 00:00:00.000,"Software Engineer","Software Engineer Ii, Ios","","Full-time","Associate",6,"['agile', 'back-end', 'ios', 'programming', 'swift']","United States",,,"",20,"Lunchbox","Information Technology & Services","51-200 employees",
20454,2678745917,2021-05-31 00:00:00.000,"Software Engineer","Software Engineer Ii: Where-To-Buy","","Full-time","Associate",3,"['database', 'ci/cd', 'saas', 'cloud', 'golang', 'aws', 'agile', 'postgresql', 'sql', 'nosql', 'mongodb', 'devops']","United States",,,"",20,"PriceSpider","Information Technology & Services","51-200 employees",
20778,2691675539,2021-06-12 00:00:00.000,"Software Engineer","Software Engineer In Test","","Full-time","Mid-Senior level",6,"['oracle', 'cloud', 'saas', 'java', 'python', 'programming', 'selenium']","United States",,,"",260,"Oracle","Information Technology & Services","10,001+ employees",
20859,2483619856,2021-06-14 00:00:00.000,"Software Engineer","Ruby-On-Rails Software Engineer","","Full-time","Mid-Senior level",4,"['graphql', 'database', 'cloud', 'javascript', 'ruby', 'agile', 'git', 'postgresql', 'bash']","United States",,,"",180,"Tangoe","Information Technology & Services","1,001-5,000 employees",
20905,2709761241,2021-06-16 00:00:00.000,"Software Engineer","Software Engineer Ii","","Full-time","Entry level",2,"['database', 'cloud', 'javascript', 'agile', 'linux', 'server', 'git', 'scrum', 'css', 'programming', 'devops', 'oracle', 'microsoft', 'java', 'aws', 'html', 'mysql', 'sql', 'azure', 'coding', 'jquery']","United States",,,"",230,"BitTitan","Information Technology & Services","51-200 employees",
20947,2622954962,2021-06-17 00:00:00.000,"Software Engineer","Software Engineer/Seniorsoftware Engineer","","Full-time","Associate",2,"['github', 'scrum', 'cloud', 'java', 'mysql', 'agile', 'xml']","United States",,,"",,"The Judge Group","Information Technology & Services","1,001-5,000 employees",
21258,2712803424,2021-06-27 00:00:00.000,"Software Engineer","Lead Software Engineer, Quantum Device Design And Fabrication","","Full-time","Mid-Senior level",1,"['cloud', 'python', 'vue', 'programming', 'aws', 'etl', 'postgresql', 'machine_learning']","United States",,,"",20,"Rigetti Computing","Information Technology & Services","51-200 employees",
21715,2736096343,2021-07-15 00:00:00.000,"Software Engineer","Remote Full Stack Software Engineer, Javascript","","Full-time","Mid-Senior level",7,"['cloud', 'gcp', 'vue', 'json', 'javascript', 'aws', 'agile', 'selenium', 'node', 'html5', 'azure']","United States",,,"",230,"Verys, a West Monroe company","Information Technology & Services","201-500 employees",
22043,2708753131,2021-08-03 00:00:00.000,"Software Engineer","Senior Staff Software Engineer, Data","","Full-time","Mid-Senior level",4,"['saas', 'aws', 'agile', 'sql', 'nosql']","United States",,,"",,"NAVEX Global","Information Technology & Services","1,001-5,000 employees",
22145,2697753949,2021-08-12 00:00:00.000,"Software Engineer","Lead-Architecture And Coding /Principle Software Engineer","","Full-time","Mid-Senior level",1,"['redis', 'codebase', 'saas', 'agile', 'python', 'redshift', 'coding', 'programming', 'aurora', 'mongodb', 'postgres']","United States",,,"",10,"Avesta Computer Services","Information Technology & Services","51-200 employees",
23402,2687872779,2021-10-16 00:00:00.000,"Software Engineer","Senior Software Engineer, Distributed Systems","","Full-time","Associate",5,"['word', 'cloud', 'golang', 'docker']","United States",,,"",10,"Optimism PBC","Information Technology & Services","11-50 employees",
24449,2697783024,2021-12-04 00:00:00.000,"Software Engineer","Senior Software Engineer, Cq","","Full-time","Associate",4,"['database', 'agile', 'r', 'scrum', 'frontend', 'programming', 'backend', 'java', 'sql', 'apache', 'machine_learning']","United States",,,"",10,"FiscalNote","Information Technology & Services","501-1,000 employees",
24861,2679337671,2021-12-20 00:00:00.000,"Software Engineer","Software Engineer, Compilers, Llvm","","Full-time","Mid-Senior level",8,"['backend', 'c++', 'programming', 'c']","United States",,,"",,"Pensando Systems","Information Technology & Services","201-500 employees",
1307,2655904442,2017-06-13 00:00:00.000,"Software Engineer","Back-End Software Engineer","","Full-time","Associate",4,"['cloud', 'vue.js', 'agile', 'docker', 'back-end', 'node.js', 'aws', 'mysql', 'go', 'atlassian']","United States",,,"",280,"Loop","Internet","51-200 employees",
1397,2740417302,2017-06-22 00:00:00.000,"Software Engineer","Senior Software Engineer, Remote","","Full-time","Associate",2,"['agile', 'r', 'node.js', 'c', 'scala']","United States",,,"",30,"Zocdoc","Internet","501-1,000 employees",
1443,2709423208,2017-06-27 00:00:00.000,"Software Engineer","Principal Software Engineer","","Full-time","Associate",2,"['oracle', 'ibm', 'cloud', 'postgresql', 'sql']","United States",,,"",30,"Dice","Internet","1,001-5,000 employees",
1731,2684175410,2017-07-26 00:00:00.000,"Software Engineer","Senior Java Software Engineer","","Full-time","Associate",2,"['database', 'java', 'shell', 'aws', 'mysql', 'linux', 'nosql']","United States",,,"",10,"Dice","Internet","1,001-5,000 employees",
1909,2680805428,2017-08-18 00:00:00.000,"Software Engineer","Internal Software Engineer","","Full-time","Internship",1,"['graphql', 'javascript', 'python', 'php']","United States",,,"",80,"Facebook","Internet","10,001+ employees",
2314,2688180154,2017-10-09 00:00:00.000,"Software Engineer","Support Software Engineer","","Full-time","Entry level",2,"['graphql', 'ci/cd', 'javascript', 'node', 'mongodb', 'server']","United States",,,"",760,"Allocations","Internet","11-50 employees",
3311,2680806173,2018-01-28 00:00:00.000,"Software Engineer","Internal Software Engineer","","Full-time","Internship",0,"['graphql', 'backend', 'frontend', 'c++', 'java', 'python', 'php']","United States",,,"",290,"Facebook","Internet","10,001+ employees",
3639,2714409891,2018-02-15 00:00:00.000,"Software Engineer","Software Engineer  Ii","","Full-time","Associate",4,"['slack', 'spark', 'nlp', 'ml']","United States",,,"",160,"Grubhub","Internet","1,001-5,000 employees",
4371,2709769352,2018-05-04 00:00:00.000,"Software Engineer","Staff Integrations Software Engineer","","Full-time","Associate",4,"['ruby', 'python', 'gdpr', 'programming', 'c', 'java', 'go', 'js']","United States",,,"",10,"Contrast Security","Internet","201-500 employees",
4966,2428624104,2018-06-29 00:00:00.000,"Software Engineer","Senior Software Engineer, Infrastructure Security","","Full-time","Associate",3,"['cloud', 'gcp', 'java', 'aws', 'python', 'programming', 'azure', 'c']","United States",,,"",50,"HubSpot","Internet","1,001-5,000 employees",
5583,2752984796,2018-09-06 00:00:00.000,"Software Engineer","Software Engineer, Back End","","Full-time","Entry level",3,"['back-end', 'numpy', 'pandas', 'scikit-learn', 'cloud', 'gcp', 'aws', 'python', 'redshift', 'ml', 'docker', 'machine_learning', 'postgres', 'azure']","United States",,,"",,"Dice","Internet","1,001-5,000 employees",
6085,2711815804,2018-11-03 00:00:00.000,"Software Engineer","Senior Software Engineer- Full Stack","","Full-time","Associate",5,"['oracle', 'git', 'microsoft', 'cloud', 'saas', 'ajax', 'javascript', 'aws', 'html', 'node', 'asp.net', 'sql', 'server', 'c']","United States",,,"",,"Dice","Internet","1,001-5,000 employees",
6377,2695073988,2018-12-03 00:00:00.000,"Software Engineer","Javascript Software Engineer- Contract","","Full-time","Entry level",3,"['node.js', 'javascript', 'aws', 'server']","United States",,,"",330,"Chegg Inc.","Internet","501-1,000 employees",
6464,2740292810,2018-12-10 00:00:00.000,"Software Engineer","Internal Software Engineer, Bp&T","","Full-time","Internship",1,"['graphql', 'javascript', 'python', 'php']","United States",,,"",40,"Facebook","Internet","10,001+ employees",
7341,2715632038,2019-03-11 00:00:00.000,"Software Engineer","Senior Backend Software Engineer, Fintech","","Full-time","Associate",5,"['slack', 'backend', 'java', 'aws', 'go']","United States",,,"",30,"HubSpot","Internet","1,001-5,000 employees",
7399,2745571243,2019-03-17 00:00:00.000,"Software Engineer","Software Engineer- Remote- Full Time","","Full-time","Entry level",1,"['java', 'coding']","United States",,,"",20,"Dice","Internet","1,001-5,000 employees",
8333,2745678142,2019-06-25 00:00:00.000,"Software Engineer","Senior Software Engineer, Candidate Experience","","Full-time","Associate",4,"['javascript', 'vue.js', 'python', 'postgres']","United States",,,"",20,"Canvas","Internet","51-200 employees",
8416,1989010809,2019-07-02 00:00:00.000,"Software Engineer","Senior Software Engineer, Data Infrastructure","","Full-time","Associate",4,"['database', 'hadoop', 'spark', 'aws', 'mysql']","United States",,,"",280,"HubSpot","Internet","1,001-5,000 employees",
8563,2681900389,2019-07-16 00:00:00.000,"Software Engineer","Software Engineer, Video Systems","","Full-time","Entry level",2,"[]","United States",,,"",90,"Gather Town","Internet","11-50 employees",
8617,2589141130,2019-07-20 00:00:00.000,"Software Engineer","Senior Software Engineer, Framework Data And Reporting","","Full-time","Associate",5,"['java', 'mysql', 'spark']","United States",,,"",10,"HubSpot","Internet","1,001-5,000 employees",
9708,2694551504,2019-10-20 00:00:00.000,"Software Engineer","Internal Software Engineer, Bp&T","","Full-time","Internship",0,"['graphql', 'javascript', 'python', 'php']","United States",,,"",20,"Facebook","Internet","10,001+ employees",
9795,2739854237,2019-10-27 00:00:00.000,"Software Engineer","Remote Software Engineer","","Full-time","Associate",3,"['database', 'cloud', 'ruby', 'python', 'linux', 'back-end', 'php', 'perl', 'shell', 'aws', 'mysql', 'sql', 'nosql', 'apache', 'azure', 'coding', 'postgres', 'js']","United States",,,"",260,"Thomas","Internet","201-500 employees",
11362,2715626698,2020-02-05 00:00:00.000,"Software Engineer","Senior Backend Software Engineer, Pricing And Packaging","","Full-time","Associate",6,"['slack', 'backend', 'java', 'aws', 'go']","United States",,,"",40,"HubSpot","Internet","1,001-5,000 employees",
11809,2708895486,2020-04-27 00:00:00.000,"Software Engineer","Remote Back End Java Software Engineer","","Full-time","Entry level",1,"['programming', 'postgresql', 'devops', 'java', 'backend']","United States",,,"",80,"Dice","Internet","1,001-5,000 employees",
12321,2748485564,2020-05-21 00:00:00.000,"Software Engineer","Internal Software Engineer, Bp&T","","Full-time","Internship",1,"['graphql', 'javascript', 'python', 'frontend', 'php', 'backend', 'java', 'c++']","United States",,,"",210,"Facebook","Internet","10,001+ employees",
12415,2512476703,2020-05-24 00:00:00.000,"Software Engineer","Software Engineer, Application Development","","Full-time","Entry level",3,"['node.js', 'redis', 'c++', 'css', 'javascript', 'sass', 'ai', 'machine_learning']","United States",,,"",410,"LockerDome","Internet","51-200 employees",
12899,2744984660,2020-06-07 00:00:00.000,"Software Engineer","Senior Backend Software Engineer, Fintech","","Full-time","Associate",3,"['slack', 'backend', 'java', 'aws', 'go']","United States",,,"",140,"HubSpot","Internet","1,001-5,000 employees",
14581,2688540718,2020-08-02 00:00:00.000,"Software Engineer","Junior Software Engineer","","Full-time","Entry level",4,"['node', 'frontend', 'backend', 'redis', 'aws', 'postgres']","United States",,,"",1640,"Sora","Internet","11-50 employees",
14850,2650036494,2020-08-11 00:00:00.000,"Software Engineer","Senior Java Software Engineer","","Full-time","Associate",4,"['docker', 'gdpr', 'java', 'go', 'scala', 'kotlin']","United States",,,"",10,"Contrast Security","Internet","201-500 employees",
15122,2716403415,2020-08-22 00:00:00.000,"Software Engineer","Remote Mulesoft Software Engineer","","Full-time","Entry level",2,"['github', 'oracle', 'database', 'microsoft', 'css', 'javascript', 'mysql', 'agile', 'programming', 'asp.net', 'sql', 'docker', 'server', 'html5', 'devops', 'azure']","United States",,,"",20,"Dice","Internet","1,001-5,000 employees",
15231,2711346304,2020-08-27 00:00:00.000,"Software Engineer","Remote Mulesoft Software Engineer","","Full-time","Entry level",1,"['github', 'oracle', 'database', 'microsoft', 'css', 'javascript', 'mysql', 'agile', 'programming', 'asp.net', 'sql', 'docker', 'server', 'html5', 'devops', 'azure']","United States",,,"",,"Dice","Internet","1,001-5,000 employees",
15622,2650035537,2020-09-15 00:00:00.000,"Software Engineer","Java Software Engineer Ii","","Full-time","Entry level",1,"['docker', 'gdpr', 'java', 'go', 'scala', 'kotlin']","United States",,,"",110,"Contrast Security","Internet","201-500 employees",
15888,2688178437,2020-09-26 00:00:00.000,"Software Engineer","Frontend Software Engineer","","Full-time","Entry level",1,"['github', 'graphql', 'frontend', 'agile', 'coding', 'programming', 'node']","United States",,,"",820,"Allocations","Internet","11-50 employees",
15989,2722785723,2020-09-29 00:00:00.000,"Software Engineer","Internal Software Engineer, Bp&T","","Full-time","Internship",0,"['graphql', 'javascript', 'python', 'php']","United States",,,"",110,"Facebook","Internet","10,001+ employees",
16996,2589489894,2021-01-04 00:00:00.000,"Software Engineer","Software Engineer Ii","","Full-time","Entry level",3,"['cloud', 'python', 'jira', 'linux', 'docker', 'server', 'git', 'java', 'aws', 'mysql']","United States",,,"",40,"J2 Global","Internet","1,001-5,000 employees",
17278,2744180594,2021-01-20 00:00:00.000,"Software Engineer","Internal Software Engineer, Bp&T","","Full-time","Internship",0,"['graphql', 'javascript', 'python', 'frontend', 'php', 'backend', 'java', 'c++']","United States",,,"",10,"Facebook","Internet","10,001+ employees",
17392,2723414947,2021-01-26 00:00:00.000,"Software Engineer","Staff Software Engineer, Fulfillment","","Full-time","Associate",5,"['database', 'cloud', 'javascript', 'agile', 'python', 'hadoop', 'docker', 'css', 'programming', 'php', 'spark', 'backend', 'codebase', 'java', 'html', 'sql', 'apache']","United States",,,"",,"Minted","Internet","201-500 employees",
17441,2709321478,2021-01-28 00:00:00.000,"Software Engineer","Senior Software Engineer- Firmware","","Full-time","Associate",5,"['linux', 'git', 'iot', 'backend', 'ci/cd']","United States",,,"",10,"Bird","Internet","201-500 employees",
17708,2708895248,2021-02-07 00:00:00.000,"Software Engineer","Remote C++ Software Engineer","","Full-time","Entry level",0,"['mssql', 'json', 'java', 'javascript', 'programming', 'sql', 'postgres']","United States",,,"",70,"Dice","Internet","1,001-5,000 employees",
19830,2706605588,2021-04-29 00:00:00.000,"Software Engineer","Internal Software Engineer, Bp&T","","Full-time","Internship",1,"['graphql', 'javascript', 'python', 'php']","United States",,,"",90,"Facebook","Internet","10,001+ employees",
19861,2592705112,2021-05-02 00:00:00.000,"Software Engineer","Senior Software Engineer, Infrastructure Orchestration","","Full-time","Associate",4,"['cloud', 'python', 'linux', 'saas', 'gcp', 'aws', 'sql', 'apache', 'go']","United States",,,"",60,"HubSpot","Internet","1,001-5,000 employees",
20175,2674165621,2021-05-19 00:00:00.000,"Software Engineer","Associate Software Engineer Fixed Income Opportunity With Financial Services Client! Virtual Interview, Immediate Remote Start!","","Full-time","Entry level",1,"['oracle', 'cloud', 'java', 'aws', 'sql', 'server']","United States",,,"",70,"Dice","Internet","1,001-5,000 employees",
20560,2692703422,2021-06-04 00:00:00.000,"Software Engineer","Software Engineer Ii","","Full-time","Entry level",1,"['github', 'javascript', 'python', 'coding']","United States",,,"",340,"BentoBox","Internet","51-200 employees",
20602,2009531401,2021-06-06 00:00:00.000,"Software Engineer","Senior Backend Software Engineer, Marketing Hub","","Full-time","Associate",6,"['java', 'mysql', 'spark']","United States",,,"",580,"HubSpot","Internet","1,001-5,000 employees",
20630,2599173838,2021-06-07 00:00:00.000,"Software Engineer","Php Software Engineer","","Full-time","Associate",5,"['database', 'cloud', 'javascript', 'sass', 'python', 'html5', 'linux/unix', 'gcp', 'css', 'php', 'codebase', 'aws', 'azure']","United States",,,"",530,"Shapeways","Internet","51-200 employees",
21077,2682812708,2021-06-22 00:00:00.000,"Software Engineer","Internal Software Engineer","","Full-time","Internship",1,"['graphql', 'backend', 'frontend', 'c++', 'java', 'python', 'php']","United States",,,"",320,"Facebook","Internet","10,001+ employees",
21309,2689357765,2021-06-29 00:00:00.000,"Software Engineer","Internal Software Engineer, Bp&T","","Full-time","Internship",1,"['graphql', 'javascript', 'python', 'php']","United States",,,"",20,"Facebook","Internet","10,001+ employees",
22158,2676509278,2021-08-12 00:00:00.000,"Software Engineer","Senior Software Engineer, React Native","","Full-time","Associate",4,"['javascript', 'ios', 'kotlin', 'swift']","United States",,,"",10,"HubSpot","Internet","1,001-5,000 employees",
22291,2708883655,2021-08-24 00:00:00.000,"Software Engineer","Internal Software Engineer, Bp&T","","Full-time","Internship",1,"['graphql', 'javascript', 'python', 'frontend', 'php', 'backend', 'java', 'c++']","United States",,,"",190,"Facebook","Internet","10,001+ employees",
22302,2682814575,2021-08-24 00:00:00.000,"Software Engineer","Internal Software Engineer","","Full-time","Internship",1,"['graphql', 'javascript', 'python', 'php']","United States",,,"",100,"Facebook","Internet","10,001+ employees",
22656,2715320379,2021-09-15 00:00:00.000,"Software Engineer","Software Engineer- Custom Integration Services","","Full-time","Entry level",4,"['database', 'saas', 'cloud', 'css', 'javascript', 'aws', 'html', 'php', 'linux', 'sql', 'jquery']","United States",,,"",150,"Acoustic","Internet","1,001-5,000 employees",
22984,2576471298,2021-09-29 00:00:00.000,"Software Engineer","Software Engineer, Tooling","","Full-time","Entry level",0,"['cloud', 'python', 'linux', 'r', 'node.js', 'programming', 'aws', 'twilio', 'go', 'bash']","United States",,,"",230,"Segment","Internet","501-1,000 employees",
23296,2726594744,2021-10-12 00:00:00.000,"Software Engineer","Back-End Software Engineer","","Full-time","Entry level",4,"['cloud', 'vue.js', 'agile', 'docker', 'back-end', 'node.js', 'aws', 'mysql', 'go', 'atlassian']","United States",,,"",1200,"Loop","Internet","51-200 employees",
23734,2705521131,2021-11-03 00:00:00.000,"Software Engineer","Internal Software Engineer, Bp&T","","Full-time","Internship",0,"['graphql', 'javascript', 'python', 'php']","United States",,,"",100,"Facebook","Internet","10,001+ employees",
24595,2695913261,2021-12-09 00:00:00.000,"Software Engineer","Senior Software Engineer, Email","","Full-time","Associate",3,"[]","United States",,,"",30,"HubSpot","Internet","1,001-5,000 employees",
24893,2723413996,2021-12-21 00:00:00.000,"Software Engineer","Staff Software Engineer, E-Commerce","","Full-time","Associate",3,"['database', 'javascript', 'agile', 'python', 'docker', 'css', 'programming', 'php', 'backend', 'codebase', 'java', 'html', 'sql', 'go']","United States",,,"",,"Minted","Internet","201-500 employees",
25023,2690549170,2021-12-27 00:00:00.000,"Software Engineer","Internal Software Engineer, Bp&T","","Full-time","Internship",1,"['graphql', 'javascript', 'python', 'frontend', 'php', 'backend', 'java', 'c++']","United States",,,"",150,"Facebook","Internet","10,001+ employees",
