Column1,2017FullCategory,2017FullSubcategory,variable,value
Column101,Attorney General (Base),,2017,1937.0
Column102,COVID‑19 Health Response21,,2017,
Column103,COVID‑19 Response Including COVID‑19 Health Contingency Fund10,,2017,
Column104,Children and Youth Services (Total),,2017,
Column105,"Children, Community and Social Services", COVID‑19 Time-Limited Funding8,2017,
Column106,Colleges and Universities, COVID‑19 Time-Limited Funding9,2017,
Column107,Colleges and Universities, Time-Limited Infrastructure Funding under the Strategic Investment Fund,2017,200.0
Column108,Colleges and Universities, Student Financial Assistance,2017,1048.0
Column109,Colleges and Universities (Base),,2017,9000.0
Column110,Colleges and Universities6 (Total),,2017,10248.0
Column111,"Economic Development, Job Creation and Trade", COVID‑19 Time-Limited Funding10,2017,
Column112,"Economic Development, Job Creation and Trade", Time-Limited Investments,2017,1025.0
Column113,"Economic Development, Job Creation and Trade", Time-Limited Investments,2017,1025.0
Column114,"Economic Development, Job Creation and Trade (Base)",,2017,1025.0
Column115,"Economic Development, Job Creation and Trade (Base)",,2017,1025.0
Column116,"Economic Development, Job Creation and Trade (Total)",,2017,1025.0
Column117,"Economic Development, Job Creation and Trade (Total)", Time-Limited Investments,2017,1025.0
Column118,"Economic Development, Job Creation and Trade (Total)",,2017,1025.0
Column119,Education, COVID‑19 Time-Limited Funding12,2017,
Column120,Education (Base),,2017,26580.0
Column121,Emergency Forest Firefighting,,2017,
Column122,"Energy, Northern Development and Mines", COVID‑19 Time-Limited Funding14,2017,
Column123,"Energy, Northern Development and Mines    (Base)13",,2017,
Column124,"Energy, Northern Development and Mines (Base)8",,2017,1300.0
Column125,"Energy, Northern Development and Mines (Base)8",,2017,1726.0
Column126,"Environment, Conservation and Parks", COVID‑19 Time-Limited Funding15,2017,
Column127,"Environment, Conservation and Parks", Time-Limited Investments,2017,0.0
Column128,"Environment, Conservation and Parks (Base)",,2017,652.0
Column129,"Environment, Conservation and Parks (Base)",,2017,652.0
Column130,"Environment, Conservation and Parks (Base)",,2017,652.0
Column131,"Environment, Conservation and Parks (Base)",,2017,652.0
Column132,"Environment, Conservation and Parks (Total)",,2017,652.0
Column133,"Environment, Conservation and Parks (Total)",,2017,652.0
Column134,"Environment, Conservation and Parks (Total)",,2017,652.0
Column135,"Environment, Conservation and Parks (Total)",,2017,652.0
Column136,Executive Offices, Disaster Relief,2017,
Column137,Executive Offices (Base),,2017,45.0
Column138,Executive Offices (Base),,2017,45.0
Column139,Finance, COVID‑19 Response: Support for People and Jobs Fund,2017,
Column140,Finance, Time-Limited Investments,2017,
Column141,Finance, Investment Management Corporation of Ontario9,2017,
Column142,Finance, COVID‑19 Time-Limited Funding17,2017,
Column143,Finance (Base),,2017,862.0
Column144,Francophone Affairs, COVID‑19 Time-Limited Funding18,2017,
Column145,Francophone Affairs (Base),,2017,
Column146,Francophone Affairs (Total),,2017,5.0
Column147,Government    and Consumer Services, COVID‑19 Time-Limited Funding19,2017,
Column148,Health (Total),,2017,
Column149,Health (Total)20,,2017,
Column150,"Heritage,    Sport, Tourism and Culture Industries", COVID‑19 Time-Limited Funding22,2017,
Column151,"Heritage, Sport, Tourism and Culture Industries", Ontario Cultural Media Tax Credits,2017,
Column152,"Heritage, Sport, Tourism and Culture Industries", Ontario Cultural Media Tax Credits – Amounts Related to Prior Years,2017,
Column153,"Heritage, Sport, Tourism and Culture Industries (Base)",,2017,1465.0
Column154,"Heritage, Sport, Tourism and Culture Industries (Base)",,2017,1465.0
Column155,"Heritage, Sport, Tourism and Culture Industries (Base)",,2017,1465.0
Column156,"Heritage, Sport, Tourism and Culture Industries (Base)",,2017,1465.0
Column157,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,2017,1561.0
Column158,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,2017,1561.0
Column159,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,2017,1561.0
Column160,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,2017,1561.0
Column161,Indigenous Affairs, One-Time Investments including Settlements,2017,40.0
Column162,Indigenous Affairs, COVID‑19 Time-Limited Funding23,2017,
Column163,Indigenous Affairs (Base),,2017,88.0
Column164,Indigenous Affairs (Total),,2017,128.0
Column165,Infrastructure, Municipal Infrastructure Program Investments12,2017,
Column166,Infrastructure, Waterfront Toronto Revitalization (Port Lands Flood Protection),2017,
Column167,Infrastructure, COVID‑19 Time-Limited Funding26,2017,
Column168,Infrastructure (Base),,2017,90.0
Column169,"Labour, Training and Skills Development", COVID‑19 Time-Limited Funding28,2017,
Column170,"Labour, Training and Skills Development", Training Tax Credits (Co-operative Education    and Apprenticeship Training)27,2017,
Column171,"Labour, Training and Skills Development", Demand-Driven Employment and Training Programs,2017,
Column172,"Labour, Training and Skills Development", Co-op Education and Apprenticeship Tax Credits13,2017,
Column173,"Labour, Training and Skills Development (Base)",,2017,308.0
Column174,"Labour, Training and Skills Development (Base)",,2017,308.0
Column175,"Labour, Training and Skills Development14 (Total)",,2017,308.0
Column176,"Labour, Training and Skills Development14 (Total)",,2017,308.0
Column177,Long-Term Care (Total),,2017,56293.0
Column178,Municipal Affairs and Housing, COVID‑19 Time-Limited Funding32,2017,
Column179,Municipal Affairs and Housing, Social Housing Agreement – Payments to Service Managers15,2017,
Column180,Municipal Affairs and Housing, Safe Restart Agreement,2017,
Column181,Municipal Affairs and Housing (Base),,2017,978.0
Column182,Municipal Affairs and Housing (Base),,2017,1544.0
Column183,Municipal Affairs and Housing (Base),,2017,1544.0
Column184,Municipal Affairs and Housing (Base),,2017,978.0
Column185,Natural Resources and Forestry (Base),,2017,729.0
Column186,Natural Resources and Forestry (Base),,2017,622.0
Column187,Natural Resources and Forestry (Base),,2017,729.0
Column188,Natural Resources and Forestry (Base),,2017,729.0
Column189,Natural Resources and Forestry (Base),,2017,622.0
Column190,Natural Resources and Forestry (Base),,2017,729.0
Column191,Natural Resources and Forestry (Base),,2017,622.0
Column192,Natural Resources and Forestry (Base),,2017,622.0
Column193,PRRT Savings,,2017,
Column194,Seniors and Accessibility, Time-Limited Investments,2017,
Column195,Seniors and Accessibility, COVID‑19 Time-Limited Funding33,2017,
Column196,Seniors and Accessibility (Base),,2017,38.0
Column197,Seniors and Accessibility (Total),,2017,38.0
Column198,Solicitor    General, COVID‑19 Time-Limited Funding34,2017,
Column199,Solicitor    General (Base),,2017,
Column200,Solicitor General (Total),,2017,2683.0
Column201,"Tourism, Culture and Sport", Time-Limited Funding: Ontario 150 and Pan/Parapan American Games,2017,96.0
Column202,Transportation, COVID‑19 Time-Limited Funding36,2017,
Column203,Transportation, Federal–Provincial Infrastructure Programs,2017,0.0
Column204,Transportation, Safe Restart Agreement,2017,
Column205,Transportation (Base),,2017,3644.0
Column206,Treasury Board Secretariat, COVID‑19 Time-Limited Funding38,2017,
Column207,Treasury Board Secretariat (Base),,2017,1271.0
Column208,Treasury Board Secretariat (Base),,2017,1271.0
Column209,Treasury Board Secretariat (Base),,2017,189.0
Column210,Treasury Board Secretariat (Base),,2017,189.0
Column211,Treasury Board Secretariat (Base),,2017,1271.0
Column212,Treasury Board Secretariat (Base),,2017,189.0
Column213,Treasury Board Secretariat (Base),,2017,189.0
Column214,Treasury Board Secretariat (Base),,2017,1271.0
Column215,"Agriculture, Food and Rural Affairs","Agriculture, Food and Rural Affairs (Base)",2017,
Column216,"Agriculture, Food and Rural Affairs",Time-Limited Assistance,2017,
Column217,"Children, Community and Social Services",Community and Social Services (Base),2017,
Column218,Community Safety and Correctional Services,Community Safety and Correctional  Services (Base),2017,
Column219,"Economic Development and Growth / Research, Innovation and Science","Economic Development and Growth / Research, Innovation and Science (Base)",2017,
Column220,"Economic Development and Growth / Research, Innovation and Science",Green Investment Fund Initiatives,2017,
Column221,"Economic Development and Growth / Research, Innovation and Science (Total)",,2017,
Column222,Education,Education (Base),2017,
Column223,"Energy, Northern Development and Mines",Energy (Base),2017,
Column224,"Energy, Northern Development and Mines",Green Investment Fund Initiatives,2017,
Column225,Environment and Climate Change,Environment and Climate Change (Base),2017,
Column226,Environment and Climate Change,Green Investment Fund Initiatives,2017,
Column227,Environment and Climate Change (Total),,2017,
Column228,Executive Offices,Executive Offices (Base),2017,
Column229,Finance,Finance (Base),2017,
Column230,"Francophone Affairs, Office of (Total)",,2017,
Column231,Health and Long-Term Care,Health and Long-Term Care (Base),2017,
Column232,Health and Long-Term Care,Time-Limited Investments in Affordable and Supportive Housing,2017,
Column233,Health and Long-Term Care (Total),,2017,
Column234,Indigenous Relations and Reconciliation,Indigenous Relations and Reconciliation (Base),2017,
Column235,Indigenous Relations and Reconciliation,Green Investment Fund Initiatives,2017,
Column236,Indigenous Relations and Reconciliation,One-Time Investments including Settlements,2017,
Column237,Indigenous Relations and Reconciliation (Total),,2017,
Column238,Infrastructure,Infrastructure (Base),2017,
Column239,Labour (Total),,2017,
Column240,Municipal Affairs / Housing,Municipal Affairs / Housing (Base),2017,
Column241,Municipal Affairs / Housing,Green Investment Fund Initiatives,2017,
Column242,Natural Resources and Forestry,Natural Resources and Forestry (Base),2017,
Column243,"Tourism, Culture and Sport","Tourism, Culture and Sport (Base)",2017,
Column244,"Tourism, Culture and Sport (Total)",,2017,
Column245,Transportation,Transportation (Base),2017,
Column246,Transportation,Green Investment Fund Initiatives,2017,
Column247,Treasury Board Secretariat,Treasury Board Secretariat (Base),2017,
Column2,Accessibility Directorate of Ontario (Total),,2016,15.0
Column3,Advanced Education and Skills Development (Total),,2016,9901.0
Column4,"Agriculture, Food and Rural Affairs", Time-Limited Investments in Infrastructure,2016,47.0
Column5,Attorney General (Total),,2016,1859.0
Column6,"Children, Community and Social Services", Time-Limited Investments in Affordable and Supportive Housing,2016,0.0
Column7,"Children, Community and Social Services (Total)",,2016,11298.0
Column8,"Children, Community and Social Services (Total)",,2016,11298.0
Column9,"Children, Community and Social Services (Total)",,2016,11298.0
Column10,"Children, Community and Social Services (Total)",,2016,11298.0
Column11,"Children, Community and Social Services (Total)",,2016,11298.0
Column12,"Children, Community and Social Services (Total)",,2016,11298.0
Column13,"Children, Community and Social Services (Total)",,2016,11298.0
Column14,"Children, Community and Social Services (Total)",,2016,11298.0
Column15,Citizenship and Immigration (Total),,2016,102.0
Column16,Community Safety and Correctional Services, Time-Limited Support for 2015 Pan/Parapan American Games Security,2016,122.0
Column17,Community Safety and Correctional Services (Total),,2016,2687.0
Column18,Education (Total),,2016,26077.0
Column19,"Energy, Northern Development and Mines", Ontario Clean Energy Benefit,2016,860.0
Column20,"Energy, Northern Development and Mines", Strategic Asset Management and Transformation Related to Hydro One,2016,44.0
Column21,"Energy, Northern Development and Mines", Electricity Cost Relief Programs,2016,0.0
Column22,"Energy, Northern Development and Mines (Total)",,2016,1232.0
Column23,"Energy, Northern Development and Mines (Total)",,2016,1232.0
Column24,"Energy, Northern Development and Mines (Total)",,2016,701.0
Column25,"Energy, Northern Development and Mines (Total)",,2016,701.0
Column26,"Energy, Northern Development and Mines (Total)",,2016,328.0
Column27,"Energy, Northern Development and Mines (Total)",,2016,328.0
Column28,"Energy, Northern Development and Mines (Total)",,2016,1232.0
Column29,"Energy, Northern Development and Mines (Total)",,2016,1232.0
Column30,"Energy, Northern Development and Mines (Total)",,2016,701.0
Column31,"Energy, Northern Development and Mines (Total)",,2016,701.0
Column32,"Energy, Northern Development and Mines (Total)",,2016,328.0
Column33,"Energy, Northern Development and Mines (Total)",,2016,328.0
Column34,Executive Offices, Time-Limited Assistance,2016,
Column35,Executive Offices (Total),,2016,36.0
Column36,Executive Offices (Total),,2016,36.0
Column37,Finance, Ontario Municipal Partnership Fund,2016,513.0
Column38,Finance, Power Supply Contract Costs,2016,875.0
Column39,Finance (Total),,2016,2436.0
Column40,Government and Consumer Services (Total),,2016,602.0
Column41,Government and Consumer Services (Total),,2016,602.0
Column42,Infrastructure, Federal–Provincial Infrastructure Programs,2016,0.0
Column43,Infrastructure (Total),,2016,213.0
Column44,International Trade (Total),,2016,21.0
Column45,Municipal Affairs/Housing," Time-Limited Investments in Municipal, Social and Affordable Housing",2016,165.0
Column46,Natural Resources and Forestry, Emergency Forest Firefighting,2016,
Column47,Natural Resources and Forestry (Total),,2016,818.0
Column48,Natural Resources and Forestry (Total),,2016,723.0
Column49,Natural Resources and Forestry (Total),,2016,818.0
Column50,Natural Resources and Forestry (Total),,2016,723.0
Column51,Natural Resources and Forestry (Total),,2016,723.0
Column52,Natural Resources and Forestry (Total),,2016,818.0
Column53,Natural Resources and Forestry (Total),,2016,723.0
Column54,Natural Resources and Forestry (Total),,2016,818.0
Column55,Seniors Affairs (Total),,2016,20.0
Column56,Status of Women (Total),,2016,26.0
Column57,Total Expense,,2016,139663.0
Column58,Transportation, Time-Limited Investments in Infrastructure,2016,0.0
Column59,Transportation (Total),,2016,3284.0
Column60,Treasury Board Secretariat, Capital Contingency Fund,2016,0.0
Column61,Treasury Board Secretariat, Operating Contingency Fund,2016,0.0
Column62,Treasury Board Secretariat (Total),,2016,1207.0
Column63,Treasury Board Secretariat (Total),,2016,1207.0
Column64,Treasury Board Secretariat (Total),,2016,220.0
Column65,Treasury Board Secretariat (Total),,2016,1207.0
Column66,Treasury Board Secretariat (Total),,2016,220.0
Column67,Treasury Board Secretariat (Total),,2016,1207.0
Column68,Treasury Board Secretariat (Total),,2016,220.0
Column69,Treasury Board Secretariat (Total),,2016,220.0
Column70,Treasury Board Secretariat, Employee and Pensioner Benefits17,2016,987.0
Column71,Board of Internal Economy (Total),,2016,205.0
Column72,Year-End Savings,,2016,0.0
Column73,Education, Teachers’ Pension Plan,2016,110.0
Column74,Municipal Affairs and Housing, Time-Limited Investments,2016,1.0
Column75,Interest on Debt18,,2016,11589.0
Column76,Municipal Affairs and Housing (Total),,2016,1088.0
Column77,Municipal Affairs and Housing (Total),,2016,1088.0
Column78,Municipal Affairs and Housing (Total),,2016,1088.0
Column79,Municipal Affairs and Housing (Total),,2016,1088.0
Column80,"Heritage, Sport, Tourism and Culture Industries", Time-Limited Investments to Support 2015 Pan/Parapan American Games,2016,839.0
Column81,"Agriculture, Food and Rural Affairs (Total)5",,2016,929.0
Column82,"Agriculture, Food and Rural Affairs (Total)5",,2016,929.0
Column83,"Agriculture, Food and Rural Affairs (Base)",,2016,883.0
Column84,"Agriculture, Food and Rural Affairs (Base)",,2016,883.0
Column85,"Agriculture, Food and Rural Affairs (Base)",,2016,929.0
Column86,"Agriculture, Food and Rural Affairs (Base)",,2016,883.0
Column87,"Agriculture, Food and Rural Affairs (Base)",,2016,929.0
Column88,"Agriculture, Food and Rural Affairs (Base)",,2016,883.0
Column89,"Agriculture, Food and Rural Affairs (Base)",,2016,929.0
Column90,"Agriculture, Food and Rural Affairs (Base)",,2016,929.0
Column91,Community Safety and Correctional Services (Base),,2016,2565.0
Column92,Government and Consumer Services, Realty,2016,602.0
Column93,Government and Consumer Services (Base),,2016,602.0
Column94,Government and Consumer Services (Base),,2016,602.0
Column95,"Agriculture, Food and Rural Affairs", COVID‑19 Time-Limited Funding6,2016,
Column96,"Agriculture, Food and Rural Affairs", Federal-Provincial Infrastructure Programs,2016,
Column97,"Agriculture, Food and Rural Affairs", Municipal Infrastructure Program Investments3,2016,
Column98,"Agriculture, Food and Rural Affairs", Demand-Driven Risk Management and Time-Limited Programs4,2016,
Column99,Attorney General, COVID‑19 Time-Limited Funding7,2016,
Column100,Attorney General," Statutory Appropriations – Crown Liability and Proceedings Act, 2019",2016,
Column101,Attorney General (Base),,2016,
Column102,COVID‑19 Health Response21,,2016,
Column103,COVID‑19 Response Including COVID‑19 Health Contingency Fund10,,2016,
Column104,Children and Youth Services (Total),,2016,4298.0
Column105,"Children, Community and Social Services", COVID‑19 Time-Limited Funding8,2016,
Column106,Colleges and Universities, COVID‑19 Time-Limited Funding9,2016,
Column107,Colleges and Universities, Time-Limited Infrastructure Funding under the Strategic Investment Fund,2016,
Column108,Colleges and Universities, Student Financial Assistance,2016,
Column109,Colleges and Universities (Base),,2016,
Column110,Colleges and Universities6 (Total),,2016,
Column111,"Economic Development, Job Creation and Trade", COVID‑19 Time-Limited Funding10,2016,
Column112,"Economic Development, Job Creation and Trade", Time-Limited Investments,2016,928.0
Column113,"Economic Development, Job Creation and Trade", Time-Limited Investments,2016,928.0
Column114,"Economic Development, Job Creation and Trade (Base)",,2016,928.0
Column115,"Economic Development, Job Creation and Trade (Base)",,2016,928.0
Column116,"Economic Development, Job Creation and Trade (Total)",,2016,928.0
Column117,"Economic Development, Job Creation and Trade (Total)", Time-Limited Investments,2016,928.0
Column118,"Economic Development, Job Creation and Trade (Total)",,2016,928.0
Column119,Education, COVID‑19 Time-Limited Funding12,2016,
Column120,Education (Base),,2016,25967.0
Column121,Emergency Forest Firefighting,,2016,95.0
Column122,"Energy, Northern Development and Mines", COVID‑19 Time-Limited Funding14,2016,
Column123,"Energy, Northern Development and Mines    (Base)13",,2016,328.0
Column124,"Energy, Northern Development and Mines (Base)8",,2016,328.0
Column125,"Energy, Northern Development and Mines (Base)8",,2016,328.0
Column126,"Environment, Conservation and Parks", COVID‑19 Time-Limited Funding15,2016,
Column127,"Environment, Conservation and Parks", Time-Limited Investments,2016,503.0
Column128,"Environment, Conservation and Parks (Base)",,2016,503.0
Column129,"Environment, Conservation and Parks (Base)",,2016,503.0
Column130,"Environment, Conservation and Parks (Base)",,2016,503.0
Column131,"Environment, Conservation and Parks (Base)",,2016,503.0
Column132,"Environment, Conservation and Parks (Total)",,2016,503.0
Column133,"Environment, Conservation and Parks (Total)",,2016,503.0
Column134,"Environment, Conservation and Parks (Total)",,2016,503.0
Column135,"Environment, Conservation and Parks (Total)",,2016,503.0
Column136,Executive Offices, Disaster Relief,2016,3.0
Column137,Executive Offices (Base),,2016,33.0
Column138,Executive Offices (Base),,2016,33.0
Column139,Finance, COVID‑19 Response: Support for People and Jobs Fund,2016,
Column140,Finance, Time-Limited Investments,2016,
Column141,Finance, Investment Management Corporation of Ontario9,2016,
Column142,Finance, COVID‑19 Time-Limited Funding17,2016,
Column143,Finance (Base),,2016,1048.0
Column144,Francophone Affairs, COVID‑19 Time-Limited Funding18,2016,
Column145,Francophone Affairs (Base),,2016,
Column146,Francophone Affairs (Total),,2016,8.0
Column147,Government    and Consumer Services, COVID‑19 Time-Limited Funding19,2016,
Column148,Health (Total),,2016,
Column149,Health (Total)20,,2016,
Column150,"Heritage,    Sport, Tourism and Culture Industries", COVID‑19 Time-Limited Funding22,2016,
Column151,"Heritage, Sport, Tourism and Culture Industries", Ontario Cultural Media Tax Credits,2016,
Column152,"Heritage, Sport, Tourism and Culture Industries", Ontario Cultural Media Tax Credits – Amounts Related to Prior Years,2016,
Column153,"Heritage, Sport, Tourism and Culture Industries (Base)",,2016,2270.0
Column154,"Heritage, Sport, Tourism and Culture Industries (Base)",,2016,2270.0
Column155,"Heritage, Sport, Tourism and Culture Industries (Base)",,2016,1431.0
Column156,"Heritage, Sport, Tourism and Culture Industries (Base)",,2016,1431.0
Column157,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,2016,2270.0
Column158,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,2016,1431.0
Column159,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,2016,2270.0
Column160,"Heritage, Sport, Tourism and Culture Industries11 (Total)",,2016,1431.0
Column161,Indigenous Affairs, One-Time Investments including Settlements,2016,5.0
Column162,Indigenous Affairs, COVID‑19 Time-Limited Funding23,2016,
Column163,Indigenous Affairs (Base),,2016,75.0
Column164,Indigenous Affairs (Total),,2016,79.0
Column165,Infrastructure, Municipal Infrastructure Program Investments12,2016,
Column166,Infrastructure, Waterfront Toronto Revitalization (Port Lands Flood Protection),2016,
Column167,Infrastructure, COVID‑19 Time-Limited Funding26,2016,
Column168,Infrastructure (Base),,2016,213.0
Column169,"Labour, Training and Skills Development", COVID‑19 Time-Limited Funding28,2016,
Column170,"Labour, Training and Skills Development", Training Tax Credits (Co-operative Education    and Apprenticeship Training)27,2016,
Column171,"Labour, Training and Skills Development", Demand-Driven Employment and Training Programs,2016,
Column172,"Labour, Training and Skills Development", Co-op Education and Apprenticeship Tax Credits13,2016,
Column173,"Labour, Training and Skills Development (Base)",,2016,305.0
Column174,"Labour, Training and Skills Development (Base)",,2016,305.0
Column175,"Labour, Training and Skills Development14 (Total)",,2016,305.0
Column176,"Labour, Training and Skills Development14 (Total)",,2016,305.0
Column177,Long-Term Care (Total),,2016,54925.0
Column178,Municipal Affairs and Housing, COVID‑19 Time-Limited Funding32,2016,
Column179,Municipal Affairs and Housing, Social Housing Agreement – Payments to Service Managers15,2016,
Column180,Municipal Affairs and Housing, Safe Restart Agreement,2016,
Column181,Municipal Affairs and Housing (Base),,2016,923.0
Column182,Municipal Affairs and Housing (Base),,2016,923.0
Column183,Municipal Affairs and Housing (Base),,2016,923.0
Column184,Municipal Affairs and Housing (Base),,2016,923.0
Column185,Natural Resources and Forestry (Base),,2016,723.0
Column186,Natural Resources and Forestry (Base),,2016,723.0
Column187,Natural Resources and Forestry (Base),,2016,818.0
Column188,Natural Resources and Forestry (Base),,2016,818.0
Column189,Natural Resources and Forestry (Base),,2016,818.0
Column190,Natural Resources and Forestry (Base),,2016,723.0
Column191,Natural Resources and Forestry (Base),,2016,818.0
Column192,Natural Resources and Forestry (Base),,2016,723.0
Column193,PRRT Savings,,2016,0.0
Column194,Seniors and Accessibility, Time-Limited Investments,2016,
Column195,Seniors and Accessibility, COVID‑19 Time-Limited Funding33,2016,
Column196,Seniors and Accessibility (Base),,2016,
Column197,Seniors and Accessibility (Total),,2016,
Column198,Solicitor    General, COVID‑19 Time-Limited Funding34,2016,
Column199,Solicitor    General (Base),,2016,
Column200,Solicitor General (Total),,2016,
Column201,"Tourism, Culture and Sport", Time-Limited Funding: Ontario 150 and Pan/Parapan American Games,2016,
Column202,Transportation, COVID‑19 Time-Limited Funding36,2016,
Column203,Transportation, Federal–Provincial Infrastructure Programs,2016,
Column204,Transportation, Safe Restart Agreement,2016,
Column205,Transportation (Base),,2016,3284.0
Column206,Treasury Board Secretariat, COVID‑19 Time-Limited Funding38,2016,
Column207,Treasury Board Secretariat (Base),,2016,1207.0
Column208,Treasury Board Secretariat (Base),,2016,220.0
Column209,Treasury Board Secretariat (Base),,2016,1207.0
Column210,Treasury Board Secretariat (Base),,2016,220.0
Column211,Treasury Board Secretariat (Base),,2016,220.0
Column212,Treasury Board Secretariat (Base),,2016,1207.0
Column213,Treasury Board Secretariat (Base),,2016,220.0
Column214,Treasury Board Secretariat (Base),,2016,1207.0
Column215,"Agriculture, Food and Rural Affairs","Agriculture, Food and Rural Affairs (Base)",2016,
Column216,"Agriculture, Food and Rural Affairs",Time-Limited Assistance,2016,
Column217,"Children, Community and Social Services",Community and Social Services (Base),2016,
Column218,Community Safety and Correctional Services,Community Safety and Correctional  Services (Base),2016,
Column219,"Economic Development and Growth / Research, Innovation and Science","Economic Development and Growth / Research, Innovation and Science (Base)",2016,
Column220,"Economic Development and Growth / Research, Innovation and Science",Green Investment Fund Initiatives,2016,
Column221,"Economic Development and Growth / Research, Innovation and Science (Total)",,2016,
Column222,Education,Education (Base),2016,
Column223,"Energy, Northern Development and Mines",Energy (Base),2016,
Column224,"Energy, Northern Development and Mines",Green Investment Fund Initiatives,2016,
Column225,Environment and Climate Change,Environment and Climate Change (Base),2016,
Column226,Environment and Climate Change,Green Investment Fund Initiatives,2016,
Column227,Environment and Climate Change (Total),,2016,
Column228,Executive Offices,Executive Offices (Base),2016,
Column229,Finance,Finance (Base),2016,
Column230,"Francophone Affairs, Office of (Total)",,2016,
Column231,Health and Long-Term Care,Health and Long-Term Care (Base),2016,
Column232,Health and Long-Term Care,Time-Limited Investments in Affordable and Supportive Housing,2016,
Column233,Health and Long-Term Care (Total),,2016,
Column234,Indigenous Relations and Reconciliation,Indigenous Relations and Reconciliation (Base),2016,
Column235,Indigenous Relations and Reconciliation,Green Investment Fund Initiatives,2016,
Column236,Indigenous Relations and Reconciliation,One-Time Investments including Settlements,2016,
Column237,Indigenous Relations and Reconciliation (Total),,2016,
Column238,Infrastructure,Infrastructure (Base),2016,
Column239,Labour (Total),,2016,
Column240,Municipal Affairs / Housing,Municipal Affairs / Housing (Base),2016,
Column241,Municipal Affairs / Housing,Green Investment Fund Initiatives,2016,
Column242,Natural Resources and Forestry,Natural Resources and Forestry (Base),2016,
Column243,"Tourism, Culture and Sport","Tourism, Culture and Sport (Base)",2016,
Column244,"Tourism, Culture and Sport (Total)",,2016,
Column245,Transportation,Transportation (Base),2016,
Column246,Transportation,Green Investment Fund Initiatives,2016,
Column247,Treasury Board Secretariat,Treasury Board Secretariat (Base),2016,
Column2,Accessibility Directorate of Ontario (Total),,2015,15.0
Column3,Advanced Education and Skills Development (Total),,2015,7683.0
Column4,"Agriculture, Food and Rural Affairs", Time-Limited Investments in Infrastructure,2015,36.0
Column5,Attorney General (Total),,2015,1782.0
Column6,"Children, Community and Social Services", Time-Limited Investments in Affordable and Supportive Housing,2015,0.0
Column7,"Children, Community and Social Services (Total)",,2015,10550.0
Column8,"Children, Community and Social Services (Total)",,2015,4166.0
Column9,"Children, Community and Social Services (Total)",,2015,10550.0
Column10,"Children, Community and Social Services (Total)",,2015,4166.0
Column11,"Children, Community and Social Services (Total)",,2015,10550.0
Column12,"Children, Community and Social Services (Total)",,2015,4166.0
Column13,"Children, Community and Social Services (Total)",,2015,10550.0
Column14,"Children, Community and Social Services (Total)",,2015,4166.0
Column15,Citizenship and Immigration (Total),,2015,103.0
Column16,Community Safety and Correctional Services, Time-Limited Support for 2015 Pan/Parapan American Games Security,2015,44.0
Column17,Community Safety and Correctional Services (Total),,2015,2567.0
Column18,Education (Total),,2015,25194.0
Column19,"Energy, Northern Development and Mines", Ontario Clean Energy Benefit,2015,1078.0
Column20,"Energy, Northern Development and Mines", Strategic Asset Management and Transformation Related to Hydro One,2015,0.0
Column21,"Energy, Northern Development and Mines", Electricity Cost Relief Programs,2015,0.0
Column22,"Energy, Northern Development and Mines (Total)",,2015,1404.0
Column23,"Energy, Northern Development and Mines (Total)",,2015,804.0
Column24,"Energy, Northern Development and Mines (Total)",,2015,1404.0
Column25,"Energy, Northern Development and Mines (Total)",,2015,804.0
Column26,"Energy, Northern Development and Mines (Total)",,2015,1404.0
Column27,"Energy, Northern Development and Mines (Total)",,2015,804.0
Column28,"Energy, Northern Development and Mines (Total)",,2015,1404.0
Column29,"Energy, Northern Development and Mines (Total)",,2015,804.0
Column30,"Energy, Northern Development and Mines (Total)",,2015,1404.0
Column31,"Energy, Northern Development and Mines (Total)",,2015,804.0
Column32,"Energy, Northern Development and Mines (Total)",,2015,1404.0
Column33,"Energy, Northern Development and Mines (Total)",,2015,804.0
Column34,Executive Offices, Time-Limited Assistance,2015,0.0
Column35,Executive Offices (Total),,2015,36.0
Column36,Executive Offices (Total),,2015,36.0
Column37,Finance, Ontario Municipal Partnership Fund,2015,542.0
Column38,Finance, Power Supply Contract Costs,2015,950.0
Column39,Finance (Total),,2015,2422.0
Column40,Government and Consumer Services (Total),,2015,567.0
Column41,Government and Consumer Services (Total),,2015,567.0
Column42,Infrastructure, Federal–Provincial Infrastructure Programs,2015,0.0
Column43,Infrastructure (Total),,2015,229.0
Column44,International Trade (Total),,2015,17.0
Column45,Municipal Affairs/Housing," Time-Limited Investments in Municipal, Social and Affordable Housing",2015,153.0
Column46,Natural Resources and Forestry, Emergency Forest Firefighting,2015,78.0
Column47,Natural Resources and Forestry (Total),,2015,791.0
Column48,Natural Resources and Forestry (Total),,2015,791.0
Column49,Natural Resources and Forestry (Total),,2015,791.0
Column50,Natural Resources and Forestry (Total),,2015,791.0
Column51,Natural Resources and Forestry (Total),,2015,791.0
Column52,Natural Resources and Forestry (Total),,2015,791.0
Column53,Natural Resources and Forestry (Total),,2015,791.0
