Items,Category,Month,Values,Type,Index Type
"T&E - Airfare","Travel & Entertainment",2017-06-01 00:00:00.000,52.973325643057549,"Expenses",2
"T&E - Airfare","Travel & Entertainment",2017-07-01 00:00:00.000,53.503058899488124,"Expenses",2
"T&E - Airfare","Travel & Entertainment",2017-08-01 00:00:00.000,56.178211844462531,"Expenses",2
"T&E - Airfare","Travel & Entertainment",2017-09-01 00:00:00.000,53.931083370684021,"Expenses",2
"T&E - Airfare","Travel & Entertainment",2017-10-01 00:00:00.000,56.088326705511392,"Expenses",2
"T&E - Airfare","Travel & Entertainment",2017-11-01 00:00:00.000,53.283910370235816,"Expenses",2
"T&E - Airfare","Travel & Entertainment",2017-12-01 00:00:00.000,52.751071266533451,"Expenses",2
"T&E - Airfare","Travel & Entertainment",2018-01-01 00:00:00.000,52.223560553868111,"Expenses",2
"T&E - Airfare","Travel & Entertainment",2018-02-01 00:00:00.000,52.745796159406794,"Expenses",2
"T&E - Airfare","Travel & Entertainment",2018-03-01 00:00:00.000,54.855628005783061,"Expenses",2
"T&E - Airfare","Travel & Entertainment",2018-04-01 00:00:00.000,52.112846605493907,"Expenses",2
"T&E - Airfare","Travel & Entertainment",2018-05-01 00:00:00.000,53.155103537603793,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2015-05-01 00:00:00.000,1442.4177955262805,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2015-06-01 00:00:00.000,1471.2661514368065,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2015-07-01 00:00:00.000,1456.5534899224381,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2015-08-01 00:00:00.000,1398.2913503255406,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2015-09-01 00:00:00.000,1454.2230043385621,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2015-10-01 00:00:00.000,1439.6807742951764,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2015-11-01 00:00:00.000,1511.6648130099354,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2015-12-01 00:00:00.000,1436.0815723594385,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2016-01-01 00:00:00.000,1436.0815723594385,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2016-02-01 00:00:00.000,1479.1640195302216,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2016-03-01 00:00:00.000,1419.9974587490126,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2016-04-01 00:00:00.000,1348.997585811562,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2016-05-01 00:00:00.000,1375.9775375277934,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2016-06-01 00:00:00.000,1389.7373129030714,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2016-07-01 00:00:00.000,1431.4294322901633,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2016-08-01 00:00:00.000,1417.1151379672617,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2016-09-01 00:00:00.000,1459.6285921062795,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2016-10-01 00:00:00.000,1401.2434484220282,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2016-11-01 00:00:00.000,1331.1812760009268,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2016-12-01 00:00:00.000,1371.1167142809547,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2017-01-01 00:00:00.000,1384.8278814237642,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2017-02-01 00:00:00.000,1370.9796026095264,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2017-03-01 00:00:00.000,1302.43062247905,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2017-04-01 00:00:00.000,1237.3090913550975,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2017-05-01 00:00:00.000,1249.6821822686484,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2017-06-01 00:00:00.000,1199.6948949779023,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2017-07-01 00:00:00.000,1163.7040481285653,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2017-08-01 00:00:00.000,1210.252210053708,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2017-09-01 00:00:00.000,1258.6622984558564,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2017-10-01 00:00:00.000,1296.422167409532,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2017-11-01 00:00:00.000,1309.3863890836274,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2017-12-01 00:00:00.000,1309.3863890836274,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2018-01-01 00:00:00.000,1348.6679807561363,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2018-02-01 00:00:00.000,1281.2345817183293,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2018-03-01 00:00:00.000,1319.6716191698792,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2018-04-01 00:00:00.000,1306.4749029781806,"Expenses",2
"T&E - Lodging","Travel & Entertainment",2018-05-01 00:00:00.000,1254.2159068590531,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2015-05-01 00:00:00.000,6071.3359506455054,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2015-06-01 00:00:00.000,6192.7626696584157,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2015-07-01 00:00:00.000,6440.4731764447524,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2015-08-01 00:00:00.000,6569.2826399736468,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2015-09-01 00:00:00.000,6503.5898135739108,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2015-10-01 00:00:00.000,6828.7693042526062,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2015-11-01 00:00:00.000,6623.906225125028,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2015-12-01 00:00:00.000,6955.1015363812794,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2016-01-01 00:00:00.000,7094.2035671089052,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2016-02-01 00:00:00.000,7165.1456027799941,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2016-03-01 00:00:00.000,7021.8426907243938,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2016-04-01 00:00:00.000,7232.497971446126,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2016-05-01 00:00:00.000,7594.1228700184329,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2016-06-01 00:00:00.000,7290.3579552176952,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2016-07-01 00:00:00.000,7363.261534769872,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2016-08-01 00:00:00.000,7068.7310733790773,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2016-09-01 00:00:00.000,6715.2945197101226,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2016-10-01 00:00:00.000,6648.1415745130207,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2016-11-01 00:00:00.000,6448.69732727763,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2016-12-01 00:00:00.000,6255.2364074593006,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2017-01-01 00:00:00.000,6380.3411356084862,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2017-02-01 00:00:00.000,6125.1274901841471,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2017-03-01 00:00:00.000,6247.63003998783,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2017-04-01 00:00:00.000,6560.0115419872218,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2017-05-01 00:00:00.000,6232.0109648878606,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2017-06-01 00:00:00.000,6232.0109648878606,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2017-07-01 00:00:00.000,6543.611513132254,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2017-08-01 00:00:00.000,6281.8670526069636,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2017-09-01 00:00:00.000,5967.7736999766148,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2017-10-01 00:00:00.000,5908.0959629768486,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2017-11-01 00:00:00.000,5671.7721244577742,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2017-12-01 00:00:00.000,5841.9252881915072,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2018-01-01 00:00:00.000,6075.6022997191685,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2018-02-01 00:00:00.000,6257.8703687107427,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2018-03-01 00:00:00.000,6383.0277760849576,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2018-04-01 00:00:00.000,6510.6883316066569,"Expenses",2
"Sales - Fleet Depreciation","Depreciation Expense",2018-05-01 00:00:00.000,6771.1158648709234,"Expenses",2
"Depreciation Expense","Depreciation Expense",2015-05-01 00:00:00.000,16012.185090473091,"Expenses",2
"Depreciation Expense","Depreciation Expense",2015-06-01 00:00:00.000,16172.306941377821,"Expenses",2
"Depreciation Expense","Depreciation Expense",2015-07-01 00:00:00.000,15848.860802550265,"Expenses",2
"Depreciation Expense","Depreciation Expense",2015-08-01 00:00:00.000,15214.906370448254,"Expenses",2
"Depreciation Expense","Depreciation Expense",2015-09-01 00:00:00.000,14454.161051925841,"Expenses",2
"Depreciation Expense","Depreciation Expense",2015-10-01 00:00:00.000,13875.994609848805,"Expenses",2
"Depreciation Expense","Depreciation Expense",2015-11-01 00:00:00.000,13320.954825454854,"Expenses",2
"Depreciation Expense","Depreciation Expense",2015-12-01 00:00:00.000,13720.583470218498,"Expenses",2
"Depreciation Expense","Depreciation Expense",2016-01-01 00:00:00.000,13583.377635516314,"Expenses",2
"Depreciation Expense","Depreciation Expense",2016-02-01 00:00:00.000,13040.042530095661,"Expenses",2
"Depreciation Expense","Depreciation Expense",2016-03-01 00:00:00.000,13040.042530095661,"Expenses",2
"Depreciation Expense","Depreciation Expense",2016-04-01 00:00:00.000,13300.843380697574,"Expenses",2
"Depreciation Expense","Depreciation Expense",2016-05-01 00:00:00.000,13300.843380697574,"Expenses",2
"Depreciation Expense","Depreciation Expense",2016-06-01 00:00:00.000,13699.868682118502,"Expenses",2
"Depreciation Expense","Depreciation Expense",2016-07-01 00:00:00.000,13425.871308476133,"Expenses",2
"Depreciation Expense","Depreciation Expense",2016-08-01 00:00:00.000,13962.906160815179,"Expenses",2
"Depreciation Expense","Depreciation Expense",2016-09-01 00:00:00.000,14661.05146885594,"Expenses",2
"Depreciation Expense","Depreciation Expense",2016-10-01 00:00:00.000,14954.272498233058,"Expenses",2
"Depreciation Expense","Depreciation Expense",2016-11-01 00:00:00.000,14356.101598303736,"Expenses",2
"Depreciation Expense","Depreciation Expense",2016-12-01 00:00:00.000,13925.418550354623,"Expenses",2
"Depreciation Expense","Depreciation Expense",2017-01-01 00:00:00.000,13229.147622836892,"Expenses",2
"Depreciation Expense","Depreciation Expense",2017-02-01 00:00:00.000,12567.690241695045,"Expenses",2
"Depreciation Expense","Depreciation Expense",2017-03-01 00:00:00.000,12316.336436861144,"Expenses",2
"Depreciation Expense","Depreciation Expense",2017-04-01 00:00:00.000,12808.989894335591,"Expenses",2
"Depreciation Expense","Depreciation Expense",2017-05-01 00:00:00.000,13449.439389052372,"Expenses",2
"Depreciation Expense","Depreciation Expense",2017-06-01 00:00:00.000,12776.96741959975,"Expenses",2
"Depreciation Expense","Depreciation Expense",2017-07-01 00:00:00.000,13415.81579057974,"Expenses",2
"Depreciation Expense","Depreciation Expense",2017-08-01 00:00:00.000,13147.499474768145,"Expenses",2
"Depreciation Expense","Depreciation Expense",2017-09-01 00:00:00.000,13147.499474768145,"Expenses",2
"Depreciation Expense","Depreciation Expense",2017-10-01 00:00:00.000,13541.92445901119,"Expenses",2
"Depreciation Expense","Depreciation Expense",2017-11-01 00:00:00.000,13812.762948191414,"Expenses",2
"Depreciation Expense","Depreciation Expense",2017-12-01 00:00:00.000,13950.89057767333,"Expenses",2
"Depreciation Expense","Depreciation Expense",2018-01-01 00:00:00.000,14229.908389226795,"Expenses",2
"Depreciation Expense","Depreciation Expense",2018-02-01 00:00:00.000,13945.310221442258,"Expenses",2
"Depreciation Expense","Depreciation Expense",2018-03-01 00:00:00.000,13805.857119227838,"Expenses",2
"Depreciation Expense","Depreciation Expense",2018-04-01 00:00:00.000,13115.564263266444,"Expenses",2
"Depreciation Expense","Depreciation Expense",2018-05-01 00:00:00.000,12722.097335368449,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2015-05-01 00:00:00.000,2687.0566216342468,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2015-06-01 00:00:00.000,2821.4094527159591,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2015-07-01 00:00:00.000,2793.1953581887997,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2015-08-01 00:00:00.000,2709.3994974431357,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2015-09-01 00:00:00.000,2790.68148236643,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2015-10-01 00:00:00.000,2846.4951120137584,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2015-11-01 00:00:00.000,2988.8198676144466,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2015-12-01 00:00:00.000,2988.8198676144466,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2016-01-01 00:00:00.000,2929.0434702621574,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2016-02-01 00:00:00.000,3016.9147743700223,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2016-03-01 00:00:00.000,3077.2530698574233,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2016-04-01 00:00:00.000,3015.7080084602744,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2016-05-01 00:00:00.000,3015.7080084602744,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2016-06-01 00:00:00.000,3106.1792487140824,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2016-07-01 00:00:00.000,3137.2410412012232,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2016-08-01 00:00:00.000,3074.4962203771984,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2016-09-01 00:00:00.000,3074.4962203771984,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2016-10-01 00:00:00.000,3013.0062959696547,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2016-11-01 00:00:00.000,3073.2664218890473,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2016-12-01 00:00:00.000,3134.7317503268282,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2017-01-01 00:00:00.000,3009.342480313755,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2017-02-01 00:00:00.000,2888.9687811012045,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2017-03-01 00:00:00.000,2888.9687811012045,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2017-04-01 00:00:00.000,2831.1894054791806,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2017-05-01 00:00:00.000,2887.8131935887645,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2017-06-01 00:00:00.000,2743.4225339093259,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2017-07-01 00:00:00.000,2661.1198578920457,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2017-08-01 00:00:00.000,2581.2862621552845,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2017-09-01 00:00:00.000,2503.8476742906259,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2017-10-01 00:00:00.000,2528.8861510335323,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2017-11-01 00:00:00.000,2453.0195665025262,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2017-12-01 00:00:00.000,2477.5497621675513,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2018-01-01 00:00:00.000,2527.1007574109026,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2018-02-01 00:00:00.000,2476.5587422626845,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2018-03-01 00:00:00.000,2352.73080514955,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2018-04-01 00:00:00.000,2423.312729304037,"Expenses",2
"Rent/Lease Office Equipment","Renting Office Space",2018-05-01 00:00:00.000,2326.3802201318754,"Expenses",2
"Rent - Office","Renting Office Space",2015-05-01 00:00:00.000,40427.065450380505,"Expenses",2
"Rent - Office","Renting Office Space",2015-06-01 00:00:00.000,40427.065450380505,"Expenses",2
"Rent - Office","Renting Office Space",2015-07-01 00:00:00.000,40427.065450380505,"Expenses",2
"Rent - Office","Renting Office Space",2015-08-01 00:00:00.000,38405.712177861475,"Expenses",2
"Rent - Office","Renting Office Space",2015-09-01 00:00:00.000,39557.883543197328,"Expenses",2
"Rent - Office","Renting Office Space",2015-10-01 00:00:00.000,38766.72587233338,"Expenses",2
"Rent - Office","Renting Office Space",2015-11-01 00:00:00.000,36828.389578716706,"Expenses",2
"Rent - Office","Renting Office Space",2015-12-01 00:00:00.000,37196.673474503878,"Expenses",2
"Rent - Office","Renting Office Space",2016-01-01 00:00:00.000,39056.507148229073,"Expenses",2
"Rent - Office","Renting Office Space",2016-02-01 00:00:00.000,37494.246862299908,"Expenses",2
"Rent - Office","Renting Office Space",2016-03-01 00:00:00.000,37119.30439367691,"Expenses",2
"Rent - Office","Renting Office Space",2016-04-01 00:00:00.000,38604.076569423982,"Expenses",2
"Rent - Office","Renting Office Space",2016-05-01 00:00:00.000,37445.954272341267,"Expenses",2
"Rent - Office","Renting Office Space",2016-06-01 00:00:00.000,35573.6565587242,"Expenses",2
"Rent - Office","Renting Office Space",2016-07-01 00:00:00.000,35929.393124311442,"Expenses",2
"Rent - Office","Renting Office Space",2016-08-01 00:00:00.000,35210.805261825211,"Expenses",2
"Rent - Office","Renting Office Space",2016-09-01 00:00:00.000,36971.345524916469,"Expenses",2
"Rent - Office","Renting Office Space",2016-10-01 00:00:00.000,38080.485890663964,"Expenses",2
"Rent - Office","Renting Office Space",2016-11-01 00:00:00.000,39222.900467383886,"Expenses",2
"Rent - Office","Renting Office Space",2016-12-01 00:00:00.000,38046.213453362368,"Expenses",2
"Rent - Office","Renting Office Space",2017-01-01 00:00:00.000,36524.364915227874,"Expenses",2
"Rent - Office","Renting Office Space",2017-02-01 00:00:00.000,34698.146669466478,"Expenses",2
"Rent - Office","Renting Office Space",2017-03-01 00:00:00.000,33310.220802687822,"Expenses",2
"Rent - Office","Renting Office Space",2017-04-01 00:00:00.000,32310.914178607185,"Expenses",2
"Rent - Office","Renting Office Space",2017-05-01 00:00:00.000,33926.459887537545,"Expenses",2
"Rent - Office","Renting Office Space",2017-06-01 00:00:00.000,34944.253684163676,"Expenses",2
"Rent - Office","Renting Office Space",2017-07-01 00:00:00.000,34594.811147322034,"Expenses",2
"Rent - Office","Renting Office Space",2017-08-01 00:00:00.000,34248.863035848815,"Expenses",2
"Rent - Office","Renting Office Space",2017-09-01 00:00:00.000,34248.863035848815,"Expenses",2
"Rent - Office","Renting Office Space",2017-10-01 00:00:00.000,33221.397144773349,"Expenses",2
"Rent - Office","Renting Office Space",2017-11-01 00:00:00.000,31892.541258982419,"Expenses",2
"Rent - Office","Renting Office Space",2017-12-01 00:00:00.000,32530.392084162064,"Expenses",2
"Rent - Office","Renting Office Space",2018-01-01 00:00:00.000,30903.87247995396,"Expenses",2
"Rent - Office","Renting Office Space",2018-02-01 00:00:00.000,32449.06610395166,"Expenses",2
"Rent - Office","Renting Office Space",2018-03-01 00:00:00.000,34071.519409149245,"Expenses",2
"Rent - Office","Renting Office Space",2018-04-01 00:00:00.000,32708.658632783274,"Expenses",2
"Rent - Office","Renting Office Space",2018-05-01 00:00:00.000,34017.004978094606,"Expenses",2
"Telecommunications","Telecommunications",2015-05-01 00:00:00.000,6680.66323126356,"Expenses",2
"Telecommunications","Telecommunications",2015-06-01 00:00:00.000,6814.2764958888311,"Expenses",2
"Telecommunications","Telecommunications",2015-07-01 00:00:00.000,6677.9909659710547,"Expenses",2
"Telecommunications","Telecommunications",2015-08-01 00:00:00.000,6744.7708756307657,"Expenses",2
"Telecommunications","Telecommunications",2015-09-01 00:00:00.000,6879.66629314338,"Expenses",2
"Telecommunications","Telecommunications",2015-10-01 00:00:00.000,7154.8529448691161,"Expenses",2
"Telecommunications","Telecommunications",2015-11-01 00:00:00.000,6940.2073565230421,"Expenses",2
"Telecommunications","Telecommunications",2015-12-01 00:00:00.000,7009.6094300882714,"Expenses",2
"Telecommunications","Telecommunications",2016-01-01 00:00:00.000,6729.2250528847408,"Expenses",2
"Telecommunications","Telecommunications",2016-02-01 00:00:00.000,6460.05605076935,"Expenses",2
"Telecommunications","Telecommunications",2016-03-01 00:00:00.000,6589.2571717847377,"Expenses",2
"Telecommunications","Telecommunications",2016-04-01 00:00:00.000,6655.149743502584,"Expenses",2
"Telecommunications","Telecommunications",2016-05-01 00:00:00.000,6455.4952511975071,"Expenses",2
"Telecommunications","Telecommunications",2016-06-01 00:00:00.000,6713.715061245407,"Expenses",2
"Telecommunications","Telecommunications",2016-07-01 00:00:00.000,7049.400814307678,"Expenses",2
"Telecommunications","Telecommunications",2016-08-01 00:00:00.000,6696.9307735922939,"Expenses",2
"Telecommunications","Telecommunications",2016-09-01 00:00:00.000,6696.9307735922939,"Expenses",2
"Telecommunications","Telecommunications",2016-10-01 00:00:00.000,6362.0842349126788,"Expenses",2
"Telecommunications","Telecommunications",2016-11-01 00:00:00.000,6171.2217078652984,"Expenses",2
"Telecommunications","Telecommunications",2016-12-01 00:00:00.000,6418.07057617991,"Expenses",2
"Telecommunications","Telecommunications",2017-01-01 00:00:00.000,6353.8898704181111,"Expenses",2
"Telecommunications","Telecommunications",2017-02-01 00:00:00.000,6671.5843639390168,"Expenses",2
"Telecommunications","Telecommunications",2017-03-01 00:00:00.000,6938.4477384965776,"Expenses",2
"Telecommunications","Telecommunications",2017-04-01 00:00:00.000,7007.8322158815436,"Expenses",2
"Telecommunications","Telecommunications",2017-05-01 00:00:00.000,7147.9888601991743,"Expenses",2
"Telecommunications","Telecommunications",2017-06-01 00:00:00.000,7147.9888601991743,"Expenses",2
"Telecommunications","Telecommunications",2017-07-01 00:00:00.000,7005.0290829951909,"Expenses",2
"Telecommunications","Telecommunications",2017-08-01 00:00:00.000,7075.0793738251423,"Expenses",2
"Telecommunications","Telecommunications",2017-09-01 00:00:00.000,7004.3285800868916,"Expenses",2
"Telecommunications","Telecommunications",2017-10-01 00:00:00.000,7074.3718658877606,"Expenses",2
"Telecommunications","Telecommunications",2017-11-01 00:00:00.000,7286.6030218643937,"Expenses",2
"Telecommunications","Telecommunications",2017-12-01 00:00:00.000,7359.4690520830382,"Expenses",2
"Telecommunications","Telecommunications",2018-01-01 00:00:00.000,7506.6584331246986,"Expenses",2
"Telecommunications","Telecommunications",2018-02-01 00:00:00.000,7506.6584331246986,"Expenses",2
"Telecommunications","Telecommunications",2018-03-01 00:00:00.000,7506.6584331246986,"Expenses",2
"Telecommunications","Telecommunications",2018-04-01 00:00:00.000,7881.9913547809338,"Expenses",2
"Telecommunications","Telecommunications",2018-05-01 00:00:00.000,8039.6311818765535,"Expenses",2
"Telecomm - Broadband","Telecommunications",2015-05-01 00:00:00.000,1814.9950455436804,"Expenses",2
"Telecomm - Broadband","Telecommunications",2015-06-01 00:00:00.000,1814.9950455436804,"Expenses",2
"Telecomm - Broadband","Telecommunications",2015-07-01 00:00:00.000,1833.1449959991171,"Expenses",2
"Telecomm - Broadband","Telecommunications",2015-08-01 00:00:00.000,1906.470795839082,"Expenses",2
"Telecomm - Broadband","Telecommunications",2015-09-01 00:00:00.000,1887.4060878806911,"Expenses",2
"Telecomm - Broadband","Telecommunications",2015-10-01 00:00:00.000,1962.9023313959187,"Expenses",2
"Telecomm - Broadband","Telecommunications",2015-11-01 00:00:00.000,2061.0474479657146,"Expenses",2
"Telecomm - Broadband","Telecommunications",2015-12-01 00:00:00.000,2143.4893458843435,"Expenses",2
"Telecomm - Broadband","Telecommunications",2016-01-01 00:00:00.000,2250.6638131785608,"Expenses",2
"Telecomm - Broadband","Telecommunications",2016-02-01 00:00:00.000,2138.1306225196327,"Expenses",2
"Telecomm - Broadband","Telecommunications",2016-03-01 00:00:00.000,2159.5119287448288,"Expenses",2
"Telecomm - Broadband","Telecommunications",2016-04-01 00:00:00.000,2116.3216901699325,"Expenses",2
"Telecomm - Broadband","Telecommunications",2016-05-01 00:00:00.000,2031.6688225631351,"Expenses",2
"Telecomm - Broadband","Telecommunications",2016-06-01 00:00:00.000,1970.7187578862411,"Expenses",2
"Telecomm - Broadband","Telecommunications",2016-07-01 00:00:00.000,2029.8403206228284,"Expenses",2
"Telecomm - Broadband","Telecommunications",2016-08-01 00:00:00.000,1989.2435142103718,"Expenses",2
"Telecomm - Broadband","Telecommunications",2016-09-01 00:00:00.000,2029.0283844945793,"Expenses",2
"Telecomm - Broadband","Telecommunications",2016-10-01 00:00:00.000,2110.1895198743623,"Expenses",2
"Telecomm - Broadband","Telecommunications",2016-11-01 00:00:00.000,2131.2914150731062,"Expenses",2
"Telecomm - Broadband","Telecommunications",2016-12-01 00:00:00.000,2173.9172433745684,"Expenses",2
"Telecomm - Broadband","Telecommunications",2017-01-01 00:00:00.000,2152.1780709408226,"Expenses",2
"Telecomm - Broadband","Telecommunications",2017-02-01 00:00:00.000,2216.7434130690476,"Expenses",2
"Telecomm - Broadband","Telecommunications",2017-03-01 00:00:00.000,2172.4085448076667,"Expenses",2
"Telecomm - Broadband","Telecommunications",2017-04-01 00:00:00.000,2107.2362884634367,"Expenses",2
"Telecomm - Broadband","Telecommunications",2017-05-01 00:00:00.000,2170.4533771173396,"Expenses",2
"Telecomm - Broadband","Telecommunications",2017-06-01 00:00:00.000,2061.9307082614728,"Expenses",2
"Telecomm - Broadband","Telecommunications",2017-07-01 00:00:00.000,2123.7886295093167,"Expenses",2
"Telecomm - Broadband","Telecommunications",2017-08-01 00:00:00.000,2208.7401746896894,"Expenses",2
"Telecomm - Broadband","Telecommunications",2017-09-01 00:00:00.000,2186.6527729427926,"Expenses",2
"Telecomm - Broadband","Telecommunications",2017-10-01 00:00:00.000,2295.985411589932,"Expenses",2
"Telecomm - Broadband","Telecommunications",2017-11-01 00:00:00.000,2204.145995126335,"Expenses",2
"Telecomm - Broadband","Telecommunications",2017-12-01 00:00:00.000,2115.9801553212815,"Expenses",2
"Telecomm - Broadband","Telecommunications",2018-01-01 00:00:00.000,2010.1811475552172,"Expenses",2
"Telecomm - Broadband","Telecommunications",2018-02-01 00:00:00.000,1949.8757131285604,"Expenses",2
"Telecomm - Broadband","Telecommunications",2018-03-01 00:00:00.000,1988.8732273911316,"Expenses",2
"Telecomm - Broadband","Telecommunications",2018-04-01 00:00:00.000,2008.7619596650429,"Expenses",2
"Telecomm - Broadband","Telecommunications",2018-05-01 00:00:00.000,1968.586720471742,"Expenses",2
"Sealer Material","Equipment",2015-05-01 00:00:00.000,6684.6149994032648,"Expenses",2
"Sealer Material","Equipment",2015-06-01 00:00:00.000,7018.8457493734286,"Expenses",2
"Sealer Material","Equipment",2015-07-01 00:00:00.000,7089.0342068671634,"Expenses",2
