Season,Match_Key,match_date,Ground,Winner,match_result,Toss_Winner,Toss_Decision,Teams,Name,is_winner
"2018","20180510SH",2018-05-10 00:00:00.000,"Delhi","Sunrisers Hyderabad","won by 9 Wickets","Delhi Capitals","bat","Team 2","Sunrisers Hyderabad",1
"2018","20180520DC",2018-05-20 00:00:00.000,"Delhi","Delhi Capitals","won by 11 Runs","Delhi Capitals","bat","Team 1","Delhi Capitals",1
"2018","20180520DC",2018-05-20 00:00:00.000,"Delhi","Delhi Capitals","won by 11 Runs","Delhi Capitals","bat","Team 2","Mumbai Indians",0
"2019","20190329SH",2019-03-29 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 5 Wickets","Rajasthan Royals","bat","Team 1","Sunrisers Hyderabad",1
"2019","20190329SH",2019-03-29 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 5 Wickets","Rajasthan Royals","bat","Team 2","Rajasthan Royals",0
"2019","20190417SH",2019-04-17 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 6 Wickets","Chennai Super Kings","bat","Team 1","Sunrisers Hyderabad",1
"2019","20190417SH",2019-04-17 00:00:00.000,"Hyderabad (Deccan)","Sunrisers Hyderabad","won by 6 Wickets","Chennai Super Kings","bat","Team 2","Chennai Super Kings",0
"2019","20190428DC",2019-04-28 00:00:00.000,"Delhi","Delhi Capitals","won by 16 Runs","Delhi Capitals","bat","Team 1","Delhi Capitals",1
"2019","20190428DC",2019-04-28 00:00:00.000,"Delhi","Delhi Capitals","won by 16 Runs","Delhi Capitals","bat","Team 2","Royal Challengers Bangalore",0
"2019","20190502TIE",2019-05-02 00:00:00.000,"Mumbai","tied","","Mumbai Indians","bat","Team 1","Mumbai Indians",0
"2019","20190502TIE",2019-05-02 00:00:00.000,"Mumbai","tied","","Mumbai Indians","bat","Team 2","Sunrisers Hyderabad",0
"2019","20190504DC",2019-05-04 00:00:00.000,"Delhi","Delhi Capitals","won by 5 Wickets","Rajasthan Royals","bat","Team 1","Delhi Capitals",1
"2019","20190504DC",2019-05-04 00:00:00.000,"Delhi","Delhi Capitals","won by 5 Wickets","Rajasthan Royals","bat","Team 2","Rajasthan Royals",0
"2010","20100314DC",2010-03-14 00:00:00.000,"Chennai","Deccan Chargers","won by 31 Runs","Deccan Chargers","bat","Team 1","Chennai Super Kings",0
"2010","20100314DC",2010-03-14 00:00:00.000,"Chennai","Deccan Chargers","won by 31 Runs","Deccan Chargers","bat","Team 2","Deccan Chargers",1
"2010","20100316RCB",2010-03-16 00:00:00.000,"Bengaluru, Bangalore","Royal Challengers Bangalore","won by 8 Wickets","Kings XI Punjab","bat","Team 1","Royal Challengers Bangalore",1
"2010","20100316RCB",2010-03-16 00:00:00.000,"Bengaluru, Bangalore","Royal Challengers Bangalore","won by 8 Wickets","Kings XI Punjab","bat","Team 2","Kings XI Punjab",0
"2010","20100320RCB",2010-03-20 00:00:00.000,"Cuttack","Royal Challengers Bangalore","won by 7 Wickets","Mumbai Indians","bat","Team 1","Mumbai Indians",0
"2010","20100320RCB",2010-03-20 00:00:00.000,"Cuttack","Royal Challengers Bangalore","won by 7 Wickets","Mumbai Indians","bat","Team 2","Royal Challengers Bangalore",1
"2010","20100321DC",2010-03-21 00:00:00.000,"Cuttack","Deccan Chargers","won by 10 Runs","Deccan Chargers","bat","Team 1","Deccan Chargers",1
"2010","20100321DC",2010-03-21 00:00:00.000,"Cuttack","Deccan Chargers","won by 10 Runs","Deccan Chargers","bat","Team 2","Delhi Capitals",0
"2010","20100329DC",2010-03-29 00:00:00.000,"Delhi","Delhi Capitals","won by 40 Runs","Delhi Capitals","bat","Team 1","Delhi Capitals",1
"2010","20100329DC",2010-03-29 00:00:00.000,"Delhi","Delhi Capitals","won by 40 Runs","Delhi Capitals","bat","Team 2","Kolkata Knight Riders",0
"2010","20100331DC",2010-03-31 00:00:00.000,"Delhi","Delhi Capitals","won by 67 Runs","Delhi Capitals","bat","Team 1","Delhi Capitals",1
"2010","20100331DC",2010-03-31 00:00:00.000,"Delhi","Delhi Capitals","won by 67 Runs","Delhi Capitals","bat","Team 2","Rajasthan Royals",0
"2010","20100402RCB",2010-04-02 00:00:00.000,"Cuttack","Royal Challengers Bangalore","won by 6 Wickets","Kings XI Punjab","bat","Team 1","Kings XI Punjab",0
"2010","20100402RCB",2010-04-02 00:00:00.000,"Cuttack","Royal Challengers Bangalore","won by 6 Wickets","Kings XI Punjab","bat","Team 2","Royal Challengers Bangalore",1
"2010","20100404KXP",2010-04-04 00:00:00.000,"Kolkata","Kings XI Punjab","won by 8 Wickets","Kolkata Knight Riders","bat","Team 1","Kolkata Knight Riders",0
"2010","20100404KXP",2010-04-04 00:00:00.000,"Kolkata","Kings XI Punjab","won by 8 Wickets","Kolkata Knight Riders","bat","Team 2","Kings XI Punjab",1
"2010","20100404DC",2010-04-04 00:00:00.000,"Delhi","Delhi Capitals","won by 37 Runs","Delhi Capitals","bat","Team 1","Delhi Capitals",1
"2010","20100404DC",2010-04-04 00:00:00.000,"Delhi","Delhi Capitals","won by 37 Runs","Delhi Capitals","bat","Team 2","Royal Challengers Bangalore",0
"2010","20100409KXP",2010-04-09 00:00:00.000,"Mohali, Chandigarh","Kings XI Punjab","won by 6 Wickets","Mumbai Indians","bat","Team 1","Kings XI Punjab",1
"2010","20100409KXP",2010-04-09 00:00:00.000,"Mohali, Chandigarh","Kings XI Punjab","won by 6 Wickets","Mumbai Indians","bat","Team 2","Mumbai Indians",0
"2010","20100410DC",2010-04-10 00:00:00.000,"Nagpur","Deccan Chargers","won by 6 Wickets","Chennai Super Kings","bat","Team 1","Deccan Chargers",1
"2010","20100410DC",2010-04-10 00:00:00.000,"Nagpur","Deccan Chargers","won by 6 Wickets","Chennai Super Kings","bat","Team 2","Chennai Super Kings",0
"2010","20100411KXP",2010-04-11 00:00:00.000,"Delhi","Kings XI Punjab","won by 7 Wickets","Delhi Capitals","bat","Team 1","Delhi Capitals",0
"2010","20100411KXP",2010-04-11 00:00:00.000,"Delhi","Kings XI Punjab","won by 7 Wickets","Delhi Capitals","bat","Team 2","Kings XI Punjab",1
"2010","20100414RCB",2010-04-14 00:00:00.000,"Jaipur","Royal Challengers Bangalore","won by 5 Wickets","Rajasthan Royals","bat","Team 1","Rajasthan Royals",0
"2010","20100414RCB",2010-04-14 00:00:00.000,"Jaipur","Royal Challengers Bangalore","won by 5 Wickets","Rajasthan Royals","bat","Team 2","Royal Challengers Bangalore",1
"2010","20100415DC",2010-04-15 00:00:00.000,"Chennai","Delhi Capitals","won by 6 Wickets","Chennai Super Kings","bat","Team 1","Chennai Super Kings",0
"2010","20100415DC",2010-04-15 00:00:00.000,"Chennai","Delhi Capitals","won by 6 Wickets","Chennai Super Kings","bat","Team 2","Delhi Capitals",1
"2010","20100418DC",2010-04-18 00:00:00.000,"Delhi","Deccan Chargers","won by 11 Runs","Deccan Chargers","bat","Team 1","Delhi Capitals",0
"2010","20100418DC",2010-04-18 00:00:00.000,"Delhi","Deccan Chargers","won by 11 Runs","Deccan Chargers","bat","Team 2","Deccan Chargers",1
"2010","20100424RCB",2010-04-24 00:00:00.000,"Mumbai","Royal Challengers Bangalore","won by 9 Wickets","Deccan Chargers","bat","Team 1","Royal Challengers Bangalore",1
"2010","20100424RCB",2010-04-24 00:00:00.000,"Mumbai","Royal Challengers Bangalore","won by 9 Wickets","Deccan Chargers","bat","Team 2","Deccan Chargers",0
"2008","20080419DC",2008-04-19 00:00:00.000,"Delhi","Delhi Capitals","won by 9 Wickets","Rajasthan Royals","bat","Team 1","Delhi Capitals",1
"2008","20080419DC",2008-04-19 00:00:00.000,"Delhi","Delhi Capitals","won by 9 Wickets","Rajasthan Royals","bat","Team 2","Rajasthan Royals",0
"2008","20080420RCB",2008-04-20 00:00:00.000,"Mumbai","Royal Challengers Bangalore","won by 5 Wickets","Mumbai Indians","bat","Team 1","Mumbai Indians",0
"2008","20080420RCB",2008-04-20 00:00:00.000,"Mumbai","Royal Challengers Bangalore","won by 5 Wickets","Mumbai Indians","bat","Team 2","Royal Challengers Bangalore",1
"2008","20080422DC",2008-04-22 00:00:00.000,"Hyderabad","Delhi Capitals","won by 9 Wickets","Deccan Chargers","bat","Team 1","Deccan Chargers",0
"2008","20080422DC",2008-04-22 00:00:00.000,"Hyderabad","Delhi Capitals","won by 9 Wickets","Deccan Chargers","bat","Team 2","Delhi Capitals",1
"2008","20080427KXP",2008-04-27 00:00:00.000,"Mohali, Chandigarh","Kings XI Punjab","won by 4 Wickets","Delhi Capitals","bat","Team 1","Kings XI Punjab",1
"2008","20080427KXP",2008-04-27 00:00:00.000,"Mohali, Chandigarh","Kings XI Punjab","won by 4 Wickets","Delhi Capitals","bat","Team 2","Delhi Capitals",0
"2008","20080502DC",2008-05-02 00:00:00.000,"Chennai","Delhi Capitals","won by 8 Wickets","Chennai Super Kings","bat","Team 1","Chennai Super Kings",0
"2008","20080502DC",2008-05-02 00:00:00.000,"Chennai","Delhi Capitals","won by 8 Wickets","Chennai Super Kings","bat","Team 2","Delhi Capitals",1
"2008","20080503KXP",2008-05-03 00:00:00.000,"Mohali, Chandigarh","Kings XI Punjab","won by 9 Runs","Kings XI Punjab","bat","Team 1","Kings XI Punjab",1
"2008","20080503KXP",2008-05-03 00:00:00.000,"Mohali, Chandigarh","Kings XI Punjab","won by 9 Runs","Kings XI Punjab","bat","Team 2","Kolkata Knight Riders",0
"2008","20080512KXP",2008-05-12 00:00:00.000,"Mohali, Chandigarh","Kings XI Punjab","won by 9 Wickets","Royal Challengers Bangalore","bat","Team 1","Kings XI Punjab",1
"2008","20080512KXP",2008-05-12 00:00:00.000,"Mohali, Chandigarh","Kings XI Punjab","won by 9 Wickets","Royal Challengers Bangalore","bat","Team 2","Royal Challengers Bangalore",0
"2008","20080517KXP",2008-05-17 00:00:00.000,"Delhi","Kings XI Punjab","won by 6 Runs","Delhi Capitals","bat","Team 1","Delhi Capitals",0
"2008","20080517KXP",2008-05-17 00:00:00.000,"Delhi","Kings XI Punjab","won by 6 Runs","Delhi Capitals","bat","Team 2","Kings XI Punjab",1
"2008","20080521RCB",2008-05-21 00:00:00.000,"Chennai","Royal Challengers Bangalore","won by 14 Runs","Royal Challengers Bangalore","bat","Team 1","Chennai Super Kings",0
"2008","20080521RCB",2008-05-21 00:00:00.000,"Chennai","Royal Challengers Bangalore","won by 14 Runs","Royal Challengers Bangalore","bat","Team 2","Royal Challengers Bangalore",1
"2008","20080525RCB",2008-05-25 00:00:00.000,"Hyderabad","Royal Challengers Bangalore","won by 5 Wickets","Deccan Chargers","bat","Team 1","Deccan Chargers",0
"2008","20080525RCB",2008-05-25 00:00:00.000,"Hyderabad","Royal Challengers Bangalore","won by 5 Wickets","Deccan Chargers","bat","Team 2","Royal Challengers Bangalore",1
"2009","20090428RR",2009-04-28 00:00:00.000,"Centurion","Rajasthan Royals","won by 5 Wickets","Delhi Capitals","bat","Team 1","Delhi Capitals",0
"2009","20090428RR",2009-04-28 00:00:00.000,"Centurion","Rajasthan Royals","won by 5 Wickets","Delhi Capitals","bat","Team 2","Rajasthan Royals",1
"2009","20090502RR",2009-05-02 00:00:00.000,"Port Elizabeth","Rajasthan Royals","won by 3 Wickets","Deccan Chargers","bat","Team 1","Deccan Chargers",0
"2009","20090502RR",2009-05-02 00:00:00.000,"Port Elizabeth","Rajasthan Royals","won by 3 Wickets","Deccan Chargers","bat","Team 2","Rajasthan Royals",1
"2009","20090514RR",2009-05-14 00:00:00.000,"Durban","Rajasthan Royals","won by 2 Runs","Rajasthan Royals","bat","Team 1","Mumbai Indians",0
"2009","20090514RR",2009-05-14 00:00:00.000,"Durban","Rajasthan Royals","won by 2 Runs","Rajasthan Royals","bat","Team 2","Rajasthan Royals",1
"2011","20110412RR",2011-04-12 00:00:00.000,"Jaipur","Rajasthan Royals","won by 6 Wickets","Delhi Capitals","bat","Team 1","Rajasthan Royals",1
"2011","20110412RR",2011-04-12 00:00:00.000,"Jaipur","Rajasthan Royals","won by 6 Wickets","Delhi Capitals","bat","Team 2","Delhi Capitals",0
"2011","20110520RR",2011-05-20 00:00:00.000,"Mumbai","Rajasthan Royals","won by 10 Wickets","Mumbai Indians","bat","Team 1","Mumbai Indians",0
"2011","20110520RR",2011-05-20 00:00:00.000,"Mumbai","Rajasthan Royals","won by 10 Wickets","Mumbai Indians","bat","Team 2","Rajasthan Royals",1
"2012","20120415RR",2012-04-15 00:00:00.000,"Bengaluru","Rajasthan Royals","won by 59 Runs","Rajasthan Royals","bat","Team 1","Royal Challengers Bangalore",0
"2012","20120415RR",2012-04-15 00:00:00.000,"Bengaluru","Rajasthan Royals","won by 59 Runs","Rajasthan Royals","bat","Team 2","Rajasthan Royals",1
"2012","20120417RR",2012-04-17 00:00:00.000,"Jaipur","Rajasthan Royals","won by 5 Wickets","Deccan Chargers","bat","Team 1","Rajasthan Royals",1
"2012","20120417RR",2012-04-17 00:00:00.000,"Jaipur","Rajasthan Royals","won by 5 Wickets","Deccan Chargers","bat","Team 2","Deccan Chargers",0
"2012","20120505RR",2012-05-05 00:00:00.000,"Mohali","Rajasthan Royals","won by 43 Runs","Rajasthan Royals","bat","Team 1","Kings XI Punjab",0
"2012","20120505RR",2012-05-05 00:00:00.000,"Mohali","Rajasthan Royals","won by 43 Runs","Rajasthan Royals","bat","Team 2","Rajasthan Royals",1
"2012","20120508RR",2012-05-08 00:00:00.000,"Pune","Rajasthan Royals","won by 7 Wickets","Pune Warriors","bat","Team 1","Pune Warriors",0
"2012","20120508RR",2012-05-08 00:00:00.000,"Pune","Rajasthan Royals","won by 7 Wickets","Pune Warriors","bat","Team 2","Rajasthan Royals",1
"2012","20120513RR",2012-05-13 00:00:00.000,"Jaipur","Rajasthan Royals","won by 45 Runs","Rajasthan Royals","bat","Team 1","Rajasthan Royals",1
"2012","20120513RR",2012-05-13 00:00:00.000,"Jaipur","Rajasthan Royals","won by 45 Runs","Rajasthan Royals","bat","Team 2","Pune Warriors",0
"2013","20130406RR",2013-04-06 00:00:00.000,"Delhi","Rajasthan Royals","won by 5 Runs","Rajasthan Royals","bat","Team 1","Delhi Capitals",0
"2013","20130406RR",2013-04-06 00:00:00.000,"Delhi","Rajasthan Royals","won by 5 Runs","Rajasthan Royals","bat","Team 2","Rajasthan Royals",1
"2013","20130417RR",2013-04-17 00:00:00.000,"Jaipur","Rajasthan Royals","won by 87 Runs","Rajasthan Royals","bat","Team 1","Rajasthan Royals",1
"2013","20130417RR",2013-04-17 00:00:00.000,"Jaipur","Rajasthan Royals","won by 87 Runs","Rajasthan Royals","bat","Team 2","Mumbai Indians",0
"2013","20130427RR",2013-04-27 00:00:00.000,"Jaipur","Rajasthan Royals","won by 8 Wickets","Sunrisers Hyderabad","bat","Team 1","Rajasthan Royals",1
"2013","20130427RR",2013-04-27 00:00:00.000,"Jaipur","Rajasthan Royals","won by 8 Wickets","Sunrisers Hyderabad","bat","Team 2","Sunrisers Hyderabad",0
"2013","20130505RR",2013-05-05 00:00:00.000,"Jaipur","Rajasthan Royals","won by 5 Wickets","Pune Warriors","bat","Team 1","Rajasthan Royals",1
"2013","20130505RR",2013-05-05 00:00:00.000,"Jaipur","Rajasthan Royals","won by 5 Wickets","Pune Warriors","bat","Team 2","Pune Warriors",0
"2013","20130507RR",2013-05-07 00:00:00.000,"Jaipur","Rajasthan Royals","won by 9 Wickets","Delhi Capitals","bat","Team 1","Rajasthan Royals",1
"2013","20130507RR",2013-05-07 00:00:00.000,"Jaipur","Rajasthan Royals","won by 9 Wickets","Delhi Capitals","bat","Team 2","Delhi Capitals",0
"2013","20130522RR",2013-05-22 00:00:00.000,"Delhi","Rajasthan Royals","won by 4 Wickets","Sunrisers Hyderabad","bat","Team 1","Rajasthan Royals",1
"2013","20130522RR",2013-05-22 00:00:00.000,"Delhi","Rajasthan Royals","won by 4 Wickets","Sunrisers Hyderabad","bat","Team 2","Sunrisers Hyderabad",0
"2014","20140511RR",2014-05-11 00:00:00.000,"Bengaluru","Rajasthan Royals","won by 5 Wickets","Royal Challengers Bangalore","bat","Team 1","Royal Challengers Bangalore",0
"2014","20140511RR",2014-05-11 00:00:00.000,"Bengaluru","Rajasthan Royals","won by 5 Wickets","Royal Challengers Bangalore","bat","Team 2","Rajasthan Royals",1
"2015","20150414RR",2015-04-14 00:00:00.000,"Ahmedabad","Rajasthan Royals","won by 7 Wickets","Mumbai Indians","bat","Team 1","Rajasthan Royals",1
"2015","20150414RR",2015-04-14 00:00:00.000,"Ahmedabad","Rajasthan Royals","won by 7 Wickets","Mumbai Indians","bat","Team 2","Mumbai Indians",0
"2015","20150419RR",2015-04-19 00:00:00.000,"Ahmedabad","Rajasthan Royals","won by 8 Wickets","Chennai Super Kings","bat","Team 1","Rajasthan Royals",1
"2015","20150419RR",2015-04-19 00:00:00.000,"Ahmedabad","Rajasthan Royals","won by 8 Wickets","Chennai Super Kings","bat","Team 2","Chennai Super Kings",0
"2015","20150516RR",2015-05-16 00:00:00.000,"Mumbai (BS)","Rajasthan Royals","won by 9 Runs","Rajasthan Royals","bat","Team 1","Rajasthan Royals",1
"2015","20150516RR",2015-05-16 00:00:00.000,"Mumbai (BS)","Rajasthan Royals","won by 9 Runs","Rajasthan Royals","bat","Team 2","Kolkata Knight Riders",0
"2018","20180422RR",2018-04-22 00:00:00.000,"Jaipur","Rajasthan Royals","won by 3 Wickets","Mumbai Indians","bat","Team 1","Rajasthan Royals",1
"2018","20180422RR",2018-04-22 00:00:00.000,"Jaipur","Rajasthan Royals","won by 3 Wickets","Mumbai Indians","bat","Team 2","Mumbai Indians",0
"2018","20180508RR",2018-05-08 00:00:00.000,"Jaipur","Rajasthan Royals","won by 15 Runs","Rajasthan Royals","bat","Team 1","Rajasthan Royals",1
"2018","20180508RR",2018-05-08 00:00:00.000,"Jaipur","Rajasthan Royals","won by 15 Runs","Rajasthan Royals","bat","Team 2","Kings XI Punjab",0
"2018","20180511RR",2018-05-11 00:00:00.000,"Jaipur","Rajasthan Royals","won by 4 Wickets","Chennai Super Kings","bat","Team 1","Rajasthan Royals",1
"2018","20180511RR",2018-05-11 00:00:00.000,"Jaipur","Rajasthan Royals","won by 4 Wickets","Chennai Super Kings","bat","Team 2","Chennai Super Kings",0
"2018","20180519RR",2018-05-19 00:00:00.000,"Jaipur","Rajasthan Royals","won by 30 Runs","Rajasthan Royals","bat","Team 1","Rajasthan Royals",1
"2018","20180519RR",2018-05-19 00:00:00.000,"Jaipur","Rajasthan Royals","won by 30 Runs","Rajasthan Royals","bat","Team 2","Royal Challengers Bangalore",0
"2010","20100320RR",2010-03-20 00:00:00.000,"Ahmedabad","Rajasthan Royals","won by 34 Runs","Rajasthan Royals","bat","Team 1","Rajasthan Royals",1
"2010","20100320RR",2010-03-20 00:00:00.000,"Ahmedabad","Rajasthan Royals","won by 34 Runs","Rajasthan Royals","bat","Team 2","Kolkata Knight Riders",0
"2010","20100326RR",2010-03-26 00:00:00.000,"Ahmedabad","Rajasthan Royals","won by 8 Wickets","Deccan Chargers","bat","Team 1","Rajasthan Royals",1
"2010","20100326RR",2010-03-26 00:00:00.000,"Ahmedabad","Rajasthan Royals","won by 8 Wickets","Deccan Chargers","bat","Team 2","Deccan Chargers",0
"2010","20100328RR",2010-03-28 00:00:00.000,"Ahmedabad","Rajasthan Royals","won by 17 Runs","Rajasthan Royals","bat","Team 1","Rajasthan Royals",1
"2010","20100328RR",2010-03-28 00:00:00.000,"Ahmedabad","Rajasthan Royals","won by 17 Runs","Rajasthan Royals","bat","Team 2","Chennai Super Kings",0
"2010","20100405RR",2010-04-05 00:00:00.000,"Nagpur","Rajasthan Royals","won by 2 Runs","Rajasthan Royals","bat","Team 1","Deccan Chargers",0
"2010","20100405RR",2010-04-05 00:00:00.000,"Nagpur","Rajasthan Royals","won by 2 Runs","Rajasthan Royals","bat","Team 2","Rajasthan Royals",1
"2010","20100407RR",2010-04-07 00:00:00.000,"Jaipur","Rajasthan Royals","won by 9 Wickets","Kings XI Punjab","bat","Team 1","Rajasthan Royals",1
"2010","20100407RR",2010-04-07 00:00:00.000,"Jaipur","Rajasthan Royals","won by 9 Wickets","Kings XI Punjab","bat","Team 2","Kings XI Punjab",0
"2008","20080421RR",2008-04-21 00:00:00.000,"Jaipur","Rajasthan Royals","won by 6 Wickets","Kings XI Punjab","bat","Team 1","Rajasthan Royals",1
"2008","20080421RR",2008-04-21 00:00:00.000,"Jaipur","Rajasthan Royals","won by 6 Wickets","Kings XI Punjab","bat","Team 2","Kings XI Punjab",0
"2008","20080501RR",2008-05-01 00:00:00.000,"Jaipur","Rajasthan Royals","won by 45 Runs","Rajasthan Royals","bat","Team 1","Rajasthan Royals",1
"2008","20080501RR",2008-05-01 00:00:00.000,"Jaipur","Rajasthan Royals","won by 45 Runs","Rajasthan Royals","bat","Team 2","Kolkata Knight Riders",0
"2008","20080504RR",2008-05-04 00:00:00.000,"Jaipur","Rajasthan Royals","won by 8 Wickets","Chennai Super Kings","bat","Team 1","Rajasthan Royals",1
"2008","20080504RR",2008-05-04 00:00:00.000,"Jaipur","Rajasthan Royals","won by 8 Wickets","Chennai Super Kings","bat","Team 2","Chennai Super Kings",0
"2008","20080524RR",2008-05-24 00:00:00.000,"Chennai","Rajasthan Royals","won by 10 Runs","Rajasthan Royals","bat","Team 1","Chennai Super Kings",0
"2008","20080524RR",2008-05-24 00:00:00.000,"Chennai","Rajasthan Royals","won by 10 Runs","Rajasthan Royals","bat","Team 2","Rajasthan Royals",1
"2009","20090518KKR",2009-05-18 00:00:00.000,"Centurion","Kolkata Knight Riders","won by 7 Wickets","Chennai Super Kings","bat","Team 1","Chennai Super Kings",0
"2009","20090518KKR",2009-05-18 00:00:00.000,"Centurion","Kolkata Knight Riders","won by 7 Wickets","Chennai Super Kings","bat","Team 2","Kolkata Knight Riders",1
"2011","20110411KKR",2011-04-11 00:00:00.000,"Kolkata","Kolkata Knight Riders","won by 9 Runs","Kolkata Knight Riders","bat","Team 1","Kolkata Knight Riders",1
"2011","20110411KKR",2011-04-11 00:00:00.000,"Kolkata","Kolkata Knight Riders","won by 9 Runs","Kolkata Knight Riders","bat","Team 2","Deccan Chargers",0
"2011","20110507KKR",2011-05-07 00:00:00.000,"Kolkata","Kolkata Knight Riders","won by 10 Runs","Chennai Super Kings","bat","Team 1","Kolkata Knight Riders",1
"2011","20110507KKR",2011-05-07 00:00:00.000,"Kolkata","Kolkata Knight Riders","won by 10 Runs","Chennai Super Kings","bat","Team 2","Chennai Super Kings",0
"2012","20120413KKR",2012-04-13 00:00:00.000,"Kolkata","Kolkata Knight Riders","won by 5 Wickets","Rajasthan Royals","bat","Team 1","Kolkata Knight Riders",1
"2012","20120413KKR",2012-04-13 00:00:00.000,"Kolkata","Kolkata Knight Riders","won by 5 Wickets","Rajasthan Royals","bat","Team 2","Rajasthan Royals",0
"2012","20120418KKR",2012-04-18 00:00:00.000,"Mohali","Kolkata Knight Riders","won by 8 Wickets","Kings XI Punjab","bat","Team 1","Kings XI Punjab",0
"2012","20120418KKR",2012-04-18 00:00:00.000,"Mohali","Kolkata Knight Riders","won by 8 Wickets","Kings XI Punjab","bat","Team 2","Kolkata Knight Riders",1
"2012","20120428KKR",2012-04-28 00:00:00.000,"Kolkata","Kolkata Knight Riders","won by 47 Runs","Kolkata Knight Riders","bat","Team 1","Kolkata Knight Riders",1
"2012","20120428KKR",2012-04-28 00:00:00.000,"Kolkata","Kolkata Knight Riders","won by 47 Runs","Kolkata Knight Riders","bat","Team 2","Royal Challengers Bangalore",0
"2012","20120430KKR",2012-04-30 00:00:00.000,"Chennai","Kolkata Knight Riders","won by 5 Wickets","Chennai Super Kings","bat","Team 1","Chennai Super Kings",0
"2012","20120430KKR",2012-04-30 00:00:00.000,"Chennai","Kolkata Knight Riders","won by 5 Wickets","Chennai Super Kings","bat","Team 2","Kolkata Knight Riders",1
"2012","20120505KKR",2012-05-05 00:00:00.000,"Kolkata","Kolkata Knight Riders","won by 7 Runs","Kolkata Knight Riders","bat","Team 1","Kolkata Knight Riders",1
"2012","20120505KKR",2012-05-05 00:00:00.000,"Kolkata","Kolkata Knight Riders","won by 7 Runs","Kolkata Knight Riders","bat","Team 2","Pune Warriors",0
"2012","20120507KKR",2012-05-07 00:00:00.000,"Delhi","Kolkata Knight Riders","won by 6 Wickets","Delhi Capitals","bat","Team 1","Delhi Capitals",0
"2012","20120507KKR",2012-05-07 00:00:00.000,"Delhi","Kolkata Knight Riders","won by 6 Wickets","Delhi Capitals","bat","Team 2","Kolkata Knight Riders",1
"2012","20120519KKR",2012-05-19 00:00:00.000,"Pune","Kolkata Knight Riders","won by 34 Runs","Kolkata Knight Riders","bat","Team 1","Pune Warriors",0
"2012","20120519KKR",2012-05-19 00:00:00.000,"Pune","Kolkata Knight Riders","won by 34 Runs","Kolkata Knight Riders","bat","Team 2","Kolkata Knight Riders",1
"2012","20120522KKR",2012-05-22 00:00:00.000,"Pune","Kolkata Knight Riders","won by 18 Runs","Kolkata Knight Riders","bat","Team 1","Delhi Capitals",0
"2012","20120522KKR",2012-05-22 00:00:00.000,"Pune","Kolkata Knight Riders","won by 18 Runs","Kolkata Knight Riders","bat","Team 2","Kolkata Knight Riders",1
"2012","20120527KKR",2012-05-27 00:00:00.000,"Chennai","Kolkata Knight Riders","won by 5 Wickets","Chennai Super Kings","bat","Team 1","Kolkata Knight Riders",1
"2012","20120527KKR",2012-05-27 00:00:00.000,"Chennai","Kolkata Knight Riders","won by 5 Wickets","Chennai Super Kings","bat","Team 2","Chennai Super Kings",0
"2013","20130414KKR",2013-04-14 00:00:00.000,"Kolkata","Kolkata Knight Riders","won by 48 Runs","Kolkata Knight Riders","bat","Team 1","Kolkata Knight Riders",1
"2013","20130414KKR",2013-04-14 00:00:00.000,"Kolkata","Kolkata Knight Riders","won by 48 Runs","Kolkata Knight Riders","bat","Team 2","Sunrisers Hyderabad",0
"2013","20130426KKR",2013-04-26 00:00:00.000,"Kolkata","Kolkata Knight Riders","won by 6 Wickets","Kings XI Punjab","bat","Team 1","Kolkata Knight Riders",1
"2013","20130426KKR",2013-04-26 00:00:00.000,"Kolkata","Kolkata Knight Riders","won by 6 Wickets","Kings XI Punjab","bat","Team 2","Kings XI Punjab",0
"2013","20130503KKR",2013-05-03 00:00:00.000,"Kolkata","Kolkata Knight Riders","won by 8 Wickets","Rajasthan Royals","bat","Team 1","Kolkata Knight Riders",1
"2013","20130503KKR",2013-05-03 00:00:00.000,"Kolkata","Kolkata Knight Riders","won by 8 Wickets","Rajasthan Royals","bat","Team 2","Rajasthan Royals",0
"2013","20130509KKR",2013-05-09 00:00:00.000,"Pune","Kolkata Knight Riders","won by 46 Runs","Kolkata Knight Riders","bat","Team 1","Pune Warriors",0
"2013","20130509KKR",2013-05-09 00:00:00.000,"Pune","Kolkata Knight Riders","won by 46 Runs","Kolkata Knight Riders","bat","Team 2","Kolkata Knight Riders",1
"2014","20140416KKR",2014-04-16 00:00:00.000,"Abu Dhabi","Kolkata Knight Riders","won by 41 Runs","Kolkata Knight Riders","bat","Team 1","Mumbai Indians",0
"2014","20140416KKR",2014-04-16 00:00:00.000,"Abu Dhabi","Kolkata Knight Riders","won by 41 Runs","Kolkata Knight Riders","bat","Team 2","Kolkata Knight Riders",1
"2014","20140507KKR",2014-05-07 00:00:00.000,"Delhi","Kolkata Knight Riders","won by 8 Wickets","Delhi Capitals","bat","Team 1","Delhi Capitals",0
"2014","20140507KKR",2014-05-07 00:00:00.000,"Delhi","Kolkata Knight Riders","won by 8 Wickets","Delhi Capitals","bat","Team 2","Kolkata Knight Riders",1
