match_key,innings,team,batsman,player_key,batting_position,Season
"20090509KXP",1,"Deccan Chargers","TL Suman",1107,3,"2009"
"20090509KXP",1,"Deccan Chargers","RG Sharma",1064,4,"2009"
"20090509KXP",1,"Deccan Chargers","A Symonds",1133,5,"2009"
"20090509KXP",1,"Deccan Chargers","Y Venugopal Rao",1070,6,"2009"
"20090517KXP",2,"Deccan Chargers","AC Gilchrist",1061,1,"2009"
"20090517KXP",2,"Deccan Chargers","HH Gibbs",1062,2,"2009"
"20090517KXP",2,"Deccan Chargers","TL Suman",1107,3,"2009"
"20090517KXP",2,"Deccan Chargers","A Symonds",1133,4,"2009"
"20090517KXP",2,"Deccan Chargers","RG Sharma",1064,5,"2009"
"20090517KXP",2,"Deccan Chargers","Y Venugopal Rao",1070,6,"2009"
"20090517KXP",2,"Deccan Chargers","DB Ravi Teja",1071,7,"2009"
"20090517KXP",2,"Deccan Chargers","RJ Harris",1126,8,"2009"
"20090517KXP",2,"Deccan Chargers","RP Singh",1089,9,"2009"
"20090521RCB",2,"Deccan Chargers","AC Gilchrist",1061,1,"2009"
"20090521RCB",2,"Deccan Chargers","HH Gibbs",1062,2,"2009"
"20090521RCB",2,"Deccan Chargers","TL Suman",1107,3,"2009"
"20090521RCB",2,"Deccan Chargers","A Symonds",1133,4,"2009"
"20090521RCB",2,"Deccan Chargers","RG Sharma",1064,5,"2009"
"20090521RCB",2,"Deccan Chargers","Y Venugopal Rao",1070,6,"2009"
"20090521RCB",2,"Deccan Chargers","AA Bilakhia",1094,7,"2009"
"20090521RCB",2,"Deccan Chargers","RJ Harris",1126,8,"2009"
"20100312KKR",2,"Deccan Chargers","AC Gilchrist",1061,1,"2010"
"20100312KKR",2,"Deccan Chargers","VVS Laxman",1063,2,"2010"
"20100312KKR",2,"Deccan Chargers","HH Gibbs",1062,3,"2010"
"20100312KKR",2,"Deccan Chargers","A Symonds",1133,4,"2010"
"20100312KKR",2,"Deccan Chargers","RG Sharma",1064,5,"2010"
"20100312KKR",2,"Deccan Chargers","Anirudh Singh",1460,6,"2010"
"20100312KKR",2,"Deccan Chargers","TL Suman",1107,7,"2010"
"20100312KKR",2,"Deccan Chargers","WPUJC Vaas",1135,8,"2010"
"20100312KKR",2,"Deccan Chargers","Jaskaran Singh",1146,9,"2010"
"20100401KKR",2,"Deccan Chargers","HH Gibbs",1062,1,"2010"
"20100401KKR",2,"Deccan Chargers","AC Gilchrist",1061,2,"2010"
"20100401KKR",2,"Deccan Chargers","MD Mishra",1175,3,"2010"
"20100401KKR",2,"Deccan Chargers","A Symonds",1133,4,"2010"
"20100401KKR",2,"Deccan Chargers","RG Sharma",1064,5,"2010"
"20100401KKR",2,"Deccan Chargers","TL Suman",1107,6,"2010"
"20100422CSK",2,"Deccan Chargers","AC Gilchrist",1061,1,"2010"
"20100422CSK",2,"Deccan Chargers","HH Gibbs",1062,2,"2010"
"20100422CSK",2,"Deccan Chargers","TL Suman",1107,3,"2010"
"20100422CSK",2,"Deccan Chargers","RG Sharma",1064,4,"2010"
"20100422CSK",2,"Deccan Chargers","A Symonds",1133,5,"2010"
"20100422CSK",2,"Deccan Chargers","MD Mishra",1175,6,"2010"
"20100422CSK",2,"Deccan Chargers","B Sumanth",1475,7,"2010"
"20100422CSK",2,"Deccan Chargers","RJ Harris",1126,8,"2010"
"20100422CSK",2,"Deccan Chargers","Harmeet Singh",1247,9,"2010"
"20100422CSK",2,"Deccan Chargers","PP Ojha",1090,10,"2010"
"20100422CSK",2,"Deccan Chargers","RP Singh",1089,11,"2010"
"20100424RCB",1,"Deccan Chargers","AC Gilchrist",1061,1,"2010"
"20100424RCB",1,"Deccan Chargers","Anirudh Singh",1460,2,"2010"
"20100424RCB",1,"Deccan Chargers","MD Mishra",1175,3,"2010"
"20100424RCB",1,"Deccan Chargers","RG Sharma",1064,4,"2010"
"20100424RCB",1,"Deccan Chargers","A Symonds",1133,5,"2010"
"20100424RCB",1,"Deccan Chargers","DR Smith",1088,6,"2010"
"20100424RCB",1,"Deccan Chargers","Y Venugopal Rao",1070,7,"2010"
"20100424RCB",1,"Deccan Chargers","RJ Harris",1126,8,"2010"
"20100424RCB",1,"Deccan Chargers","R Sharma",1177,9,"2010"
"20100424RCB",1,"Deccan Chargers","PP Ojha",1090,10,"2010"
"20110411KKR",2,"Deccan Chargers","S Dhawan",1003,1,"2011"
"20110411KKR",2,"Deccan Chargers","IR Jaggi",1158,2,"2011"
"20110411KKR",2,"Deccan Chargers","B Chipli",1159,3,"2011"
"20110411KKR",2,"Deccan Chargers","KC Sangakkara",1043,4,"2011"
"20110411KKR",2,"Deccan Chargers","JP Duminy",1004,5,"2011"
"20110411KKR",2,"Deccan Chargers","DT Christian",1160,6,"2011"
"20110411KKR",2,"Deccan Chargers","DB Ravi Teja",1071,7,"2011"
"20110411KKR",2,"Deccan Chargers","DW Steyn",1028,8,"2011"
"20110411KKR",2,"Deccan Chargers","A Mishra",1099,9,"2011"
"20110411KKR",2,"Deccan Chargers","I Sharma",1059,10,"2011"
"20110416KXP",1,"Deccan Chargers","S Sohal",1124,1,"2011"
"20110416KXP",1,"Deccan Chargers","S Dhawan",1003,2,"2011"
"20110416KXP",1,"Deccan Chargers","KC Sangakkara",1043,3,"2011"
"20110416KXP",1,"Deccan Chargers","JP Duminy",1004,4,"2011"
"20110416KXP",1,"Deccan Chargers","B Chipli",1159,5,"2011"
"20110416KXP",1,"Deccan Chargers","DT Christian",1160,6,"2011"
"20110416KXP",1,"Deccan Chargers","MS Gony",1079,7,"2011"
"20110416KXP",1,"Deccan Chargers","DB Ravi Teja",1071,8,"2011"
"20110416KXP",1,"Deccan Chargers","A Mishra",1099,9,"2011"
"20110416KXP",1,"Deccan Chargers","DW Steyn",1028,10,"2011"
"20110501CSK",2,"Deccan Chargers","S Sohal",1124,1,"2011"
"20110501CSK",2,"Deccan Chargers","S Dhawan",1003,2,"2011"
"20110501CSK",2,"Deccan Chargers","B Chipli",1159,3,"2011"
"20110501CSK",2,"Deccan Chargers","KC Sangakkara",1043,4,"2011"
"20110501CSK",2,"Deccan Chargers","CL White",1190,5,"2011"
"20110501CSK",2,"Deccan Chargers","JP Duminy",1004,6,"2011"
"20110501CSK",2,"Deccan Chargers","DT Christian",1160,7,"2011"
"20110501CSK",2,"Deccan Chargers","A Mishra",1099,8,"2011"
"20110501CSK",2,"Deccan Chargers","I Sharma",1059,9,"2011"
"20110503KKR",2,"Deccan Chargers","S Sohal",1124,1,"2011"
"20110503KKR",2,"Deccan Chargers","S Dhawan",1003,2,"2011"
"20110503KKR",2,"Deccan Chargers","KC Sangakkara",1043,3,"2011"
"20110503KKR",2,"Deccan Chargers","CL White",1190,4,"2011"
"20110503KKR",2,"Deccan Chargers","DT Christian",1160,5,"2011"
"20110503KKR",2,"Deccan Chargers","DB Ravi Teja",1071,6,"2011"
"20110503KKR",2,"Deccan Chargers","B Chipli",1159,7,"2011"
"20110503KKR",2,"Deccan Chargers","A Mishra",1099,8,"2011"
"20120407CSK",2,"Deccan Chargers","DJ Harris",1250,1,"2012"
"20120407CSK",2,"Deccan Chargers","S Dhawan",1003,2,"2012"
"20120407CSK",2,"Deccan Chargers","PA Patel",1010,3,"2012"
"20120407CSK",2,"Deccan Chargers","CL White",1190,4,"2012"
"20120407CSK",2,"Deccan Chargers","B Chipli",1159,5,"2012"
"20120407CSK",2,"Deccan Chargers","DT Christian",1160,6,"2012"
"20120407CSK",2,"Deccan Chargers","MS Gony",1079,7,"2012"
"20120407CSK",2,"Deccan Chargers","DB Ravi Teja",1071,8,"2012"
"20120407CSK",2,"Deccan Chargers","DW Steyn",1028,9,"2012"
"20120407CSK",2,"Deccan Chargers","Ankit Sharma",1251,10,"2012"
"20120422KKR",1,"Deccan Chargers","KC Sangakkara",1043,1,"2012"
"20120422KKR",1,"Deccan Chargers","S Dhawan",1003,2,"2012"
"20120422KKR",1,"Deccan Chargers","PA Patel",1010,3,"2012"
"20120422KKR",1,"Deccan Chargers","CL White",1190,4,"2012"
"20120422KKR",1,"Deccan Chargers","JP Duminy",1004,5,"2012"
"20120422KKR",1,"Deccan Chargers","IR Jaggi",1158,6,"2012"
"20120422KKR",1,"Deccan Chargers","Ankit Sharma",1251,7,"2012"
"20120422KKR",1,"Deccan Chargers","DW Steyn",1028,8,"2012"
"20120422KKR",1,"Deccan Chargers","A Mishra",1099,9,"2012"
"20120504CSK",2,"Deccan Chargers","PA Patel",1010,1,"2012"
"20120504CSK",2,"Deccan Chargers","S Dhawan",1003,2,"2012"
"20120504CSK",2,"Deccan Chargers","CL White",1190,3,"2012"
"20120504CSK",2,"Deccan Chargers","KC Sangakkara",1043,4,"2012"
"20120504CSK",2,"Deccan Chargers","DT Christian",1160,5,"2012"
"20120504CSK",2,"Deccan Chargers","A Ashish Reddy",1265,6,"2012"
"20120504CSK",2,"Deccan Chargers","AA Jhunjhunwala",1217,7,"2012"
"20120506RCB",1,"Deccan Chargers","DJ Harris",1250,1,"2012"
"20120506RCB",1,"Deccan Chargers","S Dhawan",1003,2,"2012"
"20120506RCB",1,"Deccan Chargers","CL White",1190,3,"2012"
"20120506RCB",1,"Deccan Chargers","KC Sangakkara",1043,4,"2012"
"20120508KXP",2,"Deccan Chargers","DJ Harris",1250,1,"2012"
"20120508KXP",2,"Deccan Chargers","S Dhawan",1003,2,"2012"
"20120508KXP",2,"Deccan Chargers","PA Patel",1010,3,"2012"
"20120508KXP",2,"Deccan Chargers","CL White",1190,4,"2012"
"20120508KXP",2,"Deccan Chargers","KC Sangakkara",1043,5,"2012"
"20120508KXP",2,"Deccan Chargers","AA Jhunjhunwala",1217,6,"2012"
"20120508KXP",2,"Deccan Chargers","PA Reddy",1271,7,"2012"
"20120508KXP",2,"Deccan Chargers","A Ashish Reddy",1265,8,"2012"
"20120508KXP",2,"Deccan Chargers","J Theron",1272,9,"2012"
"20120508KXP",2,"Deccan Chargers","A Mishra",1099,10,"2012"
"20120513KXP",1,"Deccan Chargers","S Dhawan",1003,1,"2012"
"20120513KXP",1,"Deccan Chargers","PA Patel",1010,2,"2012"
"20120513KXP",1,"Deccan Chargers","KC Sangakkara",1043,3,"2012"
"20120513KXP",1,"Deccan Chargers","CL White",1190,4,"2012"
"20120513KXP",1,"Deccan Chargers","DT Christian",1160,5,"2012"
"20130409RCB",1,"Sunrisers Hyderabad","PA Reddy",1271,1,"2013"
"20130409RCB",1,"Sunrisers Hyderabad","PA Patel",1010,2,"2013"
"20130409RCB",1,"Sunrisers Hyderabad","KC Sangakkara",1043,3,"2013"
"20130409RCB",1,"Sunrisers Hyderabad","CL White",1190,4,"2013"
"20130409RCB",1,"Sunrisers Hyderabad","NLTC Perera",1203,5,"2013"
"20130409RCB",1,"Sunrisers Hyderabad","A Ashish Reddy",1265,6,"2013"
"20130409RCB",1,"Sunrisers Hyderabad","BB Samantray",1267,7,"2013"
"20130409RCB",1,"Sunrisers Hyderabad","GH Vihari",1281,8,"2013"
"20130414KKR",2,"Sunrisers Hyderabad","PA Patel",1010,1,"2013"
"20130414KKR",2,"Sunrisers Hyderabad","CL White",1190,2,"2013"
"20130414KKR",2,"Sunrisers Hyderabad","KC Sangakkara",1043,3,"2013"
"20130414KKR",2,"Sunrisers Hyderabad","DB Ravi Teja",1071,4,"2013"
"20130414KKR",2,"Sunrisers Hyderabad","NLTC Perera",1203,5,"2013"
"20130414KKR",2,"Sunrisers Hyderabad","A Ashish Reddy",1265,6,"2013"
"20130414KKR",2,"Sunrisers Hyderabad","KV Sharma",1073,7,"2013"
"20130414KKR",2,"Sunrisers Hyderabad","GH Vihari",1281,8,"2013"
"20130414KKR",2,"Sunrisers Hyderabad","A Mishra",1099,9,"2013"
"20130425CSK",1,"Sunrisers Hyderabad","Q de Kock",1297,1,"2013"
"20130425CSK",1,"Sunrisers Hyderabad","GH Vihari",1281,2,"2013"
"20130425CSK",1,"Sunrisers Hyderabad","S Dhawan",1003,3,"2013"
"20130425CSK",1,"Sunrisers Hyderabad","CL White",1190,4,"2013"
"20130425CSK",1,"Sunrisers Hyderabad","A Mishra",1099,5,"2013"
"20130425CSK",1,"Sunrisers Hyderabad","X Thalaivan Sargunam",1302,6,"2013"
"20130425CSK",1,"Sunrisers Hyderabad","DJG Sammy",1303,7,"2013"
"20130425CSK",1,"Sunrisers Hyderabad","A Ashish Reddy",1265,8,"2013"
"20130508CSK",2,"Sunrisers Hyderabad","PA Patel",1010,1,"2013"
"20130508CSK",2,"Sunrisers Hyderabad","S Dhawan",1003,2,"2013"
"20130508CSK",2,"Sunrisers Hyderabad","KC Sangakkara",1043,3,"2013"
"20130508CSK",2,"Sunrisers Hyderabad","GH Vihari",1281,4,"2013"
"20130508CSK",2,"Sunrisers Hyderabad","DJG Sammy",1303,5,"2013"
"20130508CSK",2,"Sunrisers Hyderabad","NLTC Perera",1203,6,"2013"
"20130508CSK",2,"Sunrisers Hyderabad","KV Sharma",1073,7,"2013"
"20130508CSK",2,"Sunrisers Hyderabad","A Mishra",1099,8,"2013"
"20130508CSK",2,"Sunrisers Hyderabad","DW Steyn",1028,9,"2013"
"20140422KXP",2,"Sunrisers Hyderabad","AJ Finch",1166,1,"2014"
"20140422KXP",2,"Sunrisers Hyderabad","S Dhawan",1003,2,"2014"
"20140422KXP",2,"Sunrisers Hyderabad","DA Warner",1121,3,"2014"
"20140422KXP",2,"Sunrisers Hyderabad","KL Rahul",1296,4,"2014"
"20140422KXP",2,"Sunrisers Hyderabad","Y Venugopal Rao",1070,5,"2014"
"20140422KXP",2,"Sunrisers Hyderabad","IK Pathan",1045,6,"2014"
"20140422KXP",2,"Sunrisers Hyderabad","DJG Sammy",1303,7,"2014"
"20140422KXP",2,"Sunrisers Hyderabad","KV Sharma",1073,8,"2014"
"20140422KXP",2,"Sunrisers Hyderabad","DW Steyn",1028,9,"2014"
"20140422KXP",2,"Sunrisers Hyderabad","A Mishra",1099,10,"2014"
"20140422KXP",2,"Sunrisers Hyderabad","B Kumar",1232,11,"2014"
"20140427CSK",1,"Sunrisers Hyderabad","AJ Finch",1166,1,"2014"
"20140427CSK",1,"Sunrisers Hyderabad","S Dhawan",1003,2,"2014"
"20140427CSK",1,"Sunrisers Hyderabad","DA Warner",1121,3,"2014"
"20140427CSK",1,"Sunrisers Hyderabad","KL Rahul",1296,4,"2014"
"20140427CSK",1,"Sunrisers Hyderabad","Y Venugopal Rao",1070,5,"2014"
"20140427CSK",1,"Sunrisers Hyderabad","DJG Sammy",1303,6,"2014"
"20140427CSK",1,"Sunrisers Hyderabad","KV Sharma",1073,7,"2014"
"20140504RCB",1,"Sunrisers Hyderabad","AJ Finch",1166,1,"2014"
"20140504RCB",1,"Sunrisers Hyderabad","S Dhawan",1003,2,"2014"
"20140504RCB",1,"Sunrisers Hyderabad","KL Rahul",1296,3,"2014"
"20140504RCB",1,"Sunrisers Hyderabad","DA Warner",1121,4,"2014"
"20140504RCB",1,"Sunrisers Hyderabad","DJG Sammy",1303,5,"2014"
"20140504RCB",1,"Sunrisers Hyderabad","NV Ojha",1116,6,"2014"
"20140504RCB",1,"Sunrisers Hyderabad","IK Pathan",1045,7,"2014"
"20140504RCB",1,"Sunrisers Hyderabad","KV Sharma",1073,8,"2014"
"20140514KXP",1,"Sunrisers Hyderabad","AJ Finch",1166,1,"2014"
"20140514KXP",1,"Sunrisers Hyderabad","S Dhawan",1003,2,"2014"
"20140514KXP",1,"Sunrisers Hyderabad","NV Ojha",1116,3,"2014"
"20140514KXP",1,"Sunrisers Hyderabad","DA Warner",1121,4,"2014"
"20140514KXP",1,"Sunrisers Hyderabad","MC Henriques",1056,5,"2014"
"20140514KXP",1,"Sunrisers Hyderabad","IK Pathan",1045,6,"2014"
"20140514KXP",1,"Sunrisers Hyderabad","KV Sharma",1073,7,"2014"
"20140518KKR",1,"Sunrisers Hyderabad","AJ Finch",1166,1,"2014"
"20140518KKR",1,"Sunrisers Hyderabad","S Dhawan",1003,2,"2014"
"20140518KKR",1,"Sunrisers Hyderabad","NV Ojha",1116,3,"2014"
"20140518KKR",1,"Sunrisers Hyderabad","DA Warner",1121,4,"2014"
"20140518KKR",1,"Sunrisers Hyderabad","KL Rahul",1296,5,"2014"
"20140518KKR",1,"Sunrisers Hyderabad","IK Pathan",1045,6,"2014"
"20140518KKR",1,"Sunrisers Hyderabad","DJG Sammy",1303,7,"2014"
"20140518KKR",1,"Sunrisers Hyderabad","KV Sharma",1073,8,"2014"
"20140518KKR",1,"Sunrisers Hyderabad","DW Steyn",1028,9,"2014"
"20140524KKR",1,"Sunrisers Hyderabad","DA Warner",1121,1,"2014"
"20140524KKR",1,"Sunrisers Hyderabad","NV Ojha",1116,2,"2014"
"20140524KKR",1,"Sunrisers Hyderabad","S Dhawan",1003,3,"2014"
"20140524KKR",1,"Sunrisers Hyderabad","Y Venugopal Rao",1070,4,"2014"
"20140524KKR",1,"Sunrisers Hyderabad","DJG Sammy",1303,5,"2014"
"20140524KKR",1,"Sunrisers Hyderabad","S Anirudha",1154,6,"2014"
"20140524KKR",1,"Sunrisers Hyderabad","JO Holder",1338,7,"2014"
"20140524KKR",1,"Sunrisers Hyderabad","KV Sharma",1073,8,"2014"
"20150411CSK",2,"Sunrisers Hyderabad","DA Warner",1121,1,"2015"
"20150411CSK",2,"Sunrisers Hyderabad","S Dhawan",1003,2,"2015"
"20150411CSK",2,"Sunrisers Hyderabad","KL Rahul",1296,3,"2015"
"20150411CSK",2,"Sunrisers Hyderabad","NV Ojha",1116,4,"2015"
"20150411CSK",2,"Sunrisers Hyderabad","RS Bopara",1040,5,"2015"
"20150411CSK",2,"Sunrisers Hyderabad","KS Williamson",1343,6,"2015"
"20150411CSK",2,"Sunrisers Hyderabad","KV Sharma",1073,7,"2015"
"20150411CSK",2,"Sunrisers Hyderabad","Parvez Rasool",1310,8,"2015"
"20150504KKR",2,"Sunrisers Hyderabad","DA Warner",1121,1,"2015"
"20150504KKR",2,"Sunrisers Hyderabad","NV Ojha",1116,2,"2015"
"20150504KKR",2,"Sunrisers Hyderabad","S Dhawan",1003,3,"2015"
"20150504KKR",2,"Sunrisers Hyderabad","MC Henriques",1056,4,"2015"
"20150504KKR",2,"Sunrisers Hyderabad","EJG Morgan",1156,5,"2015"
"20150504KKR",2,"Sunrisers Hyderabad","GH Vihari",1281,6,"2015"
"20150504KKR",2,"Sunrisers Hyderabad","Bipul Sharma",1215,7,"2015"
"20150504KKR",2,"Sunrisers Hyderabad","KV Sharma",1073,8,"2015"
"20150504KKR",2,"Sunrisers Hyderabad","P Kumar",1026,9,"2015"
"20150504KKR",2,"Sunrisers Hyderabad","B Kumar",1232,10,"2015"
"20150504KKR",2,"Sunrisers Hyderabad","DW Steyn",1028,11,"2015"
"20150515RCB",1,"Sunrisers Hyderabad","DA Warner",1121,1,"2015"
"20150515RCB",1,"Sunrisers Hyderabad","S Dhawan",1003,2,"2015"
"20150515RCB",1,"Sunrisers Hyderabad","MC Henriques",1056,3,"2015"
"20150515RCB",1,"Sunrisers Hyderabad","EJG Morgan",1156,4,"2015"
"20160412RCB",2,"Sunrisers Hyderabad","DA Warner",1121,1,"2016"
"20160412RCB",2,"Sunrisers Hyderabad","S Dhawan",1003,2,"2016"
"20160412RCB",2,"Sunrisers Hyderabad","MC Henriques",1056,3,"2016"
"20160412RCB",2,"Sunrisers Hyderabad","NV Ojha",1116,4,"2016"
"20160412RCB",2,"Sunrisers Hyderabad","DJ Hooda",1341,5,"2016"
"20160412RCB",2,"Sunrisers Hyderabad","EJG Morgan",1156,6,"2016"
"20160412RCB",2,"Sunrisers Hyderabad","A Ashish Reddy",1265,7,"2016"
"20160412RCB",2,"Sunrisers Hyderabad","KV Sharma",1073,8,"2016"
"20160416KKR",1,"Sunrisers Hyderabad","DA Warner",1121,1,"2016"
"20160416KKR",1,"Sunrisers Hyderabad","S Dhawan",1003,2,"2016"
"20160416KKR",1,"Sunrisers Hyderabad","MC Henriques",1056,3,"2016"
"20160416KKR",1,"Sunrisers Hyderabad","EJG Morgan",1156,4,"2016"
"20160416KKR",1,"Sunrisers Hyderabad","DJ Hooda",1341,5,"2016"
"20160416KKR",1,"Sunrisers Hyderabad","NV Ojha",1116,6,"2016"
"20160416KKR",1,"Sunrisers Hyderabad","A Ashish Reddy",1265,7,"2016"
"20160416KKR",1,"Sunrisers Hyderabad","KV Sharma",1073,8,"2016"
"20160416KKR",1,"Sunrisers Hyderabad","B Kumar",1232,9,"2016"
"20160426RPS",1,"Sunrisers Hyderabad","DA Warner",1121,1,"2016"
"20160426RPS",1,"Sunrisers Hyderabad","AP Tare",1313,2,"2016"
"20160426RPS",1,"Sunrisers Hyderabad","S Dhawan",1003,3,"2016"
"20160426RPS",1,"Sunrisers Hyderabad","EJG Morgan",1156,4,"2016"
"20160426RPS",1,"Sunrisers Hyderabad","DJ Hooda",1341,5,"2016"
"20160426RPS",1,"Sunrisers Hyderabad","MC Henriques",1056,6,"2016"
"20160426RPS",1,"Sunrisers Hyderabad","NV Ojha",1116,7,"2016"
"20160426RPS",1,"Sunrisers Hyderabad","Bipul Sharma",1215,8,"2016"
"20160426RPS",1,"Sunrisers Hyderabad","B Kumar",1232,9,"2016"
"20160522KKR",2,"Sunrisers Hyderabad","S Dhawan",1003,1,"2016"
"20160522KKR",2,"Sunrisers Hyderabad","DA Warner",1121,2,"2016"
"20160522KKR",2,"Sunrisers Hyderabad","NV Ojha",1116,3,"2016"
"20160522KKR",2,"Sunrisers Hyderabad","Yuvraj Singh",1042,4,"2016"
"20160522KKR",2,"Sunrisers Hyderabad","KS Williamson",1343,5,"2016"
"20160522KKR",2,"Sunrisers Hyderabad","DJ Hooda",1341,6,"2016"
"20160522KKR",2,"Sunrisers Hyderabad","MC Henriques",1056,7,"2016"
"20160522KKR",2,"Sunrisers Hyderabad","KV Sharma",1073,8,"2016"
"20160522KKR",2,"Sunrisers Hyderabad","B Kumar",1232,9,"2016"
"20160522KKR",2,"Sunrisers Hyderabad","BB Sran",1376,10,"2016"
"20170415KKR",2,"Sunrisers Hyderabad","DA Warner",1121,1,"2017"
"20170415KKR",2,"Sunrisers Hyderabad","S Dhawan",1003,2,"2017"
"20170415KKR",2,"Sunrisers Hyderabad","MC Henriques",1056,3,"2017"
"20170415KKR",2,"Sunrisers Hyderabad","Yuvraj Singh",1042,4,"2017"
"20170415KKR",2,"Sunrisers Hyderabad","DJ Hooda",1341,5,"2017"
"20170415KKR",2,"Sunrisers Hyderabad","BCJ Cutting",1331,6,"2017"
"20170415KKR",2,"Sunrisers Hyderabad","NV Ojha",1116,7,"2017"
"20170415KKR",2,"Sunrisers Hyderabad","Bipul Sharma",1215,8,"2017"
"20170422RPS",1,"Sunrisers Hyderabad","DA Warner",1121,1,"2017"
"20170422RPS",1,"Sunrisers Hyderabad","S Dhawan",1003,2,"2017"
"20170422RPS",1,"Sunrisers Hyderabad","KS Williamson",1343,3,"2017"
"20170422RPS",1,"Sunrisers Hyderabad","MC Henriques",1056,4,"2017"
"20170422RPS",1,"Sunrisers Hyderabad","DJ Hooda",1341,5,"2017"
"20170506RPS",2,"Sunrisers Hyderabad","DA Warner",1121,1,"2017"
"20170506RPS",2,"Sunrisers Hyderabad","S Dhawan",1003,2,"2017"
"20170506RPS",2,"Sunrisers Hyderabad","KS Williamson",1343,3,"2017"
"20170506RPS",2,"Sunrisers Hyderabad","Yuvraj Singh",1042,4,"2017"
"20170506RPS",2,"Sunrisers Hyderabad","MC Henriques",1056,5,"2017"
"20170506RPS",2,"Sunrisers Hyderabad","NV Ojha",1116,6,"2017"
"20170506RPS",2,"Sunrisers Hyderabad","Bipul Sharma",1215,7,"2017"
"20170506RPS",2,"Sunrisers Hyderabad","Rashid Khan",1391,8,"2017"
"20170506RPS",2,"Sunrisers Hyderabad","B Kumar",1232,9,"2017"
"20170506RPS",2,"Sunrisers Hyderabad","S Kaul",1312,10,"2017"
"20170517KKR",1,"Sunrisers Hyderabad","DA Warner",1121,1,"2017"
"20170517KKR",1,"Sunrisers Hyderabad","S Dhawan",1003,2,"2017"
"20170517KKR",1,"Sunrisers Hyderabad","KS Williamson",1343,3,"2017"
"20170517KKR",1,"Sunrisers Hyderabad","V Shankar",1390,4,"2017"
"20170517KKR",1,"Sunrisers Hyderabad","Yuvraj Singh",1042,5,"2017"
"20170517KKR",1,"Sunrisers Hyderabad","NV Ojha",1116,6,"2017"
"20170517KKR",1,"Sunrisers Hyderabad","CJ Jordan",1380,7,"2017"
"20170517KKR",1,"Sunrisers Hyderabad","Bipul Sharma",1215,8,"2017"
"20110425CSK",2,"Pune Warriors","JD Ryder",1019,1,"2011"
"20110425CSK",2,"Pune Warriors","MD Mishra",1175,2,"2011"
"20110425CSK",2,"Pune Warriors","MK Pandey",1105,3,"2011"
"20110425CSK",2,"Pune Warriors","RV Uthappa",1020,4,"2011"
"20110425CSK",2,"Pune Warriors","Yuvraj Singh",1042,5,"2011"
"20110425CSK",2,"Pune Warriors","M Manhas",1092,6,"2011"
"20110425CSK",2,"Pune Warriors","NL McCullum",1204,7,"2011"
"20110425CSK",2,"Pune Warriors","R Sharma",1177,8,"2011"
"20110425CSK",2,"Pune Warriors","JE Taylor",1205,9,"2011"
"20110425CSK",2,"Pune Warriors","M Kartik",1058,10,"2011"
"20110425CSK",2,"Pune Warriors","AC Thomas",1193,11,"2011"
"20110427CSK",1,"Pune Warriors","JD Ryder",1019,1,"2011"
"20110427CSK",1,"Pune Warriors","MD Mishra",1175,2,"2011"
"20110427CSK",1,"Pune Warriors","M Manhas",1092,3,"2011"
"20110427CSK",1,"Pune Warriors","MK Pandey",1105,4,"2011"
"20110427CSK",1,"Pune Warriors","Yuvraj Singh",1042,5,"2011"
"20110427CSK",1,"Pune Warriors","RV Uthappa",1020,6,"2011"
"20110427CSK",1,"Pune Warriors","MR Marsh",1208,7,"2011"
"20110427CSK",1,"Pune Warriors","JE Taylor",1205,8,"2011"
"20110429RCB",2,"Pune Warriors","JD Ryder",1019,1,"2011"
"20110429RCB",2,"Pune Warriors","TD Paine",1191,2,"2011"
"20110429RCB",2,"Pune Warriors","MK Pandey",1105,3,"2011"
"20110429RCB",2,"Pune Warriors","Yuvraj Singh",1042,4,"2011"
"20110429RCB",2,"Pune Warriors","RV Uthappa",1020,5,"2011"
"20110429RCB",2,"Pune Warriors","M Manhas",1092,6,"2011"
"20110429RCB",2,"Pune Warriors","Harpreet Singh",1213,7,"2011"
"20110519KKR",1,"Pune Warriors","JD Ryder",1019,1,"2011"
"20110519KKR",1,"Pune Warriors","MK Pandey",1105,2,"2011"
"20110519KKR",1,"Pune Warriors","CJ Ferguson",1224,3,"2011"
"20110519KKR",1,"Pune Warriors","SC Ganguly",1052,4,"2011"
"20110519KKR",1,"Pune Warriors","RV Uthappa",1020,5,"2011"
"20110519KKR",1,"Pune Warriors","Yuvraj Singh",1042,6,"2011"
"20110519KKR",1,"Pune Warriors","S Rana",1235,7,"2011"
"20110519KKR",1,"Pune Warriors","WD Parnell",1176,8,"2011"
"20120412KXP",1,"Pune Warriors","JD Ryder",1019,1,"2012"
"20120412KXP",1,"Pune Warriors","SC Ganguly",1052,2,"2012"
"20120412KXP",1,"Pune Warriors","MN Samuels",1243,3,"2012"
"20120412KXP",1,"Pune Warriors","RV Uthappa",1020,4,"2012"
"20120412KXP",1,"Pune Warriors","AD Mathews",1138,5,"2012"
"20120412KXP",1,"Pune Warriors","M Manhas",1092,6,"2012"
"20120412KXP",1,"Pune Warriors","SPD Smith",1242,7,"2012"
"20120412KXP",1,"Pune Warriors","MK Pandey",1105,8,"2012"
"20120412KXP",1,"Pune Warriors","R Sharma",1177,9,"2012"
"20120412KXP",1,"Pune Warriors","A Nehra",1123,10,"2012"
