Season,match_key,innings,team,batsman,player_key,batting_position,R,B,fours,sixes,special_role
"2016","20160518RCB",2,"Kings XI Punjab","DA Miller",1259,4,20,9,2,1,"normal player"
"2016","20160521RPS",1,"Kings XI Punjab","AR Patel",1319,6,13,9,1,1,"normal player"
"2016","20160521RPS",1,"Kings XI Punjab","HM Amla",1374,1,9,6,0,1,"normal player"
"2016","20160522KKR",1,"Kolkata Knight Riders","SA Yadav",1244,8,17,14,1,1,"normal player"
"2016","20160522KKR",1,"Kolkata Knight Riders","JO Holder",1338,6,13,8,1,1,"normal player"
"2016","20160522KKR",1,"Kolkata Knight Riders","YK Pathan",1033,5,36,36,3,1,"normal player"
"2017","20170408RCB",1,"Royal Challengers Bangalore","STR Binny",1197,5,11,10,0,1,"normal player"
"2017","20170408RCB",1,"Royal Challengers Bangalore","TS Mills",1381,9,6,3,0,1,"normal player"
"2017","20170410KXP",2,"Kings XI Punjab","M Vohra",1287,1,14,9,1,1,"normal player"
"2017","20170410KXP",2,"Kings XI Punjab","HM Amla",1374,2,28,27,2,1,"normal player"
"2017","20170410KXP",2,"Kings XI Punjab","AR Patel",1319,3,24,22,1,1,"normal player"
"2017","20170415KKR",1,"Kolkata Knight Riders","MK Pandey",1105,4,25,16,2,1,"normal player"
"2017","20170416RPS",1,"Rising Pune Supergiant","MK Tiwary",1077,9,31,27,2,1,"normal player"
"2017","20170416RPS",1,"Rising Pune Supergiant","BA Stokes",1383,6,25,18,2,1,"normal player"
"2017","20170417KKR",2,"Kolkata Knight Riders","YK Pathan",1033,5,21,15,1,1,"normal player"
"2017","20170422RPS",1,"Sunrisers Hyderabad","S Dhawan",1003,2,70,50,7,1,"normal player"
"2017","20170422RPS",1,"Sunrisers Hyderabad","DJ Hooda",1341,5,9,4,0,1,"normal player"
"2017","20170423KXP",2,"Gujarat Lions","BB McCullum",1050,1,33,17,5,1,"normal player"
"2017","20170423KXP",2,"Gujarat Lions","RA Jadeja",1035,5,19,13,1,1,"normal player"
"2017","20170429RPS",1,"Rising Pune Supergiant","AM Rahane",1111,1,46,41,4,1,"normal player"
"2017","20170430KXP",1,"Delhi Daredevils","SS Iyer",1339,4,47,34,4,1,"normal player"
"2017","20170501RPS",2,"Rising Pune Supergiant","RA Tripathi",1388,3,37,28,4,1,"normal player"
"2017","20170501RPS",2,"Rising Pune Supergiant","MK Tiwary",1077,4,44,35,4,1,"normal player"
"2017","20170503RPS",1,"Kolkata Knight Riders","C de Grandhomme",1394,6,18,15,1,1,"normal player"
"2017","20170506RPS",1,"Rising Pune Supergiant","DT Christian",1160,6,9,10,0,1,"normal player"
"2017","20170507KKR",1,"Royal Challengers Bangalore","AB de Villiers",1074,4,10,6,1,1,"normal player"
"2017","20170516RPS",2,"Mumbai Indians","KA Pollard",1183,5,13,11,0,1,"normal player"
"2008","20080418KKR",2,"Royal Challengers Bangalore","P Kumar",1026,9,18,15,1,2,"normal player"
"2008","20080419CSK",1,"Chennai Super Kings","S Badrinath",1016,7,31,14,3,2,"normal player"
"2008","20080420KKR",1,"Deccan Chargers","A Symonds",1133,4,32,39,2,2,"normal player"
"2008","20080420RCB",1,"Mumbai Indians","SM Pollock",1485,7,28,12,3,2,"normal player"
"2008","20080420RCB",2,"Royal Challengers Bangalore","LRPL Taylor",1021,3,23,12,1,2,"normal player"
"2008","20080423CSK",1,"Chennai Super Kings","ML Hayden",1011,2,81,46,12,2,"normal player"
"2008","20080428CSK",1,"Chennai Super Kings","MEK Hussey",1184,3,47,37,3,2,"normal player"
"2008","20080428CSK",1,"Chennai Super Kings","SK Raina",1012,4,28,17,1,2,"normal player"
"2008","20080428CSK",2,"Royal Challengers Bangalore","W Jaffer",1125,2,50,33,5,2,"normal player"
"2008","20080501KXP",1,"Deccan Chargers","RG Sharma",1064,4,76,42,10,2,"normal player"
"2008","20080503RCB",1,"Royal Challengers Bangalore","V Kohli",1024,3,38,29,1,2,"normal player"
"2008","20080503RCB",2,"Deccan Chargers","SB Bangar",1085,7,17,7,0,2,"normal player"
"2009","20090504CSK",2,"Deccan Chargers","RG Sharma",1064,4,38,32,2,2,"normal player"
"2009","20090507CSK",1,"Chennai Super Kings","SK Raina",1012,2,32,19,1,2,"normal player"
"2009","20090518KKR",1,"Chennai Super Kings","SK Raina",1012,3,20,12,2,2,"normal player"
"2009","20090521RCB",1,"Royal Challengers Bangalore","JH Kallis",1066,1,58,56,2,2,"normal player"
"2010","20100318RCB",1,"Rajasthan Royals","P Dogra",1256,6,29,26,1,2,"normal player"
"2010","20100323RCB",1,"Royal Challengers Bangalore","MK Pandey",1105,1,40,27,3,2,"normal player"
"2010","20100323RCB",1,"Royal Challengers Bangalore","V Kohli",1024,5,17,12,0,2,"normal player"
"2010","20100327KKR",2,"Kings XI Punjab","MS Bisla",1155,2,35,18,4,2,"normal player"
"2010","20100331CSK",2,"Chennai Super Kings","M Vijay",1118,1,42,28,4,2,"normal player"
"2010","20100401KKR",1,"Kolkata Knight Riders","CH Gayle",1051,2,30,21,2,2,"normal player"
"2010","20100403CSK",2,"Rajasthan Royals","YK Pathan",1033,3,24,14,2,2,"normal player"
"2010","20100404KXP",2,"Kings XI Punjab","Yuvraj Singh",1042,4,36,20,3,2,"normal player"
"2010","20100410RCB",1,"Kolkata Knight Riders","CH Gayle",1051,2,40,21,5,2,"normal player"
"2010","20100410RCB",1,"Kolkata Knight Riders","AD Mathews",1138,5,46,28,3,2,"normal player"
"2010","20100413CSK",1,"Kolkata Knight Riders","BB McCullum",1050,3,45,36,5,2,"normal player"
"2010","20100414RCB",1,"Rajasthan Royals","AS Raut",1084,8,20,17,0,2,"normal player"
"2010","20100422CSK",1,"Chennai Super Kings","S Badrinath",1016,3,53,36,7,2,"normal player"
"2011","20110411KKR",2,"Deccan Chargers","DT Christian",1160,6,26,19,1,2,"normal player"
"2011","20110418KTK",1,"Chennai Super Kings","M Vijay",1118,2,31,21,3,2,"normal player"
"2011","20110425CSK",1,"Chennai Super Kings","S Badrinath",1016,6,71,48,7,2,"normal player"
"2011","20110429RCB",1,"Royal Challengers Bangalore","V Kohli",1024,3,56,38,8,2,"normal player"
"2011","20110504CSK",2,"Chennai Super Kings","SK Raina",1012,3,59,35,6,2,"normal player"
"2011","20110515KXP",1,"Kings XI Punjab","PC Valthaty",1082,1,17,10,1,2,"normal player"
"2011","20110515KXP",1,"Kings XI Punjab","SE Marsh",1170,3,42,30,5,2,"normal player"
"2012","20120410KKR",1,"Kolkata Knight Riders","B Lee",1134,9,25,11,2,2,"normal player"
"2012","20120422KXP",2,"Kings XI Punjab","Azhar Mahmood",1260,5,33,14,3,2,"normal player"
"2012","20120430KKR",1,"Chennai Super Kings","F du Plessis",1238,1,29,20,3,2,"normal player"
"2012","20120430KKR",1,"Chennai Super Kings","DJ Bravo",1005,4,30,21,0,2,"normal player"
"2012","20120506RCB",1,"Deccan Chargers","CL White",1190,3,77,53,9,2,"normal player"
"2012","20120509RCB",1,"Mumbai Indians","RG Sharma",1064,3,60,46,6,2,"normal player"
"2012","20120509RCB",1,"Mumbai Indians","DR Smith",1088,6,24,9,2,2,"normal player"
"2012","20120513KXP",1,"Deccan Chargers","CL White",1190,4,65,40,7,2,"normal player"
"2012","20120522KKR",1,"Kolkata Knight Riders","Shakib Al Hasan",1196,4,42,30,3,2,"normal player"
"2013","20130403KKR",2,"Kolkata Knight Riders","YK Pathan",1033,6,40,21,3,2,"normal player"
"2013","20130413CSK",2,"Chennai Super Kings","MEK Hussey",1184,1,86,54,11,2,"normal player"
"2013","20130420RCB",1,"Rajasthan Royals","BJ Hodge",1053,5,27,15,0,2,"normal player"
"2013","20130425CSK",2,"Chennai Super Kings","SK Raina",1012,3,51,35,4,2,"normal player"
"2013","20130428CSK",1,"Chennai Super Kings","MEK Hussey",1184,2,45,26,5,2,"normal player"
"2013","20130521CSK",2,"Mumbai Indians","AP Tare",1313,2,22,12,2,2,"normal player"
"2014","20140416KKR",2,"Mumbai Indians","MEK Hussey",1184,1,86,58,10,2,"normal player"
"2014","20140416KKR",2,"Mumbai Indians","KA Pollard",1183,5,24,16,1,2,"normal player"
"2014","20140418KXP",1,"Chennai Super Kings","DR Smith",1088,1,62,44,6,2,"normal player"
"2014","20140502CSK",1,"Chennai Super Kings","BB McCullum",1050,2,40,33,3,2,"normal player"
"2014","20140505CSK",2,"Chennai Super Kings","BB McCullum",1050,2,56,40,5,2,"normal player"
"2014","20140514KXP",1,"Sunrisers Hyderabad","AJ Finch",1166,1,68,62,7,2,"normal player"
"2014","20140514KXP",1,"Sunrisers Hyderabad","DA Warner",1121,4,55,31,6,2,"normal player"
"2014","20140520KKR",1,"Chennai Super Kings","BB McCullum",1050,2,19,13,1,2,"normal player"
"2014","20140524KKR",1,"Sunrisers Hyderabad","S Dhawan",1003,3,64,49,4,2,"normal player"
"2014","20140524CSK",1,"Royal Challengers Bangalore","Yuvraj Singh",1042,5,22,12,1,2,"normal player"
"2014","20140601KKR",1,"Kings XI Punjab","DA Miller",1259,6,47,34,4,2,"normal player"
"2014","20140601KKR",1,"Kings XI Punjab","M Vohra",1287,2,47,38,4,2,"normal player"
"2015","20150409CSK",1,"Chennai Super Kings","BB McCullum",1050,2,14,11,0,2,"normal player"
"2015","20150409CSK",1,"Chennai Super Kings","SK Raina",1012,3,54,33,4,2,"normal player"
"2015","20150418KKR",1,"Kings XI Punjab","V Sehwag",1049,3,47,41,4,2,"normal player"
"2015","20150418KKR",1,"Kings XI Punjab","GJ Maxwell",1241,4,15,5,0,2,"normal player"
"2015","20150422CSK",2,"Royal Challengers Bangalore","D Wiese",1347,7,47,25,6,2,"normal player"
"2015","20150424RCB",1,"Rajasthan Royals","DJ Hooda",1341,5,19,9,1,2,"normal player"
"2015","20150424RCB",1,"Rajasthan Royals","AM Rahane",1111,1,74,54,6,2,"normal player"
"2015","20150428CSK",1,"Chennai Super Kings","DR Smith",1088,1,26,13,3,2,"normal player"
"2015","20150504KKR",2,"Sunrisers Hyderabad","MC Henriques",1056,4,19,9,1,2,"normal player"
"2015","20150504KKR",2,"Sunrisers Hyderabad","EJG Morgan",1156,5,32,27,1,2,"normal player"
"2015","20150507KKR",1,"Kolkata Knight Riders","MK Pandey",1105,3,33,26,1,2,"normal player"
"2015","20150510RCB",2,"Mumbai Indians","LMP Simmons",1329,2,38,31,3,2,"normal player"
"2015","20150515RCB",1,"Sunrisers Hyderabad","EJG Morgan",1156,4,17,7,1,2,"normal player"
"2015","20150520RCB",2,"Rajasthan Royals","AM Rahane",1111,1,37,22,3,2,"normal player"
"2016","20160505RPS",2,"Rising Pune Supergiants","SS Tiwary",1095,3,57,45,4,2,"normal player"
"2016","20160507KXP",2,"Delhi Daredevils","RR Pant",1366,7,69,40,9,2,"normal player"
"2016","20160509RCB",1,"Royal Challengers Bangalore","SR Watson",1182,4,36,13,5,2,"normal player"
"2016","20160518RCB",2,"Kings XI Punjab","HM Amla",1374,2,96,56,14,2,"normal player"
"2017","20170407KKR",1,"Gujarat Lions","AJ Finch",1166,4,50,32,7,2,"normal player"
"2017","20170416RPS",1,"Rising Pune Supergiant","RA Tripathi",1388,2,33,17,3,2,"normal player"
"2017","20170417KKR",2,"Kolkata Knight Riders","MK Pandey",1105,4,46,35,3,2,"normal player"
"2017","20170423KXP",2,"Gujarat Lions","AJ Finch",1166,2,31,15,4,2,"normal player"
"2017","20170507KKR",1,"Royal Challengers Bangalore","Mandeep Singh",1222,3,46,40,5,2,"normal player"
"2008","20080419CSK",2,"Kings XI Punjab","KC Sangakkara",1043,3,54,33,5,2,"wicket keeper"
"2008","20080419CSK",2,"Kings XI Punjab","Yuvraj Singh",1042,4,23,13,1,2,"captain"
"2008","20080420KKR",1,"Deccan Chargers","AC Gilchrist",1061,1,23,22,1,2,"wicket keeper"
"2008","20080420RCB",2,"Royal Challengers Bangalore","MV Boucher",1091,6,39,19,4,2,"wicket keeper"
"2008","20080426CSK",1,"Kolkata Knight Riders","BB McCullum",1050,2,24,12,2,2,"wicket keeper"
"2008","20080426CSK",2,"Chennai Super Kings","MS Dhoni",1014,3,43,27,3,2,"captain & wicket keeper"
"2008","20080503RCB",1,"Royal Challengers Bangalore","R Dravid",1023,6,26,19,1,2,"captain"
"2009","20090504CSK",2,"Deccan Chargers","AC Gilchrist",1061,1,39,35,5,2,"captain & wicket keeper"
"2009","20090512RCB",2,"Royal Challengers Bangalore","MV Boucher",1091,6,48,33,1,2,"wicket keeper"
"2010","20100320RCB",1,"Mumbai Indians","AP Tare",1313,3,17,10,0,2,"wicket keeper"
"2010","20100406CSK",2,"Mumbai Indians","AT Rayudu",1169,4,55,29,6,2,"wicket keeper"
"2010","20100413CSK",1,"Kolkata Knight Riders","SC Ganguly",1052,1,33,32,2,2,"captain"
"2010","20100422CSK",1,"Chennai Super Kings","MS Dhoni",1014,5,54,29,5,2,"captain & wicket keeper"
"2011","20110426RCB",1,"Delhi Daredevils","NV Ojha",1116,6,19,8,1,2,"wicket keeper"
"2012","20120504CSK",2,"Deccan Chargers","KC Sangakkara",1043,4,82,52,10,2,"captain"
"2012","20120507KKR",2,"Kolkata Knight Riders","G Gambhir",1048,2,56,36,4,2,"captain"
"2013","20130403KKR",2,"Kolkata Knight Riders","G Gambhir",1048,2,32,16,3,2,"captain"
"2014","20140425CSK",2,"Chennai Super Kings","MS Dhoni",1014,5,32,15,2,2,"captain & wicket keeper"
"2014","20140509KXP",2,"Royal Challengers Bangalore","V Kohli",1024,3,35,28,2,2,"captain"
"2015","20150420KKR",1,"Delhi Daredevils","JP Duminy",1004,3,54,41,5,2,"captain"
"2015","20150424RCB",1,"Rajasthan Royals","SR Watson",1182,2,45,35,5,2,"captain"
"2015","20150428CSK",1,"Chennai Super Kings","MS Dhoni",1014,5,41,27,2,2,"captain & wicket keeper"
"2016","20160502KKR",2,"Kolkata Knight Riders","RV Uthappa",1020,1,72,52,6,2,"wicket keeper"
"2016","20160509RCB",1,"Royal Challengers Bangalore","KL Rahul",1296,2,38,35,1,2,"wicket keeper"
"2016","20160514KKR",1,"Rising Pune Supergiants","MS Dhoni",1014,6,30,20,1,2,"captain & wicket keeper"
"2017","20170418RCB",2,"Gujarat Lions","KD Karthik",1076,5,48,26,2,2,"wicket keeper"
"2017","20170424RPS",1,"Rising Pune Supergiant","SPD Smith",1242,3,27,21,1,2,"captain"
"2017","20170429RPS",1,"Rising Pune Supergiant","MS Dhoni",1014,5,23,11,1,2,"wicket keeper"
"2017","20170511KXP",1,"Kings XI Punjab","GJ Maxwell",1241,3,20,11,0,2,"captain"
"2008","20080418KKR",1,"Kolkata Knight Riders","BB McCullum",1050,2,158,73,10,13,"normal player"
"2008","20080419CSK",1,"Chennai Super Kings","MEK Hussey",1184,3,116,54,8,9,"normal player"
"2008","20080419CSK",1,"Chennai Super Kings","SK Raina",1012,5,32,13,2,3,"normal player"
"2008","20080419CSK",2,"Kings XI Punjab","JR Hopes",1186,2,71,33,10,3,"normal player"
"2008","20080420KKR",2,"Kolkata Knight Riders","DJ Hussey",1137,5,38,43,1,3,"normal player"
"2008","20080423CSK",1,"Chennai Super Kings","SK Raina",1012,4,53,37,3,3,"normal player"
"2008","20080423CSK",2,"Mumbai Indians","Harbhajan Singh",1007,8,28,14,1,3,"captain"
"2008","20080426CSK",2,"Chennai Super Kings","ML Hayden",1011,2,70,49,6,3,"normal player"
"2008","20080428CSK",1,"Chennai Super Kings","MS Dhoni",1014,5,65,30,9,3,"captain & wicket keeper"
"2008","20080428CSK",2,"Royal Challengers Bangalore","LRPL Taylor",1021,3,53,34,3,3,"normal player"
"2008","20080503RCB",2,"Deccan Chargers","RG Sharma",1064,4,57,42,5,3,"normal player"
"2008","20080531CSK",1,"Kings XI Punjab","SE Marsh",1170,1,115,69,11,7,"normal player"
"2008","20080531CSK",1,"Kings XI Punjab","Yuvraj Singh",1042,4,49,16,2,6,"captain"
"2009","20090418RCB",2,"Rajasthan Royals","YK Pathan",1033,5,56,39,3,4,"normal player"
"2009","20090502CSK",2,"Delhi Daredevils","TM Dilshan",1075,4,52,46,4,3,"normal player"
"2009","20090503KXP",1,"Kolkata Knight Riders","BJ Hodge",1053,3,73,60,5,3,"normal player"
"2009","20090507CSK",1,"Chennai Super Kings","ML Hayden",1011,3,43,26,5,3,"normal player"
"2009","20090517KXP",1,"Kings XI Punjab","IK Pathan",1045,7,21,11,0,3,"normal player"
"2009","20090521RCB",1,"Royal Challengers Bangalore","LRPL Taylor",1021,5,25,12,1,3,"normal player"
"2010","20100314KKR",2,"Kolkata Knight Riders","OA Shah",1225,5,58,46,3,3,"normal player"
"2010","20100320RCB",1,"Mumbai Indians","SS Tiwary",1095,4,61,37,4,3,"normal player"
"2010","20100320RCB",1,"Mumbai Indians","AT Rayudu",1169,5,34,21,1,3,"normal player"
"2010","20100331CSK",2,"Chennai Super Kings","JA Morkel",1065,5,28,12,1,3,"normal player"
"2010","20100406CSK",2,"Mumbai Indians","SS Tiwary",1095,3,44,35,1,3,"normal player"
"2010","20100407KKR",1,"Kolkata Knight Riders","CH Gayle",1051,2,88,42,6,8,"normal player"
"2010","20100409KXP",1,"Mumbai Indians","Harbhajan Singh",1007,8,33,23,2,3,"normal player"
"2010","20100419KKR",1,"Mumbai Indians","JP Duminy",1004,4,42,19,3,3,"normal player"
"2010","20100419KKR",1,"Mumbai Indians","AT Rayudu",1169,7,46,27,3,4,"normal player"
"2010","20100422CSK",1,"Chennai Super Kings","SK Raina",1012,4,46,27,5,3,"normal player"
"2010","20100424RCB",1,"Deccan Chargers","A Symonds",1133,5,54,30,3,5,"normal player"
"2011","20110416KXP",1,"Deccan Chargers","B Chipli",1159,5,61,35,5,3,"normal player"
"2011","20110426RCB",1,"Delhi Daredevils","DA Warner",1121,1,77,48,7,4,"normal player"
"2011","20110426RCB",1,"Delhi Daredevils","V Sehwag",1049,2,77,35,8,4,"captain"
"2011","20110430KKR",2,"Kolkata Knight Riders","MK Tiwary",1077,4,61,47,2,3,"normal player"
"2011","20110502KTK",1,"Delhi Daredevils","V Sehwag",1049,2,80,47,8,5,"captain"
"2011","20110505KTK",2,"Kolkata Knight Riders","YK Pathan",1033,5,47,26,3,3,"normal player"
"2011","20110508RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,1,107,49,10,9,"normal player"
"2011","20110512CSK",1,"Chennai Super Kings","M Vijay",1118,2,53,40,2,3,"normal player"
"2011","20110512CSK",1,"Chennai Super Kings","MS Dhoni",1014,5,41,19,3,3,"captain & wicket keeper"
"2011","20110514RCB",2,"Royal Challengers Bangalore","CH Gayle",1051,1,70,44,6,4,"normal player"
"2011","20110515KXP",1,"Kings XI Punjab","KD Karthik",1076,5,69,33,7,5,"normal player"
"2011","20110527RCB",1,"Royal Challengers Bangalore","CH Gayle",1051,2,75,50,4,6,"normal player"
"2012","20120407RCB",2,"Delhi Daredevils","IK Pathan",1045,7,42,20,2,3,"normal player"
"2012","20120417RCB",1,"Pune Warriors","SPD Smith",1242,5,44,22,4,3,"normal player"
"2012","20120423RCB",2,"Rajasthan Royals","OA Shah",1225,3,52,43,4,3,"normal player"
"2012","20120504CSK",2,"Deccan Chargers","CL White",1190,3,74,45,4,4,"normal player"
"2012","20120513KXP",1,"Deccan Chargers","S Dhawan",1003,1,84,49,9,5,"normal player"
"2012","20120514CSK",1,"Kolkata Knight Riders","JH Kallis",1066,3,79,60,7,3,"normal player"
"2013","20130422CSK",2,"Chennai Super Kings","RA Jadeja",1035,5,36,14,3,3,"normal player"
"2013","20130428CSK",1,"Chennai Super Kings","MS Dhoni",1014,4,67,37,7,4,"captain & wicket keeper"
"2013","20130502CSK",2,"Kings XI Punjab","DA Miller",1259,5,56,34,1,5,"normal player"
"2014","20140419RCB",2,"Royal Challengers Bangalore","Yuvraj Singh",1042,4,52,29,3,5,"normal player"
"2014","20140419RCB",2,"Royal Challengers Bangalore","V Kohli",1024,3,49,38,2,3,"captain"
"2014","20140421CSK",1,"Chennai Super Kings","BB McCullum",1050,2,67,45,4,5,"normal player"
"2014","20140421CSK",1,"Chennai Super Kings","DR Smith",1088,1,66,43,6,3,"normal player"
"2014","20140427CSK",1,"Sunrisers Hyderabad","DA Warner",1121,3,58,45,3,3,"normal player"
"2014","20140427CSK",1,"Sunrisers Hyderabad","AJ Finch",1166,1,88,53,8,4,"normal player"
"2014","20140502CSK",1,"Chennai Super Kings","DR Smith",1088,1,66,46,4,5,"normal player"
"2014","20140504RCB",1,"Sunrisers Hyderabad","DA Warner",1121,4,65,51,1,4,"normal player"
"2014","20140509KXP",2,"Royal Challengers Bangalore","CH Gayle",1051,1,38,24,3,3,"normal player"
"2014","20140513CSK",2,"Chennai Super Kings","DR Smith",1088,1,57,51,5,3,"normal player"
"2014","20140524KKR",1,"Sunrisers Hyderabad","DA Warner",1121,1,90,45,12,3,"normal player"
"2014","20140525KXP",1,"Delhi Daredevils","JP Duminy",1004,6,45,29,0,4,"normal player"
"2014","20140530KXP",2,"Chennai Super Kings","F du Plessis",1238,2,54,43,3,3,"normal player"
"2014","20140530KXP",2,"Chennai Super Kings","MS Dhoni",1014,7,49,28,4,3,"captain & wicket keeper"
"2015","20150408KKR",1,"Mumbai Indians","CJ Anderson",1317,5,95,44,9,6,"normal player"
"2015","20150411RCB",1,"Kolkata Knight Riders","MK Pandey",1105,3,40,24,2,3,"normal player"
"2015","20150411RCB",1,"Kolkata Knight Riders","SA Yadav",1244,4,46,20,1,5,"normal player"
"2015","20150418KKR",1,"Kings XI Punjab","WP Saha",1102,2,39,28,0,3,"wicket keeper"
"2015","20150420KKR",1,"Delhi Daredevils","SS Iyer",1339,2,60,40,3,5,"normal player"
"2015","20150422CSK",2,"Royal Challengers Bangalore","AB de Villiers",1074,5,41,11,5,3,"normal player"
"2015","20150426RCB",2,"Royal Challengers Bangalore","V Kohli",1024,2,62,46,1,3,"captain"
"2015","20150428CSK",1,"Chennai Super Kings","BB McCullum",1050,2,66,44,8,3,"normal player"
"2015","20150504CSK",2,"Royal Challengers Bangalore","V Kohli",1024,2,34,20,2,3,"captain"
"2015","20150510RCB",2,"Mumbai Indians","HH Pandya",1346,5,21,8,0,3,"normal player"
"2015","20150510RCB",2,"Mumbai Indians","AT Rayudu",1169,6,34,19,1,3,"normal player"
"2015","20150513KXP",2,"Royal Challengers Bangalore","V Kohli",1024,2,82,50,6,4,"captain"
"2015","20150513KXP",2,"Royal Challengers Bangalore","AB de Villiers",1074,3,133,59,19,4,"normal player"
"2015","20150515RCB",1,"Sunrisers Hyderabad","DA Warner",1121,1,81,52,6,5,"captain"
"2015","20150520RCB",2,"Rajasthan Royals","SR Watson",1182,2,104,59,9,5,"normal player"
"2016","20160409RPS",1,"Mumbai Indians","LMP Simmons",1329,1,65,51,3,5,"normal player"
"2016","20160409RPS",1,"Mumbai Indians","KA Pollard",1183,6,41,17,1,5,"normal player"
"2016","20160416KKR",2,"Kolkata Knight Riders","MK Pandey",1105,4,52,29,3,3,"normal player"
"2016","20160416KKR",2,"Kolkata Knight Riders","AD Russell",1274,3,36,17,1,4,"normal player"
"2016","20160424KKR",1,"Rising Pune Supergiants","NLTC Perera",1203,4,34,13,3,3,"normal player"
"2016","20160426RPS",1,"Sunrisers Hyderabad","DA Warner",1121,1,59,31,7,3,"captain"
"2016","20160509RCB",1,"Royal Challengers Bangalore","V Kohli",1024,1,108,58,8,7,"captain"
"2016","20160516RCB",2,"Royal Challengers Bangalore","V Kohli",1024,2,109,55,5,8,"captain"
"2016","20160516RCB",2,"Royal Challengers Bangalore","AB de Villiers",1074,3,129,52,10,12,"normal player"
"2016","20160522RCB",1,"Delhi Daredevils","KK Nair",1279,3,83,59,8,3,"normal player"
"2017","20170408RCB",1,"Royal Challengers Bangalore","CH Gayle",1051,1,32,21,2,3,"normal player"
"2017","20170410KXP",2,"Kings XI Punjab","GJ Maxwell",1241,4,44,20,2,4,"captain"
"2017","20170415KKR",1,"Kolkata Knight Riders","SP Narine",1253,1,37,18,4,3,"normal player"
"2017","20170417KKR",2,"Kolkata Knight Riders","RV Uthappa",1020,3,68,39,5,4,"wicket keeper"
"2017","20170418RCB",2,"Gujarat Lions","BB McCullum",1050,2,64,44,6,3,"normal player"
"2017","20170422RPS",1,"Sunrisers Hyderabad","KS Williamson",1343,3,89,51,6,5,"normal player"
"2017","20170423KXP",2,"Gujarat Lions","SK Raina",1012,3,84,46,9,4,"captain"
"2017","20170424RPS",1,"Rising Pune Supergiant","MS Dhoni",1014,4,61,34,5,3,"wicket keeper"
"2017","20170424RPS",1,"Rising Pune Supergiant","RA Tripathi",1388,2,59,41,6,3,"normal player"
"2017","20170430KXP",1,"Delhi Daredevils","SV Samson",1293,1,60,38,4,3,"normal player"
"2017","20170506RPS",1,"Rising Pune Supergiant","RA Tripathi",1388,2,93,52,9,7,"normal player"
"2017","20170516RPS",2,"Mumbai Indians","AT Rayudu",1169,4,63,37,6,3,"wicket keeper"
