member ID,Date registered,Active original,Gender,Year of Birth,State original,Post Code,Country,Fundraising Target,Updated Fundraising Target original,Amount Raised,Distance Target,Distance (km),Fitness App original,Activity,Profile Picture original,Blog Post original,Shared Page original,Why they are walking,Walking for,Solidarity wall original,Previous One Foot Forward member original,Team Captain,Team Name,Number of team members,Team Amount Raised,Team Distance,Org Captain,Organisation Name,Org Amount Raised,Org Distance,UTM Campaign,UTM Source,UTM Medium,UTM Content,UTM Term,Browser,Is 2021 original,Postcode Clean,State,Date only,Device,In Team original,In Org original,Why They Walked,Elevate original,Postcode,Metro,Updated Fundraising Target,Active,Fitness App,Profile Picture,Blog Post,Shared Page,Solidarity Wall,Previous One Foot Forward member,Team Captain YN,Org Captain YN,Is 2021,In Team,In Organisation,Elevate,Distance (km) (bins),Year of Birth (bins),Fundraisers,Distance Recorded,Distance Target (km) (bins),Distance Met,Funding Met
21426,2020-09-23 12:43:00.000,0,"Female",1996,"VIC",3978,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 159.0.0.28.123 (iPhone10,2; iOS 13_7; en_AU; en-AU; scale=2.61; 1080x1920; 244425769)",0,3978,"VIC",2020-09-23 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3978","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,20994,"No",50,"",""
21429,2020-09-23 12:45:00.000,0,"Female",1999,"VIC",3977,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/14.0;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3977,"VIC",2020-09-23 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3977","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,20998,"No",50,"",""
21462,2020-09-23 13:13:00.000,0,"Female",1992,"VIC",3156,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,6;FBMD/iPhone;FBSN/iOS;FBSV/14.0;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3156,"VIC",2020-09-23 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3156","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,21032,"No",50,"",""
21470,2020-09-23 13:21:00.000,0,"Female",2002,"VIC",3192,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/14.0;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3192,"VIC",2020-09-23 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3192","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,2000,21040,"No",50,"",""
21668,2020-09-23 15:58:00.000,0,"Female",1982,"VIC",3029,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,5;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3029,"VIC",2020-09-23 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3029","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,21242,"No",50,"",""
21727,2020-09-23 16:49:00.000,0,"Female",1999,"VIC",3977,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 159.0.0.28.123 (iPhone11,6; iOS 14_0; en_AU; en-AU; scale=3.00; 1242x2688; 244425769)",0,3977,"VIC",2020-09-23 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3977","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,21304,"No",50,"",""
21867,2020-09-23 18:42:00.000,0,"Female",1996,"VIC",3071,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,2;FBMD/iPhone;FBSN/iOS;FBSV/14.0;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3071,"VIC",2020-09-23 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3071","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,21446,"No",50,"",""
21930,2020-09-23 19:21:00.000,0,"Female",1985,"VIC",3058,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,2;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3058,"VIC",2020-09-23 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3058","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,21508,"No",50,"",""
22329,2020-09-24 07:08:00.000,0,"Female",1998,"VIC",3122,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/14.0;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3122,"VIC",2020-09-24 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3122","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,21911,"No",50,"",""
22342,2020-09-24 07:32:00.000,0,"Female",1998,"VIC",3175,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,2;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3175,"VIC",2020-09-24 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3175","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,21924,"No",50,"",""
22419,2020-09-24 08:38:00.000,0,"Female",1996,"VIC",3198,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 11_1_1 like Mac OS X) AppleWebKit/604.3.5 (KHTML, like Gecko) Version/11.0 Mobile/15B150 Safari/604.1",0,3198,"VIC",2020-09-24 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3198","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,22001,"No",50,"",""
22475,2020-09-24 09:31:00.000,0,"Female",1962,"VIC",3564,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,1;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3564,"VIC",2020-09-24 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3564","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1960,22058,"No",50,"",""
22537,2020-09-24 10:16:00.000,0,"Female",1958,"VIC",3186,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,8;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/2;FBID/phone;FBLC/en_US;FBOP/5]",0,3186,"VIC",2020-09-24 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3186","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1950,22121,"No",50,"",""
22637,2020-09-24 11:18:00.000,0,"Female",1980,"VIC",3429,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone9,3;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5;FBCR/]",0,3429,"VIC",2020-09-24 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3429","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,22219,"No",50,"",""
22766,2020-09-24 12:56:00.000,0,"Female",1987,"VIC",3936,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone8,1;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5;FBCR/]",0,3936,"VIC",2020-09-24 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3936","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,22347,"No",50,"",""
22820,2020-09-24 13:59:00.000,0,"Female",1997,"VIC",3136,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,3;FBMD/iPhone;FBSN/iOS;FBSV/14.0;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3136,"VIC",2020-09-24 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3136","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,22400,"No",50,"",""
22855,2020-09-24 14:27:00.000,0,"Female",2000,"VIC",3754,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/14.0 Mobile/15E148 Safari/604.1",0,3754,"VIC",2020-09-24 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3754","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,2000,22436,"No",50,"",""
22979,2020-09-24 16:19:00.000,0,"Female",2002,"VIC",3073,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,2;FBMD/iPhone;FBSN/iOS;FBSV/14.0;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3073,"VIC",2020-09-24 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3073","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,2000,22558,"No",50,"",""
23017,2020-09-24 16:48:00.000,0,"Female",1995,"VIC",3977,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,3;FBMD/iPhone;FBSN/iOS;FBSV/14.0;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3977,"VIC",2020-09-24 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3977","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,22595,"No",50,"",""
23084,2020-09-24 17:43:00.000,0,"Female",1970,"VIC",3108,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,8;FBMD/iPhone;FBSN/iOS;FBSV/13.6;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3108,"VIC",2020-09-24 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3108","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1970,22662,"No",50,"",""
23188,2020-09-24 19:04:00.000,0,"Female",1995,"VIC",3039,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone9,3;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3039,"VIC",2020-09-24 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3039","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,22764,"No",50,"",""
23196,2020-09-24 19:08:00.000,0,"Female",1979,"VIC",3212,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,2;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3212,"VIC",2020-09-24 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3212","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1970,22772,"No",50,"",""
23251,2020-09-24 19:33:00.000,0,"Female",1980,"VIC",3977,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,3;FBMD/iPhone;FBSN/iOS;FBSV/14.0;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3977,"VIC",2020-09-24 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3977","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,22827,"No",50,"",""
23284,2020-09-24 19:57:00.000,0,"Female",2000,"VIC",3283,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 Instagram 160.1.0.31.120 (iPhone9,3; iOS 13_5_1; en_AU; en-AU; scale=2.00; 750x1334; 246979827)",0,3283,"VIC",2020-09-24 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3283","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,2000,22859,"No",50,"",""
23288,2020-09-24 19:59:00.000,0,"Female",1987,"VIC",3915,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,8;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3915,"VIC",2020-09-24 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3915","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,22863,"No",50,"",""
23326,2020-09-24 20:24:00.000,0,"Female",1994,"VIC",3658,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/13.6;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3658,"VIC",2020-09-24 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3658","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,22901,"No",50,"",""
23384,2020-09-24 20:52:00.000,0,"Female",1998,"VIC",3690,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone10,3;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3690,"VIC",2020-09-24 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3690","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,22959,"No",50,"",""
23395,2020-09-24 20:55:00.000,0,"Female",1997,"VIC",3752,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone9,3;FBMD/iPhone;FBSN/iOS;FBSV/14.0;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3752,"VIC",2020-09-24 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3752","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,22970,"No",50,"",""
23438,2020-09-24 21:17:00.000,0,"Female",1993,"VIC",3810,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,6;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3810,"VIC",2020-09-24 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3810","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,23012,"No",50,"",""
23450,2020-09-24 21:23:00.000,0,"Female",1993,"VIC",3820,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,1;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3820,"VIC",2020-09-24 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3820","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,23024,"No",50,"",""
23469,2020-09-24 21:33:00.000,0,"Female",1989,"VIC",3099,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/13.1.2 Mobile/15E148 Safari/604.1",0,3099,"VIC",2020-09-24 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3099","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,23044,"No",50,"",""
23574,2020-09-24 23:09:00.000,0,"Female",1997,"VIC",3034,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,6;FBMD/iPhone;FBSN/iOS;FBSV/14.0;FBSS/3;FBID/phone;FBLC/en_US;FBOP/5]",0,3034,"VIC",2020-09-24 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3034","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,23149,"No",50,"",""
23664,2020-09-25 06:57:00.000,0,"Female",2000,"VIC",3195,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 14_0 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone12,3;FBMD/iPhone;FBSN/iOS;FBSV/14.0;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3195,"VIC",2020-09-25 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3195","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,2000,23239,"No",50,"",""
23673,2020-09-25 07:12:00.000,0,"Female",1988,"VIC",3064,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone9,3;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3064,"VIC",2020-09-25 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3064","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,23248,"No",50,"",""
23674,2020-09-25 07:13:00.000,0,"Female",1992,"VIC",3806,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_6_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone9,4;FBMD/iPhone;FBSN/iOS;FBSV/13.6.1;FBSS/3;FBID/phone;FBLC/en_GB;FBOP/5]",0,3806,"VIC",2020-09-25 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3806","Non-Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,23249,"No",50,"",""
23780,2020-09-25 09:24:00.000,0,"Female",1989,"VIC",3136,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_7 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,8;FBMD/iPhone;FBSN/iOS;FBSV/13.7;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3136,"VIC",2020-09-25 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3136","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1980,23356,"No",50,"",""
23839,2020-09-25 09:53:00.000,0,"Female",1992,"VIC",3181,"Australia",500,0,0,60,,0,"walking",0,0,0,"","",0,0,0,"",,,,0,"",,,"off20_fb_acquisition","cpc","faceboook","elevate","","Mozilla/5.0 (iPhone; CPU iPhone OS 13_5_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 [FBAN/FBIOS;FBDV/iPhone11,8;FBMD/iPhone;FBSN/iOS;FBSV/13.5.1;FBSS/2;FBID/phone;FBLC/en_GB;FBOP/5]",0,3181,"VIC",2020-09-25 00:00:00.000,"iPhone",0,0,"(No reason given)",0,"3181","Metro","No","No","No","No","No","No","No","No","No","No","No","No","No","No",,1990,23415,"No",50,"",""
