WellName," Date ",Depth(m),Hole Size(in),Days," Summery ",Event,Z (m)
"WellA",2019-08-27 00:00:00.000,19,36,1," WAIT ON CLIENT WHILE RIG READY TO SPUD TILL 16:00 O  CLOCK. SPUD THE RIG & START DRLG FORMATION W/ 26"" R.BIT& BHA#1 TO 19 M TILL M.N.","Spud Rig",-19
"WellA",2019-08-29 00:00:00.000,107,36,3," CONT. DRLG FORM. F/87  TO 107 M (TD), PUMP HI-VIS PILL & CLEAN THE WELL, RUN TOTCO @ 103 M, INC.: 0.25 DEG, POOH TO SURF., M/U 36"" H.OPENER & RIH TO 15M, START ENLARGING F/ 13.7 TO 28 M W/ NL-NG TILL M.N.","Start Enlargement",-107
"WellA",2019-09-01 00:00:00.000,107,36,6," CONT. ENLARGING WELL TO 107 M, PUMP HI-VIS PILL & CLEAN THE WELL. POOH TO SURF & RUN BACK TO 107M AS COND. TRIP, PUMP HI-VIS PILL & CLEAN THE WELL. SPOT 250 BBL HI-VIS PILL. POOH TO SURF. R/UP CSG EQUIP. RIH 6 JTs 30"" CSG TO 71M TILL M.N.","Finish Engargement",-107
"WellA",2019-09-02 00:00:00.000,107,36,7," CONT. RIH 3 JTs (TOTALLY 9 JTs) 30"" CSG TO 105M. PERFORM CMT JOB W/ STINGER. W.O.C FOR 5 HRs TO GET HARD. ROUGH CUT 42"" CONDUCTOR PIPE & 30"" CSG IN PROGRESS TILL M.N.","Cementing 30"" CSG",-107
"WellA",2019-09-05 00:00:00.000,161,26,10," CLEAN THE WELL, POOH FOR P/U S.STAB F/ 135 TO SURF., RUN BACK TO HOLE W/2 NO. 24"" S.STAB @ 10M, 20M TO 132 M, TAKE WEIGHT, W&R TO 135 M, CONT. DRLG FORM.  F/ 135 TO 161 M W/ NL-NG TILL M.N","Start Drilling 26"" Hole Section",-161
"WellA",2019-09-13 00:00:00.000,529,26,18," DROP PRESS 100 PSI, STOP DRLG & CHECK SURF. EQUIP. OK, CHANGE SPR, POOH TO SURF FOR CHECK STRG, OBS TWIST OFF STRING STRG F/FIRST 24"" S.STAB IN BOX @  24.28M & LEFT IN HOLE, RIH W/12-3/4"" O.SHUT ASSY. & CATCH TOP OF FISH @ 504.72M, POOH TO SURF. & L/D OVER SHUT & TWIST OFF 24"" S.STAB TILL MN.","Observed Twist off string from Stabilizer",-529
"WellA",2019-09-29 00:00:00.000,998,26,34," CONT DRLG FORM. F/ 973 TO 989M, OBS. DEC SPP, POOH TO 121 M & L/D WASH OUT D.P. RIH TO 989M, CONT DRLG FORM.  F/ 989 TO 998 M ( CSG POINT). INC. MW F/ 88 TO 90 PCF IN PROGRESS TILL M.N.","Finish Drilling 26"" Hole",-998
"WellA",2019-10-01 00:00:00.000,998,26,36," CONT RUN 18-5/8"" CSG F/ 380 TO 998 M, TAG BTM WHILE FILL UP STRING  EVERY 8 JT  S W/ NL-NG & USE CENTERALIZER AS PROGRAM TILL M.N.","Run 20"" CSG",-998
"WellA",2019-10-02 00:00:00.000,998,26,37," R/D CSG RUNNING EQUIP., P/U & M/U 5"" STINGER & RIH TO 974M ( F.C DEPTH), STING IN & SHORT CIRC. MUD, PERFORM 18-5/8"" CSG CMT JOB AS PROGRAM, W.OC WHILE POOH INSIDE STRING F/ 974 TO 520 M TILL M.N.","Perform CMT Job",-998
"WellA",2019-10-06 00:00:00.000,1006,17.5,41," CONT. D/O MED TO HARD CMT TO 998 M, COMMENCE DRLG 17"" HOLE SECTION F/ 998 TO 1003 M, PERFORM 17"" HOLE FIT, DIS. 90 PCF HOLE MUD W/ 100 PCF MUD, CONT. DRLG FORM. F/ 1003 TO 1006 M TILL M.N.","Start Drilling",-1006
