Pedido,Data,ID Cliente,ID Produto,Quantidade,Preço Unitário,Total,Custo Unitário
"VA - 434246",2018-11-20 00:00:00.000,6,14,12,1013.3000000000001,12159.6,437.0544
"DT - 434866",2019-01-21 00:00:00.000,6,17,12,1127.2,13526.400000000001,557.17200000000014
"VA - 439126",2020-03-22 00:00:00.000,6,14,12,1013.3000000000001,12159.6,437.0544
"DT - 431417",2018-02-10 00:00:00.000,7,5,12,5462.1,65545.200000000012,2113.2135
"DT - 432937",2018-07-12 00:00:00.000,7,5,12,852.5,10230,643.2804
"DT - 440647",2020-08-21 00:00:00.000,7,5,12,5462.1,65545.200000000012,2113.2135
"DT - 441967",2020-12-31 00:00:00.000,7,5,12,5462.1,65545.200000000012,2113.2135
"DT - 442417",2021-02-14 00:00:00.000,7,5,12,5462.1,65545.200000000012,2113.2135
"EX - 436228",2019-06-06 00:00:00.000,8,20,12,3492.3,41907.600000000006,1633.6476000000002
"EX - 442318",2021-02-04 00:00:00.000,8,20,12,3492.3,41907.600000000006,1633.6476000000002
"DT - 4417010",2020-12-05 00:00:00.000,10,5,12,3994.8,47937.600000000006,2659.4712000000004
"VA - 4346711",2019-01-02 00:00:00.000,11,11,12,3974.7,47696.399999999994,3003.6636
"VA - 4376011",2019-10-22 00:00:00.000,11,11,12,3974.7,47696.399999999994,3003.6636
"VA - 4400511",2020-06-23 00:00:00.000,11,11,12,3974.7,47696.399999999994,3003.6636
"VA - 4314612",2018-02-15 00:00:00.000,12,6,12,2540.9,30490.800000000003,1874.0034
"VA - 4337412",2018-10-01 00:00:00.000,12,6,12,2540.9,30490.800000000003,1874.0034
"VA - 4397012",2020-05-19 00:00:00.000,12,22,12,752,9024,499.7664
"VA - 4399612",2020-06-14 00:00:00.000,12,5,12,5167.3,62007.600000000006,2696.4954
"VA - 4449312",2021-10-24 00:00:00.000,12,5,12,5167.3,62007.600000000006,2696.4954
"VA - 4320313",2018-04-13 00:00:00.000,13,7,12,1113.8,13365.599999999999,450.44100000000003
"VA - 4365914",2019-07-13 00:00:00.000,14,3,12,1026.7,12320.400000000001,784.2015
"VA - 4418614",2020-12-21 00:00:00.000,14,3,12,1026.7,12320.400000000001,784.2015
"EX - 4429914",2021-04-13 00:00:00.000,14,18,12,5810.5000000000009,69726.000000000015,3032.2458
"DT - 4331315",2018-08-01 00:00:00.000,15,5,12,6038.3,72459.6,3694.4604000000004
"VA - 4430715",2021-04-21 00:00:00.000,15,29,12,946.30000000000007,11355.6,620.6679
"VA - 4344216",2018-12-08 00:00:00.000,16,3,12,2721.8,32661.600000000002,1958.5440000000003
"VA - 4365816",2019-07-12 00:00:00.000,16,3,12,2721.8,32661.600000000002,1958.5440000000003
"VA - 4343017",2018-11-26 00:00:00.000,17,4,12,3244.4,38932.8,2480.742
"VA - 4419217",2020-12-27 00:00:00.000,17,4,12,3244.4,38932.8,2480.742
"EX - 4455317",2021-12-23 00:00:00.000,17,23,12,2507.4,30088.800000000003,902.08800000000019
"VA - 4313718",2018-02-06 00:00:00.000,18,1,12,1924.5,23094,1228.7331000000001
"VA - 4347718",2019-01-12 00:00:00.000,18,7,12,993.2,11918.400000000001,731.8008
"VA - 4369718",2019-08-20 00:00:00.000,18,14,12,3954.6,47455.2,1565.388
"VA - 4382118",2019-12-22 00:00:00.000,18,1,12,1924.5,23094,1228.7331000000001
"VA - 4445518",2021-09-16 00:00:00.000,18,8,12,3988.1,47857.2,2152.71
"VA - 4335319",2018-09-10 00:00:00.000,19,10,12,1160.7,13928.400000000001,427.70790000000005
"EX - 4365420",2019-07-08 00:00:00.000,20,4,12,2855.8,34269.600000000006,2183.463
"DT - 4371820",2019-09-10 00:00:00.000,20,13,12,2634.7,31616.399999999998,1872.1341
"DT - 4383320",2020-01-03 00:00:00.000,20,13,12,2634.7,31616.399999999998,1872.1341
"VA - 4404920",2020-08-06 00:00:00.000,20,20,12,3090.3,37083.600000000006,1751.2929000000001
"VA - 4454121",2021-12-11 00:00:00.000,21,6,12,5046.7000000000007,60560.400000000009,2951.3835000000004
"VA - 4386022",2020-01-30 00:00:00.000,22,5,12,3880.9,46570.8,2129.7357
"VA - 4397022",2020-05-19 00:00:00.000,22,17,12,1194.2,14330.400000000001,568.87020000000007
"DT - 4403122",2020-07-19 00:00:00.000,22,30,12,1147.3,13767.599999999999,804.28140000000008
"VA - 4409022",2020-09-16 00:00:00.000,22,18,12,3887.6,46651.2,1818.6480000000001
"VA - 4331523",2018-08-03 00:00:00.000,23,18,12,5187.4000000000015,62248.8,2380.2822
"VA - 4390823",2020-03-18 00:00:00.000,23,12,12,886,10632,668.6064
"DT - 4405423",2020-08-11 00:00:00.000,23,15,12,2011.6,24139.199999999997,777.87
"EX - 4314524",2018-02-14 00:00:00.000,24,5,12,175.8,2109.6000000000004,75.2544
"VA - 4401324",2020-07-01 00:00:00.000,24,21,12,169.1,2029.1999999999998,107.0325
"VA - 4407324",2020-08-30 00:00:00.000,24,3,12,3043.4,36520.8,1396.1862000000003
"VA - 4409924",2020-09-25 00:00:00.000,24,21,12,169.1,2029.1999999999998,107.0325
"DT - 4416224",2020-11-27 00:00:00.000,24,3,12,1066.8999999999999,12802.8,604.02510000000007
"VA - 4420724",2021-01-11 00:00:00.000,24,22,12,912.80000000000007,10953.6,541.25280000000009
"VA - 4442624",2021-08-18 00:00:00.000,24,3,12,3043.4,36520.8,1396.1862000000003
"VA - 4448424",2021-10-15 00:00:00.000,24,22,12,912.80000000000007,10953.6,541.25280000000009
"VA - 4311325",2018-01-13 00:00:00.000,25,13,12,2212.6,26551.199999999997,855.657
"VA - 4353425",2019-03-10 00:00:00.000,25,14,12,959.7,11516.400000000001,543.24270000000013
"VA - 4400625",2020-06-24 00:00:00.000,25,21,12,979.80000000000007,11757.6,607.46219999999994
"DT - 4350026",2019-02-04 00:00:00.000,26,19,12,919.5,11034,503.9271
"VA - 4445126",2021-09-12 00:00:00.000,26,15,12,3854.1,46249.2,2635.11
"VA - 4339127",2018-10-18 00:00:00.000,27,18,12,2862.5,34350,2059.8480000000004
"EX - 4355727",2019-04-02 00:00:00.000,27,15,12,2360,28320,1528.2432000000001
"DT - 4318228",2018-03-23 00:00:00.000,28,3,12,1026.7,12320.400000000001,562.7799
"DT - 4374428",2019-10-06 00:00:00.000,28,17,12,966.40000000000009,11596.800000000001,581.7744
"DT - 4412828",2020-10-24 00:00:00.000,28,17,12,966.40000000000009,11596.800000000001,581.7744
"DT - 4436128",2021-06-14 00:00:00.000,28,3,12,1026.7,12320.400000000001,562.7799
"DT - 4331329",2018-08-01 00:00:00.000,29,6,12,3874.2,46490.399999999994,2370.0312
"VA - 4346929",2019-01-04 00:00:00.000,29,29,12,1033.3999999999999,12400.8,510.74100000000004
"DT - 4353229",2019-03-08 00:00:00.000,29,16,12,2433.7,29204.399999999998,1444.6674
"DT - 4370829",2019-08-31 00:00:00.000,29,16,12,2433.7,29204.399999999998,1444.6674
"DT - 4445429",2021-09-15 00:00:00.000,29,6,12,3874.2,46490.399999999994,2370.0312
"DT - 4329930",2018-07-18 00:00:00.000,30,27,12,1100.3999999999999,13204.8,534.0168
"DT - 4438330",2021-07-06 00:00:00.000,30,27,12,1100.3999999999999,13204.8,534.0168
"VA - 4444430",2021-09-05 00:00:00.000,30,13,12,2775.4,33304.8,1273.1742000000002
"VA - 4310631",2018-01-06 00:00:00.000,31,30,12,1676.6,20119.199999999997,1040.175
"DT - 4437831",2021-07-01 00:00:00.000,31,15,12,1180.8,14169.599999999999,732.28320000000008
"EX - 4340832",2018-11-04 00:00:00.000,32,14,12,5093.6,61123.200000000004,3803.7239999999997
"VA - 4407732",2020-09-03 00:00:00.000,32,28,12,1087,13044,527.50440000000015
"DT - 4366133",2019-07-15 00:00:00.000,33,21,12,269.6,3235.2000000000003,101.304
"EX - 4414833",2020-11-13 00:00:00.000,33,3,12,2520.8,30249.600000000002,952.25760000000014
"DT - 4427833",2021-03-23 00:00:00.000,33,21,12,269.6,3235.2000000000003,101.304
"EX - 4429433",2021-04-08 00:00:00.000,33,3,12,2520.8,30249.600000000002,952.25760000000014
"DT - 4320034",2018-04-10 00:00:00.000,34,15,12,2849.1,34189.2,1255.7475
"EX - 4342634",2018-11-22 00:00:00.000,34,12,12,6380.0000000000009,76560.000000000015,2927.6856000000002
"DT - 4386834",2020-02-07 00:00:00.000,34,1,12,1026.7,12320.400000000001,488.97270000000009
"VA - 4336335",2018-09-20 00:00:00.000,35,4,12,5622.9000000000015,67474.8,3844.9692
"DT - 4344936",2018-12-15 00:00:00.000,36,15,12,2561,30732,1773.6642000000002
"DT - 4399236",2020-06-10 00:00:00.000,36,28,12,1683.3,20199.6,1104.8769000000002
"DT - 4407636",2020-09-02 00:00:00.000,36,15,12,2561,30732,1773.6642000000002
"DT - 4408036",2020-09-06 00:00:00.000,36,28,12,5066.8,60801.600000000006,3692.5308
"DT - 4443636",2021-08-28 00:00:00.000,36,5,12,5046.7000000000007,60560.400000000009,2724.354
"VA - 4398337",2020-06-01 00:00:00.000,37,20,12,1006.6,12079.2,470.34000000000003
"DT - 4434538",2021-05-29 00:00:00.000,38,16,12,1113.8,13365.599999999999,490.48020000000008
"VA - 4310539",2018-01-05 00:00:00.000,39,10,12,3499,41988,2644.0344
"DT - 4394639",2020-04-25 00:00:00.000,39,5,12,3907.7,46892.399999999994,2003.8292999999999
"VA - 4325140",2018-05-31 00:00:00.000,40,13,12,1730.2,20762.4,1057.9032000000002
"VA - 4332740",2018-08-15 00:00:00.000,40,13,12,1730.2,20762.4,1057.9032000000002
"DT - 4349740",2019-02-01 00:00:00.000,40,1,12,865.90000000000009,10390.800000000001,350.04150000000004
"VA - 4353940",2019-03-15 00:00:00.000,40,13,12,1120.5,13446,463.22460000000007
"DT - 4357540",2019-04-20 00:00:00.000,40,1,12,865.90000000000009,10390.800000000001,350.04150000000004
"VA - 4375940",2019-10-21 00:00:00.000,40,20,12,1696.7,20360.4,991.6335
"VA - 4424140",2021-02-14 00:00:00.000,40,13,12,1730.2,20762.4,1057.9032000000002
"VA - 4437940",2021-07-02 00:00:00.000,40,13,12,1120.5,13446,463.22460000000007
"DT - 4310941",2018-01-09 00:00:00.000,41,14,12,6024.9000000000015,72298.8,3523.6305000000007
"EX - 4368541",2019-08-08 00:00:00.000,41,17,12,1060.2,12722.400000000001,743.13720000000012
"EX - 4375041",2019-10-12 00:00:00.000,41,17,12,1060.2,12722.400000000001,743.13720000000012
"EX - 4376441",2019-10-26 00:00:00.000,41,17,12,1060.2,12722.400000000001,743.13720000000012
"DT - 4385741",2020-01-27 00:00:00.000,41,14,12,6024.9000000000015,72298.8,3523.6305000000007
"EX - 4408241",2020-09-08 00:00:00.000,41,17,12,1060.2,12722.400000000001,743.13720000000012
"DT - 4446641",2021-09-27 00:00:00.000,41,12,12,5904.3,70851.6,2762.4636
"DT - 4450941",2021-11-09 00:00:00.000,41,12,12,5904.3,70851.6,2762.4636
"DT - 4323842",2018-05-18 00:00:00.000,42,6,12,2293,27516,1092.9978
"DT - 4360942",2019-05-24 00:00:00.000,42,18,12,5321.4000000000015,63856.8,2968.4484
"EX - 4375742",2019-10-19 00:00:00.000,42,3,12,3867.5,46410,2818.2411
"DT - 4381242",2019-12-13 00:00:00.000,42,18,12,5321.4000000000015,63856.8,2968.4484
"VA - 4393642",2020-04-15 00:00:00.000,42,15,12,3840.7,46088.399999999994,1485.7316999999998
"VA - 4416842",2020-12-03 00:00:00.000,42,29,12,1998.2,23978.4,988.31700000000012
"DT - 4432742",2021-05-11 00:00:00.000,42,18,12,5321.4000000000015,63856.8,2968.4484
"DT - 4444842",2021-09-09 00:00:00.000,42,6,12,2293,27516,1092.9978
"DT - 4452842",2021-11-28 00:00:00.000,42,10,12,5153.9000000000015,61846.8,1901.1987
"EX - 4323143",2018-05-11 00:00:00.000,43,2,12,3726.8,44721.600000000006,2480.9832
"VA - 4326743",2018-06-16 00:00:00.000,43,2,12,2473.9,29686.800000000003,1335.0420000000001
"EX - 4354643",2019-03-22 00:00:00.000,43,2,12,3726.8,44721.600000000006,2480.9832
"VA - 4363943",2019-06-23 00:00:00.000,43,16,12,236.1,2833.2,141.4035
"VA - 4383643",2020-01-06 00:00:00.000,43,2,12,2473.9,29686.800000000003,1335.0420000000001
"VA - 4388843",2020-02-27 00:00:00.000,43,16,12,236.1,2833.2,141.4035
"VA - 4399943",2020-06-17 00:00:00.000,43,2,12,3874.2,46490.399999999994,2753.4186000000004
"DT - 4402943",2020-07-17 00:00:00.000,43,3,12,1053.5,12642,501.75630000000007
"EX - 4431143",2021-04-25 00:00:00.000,43,2,12,3726.8,44721.600000000006,2480.9832
"VA - 4441343",2021-08-05 00:00:00.000,43,2,12,2473.9,29686.800000000003,1335.0420000000001
"DT - 4450143",2021-11-01 00:00:00.000,43,3,12,1053.5,12642,501.75630000000007
"VA - 4450343",2021-11-03 00:00:00.000,43,2,12,2473.9,29686.800000000003,1335.0420000000001
"VA - 4334244",2018-08-30 00:00:00.000,44,4,12,1750.3,21003.6,629.532
"VA - 4359144",2019-05-06 00:00:00.000,44,4,12,1750.3,21003.6,629.532
"VA - 4337945",2018-10-06 00:00:00.000,45,24,12,195.9,2350.8,141.6447
"DT - 4345645",2018-12-22 00:00:00.000,45,15,12,1127.2,13526.400000000001,455.86800000000011
"VA - 4355045",2019-03-26 00:00:00.000,45,19,12,1080.3,12963.599999999999,475.7067
"VA - 4369845",2019-08-21 00:00:00.000,45,12,12,5830.6,69967.200000000012,3777.192
"VA - 4420345",2021-01-07 00:00:00.000,45,19,12,1080.3,12963.599999999999,475.7067
"DT - 4315946",2018-02-28 00:00:00.000,46,11,12,1060.2,12722.400000000001,771.71940000000018
"VA - 4339046",2018-10-17 00:00:00.000,46,14,12,912.80000000000007,10953.6,377.23680000000007
"VA - 4354946",2019-03-25 00:00:00.000,46,30,12,1087,13044,693.5706
"VA - 4359646",2019-05-11 00:00:00.000,46,15,12,3968,47616,1999.0656000000001
"VA - 4370646",2019-08-29 00:00:00.000,46,15,12,3968,47616,1999.0656000000001
"DT - 4360247",2019-05-17 00:00:00.000,47,28,12,3981.4,47776.8,1647.6372000000001
"DT - 4393647",2020-04-15 00:00:00.000,47,28,12,3981.4,47776.8,1647.6372000000001
"VA - 4455547",2021-12-25 00:00:00.000,47,23,12,819,9828,301.62059999999997
"VA - 4313648",2018-02-05 00:00:00.000,48,17,12,872.6,10471.2,486.018
"DT - 4331248",2018-07-31 00:00:00.000,48,18,12,859.2,10310.400000000001,493.97760000000005
"DT - 4345648",2018-12-22 00:00:00.000,48,17,12,1328.2,15938.400000000001,740.2428000000001
"VA - 4310249",2018-01-02 00:00:00.000,49,1,12,3874.2,46490.399999999994,1498.6961999999999
"DT - 4352649",2019-03-02 00:00:00.000,49,21,12,1080.3,12963.599999999999,679.581
"DT - 4353649",2019-03-12 00:00:00.000,49,1,12,1100.3999999999999,13204.8,514.2384
"DT - 4370249",2019-08-25 00:00:00.000,49,17,12,2386.8,28641.600000000002,1309.4748000000002
"EX - 4392949",2020-04-08 00:00:00.000,49,15,12,1127.2,13526.400000000001,476.12880000000007
"EX - 4412349",2020-10-19 00:00:00.000,49,10,12,2460.5,29526,1372.0662
"DT - 4416249",2020-11-27 00:00:00.000,49,21,12,1080.3,12963.599999999999,679.581
"DT - 4334351",2018-08-31 00:00:00.000,51,5,12,1066.8999999999999,12802.8,498.5604
"VA - 4313952",2018-02-08 00:00:00.000,52,22,12,6071.8,72861.6,2403.7992
"DT - 4347152",2019-01-06 00:00:00.000,52,3,12,5160.6,61927.200000000004,2507.2740000000003
"DT - 4379252",2019-11-23 00:00:00.000,52,3,12,5160.6,61927.200000000004,2507.2740000000003
"DT - 4406952",2020-08-26 00:00:00.000,52,3,12,5160.6,61927.200000000004,2507.2740000000003
"VA - 4313153",2018-01-31 00:00:00.000,53,12,12,5790.4000000000015,69484.8,4011.6384000000003
"VA - 4421253",2021-01-16 00:00:00.000,53,1,12,3465.5,41586,2275.7823
"VA - 4453053",2021-11-30 00:00:00.000,53,28,12,5247.7000000000007,62972.400000000009,3493.9026
"VA - 4454853",2021-12-18 00:00:00.000,53,28,12,5247.7000000000007,62972.400000000009,3493.9026
"EX - 4398154",2020-05-30 00:00:00.000,54,15,12,2433.7,29204.399999999998,1773.0009
"VA - 4407154",2020-08-28 00:00:00.000,54,12,12,262.90000000000003,3154.8,112.8816
"VA - 4318255",2018-03-23 00:00:00.000,55,9,12,2668.2,32018.399999999998,2015.9496
"EX - 4323357",2018-05-13 00:00:00.000,57,29,12,1817.3,21807.6,1062.1845
"EX - 4372158",2019-09-13 00:00:00.000,58,23,12,3820.6,45847.2,2612.196
"DT - 4437358",2021-06-26 00:00:00.000,58,5,12,1716.8,20601.6,849.02400000000011
"DT - 4331860",2018-08-06 00:00:00.000,60,4,12,1006.6,12079.2,479.385
"DT - 4407160",2020-08-28 00:00:00.000,60,4,12,1006.6,12079.2,479.385
"DT - 4400861",2020-06-26 00:00:00.000,61,17,12,3974.7,47696.399999999994,2181.2318999999998
"EX - 4382962",2019-12-30 00:00:00.000,62,16,12,1046.8,12561.599999999999,423.30600000000004
"EX - 4394562",2020-04-24 00:00:00.000,62,16,12,1046.8,12561.599999999999,423.30600000000004
"VA - 4394862",2020-04-27 00:00:00.000,62,17,12,5267.8,63213.600000000006,3791.664
"VA - 4418862",2020-12-23 00:00:00.000,62,1,12,1120.5,13446,422.9442
"VA - 4429762",2021-04-11 00:00:00.000,62,17,12,5267.8,63213.600000000006,3791.664
"VA - 4325963",2018-06-08 00:00:00.000,63,7,12,1904.3999999999999,22852.8,1096.0128
"DT - 4424763",2021-02-20 00:00:00.000,63,20,12,222.7,2672.3999999999996,109.4445
"VA - 4343064",2018-11-26 00:00:00.000,64,19,12,4001.5,48018,2519.937
"EX - 4376664",2019-10-28 00:00:00.000,64,9,12,195.9,2350.8,99.6759
"VA - 4378465",2019-11-15 00:00:00.000,65,8,12,1013.3000000000001,12159.6,637.371
"VA - 4390665",2020-03-16 00:00:00.000,65,30,12,993.2,11918.400000000001,580.08600000000013
"VA - 4400965",2020-06-27 00:00:00.000,65,15,12,3854.1,46249.2,1733.625
"VA - 4411065",2020-10-06 00:00:00.000,65,8,12,2380.1,28561.199999999997,1262.9834999999998
"DT - 4413165",2020-10-27 00:00:00.000,65,6,12,2494,29928,1121.5800000000002
"VA - 4423665",2021-02-09 00:00:00.000,65,15,12,3854.1,46249.2,1733.625
"VA - 4446665",2021-09-27 00:00:00.000,65,8,12,1013.3000000000001,12159.6,637.371
"DT - 4453865",2021-12-08 00:00:00.000,65,6,12,2494,29928,1121.5800000000002
"EX - 4340966",2018-11-05 00:00:00.000,66,17,12,946.30000000000007,11355.6,425.115
"EX - 4431666",2021-04-30 00:00:00.000,66,17,12,946.30000000000007,11355.6,425.115
"EX - 4454166",2021-12-11 00:00:00.000,66,17,12,946.30000000000007,11355.6,425.115
"DT - 4405267",2020-08-09 00:00:00.000,67,2,12,2360,28320,1124.9568
"VA - 4456167",2021-12-31 00:00:00.000,67,1,12,1120.5,13446,714.9771
"VA - 4338068",2018-10-07 00:00:00.000,68,3,12,3988.1,47857.2,2296.224
"DT - 4339368",2018-10-20 00:00:00.000,68,11,12,1844.1,22129.199999999997,1011.5325
"VA - 4348868",2019-01-23 00:00:00.000,68,22,12,1053.5,12642,463.88790000000006
"DT - 4377068",2019-11-01 00:00:00.000,68,14,12,3204.2,38450.399999999994,1239.4062
"VA - 4414268",2020-11-07 00:00:00.000,68,3,12,3988.1,47857.2,2296.224
"DT - 4414968",2020-11-14 00:00:00.000,68,6,12,1844.1,22129.199999999997,696.465
"VA - 4452768",2021-11-27 00:00:00.000,68,3,12,3988.1,47857.2,2296.224
"VA - 4338669",2018-10-13 00:00:00.000,69,14,12,2360,28320,976.3776
"EX - 4363669",2019-06-20 00:00:00.000,69,1,12,1810.6,21727.199999999997,700.083
"EX - 4384669",2020-01-16 00:00:00.000,69,1,12,1810.6,21727.199999999997,700.083
"VA - 4397569",2020-05-24 00:00:00.000,69,14,12,2360,28320,976.3776
"VA - 4378470",2019-11-15 00:00:00.000,70,4,12,6507.3,78087.6,3220.3215000000005
"VA - 4415770",2020-11-22 00:00:00.000,70,2,12,1723.5,20682,712.86660000000006
"DT - 4325471",2018-06-03 00:00:00.000,71,2,12,1917.8,23013.6,1086.4854000000003
"VA - 4390771",2020-03-17 00:00:00.000,71,23,12,1154,13848,663.7824
"DT - 4407171",2020-08-28 00:00:00.000,71,2,12,1917.8,23013.6,1086.4854000000003
"VA - 4444771",2021-09-08 00:00:00.000,71,4,12,3901,46812,2983.0409999999997
"EX - 4336072",2018-09-17 00:00:00.000,72,6,12,1120.5,13446,835.8183
"VA - 4337872",2018-10-05 00:00:00.000,72,6,12,1093.7,13124.400000000001,835.45650000000012
"VA - 4346172",2018-12-27 00:00:00.000,72,5,12,939.6,11275.2,607.82400000000007
"VA - 4368372",2019-08-06 00:00:00.000,72,13,12,3994.8,47937.600000000006,2982.9204000000004
"VA - 4370572",2019-08-28 00:00:00.000,72,14,12,3633,43596,2679.9732
"VA - 4370972",2019-09-01 00:00:00.000,72,6,12,1093.7,13124.400000000001,835.45650000000012
"VA - 4374772",2019-10-09 00:00:00.000,72,4,12,5770.3,69243.6,3686.1992999999998
"VA - 4377072",2019-11-01 00:00:00.000,72,5,12,939.6,11275.2,607.82400000000007
"EX - 4403473",2020-07-22 00:00:00.000,73,2,12,3880.9,46570.8,2723.2686000000003
"DT - 4422373",2021-01-27 00:00:00.000,73,13,12,865.90000000000009,10390.800000000001,637.8534
"DT - 4391774",2020-03-27 00:00:00.000,74,4,12,1053.5,12642,624.82860000000016
"DT - 4423574",2021-02-08 00:00:00.000,74,6,12,1113.8,13365.599999999999,590.5782
"DT - 4427475",2021-03-19 00:00:00.000,75,17,12,1703.3999999999999,20440.8,1286.5608
"EX - 4409476",2020-09-20 00:00:00.000,76,5,12,2246.1,26953.199999999997,1191.8294999999998
"VA - 4436776",2021-06-20 00:00:00.000,76,5,12,6279.5000000000009,75354.000000000015,3503.0682
"VA - 4365077",2019-07-04 00:00:00.000,77,13,12,3907.7,46892.399999999994,2882.7018
"VA - 4310778",2018-01-07 00:00:00.000,78,28,12,256.2,3074.3999999999996,142.0668
"VA - 4362978",2019-06-13 00:00:00.000,78,13,12,242.8,2913.6000000000004,91.173600000000008
"DT - 4372978",2019-09-21 00:00:00.000,78,14,12,1100.3999999999999,13204.8,395.568
"VA - 4410178",2020-09-27 00:00:00.000,78,13,12,242.8,2913.6000000000004,91.173600000000008
"VA - 4445978",2021-09-20 00:00:00.000,78,28,12,256.2,3074.3999999999996,142.0668
"VA - 4381979",2019-12-20 00:00:00.000,79,16,12,249.5,2994,176.2569
"VA - 4398779",2020-06-05 00:00:00.000,79,24,12,3941.2,47294.399999999994,1630.9944
"VA - 4420079",2021-01-04 00:00:00.000,79,16,12,249.5,2994,176.2569
"VA - 4324280",2018-05-22 00:00:00.000,80,13,12,785.5,9426,359.8101
"VA - 4330180",2018-07-20 00:00:00.000,80,2,12,5569.3,66831.6,4108.9626
"VA - 4343180",2018-11-27 00:00:00.000,80,17,12,2728.5,32742,1472.526
"VA - 4370280",2019-08-25 00:00:00.000,80,2,12,5569.3,66831.6,4108.9626
"DT - 4373380",2019-09-25 00:00:00.000,80,11,12,3378.4,40540.8,1397.9952000000003
"VA - 4386580",2020-02-04 00:00:00.000,80,15,12,6393.4000000000015,76720.8,3163.9410000000003
"VA - 4405180",2020-08-08 00:00:00.000,80,13,12,785.5,9426,359.8101
"VA - 4423980",2021-02-12 00:00:00.000,80,18,12,1080.3,12963.599999999999,766.95570000000009
"VA - 4429080",2021-04-04 00:00:00.000,80,10,12,1053.5,12642,662.697
"VA - 4455380",2021-12-23 00:00:00.000,80,13,12,785.5,9426,359.8101
"VA - 4393881",2020-04-17 00:00:00.000,81,18,12,2628,31536,1843.7328000000002
"VA - 4417081",2020-12-05 00:00:00.000,81,18,12,2628,31536,1843.7328000000002
"VA - 4334284",2018-08-30 00:00:00.000,84,17,12,1073.6,12883.199999999999,627.12000000000012
"VA - 4383485",2020-01-04 00:00:00.000,85,13,12,229.4,2752.8,135.31320000000002
"DT - 4397485",2020-05-23 00:00:00.000,85,14,12,3914.4,46972.8,2782.0008000000003
"DT - 4380286",2019-12-03 00:00:00.000,86,3,12,195.9,2350.8,97.927200000000028
"DT - 4435286",2021-06-05 00:00:00.000,86,3,12,195.9,2350.8,97.927200000000028
"VA - 4354787",2019-03-23 00:00:00.000,87,8,12,1703.3999999999999,20440.8,1148.715
"VA - 4310190",2018-01-01 00:00:00.000,90,4,12,1053.5,12642,747.90090000000009
"VA - 4332590",2018-08-13 00:00:00.000,90,13,12,825.7,9908.4000000000015,615.6027
"VA - 4357590",2019-04-20 00:00:00.000,90,13,12,1844.1,22129.199999999997,729.63000000000011
"DT - 4421890",2021-01-22 00:00:00.000,90,28,12,2400.2,28802.399999999998,1079.37
"VA - 4439390",2021-07-16 00:00:00.000,90,18,12,5281.2000000000007,63374.400000000009,2850.9840000000004
"DT - 4324391",2018-05-23 00:00:00.000,91,19,12,5261.1,63133.200000000004,3692.169
"DT - 4382191",2019-12-22 00:00:00.000,91,19,12,5261.1,63133.200000000004,3692.169
"DT - 4314892",2018-02-17 00:00:00.000,92,2,12,216,2592,111.9168
"EX - 4329093",2018-07-09 00:00:00.000,93,15,12,2621.3,31455.600000000002,1108.1331
"DT - 4375393",2019-10-15 00:00:00.000,93,4,12,189.2,2270.3999999999996,133.3836
"DT - 4393293",2020-04-11 00:00:00.000,93,15,12,2520.8,30249.600000000002,1768.4784000000004
"EX - 4436493",2021-06-17 00:00:00.000,93,15,12,2621.3,31455.600000000002,1108.1331
"EX - 4316394",2018-03-04 00:00:00.000,94,8,12,6199.1,74389.200000000012,3904.425
"EX - 4394394",2020-04-22 00:00:00.000,94,14,12,1234.3999999999999,14812.8,454.90319999999997
"VA - 4395194",2020-04-30 00:00:00.000,94,16,12,229.4,2752.8,90.2088
"EX - 4311895",2018-01-18 00:00:00.000,95,7,12,1053.5,12642,568.026
"EX - 4375895",2019-10-20 00:00:00.000,95,7,12,1053.5,12642,568.026
"DT - 4383095",2019-12-31 00:00:00.000,95,11,12,1033.3999999999999,12400.8,585.0306
"VA - 4402295",2020-07-10 00:00:00.000,95,6,12,3773.7,45284.399999999994,2783.8098
"EX - 4423495",2021-02-07 00:00:00.000,95,7,12,1053.5,12642,568.026
"EX - 4433695",2021-05-20 00:00:00.000,95,7,12,1053.5,12642,568.026
"DT - 4310496",2018-01-04 00:00:00.000,96,23,12,5160.6,61927.200000000004,2089.3950000000004
"EX - 4327096",2018-06-19 00:00:00.000,96,5,12,3994.8,47937.600000000006,3018.8592
"VA - 4371996",2019-09-11 00:00:00.000,96,13,12,1053.5,12642,662.697
"VA - 4372896",2019-09-20 00:00:00.000,96,13,12,1053.5,12642,662.697
"EX - 4397096",2020-05-19 00:00:00.000,96,5,12,3994.8,47937.600000000006,3018.8592
"VA - 4402397",2020-07-11 00:00:00.000,97,27,12,3921.1,47053.2,2257.632
"VA - 4434997",2021-06-02 00:00:00.000,97,14,12,3914.4,46972.8,2641.1400000000003
"EX - 4451397",2021-11-13 00:00:00.000,97,14,12,1127.2,13526.400000000001,506.5200000000001
"VA - 4352098",2019-02-24 00:00:00.000,98,1,12,3954.6,47455.2,2988.468
"VA - 4365399",2019-07-07 00:00:00.000,99,29,12,912.80000000000007,10953.6,565.8552
"VA - 4375499",2019-10-16 00:00:00.000,99,13,12,236.1,2833.2,105.525
"DT - 43411100",2018-11-07 00:00:00.000,100,14,12,2319.8,27837.600000000002,1064.0538000000001
