cod,descricao
90033,"MANJERONA 6G  E.P."
90034,"NOZ MOSCADA  MOIDA 5G E.P."
90035,"NOZ MOSCADA  BOLA 2 UNIDADES  E.P."
90036,"OREGANO 5G E.P."
90037,"OREGANO 20G E.P."
90038,"PAPRICA DOCE  20G E.P."
90039,"PIMENTA  CALABRESA EM  FLOCOS 15G E.P."
90040,"PIMENTA DO  REINO EM GRAOS  20G E.P."
90041,"PIMENTA DO  REINO MOIDA 20G  E.P."
90042,"PIMENTA DO  REINO MOIDA  BRANCA 20G E.P."
90043,"PIMENTA C/  COMINHO MOIDO  20G E.P."
90044,"SALSA  DESIDRATADA 20G  E.P."
90045,"TEMPERO  COMPLETO C/E.  FINAS 60G E.P."
90046,"TEMPERO BAIANO  20G E.P."
90047,"TEMPERO MISTO  20G E.P."
90048,"TOMILHO 10G E.P."
90049,"COLORIFICO  EXTRA 60G E.P."
90050,"COLORIFICO  EXTRA 100G E.P."
90051,"COLORIFICO  EXTRA 200G E.P."
90052,"CONFEITO  CHOCOLATE  GRANULADO 100G  E.P."
90053,"CONFEITO  CHOCOLATE  REDONDO 100G  E.P."
90054,"CONFEITO  COLORIDO  GRANULADO 100G  E.P."
90055,"CONFEITO  PRATEADO  REDONDO 100G  E.P."
90056,"UVA PASSAS 100G  E.P."
90057,"UVA PASSAS 50G  E.P."
90058,"ALHO FRITO 100G  T.P."
90059,"ALHO/CEBOLA  PICADINHO 180G  T.P."
90060,"ALHO/CEBOLA  PICADINHO 1KG  T.P."
90061,"ALHO PICADINHO  C/E. FINAS 180G  T.P."
90062,"ALHO PICADINHO  C/E. FINAS 1KG  T.P."
90063,"ALHO PICADINHO  180G T.P."
90064,"ALHO PICADINHO  1KG T.P."
90065,"COLORIFICO DA  ROÇA 150G T.P."
90066,"COLORIFICO  NORDESTINO 200G  T.P."
90067,"COLORIFICO  EXTRA 500G T.P."
90068,"CREME P/ PAO DE  ALHO  TRADICIONAL  200G T.P."
90069,"CREME P/ PAO DE  ALHO PICANTE  200G T.P."
90070,"EMPANA  CAMARAO E  LEGUMES 250G T.P."
90071,"EMPANA PRATICO  CARNE 250G T.P."
90072,"EMPANA PRATICO  FRANGO 250G T.P."
90073,"EMPANA PRATICO  PEIXE 250G T.P."
90074,"EMPANA PRATICO  CARNE 500G T.P."
90075,"EMPANA PRATICO  FRANGO 500G T.P."
90076,"EMPANA PRATICO  PEIXE 500G T.P."
90077,"EMPANA TUDO  500G T.P."
90078,"OREGANO 100G  T.P."
90079,"ALHO E SAL 300G  T.P."
90080,"TEMPERO  COMPLETO BACON  300G T.P."
90081,"TEMPERO  COMPLETO  OREGANO 300G  T.P."
90082,"TEMPERO  COMPLETO GRILL  300G T.P."
90083,"TEMPERO  COMPLETO  NATURAL 300G T.P."
90084,"TEMPERO  COMPLETO BACON  340G T.P."
90085,"TEMPERO  COMPLETO  NATURAL 340G T.P."
90086,"TEMPERO  COMPLETO GRILL  340G T.P."
90087,"TEMPERO  COMPLETO  PICANTE 340G T.P."
90088,"PASTA DE ALHO  380G T.P."
90089,"REFOGA OREGANO  380G T.P."
90090,"REFOGA SALSA E  CEBOLINHA 380G  T.P."
90091,"TEMPERO  COMPLETO C/  PASTA DE ALHO  380G T.P."
90092,"SAL GROSSO C/  ALHO 500G T.P."
90093,"SAL GROSSO C/E.  FINAS 500G T.P."
90094,"TEMPERO  COMPLETO P/  CHURRASCO 500G  T.P."
90095,"CANELA EM PO  20G (TUBO) T.P."
90096,"CANELA EM PO  40G (TUBO) T.P."
90097,"PIMENTA DO  REINO EM PO 20G  (TUBO) T.P."
90098,"PIMENTA DO  REINO EM PO 40G  (TUBO) T.P."
90099,"GUARANA EM PO  100G (SACHÊ) T.P."
90100,"MOLHO DE ALHO  C/E. FINAS 150ML  M.P."
90101,"MOLHO DE ALHO  C/E.FINAS 1.010  KG M.P."
90102,"MOLHO DE ALHO  C/ PIMENTA 150ML  M.P."
90103,"MOLHO DE ALHO  C/ PIMENTA 1.010  KG M.P."
90104,"MOLHO ARABE  150ML M.P."
90105,"MOLHO ARABE  1.010 KG M.P."
90106,"MOLHO DE ALHO  150ML M.P."
90107,"MOLHO DE ALHO  1.010 KG M.P."
90108,"MOLHO DE CEBOLA  150ML M.P."
90109,"MOLHO DE CEBOLA  1.010 KG M.P."
90110,"MOLHO DE  PIMENTA  CALABRESA 150ML  M.P."
90111,"MOLHO DE  PIMENTA  CALABRESA 1.010  KG M.P."
90112,"MOLHO DE  PIMENTA 150ML  M.P."
90113,"MOLHO DE  PIMENTA 1.010 KG  M.P."
90114,"MOLHO DE  PIMENTA AMARELA  150ML M.P."
90115,"MOLHO DE  PIMENTA AMARELA  1.010 KG M.P."
90116,"MOLHO DE  PIMENTA VERDE  150ML M.P."
90117,"MOLHO DE  PIMENTA VERDE  1.010 KG M.P."
90118,"MOLHO DE SALSA  150ML M.P."
90119,"MOLHO DE SALSA  1.010 KG M.P."
90120,"MOLHO P/  CHURRASCO  150ML M.P."
90121,"MOLHO P/  CHURRASCO 1.010  KG M.P."
90122,"MOLHO INGLES  150ML M.P."
90123,"MOLHO INGLES  1.010 KG M.P."
90124,"MOLHO SHOYU  150ML M.P."
90125,"MOLHO SHOYU  1.010 KG M.P."
90126,"MOLHO P/  GRELHADOS 145ML  M.P."
90127,"MOLHO P/  GRELHADOS 1.010  KG M.P."
90128,"AZEITE DE DENDE  150ML M.P."
90129,"AZEITE DE DENDE  1.010 KG M.P."
90130,"PIMENTA BROMIL  VERDE 50G C.P."
90131,"PIMENTA BROMIL  VERMELHA 50G  C.P."
90132,"MIX DE PIMENTAS  170G C.P."
90133,"PIMENTA  BIQUINHO 150G  C.P."
90134,"PIMENTA DEDO DE  MOÇA 130G C.P."
90135,"PIMENTA CUMARI  DO PARA 180G C.P."
90136,"PIMENTA CURTIDA  180G C.P."
90137,"MOLHO DE  PIMENTA VULCAO  150ML M.P."
90138,"SUPRASAL 500G  T.P."
90139,"COLORÍFICO  EXTRA 1KG T.P."
90140,"CEBOLA PICADA  180G T.P."
90141,"SALGADINHO  PURURUCA BACON  200G T.P."
90143,"SALGADINHO  PURURUCA  NATURAL 200G T.P."
90144,"SALGADINHO DE  MILHO 150G T.P."
90145,"BATATA MEXICANA  60G T.P."
90147,"CALDO DE PEIXE  C/E. FINAS 180G  T.P."
90148,"CALDO DE  CAMARÃO C/E.  FINAS 180G T.P."
90149,"TAPIOCA 500G T.P."
90150,"ALHO EM FLOCOS  20G E.P."
90151,"GENGIBRE EM PÓ  20G E.P."
90152,"CEBOLINHA  DESIDRATADA 6G  E.P."
90153,"SALSA  DESIDRATADA 6G  E.P."
90154,"COENTRO  DESIDRATADO 6G  E.P."
90155,"MOLHO DE  PIMENTA VULCÃO  1.010 KG M.P."
90156,"MOLHO DE  PIMENTA C/ AÇAÍ  CREMOSO 150ML  M.P."
90157,"MOLHO DE  PIMENTA C/ AÇAÍ  CREMOSO 1.010  KG M.P."
90158,"MOLHO ARABE  3LTS M.P."
90159,"MOLHO DE ALHO  3LTS M.P."
90160,"MOLHO DE ALHO  C/ PIMENTA 3LTS  M.P."
90161,"MOLHO DE ALHO  C/E. FINAS 3LTS  M.P."
90162,"MOLHO DE CEBOLA  3LTS M.P."
90163,"MOLHO DE  PIMENTA 3LTS M.P."
90164,"MOLHO DE  PIMENTA AMARELA  3LTS M.P."
90165,"MOLHO DE  PIMENTA  CALABRESA 3LTS  M.P."
90166,"MOLHO DE  PIMENTA VERDE  3LTS M.P."
90167,"MOLHO DE  PIMENTA VULCÃO  3LTS M.P."
90168,"MOLHO DE SALSA  3LTS M.P."
90169,"MOLHO INGLES  3LTS M.P."
90170,"MOLHO P/  CHURRASCO 3LTS  M.P."
90171,"MOLHO P/  GRELHADOS 3LTS  M.P."
90172,"MOLHO SHOYU  3LTS M.P."
90173,"MOLHO DE  PIMENTA C/ AÇAÍ  3LTS M.P."
90174,"KETCHUP  TRADICIONAL  3LTS M.P."
90175,"MOLHO BARBECUE  1.010 KG M.P."
90176,"MOSTARDA 3.100  KG M.P."
90177,"KETCHUP  TRADICIONAL  200G M.P."
90178,"KETCHUP  TRADICIONAL  1.010 KG M.P."
90179,"KETCHUP  TRADICIONAL  400G M.P."
90180,"MOLHO BARBECUE  3.100 KG M.P."
90181,"MOLHO BARBECUE  200G M.P."
90182,"MOSTARDA 1.010  KG M.P."
90183,"MOSTARDA 200G  M.P."
90184,"PURO ALHO 200G  T.P."
90185,"PURO ALHO 1KG  T.P."
90186,"PURO ALHO 2KG  T.P."
90187,"ALHO EM PASTA  200G T.P."
90188,"ALHO EM PASTA  1.010 KG T.P."
90189,"AVEIA EM FLOCOS  FINA 120G L.P."
90190,"CACAU EM PÓ 80G  L.P."
90191,"CAMOMILA  NACIONAL 20G L.P."
90192,"CHÁ VERDE EM  FOLHAS 50G L.P."
90193,"DETOX VERDE 35G  L.P."
90194,"EXTRATO DE SOJA  NATURAL 100G L.P."
90195,"FARINHA DE AVEIA  120G L.P."
90196,"FARINHA DE  BANANA VERDE  100G L.P."
90197,"FARINHA DE  BERINJELA 100G  L.P."
90198,"FARINHA DE CHIA  100G L.P."
90199,"FARINHA DE COCO  60G L.P."
90200,"FARINHA DE  LINHAÇA  DOURADA 100G  L.P."
90201,"FARINHA DE  MARACUJA 100G  L.P."
90202,"FARINHA DE  TRIGO INTEGRAL  250G L.P."
90203,"GENGIBRE EM  CUBO  CRISTALIZADO  25G L.P."
90204,"GENGIBRE EM PÓ  100G L.P."
90205,"GERGELIM EM  GRÃOS 100G L.P."
90206,"GOJI BERRY  FRUTA  DESIDRATADA 80G  L.P."
90207,"GRANOLA DIET  150G L.P."
90208,"GUARANÁ EM PÓ  100G L.P."
90209,"HIBISCO FLORES  40G L.P."
90210,"LINHAÇA  DOURADA 150G  L.P."
90211,"PROTEÍNA DE  SOJA CARAMELO  100G L.P."
90212,"QUINOA EM  GRÃOS 100G L.P."
90213,"SAL FINO DO  HIMALAIA 80G L.P."
90214,"SAL GROSSO DO  HIMALAIA 80G L.P."
90215,"SECA BARRIGA  GOJI BERRY 80G  L.P."
90216,"SEMENTE DE CHIA  150G L.P."
90217,"SOJA CROCANTE  BACON 100G L.P."
90218,"SOJA CROCANTE  CHURRASCO 100G  L.P."
90220,"MOLHO DE  PIMENTA  VERMELHA  CREMOSO 150ML  M.P."
90221,"MOLHO DE  PIMENTA  DEFUMADA  CREMOSO 150ML  M.P."
90222,"MOLHO DE  PIMENTA VERDE  CREMOSO 150ML  M.P."
90225,"MOLHO DE  PIMENTA C/ ALHO  E ERVAS CREMOSO  150ML M.P."
90226,"MAIONESE  DEFUMADA 200G  M.P."
90227,"MAIONESE  TEMPERADA 200G  M.P."
90228,"SUPRA JACK 200G  M.P."
90229,"CHIMI CHURRI  CREMOSO 200G  M.P."
90230,"MOLHO 3 EM 1  200G M.P."
90231,"PASTA DE  PIMENTA  CREMOSA 200G  C.P."
90232,"MOLHO DE  PIMENTA  BIQUINHO  CREMOSO 150ML  M.P."
90233,"COLORÍFICO  PRÁTICO 500G T.P."
10,"SERVIÇO"
100001,"GRANITO VERDE  UBATUBA EM PIAS  / LAVATORIOS"
100002,"GRANITO VERDE  UBATUBA  RECORTADO EM  SOLEIRAS / PEI"
100003,"SOLEIRA GRANITO  VERDE LABRADOR"
100004,"PERFIL W 150 X 13  I 6 C 6M"
100005,"PERFIL U 762 X  432MM 3  LAMINADO"
100006,"PNEU 175/65R14  CINTURATO P1"
100007,"PNEU 175/65R14  CINTURATO P1"
100008,"VALVULA DE  SEGURANCA TR414"
100009,"TERMINAL  DIRECAO LD SIENA  FIRE"
100010,"FLUIDO DE FREIO  DOT 4"
100011,"SILENCIOSO  INTERMEDIARIO  SIENA FIRE"
100012,"ABRACADEIRA  17/8 POLEGADAS"
100013,"ABRACADEIRA  17/8 POLEGADAS"
100014,"SILENCIOSO  TRASEIRO SIENA  FIRE"
100015,"COXIM  SILENCIOSO  TRASEIRO SIENA  FIRE"
100016,"MARTELETE 24MM  780W HR2470  110V+KT BR UN  0001 UN"
100017,"TALHADEIRA SDS  PLUS 250MM  BOSCH UN 0001 UN"
100018,"TRANSFORMADOR  BANTAM 250A  ESAB UN 0001 UN"
100019,"PERFIL CONF T  GLUME 0.40+DE  100MT"
100020,"PERFIL U -  2&AMP;QUOT; X  2.65MM (50 ABA  25)"
100021,"VERG LISO  (10.0MM) -  3/8&AMP;QUOT;"
100022,"CALHA/ RUFO  (VAR.) LARG. 40"
100023,"TAMPA P/ CALHA"
100024,"CANECA P/ CALHA  100MM"
100025,"SILICONE 280 GR  (TUBO)"
100026,"T - 2 X 1/4"
100027,"PERFIL U -  3&AMP;QUOT; X  2.00MM (75 ABA  40)"
100028,"PARAF FIX TELHAS  1 (6.30 X 25MM) X  14 (3/8)"
100029,"ELET ESAB OK  SERRALHO 3.25  (GRO)"
100030,"PERFIL CONF T  GLUME 0.40  MENOR1MT"
100031,"REBITE 440  (CX1000) COD310"
100032,"TUBO QUAD GALV.  50 X 30 X 1.55 (16)"
100033,"BARRA CHATA 1 X  1/4"
100034,"VERG LISO  (12.00MM) -  1/2&AMP;QUOT;"
100035,"CH. GALV. 0.80  (22) - (2X1)"
100036,"CANTONEIRA 1 X  1/4"
100037,"SELADORA DE  TAMPAS POR  INDUÇÃO"
100038,"BUCHA DE  REDUCAO SD  LONGA 50 X 25MM - TIGRE"
100039,"JOELHO 90 SD  75MM -TIGRE"
100040,"ABRAC.CINTA  PERFUR.1MTX18MM -THELMAR"
100041,"CILINDRO DE  RODA KOMBI"
100042,"PASTILHA DE  FREIO KOMBI"
100043,"LONA DE FREIO  KOMBI"
100044,"AMORTECEDOR  TRASEIRO KOMBI"
100045,"AMORTECEDOR  DIANTEIRO KOMBI"
100046,"AMORTECEDOR  DIRECAO KOMBI"
100047,"CILINDRO MESTRE  KOMBI"
100048,"PERFIL U ENRIJ  GALV 75 X 40 X 15  X 195"
100049,"ELETRODO 325"
100050,"ADAPT SD  CXDAGUA 60X2"" - TIGRE"
100051,"ADAPT SD  CXDAGUA  40X1.1/4 -TIGRE"
100052,"ADAPT SD  CXDAGUA 25X3/4 - TIGRE"
100053,"TE SD C/BCH  LATAO 25MM X 1/2  -TIGRE"
100054,"INTERPRIME 198  CINZA - GL"
100055,"INTERTHANE 990  BASE PASTEL"
100056,"INTERTHANE 990  COMP.B"
100057,"REDUTOR GTA 007  LT"
100058,"REDUTOR GTA 713  LT"
100059,"PINCEL ATLAS  915/06"
100060,"SELADOR ACR  SUVINIL 18L"
100061,"SUVINIL SB PALHA  18L"
100062,"TRANSFORMADOR  A ÓLEO EM COBRE  112.5 KVA  13.8/12.6 220/127  V"
100063,"ELETROCALHA  PERF TIPO U  300X100 #18 GF"
100064,"ELETROCALHA  PERF TIPO U  200X100 #18 GF"
100065,"PERFILADO  PERFURADO  38X38X6000 #18  GALV FOGO"
100066,"TE PERF  HORIZONTAL 90  300X100 #18 GF"
100067,"CURVA PERF  HORIZONTAL 90  300X100 #18 GF"
100068,"CURVA PERF VERT  EXT 90 300X100  #18"
100069,"JUNCAO  PERFURADA  SIMPLES 100 #18  GF"
100070,"SAIDA P  PERFILADO 38X38"
100071,"PARAF CAB LENT  AUTO 1/4X5/8 BC"
100072,"PROLONGADOR  1/4 X 25  SEXTAVADO"
100073,"PINO C/ ROSCA 1/4"
100074,"PORCA SEXT 1/4  BCR"
100075,"ARRUELA LISA 1/4  BC"
100076,"VERGALHAO  ROSCADO  1/4X3000  BICROMATIZADO"
100077,"REDUCAO PERF  CONC  300X100/200X100  #18"
100078,"TE PERF VERT DE  DERIVACAO  300X100 #18"
100079,"TAMPA DE  ENCAIXE 300X3000  #18 GF"
100080,"TERMINAL DE  FECHAMENTO  300X100 LISA #18"
100081,"ACOPLAMENTO  300X100 LISA #18"
100082,"GANCHO CURTO  P/PERFILADO GF"
100083,"JUNCAO INTERNA  I P/PERFILADO GF"
100084,"SAPATA INTERNA  1 FURO GF"
100085,"SAIDA LATERAL  DUPLA 3/4 GF"
100086,"CHUMBADOR CBA  C/PARAFUSO 1/4X2"
100087,"PORCA  LOSANGULAR 1/4  BICROMATIZADO"
100088,"ESTOPA 400G"
100089,"HAMMERITE  PRATA 2.4L"
100090,"MASSA ACR  SUVINIL 18L"
100091,"REDUTOR 1101  TEMPO 5L"
100092,"STRIPTIZI 4KG"
100093,"SUVINIL SPRAY  MULT PRETO BR"
100094,"SUVINIL SPRAY  MULT VERDE FOLHA"
100095,"CORALIT AB  ALUMINIO 3.6L"
100096,"ESPATULA ATLAS  PLASTICA LISA  150/8 8CM"
100097,"ROLO ATLAS DE LA  328/15 15CM"
100098,"SPRAY LAZZURIL  AMARELO  IMPERIAL 300ML"
100099,"MASSA CORRIDA  SUVINIL 18L"
100100,"CABO FLEX  10.00MM2 750V  (ROLO) -CORFIO"
100101,"CABO FLEX  6.00MM2 750V  (ROLO) -CORFIO"
100102,"CABO FLEX  2.50MM2 750V  (ROLO) -CORFIO"
100103,"CABO FLEX  4.00MM2 750V  (ROLO) -CORFIO"
100104,"FITA ISOLANTE  SCOTCH 33+ 20MT  -3M /PIRELLI"
100105,"TAMPAS  PLASTICAS 38 MM  C/ SELO"
100106,"PN 17X103 EBANO  WENGUE RET A 62  CX 1.22 M2 (DEP.3)"
100107,"ARG. LIGAMAX  BRANCA EXTRA SC  20 KG ELIANE"
100108,"PS 44X44 PORFIDO  BEIGE A N-66 CX  2.40 M2"
100109,"TE SD 60MM -TIGRE"
100110,"JOELHO 90 SD  60MM -TIGRE"
100111,"JOELHO 45 SD  60MM -TIGRE"
100112,"CURVA 90 SD  60MM -TIGRE"
100113,"TE SD 60X50 - TIGRE"
100114,"BUCHA DE  REDUCAO SD  CURT 60 X 50MM - TIGRE"
100115,"TUBO PVC  SOLDAVEL 60 X  6MTS -TIGRE"
100116,"ADESIVO PLAS  FRASCO 850G - TIGRE"
100117,"MASSA ACR  CORAL 18L"
100118,"ARG. CIMENTCOLA  AC I INT. CINZA  (SC 20 KG)"
100119,"REJUNTAMENTO  FLEXIVEL BEGE 01  KG - QUARTZOLIT"
100120,"QUADRO  DISTRIB+BARRAME 27/36 DISJ.-TIGRE"
100121,"TUBO  ELETRODUTO  ROSC 3.0M 1"" - TIGRE"
100122,"CONDUITE  CORRUG.1""  (ROLOC/25)  STANDARD - FORTLEV"
100123,"TUBO  ELETRODUTO  ROSC 3.0M 1.1/2 - TIGRE"
100124,"DISJUNTOR TRIP.  50 AMP. DIN - ALUMBRA"
100125,"CANAFLEX 1.1/2  PRT C/50M - PETECH"
100126,"ALICATE DIGITAL  AMPERIMETRO - BRASFORT"
100127,"LUVA SD 25MM - KRONA/PLASTILIT"
100128,"ABRAC.NYLON 3.5  X 140 (CADA) - UYUSTOOLS"
100129,"CB FLEXIVEL 750V  C4 PVC BWF 1X250  PR"
100130,"CB FLEXIVEL 750V  C4 PVC BWF 1X250  AZ"
100131,"CB FLEXIVEL 750V  C4 PVC BWF 1X250  VM"
100132,"CB FLEXIVEL 750V  C4 PVC BWF 1X250  VD"
100133,"CB FLEXIVEL 750V  C4 PVC BWF 1X250  AM"
100134,"CB FLEXIVEL 750V  C4 PVC BWF 1X250  BR"
100135,"CB FLEXIVEL 750V  C4 PVC BWF 1X40  PR"
100136,"CB FLEXIVEL 750V  C4 PVC BWF 1X40  VM"
100137,"CB FLEXIVEL 750V  C4 PVC BWF 1X40  BR"
100138,"CB FLEXIVEL 750V  C4 PVC BWF 1X60  PR"
100139,"CB FLEXIVEL 750V  C4 PVC BWF 1X60  AZ"
100140,"CB FLEXIVEL 750V  C4 PVC BWF 1X60  VD"
100141,"CB FLEXIVEL 750V  C5 PVC BWF 1X100  PR"
100142,"CB FLEXIVEL 750V  C5 PVC BWF 1X100  AZ"
100143,"CB FLEXIVEL 750V  C5 PVC BWF 1X100  VD"
100144,"CB FLEXIVEL 750V  C5 PVC BWF 1X160  PR"
100145,"CB FLEXIVEL 750V  C5 PVC BWF 1X160  AZ"
100146,"CB FLEXIVEL 750V  C5 PVC BWF 1X160  VD"
100147,"CB FLEXIVEL 750V  C5 PVC BWF 1X250  PR"
100148,"SELATRINCA  SUVINIL 0.31L"
100149,"MASSA CORRIDA  CORAL 18L"
100150,"VALVULA  PRESSMATIC  MICTORIO  COMPACT DOCO  CROMADO ."
100151,"PARAFUSO  LONG.SUPER  BACIA/BIDE  VPL974 ES  CROMADO ."
100152,"PARAFUSO  LONG.SUPER  BACIA/BIDE  VPL974 ES  CROMADO ."
100153,"PARAF.FIXACAO  BACIA/BIDE SP-13  DECA CROMADO ."
100154,"ANEL CERA C/KIT  MAXSEAL . ."
100155,"ESPUDE P/VASO  SANITARIO  AMANCO . ."
100156,"ENGATE PLASTICO  1/2X40CM  AMANCO . ."
100157,"ASSENTO AP-01 BR  UNIV.C/ANTIBACTE DEC BRANCO GELO  ."
100158,"REGISTRO ESF SD  C/UNIAO 50 PVC - TIGRE"
100159,"TUBO PVC  SOLDAVEL 32 X  6MTS -TIGRE"
100160,"BUCHA DE  REDUCAO SD  LONGA 50 X 32MM - TIGRE"
100161,"REGISTRO ESF SD  C/UNIAO 60 PVC - TIGRE"
100162,"CURVA 90 LONGA  ESG 100 -TIGRE"
100163,"REGISTRO ESF SD  C/UNIAO 25 PVC - TIGRE"
100164,"AGUARRAS CORAL  5L"
100165,"AGUARRAS  SUVINIL 5L"
100166,"ESCADA ALULEV  ALUMINIO  EXTENSIVA 12  DEGRAUS"
100167,"FITA CREPE ADERE  24X50MM"
100168,"BACIA P/CX IZY  DECA LOUCA GELO  ."
100169,"CX P/BACIA DECA  CD-00F IZY RAV  ASPEN BRANCO ."
100170,"MICTORIO  PEQ.SIFONADO  INTEGRADO M-715  DE BRANCO ."
100171,"ANDALUZ QUADRO  COMANDO  600X500X200"
100172,"HASTE P/  ATERRAMENTO  COBRE 3/4 X 3.0M  IH-1034"
100173,"CABECOTE DE  ALUMINIO 4  CAC008"
100174,"TERMINAL  MECANICO 185MM"
100175,"CONECTOR  PARAFUSO  FENDIDO 150MM  PFS 010"
100176,"CONECTOR  PARAFUSO  FENDIDO 35MM  PFS 005"
100177,"BUCHA  ELETRODUTO 3/4"
100178,"ARRUELA  ELETRODUTO 3/4"
100179,"CAIXA  MONOFASICA  POLICARBONATO  CMD1-2 TAF"
100180,"ITAGRES-CRETA  BONE 31.5X61.5  T335 10/9/13  110015"
100181,"ITAGRES-BORELO  BEIGE 45X45 T2 TM  28/02/14 111025"
100182,"INCEPA-MARMO  ANTICO BEGE  33X60(1.19"
100183,"ARGAMASSA  BRASIL EXTERNA"
100184,"VENDA DE ATIVO  IMOBILZADO- MAQUINÁRIO"
100185,"CORALIT AB OURO  0.9L"
100186,"ANJO LACA  ALUMINIO  OPALESCENTE  900ML"
100187,"ENDURECEDOR  LAZZURIL 8110  100ML"
100188,"MASSA POLIESTER  LAZZURIL 750G"
100189,"PRIMER LAZZURIL  8200 800ML"
100190,"REDUTOR 3001  TEMPO 900ML"
100191,"ARG. AC III SUPER  LIGA CINZA PISO  S/ PISO SC 20 KG -  BRASIL"
100192,"RV 32.5X56.5  34440 HD A  (0021410-6) -  INCEFRA CX 2.21  (DP 02)"
100193,"RV 32X57 REF  58103 A59-8 (08- 03-15) CX 2.00M2"
100194,"TUBO PVC ESG 100  X 6 MTS - CARDINALE /  PLASTILIT"
100195,"ARG. LIGAMAX  EXTRA CINZA SC  20 KG ELIANE"
100196,"GRELHA ROTATIVA  C-C 10X10 ACO 304"
100197,"EXTENSOR ATLAS  4M"
100198,"CABINHO 2.5MM  750V PR"
100199,"DISJUNTOR MINI  1P 16A CURVA C  3KA SDD61C16"
100200,"CABINHO 2.5MM  750V PR"
100201,"CABINHO 2.5MM  750V VM  1107504RL"
100202,"CABINHO 2.5MM  750V BR 1107505RL"
100203,"CABINHO 2.5MM  750V AZ"
100204,"CABINHO 2.5MM  750V VD"
100205,"CABINHO 2.5MM  750V AM  1107506RL"
100206,"FITA ISOLANTE  SCOTCH 33+  19MMX20M  H0002243782"
100207,"DISJUNTOR MINI  1P 20A CURVA C  3KA SDD61C20"
100208,"DISJUNTOR MINI  1P 16A CURVA C  3KA SDD61C16"
100209,"DISJUNTOR MINI  2P 20A CURVA C  3KA SDD62C20"
100210,"PS 44X44 PORFIDO  BEIGE A 174 CX  2.40 M2"
100211,"ARG.  SUPERCIMENTCOLA AC II EXT. (SC 20  KG)"
100212,"ESPAC. P-PISOS E  REVEST. 1.5 MM"
100213,"RV 32X57 REF  58103 A 50-8 (21- 09-14) CX 2.00M2"
100214,"REJUNTAMENTO  FLEXIVEL CZ  PLATINA 01 KG -  QUARTZOLIT"
100215,"*PISTOLA  PULVERIZADORA  HVLP W660 127V  UN 0001 UN"
100216,"CABIDEIRO  P/PORTA ECLIPSE  27X27X6CM UN  0001 UN"
100217,"TEXTURA RUSTICA  CORAL BASE PM  16L"
100218,"ENGATE PLASTICO  50CM X 1/2 -TIGRE"
100219,"SIFAO  SANFONADO  MOBYLLE  MULTIUSO -TIGRE"
100220,"VALV.ESC.UNIV.CR  (1601-CR) - FABRIMAR"
100221,"TUBO PVC  SOLDAVEL 50 X  6MTS -TIGRE"
100222,"TUBO RED GALV.  C/R 2.1/2 X 3.75  (MEDIO) 76.10  EXTERNO"
100223,"TUBO RED GALV.  C/R 1 X 3.35  (MEDIO) 33.70  EXTERNO"
100224,"PERFIL U ENRIJ -  3&AMP;QUOT; X  3.00MM  (75ABA40X15)"
100225,"VALV.ESC.COZINH CR 3.1/2 (1606- CR) -FABRIMAR"
100226,"SIFAO MOBYLLE  COPO MULTIUSO - TIGRE"
100227,"SIFAO  SANFONADO  DUPLO UNIV-ASTRA"
100229,"VEDATOP 18 KG CX."
100230,"EVAPORADORA  MIDEA VITA HW 9K  220/1 F"
100231,"CONDENSADORA  MIDEA VITA HW 9K  220/1 F"
100232,"SPLIT HITACHI  INVERTER HW 22K  220V/1 Q/F"
100233,"FITA CREPE ADERE  48X50MM"
100234,"DECORA SB BASE P  16L MARFIM  CLASSICO"
100235,"FITA CREPE ADERE  18X50MM"
100236,"FITA CREPE ADERE  48X50MM"
100237,"WANDA  MARTELADO  CINZA CLARO 3.6L"
100238,"VERNIZ 8000  BICOMPONENTE  LAZZURIL 750ML"
100239,"ENDURECEDOR  LAZZURIL 054  150ML"
100240,"PA MQ RE 1/4X3/4  RI ZB 42015801"
100241,"PO SX UNC 1/4  CHV 7/16 ZB  60015401"
100242,"AR LI 1/4  81015101 ZB"
100243,"BUCHA NYLON S7  NE 1541/601541"
100244,"FI CH PH 4.5X40 RI  BC 39162602"
100245,"LAMP LED TUB T8  C/1.2M 20W 6500K  MB4862"
100246,"LAMP TUB LED 18W  6400K TL8316  EMPALUX"
100247,"SOQ TOMADINHA  119 EMB 2PÇS  PERLEX"
100248,"INT 2SS+TOM  2P+T S/P SB 1343  FAME"
100249,"CONJ 1S+TOM S/P  SB 681/1341 FAME"
100250,"BRAC FECHADA  COND 3/4 TIGRE"
100251,"CURVA 90ELET  COND.3/4 TIGRE"
100252,"FITA ISOL 3M 20M"
100253,"PLAFON  C/SOQ.PLASTICO  CERGE"
100254,"LAMP SUPERLED  S40 8W 6400K  3129 OUROLUX"
100255,"ABRAC TIPO U 3/4  INCA"
100256,"ABRAC TIPO U 1/2  INCA"
100257,"ABRAC RSC S/FIM  (13-16) 1/2X5/8"
100258,"CONJ 1S+TOM  2P+T SB 1357  FAME"
100259,"CX CONDULETE  TOP 6ENT 1"" TIGRE"
100260,"CX PADRAO SE 934  FAME"
100261,"INT 1S+TOM 2P+T  10A SE 1409 FAME"
100262,"ADAP COND TOP  3/4 TIGRE"
100263,"FIO PARALELO  2X1.5MM METRO"
