iso_code,continent,location,last_updated_date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,reproduction_rate,icu_patients,icu_patients_per_million,hosp_patients,hosp_patients_per_million,weekly_icu_admissions,weekly_icu_admissions_per_million,weekly_hosp_admissions,weekly_hosp_admissions_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,tests_units,total_vaccinations,people_vaccinated,people_fully_vaccinated,total_boosters,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,total_boosters_per_hundred,new_vaccinations_smoothed_per_million,new_people_vaccinated_smoothed,new_people_vaccinated_smoothed_per_hundred,stringency_index,population,population_density,median_age,aged_65_older,aged_70_older,gdp_per_capita,extreme_poverty,cardiovasc_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand,life_expectancy,human_development_index,excess_mortality_cumulative_absolute,excess_mortality_cumulative,excess_mortality,excess_mortality_cumulative_per_million
"ARE","Asia","United Arab Emirates",2022-02-15 00:00:00.000,870358,930,1340.286,2288,1,2.714,87113.479,93.083,134.148,229.004,0.1,0.272,0.76,,,,,,,,,389858,131881012,13199.872,39.021,472764,47.319,0.003,320.7,"tests performed",23881698,9890540,9405904,4585254,25928,21564,239.03,98.99,94.14,45.89,2158,43,0,,9991083,112.442,34,1.144,0.526,67293.483,,317.84,17.26,1.2,37.4,,1.2,77.97,0.89,"","","",""
"OWID_UMC","","Upper middle income",2022-02-15 00:00:00.000,112484850,575236,625006,2392550,3474,3755.714,44749.201,228.843,248.643,951.814,1.382,1.494,,,,,,,,,,,,,,,,,,"",4643927891,2010326862,1886391193,651806085,2450235,9038378,184.75,79.98,75.05,25.93,3596,868231,0.035,,2513672790,,,,,,,,,,,,,,,"","","",""
"URY","South America","Uruguay",2022-02-15 00:00:00.000,788676,6120,6746,6794,16,16.857,226296.012,1756.021,1935.64,1949.413,4.591,4.837,0.85,,,,,,,,,12764,5501472,1578.546,3.662,19447,5.58,0.378,2.6,"people tested",7551965,2951950,2704400,1895615,2953,5792,216.69,84.7,77.6,54.39,1662,1952,0.056,28.7,3485152,19.751,35.6,14.655,10.361,20551.409,0.1,160.708,6.93,14,19.9,,2.8,77.91,0.817,"","","",""
"VEN","South America","Venezuela",2022-02-15 00:00:00.000,506977,1030,1285.714,5556,7,8.714,17661.66,35.882,44.791,193.555,0.244,0.304,1,,,,,,,,,,,,,,,,,"",37860994,22157232,14287370,651502,,128391,131.9,77.19,49.77,2.27,4473,59927,0.209,28.7,28704947,36.253,29,6.614,3.915,16745.022,,204.85,6.47,,,,0.8,72.06,0.711,"","","",""
"VNM","Asia","Vietnam",2022-02-15 00:00:00.000,2572087,31814,27341.714,39122,85,85.857,26200.649,324.074,278.517,398.518,0.866,0.875,1.23,,,,,,,,,35684,77827425,792.792,0.363,69410,0.707,0.38,2.6,"people tested",186001127,79216176,76182386,30602565,269993,442471,189.47,80.69,77.6,31.17,4507,13022,0.013,63.89,98168829,308.127,32.6,7.15,4.718,6171.884,2,245.465,6,1,45.9,85.847,2.6,75.4,0.704,"","","",""
"OWID_WRL","","World",2022-02-15 00:00:00.000,415161542,1630848,2039644.571,5836601,9634,10141,52719.155,207.093,259.004,741.159,1.223,1.288,0.87,,,,,,,,,,,,,,,,,"",10436627754,4880378885,4277175694,1233079679,70695705,29583713,132.53,61.97,54.31,15.66,3757,4126106,0.052,,7874965730,58.045,30.9,8.696,5.355,15469.207,10,233.07,8.51,6.434,34.635,60.13,2.705,72.58,0.737,"","","",""
"BEL","Europe","Belgium",2022-02-15 00:00:00.000,3460301,12762,13773,29778,54,49.857,297472.631,1097.114,1184.027,2559.933,4.642,4.286,0.76,363,31.206,3514,302.089,,,1822,156.632,53351,31030820,2667.635,4.586,59305,5.098,0.33,3,"tests performed",24591731,9191108,8991440,6835995,4563,29251,211.41,79.01,77.3,58.77,2515,2268,0.019,50,11632334,375.564,41.8,18.571,12.849,42658.576,0.2,114.898,4.29,25.1,31.4,,5.64,81.63,0.931,"","","",""
"CHL","South America","Chile",2022-02-15 00:00:00.000,2677692,24979,35121,40698,32,87.286,139373.389,1300.152,1828.042,2118.324,1.666,4.543,1.14,880,45.804,,,410,21.34,2598,135.225,99297,31393526,1634.027,5.168,117543,6.118,0.296,3.4,"tests performed",47506800,17702975,17092564,13285428,103565,59641,247.27,92.14,88.97,69.15,3104,5298,0.028,30.09,19212362,24.282,35.4,11.087,6.938,22767.037,1.3,127.993,8.46,34.2,41.5,,2.11,80.18,0.851,"","","",""
"CYP","Europe","Cyprus",2022-02-15 00:00:00.000,295686,2646,2546,791,3,5,330004.855,2953.109,2841.502,882.808,3.348,5.58,1.05,33,36.83,224,249.999,12,13.513,125,139.639,81650,24106255,26904.152,91.127,105791,118.07,0.022,44.9,"tests performed",1756756,686308,641995,428453,1736,2239,196.07,76.6,71.65,47.82,2499,170,0.019,36.11,896005,127.657,37.3,13.416,8.563,32415.132,,141.171,9.24,19.6,52.7,,3.4,80.98,0.887,"","","",""
"CZE","Europe","Czechia",2022-02-15 00:00:00.000,3451318,47849,25420.429,37991,118,63.143,321814.625,4461.631,2370.302,3542.432,11.003,5.888,0.88,399,37.204,3733,348.08,203,18.929,3312,308.824,30569,50834608,4740.021,2.85,97715,9.111,0.233,4.3,"tests performed",17292263,6937846,6825834,3938069,9572,11441,161.24,64.69,63.65,36.72,1067,514,0.005,41.67,10724553,137.176,43.3,19.027,11.58,32605.906,,227.485,6.82,30.5,38.3,,6.63,79.38,0.9,"","","",""
"DNK","Europe","Denmark",2022-02-15 00:00:00.000,2399851,42978,44594.571,4139,30,30.286,412820.631,7393.044,7671.126,711.988,5.161,5.21,1.1,31,5.333,1523,261.985,,,2684,461.7,99343,61267832,10539.248,17.089,150295,25.854,0.307,3.3,"tests performed",13152635,4845479,4739869,3614336,2746,3510,226.25,83.35,81.53,62.17,604,127,0.002,16.67,5813302,136.52,42.3,19.677,12.325,46682.515,0.2,114.767,6.41,19.3,18.8,,2.5,80.9,0.94,"","","",""
"EST","Europe","Estonia",2022-02-15 00:00:00.000,427010,3511,5023,2122,7,6.714,322225.979,2649.435,3790.406,1601.282,5.282,5.067,1,18,13.583,429,323.728,7,5.267,423,319.043,5396,2991445,2257.374,4.072,9476,7.151,0.598,1.7,"tests performed",1940752,856187,834848,432854,962,1227,146.45,64.61,63,32.66,926,109,0.008,50,1325188,31.033,42.7,19.452,13.491,29481.252,0.5,255.569,4.02,24.5,39.3,,4.69,78.74,0.892,"","","",""
"FRA","Europe","France",2022-02-15 00:00:00.000,21787839,26475,133073.857,135258,385,324,323156.225,392.676,1973.745,2006.14,5.71,4.806,0.72,3235,47.981,31091,461.14,1677,24.873,14106,209.22,514418,241608539,3583.527,7.63,579936,8.602,0.294,3.4,"people tested",139506290,53915591,52042808,34623649,178550,183165,206.92,79.97,77.19,51.35,2717,6919,0.01,69.44,67422000,122.578,42,19.718,13.079,38605.671,,86.06,4.77,30.1,35.6,,5.98,82.66,0.901,"","","",""
"DEU","Europe","Germany",2022-02-15 00:00:00.000,12692053,63210,158933.571,120277,50,151.143,151275.11,753.393,1894.311,1433.568,0.596,1.801,1.17,2494,29.726,,,1691,20.155,5979,71.263,,104632333,1247.101,,370940,4.421,0.444,2.3,"tests performed",168170089,63302788,62266297,46202246,105581,176935,200.44,75.45,74.21,55.07,2109,13899,0.017,84.26,83900471,237.016,46.6,21.453,15.957,45229.245,,156.139,8.31,28.2,33.1,,8,81.33,0.947,"","","",""
"GRC","Europe","Greece",2022-02-15 00:00:00.000,2216411,21958,18004,24917,81,85,213717.585,2117.302,1736.037,2402.623,7.81,8.196,0.96,,,,,208,20.059,3172,305.825,277070,61140260,5895.454,26.716,335153,32.317,0.054,18.6,"samples tested",19673617,7826984,7424764,5139112,28392,31412,189.7,75.47,71.59,49.55,3029,3260,0.031,72.22,10370747,83.479,45.3,20.396,14.524,24574.382,1.5,175.695,4.55,35.3,52,,4.21,82.24,0.888,"","","",""
"ISL","Europe","Iceland",2022-02-15 00:00:00.000,93933,1806,2060.286,56,1,0.857,254704.549,4897.069,5586.579,151.847,2.712,2.324,1.26,,,21,56.943,,,23,63.164,3476,1071149,2904.48,9.425,4487,12.167,,,"tests performed",798884,309168,288150,246524,,553,216.62,83.83,78.13,66.85,1499,36,0.01,,368792,3.404,37.3,14.431,9.207,46482.958,0.2,117.992,5.31,14.3,15.2,,2.91,82.99,0.949,"","","",""
"IRL","Europe","Ireland",2022-02-15 00:00:00.000,1250039,12765,4927,6390,99,23.143,250865.56,2561.759,988.781,1282.385,19.868,4.644,0.87,73,14.65,615,123.422,29,5.842,642,128.917,11943,11178132,2243.297,2.397,16237,3.259,0.309,3.2,"tests performed",10512026,4038758,3940591,2771269,2967,8056,210.96,81.05,79.08,55.62,1617,939,0.019,23.15,4982904,69.874,38.7,13.928,8.678,67335.293,0.2,126.459,3.28,23,25.7,,2.96,82.3,0.955,"","","",""
"ISR","Asia","Israel",2022-02-15 00:00:00.000,3474120,22594,26835.286,9651,27,49.714,373923.151,2431.816,2888.31,1038.747,2.906,5.351,0.71,306,32.935,2134,229.685,158,17.006,1781,191.691,131544,47531561,5115.871,14.158,136043,14.642,0.241,4.1,"tests performed",17970902,6696476,6114644,5159782,4892,4959,193.42,72.07,65.81,55.54,534,204,0.002,48.15,9291000,402.606,30.6,11.733,7.359,33132.32,0.5,93.32,6.74,15.4,35.4,,2.99,82.97,0.919,"","","",""
"ITA","Europe","Italy",2022-02-15 00:00:00.000,12205474,71023,62815.286,151684,388,310.286,202186.273,1176.511,1040.549,2512.678,6.427,5.14,0.65,1119,18.536,16721,276.987,557,9.227,6450,106.846,462881,180698558,2993.31,7.668,646010,10.701,0.107,9.3,"tests performed",132474790,50538908,47011138,36431086,180020,204928,219.45,83.72,77.87,60.35,3395,15827,0.026,76.85,60367471,205.859,47.9,23.021,16.24,35220.084,2,113.151,4.78,19.8,27.8,,3.18,83.51,0.892,"","","",""
"LVA","Europe","Latvia",2022-02-15 00:00:00.000,533871,11105,9853.714,5041,12,10.286,285961.368,5948.255,5278.02,2700.149,6.428,5.509,1.23,,,895,479.396,117,62.904,869,465.488,9431,6373017,3413.627,5.052,23618,12.651,0.414,2.4,"tests performed",2833485,1340895,1295152,482304,1909,2473,151.77,71.82,69.37,25.83,1325,149,0.008,48.15,1866934,31.212,43.9,19.754,14.136,25063.846,0.7,350.06,4.91,25.6,51,,5.57,75.29,0.866,"","","",""
"LIE","Europe","Liechtenstein",2022-02-15 00:00:00.000,10768,82,116,75,1,0.143,281486.903,2143.567,3032.363,1960.579,26.141,3.734,1.06,,,,,,,4,103.234,,,,,,,,,"",69950,26695,26240,18009,11,54,182.86,69.78,68.59,47.08,1412,3,0.008,47.22,38254,237.012,,,,,,,7.77,,,,2.397,82.49,0.919,"","","",""
"LUX","Europe","Luxembourg",2022-02-15 00:00:00.000,175408,552,758.286,979,3,1.857,276314.007,869.546,1194.501,1542.184,4.726,2.925,0.79,11,17.328,83,130.747,,,38,59.095,4270,4029919,6348.189,6.726,3773,5.943,0.282,3.5,"tests performed",1257424,477852,451488,355477,1522,1674,198.08,75.27,71.12,56,2637,127,0.02,46.3,634814,231.447,39.7,14.312,9.842,94277.965,0.2,128.275,4.42,20.9,26,,4.51,82.25,0.916,"","","",""
"MYS","Asia","Malaysia",2022-02-15 00:00:00.000,3083683,19108,20640.714,32180,31,17.714,94083.007,582.984,629.747,981.81,0.946,0.54,1.76,194,5.919,5291,161.428,,,7610,232.181,210889,47231155,1441.02,6.434,209676,6.397,0.069,14.5,"people tested",65356763,26340178,25735982,13486823,154776,154183,199.4,80.36,78.52,41.15,4704,30175,0.092,,32776195,96.254,29.9,6.293,3.407,26808.164,0.1,260.942,16.74,1,42.4,,1.9,76.16,0.81,"","","",""
"MLT","Europe","Malta",2022-02-15 00:00:00.000,70211,122,121.429,593,1,3.286,136041.465,236.388,235.281,1149.002,1.938,6.366,0.64,5,9.688,84,162.759,,,57,110.773,1679,1715921,3324.784,3.253,1891,3.664,0.076,13.2,"tests performed",1232438,467977,459742,338537,1256,1235,238.8,90.68,89.08,65.6,2393,269,0.052,52.78,516100,1454.037,42.4,19.426,11.324,36513.323,0.2,168.711,8.83,20.9,30.2,,4.485,82.53,0.895,"","","",""
"NLD","Europe","Netherlands",2022-02-15 00:00:00.000,5852494,53515,70429.571,21498,12,11.429,340794.385,3116.212,4101.158,1251.842,0.699,0.665,1.25,181,10.54,1475,85.89,87,5.066,1322,76.981,89426,27170789,1582.172,5.207,124370,7.242,0.577,1.7,"tests performed",33709140,13437507,12340229,8799628,,9289,196.29,78.25,71.86,51.24,541,560,0.003,58.33,17173094,508.544,43.2,18.779,11.881,48472.545,,109.361,5.29,24.4,27.3,,3.32,82.28,0.944,"","","",""
"NOR","Europe","Norway",2022-02-15 00:00:00.000,1068686,18875,18766.429,1513,0,6.571,195528.456,3453.399,3433.535,276.821,0,1.202,1.08,,,290,53.059,15,2.795,212,38.751,10467,10480383,1917.507,1.915,28605,5.234,0.704,1.4,"people tested",11173087,4325155,4011444,2836488,4961,8610,204.42,79.13,73.39,51.9,1575,535,0.01,25,5465629,14.462,39.7,16.821,10.813,64800.057,0.2,114.316,5.31,19.6,20.7,,3.6,82.4,0.957,"","","",""
"RUS","Europe","Russia",2022-02-15 00:00:00.000,14267875,165139,188712.429,334785,692,690.571,97784.095,1131.771,1293.33,2294.431,4.743,4.733,1.28,,,,,,,122439,839.129,1118115,269317948,1845.756,7.663,880667,6.036,0.203,4.9,"tests performed",158411769,78044493,71317632,11187390,288843,281764,108.57,53.49,48.88,7.67,1931,71469,0.049,48.61,145912022,8.823,39.6,14.178,9.393,24765.954,0.1,431.297,6.18,23.4,58.3,,8.05,72.58,0.824,"","","",""
"SVN","Europe","Slovenia",2022-02-15 00:00:00.000,858670,7254,6785.143,6122,23,15.714,413075.72,3489.642,3264.092,2945.077,11.064,7.56,0.78,134,64.463,767,368.977,87,41.988,662,318.246,1062,2544196,1223.923,0.511,2324,1.118,0.255,3.9,"tests performed",2948743,1262897,1216064,616817,0,1796,141.85,60.75,58.5,29.67,864,111,0.005,,2078723,102.619,44.5,19.062,12.93,31400.84,,153.493,7.25,20.1,25,,4.5,81.32,0.917,"","","",""
"ZAF","Africa","South Africa",2022-02-15 00:00:00.000,3645269,2364,2750.714,97431,181,163.143,60711.989,39.372,45.813,1622.714,3.015,2.717,0.86,,,,,,,1374,22.884,20405,22677323,377.691,0.34,30332,0.505,0.084,11.9,"people tested",31072712,20427730,17380606,785483,63764,116231,51.75,34.02,28.95,1.31,1936,90464,0.151,41.67,60041996,46.754,27.3,5.344,3.053,12294.876,18.9,200.38,5.52,8.1,33.2,43.993,2.32,64.13,0.709,"","","",""
"KOR","Asia","South Korea",2022-02-15 00:00:00.000,1552851,90430,60230.286,7202,39,37,30266.941,1762.59,1173.961,140.376,0.76,0.721,1.5,306,5.964,,,,,9476,184.699,203683,54948899,1071.02,3.97,283520,5.526,0.182,5.5,"people tested",117262017,44757215,44249882,29769192,157385,185488,228.56,87.24,86.25,58.02,3615,6536,0.013,46.3,51305184,527.967,43.4,13.914,8.622,35938.374,0.2,85.998,6.8,6.2,40.9,,12.27,83.03,0.916,"","","",""
"ESP","Europe","Spain",2022-02-15 00:00:00.000,10707286,34380,38283.429,96906,310,282.143,229056.32,735.476,818.981,2073.068,6.632,6.036,0.79,1459,31.212,9979,213.476,548,11.723,7536,161.214,99249,84380990,1805.126,2.123,134607,2.88,0.27,3.7,"tests performed",91619524,41007734,38385465,23423165,47870,74019,196,87.73,82.12,50.11,1583,6067,0.013,49.07,46745211,93.105,45.5,19.436,13.799,34272.36,1,99.403,7.17,27.4,31.4,,2.97,83.56,0.904,"","","",""
"CHE","Europe","Switzerland",2022-02-15 00:00:00.000,2607052,20328,21002.286,12975,12,15.714,299128.426,2332.398,2409.764,1488.728,1.377,1.803,0.92,190,21.8,1856,212.954,,,508,58.287,22048,18003776,2065.721,2.53,64919,7.449,0.382,2.6,"tests performed",15489117,6073524,5953812,3549687,8281,10203,177.72,69.69,68.31,40.73,1171,488,0.006,56.48,8715494,214.243,43.1,18.436,12.644,57410.166,,99.739,5.59,22.6,28.9,,4.53,83.78,0.955,"","","",""
"GBR","Europe","United Kingdom",2022-02-15 00:00:00.000,18441179,42261,69482.286,159978,97,147,270370.317,619.598,1018.696,2345.474,1.422,2.155,0.86,393,5.762,12304,180.392,,,9136,133.945,1113627,450649495,6607.075,16.327,1102202,16.16,0.072,13.9,"tests performed",139117565,52522201,48777079,37818285,58329,66681,203.96,77,71.51,55.45,978,10685,0.016,42.13,68207114,272.898,40.8,18.517,12.527,39753.244,0.2,122.137,4.28,20,24.7,,2.54,81.32,0.932,"","","",""
"USA","North America","United States",2022-02-15 00:00:00.000,78036352,110453,136190.286,925435,2595,2263.571,234403.18,331.775,409.084,2779.793,7.795,6.799,0.59,14872,44.672,74135,222.684,,,70558,211.94,1092816,797926532,2396.787,3.283,1215570,3.651,0.122,8.2,"tests performed",547948656,252277758,213321376,91834898,2,265926,165.04,75.99,64.25,27.66,801,68194,0.021,58.8,332915074,35.608,38.3,15.413,9.732,54225.446,1.2,151.089,10.79,19.1,24.6,,2.77,78.86,0.926,"","","",""
