SKFact,SKCasualty_Type,SKDate,SKGender,SKAge_Band,SKCasualty_Severity,Number_of_Casualties,create_date,update_date
1878,1,1244,1,6,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
1928,1,1247,1,6,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2017,1,1253,1,6,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2139,1,1261,1,6,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2169,1,1263,1,6,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2193,1,1265,1,6,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2206,1,1266,1,6,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2240,1,1268,1,6,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2299,1,1272,1,6,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2314,1,1273,1,6,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2332,1,1274,1,6,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2475,1,1285,1,6,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2513,1,1287,1,6,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2636,1,1294,1,6,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2682,1,1297,1,6,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2773,1,1303,1,6,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2846,1,1308,1,6,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2861,1,1309,1,6,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2878,1,1310,1,6,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
2906,1,1312,1,6,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
3092,1,1324,1,6,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
3180,1,1330,1,6,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
3290,1,1338,1,6,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
3343,1,1342,1,6,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
3385,1,1345,1,6,3,1,2021-12-06 10:43:37.386,2021-12-06 10:43:37.386
97815,1,38,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
97826,1,39,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
97850,1,41,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
97905,1,45,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
97930,1,47,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
97942,1,48,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
97996,1,52,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
98111,1,60,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
98153,1,63,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
98186,1,66,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
98199,1,67,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
98213,1,68,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
98227,1,69,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
98253,1,71,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
98304,1,75,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
98359,1,78,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
98415,1,82,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
98441,1,84,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
98566,1,93,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
98597,1,95,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
98661,1,99,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
98673,1,100,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
98712,1,103,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
98789,1,108,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
98904,1,116,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
98974,1,121,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
98999,1,123,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
99033,1,125,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
99074,1,128,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
99110,1,130,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
99185,1,136,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
99203,1,137,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
99272,1,141,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
99386,1,148,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
99416,1,150,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
99438,1,151,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
99544,1,157,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
99569,1,159,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
99699,1,166,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
99714,1,167,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
99737,1,168,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
99776,1,170,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
99801,1,172,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
99815,1,173,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
99847,1,175,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
99939,1,181,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
99982,1,183,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
100000,1,184,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
100225,1,198,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
100235,1,199,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
100250,1,200,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
100309,1,204,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
100327,1,205,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
100340,1,206,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
100378,1,208,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
100417,1,210,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
100475,1,214,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
100529,1,217,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
100545,1,218,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
100563,1,219,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
100601,1,221,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
100643,1,223,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
100685,1,225,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
100700,1,226,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
100807,1,232,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
100858,1,235,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
100914,1,238,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
100929,1,239,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
100943,1,240,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
101041,1,246,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
101060,1,247,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
101091,1,249,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
101117,1,251,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
101155,1,253,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
101202,1,256,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
101215,1,257,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
101230,1,258,1,6,3,1,2021-12-06 10:43:40.776,2021-12-06 10:43:40.776
108327,1,708,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
108385,1,712,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
108441,1,716,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
108495,1,720,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
108537,1,723,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
108591,1,727,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
108602,1,728,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
108672,1,733,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
108753,1,738,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
108762,1,739,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
108833,1,745,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
108868,1,748,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
108878,1,749,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
108928,1,753,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
108942,1,754,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
108952,1,755,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
108981,1,757,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
109010,1,759,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
109035,1,761,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
109096,1,767,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
109107,1,768,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
109127,1,769,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
109194,1,774,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
109223,1,776,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
109316,1,782,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
109348,1,784,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
109363,1,785,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
109389,1,787,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
109400,1,788,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
109412,1,789,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
109440,1,791,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
109505,1,796,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
109556,1,800,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
109622,1,805,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
109670,1,809,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
109724,1,813,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
109734,1,814,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
109764,1,816,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
109779,1,817,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
109861,1,823,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
109887,1,825,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
109900,1,826,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
109990,1,833,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110059,1,838,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110112,1,842,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110149,1,845,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110158,1,846,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110231,1,851,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110278,1,854,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110318,1,857,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110340,1,859,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110381,1,862,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110436,1,866,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110445,1,867,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110554,1,875,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110570,1,876,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110581,1,877,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110592,1,878,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110638,1,882,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110653,1,883,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110667,1,884,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110769,1,892,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110835,1,897,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110867,1,899,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110885,1,901,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
110963,1,906,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111015,1,910,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111112,1,916,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111153,1,919,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111253,1,926,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111262,1,927,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111301,1,930,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111337,1,932,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111407,1,937,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111426,1,938,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111496,1,943,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111537,1,946,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111661,1,954,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111693,1,956,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111815,1,964,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111830,1,965,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111890,1,968,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111902,1,969,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111912,1,970,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111960,1,973,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111976,1,974,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
111989,1,975,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112002,1,976,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112033,1,978,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112048,1,979,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112279,1,993,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112330,1,996,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112356,1,998,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112408,1,1001,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112444,1,1003,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112462,1,1004,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112497,1,1006,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112531,1,1008,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112565,1,1010,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112593,1,1012,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112627,1,1014,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112701,1,1019,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112741,1,1021,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112823,1,1026,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112860,1,1028,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112914,1,1031,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112928,1,1032,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112956,1,1034,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
112990,1,1036,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
113006,1,1037,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
113038,1,1039,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
113054,1,1040,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
113183,1,1048,1,6,3,1,2021-12-06 10:43:40.956,2021-12-06 10:43:40.956
19570,1,628,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
19626,1,633,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
19639,1,634,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
19647,1,635,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
19681,1,638,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
19753,1,646,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
19806,1,651,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
19822,1,652,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
19834,1,653,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
19900,1,660,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
19955,1,665,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
19999,1,670,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
20066,1,676,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
20076,1,677,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
20161,1,685,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
20182,1,687,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
20196,1,688,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
20291,1,699,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
20317,1,701,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
20343,1,703,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
20382,1,707,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
20418,1,710,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
20435,1,712,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
20524,1,721,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
20670,1,735,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
20679,1,736,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
20748,1,742,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
20798,1,746,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
20808,1,747,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
20835,1,750,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
20906,1,757,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
20920,1,758,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
20966,1,763,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
20985,1,765,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
21047,1,770,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
21080,1,773,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
21088,1,774,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
21099,1,775,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
21253,1,788,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
21273,1,790,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
21353,1,797,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
21436,1,803,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
21465,1,805,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
21476,1,806,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
21718,1,826,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
21752,1,829,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
21770,1,830,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
21832,1,835,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
21844,1,836,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
21877,1,838,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
21900,1,840,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
21923,1,842,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
21961,1,845,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
21997,1,847,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
22011,1,848,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
22025,1,849,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
22036,1,850,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
22077,1,853,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
22125,1,856,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
22152,1,858,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
22213,1,862,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
22257,1,864,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
22272,1,865,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
22302,1,867,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
22362,1,870,1,1,3,1,2021-12-06 10:43:37.710,2021-12-06 10:43:37.710
9996,1,3,1,1,3,1,2021-12-06 10:43:37.530,2021-12-06 10:43:37.530
10067,1,8,1,1,3,1,2021-12-06 10:43:37.530,2021-12-06 10:43:37.530
10115,1,11,1,1,3,1,2021-12-06 10:43:37.530,2021-12-06 10:43:37.530
10141,1,13,1,1,3,1,2021-12-06 10:43:37.530,2021-12-06 10:43:37.530
10278,1,22,1,1,3,1,2021-12-06 10:43:37.533,2021-12-06 10:43:37.533
10339,1,26,1,1,3,1,2021-12-06 10:43:37.533,2021-12-06 10:43:37.533
10352,1,27,1,1,3,1,2021-12-06 10:43:37.533,2021-12-06 10:43:37.533
10491,1,36,1,1,3,1,2021-12-06 10:43:37.533,2021-12-06 10:43:37.533
10514,1,37,1,1,3,1,2021-12-06 10:43:37.533,2021-12-06 10:43:37.533
10531,1,38,1,1,3,1,2021-12-06 10:43:37.533,2021-12-06 10:43:37.533
10545,1,39,1,1,3,1,2021-12-06 10:43:37.533,2021-12-06 10:43:37.533
10576,1,41,1,1,3,1,2021-12-06 10:43:37.533,2021-12-06 10:43:37.533
10586,1,42,1,1,3,1,2021-12-06 10:43:37.533,2021-12-06 10:43:37.533
10673,1,47,1,1,3,1,2021-12-06 10:43:37.533,2021-12-06 10:43:37.533
10756,1,52,1,1,3,1,2021-12-06 10:43:37.533,2021-12-06 10:43:37.533
10867,1,59,1,1,3,1,2021-12-06 10:43:37.533,2021-12-06 10:43:37.533
10986,1,66,1,1,3,1,2021-12-06 10:43:37.533,2021-12-06 10:43:37.533
10996,1,67,1,1,3,1,2021-12-06 10:43:37.533,2021-12-06 10:43:37.533
11032,1,69,1,1,3,1,2021-12-06 10:43:37.533,2021-12-06 10:43:37.533
11043,1,70,1,1,3,1,2021-12-06 10:43:37.533,2021-12-06 10:43:37.533
11078,1,72,1,1,3,1,2021-12-06 10:43:37.533,2021-12-06 10:43:37.533
11132,1,75,1,1,3,1,2021-12-06 10:43:37.533,2021-12-06 10:43:37.533
11146,1,76,1,1,3,1,2021-12-06 10:43:37.533,2021-12-06 10:43:37.533
11197,1,79,1,1,3,1,2021-12-06 10:43:37.533,2021-12-06 10:43:37.533
11222,1,80,1,1,3,1,2021-12-06 10:43:37.533,2021-12-06 10:43:37.533
11275,1,83,1,1,3,1,2021-12-06 10:43:37.533,2021-12-06 10:43:37.533
11390,1,90,1,1,3,1,2021-12-06 10:43:37.533,2021-12-06 10:43:37.533
11473,1,95,1,1,3,1,2021-12-06 10:43:37.533,2021-12-06 10:43:37.533
