TICKET_NMBR,PARENT_SERVICE,service,org_id,ASSIGNED_GROUP,OPEN_DATE,CLOSE_DATE,PRIORITY,STATUS,ACTUAL_COMPLETION_HRS,BUSINESS_COMPLETION_HRS,AGING,CLASS_STRUCTURE_ID,class_structure,CLASSIFICATION_ID,classification,EXTERNAL_SYSTEM,GLOBAL_TICKET_ID,CLOSURE_CODE,LAST_MODIFIED_DATE
"IN10068719","Other Activities","Other - Security","1342","ESI00028","02NOV2017:11:19:55","03NOV2017:11:20:41","Medium","CLOSED",24.01,10.01,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","14NOV2017:05:30:07"
"IN10068963","Other Activities","Other - Security","1342","ITS00327","04NOV2017:10:34:56","04NOV2017:18:37:49","Medium","CLOSED",8.05,0,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","15NOV2017:05:30:03"
"IN10069180","Other Activities","Other - Security","1342","ESI00028","07NOV2017:12:56:18","08NOV2017:12:54:10","Medium","CLOSED",23.96,9.97,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","19NOV2017:05:30:24"
"IN10069607","Other Activities","Other - Security","1342","ITS00306","13NOV2017:01:45:45","15NOV2017:23:37:33","Medium","CLOSED",69.86,20,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","26NOV2017:05:30:22"
"IN10070506","Other Activities","Other - Security","1342","ITS00306","22NOV2017:11:11:39","05DEC2017:14:32:23","Medium","CLOSED",315.35,93.35,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","16DEC2017:05:30:04"
"IN10072170","Other Activities","Other - Security","1342","ESI00028","08DEC2017:13:30:16","11DEC2017:13:08:23","Medium","CLOSED",71.64,9.63,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","22DEC2017:05:30:21"
"IN10072463","Other Activities","Other - Security","1342","ITS00306","12DEC2017:06:35:00","09JAN2018:09:41:31","Medium","CLOSED",675.11,172.68,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20JAN2018:05:30:04"
"IN10072518","Other Activities","Other - Security","1342","ITS00327","12DEC2017:15:24:00","14DEC2017:09:38:59","Medium","CLOSED",42.25,14.23,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","25DEC2017:05:30:19"
"IN10073814","Other Activities","Other - Security","1342","ITS00327","29DEC2017:12:16:14","02JAN2018:07:14:53","Medium","CLOSED",90.98,4.96,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","13JAN2018:05:30:15"
"IN10094001","Other Activities","Other - Security","1342","ITS00327","04JUL2018:15:15:16","09JUL2018:14:21:48","Medium","CLOSED",119.11,29.1,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20JUL2018:05:30:15"
"IN10097814","Other Activities","Other - Security","1342","ITS00327","02AUG2018:15:18:54","02AUG2018:16:08:58","Medium","CLOSED",0.83,0.83,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","13AUG2018:05:30:14"
"IN10098707","Other Activities","Other - Security","1342","ITS00326","10AUG2018:07:53:57","10AUG2018:10:46:09","Medium","CLOSED",2.87,2.88,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","21AUG2018:05:30:14"
"IN10102909","Other Activities","Other - Security","1342","ITS00331","14SEP2018:10:43:25","19SEP2018:14:31:36","Medium","CLOSED",123.8,33.8,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","30SEP2018:05:30:15"
"IN10105561","Other Activities","Other - Security","1342","ITS00331","01OCT2018:20:41:33","02OCT2018:07:56:43","Medium","CLOSED",11.25,0.93,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","13OCT2018:05:30:45"
"IN10105661","Other Activities","Other - Security","1342","ITS00370","02OCT2018:10:31:46","03OCT2018:09:27:55","Medium","CLOSED",22.94,8.93,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","14OCT2018:05:30:21"
"IN10106356","Other Activities","Other - Security","1342","ITS00327","06OCT2018:12:46:07","17OCT2018:13:57:04","Medium","CLOSED",265.18,66.95,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","28OCT2018:05:30:30"
"IN10107143","Other Activities","Other - Security","1342","ITS00327","11OCT2018:10:50:19","12OCT2018:15:38:21","Medium","CLOSED",28.8,14.8,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","23OCT2018:05:30:42"
"IN10107409","Other Activities","Other - Security","1342","ITS00326","12OCT2018:15:55:26","08MAY2019:11:38:55","Medium","CLOSED",4987.72,1415.71,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","19MAY2019:05:30:02"
"IN10107677","Other Activities","Other - Security","1342","ITS00331","15OCT2018:08:14:30","02NOV2018:12:35:01","Medium","CLOSED",436.34,144.35,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","13NOV2018:05:30:22"
"IN10110190","Other Activities","Other - Security","1342","ITS00327","29OCT2018:19:38:34","01NOV2018:10:33:30","Medium","CLOSED",62.92,23.55,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","12NOV2018:05:30:07"
"IN10111565","Other Activities","Other - Security","1342","ITS00331","07NOV2018:09:53:28","19NOV2018:09:35:34","Medium","CLOSED",287.7,69.7,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","30NOV2018:05:30:48"
"IN10114338","Other Activities","Other - Security","1342","ITS00331","26NOV2018:09:01:20","13DEC2018:10:08:56","Medium","CLOSED",409.13,131.11,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","24DEC2018:05:30:03"
"IN10117666","Other Activities","Other - Security","1342","ITS00327","17DEC2018:00:41:40","17DEC2018:09:56:57","Medium","CLOSED",9.25,2.93,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","28DEC2018:05:30:33"
"IN10117746","Other Activities","Other - Security","1342","ITS00327","17DEC2018:13:51:00","16JAN2019:11:53:51","Medium","CLOSED",718.05,188.03,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","27JAN2019:05:30:29"
"IN10117840","Other Activities","Other - Security","1342","ITS00337","18DEC2018:06:33:33","21APR2020:13:36:48","Medium","CLOSED",11767.05,3356.6,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","02MAY2020:05:30:01"
"IN10123742","Other Activities","Other - Security","1342","ITS00331","26JAN2019:19:35:40","30JAN2019:14:48:34","Medium","CLOSED",91.22,27.8,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","10FEB2019:05:30:14"
"IN10126577","Other Activities","Other - Security","1342","ITS00327","11FEB2019:19:45:40","12FEB2019:15:36:30","Medium","CLOSED",19.85,8.6,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","23FEB2019:05:30:34"
"IN10127561","Other Activities","Other - Security","1342","ITS00331","18FEB2019:18:26:58","19FEB2019:06:57:18","Medium","CLOSED",12.51,0,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","02MAR2019:05:30:20"
"IN10127811","Other Activities","Other - Security","1342","ITS00331","19FEB2019:14:31:50","11MAR2019:07:09:04","Medium","CLOSED",472.62,132.63,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","22MAR2019:05:30:06"
"IN10128169","Other Activities","Other - Security","1342","ITS00331","21FEB2019:07:57:26","22FEB2019:08:18:03","Medium","CLOSED",24.34,10.35,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","05MAR2019:05:30:08"
"IN10129190","Other Activities","Other - Security","1342","ITS00326","27FEB2019:12:58:01","04MAR2019:11:04:33","Medium","CLOSED",118.11,28.1,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","15MAR2019:05:30:32"
"IN10129723","Other Activities","Other - Security","1342","ITS00327","02MAR2019:20:46:16","04MAR2019:15:41:37","Medium","CLOSED",42.92,8.68,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","15MAR2019:05:30:25"
"IN10130266","Other Activities","Other - Security","1342","ITS00331","06MAR2019:21:27:18","11MAR2019:12:23:48","Medium","CLOSED",110.94,25.38,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","22MAR2019:05:30:18"
"IN10133617","Other Activities","Other - Security","1342","ITS00327","26MAR2019:11:40:43","27MAR2019:14:29:48","Medium","CLOSED",26.82,12.81,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","07APR2019:05:30:09"
"IN10137833","Other Activities","Other - Security","1342","ITS00327","23APR2019:10:53:53","23APR2019:13:18:29","Medium","CLOSED",2.41,2.42,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","04MAY2019:05:30:31"
"IN10138274","Other Activities","Other - Security","1342","ITS00370","25APR2019:09:06:43","25APR2019:09:31:18","Medium","CLOSED",0.41,0.42,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","06MAY2019:05:30:32"
"IN10142026","Other Activities","Other - Security","1342","ITS00336","23MAY2019:01:49:31","23APR2020:15:06:20","Medium","CLOSED",8077.28,2318.1,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","04MAY2020:05:30:08"
"IN10145009","Other Activities","Other - Security","1342","ITS00327","13JUN2019:17:01:56","14JUN2019:12:38:53","Medium","CLOSED",19.62,5.63,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","25JUN2019:05:30:07"
"IN10145959","Other Activities","Other - Security","1342","ITS00331","19JUN2019:17:33:01","20JUN2019:09:39:55","Medium","CLOSED",16.12,2.65,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","01JUL2019:05:30:20"
"IN10146269","Other Activities","Other - Security","1342","ITS00327","21JUN2019:15:54:49","26JUN2019:12:45:48","Medium","CLOSED",116.85,26.85,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","07JUL2019:05:30:18"
"IN10150770","Other Activities","Other - Security","1342","ITS00327","24JUL2019:15:30:07","24JUL2019:14:15:00","Medium","CLOSED",-1.25,0,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","04AUG2019:05:30:18"
"IN10154842","Other Activities","Other - Security","1342","ITS00327","22AUG2019:09:47:34","20DEC2019:09:35:59","Medium","CLOSED",2879.81,829.8,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","31DEC2019:05:30:01"
"IN10159692","Other Activities","Other - Security","1342","ITS00327","26SEP2019:20:37:52","26SEP2019:22:39:10","Medium","CLOSED",2.02,0,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","07OCT2019:05:30:11"
"IN10163348","Other Activities","Other - Security","1342","ITS00327","21OCT2019:09:12:20","21OCT2019:10:00:00","Medium","CLOSED",0.79,0.8,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","01NOV2019:05:30:18"
"IN10163651","Other Activities","Other - Security","1342","ITS00327","22OCT2019:11:47:00","19FEB2020:10:39:00","Medium","CLOSED",2878.87,818.87,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","01MAR2020:05:30:00"
"IN10165844","Other Activities","Other - Security","1342","ITS00327","04NOV2019:08:24:21","04NOV2019:09:45:00","Medium","CLOSED",1.34,1.35,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","15NOV2019:05:30:31"
"IN10171643","Other Activities","Other - Security","1342","ITS00329","06DEC2019:18:29:00","27JAN2020:16:21:00","Medium","CLOSED",1245.87,329.35,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","07FEB2020:05:30:00"
"IN10173154","Other Activities","Other - Security","1342","ITS00103","16DEC2019:18:34:00","07FEB2020:13:49:00","Medium","CLOSED",1267.25,356.82,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","18FEB2020:05:30:00"
"IN10173331","Other Activities","Other - Security","1342","ITS00327","17DEC2019:14:20:39","16APR2020:10:28:48","Medium","CLOSED",2900.14,816.14,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","27APR2020:05:30:29"
"IN10175709","Other Activities","Other - Security","1342","ITS00327","09JAN2020:15:08:59","10JAN2020:09:45:10","Medium","CLOSED",18.6,4.62,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","21JAN2020:05:30:05"
"IN10179049","Other Activities","Other - Security","1342","ITS00327","28JAN2020:14:07:00","03FEB2020:16:15:00","Medium","CLOSED",146.13,42.13,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","14FEB2020:05:30:00"
"IN10183563","Other Activities","Other - Security","1342","ITS00326","24FEB2020:13:15:01","01APR2020:09:24:50","Medium","CLOSED",884.16,266.15,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","12APR2020:05:30:03"
"IN10184666","Other Activities","Other - Security","1342","NS000101","01MAR2020:13:56:00","09MAR2020:14:54:00","Medium","CLOSED",192.97,57.9,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20MAR2020:05:30:00"
"IN10187942","Other Activities","Other - Security","1342","ITS00327","20MAR2020:08:44:44","23MAR2020:09:29:09","Medium","CLOSED",72.74,10.75,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","03APR2020:05:30:28"
"IN10192028","Other Activities","Other - Security","1342","ITS00327","15APR2020:18:19:13","17APR2020:15:20:33","Medium","CLOSED",45.02,18.33,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","28APR2020:05:30:01"
"IN10196739","Other Activities","Other - Security","1342","ITS00327","20MAY2020:18:13:57","09JUN2020:09:15:51","Medium","CLOSED",471.03,132.25,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20JUN2020:05:30:25"
"IN10196768","Other Activities","Other - Security","1342","ITS00327","21MAY2020:00:38:58","22MAY2020:07:13:36","Medium","CLOSED",30.58,10.22,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","02JUN2020:05:30:14"
"IN10198118","Other Activities","Other - Security","1342","ITS00327","29MAY2020:14:33:28","09JUL2020:09:56:11","Medium","CLOSED",979.38,275.38,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20JUL2020:05:30:19"
"IN10199818","Other Activities","Other - Security","1342","ITS00327","09JUN2020:13:20:24","11JUN2020:09:32:46","Medium","CLOSED",44.21,16.2,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","22JUN2020:05:30:18"
"IN10202430","Other Activities","Other - Security","1342","ITS00327","26JUN2020:00:47:26","29JUN2020:11:23:14","Medium","CLOSED",82.6,14.38,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","10JUL2020:05:30:04"
"IN10202832","Other Activities","Other - Security","1342","ITS00327","29JUN2020:09:48:32","29JUN2020:10:09:07","Medium","CLOSED",0.34,0.35,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","10JUL2020:05:30:11"
"IN10203523","Other Activities","Other - Security","1342","ITS00329","03JUL2020:15:37:50","01OCT2020:15:34:56","Medium","CLOSED",2159.95,629.95,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","12OCT2020:05:30:40"
"IN10208000","Other Activities","Other - Security","1342","ITS00104","29JUL2020:13:02:05","30JUL2020:11:42:24","Medium","CLOSED",22.67,8.67,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","10AUG2020:05:30:04"
"IN10211536","Other Activities","Other - Security","1342","ITS00327","20AUG2020:11:30:33","10SEP2020:10:36:03","Medium","CLOSED",503.09,139.1,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","21SEP2020:05:30:13"
"IN10213411","Other Activities","Other - Security","1342","ITS00327","02SEP2020:08:27:23","09SEP2020:08:43:34","Medium","CLOSED",168.27,40.27,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20SEP2020:05:30:18"
"IN10213424","Other Activities","Other - Security","1342","ITS00329","02SEP2020:09:41:40","18JAN2021:15:58:57","Medium","CLOSED",3318.29,926.29,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","29JAN2021:05:30:01"
"IN10215764","Other Activities","Other - Security","1342","ITS00367","17SEP2020:19:20:54","18SEP2020:12:53:30","Medium","CLOSED",17.54,5.88,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","29SEP2020:05:30:06"
"IN10216227","Other Activities","Other - Security","1342","ITS00327","21SEP2020:12:28:58","26NOV2020:11:25:14","Medium","CLOSED",1582.94,458.95,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","07DEC2020:05:30:03"
"IN10216230","Other Activities","Other - Security","1342","ITS00327","21SEP2020:12:40:59","24NOV2020:12:50:20","Medium","CLOSED",1536.16,440.16,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","05DEC2020:05:30:05"
"IN10217026","Other Activities","Other - Security","1342","ITS00367","25SEP2020:13:01:59","01OCT2020:09:54:39","Medium","CLOSED",140.88,36.88,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","12OCT2020:05:30:22"
"IN10217440","Other Activities","Other - Security","1342","ITS00327","28SEP2020:14:27:42","30SEP2020:14:44:30","Medium","CLOSED",48.28,20.28,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","11OCT2020:05:30:27"
"IN10219295","Other Activities","Other - Security","1342","ITS00327","08OCT2020:09:58:55","08OCT2020:10:41:02","Medium","CLOSED",0.7,0.72,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","19OCT2020:05:30:38"
"IN10219523","Other Activities","Other - Security","1342","ITS00327","09OCT2020:08:41:47","09OCT2020:10:05:37","Medium","CLOSED",1.4,1.4,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20OCT2020:05:30:21"
"IN10221460","Other Activities","Other - Security","1342","ITS00367","20OCT2020:19:47:19","09NOV2020:09:27:26","Medium","CLOSED",469.67,132.45,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20NOV2020:05:30:31"
"IN10223001","Other Activities","Other - Security","1342","ITS00103","28OCT2020:16:11:27","29OCT2020:10:02:23","Medium","CLOSED",17.85,3.85,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","09NOV2020:05:30:20"
"IN10225587","Other Activities","Other - Security","1342","ITS00327","12NOV2020:11:06:24","12NOV2020:11:23:34","Medium","CLOSED",0.29,0.28,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","23NOV2020:05:30:32"
"IN10234956","Other Activities","Other - Security","1342","ITS00329","14JAN2021:13:47:22","22SEP2021:12:37:54","Medium","CLOSED",6022.84,1738.84,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","03OCT2021:05:30:00"
"IN10244340","Other Activities","Other - Security","1342","ITS00327","10MAR2021:14:18:07","11MAR2021:08:54:43","Medium","CLOSED",18.61,4.6,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","22MAR2021:05:30:19"
"IN10254323","Other Activities","Other - Security","1342","ITS00326","07MAY2021:09:18:03","08JUN2021:15:01:03","Medium","CLOSED",773.72,215.72,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","19JUN2021:05:30:41"
"IN10267200","Other Activities","Other - Security","1342","ITS00306","07JUL2021:18:50:01","19JUL2021:11:06:57","Medium","CLOSED",280.28,74.1,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","30JUL2021:05:30:54"
"IN10270435","Other Activities","Other - Security","1342","ITS00329","23JUL2021:10:33:04","05AUG2021:08:37:14","Medium","CLOSED",310.07,88.07,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","16AUG2021:05:30:14"
"IN10279209","Other Activities","Other - Security","1342","ITS00327","09SEP2021:11:23:34","15NOV2021:15:35:29","Medium","CLOSED",1612.2,444.2,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","26NOV2021:05:30:05"
"IN10292120","Other Activities","Other - Security","1342","ITS00306","21NOV2021:18:51:08","23NOV2021:15:27:47","Medium","CLOSED",44.61,18.45,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","04DEC2021:05:30:24"
"IN10039873","Other Activities","Other - Internal Services & Strategy","1342","ESI00026","29SEP2016:12:55:38","26OCT2016:11:14:44","Medium","CLOSED",646.32,178.31,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","06NOV2016:05:30:06"
"IN10042427","Other Activities","Other - Internal Services & Strategy","1342","ESI00026","09NOV2016:14:24:32","09NOV2016:15:05:53","Medium","CLOSED",0.69,0.68,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","20NOV2016:05:30:12"
"IN10042746","Other Activities","Other - Internal Services & Strategy","1342","ESI00026","15NOV2016:12:05:22","18NOV2016:09:05:38","Medium","CLOSED",69,27,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","29NOV2016:05:41:46"
"IN10045378","Other Activities","Other - Internal Services & Strategy","1342","ESI00026","28DEC2016:08:26:26","29DEC2016:11:13:41","Medium","CLOSED",26.79,12.79,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","09JAN2017:05:30:11"
"IN10052215","Other Activities","Other - Internal Services & Strategy","1342","ESI00026","10APR2017:08:20:42","10APR2017:09:58:49","Medium","CLOSED",1.64,1.63,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","21APR2017:05:30:17"
"IN10052688","Other Activities","Other - Internal Services & Strategy","1342","ESI00026","18APR2017:14:33:03","21APR2017:14:20:20","Medium","CLOSED",71.79,29.78,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","02MAY2017:05:30:07"
"IN10070656","Other Activities","Other - Data Centre","1342","DC000119","23NOV2017:14:34:58","24NOV2017:10:36:46","Medium","CLOSED",20.03,6.03,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","05DEC2017:05:30:13"
"IN10093961","Other Activities","Other - Data Centre","1342","DC000119","04JUL2018:10:37:53","04JUL2018:12:21:22","Medium","CLOSED",1.72,1.73,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","15JUL2018:05:30:03"
"IN10097449","Other Activities","Other - Internal Services & Strategy","1342","COR00553","31JUL2018:08:50:16","06AUG2018:10:32:02","Medium","CLOSED",145.7,41.7,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","17AUG2018:05:30:01"
"IN10101681","Other Activities","Other - Internal Services & Strategy","1342","COR00553","05SEP2018:08:23:21","18NOV2018:10:39:28","Medium","CLOSED",1778.27,508.62,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","29NOV2018:05:30:00"
"IN10106733","Other Activities","Other - Data Centre","1342","DC000119","09OCT2018:09:33:05","11OCT2018:15:10:50","Medium","CLOSED",53.63,25.62,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","22OCT2018:05:30:32"
"IN10107215","Other Activities","Other - Data Centre","1342","DC000119","11OCT2018:17:03:50","12OCT2018:14:40:21","Medium","CLOSED",21.61,7.67,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","23OCT2018:05:30:38"
"IN10113061","Other Activities","Other - Internal Services & Strategy","1342","COR00553","16NOV2018:04:26:57","29JAN2019:15:45:24","Medium","CLOSED",1787.31,498.75,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","09FEB2019:05:30:01"
"IN10113128","Other Activities","Other - Internal Services & Strategy","1342","COR00554","16NOV2018:13:26:47","16DEC2018:10:23:00","Medium","CLOSED",716.94,203.57,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","27DEC2018:05:30:00"
"IN10114059","Other Activities","Other - Data Centre","1342","DC000119","23NOV2018:10:31:09","21APR2020:16:25:10","Medium","CLOSED",12365.9,3525.9,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","02MAY2020:05:30:00"
"IN10115901","Other Activities","Other - Internal Services & Strategy","1342","COR00554","04DEC2018:09:54:55","17DEC2018:10:00:00","Medium","CLOSED",312.08,90.1,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","28DEC2018:05:30:19"
"IN10118055","Other Activities","Other - Internal Services & Strategy","1342","COR00553","19DEC2018:13:21:09","14FEB2019:11:47:10","Medium","CLOSED",1366.43,378.43,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","25FEB2019:05:30:04"
"IN10120600","Other Activities","Other - Internal Services & Strategy","1342","COR00553","07JAN2019:12:12:36","24FEB2019:12:11:50","Medium","CLOSED",1151.99,344.8,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","07MAR2019:05:30:00"
"IN10130000","Other Activities","Other - Data Centre","1342","DC000119","05MAR2019:10:21:54","05MAR2019:12:53:30","Medium","CLOSED",2.53,2.53,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","16MAR2019:05:30:31"
"IN10130039","Other Activities","Other - Data Centre","1342","DC000119","05MAR2019:13:51:29","26MAR2019:15:55:53","Medium","CLOSED",506.07,152.07,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","06APR2019:05:30:04"
"IN10130961","Other Activities","Other - Data Centre","1342","DC000119","08MAR2019:20:17:49","08MAY2019:08:14:12","Medium","CLOSED",1451.94,401.23,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","19MAY2019:05:30:02"
"IN10144390","Other Activities","Other - Internal Services & Strategy","1342","COR00552","10JUN2019:09:59:16","10JUN2019:10:09:55","Medium","CLOSED",0.18,0.17,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","21JUN2019:05:30:05"
"IN10144710","Other Activities","Other - Internal Services & Strategy","1342","COR00552","12JUN2019:10:35:35","12JUN2019:11:34:03","Medium","CLOSED",0.97,0.98,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","23JUN2019:05:30:19"
"IN10149809","Other Activities","Other - Data Centre","1342","DC000119","17JUL2019:16:41:21","25JUL2019:14:40:19","Medium","CLOSED",189.98,57.99,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","05AUG2019:05:30:11"
"IN10157193","Other Activities","Other - Data Centre","1342","DC000210","10SEP2019:10:44:20","10SEP2019:15:51:15","Medium","CLOSED",5.12,5.12,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","21SEP2019:05:30:11"
"IN10163676","Other Activities","Other - Internal Services & Strategy","1342","COR00552","22OCT2019:12:38:05","20NOV2019:17:03:23","Medium","CLOSED",700.42,204.42,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","01DEC2019:05:30:13"
"IN10169162","Other Activities","Other - Data Centre","1342","DC000210","22NOV2019:08:01:16","22NOV2019:08:10:16","Medium","CLOSED",0.15,0.15,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","03DEC2019:05:30:26"
"IN10170673","Other Activities","Other - Data Centre","1342","DC000210","02DEC2019:10:14:38","02DEC2019:10:21:53","Medium","CLOSED",0.12,0.12,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","13DEC2019:05:30:32"
"IN10170831","Other Activities","Other - Data Centre","1342","DC000210","03DEC2019:07:31:14","03DEC2019:07:40:16","Medium","CLOSED",0.15,0.15,"",21,"IT Issue",21,"IT Issue","CREATEDFROMSR","","RP","14DEC2019:05:30:35"
