Zip,City,State,Region,District,Country
"54665","","Mexico","","Coyotepec","Mexico"
"54666","","Mexico","","Coyotepec","Mexico"
"54667","","Mexico","","Coyotepec","Mexico"
"54668","","Mexico","","Coyotepec","Mexico"
"54350","","Mexico","","Chapa de Mota","Mexico"
"54351","","Mexico","","Chapa de Mota","Mexico"
"54355","","Mexico","","Chapa de Mota","Mexico"
"54357","","Mexico","","Chapa de Mota","Mexico"
"54358","","Mexico","","Chapa de Mota","Mexico"
"54359","","Mexico","","Chapa de Mota","Mexico"
"54360","","Mexico","","Chapa de Mota","Mexico"
"54369","","Mexico","","Chapa de Mota","Mexico"
"54370","","Mexico","","Chapa de Mota","Mexico"
"54380","","Mexico","","Chapa de Mota","Mexico"
"54385","","Mexico","","Chapa de Mota","Mexico"
"54389","","Mexico","","Chapa de Mota","Mexico"
"54390","","Mexico","","Chapa de Mota","Mexico"
"54391","","Mexico","","Chapa de Mota","Mexico"
"54399","","Mexico","","Chapa de Mota","Mexico"
"52240","","Mexico","","Chapultepec","Mexico"
"56030","","Mexico","","Chiautla","Mexico"
"56031","","Mexico","","Chiautla","Mexico"
"56034","","Mexico","","Chiautla","Mexico"
"56035","","Mexico","","Chiautla","Mexico"
"56036","","Mexico","","Chiautla","Mexico"
"56272","","Mexico","","Chiconcuac","Mexico"
"51030","","Mexico","","Donato Guerra","Mexico"
"51036","","Mexico","","Donato Guerra","Mexico"
"51038","","Mexico","","Donato Guerra","Mexico"
"51039","","Mexico","","Donato Guerra","Mexico"
"51050","","Mexico","","Donato Guerra","Mexico"
"51056","","Mexico","","Donato Guerra","Mexico"
"51057","","Mexico","","Donato Guerra","Mexico"
"51058","","Mexico","","Donato Guerra","Mexico"
"51059","","Mexico","","Donato Guerra","Mexico"
"56990","","Mexico","","Ecatzingo","Mexico"
"56993","","Mexico","","Ecatzingo","Mexico"
"54680","","Mexico","","Huehuetoca","Mexico"
"54683","","Mexico","","Huehuetoca","Mexico"
"54684","","Mexico","","Huehuetoca","Mexico"
"54685","","Mexico","","Huehuetoca","Mexico"
"55670","","Mexico","","Hueypoxtla","Mexico"
"55676","","Mexico","","Hueypoxtla","Mexico"
"55679","","Mexico","","Hueypoxtla","Mexico"
"55680","","Mexico","","Hueypoxtla","Mexico"
"55683","","Mexico","","Hueypoxtla","Mexico"
"55684","","Mexico","","Hueypoxtla","Mexico"
"55689","","Mexico","","Hueypoxtla","Mexico"
"55690","","Mexico","","Hueypoxtla","Mexico"
"55694","","Mexico","","Hueypoxtla","Mexico"
"55697","","Mexico","","Hueypoxtla","Mexico"
"54480","","Mexico","","Isidro Fabela","Mexico"
"54483","","Mexico","","Isidro Fabela","Mexico"
"54484","","Mexico","","Isidro Fabela","Mexico"
"54485","","Mexico","","Isidro Fabela","Mexico"
"51900","","Mexico","","Ixtapan de La Sal","Mexico"
"51905","","Mexico","","Ixtapan de La Sal","Mexico"
"51910","","Mexico","","Ixtapan de La Sal","Mexico"
"51916","","Mexico","","Ixtapan de La Sal","Mexico"
"51917","","Mexico","","Ixtapan de La Sal","Mexico"
"51918","","Mexico","","Ixtapan de La Sal","Mexico"
"51919","","Mexico","","Ixtapan de La Sal","Mexico"
"51920","","Mexico","","Ixtapan de La Sal","Mexico"
"51928","","Mexico","","Ixtapan de La Sal","Mexico"
"51929","","Mexico","","Ixtapan de La Sal","Mexico"
"51930","","Mexico","","Ixtapan de La Sal","Mexico"
"51933","","Mexico","","Ixtapan de La Sal","Mexico"
"51936","","Mexico","","Ixtapan de La Sal","Mexico"
"51937","","Mexico","","Ixtapan de La Sal","Mexico"
"51938","","Mexico","","Ixtapan de La Sal","Mexico"
"51939","","Mexico","","Ixtapan de La Sal","Mexico"
"51070","","Mexico","","Ixtapan Del Oro","Mexico"
"51071","","Mexico","","Ixtapan Del Oro","Mexico"
"51080","","Mexico","","Ixtapan Del Oro","Mexico"
"51089","","Mexico","","Ixtapan Del Oro","Mexico"
"51090","","Mexico","","Ixtapan Del Oro","Mexico"
"51098","","Mexico","","Ixtapan Del Oro","Mexico"
"51099","","Mexico","","Ixtapan Del Oro","Mexico"
"50740","","Mexico","","Ixtlahuaca","Mexico"
"50743","","Mexico","","Ixtlahuaca","Mexico"
"50744","","Mexico","","Ixtlahuaca","Mexico"
"50745","","Mexico","","Ixtlahuaca","Mexico"
"50746","","Mexico","","Ixtlahuaca","Mexico"
"50747","","Mexico","","Ixtlahuaca","Mexico"
"50748","","Mexico","","Ixtlahuaca","Mexico"
"50750","","Mexico","","Ixtlahuaca","Mexico"
"50760","","Mexico","","Ixtlahuaca","Mexico"
"50761","","Mexico","","Ixtlahuaca","Mexico"
"50770","","Mexico","","Ixtlahuaca","Mexico"
"50771","","Mexico","","Ixtlahuaca","Mexico"
"50780","","Mexico","","Ixtlahuaca","Mexico"
"50785","","Mexico","","Ixtlahuaca","Mexico"
"50789","","Mexico","","Ixtlahuaca","Mexico"
"52680","","Mexico","","Xalatlaco","Mexico"
"52684","","Mexico","","Xalatlaco","Mexico"
"52685","","Mexico","","Xalatlaco","Mexico"
"52686","","Mexico","","Xalatlaco","Mexico"
"52687","","Mexico","","Xalatlaco","Mexico"
"52688","","Mexico","","Xalatlaco","Mexico"
"52689","","Mexico","","Xalatlaco","Mexico"
"52690","","Mexico","","Xalatlaco","Mexico"
"55780","","Mexico","","Jaltenco","Mexico"
"54240","","Mexico","","Jilotepec","Mexico"
"54243","","Mexico","","Jilotepec","Mexico"
"54244","","Mexico","","Jilotepec","Mexico"
"54250","","Mexico","","Jilotepec","Mexico"
"54259","","Mexico","","Jilotepec","Mexico"
"54270","","Mexico","","Jilotepec","Mexico"
"54275","","Mexico","","Jilotepec","Mexico"
"54276","","Mexico","","Jilotepec","Mexico"
"54570","","Mexico","","Jilotzingo","Mexico"
"54571","","Mexico","","Jilotzingo","Mexico"
"50800","","Mexico","","Jiquipilco","Mexico"
"50805","","Mexico","","Jiquipilco","Mexico"
"50806","","Mexico","","Jiquipilco","Mexico"
"50807","","Mexico","","Jiquipilco","Mexico"
"50808","","Mexico","","Jiquipilco","Mexico"
"50809","","Mexico","","Jiquipilco","Mexico"
"50810","","Mexico","","Jiquipilco","Mexico"
"50812","","Mexico","","Jiquipilco","Mexico"
"50813","","Mexico","","Jiquipilco","Mexico"
"50814","","Mexico","","Jiquipilco","Mexico"
"50815","","Mexico","","Jiquipilco","Mexico"
"50820","","Mexico","","Jiquipilco","Mexico"
"50830","","Mexico","","Jiquipilco","Mexico"
"50839","","Mexico","","Jiquipilco","Mexico"
"50840","","Mexico","","Jiquipilco","Mexico"
"50847","","Mexico","","Jiquipilco","Mexico"
"50848","","Mexico","","Jiquipilco","Mexico"
"50849","","Mexico","","Jiquipilco","Mexico"
"50700","","Mexico","","Jocotitlan","Mexico"
"50704","","Mexico","","Jocotitlan","Mexico"
"50707","","Mexico","","Jocotitlan","Mexico"
"50708","","Mexico","","Jocotitlan","Mexico"
"50709","","Mexico","","Jocotitlan","Mexico"
"50710","","Mexico","","Jocotitlan","Mexico"
"50720","","Mexico","","Jocotitlan","Mexico"
"50724","","Mexico","","Jocotitlan","Mexico"
"50726","","Mexico","","Jocotitlan","Mexico"
"50727","","Mexico","","Jocotitlan","Mexico"
"50728","","Mexico","","Jocotitlan","Mexico"
"50729","","Mexico","","Jocotitlan","Mexico"
"50730","","Mexico","","Jocotitlan","Mexico"
"50737","","Mexico","","Jocotitlan","Mexico"
"50738","","Mexico","","Jocotitlan","Mexico"
"50739","","Mexico","","Jocotitlan","Mexico"
"52370","","Mexico","","Joquicingo","Mexico"
"52371","","Mexico","","Joquicingo","Mexico"
"52379","","Mexico","","Joquicingo","Mexico"
"52380","","Mexico","","Joquicingo","Mexico"
"56864","","Mexico","","Juchitepec","Mexico"
"52000","","Mexico","","Lerma","Mexico"
"52004","","Mexico","","Lerma","Mexico"
"52005","","Mexico","","Lerma","Mexico"
"52006","","Mexico","","Lerma","Mexico"
"52010","","Mexico","","Lerma","Mexico"
"52011","","Mexico","","Lerma","Mexico"
"52020","","Mexico","","Lerma","Mexico"
"52030","","Mexico","","Lerma","Mexico"
"52031","","Mexico","","Lerma","Mexico"
"52040","","Mexico","","Lerma","Mexico"
"52045","","Mexico","","Lerma","Mexico"
"52050","","Mexico","","Lerma","Mexico"
"52055","","Mexico","","Lerma","Mexico"
"52059","","Mexico","","Lerma","Mexico"
"52440","","Mexico","","Malinalco","Mexico"
"52448","","Mexico","","Malinalco","Mexico"
"52449","","Mexico","","Malinalco","Mexico"
"52460","","Mexico","","Malinalco","Mexico"
"52463","","Mexico","","Malinalco","Mexico"
"52464","","Mexico","","Malinalco","Mexico"
"52465","","Mexico","","Malinalco","Mexico"
"52466","","Mexico","","Malinalco","Mexico"
"52467","","Mexico","","Malinalco","Mexico"
"52468","","Mexico","","Malinalco","Mexico"
"52469","","Mexico","","Malinalco","Mexico"
"52470","","Mexico","","Malinalco","Mexico"
"52471","","Mexico","","Malinalco","Mexico"
"52473","","Mexico","","Malinalco","Mexico"
"52475","","Mexico","","Malinalco","Mexico"
"52476","","Mexico","","Malinalco","Mexico"
"52477","","Mexico","","Malinalco","Mexico"
"52478","","Mexico","","Malinalco","Mexico"
"52479","","Mexico","","Malinalco","Mexico"
"54890","","Mexico","","Melchor Ocampo","Mexico"
"54892","","Mexico","","Melchor Ocampo","Mexico"
"52180","","Mexico","","Mexicaltzingo","Mexico"
"52189","","Mexico","","Mexicaltzingo","Mexico"
"50550","","Mexico","","Morelos","Mexico"
"50559","","Mexico","","Morelos","Mexico"
"50570","","Mexico","","Morelos","Mexico"
"50580","","Mexico","","Morelos","Mexico"
"50582","","Mexico","","Morelos","Mexico"
"50583","","Mexico","","Morelos","Mexico"
"50590","","Mexico","","Morelos","Mexico"
"55790","","Mexico","","Nextlalpan","Mexico"
"55797","","Mexico","","Nextlalpan","Mexico"
"55799","","Mexico","","Nextlalpan","Mexico"
"50680","","Mexico","","San Felipe Del Progreso","Mexico"
"50682","","Mexico","","San Felipe Del Progreso","Mexico"
"50684","","Mexico","","San Felipe Del Progreso","Mexico"
"50685","","Mexico","","San Felipe Del Progreso","Mexico"
"50689","","Mexico","","San Felipe Del Progreso","Mexico"
"50690","","Mexico","","San Felipe Del Progreso","Mexico"
"50695","","Mexico","","San Felipe Del Progreso","Mexico"
"55850","","Mexico","","San Martin de las Piramides","Mexico"
"55851","","Mexico","","San Martin de las Piramides","Mexico"
"55852","","Mexico","","San Martin de las Piramides","Mexico"
"55853","","Mexico","","San Martin de las Piramides","Mexico"
"55855","","Mexico","","San Martin de las Piramides","Mexico"
"55859","","Mexico","","San Martin de las Piramides","Mexico"
"52110","","Mexico","","San Mateo Atenco","Mexico"
"52120","","Mexico","","San Mateo Atenco","Mexico"
"51470","","Mexico","","San Simon de Guerrero","Mexico"
"51479","","Mexico","","San Simon de Guerrero","Mexico"
"51480","","Mexico","","San Simon de Guerrero","Mexico"
"51100","","Mexico","","Santo Tomas","Mexico"
"51104","","Mexico","","Santo Tomas","Mexico"
"51105","","Mexico","","Santo Tomas","Mexico"
"51106","","Mexico","","Santo Tomas","Mexico"
"51107","","Mexico","","Santo Tomas","Mexico"
"51108","","Mexico","","Santo Tomas","Mexico"
"51109","","Mexico","","Santo Tomas","Mexico"
"51110","","Mexico","","Santo Tomas","Mexico"
"51116","","Mexico","","Santo Tomas","Mexico"
"51117","","Mexico","","Santo Tomas","Mexico"
"54280","","Mexico","","Soyaniquilpan de Juarez","Mexico"
"54285","","Mexico","","Soyaniquilpan de Juarez","Mexico"
"54290","","Mexico","","Soyaniquilpan de Juarez","Mexico"
"54296","","Mexico","","Soyaniquilpan de Juarez","Mexico"
"54297","","Mexico","","Soyaniquilpan de Juarez","Mexico"
"51600","","Mexico","","Sultepec","Mexico"
"51605","","Mexico","","Sultepec","Mexico"
"51607","","Mexico","","Sultepec","Mexico"
"51608","","Mexico","","Sultepec","Mexico"
"51609","","Mexico","","Sultepec","Mexico"
"51610","","Mexico","","Sultepec","Mexico"
"51613","","Mexico","","Sultepec","Mexico"
"51614","","Mexico","","Sultepec","Mexico"
"51615","","Mexico","","Sultepec","Mexico"
"51616","","Mexico","","Sultepec","Mexico"
"51617","","Mexico","","Sultepec","Mexico"
"51618","","Mexico","","Sultepec","Mexico"
"51619","","Mexico","","Sultepec","Mexico"
"51625","","Mexico","","Sultepec","Mexico"
"51626","","Mexico","","Sultepec","Mexico"
"51627","","Mexico","","Sultepec","Mexico"
"51628","","Mexico","","Sultepec","Mexico"
"51629","","Mexico","","Sultepec","Mexico"
"51634","","Mexico","","Sultepec","Mexico"
"51635","","Mexico","","Sultepec","Mexico"
"51636","","Mexico","","Sultepec","Mexico"
"51637","","Mexico","","Sultepec","Mexico"
"51638","","Mexico","","Sultepec","Mexico"
"51639","","Mexico","","Sultepec","Mexico"
"51640","","Mexico","","Sultepec","Mexico"
"51646","","Mexico","","Sultepec","Mexico"
"51647","","Mexico","","Sultepec","Mexico"
"51648","","Mexico","","Sultepec","Mexico"
"51649","","Mexico","","Sultepec","Mexico"
"51650","","Mexico","","Sultepec","Mexico"
"51651","","Mexico","","Sultepec","Mexico"
"51653","","Mexico","","Sultepec","Mexico"
"51654","","Mexico","","Sultepec","Mexico"
"51655","","Mexico","","Sultepec","Mexico"
"51656","","Mexico","","Sultepec","Mexico"
"51657","","Mexico","","Sultepec","Mexico"
"51660","","Mexico","","Sultepec","Mexico"
"51664","","Mexico","","Sultepec","Mexico"
"51665","","Mexico","","Sultepec","Mexico"
"51666","","Mexico","","Sultepec","Mexico"
"51667","","Mexico","","Sultepec","Mexico"
"51668","","Mexico","","Sultepec","Mexico"
"51669","","Mexico","","Sultepec","Mexico"
"51410","","Mexico","","Tejupilco","Mexico"
"51412","","Mexico","","Tejupilco","Mexico"
"51413","","Mexico","","Tejupilco","Mexico"
"51414","","Mexico","","Tejupilco","Mexico"
"51415","","Mexico","","Tejupilco","Mexico"
"51416","","Mexico","","Tejupilco","Mexico"
"51417","","Mexico","","Tejupilco","Mexico"
"51418","","Mexico","","Tejupilco","Mexico"
"51422","","Mexico","","Tejupilco","Mexico"
"51423","","Mexico","","Tejupilco","Mexico"
"51424","","Mexico","","Tejupilco","Mexico"
"51425","","Mexico","","Tejupilco","Mexico"
"51426","","Mexico","","Tejupilco","Mexico"
"51427","","Mexico","","Tejupilco","Mexico"
"51428","","Mexico","","Tejupilco","Mexico"
"51430","","Mexico","","Tejupilco","Mexico"
"51432","","Mexico","","Tejupilco","Mexico"
"51433","","Mexico","","Tejupilco","Mexico"
"51434","","Mexico","","Tejupilco","Mexico"
"51435","","Mexico","","Tejupilco","Mexico"
"51436","","Mexico","","Tejupilco","Mexico"
"51437","","Mexico","","Tejupilco","Mexico"
"56650","","Mexico","","Temamatla","Mexico"
"56653","","Mexico","","Temamatla","Mexico"
"56655","","Mexico","","Temamatla","Mexico"
"55980","","Mexico","","Temascalapa","Mexico"
"55989","","Mexico","","Temascalapa","Mexico"
"55990","","Mexico","","Temascalapa","Mexico"
"55993","","Mexico","","Temascalapa","Mexico"
"55994","","Mexico","","Temascalapa","Mexico"
"55995","","Mexico","","Temascalapa","Mexico"
"55996","","Mexico","","Temascalapa","Mexico"
"55997","","Mexico","","Temascalapa","Mexico"
"55998","","Mexico","","Temascalapa","Mexico"
"50400","","Mexico","","Temascalcingo","Mexico"
"50408","","Mexico","","Temascalcingo","Mexico"
"50410","","Mexico","","Temascalcingo","Mexico"
"50417","","Mexico","","Temascalcingo","Mexico"
"50418","","Mexico","","Temascalcingo","Mexico"
"50419","","Mexico","","Temascalcingo","Mexico"
"50420","","Mexico","","Temascalcingo","Mexico"
"50429","","Mexico","","Temascalcingo","Mexico"
"50440","","Mexico","","Temascalcingo","Mexico"
"50443","","Mexico","","Temascalcingo","Mexico"
"50445","","Mexico","","Temascalcingo","Mexico"
"50446","","Mexico","","Temascalcingo","Mexico"
"50447","","Mexico","","Temascalcingo","Mexico"
"50448","","Mexico","","Temascalcingo","Mexico"
"50449","","Mexico","","Temascalcingo","Mexico"
"51300","","Mexico","","Temascaltepec","Mexico"
"51303","","Mexico","","Temascaltepec","Mexico"
"51304","","Mexico","","Temascaltepec","Mexico"
"51305","","Mexico","","Temascaltepec","Mexico"
"51306","","Mexico","","Temascaltepec","Mexico"
"51310","","Mexico","","Temascaltepec","Mexico"
"51317","","Mexico","","Temascaltepec","Mexico"
"51318","","Mexico","","Temascaltepec","Mexico"
"51319","","Mexico","","Temascaltepec","Mexico"
"51320","","Mexico","","Temascaltepec","Mexico"
"51324","","Mexico","","Temascaltepec","Mexico"
"51325","","Mexico","","Temascaltepec","Mexico"
"51326","","Mexico","","Temascaltepec","Mexico"
"51327","","Mexico","","Temascaltepec","Mexico"
"51328","","Mexico","","Temascaltepec","Mexico"
"51329","","Mexico","","Temascaltepec","Mexico"
"51340","","Mexico","","Temascaltepec","Mexico"
"51342","","Mexico","","Temascaltepec","Mexico"
"51344","","Mexico","","Temascaltepec","Mexico"
"51345","","Mexico","","Temascaltepec","Mexico"
"51346","","Mexico","","Temascaltepec","Mexico"
"51347","","Mexico","","Temascaltepec","Mexico"
"51348","","Mexico","","Temascaltepec","Mexico"
"51349","","Mexico","","Temascaltepec","Mexico"
"50850","","Mexico","","Temoaya","Mexico"
"50856","","Mexico","","Temoaya","Mexico"
"50860","","Mexico","","Temoaya","Mexico"
"50870","","Mexico","","Temoaya","Mexico"
"50878","","Mexico","","Temoaya","Mexico"
"50879","","Mexico","","Temoaya","Mexico"
"50880","","Mexico","","Temoaya","Mexico"
"50882","","Mexico","","Temoaya","Mexico"
"50884","","Mexico","","Temoaya","Mexico"
"50888","","Mexico","","Temoaya","Mexico"
"50889","","Mexico","","Temoaya","Mexico"
"50890","","Mexico","","Temoaya","Mexico"
"52400","","Mexico","","Tenancingo","Mexico"
"52409","","Mexico","","Tenancingo","Mexico"
"52420","","Mexico","","Tenancingo","Mexico"
"52428","","Mexico","","Tenancingo","Mexico"
"52429","","Mexico","","Tenancingo","Mexico"
"52430","","Mexico","","Tenancingo","Mexico"
"52436","","Mexico","","Tenancingo","Mexico"
"52437","","Mexico","","Tenancingo","Mexico"
"52438","","Mexico","","Tenancingo","Mexico"
"52439","","Mexico","","Tenancingo","Mexico"
"56780","","Mexico","","Tenango Del Aire","Mexico"
"52300","","Mexico","","Tenango Del Valle","Mexico"
"52314","","Mexico","","Tenango Del Valle","Mexico"
"52320","","Mexico","","Tenango Del Valle","Mexico"
"52330","","Mexico","","Tenango Del Valle","Mexico"
"52332","","Mexico","","Tenango Del Valle","Mexico"
"52338","","Mexico","","Tenango Del Valle","Mexico"
"52340","","Mexico","","Tenango Del Valle","Mexico"
"52350","","Mexico","","Tenango Del Valle","Mexico"
"54770","","Mexico","","Teoloyucan","Mexico"
"54783","","Mexico","","Teoloyucan","Mexico"
"54784","","Mexico","","Teoloyucan","Mexico"
"54785","","Mexico","","Teoloyucan","Mexico"
"54786","","Mexico","","Teoloyucan","Mexico"
"55800","","Mexico","","Teotihuacan","Mexico"
"55810","","Mexico","","Teotihuacan","Mexico"
"55812","","Mexico","","Teotihuacan","Mexico"
"55813","","Mexico","","Teotihuacan","Mexico"
"55814","","Mexico","","Teotihuacan","Mexico"
"55815","","Mexico","","Teotihuacan","Mexico"
"55816","","Mexico","","Teotihuacan","Mexico"
"55820","","Mexico","","Teotihuacan","Mexico"
"55821","","Mexico","","Teotihuacan","Mexico"
"55822","","Mexico","","Teotihuacan","Mexico"
"55823","","Mexico","","Teotihuacan","Mexico"
"55825","","Mexico","","Teotihuacan","Mexico"
"55830","","Mexico","","Teotihuacan","Mexico"
"55831","","Mexico","","Teotihuacan","Mexico"
"55835","","Mexico","","Teotihuacan","Mexico"
"55840","","Mexico","","Teotihuacan","Mexico"
"55842","","Mexico","","Teotihuacan","Mexico"
"55843","","Mexico","","Teotihuacan","Mexico"
"55847","","Mexico","","Teotihuacan","Mexico"
"56070","","Mexico","","Tepetlaoxtoc","Mexico"
"56078","","Mexico","","Tepetlaoxtoc","Mexico"
"56079","","Mexico","","Tepetlaoxtoc","Mexico"
"56080","","Mexico","","Tepetlaoxtoc","Mexico"
"56084","","Mexico","","Tepetlaoxtoc","Mexico"
"56085","","Mexico","","Tepetlaoxtoc","Mexico"
"56086","","Mexico","","Tepetlaoxtoc","Mexico"
"56087","","Mexico","","Tepetlaoxtoc","Mexico"
"56880","","Mexico","","Tepetlixpa","Mexico"
"56890","","Mexico","","Tepetlixpa","Mexico"
"55653","","Mexico","","Tequixquiac","Mexico"
"51670","","Mexico","","Texcaltitlan","Mexico"
"51671","","Mexico","","Texcaltitlan","Mexico"
"51672","","Mexico","","Texcaltitlan","Mexico"
"51673","","Mexico","","Texcaltitlan","Mexico"
"51674","","Mexico","","Texcaltitlan","Mexico"
"51675","","Mexico","","Texcaltitlan","Mexico"
"51676","","Mexico","","Texcaltitlan","Mexico"
"51680","","Mexico","","Texcaltitlan","Mexico"
"51690","","Mexico","","Texcaltitlan","Mexico"
"51695","","Mexico","","Texcaltitlan","Mexico"
"51696","","Mexico","","Texcaltitlan","Mexico"
"51697","","Mexico","","Texcaltitlan","Mexico"
"51698","","Mexico","","Texcaltitlan","Mexico"
"51699","","Mexico","","Texcaltitlan","Mexico"
"52570","","Mexico","","Texcalyacac","Mexico"
"56200","","Mexico","","Texcoco","Mexico"
"56204","","Mexico","","Texcoco","Mexico"
"56206","","Mexico","","Texcoco","Mexico"
"56207","","Mexico","","Texcoco","Mexico"
"56208","","Mexico","","Texcoco","Mexico"
"56209","","Mexico","","Texcoco","Mexico"
"56220","","Mexico","","Texcoco","Mexico"
"56225","","Mexico","","Texcoco","Mexico"
"56226","","Mexico","","Texcoco","Mexico"
"56227","","Mexico","","Texcoco","Mexico"
"56228","","Mexico","","Texcoco","Mexico"
"56230","","Mexico","","Texcoco","Mexico"
"56232","","Mexico","","Texcoco","Mexico"
"56233","","Mexico","","Texcoco","Mexico"
"56234","","Mexico","","Texcoco","Mexico"
"56235","","Mexico","","Texcoco","Mexico"
"56236","","Mexico","","Texcoco","Mexico"
"56237","","Mexico","","Texcoco","Mexico"
"56238","","Mexico","","Texcoco","Mexico"
"56239","","Mexico","","Texcoco","Mexico"
"56240","","Mexico","","Texcoco","Mexico"
"56249","","Mexico","","Texcoco","Mexico"
"56250","","Mexico","","Texcoco","Mexico"
"56251","","Mexico","","Texcoco","Mexico"
"56253","","Mexico","","Texcoco","Mexico"
"56255","","Mexico","","Texcoco","Mexico"
"56256","","Mexico","","Texcoco","Mexico"
"56257","","Mexico","","Texcoco","Mexico"
"56258","","Mexico","","Texcoco","Mexico"
"56259","","Mexico","","Texcoco","Mexico"
"56260","","Mexico","","Texcoco","Mexico"
"56263","","Mexico","","Texcoco","Mexico"
"56264","","Mexico","","Texcoco","Mexico"
"56265","","Mexico","","Texcoco","Mexico"
"56266","","Mexico","","Texcoco","Mexico"
"56267","","Mexico","","Texcoco","Mexico"
"56268","","Mexico","","Texcoco","Mexico"
"56269","","Mexico","","Texcoco","Mexico"
"56000","","Mexico","","Tezoyuca","Mexico"
"56020","","Mexico","","Tezoyuca","Mexico"
"52600","","Mexico","","Tianguistenco","Mexico"
"52640","","Mexico","","Tianguistenco","Mexico"
"52649","","Mexico","","Tianguistenco","Mexico"
"52650","","Mexico","","Tianguistenco","Mexico"
"52653","","Mexico","","Tianguistenco","Mexico"
"52660","","Mexico","","Tianguistenco","Mexico"
"52663","","Mexico","","Tianguistenco","Mexico"
"52664","","Mexico","","Tianguistenco","Mexico"
"52665","","Mexico","","Tianguistenco","Mexico"
"50500","","Mexico","","Timilpan","Mexico"
"50507","","Mexico","","Timilpan","Mexico"
"50508","","Mexico","","Timilpan","Mexico"
"50509","","Mexico","","Timilpan","Mexico"
"50510","","Mexico","","Timilpan","Mexico"
"50520","","Mexico","","Timilpan","Mexico"
"50525","","Mexico","","Timilpan","Mexico"
"50540","","Mexico","","Timilpan","Mexico"
"56700","","Mexico","","Tlalmanalco","Mexico"
"56704","","Mexico","","Tlalmanalco","Mexico"
"56720","","Mexico","","Tlalmanalco","Mexico"
"56723","","Mexico","","Tlalmanalco","Mexico"
"56730","","Mexico","","Tlalmanalco","Mexico"
"56731","","Mexico","","Tlalmanalco","Mexico"
"56735","","Mexico","","Tlalmanalco","Mexico"
"56740","","Mexico","","Tlalmanalco","Mexico"
"51550","","Mexico","","Tlatlaya","Mexico"
"51554","","Mexico","","Tlatlaya","Mexico"
"51555","","Mexico","","Tlatlaya","Mexico"
"51556","","Mexico","","Tlatlaya","Mexico"
"51560","","Mexico","","Tlatlaya","Mexico"
"51565","","Mexico","","Tlatlaya","Mexico"
"51566","","Mexico","","Tlatlaya","Mexico"
"51568","","Mexico","","Tlatlaya","Mexico"
"51569","","Mexico","","Tlatlaya","Mexico"
"51570","","Mexico","","Tlatlaya","Mexico"
"51575","","Mexico","","Tlatlaya","Mexico"
"51576","","Mexico","","Tlatlaya","Mexico"
"51577","","Mexico","","Tlatlaya","Mexico"
"51578","","Mexico","","Tlatlaya","Mexico"
"51579","","Mexico","","Tlatlaya","Mexico"
"51580","","Mexico","","Tlatlaya","Mexico"
"51582","","Mexico","","Tlatlaya","Mexico"
"51583","","Mexico","","Tlatlaya","Mexico"
"51584","","Mexico","","Tlatlaya","Mexico"
"51585","","Mexico","","Tlatlaya","Mexico"
"51586","","Mexico","","Tlatlaya","Mexico"
"51587","","Mexico","","Tlatlaya","Mexico"
"51588","","Mexico","","Tlatlaya","Mexico"
"51589","","Mexico","","Tlatlaya","Mexico"
"51590","","Mexico","","Tlatlaya","Mexico"
"51598","","Mexico","","Tlatlaya","Mexico"
"51599","","Mexico","","Tlatlaya","Mexico"
"50200","","Mexico","","Toluca","Mexico"
"50205","","Mexico","","Toluca","Mexico"
"50206","","Mexico","","Toluca","Mexico"
"50209","","Mexico","","Toluca","Mexico"
"50210","","Mexico","","Toluca","Mexico"
"50214","","Mexico","","Toluca","Mexico"
"50220","","Mexico","","Toluca","Mexico"
"50225","","Mexico","","Toluca","Mexico"
"50226","","Mexico","","Toluca","Mexico"
"50227","","Mexico","","Toluca","Mexico"
"50228","","Mexico","","Toluca","Mexico"
"50230","","Mexico","","Toluca","Mexico"
"50235","","Mexico","","Toluca","Mexico"
"50236","","Mexico","","Toluca","Mexico"
"50240","","Mexico","","Toluca","Mexico"
"50245","","Mexico","","Toluca","Mexico"
"50246","","Mexico","","Toluca","Mexico"
"50250","","Mexico","","Toluca","Mexico"
"50255","","Mexico","","Toluca","Mexico"
"50260","","Mexico","","Toluca","Mexico"
"50265","","Mexico","","Toluca","Mexico"
"50266","","Mexico","","Toluca","Mexico"
"50270","","Mexico","","Toluca","Mexico"
"50280","","Mexico","","Toluca","Mexico"
"50285","","Mexico","","Toluca","Mexico"
"50290","","Mexico","","Toluca","Mexico"
"50295","","Mexico","","Toluca","Mexico"
"51950","","Mexico","","Tonatico","Mexico"
"51960","","Mexico","","Tonatico","Mexico"
"51963","","Mexico","","Tonatico","Mexico"
"51964","","Mexico","","Tonatico","Mexico"
"51966","","Mexico","","Tonatico","Mexico"
"51967","","Mexico","","Tonatico","Mexico"
"51970","","Mexico","","Tonatico","Mexico"
"51973","","Mexico","","Tonatico","Mexico"
"51974","","Mexico","","Tonatico","Mexico"
"51977","","Mexico","","Tonatico","Mexico"
"51200","","Mexico","","Valle de Bravo","Mexico"
"51206","","Mexico","","Valle de Bravo","Mexico"
"51207","","Mexico","","Valle de Bravo","Mexico"
"51208","","Mexico","","Valle de Bravo","Mexico"
"51209","","Mexico","","Valle de Bravo","Mexico"
"51210","","Mexico","","Valle de Bravo","Mexico"
"51217","","Mexico","","Valle de Bravo","Mexico"
"51218","","Mexico","","Valle de Bravo","Mexico"
