costid,variable,value
36351,meterId,ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf
41018,meterId,c0f5cb45-6fb1-41c9-8545-72ad400d9da4
49184,meterId,2f968df1-9a17-4398-bcfb-ad8bf7922321
25433,meterId,b9e5e77c-a0b3-4a2c-9b8b-57fa54f31c52
2039,meterId,0895ed20-2c79-4201-86a3-89f73d93515a
13519,meterId,ed8a651a-e0a3-4de6-a8ae-3b4ce8cb72cf
1635,meterId,da55f3c8-c8dc-4f65-8f99-9d6f201b1ea7
26185,meterId,c0f5cb45-6fb1-41c9-8545-72ad400d9da4
51463,meterId,94e88f5b-4418-4016-b601-badfedc45d20
23219,meterId,c2ec93b6-fffd-473f-b03b-99ec0f014230
43760,quantity,1.0
10259,quantity,2e-05
17794,quantity,24.0
14970,quantity,2e-05
30697,quantity,0.000115
18863,quantity,0.0038
54181,quantity,0.001523
49708,quantity,0.000115
44591,quantity,0.0033
16128,quantity,0.029
18281,quantity,0.014
45153,quantity,0.000119
7957,quantity,0.000336
45655,quantity,0.000696
7670,quantity,0.0001
22397,quantity,1.0
39932,quantity,0.001464
3599,quantity,0.0008
42263,quantity,0.0006
7151,quantity,0.001344
24771,quantity,0.0006
28167,quantity,0.999999993333334
46391,quantity,0.001443
11679,quantity,0.031362007168459
34500,quantity,0.0006
52457,quantity,4.3e-05
48871,quantity,0.8693
7259,quantity,4e-06
8536,quantity,0.0146
9734,quantity,0.1439
38140,quantity,0.029
5596,quantity,0.029
54215,quantity,9.6e-05
23418,quantity,3e-05
47308,quantity,23.0
1064,quantity,0.000115
43433,quantity,0.00012
10206,quantity,1.0
24852,quantity,0.001527
15165,quantity,2e-06
40558,quantity,0.001659
32233,quantity,0.032258
338,quantity,0.0006
31242,quantity,0.032256
42275,quantity,9.6e-05
22373,quantity,0.032256
10336,quantity,0.002
21888,quantity,0.032256
13467,quantity,0.958333333333334
28705,quantity,0.032256
26125,quantity,0.000115
41607,quantity,0.000192
33251,quantity,0.0006
11555,quantity,0.000117
53118,quantity,0.1599
31760,quantity,1.0
37307,quantity,1.0
30581,quantity,0.00012
2300,quantity,0.0005
15499,quantity,1.9e-05
11045,quantity,0.166656
38019,quantity,0.087096
5006,quantity,0.0302
16190,quantity,4.3e-05
23933,quantity,9.6e-05
48467,quantity,0.033336
42649,quantity,0.0006
29687,quantity,1.0
47340,quantity,23.0
40619,quantity,0.000792
54695,quantity,0.0146
30749,quantity,0.0006
49276,quantity,0.000144
7524,quantity,1.35055555555556
24097,quantity,2e-05
25558,quantity,0.064512
38871,quantity,0.032258
53725,quantity,1.4e-05
19917,quantity,2e-05
42071,quantity,9.6e-05
46729,quantity,0.032256
11874,quantity,0.030465949820789
17444,quantity,0.032258064516129
997,quantity,0.0008
9855,quantity,0.0138
45766,quantity,0.001443
22525,quantity,0.032256
46736,quantity,0.032258064516129
52576,quantity,0.000736
2098,quantity,0.0005
36351,quantity,0.002121
41018,quantity,0.034944
49184,quantity,7.2e-05
25433,quantity,0.0146
2039,quantity,0.000124
13519,quantity,0.16128
1635,quantity,3.3e-05
26185,quantity,0.032256
51463,quantity,0.032256
23219,quantity,0.032258
43760,effectivePrice,0.0
10259,effectivePrice,0.686499999999999
17794,effectivePrice,0.004962116689281
14970,effectivePrice,0.164777148086737
30697,effectivePrice,0.111342386567305
18863,effectivePrice,0.157894736842105
54181,effectivePrice,0.0
49708,effectivePrice,0.0
44591,effectivePrice,0.002059
16128,effectivePrice,0.000494
18281,effectivePrice,0.000607533414338
45153,effectivePrice,0.16476
7957,effectivePrice,0.15103
45655,effectivePrice,0.0
7670,effectivePrice,0.048055
22397,effectivePrice,0.0
39932,effectivePrice,0.091391086594718
3599,effectivePrice,0.075515
42263,effectivePrice,0.000494
7151,effectivePrice,7.248753
24771,effectivePrice,0.006041
28167,effectivePrice,0.221970867264782
46391,effectivePrice,0.0
11679,effectivePrice,2.08562210494232
34500,effectivePrice,0.00610945325779
52457,effectivePrice,0.16476
48871,effectivePrice,0.068547055625265
7259,effectivePrice,0.16476
8536,effectivePrice,0.000494
9734,effectivePrice,0.000506274490875
38140,effectivePrice,0.000498269974003
5596,effectivePrice,0.000500538755068
54215,effectivePrice,0.068046186046512
23418,effectivePrice,0.06865
47308,effectivePrice,0.021063733997155
1064,effectivePrice,0.069892428472846
43433,effectivePrice,0.16476
10206,effectivePrice,2.7e-05
24852,effectivePrice,0.0
15165,effectivePrice,0.164777148086737
40558,effectivePrice,0.0
32233,effectivePrice,0.0
338,effectivePrice,0.000494
31242,effectivePrice,0.0
42275,effectivePrice,0.061785
22373,effectivePrice,0.0
10336,effectivePrice,0.000494850258176
21888,effectivePrice,0.0
13467,effectivePrice,0.243493872427611
28705,effectivePrice,0.0
26125,effectivePrice,0.063031919066148
41607,effectivePrice,0.110526
33251,effectivePrice,0.000498738609113
11555,effectivePrice,0.062309589622642
53118,effectivePrice,0.005492
31760,effectivePrice,0.0
37307,effectivePrice,0.0
30581,effectivePrice,0.082602519159449
2300,effectivePrice,0.000510777358491
15499,effectivePrice,0.164777148086737
11045,effectivePrice,0.083074906122449
38019,effectivePrice,0.032955845500903
5006,effectivePrice,0.000494503525015
16190,effectivePrice,0.16476
23933,effectivePrice,0.067963
48467,effectivePrice,7.26853110917831
42649,effectivePrice,0.006041
29687,effectivePrice,0.0
47340,effectivePrice,0.007110052850026
40619,effectivePrice,0.0
54695,effectivePrice,0.000498782849239
30749,effectivePrice,0.006074192307692
49276,effectivePrice,0.110953566731141
7524,effectivePrice,0.005492000003976
24097,effectivePrice,0.06865
25558,effectivePrice,0.0
38871,effectivePrice,0.0
53725,effectivePrice,0.116125098697355
19917,effectivePrice,0.6865
42071,effectivePrice,0.067963
46729,effectivePrice,189.738949520767
11874,effectivePrice,2.08562210494232
17444,effectivePrice,2.05950098396066
997,effectivePrice,0.006203362372567
9855,effectivePrice,0.000504556712329
45766,effectivePrice,0.0
22525,effectivePrice,0.0
46736,effectivePrice,20.728361349885
52576,effectivePrice,0.0
2098,effectivePrice,0.006203362372567
36351,effectivePrice,0.08238
41018,effectivePrice,0.0
49184,effectivePrice,0.027512605363985
25433,effectivePrice,0.000507780090926
2039,effectivePrice,0.111534586255259
13519,effectivePrice,0.082491671411143
1635,effectivePrice,0.06927617290216
26185,effectivePrice,0.0
51463,effectivePrice,27.06183
23219,effectivePrice,0.0
43760,cost,0.0
10259,cost,1.373e-05
17794,cost,0.119090800542741
14970,cost,3.295542962e-06
30697,cost,1.2804374455e-05
18863,cost,0.0006
54181,cost,0.0
49708,cost,0.0
44591,cost,6.7947e-06
16128,cost,1.4326e-05
18281,cost,8.505467801e-06
45153,cost,1.960644e-05
7957,cost,5.074608e-05
45655,cost,0.0
7670,cost,4.8055e-06
22397,cost,0.0
39932,cost,0.000133796550775
3599,cost,6.0412e-05
42263,cost,2.964e-07
7151,cost,0.009742324032
24771,cost,3.6246e-06
28167,cost,0.221970865784977
46391,cost,0.0
11679,cost,0.065409295405897
34500,cost,3.665671955e-06
52457,cost,7.08468e-06
48871,cost,0.059587955455043
7259,cost,6.5904e-07
8536,cost,7.2124e-06
9734,cost,7.2852899237e-05
38140,cost,1.4449829246e-05
5596,cost,1.4515623897e-05
54215,cost,6.53243386e-06
23418,cost,2.0595e-06
47308,cost,0.484465881934566
1064,cost,8.037629274e-06
43433,cost,1.97712e-05
10206,cost,2.7e-05
24852,cost,0.0
15165,cost,3.29554296e-07
40558,cost,0.0
32233,cost,0.0
338,cost,2.964e-07
31242,cost,0.0
42275,cost,5.93136e-06
22373,cost,0.0
10336,cost,9.89700516e-07
21888,cost,0.0
13467,cost,0.233348294409794
28705,cost,0.0
26125,cost,7.248670693e-06
41607,cost,2.1220992e-05
33251,cost,2.99243165e-07
11555,cost,7.290221986e-06
53118,cost,0.0008781708
31760,cost,0.0
37307,cost,0.0
30581,cost,9.912302299e-06
2300,cost,2.55388679e-07
15499,cost,3.130765814e-06
11045,cost,0.013844931554743
38019,cost,0.002870322319747
5006,cost,1.4934006455e-05
16190,cost,7.08468e-06
23933,cost,6.524448e-06
48467,cost,0.242303753055568
42649,cost,3.6246e-06
29687,cost,0.0
47340,cost,0.163531215550591
40619,cost,0.0
54695,cost,7.282229599e-06
30749,cost,3.644515385e-06
49276,cost,1.5977313609e-05
7524,cost,0.007417251116481
24097,cost,1.373e-06
25558,cost,0.0
38871,cost,0.0
53725,cost,1.625751382e-06
19917,cost,1.373e-05
42071,cost,6.524448e-06
46729,cost,6.12021955574185
11874,cost,0.0635404583943
17444,cost,0.066435515611634
997,cost,4.962689898e-06
9855,cost,6.96288263e-06
45766,cost,0.0
22525,cost,0.0
46736,cost,0.668656817738229
52576,cost,0.0
2098,cost,3.101681186e-06
36351,cost,0.00017472798
41018,cost,0.0
49184,cost,1.980907586e-06
25433,cost,7.413589328e-06
2039,cost,1.3830288696e-05
13519,cost,0.013304256765189
1635,cost,2.286113706e-06
26185,cost,0.0
51463,cost,0.872906388480001
23219,cost,0.0
43760,unitPrice,0
10259,unitPrice,0
17794,unitPrice,0
14970,unitPrice,0
30697,unitPrice,0
18863,unitPrice,0
54181,unitPrice,0
49708,unitPrice,0
44591,unitPrice,0
16128,unitPrice,0
18281,unitPrice,0
45153,unitPrice,0
7957,unitPrice,0
45655,unitPrice,0
7670,unitPrice,0
22397,unitPrice,0
39932,unitPrice,0
3599,unitPrice,0
42263,unitPrice,0
7151,unitPrice,0
24771,unitPrice,0
28167,unitPrice,0
46391,unitPrice,0
11679,unitPrice,0
34500,unitPrice,0
52457,unitPrice,0
48871,unitPrice,0
7259,unitPrice,0
8536,unitPrice,0
9734,unitPrice,0
38140,unitPrice,0
5596,unitPrice,0
54215,unitPrice,0
23418,unitPrice,0
47308,unitPrice,0
1064,unitPrice,0
43433,unitPrice,0
10206,unitPrice,0
24852,unitPrice,0
15165,unitPrice,0
40558,unitPrice,0
32233,unitPrice,0
338,unitPrice,0
31242,unitPrice,0
42275,unitPrice,0
22373,unitPrice,0
10336,unitPrice,0
21888,unitPrice,0
13467,unitPrice,0
28705,unitPrice,0
26125,unitPrice,0
41607,unitPrice,0
33251,unitPrice,0
11555,unitPrice,0
53118,unitPrice,0
31760,unitPrice,0
37307,unitPrice,0
30581,unitPrice,0
2300,unitPrice,0
15499,unitPrice,0
11045,unitPrice,0
38019,unitPrice,0
5006,unitPrice,0
16190,unitPrice,0
23933,unitPrice,0
48467,unitPrice,0
42649,unitPrice,0
29687,unitPrice,0
47340,unitPrice,0
40619,unitPrice,0
54695,unitPrice,0
30749,unitPrice,0
49276,unitPrice,0
7524,unitPrice,0
24097,unitPrice,0
25558,unitPrice,0
38871,unitPrice,0
53725,unitPrice,0
19917,unitPrice,0
42071,unitPrice,0
46729,unitPrice,0
11874,unitPrice,0
17444,unitPrice,0
997,unitPrice,0
9855,unitPrice,0
45766,unitPrice,0
22525,unitPrice,0
46736,unitPrice,0
52576,unitPrice,0
2098,unitPrice,0
36351,unitPrice,0
41018,unitPrice,0
49184,unitPrice,0
25433,unitPrice,0
2039,unitPrice,0
13519,unitPrice,0
1635,unitPrice,0
26185,unitPrice,0
51463,unitPrice,0
23219,unitPrice,0
43760,billingCurrency,AUD
10259,billingCurrency,AUD
17794,billingCurrency,AUD
14970,billingCurrency,AUD
30697,billingCurrency,AUD
18863,billingCurrency,AUD
54181,billingCurrency,AUD
49708,billingCurrency,AUD
44591,billingCurrency,AUD
16128,billingCurrency,AUD
18281,billingCurrency,AUD
45153,billingCurrency,AUD
7957,billingCurrency,AUD
45655,billingCurrency,AUD
7670,billingCurrency,AUD
22397,billingCurrency,AUD
39932,billingCurrency,AUD
3599,billingCurrency,AUD
42263,billingCurrency,AUD
7151,billingCurrency,AUD
24771,billingCurrency,AUD
28167,billingCurrency,AUD
46391,billingCurrency,AUD
11679,billingCurrency,AUD
34500,billingCurrency,AUD
52457,billingCurrency,AUD
48871,billingCurrency,AUD
7259,billingCurrency,AUD
8536,billingCurrency,AUD
9734,billingCurrency,AUD
38140,billingCurrency,AUD
5596,billingCurrency,AUD
54215,billingCurrency,AUD
23418,billingCurrency,AUD
47308,billingCurrency,AUD
1064,billingCurrency,AUD
43433,billingCurrency,AUD
10206,billingCurrency,AUD
24852,billingCurrency,AUD
15165,billingCurrency,AUD
40558,billingCurrency,AUD
32233,billingCurrency,AUD
338,billingCurrency,AUD
31242,billingCurrency,AUD
42275,billingCurrency,AUD
22373,billingCurrency,AUD
10336,billingCurrency,AUD
21888,billingCurrency,AUD
13467,billingCurrency,AUD
28705,billingCurrency,AUD
26125,billingCurrency,AUD
41607,billingCurrency,AUD
33251,billingCurrency,AUD
11555,billingCurrency,AUD
53118,billingCurrency,AUD
31760,billingCurrency,AUD
37307,billingCurrency,AUD
30581,billingCurrency,AUD
2300,billingCurrency,AUD
15499,billingCurrency,AUD
11045,billingCurrency,AUD
38019,billingCurrency,AUD
5006,billingCurrency,AUD
16190,billingCurrency,AUD
23933,billingCurrency,AUD
48467,billingCurrency,AUD
42649,billingCurrency,AUD
29687,billingCurrency,AUD
47340,billingCurrency,AUD
40619,billingCurrency,AUD
54695,billingCurrency,AUD
30749,billingCurrency,AUD
49276,billingCurrency,AUD
7524,billingCurrency,AUD
24097,billingCurrency,AUD
25558,billingCurrency,AUD
38871,billingCurrency,AUD
53725,billingCurrency,AUD
19917,billingCurrency,AUD
42071,billingCurrency,AUD
46729,billingCurrency,AUD
11874,billingCurrency,AUD
17444,billingCurrency,AUD
997,billingCurrency,AUD
9855,billingCurrency,AUD
45766,billingCurrency,AUD
22525,billingCurrency,AUD
46736,billingCurrency,AUD
52576,billingCurrency,AUD
2098,billingCurrency,AUD
36351,billingCurrency,AUD
41018,billingCurrency,AUD
49184,billingCurrency,AUD
25433,billingCurrency,AUD
2039,billingCurrency,AUD
13519,billingCurrency,AUD
1635,billingCurrency,AUD
26185,billingCurrency,AUD
51463,billingCurrency,AUD
23219,billingCurrency,AUD
43760,resourceLocation,US West
10259,resourceLocation,AU East
17794,resourceLocation,AU East
14970,resourceLocation,AU East
30697,resourceLocation,AU East
18863,resourceLocation,AU East
54181,resourceLocation,AU East
49708,resourceLocation,Intercontinental
44591,resourceLocation,AU East
16128,resourceLocation,AU East
18281,resourceLocation,AU East
45153,resourceLocation,AU East
7957,resourceLocation,AU East
45655,resourceLocation,AU East
7670,resourceLocation,AU East
22397,resourceLocation,US West
39932,resourceLocation,AU East
3599,resourceLocation,AU East
42263,resourceLocation,US South Central
7151,resourceLocation,AU East
24771,resourceLocation,AU East
28167,resourceLocation,US South Central
46391,resourceLocation,AU East
11679,resourceLocation,AU East
34500,resourceLocation,AU East
52457,resourceLocation,AU East
48871,resourceLocation,AU East
7259,resourceLocation,AU East
8536,resourceLocation,AU East
9734,resourceLocation,AU East
38140,resourceLocation,AU East
5596,resourceLocation,AU East
54215,resourceLocation,AU Central
23418,resourceLocation,AU East
47308,resourceLocation,AU Southeast
1064,resourceLocation,AU East
43433,resourceLocation,AU East
10206,resourceLocation,US West 2
24852,resourceLocation,AU East
15165,resourceLocation,AU East
40558,resourceLocation,AU East
32233,resourceLocation,US South Central
338,resourceLocation,AU East
31242,resourceLocation,US South Central
42275,resourceLocation,US South Central
22373,resourceLocation,US South Central
10336,resourceLocation,AU East
21888,resourceLocation,US South Central
13467,resourceLocation,AU East
28705,resourceLocation,US South Central
26125,resourceLocation,US South Central
41607,resourceLocation,AU East
33251,resourceLocation,US South Central
11555,resourceLocation,US West
53118,resourceLocation,AU East
31760,resourceLocation,US West
37307,resourceLocation,US West
30581,resourceLocation,US North Central
2300,resourceLocation,AU East
15499,resourceLocation,AU East
11045,resourceLocation,US West
38019,resourceLocation,US South Central
5006,resourceLocation,AU East
16190,resourceLocation,AU East
23933,resourceLocation,AU East
48467,resourceLocation,AU East
42649,resourceLocation,AU East
29687,resourceLocation,US West
47340,resourceLocation,AU East
40619,resourceLocation,AU East
54695,resourceLocation,AU Central
30749,resourceLocation,AU East
49276,resourceLocation,AU Southeast
7524,resourceLocation,AU East
24097,resourceLocation,AU East
25558,resourceLocation,US South Central
38871,resourceLocation,US South Central
53725,resourceLocation,Intercontinental
19917,resourceLocation,AU East
42071,resourceLocation,AU East
46729,resourceLocation,AU East
11874,resourceLocation,AU East
17444,resourceLocation,AU East
997,resourceLocation,AU East
9855,resourceLocation,EU North
45766,resourceLocation,AU East
22525,resourceLocation,US South Central
46736,resourceLocation,AU East
52576,resourceLocation,AU East
2098,resourceLocation,AU East
36351,resourceLocation,US South Central
41018,resourceLocation,AU East
49184,resourceLocation,AU East
25433,resourceLocation,AU East
2039,resourceLocation,AU East
13519,resourceLocation,US West
1635,resourceLocation,AU East
26185,resourceLocation,US North Central
51463,resourceLocation,AU East
23219,resourceLocation,US South Central
43760,consumedService,Microsoft.CognitiveServices
10259,consumedService,MICROSOFT.DATAFACTORY
17794,consumedService,Microsoft.Network
14970,consumedService,Microsoft.Compute
30697,consumedService,Microsoft.Storage
18863,consumedService,Microsoft.Storage
54181,consumedService,Microsoft.Storage
49708,consumedService,Microsoft.Storage
44591,consumedService,Microsoft.Storage
16128,consumedService,Microsoft.Storage
18281,consumedService,Microsoft.Storage
45153,consumedService,Microsoft.Storage
7957,consumedService,Microsoft.Storage
45655,consumedService,Microsoft.Storage
7670,consumedService,Microsoft.ApiManagement
22397,consumedService,Microsoft.CognitiveServices
39932,consumedService,Microsoft.Storage
3599,consumedService,Microsoft.Storage
42263,consumedService,Microsoft.Storage
7151,consumedService,Microsoft.Compute
24771,consumedService,Microsoft.Storage
28167,consumedService,Microsoft.Sql
46391,consumedService,Microsoft.Storage
11679,consumedService,microsoft.insights
34500,consumedService,Microsoft.Storage
52457,consumedService,Microsoft.Storage
48871,consumedService,Microsoft.Storage
7259,consumedService,Microsoft.ApiManagement
8536,consumedService,Microsoft.Storage
9734,consumedService,Microsoft.Storage
38140,consumedService,Microsoft.Storage
5596,consumedService,Microsoft.Storage
54215,consumedService,Microsoft.Storage
23418,consumedService,Microsoft.ServiceBus
47308,consumedService,Microsoft.EventHub
1064,consumedService,Microsoft.Storage
43433,consumedService,Microsoft.Storage
10206,consumedService,microsoft.insights
24852,consumedService,Microsoft.Storage
15165,consumedService,Microsoft.Compute
40558,consumedService,Microsoft.Storage
32233,consumedService,Microsoft.NotificationHubs
338,consumedService,Microsoft.Storage
31242,consumedService,microsoft.web
42275,consumedService,Microsoft.Storage
22373,consumedService,microsoft.web
10336,consumedService,Microsoft.Storage
21888,consumedService,microsoft.web
13467,consumedService,Microsoft.Sql
28705,consumedService,microsoft.web
26125,consumedService,Microsoft.Storage
41607,consumedService,Microsoft.Storage
33251,consumedService,Microsoft.Storage
11555,consumedService,Microsoft.Storage
53118,consumedService,Microsoft.Storage
31760,consumedService,Microsoft.CognitiveServices
37307,consumedService,Microsoft.CognitiveServices
30581,consumedService,Microsoft.Storage
2300,consumedService,Microsoft.Storage
15499,consumedService,Microsoft.Compute
11045,consumedService,Microsoft.Storage
38019,consumedService,Microsoft.Storage
5006,consumedService,Microsoft.Storage
16190,consumedService,Microsoft.Compute
23933,consumedService,Microsoft.Storage
48467,consumedService,Microsoft.Compute
42649,consumedService,Microsoft.Storage
29687,consumedService,Microsoft.CognitiveServices
47340,consumedService,Microsoft.Network
40619,consumedService,Microsoft.Storage
54695,consumedService,Microsoft.Storage
30749,consumedService,Microsoft.Storage
49276,consumedService,Microsoft.Storage
7524,consumedService,Microsoft.Network
24097,consumedService,Microsoft.EventHub
25558,consumedService,microsoft.web
38871,consumedService,Microsoft.NotificationHubs
53725,consumedService,Microsoft.Compute
19917,consumedService,MICROSOFT.DATAFACTORY
42071,consumedService,Microsoft.Storage
46729,consumedService,Microsoft.Compute
11874,consumedService,microsoft.insights
17444,consumedService,microsoft.insights
997,consumedService,Microsoft.Storage
9855,consumedService,Microsoft.Storage
45766,consumedService,Microsoft.Storage
22525,consumedService,microsoft.web
46736,consumedService,Microsoft.Sql
52576,consumedService,Microsoft.Storage
2098,consumedService,Microsoft.Storage
36351,consumedService,Microsoft.Storage
41018,consumedService,microsoft.web
49184,consumedService,Microsoft.Storage
25433,consumedService,Microsoft.Storage
2039,consumedService,Microsoft.Storage
13519,consumedService,Microsoft.Storage
1635,consumedService,Microsoft.Storage
26185,consumedService,microsoft.web
51463,consumedService,Microsoft.Compute
23219,consumedService,Microsoft.NotificationHubs
43760,resourceId,/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/QueMesaBotArchive/providers/Microsoft.CognitiveServices/accounts/QueBot
10259,resourceId,/SUBSCRIPTIONS/D3E17D2E-FA87-4E79-933D-B3159BDE6586/RESOURCEGROUPS/RG-NSWTRANSPORT/PROVIDERS/MICROSOFT.DATAFACTORY/FACTORIES/NSWTRANSDEV001
17794,resourceId,/subscriptions/0b99ca5c-439a-4841-9e1b-bc078bc5d07a/resourceGroups/DevOps-Build-Agents/providers/Microsoft.Network/publicIPAddresses/DevOpsBuildAgentProdLinuxPoolVM-ip
14970,resourceId,/subscriptions/d3e17d2e-fa87-4e79-933d-b3159bde6586/resourceGroups/DEVOPSBUILDAGENTSPRODRG/providers/Microsoft.Compute/virtualMachines/DevOpsBuildAgentProdWindowsVM
30697,resourceId,/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/SynapseDemo/providers/Microsoft.Storage/storageAccounts/synapsedemorj
18863,resourceId,/subscriptions/8c1e1941-46b6-4bce-a4eb-e9a27d69154f/resourceGroups/databricks-rg-costbot_devops_integration-7ccwcgbkmgmly/providers/Microsoft.Storage/storageAccounts/dbstoragezz2jdpc6v4e5u
54181,resourceId,/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CostBotDev/providers/Microsoft.Storage/storageAccounts/rmcostbotstorage001
49708,resourceId,/subscriptions/bb0e5691-f47c-49ab-af30-bfe9dd28bdba/resourceGroups/CostBot-Dev/providers/Microsoft.Storage/storageAccounts/costbotexports
44591,resourceId,/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/IoTDevKit/providers/Microsoft.Storage/storageAccounts/rjiot
16128,resourceId,/subscriptions/d3e17d2e-fa87-4e79-933d-b3159bde6586/resourceGroups/rg-nswtransport/providers/Microsoft.Storage/storageAccounts/nswtransdevdls001
18281,resourceId,/subscriptions/8c1e1941-46b6-4bce-a4eb-e9a27d69154f/resourceGroups/TeamsAppFoundation/providers/Microsoft.Storage/storageAccounts/teamsapp
45153,resourceId,/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/AbnerSynapseTest/providers/Microsoft.Storage/storageAccounts/nytaxi2013
7957,resourceId,/subscriptions/ed42b78a-dad6-4e14-89b9-e88191618c37/resourceGroups/NSWTransport/providers/Microsoft.Storage/storageAccounts/ddtossdvshaadl001
45655,resourceId,/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/AbnerSynapseTest/providers/Microsoft.Storage/storageAccounts/streamcall
7670,resourceId,/subscriptions/ed42b78a-dad6-4e14-89b9-e88191618c37/resourceGroups/NSWTransport/providers/Microsoft.ApiManagement/service/transport-data-durable-fun-apim
22397,resourceId,/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/QueMesaBotArchive/providers/Microsoft.CognitiveServices/accounts/QueBot
39932,resourceId,/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/IoTDevKit/providers/Microsoft.Storage/storageAccounts/rjiot
3599,resourceId,/subscriptions/ed42b78a-dad6-4e14-89b9-e88191618c37/resourceGroups/NSWTransport/providers/Microsoft.Storage/storageAccounts/ddtossdvshaadl001
42263,resourceId,/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/quemesa/providers/Microsoft.Storage/storageAccounts/quemesa
7151,resourceId,/subscriptions/ed42b78a-dad6-4e14-89b9-e88191618c37/resourceGroups/DATABRICKS-RG-TRANSPORTDATABRICKS-EJSI7XXZOVMM6/providers/Microsoft.Compute/disks/26c26305f54c42a0920ed3445c4b983a_disk1_cca59b6d02c4433493992a0192a8d35c
24771,resourceId,/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/AbnerSynapseTest/providers/Microsoft.Storage/storageAccounts/nytaxi2013
28167,resourceId,/subscriptions/01639594-CF98-4011-B14A-905062F4AA23/resourceGroups/QueMesa/providers/Microsoft.Sql/servers/quemesa/databases/QueMesa
46391,resourceId,/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/AbnerSynapseTest/providers/Microsoft.Storage/storageAccounts/datalakegen2testde
11679,resourceId,/subscriptions/d3e17d2e-fa87-4e79-933d-b3159bde6586/resourceGroups/DevOpsBuildAgentsProdRG/providers/microsoft.insights/scheduledqueryrules/SequencedStartStop_Parent
34500,resourceId,/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/AbnerSynapseTest/providers/Microsoft.Storage/storageAccounts/streamcall
52457,resourceId,/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/SOTest1/providers/Microsoft.Storage/storageAccounts/tfsa21269
48871,resourceId,/subscriptions/bb0e5691-f47c-49ab-af30-bfe9dd28bdba/resourceGroups/Developement/providers/Microsoft.Storage/storageAccounts/developementdiag480
7259,resourceId,/subscriptions/ed42b78a-dad6-4e14-89b9-e88191618c37/resourceGroups/NSWTransport/providers/Microsoft.ApiManagement/service/transport-data-durable-fun-apim
8536,resourceId,/subscriptions/ed42b78a-dad6-4e14-89b9-e88191618c37/resourceGroups/NSWTransport/providers/Microsoft.Storage/storageAccounts/storageaccountnswtraf5a
9734,resourceId,/subscriptions/d3e17d2e-fa87-4e79-933d-b3159bde6586/resourceGroups/rg-nswtransport/providers/Microsoft.Storage/storageAccounts/nswtransdevdls001
38140,resourceId,/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/Test-JeffreyUng/providers/Microsoft.Storage/storageAccounts/srcinbound
5596,resourceId,/subscriptions/ed42b78a-dad6-4e14-89b9-e88191618c37/resourceGroups/NSWTransport/providers/Microsoft.Storage/storageAccounts/ddtossdvshaadl001
54215,resourceId,/subscriptions/3b850c94-10ac-4e1b-8824-4d83a8002e5f/resourceGroups/CostBotDev/providers/Microsoft.Storage/storageAccounts/costbot0python0admin
23418,resourceId,/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/IoTDevKit/providers/Microsoft.ServiceBus/namespaces/iotdevkit
47308,resourceId,/subscriptions/bb0e5691-f47c-49ab-af30-bfe9dd28bdba/resourceGroups/Developement/providers/Microsoft.EventHub/namespaces/ajeventhub
1064,resourceId,/subscriptions/ed42b78a-dad6-4e14-89b9-e88191618c37/resourceGroups/KK/providers/Microsoft.Storage/storageAccounts/ddkkfunctionsstorage
43433,resourceId,/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/SynapseDemo/providers/Microsoft.Storage/storageAccounts/synapsedemorj
10206,resourceId,/subscriptions/d3e17d2e-fa87-4e79-933d-b3159bde6586/resourceGroups/DevOpsBuildAgentsProdRG/providers/Microsoft.Insights/actionGroups/StartStop_VM_Notification
24852,resourceId,/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/AbnerSynapseTest/providers/Microsoft.Storage/storageAccounts/streamcall
15165,resourceId,/subscriptions/d3e17d2e-fa87-4e79-933d-b3159bde6586/resourceGroups/DEVOPSBUILDAGENTSPRODRG/providers/Microsoft.Compute/virtualMachines/DevOpsBuildAgentProdWindowsVM
40558,resourceId,/subscriptions/01639594-cf98-4011-b14a-905062f4aa23/resourceGroups/SynapseDemo/providers/Microsoft.Storage/storageAccounts/synapsedemorj
