DateKey,FullDateAlternateKey,Day Number Of Week,English Day Name Of Week,Spanish Day Name Of Week,French Day Name Of Week,Day Number Of Month,Day Number Of Year,Week Number Of Year,English Month Name,Spanish Month Name,French Month Name,Month Number Of Year,Calendar Quarter,Calendar Year,Calendar Semester,Fiscal Quarter,Fiscal Year,Fiscal Semester,Month Year,2 Digit Month Number,2 Digit Month Number SW
20100411,2010-04-11 00:00:00.000,1,"Sunday","Domingo","Dimanche",11,101,16,"April","Abril","Avril",4,2,2010,1,4,2010,2,"04-2010","04","04"
20100412,2010-04-12 00:00:00.000,2,"Monday","Lunes","Lundi",12,102,16,"April","Abril","Avril",4,2,2010,1,4,2010,2,"04-2010","04","04"
20100413,2010-04-13 00:00:00.000,3,"Tuesday","Martes","Mardi",13,103,16,"April","Abril","Avril",4,2,2010,1,4,2010,2,"04-2010","04","04"
20100414,2010-04-14 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",14,104,16,"April","Abril","Avril",4,2,2010,1,4,2010,2,"04-2010","04","04"
20100415,2010-04-15 00:00:00.000,5,"Thursday","Jueves","Jeudi",15,105,16,"April","Abril","Avril",4,2,2010,1,4,2010,2,"04-2010","04","04"
20100416,2010-04-16 00:00:00.000,6,"Friday","Viernes","Vendredi",16,106,16,"April","Abril","Avril",4,2,2010,1,4,2010,2,"04-2010","04","04"
20100417,2010-04-17 00:00:00.000,7,"Saturday","Sábado","Samedi",17,107,16,"April","Abril","Avril",4,2,2010,1,4,2010,2,"04-2010","04","04"
20100418,2010-04-18 00:00:00.000,1,"Sunday","Domingo","Dimanche",18,108,17,"April","Abril","Avril",4,2,2010,1,4,2010,2,"04-2010","04","04"
20100419,2010-04-19 00:00:00.000,2,"Monday","Lunes","Lundi",19,109,17,"April","Abril","Avril",4,2,2010,1,4,2010,2,"04-2010","04","04"
20100420,2010-04-20 00:00:00.000,3,"Tuesday","Martes","Mardi",20,110,17,"April","Abril","Avril",4,2,2010,1,4,2010,2,"04-2010","04","04"
20100421,2010-04-21 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",21,111,17,"April","Abril","Avril",4,2,2010,1,4,2010,2,"04-2010","04","04"
20100422,2010-04-22 00:00:00.000,5,"Thursday","Jueves","Jeudi",22,112,17,"April","Abril","Avril",4,2,2010,1,4,2010,2,"04-2010","04","04"
20100423,2010-04-23 00:00:00.000,6,"Friday","Viernes","Vendredi",23,113,17,"April","Abril","Avril",4,2,2010,1,4,2010,2,"04-2010","04","04"
20100424,2010-04-24 00:00:00.000,7,"Saturday","Sábado","Samedi",24,114,17,"April","Abril","Avril",4,2,2010,1,4,2010,2,"04-2010","04","04"
20100425,2010-04-25 00:00:00.000,1,"Sunday","Domingo","Dimanche",25,115,18,"April","Abril","Avril",4,2,2010,1,4,2010,2,"04-2010","04","04"
20100426,2010-04-26 00:00:00.000,2,"Monday","Lunes","Lundi",26,116,18,"April","Abril","Avril",4,2,2010,1,4,2010,2,"04-2010","04","04"
20100427,2010-04-27 00:00:00.000,3,"Tuesday","Martes","Mardi",27,117,18,"April","Abril","Avril",4,2,2010,1,4,2010,2,"04-2010","04","04"
20100428,2010-04-28 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",28,118,18,"April","Abril","Avril",4,2,2010,1,4,2010,2,"04-2010","04","04"
20100429,2010-04-29 00:00:00.000,5,"Thursday","Jueves","Jeudi",29,119,18,"April","Abril","Avril",4,2,2010,1,4,2010,2,"04-2010","04","04"
20100430,2010-04-30 00:00:00.000,6,"Friday","Viernes","Vendredi",30,120,18,"April","Abril","Avril",4,2,2010,1,4,2010,2,"04-2010","04","04"
20050601,2005-06-01 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",1,152,23,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050602,2005-06-02 00:00:00.000,5,"Thursday","Jueves","Jeudi",2,153,23,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050603,2005-06-03 00:00:00.000,6,"Friday","Viernes","Vendredi",3,154,23,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050604,2005-06-04 00:00:00.000,7,"Saturday","Sábado","Samedi",4,155,23,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050605,2005-06-05 00:00:00.000,1,"Sunday","Domingo","Dimanche",5,156,24,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050606,2005-06-06 00:00:00.000,2,"Monday","Lunes","Lundi",6,157,24,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050607,2005-06-07 00:00:00.000,3,"Tuesday","Martes","Mardi",7,158,24,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050608,2005-06-08 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",8,159,24,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050609,2005-06-09 00:00:00.000,5,"Thursday","Jueves","Jeudi",9,160,24,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050610,2005-06-10 00:00:00.000,6,"Friday","Viernes","Vendredi",10,161,24,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050611,2005-06-11 00:00:00.000,7,"Saturday","Sábado","Samedi",11,162,24,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050612,2005-06-12 00:00:00.000,1,"Sunday","Domingo","Dimanche",12,163,25,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050613,2005-06-13 00:00:00.000,2,"Monday","Lunes","Lundi",13,164,25,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050614,2005-06-14 00:00:00.000,3,"Tuesday","Martes","Mardi",14,165,25,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050615,2005-06-15 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",15,166,25,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050616,2005-06-16 00:00:00.000,5,"Thursday","Jueves","Jeudi",16,167,25,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050617,2005-06-17 00:00:00.000,6,"Friday","Viernes","Vendredi",17,168,25,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050618,2005-06-18 00:00:00.000,7,"Saturday","Sábado","Samedi",18,169,25,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050619,2005-06-19 00:00:00.000,1,"Sunday","Domingo","Dimanche",19,170,26,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050620,2005-06-20 00:00:00.000,2,"Monday","Lunes","Lundi",20,171,26,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050621,2005-06-21 00:00:00.000,3,"Tuesday","Martes","Mardi",21,172,26,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050622,2005-06-22 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",22,173,26,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050623,2005-06-23 00:00:00.000,5,"Thursday","Jueves","Jeudi",23,174,26,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050624,2005-06-24 00:00:00.000,6,"Friday","Viernes","Vendredi",24,175,26,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050625,2005-06-25 00:00:00.000,7,"Saturday","Sábado","Samedi",25,176,26,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050626,2005-06-26 00:00:00.000,1,"Sunday","Domingo","Dimanche",26,177,27,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050627,2005-06-27 00:00:00.000,2,"Monday","Lunes","Lundi",27,178,27,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050628,2005-06-28 00:00:00.000,3,"Tuesday","Martes","Mardi",28,179,27,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050629,2005-06-29 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",29,180,27,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20050630,2005-06-30 00:00:00.000,5,"Thursday","Jueves","Jeudi",30,181,27,"June","Junio","Juin",6,2,2005,1,4,2005,2,"06-2005","06","06"
20060601,2006-06-01 00:00:00.000,5,"Thursday","Jueves","Jeudi",1,152,22,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060602,2006-06-02 00:00:00.000,6,"Friday","Viernes","Vendredi",2,153,22,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060603,2006-06-03 00:00:00.000,7,"Saturday","Sábado","Samedi",3,154,22,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060604,2006-06-04 00:00:00.000,1,"Sunday","Domingo","Dimanche",4,155,23,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060605,2006-06-05 00:00:00.000,2,"Monday","Lunes","Lundi",5,156,23,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060606,2006-06-06 00:00:00.000,3,"Tuesday","Martes","Mardi",6,157,23,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060607,2006-06-07 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",7,158,23,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060608,2006-06-08 00:00:00.000,5,"Thursday","Jueves","Jeudi",8,159,23,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060609,2006-06-09 00:00:00.000,6,"Friday","Viernes","Vendredi",9,160,23,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060610,2006-06-10 00:00:00.000,7,"Saturday","Sábado","Samedi",10,161,23,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060611,2006-06-11 00:00:00.000,1,"Sunday","Domingo","Dimanche",11,162,24,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060612,2006-06-12 00:00:00.000,2,"Monday","Lunes","Lundi",12,163,24,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060613,2006-06-13 00:00:00.000,3,"Tuesday","Martes","Mardi",13,164,24,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060614,2006-06-14 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",14,165,24,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060615,2006-06-15 00:00:00.000,5,"Thursday","Jueves","Jeudi",15,166,24,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060616,2006-06-16 00:00:00.000,6,"Friday","Viernes","Vendredi",16,167,24,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060617,2006-06-17 00:00:00.000,7,"Saturday","Sábado","Samedi",17,168,24,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060618,2006-06-18 00:00:00.000,1,"Sunday","Domingo","Dimanche",18,169,25,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060619,2006-06-19 00:00:00.000,2,"Monday","Lunes","Lundi",19,170,25,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060620,2006-06-20 00:00:00.000,3,"Tuesday","Martes","Mardi",20,171,25,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060621,2006-06-21 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",21,172,25,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060622,2006-06-22 00:00:00.000,5,"Thursday","Jueves","Jeudi",22,173,25,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060623,2006-06-23 00:00:00.000,6,"Friday","Viernes","Vendredi",23,174,25,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060624,2006-06-24 00:00:00.000,7,"Saturday","Sábado","Samedi",24,175,25,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060625,2006-06-25 00:00:00.000,1,"Sunday","Domingo","Dimanche",25,176,26,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060626,2006-06-26 00:00:00.000,2,"Monday","Lunes","Lundi",26,177,26,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060627,2006-06-27 00:00:00.000,3,"Tuesday","Martes","Mardi",27,178,26,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060628,2006-06-28 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",28,179,26,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060629,2006-06-29 00:00:00.000,5,"Thursday","Jueves","Jeudi",29,180,26,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20060630,2006-06-30 00:00:00.000,6,"Friday","Viernes","Vendredi",30,181,26,"June","Junio","Juin",6,2,2006,1,4,2006,2,"06-2006","06","06"
20070601,2007-06-01 00:00:00.000,6,"Friday","Viernes","Vendredi",1,152,22,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070602,2007-06-02 00:00:00.000,7,"Saturday","Sábado","Samedi",2,153,22,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070603,2007-06-03 00:00:00.000,1,"Sunday","Domingo","Dimanche",3,154,23,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070604,2007-06-04 00:00:00.000,2,"Monday","Lunes","Lundi",4,155,23,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070605,2007-06-05 00:00:00.000,3,"Tuesday","Martes","Mardi",5,156,23,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070606,2007-06-06 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",6,157,23,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070607,2007-06-07 00:00:00.000,5,"Thursday","Jueves","Jeudi",7,158,23,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070608,2007-06-08 00:00:00.000,6,"Friday","Viernes","Vendredi",8,159,23,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070609,2007-06-09 00:00:00.000,7,"Saturday","Sábado","Samedi",9,160,23,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070610,2007-06-10 00:00:00.000,1,"Sunday","Domingo","Dimanche",10,161,24,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070611,2007-06-11 00:00:00.000,2,"Monday","Lunes","Lundi",11,162,24,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070612,2007-06-12 00:00:00.000,3,"Tuesday","Martes","Mardi",12,163,24,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070613,2007-06-13 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",13,164,24,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070614,2007-06-14 00:00:00.000,5,"Thursday","Jueves","Jeudi",14,165,24,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070615,2007-06-15 00:00:00.000,6,"Friday","Viernes","Vendredi",15,166,24,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070616,2007-06-16 00:00:00.000,7,"Saturday","Sábado","Samedi",16,167,24,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070617,2007-06-17 00:00:00.000,1,"Sunday","Domingo","Dimanche",17,168,25,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070618,2007-06-18 00:00:00.000,2,"Monday","Lunes","Lundi",18,169,25,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070619,2007-06-19 00:00:00.000,3,"Tuesday","Martes","Mardi",19,170,25,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070620,2007-06-20 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",20,171,25,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070621,2007-06-21 00:00:00.000,5,"Thursday","Jueves","Jeudi",21,172,25,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070622,2007-06-22 00:00:00.000,6,"Friday","Viernes","Vendredi",22,173,25,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070623,2007-06-23 00:00:00.000,7,"Saturday","Sábado","Samedi",23,174,25,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070624,2007-06-24 00:00:00.000,1,"Sunday","Domingo","Dimanche",24,175,26,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070625,2007-06-25 00:00:00.000,2,"Monday","Lunes","Lundi",25,176,26,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070626,2007-06-26 00:00:00.000,3,"Tuesday","Martes","Mardi",26,177,26,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070627,2007-06-27 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",27,178,26,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070628,2007-06-28 00:00:00.000,5,"Thursday","Jueves","Jeudi",28,179,26,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070629,2007-06-29 00:00:00.000,6,"Friday","Viernes","Vendredi",29,180,26,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20070630,2007-06-30 00:00:00.000,7,"Saturday","Sábado","Samedi",30,181,26,"June","Junio","Juin",6,2,2007,1,4,2007,2,"06-2007","06","06"
20080601,2008-06-01 00:00:00.000,1,"Sunday","Domingo","Dimanche",1,153,23,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080602,2008-06-02 00:00:00.000,2,"Monday","Lunes","Lundi",2,154,23,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080603,2008-06-03 00:00:00.000,3,"Tuesday","Martes","Mardi",3,155,23,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080604,2008-06-04 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",4,156,23,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080605,2008-06-05 00:00:00.000,5,"Thursday","Jueves","Jeudi",5,157,23,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080606,2008-06-06 00:00:00.000,6,"Friday","Viernes","Vendredi",6,158,23,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080607,2008-06-07 00:00:00.000,7,"Saturday","Sábado","Samedi",7,159,23,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080608,2008-06-08 00:00:00.000,1,"Sunday","Domingo","Dimanche",8,160,24,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080609,2008-06-09 00:00:00.000,2,"Monday","Lunes","Lundi",9,161,24,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080610,2008-06-10 00:00:00.000,3,"Tuesday","Martes","Mardi",10,162,24,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080611,2008-06-11 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",11,163,24,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080612,2008-06-12 00:00:00.000,5,"Thursday","Jueves","Jeudi",12,164,24,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080613,2008-06-13 00:00:00.000,6,"Friday","Viernes","Vendredi",13,165,24,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080614,2008-06-14 00:00:00.000,7,"Saturday","Sábado","Samedi",14,166,24,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080615,2008-06-15 00:00:00.000,1,"Sunday","Domingo","Dimanche",15,167,25,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080616,2008-06-16 00:00:00.000,2,"Monday","Lunes","Lundi",16,168,25,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080617,2008-06-17 00:00:00.000,3,"Tuesday","Martes","Mardi",17,169,25,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080618,2008-06-18 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",18,170,25,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080619,2008-06-19 00:00:00.000,5,"Thursday","Jueves","Jeudi",19,171,25,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080620,2008-06-20 00:00:00.000,6,"Friday","Viernes","Vendredi",20,172,25,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080621,2008-06-21 00:00:00.000,7,"Saturday","Sábado","Samedi",21,173,25,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080622,2008-06-22 00:00:00.000,1,"Sunday","Domingo","Dimanche",22,174,26,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080623,2008-06-23 00:00:00.000,2,"Monday","Lunes","Lundi",23,175,26,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080624,2008-06-24 00:00:00.000,3,"Tuesday","Martes","Mardi",24,176,26,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080625,2008-06-25 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",25,177,26,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080626,2008-06-26 00:00:00.000,5,"Thursday","Jueves","Jeudi",26,178,26,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080627,2008-06-27 00:00:00.000,6,"Friday","Viernes","Vendredi",27,179,26,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080628,2008-06-28 00:00:00.000,7,"Saturday","Sábado","Samedi",28,180,26,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080629,2008-06-29 00:00:00.000,1,"Sunday","Domingo","Dimanche",29,181,27,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20080630,2008-06-30 00:00:00.000,2,"Monday","Lunes","Lundi",30,182,27,"June","Junio","Juin",6,2,2008,1,4,2008,2,"06-2008","06","06"
20090601,2009-06-01 00:00:00.000,2,"Monday","Lunes","Lundi",1,152,23,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090602,2009-06-02 00:00:00.000,3,"Tuesday","Martes","Mardi",2,153,23,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090603,2009-06-03 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",3,154,23,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090604,2009-06-04 00:00:00.000,5,"Thursday","Jueves","Jeudi",4,155,23,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090605,2009-06-05 00:00:00.000,6,"Friday","Viernes","Vendredi",5,156,23,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090606,2009-06-06 00:00:00.000,7,"Saturday","Sábado","Samedi",6,157,23,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090607,2009-06-07 00:00:00.000,1,"Sunday","Domingo","Dimanche",7,158,24,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090608,2009-06-08 00:00:00.000,2,"Monday","Lunes","Lundi",8,159,24,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090609,2009-06-09 00:00:00.000,3,"Tuesday","Martes","Mardi",9,160,24,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090610,2009-06-10 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",10,161,24,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090611,2009-06-11 00:00:00.000,5,"Thursday","Jueves","Jeudi",11,162,24,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090612,2009-06-12 00:00:00.000,6,"Friday","Viernes","Vendredi",12,163,24,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090613,2009-06-13 00:00:00.000,7,"Saturday","Sábado","Samedi",13,164,24,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090614,2009-06-14 00:00:00.000,1,"Sunday","Domingo","Dimanche",14,165,25,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090615,2009-06-15 00:00:00.000,2,"Monday","Lunes","Lundi",15,166,25,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090616,2009-06-16 00:00:00.000,3,"Tuesday","Martes","Mardi",16,167,25,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090617,2009-06-17 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",17,168,25,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090618,2009-06-18 00:00:00.000,5,"Thursday","Jueves","Jeudi",18,169,25,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090619,2009-06-19 00:00:00.000,6,"Friday","Viernes","Vendredi",19,170,25,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090620,2009-06-20 00:00:00.000,7,"Saturday","Sábado","Samedi",20,171,25,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090621,2009-06-21 00:00:00.000,1,"Sunday","Domingo","Dimanche",21,172,26,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090622,2009-06-22 00:00:00.000,2,"Monday","Lunes","Lundi",22,173,26,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090623,2009-06-23 00:00:00.000,3,"Tuesday","Martes","Mardi",23,174,26,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090624,2009-06-24 00:00:00.000,4,"Wednesday","Miércoles","Mercredi",24,175,26,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090625,2009-06-25 00:00:00.000,5,"Thursday","Jueves","Jeudi",25,176,26,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090626,2009-06-26 00:00:00.000,6,"Friday","Viernes","Vendredi",26,177,26,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090627,2009-06-27 00:00:00.000,7,"Saturday","Sábado","Samedi",27,178,26,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090628,2009-06-28 00:00:00.000,1,"Sunday","Domingo","Dimanche",28,179,27,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
20090629,2009-06-29 00:00:00.000,2,"Monday","Lunes","Lundi",29,180,27,"June","Junio","Juin",6,2,2009,1,4,2009,2,"06-2009","06","06"
