Daily number of positive cases (old methodology),Cumulative number of positive cases (old methodology),Pillar,Nation,Date of reporting,Date of activity,DateDate,7 Day Rolling Average deaths
292,189721,"Pillar 1 (plus partial Pillar 2 for Wales)","UK","07/06/2020","06/06/2020",2020-07-06 00:00:00.000,1659.25
158,189879,"Pillar 1 (plus partial Pillar 2 for Wales)","UK","08/06/2020","07/06/2020",2020-08-06 00:00:00.000,2586
710,190589,"Pillar 1 (plus partial Pillar 2 for Wales)","UK","09/06/2020","08/06/2020",2020-09-06 00:00:00.000,2244.3333333333335
126,190715,"Pillar 1 (plus partial Pillar 2 for Wales)","UK","10/06/2020","09/06/2020",2020-10-06 00:00:00.000,2257.6666666666665
388,191103,"Pillar 1 (plus partial Pillar 2 for Wales)","UK","11/06/2020","10/06/2020",2020-11-06 00:00:00.000,2066
512,191615,"Pillar 1 (plus partial Pillar 2 for Wales)","UK","12/06/2020","11/06/2020",2020-12-06 00:00:00.000,2104.6666666666665
441,192056,"Pillar 1 (plus partial Pillar 2 for Wales)","UK","13/06/2020","12/06/2020",2020-06-13 00:00:00.000,441
363,192419,"Pillar 1 (plus partial Pillar 2 for Wales)","UK","14/06/2020","13/06/2020",2020-06-14 00:00:00.000,402
305,192636,"Pillar 1 (plus partial Pillar 2 for Wales)","UK","15/06/2020","14/06/2020",2020-06-15 00:00:00.000,369.66666666666669
329,192965,"Pillar 1 (plus partial Pillar 2 for Wales)","UK","16/06/2020","15/06/2020",2020-06-16 00:00:00.000,359.5
328,193293,"Pillar 1 (plus partial Pillar 2 for Wales)","UK","17/06/2020","16/06/2020",2020-06-17 00:00:00.000,353.2
336,193629,"Pillar 1 (plus partial Pillar 2 for Wales)","UK","18/06/2020","17/06/2020",2020-06-18 00:00:00.000,350.33333333333331
381,194010,"Pillar 1 (plus partial Pillar 2 for Wales)","UK","19/06/2020","18/06/2020",2020-06-19 00:00:00.000,354.71428571428572
364,194374,"Pillar 1 (plus partial Pillar 2 for Wales)","UK","20/06/2020","19/06/2020",2020-06-20 00:00:00.000,343.71428571428572
336,194710,"Pillar 1 (plus partial Pillar 2 for Wales)","UK","21/06/2020","20/06/2020",2020-06-21 00:00:00.000,339.85714285714283
260,194970,"Pillar 1 (plus partial Pillar 2 for Wales)","UK","22/06/2020","21/06/2020",2020-06-22 00:00:00.000,333.42857142857144
271,195288,"Pillar 1 (plus partial Pillar 2 for Wales)","UK","23/06/2020","22/06/2020",2020-06-23 00:00:00.000,325.14285714285717
164,195451,"Pillar 1 (plus partial Pillar 2 for Wales)","UK","24/06/2020","23/06/2020",2020-06-24 00:00:00.000,301.71428571428572
387,195838,"Pillar 1 (plus partial Pillar 2 for Wales)","UK","25/06/2020","24/06/2020",2020-06-25 00:00:00.000,309
247,196172,"Pillar 1 (plus partial Pillar 2 for Wales)","UK","26/06/2020","25/06/2020",2020-06-26 00:00:00.000,289.85714285714283
246,196418,"Pillar 1 (plus partial Pillar 2 for Wales)","UK","27/06/2020","26/06/2020",2020-06-27 00:00:00.000,273
169,196587,"Pillar 1 (plus partial Pillar 2 for Wales)","UK","28/06/2020","27/06/2020",2020-06-28 00:00:00.000,249.14285714285714
220,196806,"Pillar 1 (plus partial Pillar 2 for Wales)","UK","29/06/2020","28/06/2020",2020-06-29 00:00:00.000,243.42857142857142
226,197032,"Pillar 1 (plus partial Pillar 2 for Wales)","UK","30/06/2020","29/06/2020",2020-06-30 00:00:00.000,237
214,197246,"Pillar 1 (plus partial Pillar 2 for Wales)","UK","01/07/2020","30/06/2020",2020-01-07 00:00:00.000,1992.5
22,108,"Pillar 1","Northern Ireland","21/03/2020","20/03/2020",2020-03-21 00:00:00.000,22
20,128,"Pillar 1","Northern Ireland","22/03/2020","21/03/2020",2020-03-22 00:00:00.000,21
20,148,"Pillar 1","Northern Ireland","23/03/2020","22/03/2020",2020-03-23 00:00:00.000,20.666666666666668
24,172,"Pillar 1","Northern Ireland","24/03/2020","23/03/2020",2020-03-24 00:00:00.000,21.5
37,209,"Pillar 1","Northern Ireland","25/03/2020","24/03/2020",2020-03-25 00:00:00.000,24.6
32,241,"Pillar 1","Northern Ireland","26/03/2020","25/03/2020",2020-03-26 00:00:00.000,25.833333333333332
34,275,"Pillar 1","Northern Ireland","27/03/2020","26/03/2020",2020-03-27 00:00:00.000,27
49,324,"Pillar 1","Northern Ireland","28/03/2020","27/03/2020",2020-03-28 00:00:00.000,30.857142857142858
86,410,"Pillar 1","Northern Ireland","29/03/2020","28/03/2020",2020-03-29 00:00:00.000,40.285714285714285
123,533,"Pillar 1","Northern Ireland","30/03/2020","29/03/2020",2020-03-30 00:00:00.000,55
53,586,"Pillar 1","Northern Ireland","31/03/2020","30/03/2020",2020-03-31 00:00:00.000,59.142857142857146
103,689,"Pillar 1","Northern Ireland","01/04/2020","31/03/2020",2020-01-04 00:00:00.000,103
85,774,"Pillar 1","Northern Ireland","02/04/2020","01/04/2020",2020-02-04 00:00:00.000,85
130,904,"Pillar 1","Northern Ireland","03/04/2020","02/04/2020",2020-03-04 00:00:00.000,130
94,998,"Pillar 1","Northern Ireland","04/04/2020","03/04/2020",2020-04-04 00:00:00.000,89
91,1089,"Pillar 1","Northern Ireland","05/04/2020","04/04/2020",2020-05-04 00:00:00.000,63.25
69,1158,"Pillar 1","Northern Ireland","06/04/2020","05/04/2020",2020-06-04 00:00:00.000,26.5
97,1255,"Pillar 1","Northern Ireland","07/04/2020","06/04/2020",2020-07-04 00:00:00.000,25
84,1339,"Pillar 1","Northern Ireland","08/04/2020","07/04/2020",2020-08-04 00:00:00.000,84
138,1477,"Pillar 1","Northern Ireland","09/04/2020","08/04/2020",2020-09-04 00:00:00.000,138
112,1589,"Pillar 1","Northern Ireland","10/04/2020","09/04/2020",2020-10-04 00:00:00.000,112
128,1717,"Pillar 1","Northern Ireland","11/04/2020","10/04/2020",2020-11-04 00:00:00.000,128
89,1806,"Pillar 1","Northern Ireland","12/04/2020","11/04/2020",2020-12-04 00:00:00.000,89
76,1882,"Pillar 1","Northern Ireland","13/04/2020","12/04/2020",2020-04-13 00:00:00.000,76
85,1967,"Pillar 1","Northern Ireland","14/04/2020","13/04/2020",2020-04-14 00:00:00.000,80.5
121,2088,"Pillar 1","Northern Ireland","15/04/2020","14/04/2020",2020-04-15 00:00:00.000,94
113,2201,"Pillar 1","Northern Ireland","16/04/2020","15/04/2020",2020-04-16 00:00:00.000,98.75
137,2338,"Pillar 1","Northern Ireland","17/04/2020","16/04/2020",2020-04-17 00:00:00.000,106.4
148,2486,"Pillar 1","Northern Ireland","18/04/2020","17/04/2020",2020-04-18 00:00:00.000,113.33333333333333
159,2645,"Pillar 1","Northern Ireland","19/04/2020","18/04/2020",2020-04-19 00:00:00.000,119.85714285714286
83,2728,"Pillar 1","Northern Ireland","20/04/2020","19/04/2020",2020-04-20 00:00:00.000,120.85714285714286
30,2758,"Pillar 1","Northern Ireland","21/04/2020","20/04/2020",2020-04-21 00:00:00.000,113
116,2874,"Pillar 1","Northern Ireland","22/04/2020","21/04/2020",2020-04-22 00:00:00.000,112.28571428571429
142,3016,"Pillar 1","Northern Ireland","23/04/2020","22/04/2020",2020-04-23 00:00:00.000,116.42857142857143
106,3122,"Pillar 1","Northern Ireland","24/04/2020","23/04/2020",2020-04-24 00:00:00.000,112
104,3226,"Pillar 1","Northern Ireland","25/04/2020","24/04/2020",2020-04-25 00:00:00.000,105.71428571428571
82,3308,"Pillar 1","Northern Ireland","26/04/2020","25/04/2020",2020-04-26 00:00:00.000,94.714285714285708
66,3374,"Pillar 1","Northern Ireland","27/04/2020","26/04/2020",2020-04-27 00:00:00.000,92.285714285714292
34,3408,"Pillar 1","Northern Ireland","28/04/2020","27/04/2020",2020-04-28 00:00:00.000,92.857142857142861
55,3463,"Pillar 1","Northern Ireland","29/04/2020","28/04/2020",2020-04-29 00:00:00.000,84.142857142857139
73,3536,"Pillar 1","Northern Ireland","30/04/2020","29/04/2020",2020-04-30 00:00:00.000,74.285714285714292
87,3623,"Pillar 1","Northern Ireland","01/05/2020","30/04/2020",2020-01-05 00:00:00.000,95
66,3689,"Pillar 1","Northern Ireland","02/05/2020","01/05/2020",2020-02-05 00:00:00.000,75.5
78,3767,"Pillar 1","Northern Ireland","03/05/2020","02/05/2020",2020-03-05 00:00:00.000,104
69,3836,"Pillar 1","Northern Ireland","04/05/2020","03/05/2020",2020-04-05 00:00:00.000,84.75
45,3881,"Pillar 1","Northern Ireland","05/05/2020","04/05/2020",2020-05-05 00:00:00.000,66
53,3934,"Pillar 1","Northern Ireland","06/05/2020","05/05/2020",2020-06-05 00:00:00.000,35.5
50,3984,"Pillar 1","Northern Ireland","07/05/2020","06/05/2020",2020-07-05 00:00:00.000,37.25
38,4022,"Pillar 1","Northern Ireland","08/05/2020","07/05/2020",2020-08-05 00:00:00.000,61
56,4078,"Pillar 1","Northern Ireland","09/05/2020","08/05/2020",2020-09-05 00:00:00.000,97
41,4119,"Pillar 1","Northern Ireland","10/05/2020","09/05/2020",2020-10-05 00:00:00.000,76.5
30,4149,"Pillar 1","Northern Ireland","11/05/2020","10/05/2020",2020-11-05 00:00:00.000,79
44,4193,"Pillar 1","Northern Ireland","12/05/2020","11/05/2020",2020-12-05 00:00:00.000,66.5
60,4253,"Pillar 1","Northern Ireland","13/05/2020","12/05/2020",2020-05-13 00:00:00.000,60
38,4291,"Pillar 1","Northern Ireland","14/05/2020","13/05/2020",2020-05-14 00:00:00.000,49
26,4317,"Pillar 1","Northern Ireland","15/05/2020","14/05/2020",2020-05-15 00:00:00.000,41.333333333333336
40,4357,"Pillar 1","Northern Ireland","16/05/2020","15/05/2020",2020-05-16 00:00:00.000,41
28,4385,"Pillar 1","Northern Ireland","17/05/2020","16/05/2020",2020-05-17 00:00:00.000,38.4
16,4401,"Pillar 1","Northern Ireland","18/05/2020","17/05/2020",2020-05-18 00:00:00.000,34.666666666666664
20,4421,"Pillar 1","Northern Ireland","19/05/2020","18/05/2020",2020-05-19 00:00:00.000,32.571428571428569
18,4439,"Pillar 1","Northern Ireland","20/05/2020","19/05/2020",2020-05-20 00:00:00.000,26.571428571428573
42,4481,"Pillar 1","Northern Ireland","21/05/2020","20/05/2020",2020-05-21 00:00:00.000,27.142857142857142
23,4504,"Pillar 1","Northern Ireland","22/05/2020","21/05/2020",2020-05-22 00:00:00.000,26.714285714285715
41,4545,"Pillar 1","Northern Ireland","23/05/2020","22/05/2020",2020-05-23 00:00:00.000,26.857142857142858
25,4570,"Pillar 1","Northern Ireland","24/05/2020","23/05/2020",2020-05-24 00:00:00.000,26.428571428571427
39,4609,"Pillar 1","Northern Ireland","25/05/2020","24/05/2020",2020-05-25 00:00:00.000,29.714285714285715
28,4637,"Pillar 1","Northern Ireland","26/05/2020","25/05/2020",2020-05-26 00:00:00.000,30.857142857142858
26,4663,"Pillar 1","Northern Ireland","27/05/2020","26/05/2020",2020-05-27 00:00:00.000,32
16,4679,"Pillar 1","Northern Ireland","28/05/2020","27/05/2020",2020-05-28 00:00:00.000,28.285714285714285
17,4696,"Pillar 1","Northern Ireland","29/05/2020","28/05/2020",2020-05-29 00:00:00.000,27.428571428571427
13,4709,"Pillar 1","Northern Ireland","30/05/2020","29/05/2020",2020-05-30 00:00:00.000,23.428571428571427
7,4716,"Pillar 1","Northern Ireland","31/05/2020","30/05/2020",2020-05-31 00:00:00.000,20.857142857142858
12,4728,"Pillar 1","Northern Ireland","01/06/2020","31/05/2020",2020-01-06 00:00:00.000,67.333333333333329
4,4732,"Pillar 1","Northern Ireland","02/06/2020","01/06/2020",2020-02-06 00:00:00.000,51.666666666666664
8,4740,"Pillar 1","Northern Ireland","03/06/2020","02/06/2020",2020-03-06 00:00:00.000,72
33,4773,"Pillar 1","Northern Ireland","04/06/2020","03/06/2020",2020-04-06 00:00:00.000,62.25
3,4776,"Pillar 1","Northern Ireland","05/06/2020","04/06/2020",2020-05-06 00:00:00.000,53
14,4790,"Pillar 1","Northern Ireland","06/06/2020","05/06/2020",2020-06-06 00:00:00.000,35.75
6,4796,"Pillar 1","Northern Ireland","07/06/2020","06/06/2020",2020-07-06 00:00:00.000,38.25
6,4802,"Pillar 1","Northern Ireland","08/06/2020","07/06/2020",2020-08-06 00:00:00.000,42.666666666666664
3,4805,"Pillar 1","Northern Ireland","09/06/2020","08/06/2020",2020-09-06 00:00:00.000,65.666666666666671
13,4818,"Pillar 1","Northern Ireland","10/06/2020","09/06/2020",2020-10-06 00:00:00.000,55.333333333333336
4,4822,"Pillar 1","Northern Ireland","11/06/2020","10/06/2020",2020-11-06 00:00:00.000,54
16,4838,"Pillar 1","Northern Ireland","12/06/2020","11/06/2020",2020-12-06 00:00:00.000,49.666666666666664
3,4841,"Pillar 1","Northern Ireland","13/06/2020","12/06/2020",2020-06-13 00:00:00.000,3
7,4848,"Pillar 1","Northern Ireland","14/06/2020","13/06/2020",2020-06-14 00:00:00.000,5
4,4852,"Pillar 1","Northern Ireland","15/06/2020","14/06/2020",2020-06-15 00:00:00.000,4.666666666666667
2,4854,"Pillar 1","Northern Ireland","16/06/2020","15/06/2020",2020-06-16 00:00:00.000,4
8,4862,"Pillar 1","Northern Ireland","17/06/2020","16/06/2020",2020-06-17 00:00:00.000,4.8
1,4863,"Pillar 1","Northern Ireland","18/06/2020","17/06/2020",2020-06-18 00:00:00.000,4.166666666666667
3,4866,"Pillar 1","Northern Ireland","19/06/2020","18/06/2020",2020-06-19 00:00:00.000,4
0,4866,"Pillar 1","Northern Ireland","20/06/2020","19/06/2020",2020-06-20 00:00:00.000,3.5714285714285716
4,4870,"Pillar 1","Northern Ireland","21/06/2020","20/06/2020",2020-06-21 00:00:00.000,3.1428571428571428
1,4871,"Pillar 1","Northern Ireland","22/06/2020","21/06/2020",2020-06-22 00:00:00.000,2.7142857142857144
0,4871,"Pillar 1","Northern Ireland","23/06/2020","22/06/2020",2020-06-23 00:00:00.000,2.4285714285714284
2,4873,"Pillar 1","Northern Ireland","24/06/2020","23/06/2020",2020-06-24 00:00:00.000,1.5714285714285714
1,4874,"Pillar 1","Northern Ireland","25/06/2020","24/06/2020",2020-06-25 00:00:00.000,1.5714285714285714
2,4876,"Pillar 1","Northern Ireland","26/06/2020","25/06/2020",2020-06-26 00:00:00.000,1.4285714285714286
1,4877,"Pillar 1","Northern Ireland","27/06/2020","26/06/2020",2020-06-27 00:00:00.000,1.5714285714285714
1,4878,"Pillar 1","Northern Ireland","28/06/2020","27/06/2020",2020-06-28 00:00:00.000,1.1428571428571428
2,4880,"Pillar 1","Northern Ireland","29/06/2020","28/06/2020",2020-06-29 00:00:00.000,1.2857142857142858
0,4880,"Pillar 1","Northern Ireland","30/06/2020","29/06/2020",2020-06-30 00:00:00.000,1.2857142857142858
0,4880,"Pillar 1","Northern Ireland","01/07/2020","30/06/2020",2020-01-07 00:00:00.000,50.5
51,373,"Pillar 1","Scotland","21/03/2020","20/03/2020",2020-03-21 00:00:00.000,51
43,416,"Pillar 1","Scotland","22/03/2020","21/03/2020",2020-03-22 00:00:00.000,47
83,499,"Pillar 1","Scotland","23/03/2020","22/03/2020",2020-03-23 00:00:00.000,59
85,584,"Pillar 1","Scotland","24/03/2020","23/03/2020",2020-03-24 00:00:00.000,65.5
135,719,"Pillar 1","Scotland","25/03/2020","24/03/2020",2020-03-25 00:00:00.000,79.4
175,894,"Pillar 1","Scotland","26/03/2020","25/03/2020",2020-03-26 00:00:00.000,95.333333333333329
165,1059,"Pillar 1","Scotland","27/03/2020","26/03/2020",2020-03-27 00:00:00.000,105.28571428571429
186,1245,"Pillar 1","Scotland","28/03/2020","27/03/2020",2020-03-28 00:00:00.000,124.57142857142857
139,1384,"Pillar 1","Scotland","29/03/2020","28/03/2020",2020-03-29 00:00:00.000,138.28571428571428
179,1563,"Pillar 1","Scotland","30/03/2020","29/03/2020",2020-03-30 00:00:00.000,152
430,1993,"Pillar 1","Scotland","31/03/2020","30/03/2020",2020-03-31 00:00:00.000,201.28571428571428
317,2310,"Pillar 1","Scotland","01/04/2020","31/03/2020",2020-01-04 00:00:00.000,317
292,2602,"Pillar 1","Scotland","02/04/2020","01/04/2020",2020-02-04 00:00:00.000,292
399,3001,"Pillar 1","Scotland","03/04/2020","02/04/2020",2020-03-04 00:00:00.000,399
344,3345,"Pillar 1","Scotland","04/04/2020","03/04/2020",2020-04-04 00:00:00.000,273
361,3706,"Pillar 1","Scotland","05/04/2020","04/04/2020",2020-05-04 00:00:00.000,298.25
255,3961,"Pillar 1","Scotland","06/04/2020","05/04/2020",2020-06-04 00:00:00.000,91.75
268,4229,"Pillar 1","Scotland","07/04/2020","06/04/2020",2020-07-04 00:00:00.000,69
336,4565,"Pillar 1","Scotland","08/04/2020","07/04/2020",2020-08-04 00:00:00.000,336
392,4957,"Pillar 1","Scotland","09/04/2020","08/04/2020",2020-09-04 00:00:00.000,392
318,5275,"Pillar 1","Scotland","10/04/2020","09/04/2020",2020-10-04 00:00:00.000,318
315,5590,"Pillar 1","Scotland","11/04/2020","10/04/2020",2020-11-04 00:00:00.000,315
322,5912,"Pillar 1","Scotland","12/04/2020","11/04/2020",2020-12-04 00:00:00.000,322
155,6067,"Pillar 1","Scotland","13/04/2020","12/04/2020",2020-04-13 00:00:00.000,155
291,6358,"Pillar 1","Scotland","14/04/2020","13/04/2020",2020-04-14 00:00:00.000,223
390,6748,"Pillar 1","Scotland","15/04/2020","14/04/2020",2020-04-15 00:00:00.000,278.66666666666669
354,7102,"Pillar 1","Scotland","16/04/2020","15/04/2020",2020-04-16 00:00:00.000,297.5
307,7409,"Pillar 1","Scotland","17/04/2020","16/04/2020",2020-04-17 00:00:00.000,299.4
411,7820,"Pillar 1","Scotland","18/04/2020","17/04/2020",2020-04-18 00:00:00.000,318
367,8187,"Pillar 1","Scotland","19/04/2020","18/04/2020",2020-04-19 00:00:00.000,325
263,8450,"Pillar 1","Scotland","20/04/2020","19/04/2020",2020-04-20 00:00:00.000,340.42857142857144
222,8672,"Pillar 1","Scotland","21/04/2020","20/04/2020",2020-04-21 00:00:00.000,330.57142857142856
366,9038,"Pillar 1","Scotland","22/04/2020","21/04/2020",2020-04-22 00:00:00.000,327.14285714285717
371,9409,"Pillar 1","Scotland","23/04/2020","22/04/2020",2020-04-23 00:00:00.000,329.57142857142856
288,9697,"Pillar 1","Scotland","24/04/2020","23/04/2020",2020-04-24 00:00:00.000,326.85714285714283
354,10051,"Pillar 1","Scotland","25/04/2020","24/04/2020",2020-04-25 00:00:00.000,318.71428571428572
273,10324,"Pillar 1","Scotland","26/04/2020","25/04/2020",2020-04-26 00:00:00.000,305.28571428571428
197,10521,"Pillar 1","Scotland","27/04/2020","26/04/2020",2020-04-27 00:00:00.000,295.85714285714283
200,10721,"Pillar 1","Scotland","28/04/2020","27/04/2020",2020-04-28 00:00:00.000,292.71428571428572
313,11034,"Pillar 1","Scotland","29/04/2020","28/04/2020",2020-04-29 00:00:00.000,285.14285714285717
319,11353,"Pillar 1","Scotland","30/04/2020","29/04/2020",2020-04-30 00:00:00.000,277.71428571428572
301,11654,"Pillar 1","Scotland","01/05/2020","30/04/2020",2020-01-05 00:00:00.000,309
273,11927,"Pillar 1","Scotland","02/05/2020","01/05/2020",2020-02-05 00:00:00.000,282.5
170,12097,"Pillar 1","Scotland","03/05/2020","02/05/2020",2020-03-05 00:00:00.000,284.5
169,12266,"Pillar 1","Scotland","04/05/2020","03/05/2020",2020-04-05 00:00:00.000,280.5
171,12437,"Pillar 1","Scotland","05/05/2020","04/05/2020",2020-05-05 00:00:00.000,291
272,12709,"Pillar 1","Scotland","06/05/2020","05/05/2020",2020-06-05 00:00:00.000,150
215,12924,"Pillar 1","Scotland","07/05/2020","06/05/2020",2020-07-05 00:00:00.000,122.5
225,13149,"Pillar 1","Scotland","08/05/2020","07/05/2020",2020-08-05 00:00:00.000,280.5
156,13305,"Pillar 1","Scotland","09/05/2020","08/05/2020",2020-09-05 00:00:00.000,274
181,13486,"Pillar 1","Scotland","10/05/2020","09/05/2020",2020-10-05 00:00:00.000,249.5
141,13627,"Pillar 1","Scotland","11/05/2020","10/05/2020",2020-11-05 00:00:00.000,228
136,13763,"Pillar 1","Scotland","12/05/2020","11/05/2020",2020-12-05 00:00:00.000,229
166,13929,"Pillar 1","Scotland","13/05/2020","12/05/2020",2020-05-13 00:00:00.000,166
188,14117,"Pillar 1","Scotland","14/05/2020","13/05/2020",2020-05-14 00:00:00.000,177
143,14260,"Pillar 1","Scotland","15/05/2020","14/05/2020",2020-05-15 00:00:00.000,165.66666666666666
187,14447,"Pillar 1","Scotland","16/05/2020","15/05/2020",2020-05-16 00:00:00.000,171
90,14537,"Pillar 1","Scotland","17/05/2020","16/05/2020",2020-05-17 00:00:00.000,154.8
57,14594,"Pillar 1","Scotland","18/05/2020","17/05/2020",2020-05-18 00:00:00.000,138.5
61,14655,"Pillar 1","Scotland","19/05/2020","18/05/2020",2020-05-19 00:00:00.000,127.42857142857143
96,14751,"Pillar 1","Scotland","20/05/2020","19/05/2020",2020-05-20 00:00:00.000,117.42857142857143
105,14856,"Pillar 1","Scotland","21/05/2020","20/05/2020",2020-05-21 00:00:00.000,105.57142857142857
113,14969,"Pillar 1","Scotland","22/05/2020","21/05/2020",2020-05-22 00:00:00.000,101.28571428571429
72,15041,"Pillar 1","Scotland","23/05/2020","22/05/2020",2020-05-23 00:00:00.000,84.857142857142861
60,15101,"Pillar 1","Scotland","24/05/2020","23/05/2020",2020-05-24 00:00:00.000,80.571428571428569
55,15156,"Pillar 1","Scotland","25/05/2020","24/05/2020",2020-05-25 00:00:00.000,80.285714285714292
29,15185,"Pillar 1","Scotland","26/05/2020","25/05/2020",2020-05-26 00:00:00.000,75.714285714285708
55,15240,"Pillar 1","Scotland","27/05/2020","26/05/2020",2020-05-27 00:00:00.000,69.857142857142861
48,15288,"Pillar 1","Scotland","28/05/2020","27/05/2020",2020-05-28 00:00:00.000,61.714285714285715
39,15327,"Pillar 1","Scotland","29/05/2020","28/05/2020",2020-05-29 00:00:00.000,51.142857142857146
55,15382,"Pillar 1","Scotland","30/05/2020","29/05/2020",2020-05-30 00:00:00.000,48.714285714285715
18,15400,"Pillar 1","Scotland","31/05/2020","30/05/2020",2020-05-31 00:00:00.000,42.714285714285715
18,15418,"Pillar 1","Scotland","01/06/2020","31/05/2020",2020-01-06 00:00:00.000,212
13,15471,"Pillar 1","Scotland","02/06/2020","01/06/2020",2020-02-06 00:00:00.000,192.66666666666666
33,15504,"Pillar 1","Scotland","03/06/2020","02/06/2020",2020-03-06 00:00:00.000,200.66666666666666
49,15553,"Pillar 1","Scotland","04/06/2020","03/06/2020",2020-04-06 00:00:00.000,248
29,15582,"Pillar 1","Scotland","05/06/2020","04/06/2020",2020-05-06 00:00:00.000,220
21,15603,"Pillar 1","Scotland","06/06/2020","05/06/2020",2020-06-06 00:00:00.000,141.5
18,15621,"Pillar 1","Scotland","07/06/2020","06/06/2020",2020-07-06 00:00:00.000,126.25
18,15639,"Pillar 1","Scotland","08/06/2020","07/06/2020",2020-08-06 00:00:00.000,193
14,15653,"Pillar 1","Scotland","09/06/2020","08/06/2020",2020-09-06 00:00:00.000,187.33333333333334
12,15665,"Pillar 1","Scotland","10/06/2020","09/06/2020",2020-10-06 00:00:00.000,170.33333333333334
17,15682,"Pillar 1","Scotland","11/06/2020","10/06/2020",2020-11-06 00:00:00.000,157.66666666666666
27,15709,"Pillar 1","Scotland","12/06/2020","11/06/2020",2020-12-06 00:00:00.000,161.66666666666666
21,15730,"Pillar 1","Scotland","13/06/2020","12/06/2020",2020-06-13 00:00:00.000,21
25,15755,"Pillar 1","Scotland","14/06/2020","13/06/2020",2020-06-14 00:00:00.000,23
20,15687,"Pillar 1","Scotland","15/06/2020","14/06/2020",2020-06-15 00:00:00.000,22
10,15697,"Pillar 1","Scotland","16/06/2020","15/06/2020",2020-06-16 00:00:00.000,19
15,15712,"Pillar 1","Scotland","17/06/2020","16/06/2020",2020-06-17 00:00:00.000,18.2
6,15718,"Pillar 1","Scotland","18/06/2020","17/06/2020",2020-06-18 00:00:00.000,16.166666666666668
24,15742,"Pillar 1","Scotland","19/06/2020","18/06/2020",2020-06-19 00:00:00.000,17.285714285714285
15,15757,"Pillar 1","Scotland","20/06/2020","19/06/2020",2020-06-20 00:00:00.000,16.428571428571427
17,15774,"Pillar 1","Scotland","21/06/2020","20/06/2020",2020-06-21 00:00:00.000,15.285714285714286
10,15784,"Pillar 1","Scotland","22/06/2020","21/06/2020",2020-06-22 00:00:00.000,13.857142857142858
10,15794,"Pillar 1","Scotland","23/06/2020","22/06/2020",2020-06-23 00:00:00.000,13.857142857142858
8,15802,"Pillar 1","Scotland","24/06/2020","23/06/2020",2020-06-24 00:00:00.000,12.857142857142858
0,15802,"Pillar 1","Scotland","25/06/2020","24/06/2020",2020-06-25 00:00:00.000,12
5,15807,"Pillar 1","Scotland","26/06/2020","25/06/2020",2020-06-26 00:00:00.000,9.2857142857142865
7,15814,"Pillar 1","Scotland","27/06/2020","26/06/2020",2020-06-27 00:00:00.000,8.1428571428571423
1,15815,"Pillar 1","Scotland","28/06/2020","27/06/2020",2020-06-28 00:00:00.000,5.8571428571428568
3,15818,"Pillar 1","Scotland","29/06/2020","28/06/2020",2020-06-29 00:00:00.000,4.8571428571428568
4,15822,"Pillar 1","Scotland","30/06/2020","29/06/2020",2020-06-30 00:00:00.000,4
5,15827,"Pillar 1","Scotland","01/07/2020","30/06/2020",2020-01-07 00:00:00.000,160.25
873,4257,"Pillar 1","England","21/03/2020","20/03/2020",2020-03-21 00:00:00.000,873
535,4792,"Pillar 1","England","22/03/2020","21/03/2020",2020-03-22 00:00:00.000,704
793,5585,"Pillar 1","England","23/03/2020","22/03/2020",2020-03-23 00:00:00.000,733.66666666666663
1258,6843,"Pillar 1","England","24/03/2020","23/03/2020",2020-03-24 00:00:00.000,864.75
1130,7973,"Pillar 1","England","25/03/2020","24/03/2020",2020-03-25 00:00:00.000,917.8
1809,9782,"Pillar 1","England","26/03/2020","25/03/2020",2020-03-26 00:00:00.000,1066.3333333333333
2506,12288,"Pillar 1","England","27/03/2020","26/03/2020",2020-03-27 00:00:00.000,1272
2139,14427,"Pillar 1","England","28/03/2020","27/03/2020",2020-03-28 00:00:00.000,1452.8571428571429
2060,16487,"Pillar 1","England","29/03/2020","28/03/2020",2020-03-29 00:00:00.000,1670.7142857142858
2107,18594,"Pillar 1","England","30/03/2020","29/03/2020",2020-03-30 00:00:00.000,1858.4285714285713
2414,21008,"Pillar 1","England","31/03/2020","30/03/2020",2020-03-31 00:00:00.000,2023.5714285714287
3630,24638,"Pillar 1","England","01/04/2020","31/03/2020",2020-01-04 00:00:00.000,3630
3583,28221,"Pillar 1","England","02/04/2020","01/04/2020",2020-02-04 00:00:00.000,3583
3576,31797,"Pillar 1","England","03/04/2020","02/04/2020",2020-03-04 00:00:00.000,3576
2910,34707,"Pillar 1","England","04/04/2020","03/04/2020",2020-04-04 00:00:00.000,2372.75
5107,39814,"Pillar 1","England","05/04/2020","04/04/2020",2020-05-04 00:00:00.000,2745.75
3176,42990,"Pillar 1","England","06/04/2020","05/04/2020",2020-06-04 00:00:00.000,1192.75
2978,45968,"Pillar 1","England","07/04/2020","06/04/2020",2020-07-04 00:00:00.000,853.75
4788,50756,"Pillar 1","England","08/04/2020","07/04/2020",2020-08-04 00:00:00.000,4788
3798,54554,"Pillar 1","England","09/04/2020","08/04/2020",2020-09-04 00:00:00.000,3798
4263,58817,"Pillar 1","England","10/04/2020","09/04/2020",2020-10-04 00:00:00.000,4263
3841,62658,"Pillar 1","England","11/04/2020","10/04/2020",2020-11-04 00:00:00.000,3841
3672,66330,"Pillar 1","England","12/04/2020","11/04/2020",2020-12-04 00:00:00.000,3672
