Date,Year Number,Year,Year Quarter Number,Year Quarter,Year Month Number,Year Month,Month Number,Month,Day of Week Number,Day of Week,Working Day
2011-12-16 00:00:00.000,2011,"CY 2011",20114,"Q4-2011",201112,"December 2011",12,"December",6,"Friday","WorkDay"
2011-12-23 00:00:00.000,2011,"CY 2011",20114,"Q4-2011",201112,"December 2011",12,"December",6,"Friday","WorkDay"
2011-12-30 00:00:00.000,2011,"CY 2011",20114,"Q4-2011",201112,"December 2011",12,"December",6,"Friday","WorkDay"
2005-01-02 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200501,"January 2005",1,"January",1,"Sunday","WeekEnd"
2005-01-09 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200501,"January 2005",1,"January",1,"Sunday","WeekEnd"
2005-01-16 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200501,"January 2005",1,"January",1,"Sunday","WeekEnd"
2005-01-23 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200501,"January 2005",1,"January",1,"Sunday","WeekEnd"
2005-01-30 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200501,"January 2005",1,"January",1,"Sunday","WeekEnd"
2005-02-06 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200502,"February 2005",2,"February",1,"Sunday","WeekEnd"
2005-02-13 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200502,"February 2005",2,"February",1,"Sunday","WeekEnd"
2005-02-20 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200502,"February 2005",2,"February",1,"Sunday","WeekEnd"
2005-02-27 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200502,"February 2005",2,"February",1,"Sunday","WeekEnd"
2005-03-06 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",1,"Sunday","WeekEnd"
2005-03-13 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",1,"Sunday","WeekEnd"
2005-03-20 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",1,"Sunday","WeekEnd"
2005-03-27 00:00:00.000,2005,"CY 2005",20051,"Q1-2005",200503,"March 2005",3,"March",1,"Sunday","WeekEnd"
2005-04-03 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200504,"April 2005",4,"April",1,"Sunday","WeekEnd"
2005-04-10 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200504,"April 2005",4,"April",1,"Sunday","WeekEnd"
2005-04-17 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200504,"April 2005",4,"April",1,"Sunday","WeekEnd"
2005-04-24 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200504,"April 2005",4,"April",1,"Sunday","WeekEnd"
2005-05-01 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200505,"May 2005",5,"May",1,"Sunday","WeekEnd"
2005-05-08 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200505,"May 2005",5,"May",1,"Sunday","WeekEnd"
2005-05-15 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200505,"May 2005",5,"May",1,"Sunday","WeekEnd"
2005-05-22 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200505,"May 2005",5,"May",1,"Sunday","WeekEnd"
2005-05-29 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200505,"May 2005",5,"May",1,"Sunday","WeekEnd"
2005-06-05 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200506,"June 2005",6,"June",1,"Sunday","WeekEnd"
2005-06-12 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200506,"June 2005",6,"June",1,"Sunday","WeekEnd"
2005-06-19 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200506,"June 2005",6,"June",1,"Sunday","WeekEnd"
2005-06-26 00:00:00.000,2005,"CY 2005",20052,"Q2-2005",200506,"June 2005",6,"June",1,"Sunday","WeekEnd"
2005-07-03 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200507,"July 2005",7,"July",1,"Sunday","WeekEnd"
2005-07-10 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200507,"July 2005",7,"July",1,"Sunday","WeekEnd"
2005-07-17 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200507,"July 2005",7,"July",1,"Sunday","WeekEnd"
2005-07-24 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200507,"July 2005",7,"July",1,"Sunday","WeekEnd"
2005-07-31 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200507,"July 2005",7,"July",1,"Sunday","WeekEnd"
2005-08-07 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",1,"Sunday","WeekEnd"
2005-08-14 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",1,"Sunday","WeekEnd"
2005-08-21 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",1,"Sunday","WeekEnd"
2005-08-28 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200508,"August 2005",8,"August",1,"Sunday","WeekEnd"
2005-09-04 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200509,"September 2005",9,"September",1,"Sunday","WeekEnd"
2005-09-11 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200509,"September 2005",9,"September",1,"Sunday","WeekEnd"
2005-09-18 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200509,"September 2005",9,"September",1,"Sunday","WeekEnd"
2005-09-25 00:00:00.000,2005,"CY 2005",20053,"Q3-2005",200509,"September 2005",9,"September",1,"Sunday","WeekEnd"
2005-10-02 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200510,"October 2005",10,"October",1,"Sunday","WeekEnd"
2005-10-09 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200510,"October 2005",10,"October",1,"Sunday","WeekEnd"
2005-10-16 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200510,"October 2005",10,"October",1,"Sunday","WeekEnd"
2005-10-23 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200510,"October 2005",10,"October",1,"Sunday","WeekEnd"
2005-10-30 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200510,"October 2005",10,"October",1,"Sunday","WeekEnd"
2005-11-06 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",1,"Sunday","WeekEnd"
2005-11-13 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",1,"Sunday","WeekEnd"
2005-11-20 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",1,"Sunday","WeekEnd"
2005-11-27 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200511,"November 2005",11,"November",1,"Sunday","WeekEnd"
2005-12-04 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200512,"December 2005",12,"December",1,"Sunday","WeekEnd"
2005-12-11 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200512,"December 2005",12,"December",1,"Sunday","WeekEnd"
2005-12-18 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200512,"December 2005",12,"December",1,"Sunday","WeekEnd"
2005-12-25 00:00:00.000,2005,"CY 2005",20054,"Q4-2005",200512,"December 2005",12,"December",1,"Sunday","WeekEnd"
2006-01-01 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200601,"January 2006",1,"January",1,"Sunday","WeekEnd"
2006-01-08 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200601,"January 2006",1,"January",1,"Sunday","WeekEnd"
2006-01-15 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200601,"January 2006",1,"January",1,"Sunday","WeekEnd"
2006-01-22 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200601,"January 2006",1,"January",1,"Sunday","WeekEnd"
2006-01-29 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200601,"January 2006",1,"January",1,"Sunday","WeekEnd"
2006-02-05 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200602,"February 2006",2,"February",1,"Sunday","WeekEnd"
2006-02-12 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200602,"February 2006",2,"February",1,"Sunday","WeekEnd"
2006-02-19 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200602,"February 2006",2,"February",1,"Sunday","WeekEnd"
2006-02-26 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200602,"February 2006",2,"February",1,"Sunday","WeekEnd"
2006-03-05 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",1,"Sunday","WeekEnd"
2006-03-12 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",1,"Sunday","WeekEnd"
2006-03-19 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",1,"Sunday","WeekEnd"
2006-03-26 00:00:00.000,2006,"CY 2006",20061,"Q1-2006",200603,"March 2006",3,"March",1,"Sunday","WeekEnd"
2006-04-02 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200604,"April 2006",4,"April",1,"Sunday","WeekEnd"
2006-04-09 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200604,"April 2006",4,"April",1,"Sunday","WeekEnd"
2006-04-16 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200604,"April 2006",4,"April",1,"Sunday","WeekEnd"
2006-04-23 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200604,"April 2006",4,"April",1,"Sunday","WeekEnd"
2006-04-30 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200604,"April 2006",4,"April",1,"Sunday","WeekEnd"
2006-05-07 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200605,"May 2006",5,"May",1,"Sunday","WeekEnd"
2006-05-14 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200605,"May 2006",5,"May",1,"Sunday","WeekEnd"
2006-05-21 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200605,"May 2006",5,"May",1,"Sunday","WeekEnd"
2006-05-28 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200605,"May 2006",5,"May",1,"Sunday","WeekEnd"
2006-06-04 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200606,"June 2006",6,"June",1,"Sunday","WeekEnd"
2006-06-11 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200606,"June 2006",6,"June",1,"Sunday","WeekEnd"
2006-06-18 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200606,"June 2006",6,"June",1,"Sunday","WeekEnd"
2006-06-25 00:00:00.000,2006,"CY 2006",20062,"Q2-2006",200606,"June 2006",6,"June",1,"Sunday","WeekEnd"
2006-07-02 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200607,"July 2006",7,"July",1,"Sunday","WeekEnd"
2006-07-09 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200607,"July 2006",7,"July",1,"Sunday","WeekEnd"
2006-07-16 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200607,"July 2006",7,"July",1,"Sunday","WeekEnd"
2006-07-23 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200607,"July 2006",7,"July",1,"Sunday","WeekEnd"
2006-07-30 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200607,"July 2006",7,"July",1,"Sunday","WeekEnd"
2006-08-06 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",1,"Sunday","WeekEnd"
2006-08-13 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",1,"Sunday","WeekEnd"
2006-08-20 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",1,"Sunday","WeekEnd"
2006-08-27 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200608,"August 2006",8,"August",1,"Sunday","WeekEnd"
2006-09-03 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200609,"September 2006",9,"September",1,"Sunday","WeekEnd"
2006-09-10 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200609,"September 2006",9,"September",1,"Sunday","WeekEnd"
2006-09-17 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200609,"September 2006",9,"September",1,"Sunday","WeekEnd"
2006-09-24 00:00:00.000,2006,"CY 2006",20063,"Q3-2006",200609,"September 2006",9,"September",1,"Sunday","WeekEnd"
2006-10-01 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200610,"October 2006",10,"October",1,"Sunday","WeekEnd"
2006-10-08 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200610,"October 2006",10,"October",1,"Sunday","WeekEnd"
2006-10-15 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200610,"October 2006",10,"October",1,"Sunday","WeekEnd"
2006-10-22 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200610,"October 2006",10,"October",1,"Sunday","WeekEnd"
2006-10-29 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200610,"October 2006",10,"October",1,"Sunday","WeekEnd"
2006-11-05 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200611,"November 2006",11,"November",1,"Sunday","WeekEnd"
2006-11-12 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200611,"November 2006",11,"November",1,"Sunday","WeekEnd"
2006-11-19 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200611,"November 2006",11,"November",1,"Sunday","WeekEnd"
2006-11-26 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200611,"November 2006",11,"November",1,"Sunday","WeekEnd"
2006-12-03 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200612,"December 2006",12,"December",1,"Sunday","WeekEnd"
2006-12-10 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200612,"December 2006",12,"December",1,"Sunday","WeekEnd"
2006-12-17 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200612,"December 2006",12,"December",1,"Sunday","WeekEnd"
2006-12-24 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200612,"December 2006",12,"December",1,"Sunday","WeekEnd"
2006-12-31 00:00:00.000,2006,"CY 2006",20064,"Q4-2006",200612,"December 2006",12,"December",1,"Sunday","WeekEnd"
2007-01-07 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200701,"January 2007",1,"January",1,"Sunday","WeekEnd"
2007-01-14 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200701,"January 2007",1,"January",1,"Sunday","WeekEnd"
2007-01-21 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200701,"January 2007",1,"January",1,"Sunday","WeekEnd"
2007-01-28 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200701,"January 2007",1,"January",1,"Sunday","WeekEnd"
2007-02-04 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200702,"February 2007",2,"February",1,"Sunday","WeekEnd"
2007-02-11 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200702,"February 2007",2,"February",1,"Sunday","WeekEnd"
2007-02-18 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200702,"February 2007",2,"February",1,"Sunday","WeekEnd"
2007-02-25 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200702,"February 2007",2,"February",1,"Sunday","WeekEnd"
2007-03-04 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",1,"Sunday","WeekEnd"
2007-03-11 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",1,"Sunday","WeekEnd"
2007-03-18 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",1,"Sunday","WeekEnd"
2007-03-25 00:00:00.000,2007,"CY 2007",20071,"Q1-2007",200703,"March 2007",3,"March",1,"Sunday","WeekEnd"
2007-04-01 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200704,"April 2007",4,"April",1,"Sunday","WeekEnd"
2007-04-08 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200704,"April 2007",4,"April",1,"Sunday","WeekEnd"
2007-04-15 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200704,"April 2007",4,"April",1,"Sunday","WeekEnd"
2007-04-22 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200704,"April 2007",4,"April",1,"Sunday","WeekEnd"
2007-04-29 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200704,"April 2007",4,"April",1,"Sunday","WeekEnd"
2007-05-06 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200705,"May 2007",5,"May",1,"Sunday","WeekEnd"
2007-05-13 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200705,"May 2007",5,"May",1,"Sunday","WeekEnd"
2007-05-20 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200705,"May 2007",5,"May",1,"Sunday","WeekEnd"
2007-05-27 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200705,"May 2007",5,"May",1,"Sunday","WeekEnd"
2007-06-03 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200706,"June 2007",6,"June",1,"Sunday","WeekEnd"
2007-06-10 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200706,"June 2007",6,"June",1,"Sunday","WeekEnd"
2007-06-17 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200706,"June 2007",6,"June",1,"Sunday","WeekEnd"
2007-06-24 00:00:00.000,2007,"CY 2007",20072,"Q2-2007",200706,"June 2007",6,"June",1,"Sunday","WeekEnd"
2007-07-01 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200707,"July 2007",7,"July",1,"Sunday","WeekEnd"
2007-07-08 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200707,"July 2007",7,"July",1,"Sunday","WeekEnd"
2007-07-15 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200707,"July 2007",7,"July",1,"Sunday","WeekEnd"
2007-07-22 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200707,"July 2007",7,"July",1,"Sunday","WeekEnd"
2007-07-29 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200707,"July 2007",7,"July",1,"Sunday","WeekEnd"
2007-08-05 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",1,"Sunday","WeekEnd"
2007-08-12 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",1,"Sunday","WeekEnd"
2007-08-19 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",1,"Sunday","WeekEnd"
2007-08-26 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200708,"August 2007",8,"August",1,"Sunday","WeekEnd"
2007-09-02 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200709,"September 2007",9,"September",1,"Sunday","WeekEnd"
2007-09-09 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200709,"September 2007",9,"September",1,"Sunday","WeekEnd"
2007-09-16 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200709,"September 2007",9,"September",1,"Sunday","WeekEnd"
2007-09-23 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200709,"September 2007",9,"September",1,"Sunday","WeekEnd"
2007-09-30 00:00:00.000,2007,"CY 2007",20073,"Q3-2007",200709,"September 2007",9,"September",1,"Sunday","WeekEnd"
2007-10-07 00:00:00.000,2007,"CY 2007",20074,"Q4-2007",200710,"October 2007",10,"October",1,"Sunday","WeekEnd"
2007-10-14 00:00:00.000,2007,"CY 2007",20074,"Q4-2007",200710,"October 2007",10,"October",1,"Sunday","WeekEnd"
2007-10-21 00:00:00.000,2007,"CY 2007",20074,"Q4-2007",200710,"October 2007",10,"October",1,"Sunday","WeekEnd"
2007-10-28 00:00:00.000,2007,"CY 2007",20074,"Q4-2007",200710,"October 2007",10,"October",1,"Sunday","WeekEnd"
2007-11-04 00:00:00.000,2007,"CY 2007",20074,"Q4-2007",200711,"November 2007",11,"November",1,"Sunday","WeekEnd"
2007-11-11 00:00:00.000,2007,"CY 2007",20074,"Q4-2007",200711,"November 2007",11,"November",1,"Sunday","WeekEnd"
2007-11-18 00:00:00.000,2007,"CY 2007",20074,"Q4-2007",200711,"November 2007",11,"November",1,"Sunday","WeekEnd"
2007-11-25 00:00:00.000,2007,"CY 2007",20074,"Q4-2007",200711,"November 2007",11,"November",1,"Sunday","WeekEnd"
2007-12-02 00:00:00.000,2007,"CY 2007",20074,"Q4-2007",200712,"December 2007",12,"December",1,"Sunday","WeekEnd"
2007-12-09 00:00:00.000,2007,"CY 2007",20074,"Q4-2007",200712,"December 2007",12,"December",1,"Sunday","WeekEnd"
2007-12-16 00:00:00.000,2007,"CY 2007",20074,"Q4-2007",200712,"December 2007",12,"December",1,"Sunday","WeekEnd"
2007-12-23 00:00:00.000,2007,"CY 2007",20074,"Q4-2007",200712,"December 2007",12,"December",1,"Sunday","WeekEnd"
2007-12-30 00:00:00.000,2007,"CY 2007",20074,"Q4-2007",200712,"December 2007",12,"December",1,"Sunday","WeekEnd"
2008-01-06 00:00:00.000,2008,"CY 2008",20081,"Q1-2008",200801,"January 2008",1,"January",1,"Sunday","WeekEnd"
2008-01-13 00:00:00.000,2008,"CY 2008",20081,"Q1-2008",200801,"January 2008",1,"January",1,"Sunday","WeekEnd"
2008-01-20 00:00:00.000,2008,"CY 2008",20081,"Q1-2008",200801,"January 2008",1,"January",1,"Sunday","WeekEnd"
2008-01-27 00:00:00.000,2008,"CY 2008",20081,"Q1-2008",200801,"January 2008",1,"January",1,"Sunday","WeekEnd"
2008-02-03 00:00:00.000,2008,"CY 2008",20081,"Q1-2008",200802,"February 2008",2,"February",1,"Sunday","WeekEnd"
2008-02-10 00:00:00.000,2008,"CY 2008",20081,"Q1-2008",200802,"February 2008",2,"February",1,"Sunday","WeekEnd"
2008-02-17 00:00:00.000,2008,"CY 2008",20081,"Q1-2008",200802,"February 2008",2,"February",1,"Sunday","WeekEnd"
2008-02-24 00:00:00.000,2008,"CY 2008",20081,"Q1-2008",200802,"February 2008",2,"February",1,"Sunday","WeekEnd"
2008-03-02 00:00:00.000,2008,"CY 2008",20081,"Q1-2008",200803,"March 2008",3,"March",1,"Sunday","WeekEnd"
2008-03-09 00:00:00.000,2008,"CY 2008",20081,"Q1-2008",200803,"March 2008",3,"March",1,"Sunday","WeekEnd"
2008-03-16 00:00:00.000,2008,"CY 2008",20081,"Q1-2008",200803,"March 2008",3,"March",1,"Sunday","WeekEnd"
2008-03-23 00:00:00.000,2008,"CY 2008",20081,"Q1-2008",200803,"March 2008",3,"March",1,"Sunday","WeekEnd"
2008-03-30 00:00:00.000,2008,"CY 2008",20081,"Q1-2008",200803,"March 2008",3,"March",1,"Sunday","WeekEnd"
2008-04-06 00:00:00.000,2008,"CY 2008",20082,"Q2-2008",200804,"April 2008",4,"April",1,"Sunday","WeekEnd"
2008-04-13 00:00:00.000,2008,"CY 2008",20082,"Q2-2008",200804,"April 2008",4,"April",1,"Sunday","WeekEnd"
2008-04-20 00:00:00.000,2008,"CY 2008",20082,"Q2-2008",200804,"April 2008",4,"April",1,"Sunday","WeekEnd"
2008-04-27 00:00:00.000,2008,"CY 2008",20082,"Q2-2008",200804,"April 2008",4,"April",1,"Sunday","WeekEnd"
2008-05-04 00:00:00.000,2008,"CY 2008",20082,"Q2-2008",200805,"May 2008",5,"May",1,"Sunday","WeekEnd"
2008-05-11 00:00:00.000,2008,"CY 2008",20082,"Q2-2008",200805,"May 2008",5,"May",1,"Sunday","WeekEnd"
2008-05-18 00:00:00.000,2008,"CY 2008",20082,"Q2-2008",200805,"May 2008",5,"May",1,"Sunday","WeekEnd"
2008-05-25 00:00:00.000,2008,"CY 2008",20082,"Q2-2008",200805,"May 2008",5,"May",1,"Sunday","WeekEnd"
2008-06-01 00:00:00.000,2008,"CY 2008",20082,"Q2-2008",200806,"June 2008",6,"June",1,"Sunday","WeekEnd"
2008-06-08 00:00:00.000,2008,"CY 2008",20082,"Q2-2008",200806,"June 2008",6,"June",1,"Sunday","WeekEnd"
2008-06-15 00:00:00.000,2008,"CY 2008",20082,"Q2-2008",200806,"June 2008",6,"June",1,"Sunday","WeekEnd"
2008-06-22 00:00:00.000,2008,"CY 2008",20082,"Q2-2008",200806,"June 2008",6,"June",1,"Sunday","WeekEnd"
2008-06-29 00:00:00.000,2008,"CY 2008",20082,"Q2-2008",200806,"June 2008",6,"June",1,"Sunday","WeekEnd"
2008-07-06 00:00:00.000,2008,"CY 2008",20083,"Q3-2008",200807,"July 2008",7,"July",1,"Sunday","WeekEnd"
2008-07-13 00:00:00.000,2008,"CY 2008",20083,"Q3-2008",200807,"July 2008",7,"July",1,"Sunday","WeekEnd"
2008-07-20 00:00:00.000,2008,"CY 2008",20083,"Q3-2008",200807,"July 2008",7,"July",1,"Sunday","WeekEnd"
2008-07-27 00:00:00.000,2008,"CY 2008",20083,"Q3-2008",200807,"July 2008",7,"July",1,"Sunday","WeekEnd"
2008-08-03 00:00:00.000,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",1,"Sunday","WeekEnd"
2008-08-10 00:00:00.000,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",1,"Sunday","WeekEnd"
2008-08-17 00:00:00.000,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",1,"Sunday","WeekEnd"
2008-08-24 00:00:00.000,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",1,"Sunday","WeekEnd"
2008-08-31 00:00:00.000,2008,"CY 2008",20083,"Q3-2008",200808,"August 2008",8,"August",1,"Sunday","WeekEnd"
2008-09-07 00:00:00.000,2008,"CY 2008",20083,"Q3-2008",200809,"September 2008",9,"September",1,"Sunday","WeekEnd"
2008-09-14 00:00:00.000,2008,"CY 2008",20083,"Q3-2008",200809,"September 2008",9,"September",1,"Sunday","WeekEnd"
2008-09-21 00:00:00.000,2008,"CY 2008",20083,"Q3-2008",200809,"September 2008",9,"September",1,"Sunday","WeekEnd"
2008-09-28 00:00:00.000,2008,"CY 2008",20083,"Q3-2008",200809,"September 2008",9,"September",1,"Sunday","WeekEnd"
2008-10-05 00:00:00.000,2008,"CY 2008",20084,"Q4-2008",200810,"October 2008",10,"October",1,"Sunday","WeekEnd"
2008-10-12 00:00:00.000,2008,"CY 2008",20084,"Q4-2008",200810,"October 2008",10,"October",1,"Sunday","WeekEnd"
2008-10-19 00:00:00.000,2008,"CY 2008",20084,"Q4-2008",200810,"October 2008",10,"October",1,"Sunday","WeekEnd"
2008-10-26 00:00:00.000,2008,"CY 2008",20084,"Q4-2008",200810,"October 2008",10,"October",1,"Sunday","WeekEnd"
2008-11-02 00:00:00.000,2008,"CY 2008",20084,"Q4-2008",200811,"November 2008",11,"November",1,"Sunday","WeekEnd"
2008-11-09 00:00:00.000,2008,"CY 2008",20084,"Q4-2008",200811,"November 2008",11,"November",1,"Sunday","WeekEnd"
2008-11-16 00:00:00.000,2008,"CY 2008",20084,"Q4-2008",200811,"November 2008",11,"November",1,"Sunday","WeekEnd"
2008-11-23 00:00:00.000,2008,"CY 2008",20084,"Q4-2008",200811,"November 2008",11,"November",1,"Sunday","WeekEnd"
2008-11-30 00:00:00.000,2008,"CY 2008",20084,"Q4-2008",200811,"November 2008",11,"November",1,"Sunday","WeekEnd"
2008-12-07 00:00:00.000,2008,"CY 2008",20084,"Q4-2008",200812,"December 2008",12,"December",1,"Sunday","WeekEnd"
2008-12-14 00:00:00.000,2008,"CY 2008",20084,"Q4-2008",200812,"December 2008",12,"December",1,"Sunday","WeekEnd"
2008-12-21 00:00:00.000,2008,"CY 2008",20084,"Q4-2008",200812,"December 2008",12,"December",1,"Sunday","WeekEnd"
