ticket_nmbr,STATUS,change_date,TIME_IN_STATUS_HRS
"IN10276766","RESOLVED","",0
"IN10276768","RESOLVED","",0
"IN10276769","RESOLVED","",0
"IN10276770","RESOLVED","",0
"IN10276771","RESOLVED","",0
"IN10276772","RESOLVED","",0
"IN10276773","RESOLVED","",0
"IN10276774","RESOLVED","",0
"IN10276775","RESOLVED","",0
"IN10276776","RESOLVED","",0
"IN10276777","RESOLVED","",0
"IN10276778","RESOLVED","",0
"IN10276780","RESOLVED","",0
"IN10276782","RESOLVED","",0
"IN10276783","RESOLVED","",0
"IN10276784","RESOLVED","",0
"IN10276808","RESOLVED","",0
"IN10276809","RESOLVED","",0
"IN10276810","RESOLVED","",0
"IN10276811","RESOLVED","",0
"IN10276812","RESOLVED","",0
"IN10276814","RESOLVED","",0
"IN10276815","RESOLVED","",0
"IN10276816","RESOLVED","",0
"IN10276817","RESOLVED","",0
"IN10276818","RESOLVED","",0
"IN10276819","RESOLVED","",0
"IN10276820","RESOLVED","",0
"IN10276821","RESOLVED","",0
"IN10276822","RESOLVED","",0
"IN10276823","RESOLVED","",0
"IN10276824","RESOLVED","",0
"IN10276826","RESOLVED","",0
"IN10276827","RESOLVED","",0
"IN10276828","RESOLVED","",0
"IN10276829","RESOLVED","",0
"IN10276830","RESOLVED","",0
"IN10276831","RESOLVED","",0
"IN10276832","RESOLVED","",0
"IN10276834","RESOLVED","",0
"IN10276835","RESOLVED","",0
"IN10276836","RESOLVED","",0
"IN10276837","RESOLVED","",0
"IN10276838","RESOLVED","",0
"IN10276839","RESOLVED","",0
"IN10276840","RESOLVED","",0
"IN10276842","RESOLVED","",0
"IN10276843","RESOLVED","",0
"IN10276844","RESOLVED","",0
"IN10276845","RESOLVED","",0
"IN10276846","RESOLVED","",0
"IN10276847","RESOLVED","",0
"IN10276848","RESOLVED","",0
"IN10276849","RESOLVED","",0
"IN10276871","RESOLVED","",0
"IN10276872","RESOLVED","",0
"IN10276873","RESOLVED","",0
"IN10276874","RESOLVED","",0
"IN10276875","RESOLVED","",0
"IN10276876","RESOLVED","",0
"IN10276877","RESOLVED","",0
"IN10276878","RESOLVED","",0
"IN10276879","RESOLVED","",0
"IN10276881","RESOLVED","",0
"IN10276882","RESOLVED","",0
"IN10276883","RESOLVED","",0
"IN10276884","RESOLVED","",0
"IN10276885","RESOLVED","",0
"IN10276886","RESOLVED","",0
"IN10276887","RESOLVED","",0
"IN10276888","RESOLVED","",0
"IN10276889","RESOLVED","",0
"IN10276904","RESOLVED","",0
"IN10276921","RESOLVED","",0
"IN10276925","RESOLVED","",0
"IN10276930","RESOLVED","",0
"IN10276932","RESOLVED","",0
"IN10276933","RESOLVED","",0
"IN10276934","RESOLVED","",0
"IN10276935","RESOLVED","",0
"IN10276936","RESOLVED","",0
"IN10276937","RESOLVED","",0
"IN10276938","RESOLVED","",0
"IN10276941","RESOLVED","",0
"IN10276942","RESOLVED","",0
"IN10276943","RESOLVED","",0
"IN10276944","RESOLVED","",0
"IN10276945","RESOLVED","",0
"IN10276948","RESOLVED","",0
"IN10276950","RESOLVED","",0
"IN10276951","RESOLVED","",0
"IN10276952","RESOLVED","",0
"IN10276953","RESOLVED","",0
"IN10276954","RESOLVED","",0
"IN10276956","RESOLVED","",0
"IN10276957","RESOLVED","",0
"IN10276958","RESOLVED","",0
"IN10276960","RESOLVED","",0
"IN10276961","RESOLVED","",0
"IN10276962","RESOLVED","",0
"IN10276963","RESOLVED","",0
"IN10276964","RESOLVED","",0
"IN10276965","RESOLVED","",0
"IN10276966","RESOLVED","",0
"IN10276967","RESOLVED","",0
"IN10276968","RESOLVED","",0
"IN10276971","RESOLVED","",0
"IN10276972","RESOLVED","",0
"IN10276973","RESOLVED","",0
"IN10276974","RESOLVED","",0
"IN10276975","RESOLVED","",0
"IN10276977","RESOLVED","",0
"IN10276978","RESOLVED","",0
"IN10276979","RESOLVED","",0
"IN10276980","RESOLVED","",0
"IN10276982","RESOLVED","",0
"IN10276983","RESOLVED","",0
"IN10276984","RESOLVED","",0
"IN10276986","RESOLVED","",0
"IN10276987","RESOLVED","",0
"IN10276988","RESOLVED","",0
"IN10276989","RESOLVED","",0
"IN10276990","RESOLVED","",0
"IN10276991","RESOLVED","",0
"IN10276992","RESOLVED","",0
"IN10276993","RESOLVED","",0
"IN10276994","RESOLVED","",0
"IN10276995","RESOLVED","",0
"IN10276996","RESOLVED","",0
"IN10276997","RESOLVED","",0
"IN10277000","RESOLVED","",0
"IN10277001","RESOLVED","",0
"IN10277002","RESOLVED","",0
"IN10277003","RESOLVED","",0
"IN10277004","RESOLVED","",0
"IN10277005","RESOLVED","",0
"IN10277006","RESOLVED","",0
"IN10277007","RESOLVED","",0
"IN10277009","RESOLVED","",0
"IN10277010","RESOLVED","",0
"IN10277011","RESOLVED","",0
"IN10277014","RESOLVED","",0
"IN10277018","RESOLVED","",0
"IN10277022","RESOLVED","",0
"IN10277024","RESOLVED","",0
"IN10277028","RESOLVED","",0
"IN10277030","RESOLVED","",0
"IN10277031","RESOLVED","",0
"IN10277033","RESOLVED","",0
"IN10277034","RESOLVED","",0
"IN10277035","RESOLVED","",0
"IN10277036","RESOLVED","",0
"IN10277037","RESOLVED","",0
"IN10277038","RESOLVED","",0
"IN10277040","RESOLVED","",0
"IN10277042","RESOLVED","",0
"IN10277044","RESOLVED","",0
"IN10277045","RESOLVED","",0
"IN10277049","RESOLVED","",0
"IN10277052","RESOLVED","",0
"IN10277053","RESOLVED","",0
"IN10277054","RESOLVED","",0
"IN10277055","RESOLVED","",0
"IN10277056","RESOLVED","",0
"IN10277057","RESOLVED","",0
"IN10277060","RESOLVED","",0
"IN10277061","RESOLVED","",0
"IN10277062","RESOLVED","",0
"IN10277063","RESOLVED","",0
"IN10277064","RESOLVED","",0
"IN10277065","RESOLVED","",0
"IN10277066","RESOLVED","",0
"IN10277067","RESOLVED","",0
"IN10277068","RESOLVED","",0
"IN10277069","RESOLVED","",0
"IN10277072","RESOLVED","",0
"IN10277073","RESOLVED","",0
"IN10277076","RESOLVED","",0
"IN10277077","RESOLVED","",0
"IN10277078","RESOLVED","",0
"IN10277080","RESOLVED","",0
"IN10277081","RESOLVED","",0
"IN10277084","RESOLVED","",0
"IN10277085","RESOLVED","",0
"IN10277086","RESOLVED","",0
"IN10277088","RESOLVED","",0
"IN10277089","RESOLVED","",0
"IN10277090","RESOLVED","",0
"IN10277091","RESOLVED","",0
"IN10277093","RESOLVED","",0
"IN10277094","RESOLVED","",0
"IN10277095","RESOLVED","",0
"IN10277096","RESOLVED","",0
"IN10277097","RESOLVED","",0
"IN10277098","RESOLVED","",0
"IN10277100","RESOLVED","",0
"IN10277101","RESOLVED","",0
"IN10277102","RESOLVED","",0
"IN10277103","RESOLVED","",0
"IN10277105","RESOLVED","",0
"IN10277107","RESOLVED","",0
"IN10277109","RESOLVED","",0
"IN10277110","RESOLVED","",0
"IN10277111","RESOLVED","",0
"IN10277113","RESOLVED","",0
"IN10277115","RESOLVED","",0
"IN10277116","RESOLVED","",0
"IN10277118","RESOLVED","",0
"IN10277119","RESOLVED","",0
"IN10277120","RESOLVED","",0
"IN10277121","RESOLVED","",0
"IN10277122","RESOLVED","",0
"IN10277123","RESOLVED","",0
"IN10277124","RESOLVED","",0
"IN10277125","RESOLVED","",0
"IN10277126","RESOLVED","",0
"IN10277127","RESOLVED","",0
"IN10277128","RESOLVED","",0
"IN10277129","RESOLVED","",0
"IN10277133","RESOLVED","",0
"IN10277134","RESOLVED","",0
"IN10277135","RESOLVED","",0
"IN10277136","RESOLVED","",0
"IN10277138","RESOLVED","",0
"IN10277139","RESOLVED","",0
"IN10277140","RESOLVED","",0
"IN10277141","RESOLVED","",0
"IN10277142","RESOLVED","",0
"IN10277148","RESOLVED","",0
"IN10277149","RESOLVED","",0
"IN10277150","RESOLVED","",0
"IN10277151","RESOLVED","",0
"IN10277152","RESOLVED","",0
"IN10277153","RESOLVED","",0
"IN10277155","RESOLVED","",0
"IN10277156","RESOLVED","",0
"IN10277157","RESOLVED","",0
"IN10277158","RESOLVED","",0
"IN10277159","RESOLVED","",0
"IN10277160","RESOLVED","",0
"IN10277162","RESOLVED","",0
"IN10277164","RESOLVED","",0
"IN10277166","RESOLVED","",0
"IN10277167","RESOLVED","",0
"IN10277169","RESOLVED","",0
"IN10277170","RESOLVED","",0
"IN10277172","RESOLVED","",0
"IN10277173","RESOLVED","",0
"IN10277175","RESOLVED","",0
"IN10277176","RESOLVED","",0
"IN10277177","RESOLVED","",0
"IN10277178","RESOLVED","",0
"IN10277180","RESOLVED","",0
"IN10277182","RESOLVED","",0
"IN10277183","RESOLVED","",0
"IN10277184","RESOLVED","",0
"IN10277185","RESOLVED","",0
"IN10277186","RESOLVED","",0
"IN10277187","RESOLVED","",0
"IN10277188","RESOLVED","",0
"IN10277189","RESOLVED","",0
"IN10277190","RESOLVED","",0
"IN10277191","RESOLVED","",0
"IN10277192","RESOLVED","",0
"IN10277195","RESOLVED","",0
"IN10277196","RESOLVED","",0
"IN10277197","RESOLVED","",0
"IN10277198","RESOLVED","",0
"IN10277199","RESOLVED","",0
"IN10277200","RESOLVED","",0
"IN10277201","RESOLVED","",0
"IN10277202","RESOLVED","",0
"IN10277203","RESOLVED","",0
"IN10277204","RESOLVED","",0
"IN10277206","RESOLVED","",0
"IN10277207","RESOLVED","",0
"IN10277209","RESOLVED","",0
"IN10277211","RESOLVED","",0
"IN10277212","RESOLVED","",0
"IN10277213","RESOLVED","",0
"IN10277214","RESOLVED","",0
"IN10277215","RESOLVED","",0
"IN10277216","RESOLVED","",0
"IN10277217","RESOLVED","",0
"IN10277218","RESOLVED","",0
"IN10277219","RESOLVED","",0
"IN10277220","RESOLVED","",0
"IN10277221","RESOLVED","",0
"IN10277222","RESOLVED","",0
"IN10277223","RESOLVED","",0
"IN10277224","RESOLVED","",0
"IN10277225","RESOLVED","",0
"IN10277226","RESOLVED","",0
"IN10277227","RESOLVED","",0
"IN10277228","RESOLVED","",0
"IN10277229","RESOLVED","",0
"IN10277230","RESOLVED","",0
"IN10277231","RESOLVED","",0
"IN10277232","RESOLVED","",0
"IN10277233","RESOLVED","",0
"IN10277234","RESOLVED","",0
"IN10277235","RESOLVED","",0
"IN10277236","RESOLVED","",0
"IN10277237","RESOLVED","",0
"IN10277238","RESOLVED","",0
"IN10277239","RESOLVED","",0
"IN10277240","RESOLVED","",0
"IN10277242","RESOLVED","",0
"IN10277243","RESOLVED","",0
"IN10277244","RESOLVED","",0
"IN10277245","RESOLVED","",0
"IN10277246","RESOLVED","",0
"IN10277247","RESOLVED","",0
"IN10277248","RESOLVED","",0
"IN10277249","RESOLVED","",0
"IN10277250","RESOLVED","",0
"IN10277251","RESOLVED","",0
"IN10277252","RESOLVED","",0
"IN10277253","RESOLVED","",0
"IN10277255","RESOLVED","",0
"IN10277256","RESOLVED","",0
"IN10277257","RESOLVED","",0
"IN10277258","RESOLVED","",0
"IN10277259","RESOLVED","",0
"IN10277261","RESOLVED","",0
"IN10277262","RESOLVED","",0
"IN10277264","RESOLVED","",0
"IN10277265","RESOLVED","",0
"IN10277266","RESOLVED","",0
"IN10277267","RESOLVED","",0
"IN10277268","RESOLVED","",0
"IN10277269","RESOLVED","",0
"IN10277270","RESOLVED","",0
"IN10277271","RESOLVED","",0
"IN10277272","RESOLVED","",0
"IN10277273","RESOLVED","",0
"IN10277285","RESOLVED","",0
"IN10277291","RESOLVED","",0
"IN10277292","RESOLVED","",0
"IN10277293","RESOLVED","",0
"IN10277294","RESOLVED","",0
"IN10277297","RESOLVED","",0
"IN10277299","RESOLVED","",0
"IN10277300","RESOLVED","",0
"IN10277301","RESOLVED","",0
"IN10277302","RESOLVED","",0
"IN10277305","RESOLVED","",0
"IN10277306","RESOLVED","",0
"IN10277309","RESOLVED","",0
"IN10277330","RESOLVED","",0
"IN10277333","RESOLVED","",0
"IN10277334","RESOLVED","",0
"IN10277335","RESOLVED","",0
"IN10277336","RESOLVED","",0
"IN10277337","RESOLVED","",0
"IN10277338","RESOLVED","",0
"IN10277339","RESOLVED","",0
"IN10277340","RESOLVED","",0
"IN10277341","RESOLVED","",0
"IN10277342","RESOLVED","",0
"IN10277343","RESOLVED","",0
"IN10277344","RESOLVED","",0
"IN10277345","RESOLVED","",0
"IN10277347","RESOLVED","",0
"IN10277348","RESOLVED","",0
"IN10277349","RESOLVED","",0
"IN10277350","RESOLVED","",0
"IN10277351","RESOLVED","",0
"IN10277352","RESOLVED","",0
"IN10277353","RESOLVED","",0
"IN10277354","RESOLVED","",0
"IN10277355","RESOLVED","",0
"IN10277356","RESOLVED","",0
"IN10277357","RESOLVED","",0
"IN10277358","RESOLVED","",0
"IN10277359","RESOLVED","",0
"IN10277360","RESOLVED","",0
"IN10277361","RESOLVED","",0
"IN10277362","RESOLVED","",0
"IN10277363","RESOLVED","",0
"IN10277364","RESOLVED","",0
"IN10277365","RESOLVED","",0
"IN10277367","RESOLVED","",0
"IN10277368","RESOLVED","",0
"IN10277369","RESOLVED","",0
"IN10277370","RESOLVED","",0
"IN10277375","RESOLVED","",0
"IN10277376","RESOLVED","",0
"IN10277377","RESOLVED","",0
"IN10277378","RESOLVED","",0
"IN10277379","RESOLVED","",0
"IN10277380","RESOLVED","",0
"IN10277381","RESOLVED","",0
"IN10277382","RESOLVED","",0
"IN10277383","RESOLVED","",0
"IN10277384","RESOLVED","",0
"IN10277386","RESOLVED","",0
"IN10277387","RESOLVED","",0
"IN10277388","RESOLVED","",0
"IN10277389","RESOLVED","",0
"IN10277390","RESOLVED","",0
"IN10277391","RESOLVED","",0
"IN10277392","RESOLVED","",0
"IN10277393","RESOLVED","",0
"IN10277394","RESOLVED","",0
"IN10277395","RESOLVED","",0
"IN10277396","RESOLVED","",0
"IN10277397","RESOLVED","",0
"IN10277399","RESOLVED","",0
"IN10277400","RESOLVED","",0
"IN10277401","RESOLVED","",0
"IN10277402","RESOLVED","",0
"IN10277403","RESOLVED","",0
"IN10277404","RESOLVED","",0
"IN10277405","RESOLVED","",0
"IN10277406","RESOLVED","",0
"IN10277407","RESOLVED","",0
"IN10277408","RESOLVED","",0
"IN10277409","RESOLVED","",0
"IN10277410","RESOLVED","",0
"IN10277413","RESOLVED","",0
"IN10277416","RESOLVED","",0
"IN10277418","RESOLVED","",0
"IN10277419","RESOLVED","",0
"IN10277421","RESOLVED","",0
"IN10277422","RESOLVED","",0
"IN10277423","RESOLVED","",0
"IN10277424","RESOLVED","",0
"IN10277425","RESOLVED","",0
"IN10277426","RESOLVED","",0
"IN10277427","RESOLVED","",0
"IN10277428","RESOLVED","",0
"IN10277429","RESOLVED","",0
"IN10277430","RESOLVED","",0
"IN10277432","RESOLVED","",0
"IN10277433","RESOLVED","",0
"IN10277435","RESOLVED","",0
"IN10277436","RESOLVED","",0
"IN10277437","RESOLVED","",0
"IN10277439","RESOLVED","",0
"IN10277441","RESOLVED","",0
"IN10277442","RESOLVED","",0
"IN10277444","RESOLVED","",0
"IN10277451","RESOLVED","",0
"IN10277453","RESOLVED","",0
"IN10277458","RESOLVED","",0
"IN10277462","RESOLVED","",0
"IN10277465","RESOLVED","",0
"IN10277467","RESOLVED","",0
"IN10277468","RESOLVED","",0
"IN10277469","RESOLVED","",0
"IN10277470","RESOLVED","",0
"IN10277472","RESOLVED","",0
"IN10277473","RESOLVED","",0
"IN10277474","RESOLVED","",0
"IN10277475","RESOLVED","",0
"IN10277477","RESOLVED","",0
"IN10277478","RESOLVED","",0
"IN10277479","RESOLVED","",0
"IN10277480","RESOLVED","",0
"IN10277481","RESOLVED","",0
"IN10277482","RESOLVED","",0
"IN10277483","RESOLVED","",0
"IN10277484","RESOLVED","",0
"IN10277485","RESOLVED","",0
"IN10277486","RESOLVED","",0
"IN10277487","RESOLVED","",0
"IN10277488","RESOLVED","",0
"IN10277489","RESOLVED","",0
"IN10277490","RESOLVED","",0
"IN10277491","RESOLVED","",0
"IN10277492","RESOLVED","",0
"IN10277493","RESOLVED","",0
"IN10277494","RESOLVED","",0
"IN10277495","RESOLVED","",0
"IN10277496","RESOLVED","",0
"IN10277497","RESOLVED","",0
"IN10277498","RESOLVED","",0
"IN10277499","RESOLVED","",0
"IN10277500","RESOLVED","",0
"IN10277501","RESOLVED","",0
"IN10277502","RESOLVED","",0
"IN10277503","RESOLVED","",0
"IN10277504","RESOLVED","",0
"IN10277505","RESOLVED","",0
"IN10277506","RESOLVED","",0
"IN10277508","RESOLVED","",0
"IN10277509","RESOLVED","",0
"IN10277510","RESOLVED","",0
"IN10277511","RESOLVED","",0
"IN10277512","RESOLVED","",0
"IN10277513","RESOLVED","",0
"IN10277514","RESOLVED","",0
"IN10277515","RESOLVED","",0
"IN10277516","RESOLVED","",0
"IN10277517","RESOLVED","",0
"IN10277518","RESOLVED","",0
"IN10277519","RESOLVED","",0
"IN10277520","RESOLVED","",0
"IN10277521","RESOLVED","",0
"IN10277522","RESOLVED","",0
"IN10277523","RESOLVED","",0
"IN10277524","RESOLVED","",0
"IN10277525","RESOLVED","",0
"IN10277526","RESOLVED","",0
"IN10277527","RESOLVED","",0
"IN10277528","RESOLVED","",0
"IN10277530","RESOLVED","",0
"IN10277531","RESOLVED","",0
"IN10277532","RESOLVED","",0
"IN10277533","RESOLVED","",0
"IN10277534","RESOLVED","",0
"IN10277535","RESOLVED","",0
"IN10277536","RESOLVED","",0
"IN10277539","RESOLVED","",0
"IN10277540","RESOLVED","",0
"IN10277541","RESOLVED","",0
"IN10277542","RESOLVED","",0
"IN10277544","RESOLVED","",0
"IN10277545","RESOLVED","",0
"IN10277546","RESOLVED","",0
"IN10277548","RESOLVED","",0
"IN10277549","RESOLVED","",0
"IN10277550","RESOLVED","",0
"IN10277551","RESOLVED","",0
"IN10277573","RESOLVED","",0
"IN10277574","RESOLVED","",0
"IN10277575","RESOLVED","",0
"IN10277576","RESOLVED","",0
"IN10277577","RESOLVED","",0
"IN10277578","RESOLVED","",0
"IN10277579","RESOLVED","",0
"IN10277581","RESOLVED","",0
"IN10277582","RESOLVED","",0
"IN10277583","RESOLVED","",0
"IN10277584","RESOLVED","",0
"IN10277585","RESOLVED","",0
"IN10277586","RESOLVED","",0
"IN10277587","RESOLVED","",0
"IN10277589","RESOLVED","",0
"IN10277590","RESOLVED","",0
"IN10277591","RESOLVED","",0
"IN10277592","RESOLVED","",0
"IN10277593","RESOLVED","",0
"IN10277594","RESOLVED","",0
"IN10277595","RESOLVED","",0
"IN10277597","RESOLVED","",0
"IN10277598","RESOLVED","",0
"IN10277599","RESOLVED","",0
"IN10277600","RESOLVED","",0
"IN10277601","RESOLVED","",0
"IN10277602","RESOLVED","",0
"IN10277605","RESOLVED","",0
"IN10277606","RESOLVED","",0
"IN10277608","RESOLVED","",0
"IN10277609","RESOLVED","",0
"IN10277610","RESOLVED","",0
"IN10277613","RESOLVED","",0
"IN10277614","RESOLVED","",0
"IN10277615","RESOLVED","",0
"IN10277616","RESOLVED","",0
"IN10277617","RESOLVED","",0
"IN10277618","RESOLVED","",0
"IN10277619","RESOLVED","",0
"IN10277622","RESOLVED","",0
"IN10277623","RESOLVED","",0
"IN10277624","RESOLVED","",0
"IN10277625","RESOLVED","",0
"IN10277626","RESOLVED","",0
"IN10277627","RESOLVED","",0
"IN10277628","RESOLVED","",0
"IN10277629","RESOLVED","",0
"IN10277632","RESOLVED","",0
"IN10277633","RESOLVED","",0
"IN10277634","RESOLVED","",0
"IN10277636","RESOLVED","",0
"IN10277638","RESOLVED","",0
"IN10277639","RESOLVED","",0
"IN10277640","RESOLVED","",0
"IN10277641","RESOLVED","",0
"IN10277643","RESOLVED","",0
"IN10277644","RESOLVED","",0
"IN10277664","RESOLVED","",0
"IN10277665","RESOLVED","",0
"IN10277666","RESOLVED","",0
"IN10277667","RESOLVED","",0
"IN10277668","RESOLVED","",0
"IN10277669","RESOLVED","",0
"IN10277670","RESOLVED","",0
"IN10277671","RESOLVED","",0
"IN10277672","RESOLVED","",0
"IN10277673","RESOLVED","",0
"IN10277674","RESOLVED","",0
"IN10277675","RESOLVED","",0
"IN10277676","RESOLVED","",0
"IN10277677","RESOLVED","",0
"IN10277678","RESOLVED","",0
"IN10277679","RESOLVED","",0
"IN10277680","RESOLVED","",0
"IN10277681","RESOLVED","",0
"IN10277682","RESOLVED","",0
"IN10277683","RESOLVED","",0
"IN10277684","RESOLVED","",0
"IN10277685","RESOLVED","",0
"IN10277686","RESOLVED","",0
"IN10277687","RESOLVED","",0
"IN10277689","RESOLVED","",0
"IN10277690","RESOLVED","",0
"IN10277691","RESOLVED","",0
"IN10277692","RESOLVED","",0
"IN10277694","RESOLVED","",0
"IN10277695","RESOLVED","",0
"IN10277696","RESOLVED","",0
"IN10277697","RESOLVED","",0
"IN10277698","RESOLVED","",0
"IN10277699","RESOLVED","",0
"IN10277700","RESOLVED","",0
"IN10277702","RESOLVED","",0
"IN10277703","RESOLVED","",0
"IN10277704","RESOLVED","",0
"IN10277705","RESOLVED","",0
"IN10277706","RESOLVED","",0
"IN10277707","RESOLVED","",0
"IN10277708","RESOLVED","",0
"IN10277709","RESOLVED","",0
"IN10277710","RESOLVED","",0
"IN10277711","RESOLVED","",0
"IN10277712","RESOLVED","",0
"IN10277713","RESOLVED","",0
"IN10277714","RESOLVED","",0
"IN10277715","RESOLVED","",0
"IN10277716","RESOLVED","",0
"IN10277717","RESOLVED","",0
"IN10277718","RESOLVED","",0
"IN10277719","RESOLVED","",0
"IN10277720","RESOLVED","",0
"IN10277721","RESOLVED","",0
"IN10277722","RESOLVED","",0
"IN10277724","RESOLVED","",0
"IN10277725","RESOLVED","",0
"IN10277726","RESOLVED","",0
"IN10277727","RESOLVED","",0
"IN10277728","RESOLVED","",0
"IN10277730","RESOLVED","",0
"IN10277731","RESOLVED","",0
"IN10277732","RESOLVED","",0
"IN10277733","RESOLVED","",0
"IN10277734","RESOLVED","",0
"IN10277736","RESOLVED","",0
"IN10277737","RESOLVED","",0
"IN10277738","RESOLVED","",0
"IN10277739","RESOLVED","",0
"IN10277740","RESOLVED","",0
"IN10277741","RESOLVED","",0
"IN10277742","RESOLVED","",0
"IN10277743","RESOLVED","",0
"IN10277744","RESOLVED","",0
"IN10277745","RESOLVED","",0
"IN10277746","RESOLVED","",0
"IN10277747","RESOLVED","",0
"IN10277748","RESOLVED","",0
"IN10277749","RESOLVED","",0
"IN10277750","RESOLVED","",0
"IN10277751","RESOLVED","",0
"IN10277752","RESOLVED","",0
"IN10277753","RESOLVED","",0
"IN10277754","RESOLVED","",0
"IN10277755","RESOLVED","",0
"IN10277756","RESOLVED","",0
"IN10277757","RESOLVED","",0
"IN10277758","RESOLVED","",0
"IN10277759","RESOLVED","",0
"IN10277760","RESOLVED","",0
"IN10277761","RESOLVED","",0
"IN10277762","RESOLVED","",0
"IN10277763","RESOLVED","",0
"IN10277764","RESOLVED","",0
"IN10277769","RESOLVED","",0
"IN10277770","RESOLVED","",0
"IN10277774","RESOLVED","",0
"IN10277775","RESOLVED","",0
"IN10277776","RESOLVED","",0
"IN10277778","RESOLVED","",0
"IN10277779","RESOLVED","",0
"IN10277780","RESOLVED","",0
"IN10277781","RESOLVED","",0
"IN10277782","RESOLVED","",0
"IN10277783","RESOLVED","",0
"IN10277784","RESOLVED","",0
"IN10277785","RESOLVED","",0
"IN10277788","RESOLVED","",0
"IN10277789","RESOLVED","",0
"IN10277790","RESOLVED","",0
"IN10277791","RESOLVED","",0
"IN10277793","RESOLVED","",0
"IN10277795","RESOLVED","",0
"IN10277796","RESOLVED","",0
"IN10277798","RESOLVED","",0
"IN10277799","RESOLVED","",0
"IN10277800","RESOLVED","",0
"IN10277801","RESOLVED","",0
"IN10277802","RESOLVED","",0
"IN10277803","RESOLVED","",0
"IN10277804","RESOLVED","",0
"IN10277805","RESOLVED","",0
"IN10277806","RESOLVED","",0
"IN10277807","RESOLVED","",0
"IN10277808","RESOLVED","",0
"IN10277811","RESOLVED","",0
"IN10277813","RESOLVED","",0
"IN10277814","RESOLVED","",0
"IN10277815","RESOLVED","",0
"IN10277816","RESOLVED","",0
"IN10277817","RESOLVED","",0
"IN10277818","RESOLVED","",0
"IN10277819","RESOLVED","",0
"IN10277820","RESOLVED","",0
"IN10277823","RESOLVED","",0
"IN10277824","RESOLVED","",0
"IN10277825","RESOLVED","",0
"IN10277826","RESOLVED","",0
"IN10277827","RESOLVED","",0
"IN10277828","RESOLVED","",0
"IN10277829","RESOLVED","",0
"IN10277830","RESOLVED","",0
"IN10277831","RESOLVED","",0
"IN10277832","RESOLVED","",0
"IN10277833","RESOLVED","",0
"IN10277834","RESOLVED","",0
"IN10277835","RESOLVED","",0
"IN10277836","RESOLVED","",0
"IN10277837","RESOLVED","",0
"IN10277838","RESOLVED","",0
"IN10277839","RESOLVED","",0
"IN10277840","RESOLVED","",0
"IN10277841","RESOLVED","",0
"IN10277842","RESOLVED","",0
"IN10277843","RESOLVED","",0
"IN10277844","RESOLVED","",0
"IN10277845","RESOLVED","",0
"IN10277847","RESOLVED","",0
"IN10277848","RESOLVED","",0
"IN10277849","RESOLVED","",0
"IN10277850","RESOLVED","",0
"IN10277851","RESOLVED","",0
"IN10277852","RESOLVED","",0
"IN10277853","RESOLVED","",0
"IN10277854","RESOLVED","",0
"IN10277855","RESOLVED","",0
"IN10277856","RESOLVED","",0
"IN10277857","RESOLVED","",0
"IN10277858","RESOLVED","",0
"IN10277860","RESOLVED","",0
"IN10277861","RESOLVED","",0
"IN10277862","RESOLVED","",0
"IN10277863","RESOLVED","",0
"IN10277865","RESOLVED","",0
"IN10277866","RESOLVED","",0
"IN10277880","RESOLVED","",0
"IN10277892","RESOLVED","",0
"IN10277894","RESOLVED","",0
"IN10277895","RESOLVED","",0
"IN10277896","RESOLVED","",0
"IN10277897","RESOLVED","",0
"IN10277898","RESOLVED","",0
"IN10277900","RESOLVED","",0
"IN10277901","RESOLVED","",0
"IN10277902","RESOLVED","",0
"IN10277903","RESOLVED","",0
"IN10277904","RESOLVED","",0
"IN10277905","RESOLVED","",0
"IN10277906","RESOLVED","",0
"IN10277907","RESOLVED","",0
"IN10277909","RESOLVED","",0
"IN10277912","RESOLVED","",0
"IN10277913","RESOLVED","",0
"IN10277914","RESOLVED","",0
"IN10277915","RESOLVED","",0
"IN10277917","RESOLVED","",0
"IN10277918","RESOLVED","",0
"IN10277919","RESOLVED","",0
"IN10277920","RESOLVED","",0
"IN10277921","RESOLVED","",0
"IN10277923","RESOLVED","",0
"IN10277924","RESOLVED","",0
"IN10277925","RESOLVED","",0
"IN10277926","RESOLVED","",0
"IN10277927","RESOLVED","",0
"IN10277929","RESOLVED","",0
"IN10277930","RESOLVED","",0
"IN10277931","RESOLVED","",0
"IN10277932","RESOLVED","",0
"IN10277933","RESOLVED","",0
"IN10277934","RESOLVED","",0
"IN10277935","RESOLVED","",0
"IN10277936","RESOLVED","",0
"IN10277937","RESOLVED","",0
"IN10277938","RESOLVED","",0
"IN10277939","RESOLVED","",0
"IN10277940","RESOLVED","",0
"IN10277941","RESOLVED","",0
"IN10277942","RESOLVED","",0
"IN10277943","RESOLVED","",0
"IN10277944","RESOLVED","",0
"IN10277945","RESOLVED","",0
"IN10277949","RESOLVED","",0
"IN10277963","RESOLVED","",0
"IN10277964","RESOLVED","",0
"IN10277965","RESOLVED","",0
"IN10277966","RESOLVED","",0
"IN10277967","RESOLVED","",0
"IN10277968","RESOLVED","",0
"IN10277969","RESOLVED","",0
"IN10277970","RESOLVED","",0
"IN10277971","RESOLVED","",0
"IN10277972","RESOLVED","",0
"IN10277973","RESOLVED","",0
"IN10277974","RESOLVED","",0
"IN10277975","RESOLVED","",0
"IN10277976","RESOLVED","",0
"IN10277977","RESOLVED","",0
