Year,Name,Rank,Ranking,Gender,Ranking (groups)
1998,"Morgan",94,-94,"Girls","71-100"
1998,"Naomi",91,-91,"Girls","71-100"
1998,"Natalie",51,-51,"Girls","51-70"
1998,"Natasha",37,-37,"Girls","31-50"
1998,"Niamh",66,-66,"Girls","51-70"
1998,"Nicole",36,-36,"Girls","31-50"
1998,"Olivia",16,-16,"Girls","11-20"
1998,"Paige",32,-32,"Girls","31-50"
1998,"Phoebe",43,-43,"Girls","31-50"
1998,"Poppy",98,-98,"Girls","71-100"
1998,"Rachael",99,-99,"Girls","71-100"
1998,"Rachel",29,-29,"Girls","21-30"
1998,"Rebecca",9,-9,"Girls","1-10"
1998,"Rhiannon",83,-83,"Girls","71-100"
1998,"Robyn",95,-95,"Girls","71-100"
1998,"Rosie",71,-71,"Girls","71-100"
1998,"Samantha",44,-44,"Girls","31-50"
1998,"Sarah",27,-27,"Girls","21-30"
1998,"Shannon",18,-18,"Girls","11-20"
1998,"Sian",81,-81,"Girls","71-100"
1998,"Sophia",89,-89,"Girls","71-100"
1998,"Sophie",5,-5,"Girls","1-10"
1998,"Stephanie",63,-63,"Girls","51-70"
1998,"Tia",77,-77,"Girls","71-100"
1998,"Victoria",41,-41,"Girls","31-50"
1998,"Yasmin",92,-92,"Girls","71-100"
1998,"Zoe",45,-45,"Girls","31-50"
1997,"Abbie",55,-55,"Girls","51-70"
1997,"Abigail",24,-24,"Girls","21-30"
1997,"Aimee",61,-61,"Girls","51-70"
1997,"Alexandra",43,-43,"Girls","31-50"
1997,"Alice",26,-26,"Girls","21-30"
1997,"Alicia",84,-84,"Girls","71-100"
1997,"Alisha",71,-71,"Girls","71-100"
1997,"Amber",40,-40,"Girls","31-50"
1997,"Amelia",48,-48,"Girls","31-50"
1997,"Amy",11,-11,"Girls","11-20"
1997,"Anna",41,-41,"Girls","31-50"
1997,"Ashleigh",68,-68,"Girls","51-70"
1997,"Beth",96,-96,"Girls","71-100"
1997,"Bethan",73,-73,"Girls","71-100"
1997,"Bethany",14,-14,"Girls","11-20"
1997,"Caitlin",46,-46,"Girls","31-50"
1997,"Catherine",74,-74,"Girls","71-100"
1997,"Chantelle",92,-92,"Girls","71-100"
1997,"Charlotte",7,-7,"Girls","1-10"
1997,"Chelsea",35,-35,"Girls","31-50"
1997,"Chloe",1,-1,"Girls","1-10"
1997,"Courtney",18,-18,"Girls","11-20"
1997,"Daisy",69,-69,"Girls","51-70"
1997,"Danielle",29,-29,"Girls","21-30"
1997,"Demi",80,-80,"Girls","71-100"
1997,"Eleanor",20,-20,"Girls","11-20"
1997,"Elizabeth",30,-30,"Girls","21-30"
1997,"Ella",44,-44,"Girls","31-50"
1997,"Ellen",66,-66,"Girls","51-70"
1997,"Ellie",27,-27,"Girls","21-30"
1997,"Emily",2,-2,"Girls","1-10"
1997,"Emma",13,-13,"Girls","11-20"
1997,"Erin",97,-97,"Girls","71-100"
1997,"Francesca",60,-60,"Girls","51-70"
1997,"Gabrielle",98,-98,"Girls","71-100"
1997,"Gemma",57,-57,"Girls","51-70"
1997,"Georgia",10,-10,"Girls","1-10"
1997,"Georgina",33,-33,"Girls","31-50"
1997,"Grace",42,-42,"Girls","31-50"
1997,"Hannah",6,-6,"Girls","1-10"
1997,"Harriet",59,-59,"Girls","51-70"
1997,"Hayley",65,-65,"Girls","51-70"
1997,"Heather",78,-78,"Girls","71-100"
1997,"Hollie",67,-67,"Girls","51-70"
1997,"Holly",23,-23,"Girls","21-30"
1997,"Imogen",94,-94,"Girls","71-100"
1997,"Isabelle",100,-100,"Girls","71-100"
1997,"Isobel",77,-77,"Girls","71-100"
1997,"Jade",25,-25,"Girls","21-30"
1997,"Jasmine",48,-48,"Girls","31-50"
1997,"Jennifer",62,-62,"Girls","51-70"
1997,"Jessica",4,-4,"Girls","1-10"
1997,"Jodie",58,-58,"Girls","51-70"
1997,"Kate",63,-63,"Girls","51-70"
1997,"Katherine",53,-53,"Girls","51-70"
1997,"Kathryn",83,-83,"Girls","71-100"
1997,"Katie",15,-15,"Girls","11-20"
1997,"Kayleigh",50,-50,"Girls","31-50"
1997,"Kelly",82,-82,"Girls","71-100"
1997,"Kimberley",93,-93,"Girls","71-100"
1997,"Kirsty",63,-63,"Girls","51-70"
1997,"Laura",17,-17,"Girls","11-20"
1997,"Lauren",8,-8,"Girls","1-10"
1997,"Leah",36,-36,"Girls","31-50"
1997,"Lily",75,-75,"Girls","71-100"
1997,"Louise",45,-45,"Girls","31-50"
1997,"Lucy",12,-12,"Girls","11-20"
1997,"Lydia",56,-56,"Girls","51-70"
1997,"Madeleine",95,-95,"Girls","71-100"
1997,"Megan",5,-5,"Girls","1-10"
1997,"Melissa",47,-47,"Girls","31-50"
1997,"Mia",89,-89,"Girls","71-100"
1997,"Millie",88,-88,"Girls","71-100"
1997,"Mollie",76,-76,"Girls","71-100"
1997,"Molly",21,-21,"Girls","21-30"
1997,"Naomi",85,-85,"Girls","71-100"
1997,"Natalie",51,-51,"Girls","51-70"
1997,"Natasha",39,-39,"Girls","31-50"
1997,"Niamh",86,-86,"Girls","71-100"
1997,"Nicole",37,-37,"Girls","31-50"
1997,"Olivia",19,-19,"Girls","11-20"
1997,"Paige",32,-32,"Girls","31-50"
1997,"Phoebe",54,-54,"Girls","51-70"
1997,"Rachael",79,-79,"Girls","71-100"
1997,"Rachel",28,-28,"Girls","21-30"
1997,"Rebecca",9,-9,"Girls","1-10"
1997,"Rhiannon",87,-87,"Girls","71-100"
1997,"Robyn",90,-90,"Girls","71-100"
1997,"Rosie",70,-70,"Girls","51-70"
1997,"Samantha",38,-38,"Girls","31-50"
1997,"Sarah",22,-22,"Girls","21-30"
1997,"Shannon",16,-16,"Girls","11-20"
1997,"Sian",72,-72,"Girls","71-100"
1997,"Sophia",91,-91,"Girls","71-100"
1997,"Sophie",3,-3,"Girls","1-10"
1997,"Stephanie",52,-52,"Girls","51-70"
1997,"Tia",99,-99,"Girls","71-100"
1997,"Victoria",34,-34,"Girls","31-50"
1997,"Yasmin",81,-81,"Girls","71-100"
1997,"Zoe",31,-31,"Girls","31-50"
1996,"Abbie",45,-45,"Girls","31-50"
1996,"Abigail",21,-21,"Girls","21-30"
1996,"Aimee",70,-70,"Girls","51-70"
1996,"Alexandra",38,-38,"Girls","31-50"
1996,"Alice",25,-25,"Girls","21-30"
1996,"Alicia",98,-98,"Girls","71-100"
1996,"Amber",40,-40,"Girls","31-50"
1996,"Amelia",63,-63,"Girls","51-70"
1996,"Amy",9,-9,"Girls","1-10"
1996,"Anna",47,-47,"Girls","31-50"
1996,"Ashleigh",58,-58,"Girls","51-70"
1996,"Beth",83,-83,"Girls","71-100"
1996,"Bethan",72,-72,"Girls","71-100"
1996,"Bethany",13,-13,"Girls","11-20"
1996,"Caitlin",66,-66,"Girls","51-70"
1996,"Catherine",68,-68,"Girls","51-70"
1996,"Chantelle",89,-89,"Girls","71-100"
1996,"Charlotte",7,-7,"Girls","1-10"
1996,"Chelsea",34,-34,"Girls","31-50"
1996,"Chloe",2,-2,"Girls","1-10"
1996,"Claire",90,-90,"Girls","71-100"
1996,"Courtney",52,-52,"Girls","51-70"
1996,"Daisy",71,-71,"Girls","71-100"
1996,"Danielle",20,-20,"Girls","11-20"
1996,"Demi",79,-79,"Girls","71-100"
1996,"Eleanor",22,-22,"Girls","21-30"
1996,"Elizabeth",26,-26,"Girls","21-30"
1996,"Ella",56,-56,"Girls","51-70"
1996,"Ellen",63,-63,"Girls","51-70"
1996,"Ellie",30,-30,"Girls","21-30"
1996,"Emily",4,-4,"Girls","1-10"
1996,"Emma",14,-14,"Girls","11-20"
1996,"Erin",100,-100,"Girls","71-100"
1996,"Francesca",62,-62,"Girls","51-70"
1996,"Gabrielle",99,-99,"Girls","71-100"
1996,"Gemma",50,-50,"Girls","31-50"
1996,"Georgia",16,-16,"Girls","11-20"
1996,"Georgina",39,-39,"Girls","31-50"
1996,"Grace",41,-41,"Girls","31-50"
1996,"Hannah",6,-6,"Girls","1-10"
1996,"Harriet",60,-60,"Girls","51-70"
1996,"Hayley",57,-57,"Girls","51-70"
1996,"Heather",78,-78,"Girls","71-100"
1996,"Hollie",67,-67,"Girls","51-70"
1996,"Holly",23,-23,"Girls","21-30"
1996,"Imogen",91,-91,"Girls","71-100"
1996,"Isobel",94,-94,"Girls","71-100"
1996,"Jade",19,-19,"Girls","11-20"
1996,"Jasmine",55,-55,"Girls","51-70"
1996,"Jennifer",54,-54,"Girls","51-70"
1996,"Jessica",3,-3,"Girls","1-10"
1996,"Jodie",43,-43,"Girls","31-50"
1996,"Kate",59,-59,"Girls","51-70"
1996,"Katherine",48,-48,"Girls","31-50"
1996,"Kathryn",86,-86,"Girls","71-100"
1996,"Katie",12,-12,"Girls","11-20"
1996,"Kayleigh",51,-51,"Girls","51-70"
1996,"Kelly",74,-74,"Girls","71-100"
1996,"Kimberley",73,-73,"Girls","71-100"
1996,"Kirsty",53,-53,"Girls","51-70"
1996,"Laura",17,-17,"Girls","11-20"
1996,"Lauren",5,-5,"Girls","1-10"
1996,"Leah",35,-35,"Girls","31-50"
1996,"Leanne",88,-88,"Girls","71-100"
1996,"Lily",85,-85,"Girls","71-100"
1996,"Louise",44,-44,"Girls","31-50"
1996,"Lucy",15,-15,"Girls","11-20"
1996,"Lydia",61,-61,"Girls","51-70"
1996,"Madeleine",93,-93,"Girls","71-100"
1996,"Maria",96,-96,"Girls","71-100"
1996,"Megan",10,-10,"Girls","1-10"
1996,"Melissa",46,-46,"Girls","31-50"
1996,"Mollie",81,-81,"Girls","71-100"
1996,"Molly",29,-29,"Girls","21-30"
1996,"Naomi",75,-75,"Girls","71-100"
1996,"Natalie",42,-42,"Girls","31-50"
1996,"Natasha",33,-33,"Girls","31-50"
1996,"Nicola",87,-87,"Girls","71-100"
1996,"Nicole",36,-36,"Girls","31-50"
1996,"Olivia",24,-24,"Girls","21-30"
1996,"Paige",28,-28,"Girls","21-30"
1996,"Phoebe",65,-65,"Girls","51-70"
1996,"Poppy",92,-92,"Girls","71-100"
1996,"Rachael",77,-77,"Girls","71-100"
1996,"Rachel",27,-27,"Girls","21-30"
1996,"Rebecca",8,-8,"Girls","1-10"
1996,"Rhiannon",84,-84,"Girls","71-100"
1996,"Robyn",80,-80,"Girls","71-100"
1996,"Rosie",69,-69,"Girls","51-70"
1996,"Samantha",32,-32,"Girls","31-50"
1996,"Sarah",18,-18,"Girls","11-20"
1996,"Shannon",11,-11,"Girls","11-20"
1996,"Sian",76,-76,"Girls","71-100"
1996,"Sophia",95,-95,"Girls","71-100"
1996,"Sophie",1,-1,"Girls","1-10"
1996,"Stacey",97,-97,"Girls","71-100"
1996,"Stephanie",48,-48,"Girls","31-50"
1996,"Victoria",37,-37,"Girls","31-50"
1996,"Yasmin",82,-82,"Girls","71-100"
1996,"Zoe",31,-31,"Girls","31-50"
1994,"Abbie",62,-62,"Girls","51-70"
1994,"Abigail",23,-23,"Girls","21-30"
1994,"Aimee",67,-67,"Girls","51-70"
1994,"Alexandra",40,-40,"Girls","31-50"
1994,"Alice",18,-18,"Girls","11-20"
1994,"Amber",50,-50,"Girls","31-50"
1994,"Amelia",75,-75,"Girls","71-100"
1994,"Amy",7,-7,"Girls","1-10"
1994,"Anna",48,-48,"Girls","31-50"
1994,"Ashleigh",55,-55,"Girls","51-70"
1994,"Beth",76,-76,"Girls","71-100"
1994,"Bethan",74,-74,"Girls","71-100"
1994,"Bethany",15,-15,"Girls","11-20"
1994,"Caitlin",98,-98,"Girls","71-100"
1994,"Catherine",56,-56,"Girls","51-70"
1994,"Chantelle",83,-83,"Girls","71-100"
1994,"Charlotte",4,-4,"Girls","1-10"
1994,"Chelsea",38,-38,"Girls","31-50"
1994,"Chloe",11,-11,"Girls","11-20"
1994,"Claire",63,-63,"Girls","51-70"
1994,"Courtney",87,-87,"Girls","71-100"
1994,"Daisy",85,-85,"Girls","71-100"
1994,"Danielle",21,-21,"Girls","21-30"
1994,"Demi",86,-86,"Girls","71-100"
1994,"Eleanor",32,-32,"Girls","31-50"
1994,"Elizabeth",26,-26,"Girls","21-30"
1994,"Ella",81,-81,"Girls","71-100"
1994,"Ellen",84,-84,"Girls","71-100"
1994,"Ellie",68,-68,"Girls","51-70"
1994,"Emily",8,-8,"Girls","1-10"
1994,"Emma",10,-10,"Girls","1-10"
1994,"Francesca",59,-59,"Girls","51-70"
1994,"Gabrielle",88,-88,"Girls","71-100"
1994,"Gemma",36,-36,"Girls","31-50"
1994,"Georgia",29,-29,"Girls","21-30"
1994,"Georgina",35,-35,"Girls","31-50"
1994,"Grace",47,-47,"Girls","31-50"
1994,"Hannah",5,-5,"Girls","1-10"
1994,"Harriet",54,-54,"Girls","51-70"
1994,"Hayley",43,-43,"Girls","31-50"
1994,"Heather",78,-78,"Girls","71-100"
1994,"Helen",80,-80,"Girls","71-100"
1994,"Hollie",72,-72,"Girls","71-100"
1994,"Holly",22,-22,"Girls","21-30"
1994,"Imogen",94,-94,"Girls","71-100"
1994,"Jade",16,-16,"Girls","11-20"
1994,"Jasmine",51,-51,"Girls","51-70"
1994,"Jemma",99,-99,"Girls","71-100"
1994,"Jennifer",42,-42,"Girls","31-50"
1994,"Jessica",3,-3,"Girls","1-10"
1994,"Joanna",97,-97,"Girls","71-100"
1994,"Jodie",46,-46,"Girls","31-50"
1994,"Jordan",96,-96,"Girls","71-100"
1994,"Kate",61,-61,"Girls","51-70"
1994,"Katherine",45,-45,"Girls","31-50"
1994,"Kathryn",77,-77,"Girls","71-100"
1994,"Katie",14,-14,"Girls","11-20"
1994,"Kayleigh",52,-52,"Girls","51-70"
1994,"Kelly",53,-53,"Girls","51-70"
1994,"Kerry",93,-93,"Girls","71-100"
1994,"Kimberley",70,-70,"Girls","51-70"
1994,"Kirsty",39,-39,"Girls","31-50"
1994,"Laura",9,-9,"Girls","1-10"
1994,"Lauren",2,-2,"Girls","1-10"
1994,"Leah",57,-57,"Girls","51-70"
1994,"Leanne",64,-64,"Girls","51-70"
1994,"Lily",90,-90,"Girls","71-100"
1994,"Lisa",79,-79,"Girls","71-100"
1994,"Louise",44,-44,"Girls","31-50"
1994,"Lucy",13,-13,"Girls","11-20"
1994,"Lydia",71,-71,"Girls","71-100"
1994,"Maria",92,-92,"Girls","71-100"
1994,"Megan",17,-17,"Girls","11-20"
1994,"Melissa",41,-41,"Girls","31-50"
1994,"Molly",49,-49,"Girls","31-50"
1994,"Naomi",60,-60,"Girls","51-70"
1994,"Natalie",31,-31,"Girls","31-50"
1994,"Natasha",28,-28,"Girls","21-30"
1994,"Nicola",58,-58,"Girls","51-70"
1994,"Nicole",37,-37,"Girls","31-50"
1994,"Olivia",24,-24,"Girls","21-30"
1994,"Paige",34,-34,"Girls","31-50"
1994,"Rachael",65,-65,"Girls","51-70"
1994,"Rachel",19,-19,"Girls","11-20"
1994,"Rebecca",1,-1,"Girls","1-10"
1994,"Rebekah",95,-95,"Girls","71-100"
1994,"Rhiannon",91,-91,"Girls","71-100"
1994,"Robyn",82,-82,"Girls","71-100"
1994,"Rosie",66,-66,"Girls","51-70"
1994,"Samantha",20,-20,"Girls","11-20"
1994,"Sarah",12,-12,"Girls","11-20"
1994,"Shannon",33,-33,"Girls","31-50"
1994,"Sian",69,-69,"Girls","51-70"
1994,"Sophie",6,-6,"Girls","1-10"
1994,"Stacey",73,-73,"Girls","71-100"
1994,"Stephanie",25,-25,"Girls","21-30"
1994,"Toni",100,-100,"Girls","71-100"
1994,"Victoria",27,-27,"Girls","21-30"
1994,"Yasmin",89,-89,"Girls","71-100"
1994,"Zoe",30,-30,"Girls","21-30"
1984,"Abigail",80,-80,"Girls","71-100"
1984,"Aimee",85,-85,"Girls","71-100"
1984,"Alexandra",52,-52,"Girls","51-70"
1984,"Alice",83,-83,"Girls","71-100"
1984,"Alison",54,-54,"Girls","51-70"
1984,"Amanda",49,-49,"Girls","31-50"
1984,"Amy",10,-10,"Girls","1-10"
1984,"Andrea",93,-93,"Girls","71-100"
1984,"Angela",63,-63,"Girls","51-70"
1984,"Anna",39,-39,"Girls","31-50"
1984,"Carla",88,-88,"Girls","71-100"
1984,"Carly",57,-57,"Girls","51-70"
1984,"Caroline",46,-46,"Girls","31-50"
1984,"Catherine",37,-37,"Girls","31-50"
1984,"Charlene",72,-72,"Girls","71-100"
1984,"Charlotte",22,-22,"Girls","21-30"
1984,"Cheryl",68,-68,"Girls","51-70"
1984,"Chloe",97,-97,"Girls","71-100"
1984,"Christine",89,-89,"Girls","71-100"
1984,"Claire",6,-6,"Girls","1-10"
1984,"Clare",30,-30,"Girls","21-30"
1984,"Danielle",27,-27,"Girls","21-30"
1984,"Dawn",90,-90,"Girls","71-100"
1984,"Deborah",77,-77,"Girls","71-100"
1984,"Donna",28,-28,"Girls","21-30"
1984,"Eleanor",76,-76,"Girls","71-100"
1984,"Elizabeth",25,-25,"Girls","21-30"
1984,"Emily",36,-36,"Girls","31-50"
1984,"Emma",4,-4,"Girls","1-10"
1984,"Fiona",61,-61,"Girls","51-70"
1984,"Gemma",3,-3,"Girls","1-10"
1984,"Georgina",84,-84,"Girls","71-100"
1984,"Hannah",20,-20,"Girls","11-20"
1984,"Hayley",19,-19,"Girls","11-20"
1984,"Heather",58,-58,"Girls","51-70"
1984,"Helen",21,-21,"Girls","21-30"
1984,"Holly",59,-59,"Girls","51-70"
1984,"Jacqueline",95,-95,"Girls","71-100"
1984,"Jade",73,-73,"Girls","71-100"
1984,"Jane",86,-86,"Girls","71-100"
1984,"Jemma",56,-56,"Girls","51-70"
1984,"Jenna",45,-45,"Girls","31-50"
1984,"Jennifer",11,-11,"Girls","11-20"
1984,"Jenny",92,-92,"Girls","71-100"
1984,"Jessica",40,-40,"Girls","31-50"
1984,"Joanna",34,-34,"Girls","31-50"
1984,"Joanne",23,-23,"Girls","21-30"
1984,"Jodie",53,-53,"Girls","51-70"
1984,"Julie",71,-71,"Girls","71-100"
1984,"Karen",51,-51,"Girls","51-70"
1984,"Kate",44,-44,"Girls","31-50"
1984,"Katherine",29,-29,"Girls","21-30"
1984,"Kathryn",50,-50,"Girls","31-50"
1984,"Katie",13,-13,"Girls","11-20"
1984,"Katy",65,-65,"Girls","51-70"
1984,"Kelly",15,-15,"Girls","11-20"
1984,"Kerry",35,-35,"Girls","31-50"
1984,"Kim",87,-87,"Girls","71-100"
1984,"Kimberley",43,-43,"Girls","31-50"
1984,"Kirsty",42,-42,"Girls","31-50"
1984,"Laura",2,-2,"Girls","1-10"
1984,"Lauren",33,-33,"Girls","31-50"
1984,"Leah",99,-99,"Girls","71-100"
1984,"Leanne",26,-26,"Girls","21-30"
1984,"Lindsay",81,-81,"Girls","71-100"
1984,"Lindsey",79,-79,"Girls","71-100"
1984,"Lisa",14,-14,"Girls","11-20"
1984,"Louise",17,-17,"Girls","11-20"
1984,"Lucy",24,-24,"Girls","21-30"
1984,"Lyndsey",94,-94,"Girls","71-100"
1984,"Lynsey",96,-96,"Girls","71-100"
1984,"Maria",78,-78,"Girls","71-100"
1984,"Marie",66,-66,"Girls","51-70"
1984,"Mary",98,-98,"Girls","71-100"
1984,"Melanie",69,-69,"Girls","51-70"
1984,"Melissa",62,-62,"Girls","51-70"
1984,"Michelle",18,-18,"Girls","11-20"
1984,"Naomi",67,-67,"Girls","51-70"
1984,"Natalie",16,-16,"Girls","11-20"
1984,"Natasha",47,-47,"Girls","31-50"
1984,"Nicola",12,-12,"Girls","11-20"
1984,"Rachael",48,-48,"Girls","31-50"
1984,"Rachel",9,-9,"Girls","1-10"
1984,"Rebecca",5,-5,"Girls","1-10"
1984,"Ruth",60,-60,"Girls","51-70"
1984,"Sally",70,-70,"Girls","51-70"
1984,"Samantha",8,-8,"Girls","1-10"
1984,"Sara",55,-55,"Girls","51-70"
1984,"Sarah",1,-1,"Girls","1-10"
1984,"Sian",74,-74,"Girls","71-100"
1984,"Sophie",38,-38,"Girls","31-50"
1984,"Stacey",32,-32,"Girls","31-50"
1984,"Stephanie",31,-31,"Girls","31-50"
1984,"Susan",82,-82,"Girls","71-100"
1984,"Suzanne",64,-64,"Girls","51-70"
1984,"Tanya",91,-91,"Girls","71-100"
1984,"Toni",100,-100,"Girls","71-100"
1984,"Tracey",75,-75,"Girls","71-100"
1984,"Victoria",7,-7,"Girls","1-10"
1984,"Zoe",41,-41,"Girls","31-50"
1974,"Alexandra",82,-82,"Girls","71-100"
1974,"Alison",21,-21,"Girls","21-30"
1974,"Amanda",11,-11,"Girls","11-20"
1974,"Andrea",36,-36,"Girls","31-50"
1974,"Angela",28,-28,"Girls","21-30"
1974,"Anita",98,-98,"Girls","71-100"
1974,"Ann",69,-69,"Girls","51-70"
1974,"Anna",40,-40,"Girls","31-50"
1974,"Anne",60,-60,"Girls","51-70"
1974,"Beverley",90,-90,"Girls","71-100"
1974,"Carol",84,-84,"Girls","71-100"
1974,"Caroline",19,-19,"Girls","11-20"
1974,"Catherine",22,-22,"Girls","21-30"
1974,"Charlotte",41,-41,"Girls","31-50"
1974,"Cheryl",66,-66,"Girls","51-70"
1974,"Christine",63,-63,"Girls","51-70"
1974,"Clair",94,-94,"Girls","71-100"
1974,"Claire",2,-2,"Girls","1-10"
1974,"Clare",15,-15,"Girls","11-20"
1974,"Dawn",35,-35,"Girls","31-50"
1974,"Debbie",96,-96,"Girls","71-100"
1974,"Deborah",24,-24,"Girls","21-30"
1974,"Debra",100,-100,"Girls","71-100"
1974,"Denise",92,-92,"Girls","71-100"
1974,"Diane",71,-71,"Girls","71-100"
1974,"Donna",25,-25,"Girls","21-30"
1974,"Elaine",78,-78,"Girls","71-100"
1974,"Elizabeth",23,-23,"Girls","21-30"
1974,"Emily",80,-80,"Girls","71-100"
1974,"Emma",4,-4,"Girls","1-10"
1974,"Fiona",46,-46,"Girls","31-50"
1974,"Georgina",79,-79,"Girls","71-100"
1974,"Gillian",65,-65,"Girls","51-70"
1974,"Hannah",67,-67,"Girls","51-70"
1974,"Hayley",53,-53,"Girls","51-70"
1974,"Heather",72,-72,"Girls","71-100"
1974,"Heidi",86,-86,"Girls","71-100"
1974,"Helen",8,-8,"Girls","1-10"
1974,"Jacqueline",50,-50,"Girls","31-50"
1974,"Jane",29,-29,"Girls","21-30"
1974,"Jayne",70,-70,"Girls","51-70"
1974,"Jennifer",34,-34,"Girls","31-50"
1974,"Joanna",39,-39,"Girls","31-50"
1974,"Joanne",6,-6,"Girls","1-10"
1974,"Julia",64,-64,"Girls","51-70"
1974,"Julie",14,-14,"Girls","11-20"
1974,"Karen",10,-10,"Girls","1-10"
1974,"Kate",75,-75,"Girls","71-100"
1974,"Katherine",43,-43,"Girls","31-50"
1974,"Kathryn",49,-49,"Girls","31-50"
1974,"Katie",81,-81,"Girls","71-100"
1974,"Kelly",47,-47,"Girls","31-50"
1974,"Kerry",31,-31,"Girls","31-50"
1974,"Kim",87,-87,"Girls","71-100"
1974,"Kirsty",62,-62,"Girls","51-70"
1974,"Laura",54,-54,"Girls","51-70"
1974,"Leanne",91,-91,"Girls","71-100"
1974,"Lesley",97,-97,"Girls","71-100"
1974,"Linda",76,-76,"Girls","71-100"
1974,"Lindsey",99,-99,"Girls","71-100"
1974,"Lisa",5,-5,"Girls","1-10"
1974,"Lorraine",57,-57,"Girls","51-70"
1974,"Louise",13,-13,"Girls","11-20"
1974,"Lucy",38,-38,"Girls","31-50"
1974,"Maria",44,-44,"Girls","31-50"
1974,"Marie",45,-45,"Girls","31-50"
1974,"Mary",77,-77,"Girls","71-100"
1974,"Melanie",32,-32,"Girls","31-50"
1974,"Michelle",7,-7,"Girls","1-10"
1974,"Natalie",48,-48,"Girls","31-50"
1974,"Natasha",55,-55,"Girls","51-70"
1974,"Nichola",83,-83,"Girls","71-100"
1974,"Nicola",3,-3,"Girls","1-10"
1974,"Patricia",89,-89,"Girls","71-100"
1974,"Paula",42,-42,"Girls","31-50"
1974,"Rachael",59,-59,"Girls","51-70"
1974,"Rachel",12,-12,"Girls","11-20"
1974,"Rebecca",16,-16,"Girls","11-20"
1974,"Ruth",56,-56,"Girls","51-70"
1974,"Sally",33,-33,"Girls","31-50"
1974,"Samantha",9,-9,"Girls","1-10"
1974,"Sandra",73,-73,"Girls","71-100"
1974,"Sara",52,-52,"Girls","51-70"
1974,"Sarah",1,-1,"Girls","1-10"
1974,"Sharon",17,-17,"Girls","11-20"
1974,"Sonia",95,-95,"Girls","71-100"
1974,"Sophie",85,-85,"Girls","71-100"
1974,"Stephanie",61,-61,"Girls","51-70"
1974,"Susan",20,-20,"Girls","11-20"
1974,"Suzanne",37,-37,"Girls","31-50"
1974,"Tanya",88,-88,"Girls","71-100"
1974,"Tara",93,-93,"Girls","71-100"
1974,"Teresa",74,-74,"Girls","71-100"
1974,"Tina",58,-58,"Girls","51-70"
1974,"Tracey",26,-26,"Girls","21-30"
1974,"Tracy",27,-27,"Girls","21-30"
1974,"Vanessa",68,-68,"Girls","51-70"
1974,"Victoria",18,-18,"Girls","11-20"
1974,"Wendy",51,-51,"Girls","51-70"
1974,"Zoe",30,-30,"Girls","21-30"
1964,"Alison",14,-14,"Girls","11-20"
1964,"Amanda",16,-16,"Girls","11-20"
1964,"Andrea",52,-52,"Girls","51-70"
1964,"Angela",12,-12,"Girls","11-20"
1964,"Anita",87,-87,"Girls","71-100"
1964,"Ann",40,-40,"Girls","31-50"
1964,"Anna",81,-81,"Girls","71-100"
1964,"Anne",34,-34,"Girls","31-50"
1964,"Annette",79,-79,"Girls","71-100"
1964,"Barbara",69,-69,"Girls","51-70"
1964,"Beverley",41,-41,"Girls","31-50"
1964,"Carol",21,-21,"Girls","21-30"
1964,"Carole",68,-68,"Girls","51-70"
1964,"Caroline",15,-15,"Girls","11-20"
1964,"Carolyn",80,-80,"Girls","71-100"
1964,"Catherine",19,-19,"Girls","11-20"
1964,"Cheryl",84,-84,"Girls","71-100"
1964,"Christine",26,-26,"Girls","21-30"
1964,"Claire",55,-55,"Girls","51-70"
1964,"Clare",72,-72,"Girls","71-100"
1964,"Dawn",25,-25,"Girls","21-30"
1964,"Debbie",92,-92,"Girls","71-100"
1964,"Deborah",5,-5,"Girls","1-10"
1964,"Debra",32,-32,"Girls","31-50"
1964,"Denise",38,-38,"Girls","31-50"
1964,"Diane",9,-9,"Girls","1-10"
1964,"Donna",42,-42,"Girls","31-50"
1964,"Elaine",43,-43,"Girls","31-50"
1964,"Elizabeth",20,-20,"Girls","11-20"
1964,"Fiona",44,-44,"Girls","31-50"
1964,"Frances",89,-89,"Girls","71-100"
1964,"Gail",70,-70,"Girls","51-70"
1964,"Gillian",28,-28,"Girls","21-30"
1964,"Heather",59,-59,"Girls","51-70"
1964,"Helen",8,-8,"Girls","1-10"
1964,"Jacqueline",4,-4,"Girls","1-10"
1964,"Jane",7,-7,"Girls","1-10"
1964,"Janet",24,-24,"Girls","21-30"
1964,"Janice",73,-73,"Girls","71-100"
1964,"Jayne",50,-50,"Girls","31-50"
1964,"Jeanette",85,-85,"Girls","71-100"
1964,"Jennifer",45,-45,"Girls","31-50"
1964,"Jill",75,-75,"Girls","71-100"
1964,"Joanna",90,-90,"Girls","71-100"
1964,"Joanne",22,-22,"Girls","21-30"
1964,"Judith",64,-64,"Girls","51-70"
1964,"Julia",57,-57,"Girls","51-70"
1964,"Julie",2,-2,"Girls","1-10"
1964,"Karen",3,-3,"Girls","1-10"
1964,"Katherine",76,-76,"Girls","71-100"
1964,"Kathleen",77,-77,"Girls","71-100"
1964,"Kathryn",60,-60,"Girls","51-70"
1964,"Kay",86,-86,"Girls","71-100"
1964,"Kim",56,-56,"Girls","51-70"
1964,"Laura",97,-97,"Girls","71-100"
1964,"Lesley",46,-46,"Girls","31-50"
1964,"Linda",18,-18,"Girls","11-20"
