country,variable,value
Georgia,2001,0.0784
Germany,2001,0.318
Ghana,2001,0.0952
Greece,2001,0.1
Grenada,2001,0.232
Guatemala,2001,0.0775
Guinea,2001,0.175
Guinea-Bissau,2001,0.103
Guyana,2001,0.2
Haiti,2001,0.0952
Honduras,2001,0.0547
Hungary,2001,0.0872
Iceland,2001,0.325
India,2001,0.0959
Indonesia,2001,0.0938
Iran,2001,0.0362
Iraq,2001,0.127
Ireland,2001,0.139
Israel,2001,0.133
Italy,2001,0.0877
Jamaica,2001,0.133
Japan,2001,0.154
Jordan,2001,0.0547
Kazakhstan,2001,0.104
Kenya,2001,0.0638
Kiribati,2001,0.0476
Kuwait,2001,0.0187
Kyrgyz Republic,2001,0.0162
Lao,2001,0.226
Latvia,2001,0.178
Lebanon,2001,0.0281
Lesotho,2001,0.157
Liberia,2001,0.0744
Libya,2001,0.0764
Liechtenstein,2001,0.12
Lithuania,2001,0.131
Luxembourg,2001,0.18
Madagascar,2001,0.111
Malawi,2001,0.107
Malaysia,2001,0.174
Maldives,2001,0.08
Mali,2001,0.106
Malta,2001,0.0831
Marshall Islands,2001,0.0303
Mauritania,2001,0.037
Mauritius,2001,0.08
Mexico,2001,0.178
"Micronesia, Fed, Sts,",2001,0.0
Moldova,2001,0.129
Monaco,2001,0.213
Mongolia,2001,0.096
Montenegro,2001,
Morocco,2001,0.0605
Mozambique,2001,0.319
Myanmar,2001,0.0365
Namibia,2001,0.259
Nauru,2001,0.0
Nepal,2001,0.0833
Netherlands,2001,0.328
New Zealand,2001,0.292
Nicaragua,2001,0.206
Niger,2001,0.0653
Nigeria,2001,0.0391
North Korea,2001,0.201
North Macedonia,2001,0.15
Norway,2001,0.364
Oman,2001,
Pakistan,2001,0.195
Palau,2001,0.0
Panama,2001,0.118
Papua New Guinea,2001,0.0092
Paraguay,2001,0.0956
Peru,2001,0.183
Philippines,2001,0.172
Poland,2001,0.207
Portugal,2001,0.19
Qatar,2001,
Romania,2001,0.0986
Russia,2001,0.0511
Rwanda,2001,0.364
Samoa,2001,0.0612
San Marino,2001,0.167
Sao Tome and Principe,2001,0.0909
Saudi Arabia,2001,
Senegal,2001,0.192
Serbia,2001,
Seychelles,2001,0.279
Sierra Leone,2001,0.136
Singapore,2001,0.118
Slovak Republic,2001,0.175
Slovenia,2001,0.104
Solomon Islands,2001,0.0
Somalia,2001,0.0662
South Africa,2001,0.303
South Korea,2001,0.0541
South Sudan,2001,
Spain,2001,0.271
Sri Lanka,2001,0.0444
"St, Kitts and Nevis",2001,0.1
"St, Lucia",2001,0.207
"St, Vincent and the Grenadines",2001,0.227
Sudan,2001,0.107
Suriname,2001,0.192
Sweden,2001,0.448
Switzerland,2001,0.234
Syria,2001,0.114
Tajikistan,2001,0.0763
Tanzania,2001,0.24
Thailand,2001,0.0957
Timor-Leste,2001,0.25
Togo,2001,0.0658
Tonga,2001,0.0
Trinidad and Tobago,2001,0.111
Tunisia,2001,0.161
Turkey,2001,0.043
Turkmenistan,2001,0.216
Tuvalu,2001,0.0
Uganda,2001,0.247
Ukraine,2001,0.0597
United Arab Emirates,2001,0.0
United Kingdom,2001,0.175
United States,2001,0.135
Uruguay,2001,0.115
Uzbekistan,2001,0.0939
Vanuatu,2001,0.0144
Venezuela,2001,0.125
Vietnam,2001,0.259
Yemen,2001,0.018
Zambia,2001,0.12
Zimbabwe,2001,0.124
Afghanistan,2002,0.211
Albania,2002,0.0607
Algeria,2002,0.0617
Andorra,2002,0.138
Angola,2002,0.269
Antigua and Barbuda,2002,0.117
Argentina,2002,0.328
Armenia,2002,0.042
Australia,2002,0.274
Austria,2002,0.318
Azerbaijan,2002,
Bahamas,2002,
Bahrain,2002,
Bangladesh,2002,
Barbados,2002,
Belarus,2002,0.252
Belgium,2002,0.294
Belize,2002,0.101
Benin,2002,0.0693
Bhutan,2002,0.099
Bolivia,2002,0.178
Bosnia and Herzegovina,2002,0.123
Botswana,2002,0.131
Brazil,2002,0.0909
Brunei,2002,
Bulgaria,2002,0.249
Burkina Faso,2002,0.0991
Burundi,2002,0.29
Cambodia,2002,0.102
Cameroon,2002,0.0889
Canada,2002,0.355
Cape Verde,2002,0.119
Central African Republic,2002,
Chad,2002,
Chile,2002,
China,2002,
Colombia,2002,0.108
Comoros,2002,0.0211
"Congo, Dem, Rep,",2002,0.0949
"Congo, Rep,",2002,0.111
Costa Rica,2002,0.333
Cote d'Ivoire,2002,0.0903
Croatia,2002,0.187
Cuba,2002,0.343
Cyprus,2002,0.114
Czech Republic,2002,0.157
Denmark,2002,0.377
Djibouti,2002,0.0897
Dominica,2002,0.165
Dominican Republic,2002,0.16
Ecuador,2002,0.16
Egypt,2002,0.0404
El Salvador,2002,0.103
Equatorial Guinea,2002,0.147
Eritrea,2002,0.214
Estonia,2002,0.186
Eswatini,2002,0.147
Ethiopia,2002,0.151
Fiji,2002,0.0965
Finland,2002,0.374
France,2002,0.122
Gabon,2002,0.109
Gambia,2002,0.132
Georgia,2002,0.0803
Germany,2002,0.322
Ghana,2002,0.1
Greece,2002,0.113
Grenada,2002,0.259
Guatemala,2002,0.0801
Guinea,2002,0.193
Guinea-Bissau,2002,0.115
Guyana,2002,0.219
Haiti,2002,0.1
Honduras,2002,0.0996
Hungary,2002,0.088
Iceland,2002,0.314
India,2002,0.102
Indonesia,2002,0.1
Iran,2002,0.0379
Iraq,2002,0.177
Ireland,2002,0.139
Israel,2002,0.142
Italy,2002,0.0992
Jamaica,2002,0.136
Japan,2002,0.099
Jordan,2002,0.0663
Kazakhstan,2002,0.0769
Kenya,2002,0.0714
Kiribati,2002,0.0476
Kuwait,2002,0.0084
Kyrgyz Republic,2002,0.0108
Lao,2002,0.229
Latvia,2002,0.18
Lebanon,2002,0.0328
Lesotho,2002,0.17
Liberia,2002,0.0638
Libya,2002,0.0765
Liechtenstein,2002,0.15
Lithuania,2002,0.156
Luxembourg,2002,0.187
Madagascar,2002,0.0375
Malawi,2002,0.12
Malaysia,2002,0.174
Maldives,2002,0.09
Mali,2002,0.102
Malta,2002,0.08
Marshall Islands,2002,0.0303
Mauritania,2002,0.0536
Mauritius,2002,0.103
Mexico,2002,0.2
"Micronesia, Fed, Sts,",2002,0.0
Moldova,2002,0.151
Monaco,2002,0.211
Mongolia,2002,0.0867
Montenegro,2002,
Morocco,2002,0.108
Mozambique,2002,0.329
Myanmar,2002,0.037
Namibia,2002,0.263
Nauru,2002,0.0
Nepal,2002,0.13
Netherlands,2002,0.34
New Zealand,2002,0.292
Nicaragua,2002,0.196
Niger,2002,0.0871
Nigeria,2002,0.0411
North Korea,2002,0.201
North Macedonia,2002,0.175
Norway,2002,0.368
Oman,2002,
Pakistan,2002,0.214
Palau,2002,0.0
Panama,2002,0.135
Papua New Guinea,2002,0.0092
Paraguay,2002,0.0918
Peru,2002,0.175
Philippines,2002,0.17
Poland,2002,0.204
Portugal,2002,0.191
Qatar,2002,
Romania,2002,0.0982
Russia,2002,0.0511
Rwanda,2002,0.395
Samoa,2002,0.0653
San Marino,2002,0.157
Sao Tome and Principe,2002,0.0909
Saudi Arabia,2002,
Senegal,2002,0.221
Serbia,2002,
Seychelles,2002,0.294
Sierra Leone,2002,0.145
Singapore,2002,0.137
Slovak Republic,2002,0.183
Slovenia,2002,0.075
Solomon Islands,2002,0.0
Somalia,2002,0.0668
South Africa,2002,0.304
South Korea,2002,0.065
South Sudan,2002,
Spain,2002,0.282
Sri Lanka,2002,0.0459
"St, Kitts and Nevis",2002,0.0667
"St, Lucia",2002,0.166
"St, Vincent and the Grenadines",2002,0.216
Sudan,2002,0.116
Suriname,2002,0.208
Sweden,2002,0.451
Switzerland,2002,0.241
Syria,2002,0.117
Tajikistan,2002,0.0906
Tanzania,2002,0.258
Thailand,2002,0.0977
Timor-Leste,2002,0.258
Togo,2002,0.0741
Tonga,2002,0.0
Trinidad and Tobago,2002,0.254
Tunisia,2002,0.184
Turkey,2002,0.0436
Turkmenistan,2002,0.195
Tuvalu,2002,0.0
Uganda,2002,0.253
Ukraine,2002,0.0533
United Arab Emirates,2002,0.0
United Kingdom,2002,0.146
United States,2002,0.14
Uruguay,2002,0.115
Uzbekistan,2002,0.113
Vanuatu,2002,0.0192
Venezuela,2002,0.132
Vietnam,2002,0.273
Yemen,2002,0.0073
Zambia,2002,0.126
Zimbabwe,2002,0.15
Afghanistan,2003,0.227
Albania,2003,0.0643
Algeria,2003,0.194
Andorra,2003,0.179
Angola,2003,0.286
Antigua and Barbuda,2003,0.128
Argentina,2003,0.344
Armenia,2003,0.0458
Australia,2003,0.279
Austria,2003,0.258
Azerbaijan,2003,
Bahamas,2003,
Bahrain,2003,
Bangladesh,2003,
Barbados,2003,
Belarus,2003,0.277
Belgium,2003,0.344
Belize,2003,0.093
Benin,2003,0.0723
Bhutan,2003,0.111
Bolivia,2003,0.168
Bosnia and Herzegovina,2003,0.127
Botswana,2003,0.12
Brazil,2003,0.0624
Brunei,2003,
Bulgaria,2003,0.235
Burkina Faso,2003,0.117
Burundi,2003,0.3
Cambodia,2003,0.0976
Cameroon,2003,0.106
Canada,2003,0.355
Cape Verde,2003,0.128
Central African Republic,2003,
Chad,2003,
Chile,2003,
China,2003,
Colombia,2003,0.105
Comoros,2003,0.0255
"Congo, Dem, Rep,",2003,0.102
"Congo, Rep,",2003,0.114
Costa Rica,2003,0.341
Cote d'Ivoire,2003,0.0927
Croatia,2003,0.178
Cuba,2003,0.36
Cyprus,2003,0.121
Czech Republic,2003,0.157
Denmark,2003,0.374
Djibouti,2003,0.108
Dominica,2003,0.153
Dominican Republic,2003,0.162
Ecuador,2003,0.183
Egypt,2003,0.0522
El Salvador,2003,0.107
Equatorial Guinea,2003,0.155
Eritrea,2003,0.214
Estonia,2003,0.188
Eswatini,2003,0.168
Ethiopia,2003,0.175
Fiji,2003,0.105
Finland,2003,0.375
France,2003,0.128
Gabon,2003,0.132
Gambia,2003,0.124
Georgia,2003,0.0818
Germany,2003,0.32
Ghana,2003,0.104
Greece,2003,0.127
Grenada,2003,0.286
Guatemala,2003,0.0823
Guinea,2003,0.195
Guinea-Bissau,2003,0.128
Guyana,2003,0.237
Haiti,2003,0.107
Honduras,2003,0.144
Hungary,2003,0.0902
Iceland,2003,0.302
India,2003,0.0951
Indonesia,2003,0.107
Iran,2003,0.0397
Iraq,2003,0.224
Ireland,2003,0.141
Israel,2003,0.15
Italy,2003,0.112
Jamaica,2003,0.136
Japan,2003,0.0708
Jordan,2003,0.0788
Kazakhstan,2003,0.0948
Kenya,2003,0.0759
Kiribati,2003,0.0476
Kuwait,2003,0.0
Kyrgyz Republic,2003,0.0064
Lao,2003,0.235
Latvia,2003,0.183
Lebanon,2003,0.0375
Lesotho,2003,0.185
Liberia,2003,0.0526
Libya,2003,0.0766
Liechtenstein,2003,0.18
Lithuania,2003,0.181
Luxembourg,2003,0.193
Madagascar,2003,0.0444
Malawi,2003,0.133
Malaysia,2003,0.37
Maldives,2003,0.1
Mali,2003,0.102
Malta,2003,0.0769
Marshall Islands,2003,0.0303
Mauritania,2003,0.0989
Mauritius,2003,0.126
Mexico,2003,0.226
"Micronesia, Fed, Sts,",2003,0.0
Moldova,2003,0.173
Monaco,2003,0.208
Mongolia,2003,0.0772
Montenegro,2003,
Morocco,2003,0.0111
Mozambique,2003,0.338
Myanmar,2003,0.0374
Namibia,2003,0.266
Nauru,2003,0.0
Nepal,2003,0.149
Netherlands,2003,0.351
New Zealand,2003,0.302
Nicaragua,2003,0.185
Niger,2003,0.107
Nigeria,2003,0.0428
North Korea,2003,0.201
North Macedonia,2003,0.202
Norway,2003,0.371
Oman,2003,0.078
Pakistan,2003,0.175
Palau,2003,0.0
Panama,2003,0.151
Papua New Guinea,2003,0.0092
Paraguay,2003,0.088
Peru,2003,0.204
Philippines,2003,0.167
Poland,2003,0.2
Portugal,2003,0.199
Qatar,2003,
Romania,2003,0.0978
Russia,2003,0.0893
Rwanda,2003,0.425
Samoa,2003,0.0694
San Marino,2003,0.147
Sao Tome and Principe,2003,0.0864
Saudi Arabia,2003,
Senegal,2003,0.243
Serbia,2003,
Seychelles,2003,0.282
Sierra Leone,2003,0.142
Singapore,2003,0.155
Slovak Republic,2003,0.179
Slovenia,2003,0.108
Solomon Islands,2003,0.0
Somalia,2003,0.0673
South Africa,2003,0.304
South Korea,2003,0.0783
South Sudan,2003,
Spain,2003,0.294
Sri Lanka,2003,0.0474
"St, Kitts and Nevis",2003,0.0333
"St, Lucia",2003,0.127
"St, Vincent and the Grenadines",2003,0.204
Sudan,2003,0.123
Suriname,2003,0.224
Sweden,2003,0.454
Switzerland,2003,0.248
Syria,2003,0.12
Tajikistan,2003,0.111
Tanzania,2003,0.274
Thailand,2003,0.1
Timor-Leste,2003,0.265
Togo,2003,0.0811
Tonga,2003,0.0112
Trinidad and Tobago,2003,0.271
Tunisia,2003,0.206
Turkey,2003,0.0531
Turkmenistan,2003,0.174
Tuvalu,2003,0.0
Uganda,2003,0.259
Ukraine,2003,0.0578
United Arab Emirates,2003,0.0
United Kingdom,2003,0.167
United States,2003,0.144
Uruguay,2003,0.115
Uzbekistan,2003,0.138
Vanuatu,2003,0.0288
Venezuela,2003,0.141
Vietnam,2003,0.27
Yemen,2003,0.0033
Zambia,2003,0.131
Zimbabwe,2003,0.172
Afghanistan,2004,0.243
Albania,2004,0.0679
Algeria,2004,0.144
Andorra,2004,0.236
Angola,2004,0.303
Antigua and Barbuda,2004,0.139
Argentina,2004,0.359
Armenia,2004,0.0642
Australia,2004,0.283
Austria,2004,0.274
Azerbaijan,2004,
Bahamas,2004,
Bahrain,2004,
Bangladesh,2004,
Barbados,2004,
Belarus,2004,0.297
Belgium,2004,0.346
Belize,2004,0.116
Benin,2004,0.0813
Bhutan,2004,0.126
Bolivia,2004,0.157
Bosnia and Herzegovina,2004,0.131
Botswana,2004,0.111
Brazil,2004,0.077
Brunei,2004,
Bulgaria,2004,0.222
Burkina Faso,2004,0.126
Burundi,2004,0.309
Cambodia,2004,0.112
Cameroon,2004,0.119
Canada,2004,0.246
Cape Verde,2004,0.136
Central African Republic,2004,
Chad,2004,
Chile,2004,
China,2004,
Colombia,2004,0.103
Comoros,2004,0.0303
"Congo, Dem, Rep,",2004,0.0966
"Congo, Rep,",2004,0.12
Costa Rica,2004,0.351
Cote d'Ivoire,2004,0.0951
Croatia,2004,0.186
Cuba,2004,0.374
Cyprus,2004,0.129
Czech Republic,2004,0.157
Denmark,2004,0.371
Djibouti,2004,0.114
Dominica,2004,0.141
Dominican Republic,2004,0.164
Ecuador,2004,0.205
Egypt,2004,0.0682
El Salvador,2004,0.127
Equatorial Guinea,2004,0.16
Eritrea,2004,0.215
Estonia,2004,0.205
Eswatini,2004,0.172
Ethiopia,2004,0.195
Fiji,2004,0.112
Finland,2004,0.392
France,2004,0.14
Gabon,2004,0.129
Gambia,2004,0.117
Georgia,2004,0.083
Germany,2004,0.319
Ghana,2004,0.109
Greece,2004,0.14
Grenada,2004,0.271
Guatemala,2004,0.0918
Guinea,2004,0.198
Guinea-Bissau,2004,0.14
Guyana,2004,0.255
Haiti,2004,0.114
Honduras,2004,0.189
Hungary,2004,0.0932
Iceland,2004,0.311
India,2004,0.093
Indonesia,2004,0.113
Iran,2004,0.0414
Iraq,2004,0.271
Ireland,2004,0.143
Israel,2004,0.147
Italy,2004,0.126
Jamaica,2004,0.136
Japan,2004,0.136
Jordan,2004,0.0864
Kazakhstan,2004,0.104
Kenya,2004,0.0804
Kiribati,2004,0.0465
Kuwait,2004,0.0051
Kyrgyz Republic,2004,0.0029
Lao,2004,0.241
Latvia,2004,0.185
Lebanon,2004,0.0422
Lesotho,2004,0.2
Liberia,2004,0.0882
Libya,2004,0.0767
Liechtenstein,2004,0.21
Lithuania,2004,0.206
Luxembourg,2004,0.2
Madagascar,2004,0.0521
Malawi,2004,0.146
Malaysia,2004,0.132
Maldives,2004,0.11
Mali,2004,0.102
Malta,2004,0.079
Marshall Islands,2004,0.0303
Mauritania,2004,0.133
Mauritius,2004,0.149
Mexico,2004,0.23
"Micronesia, Fed, Sts,",2004,0.0
Moldova,2004,0.196
Monaco,2004,0.217
Mongolia,2004,0.0676
Montenegro,2004,
Morocco,2004,0.0111
Mozambique,2004,0.348
Myanmar,2004,0.0379
Namibia,2004,0.269
Nauru,2004,0.0
Nepal,2004,0.159
Netherlands,2004,0.355
New Zealand,2004,0.312
Nicaragua,2004,0.174
Niger,2004,0.124
Nigeria,2004,0.0498
North Korea,2004,0.195
North Macedonia,2004,0.229
Norway,2004,0.375
Oman,2004,0.0815
Pakistan,2004,0.174
Palau,2004,0.0
Panama,2004,0.167
Papua New Guinea,2004,0.0092
Paraguay,2004,0.0976
Peru,2004,0.233
Philippines,2004,0.165
Poland,2004,0.196
Portugal,2004,0.206
Qatar,2004,
Romania,2004,0.0975
Russia,2004,0.0565
Rwanda,2004,0.446
Samoa,2004,0.0735
San Marino,2004,0.137
Sao Tome and Principe,2004,0.0818
Saudi Arabia,2004,
Senegal,2004,0.259
Serbia,2004,
Seychelles,2004,0.271
Sierra Leone,2004,0.14
Singapore,2004,0.174
Slovak Republic,2004,0.175
Slovenia,2004,0.122
Solomon Islands,2004,0.0
Somalia,2004,0.0678
South Africa,2004,0.304
South Korea,2004,0.0947
South Sudan,2004,
Spain,2004,0.305
Sri Lanka,2004,0.0489
"St, Kitts and Nevis",2004,0.0
"St, Lucia",2004,0.092
"St, Vincent and the Grenadines",2004,0.193
Sudan,2004,0.13
Suriname,2004,0.239
Sweden,2004,0.459
Switzerland,2004,0.255
Syria,2004,0.121
Tajikistan,2004,0.142
Tanzania,2004,0.289
Thailand,2004,0.103
Timor-Leste,2004,0.271
Togo,2004,0.085
Tonga,2004,0.0227
Trinidad and Tobago,2004,0.287
Tunisia,2004,0.228
Turkey,2004,0.0626
Turkmenistan,2004,0.154
Tuvalu,2004,0.0
Uganda,2004,0.265
Ukraine,2004,0.0622
United Arab Emirates,2004,0.01
United Kingdom,2004,0.178
United States,2004,0.148
Uruguay,2004,0.115
Uzbekistan,2004,0.175
Vanuatu,2004,0.0385
Venezuela,2004,0.154
Vietnam,2004,0.267
Yemen,2004,0.0039
Zambia,2004,0.136
Zimbabwe,2004,0.191
Afghanistan,2005,0.259
Albania,2005,0.0714
Algeria,2005,0.0896
Andorra,2005,0.321
Angola,2005,0.321
Antigua and Barbuda,2005,0.15
Argentina,2005,0.374
Armenia,2005,0.0765
Australia,2005,0.288
Austria,2005,0.258
Azerbaijan,2005,
Bahamas,2005,
Bahrain,2005,
Bangladesh,2005,
Barbados,2005,
Belarus,2005,0.301
Belgium,2005,0.349
Belize,2005,0.135
Benin,2005,0.0904
Bhutan,2005,0.144
Bolivia,2005,0.147
Bosnia and Herzegovina,2005,0.137
Botswana,2005,0.105
Brazil,2005,0.0891
Brunei,2005,
Bulgaria,2005,0.208
Burkina Faso,2005,0.135
Burundi,2005,0.317
Cambodia,2005,0.127
Cameroon,2005,0.129
Canada,2005,0.355
Cape Verde,2005,0.144
Central African Republic,2005,
Chad,2005,
Chile,2005,
China,2005,
Colombia,2005,0.0998
Comoros,2005,0.0242
"Congo, Dem, Rep,",2005,0.0907
"Congo, Rep,",2005,0.133
Costa Rica,2005,0.365
Cote d'Ivoire,2005,0.0974
Croatia,2005,0.193
Cuba,2005,0.389
Cyprus,2005,0.136
Czech Republic,2005,0.155
Denmark,2005,0.369
Djibouti,2005,0.12
Dominica,2005,0.129
Dominican Republic,2005,0.167
Ecuador,2005,0.228
Egypt,2005,0.0198
El Salvador,2005,0.147
Equatorial Guinea,2005,0.152
Eritrea,2005,0.215
Estonia,2005,0.213
Eswatini,2005,0.175
Ethiopia,2005,0.211
Fiji,2005,0.119
Finland,2005,0.403
France,2005,0.153
Gabon,2005,0.127
Gambia,2005,0.109
Georgia,2005,0.0808
Germany,2005,0.318
Ghana,2005,0.101
Greece,2005,0.147
Grenada,2005,0.257
Guatemala,2005,0.101
Guinea,2005,0.2
Guinea-Bissau,2005,0.13
Guyana,2005,0.273
Haiti,2005,0.123
Honduras,2005,0.234
Hungary,2005,0.0974
Iceland,2005,0.318
India,2005,0.0964
Indonesia,2005,0.133
Iran,2005,0.0379
Iraq,2005,0.315
Ireland,2005,0.146
Israel,2005,0.144
Italy,2005,0.142
Jamaica,2005,0.136
Japan,2005,0.0803
Jordan,2005,0.109
Kazakhstan,2005,0.0513
Kenya,2005,0.0848
Kiribati,2005,0.0455
Kuwait,2005,0.0103
Kyrgyz Republic,2005,0.0
Lao,2005,0.247
Latvia,2005,0.188
Lebanon,2005,0.0469
Lesotho,2005,0.216
Liberia,2005,0.138
Libya,2005,0.0768
Liechtenstein,2005,0.24
Lithuania,2005,0.199
Luxembourg,2005,0.21
Madagascar,2005,0.0604
Malawi,2005,0.159
Malaysia,2005,0.257
Maldives,2005,0.12
Mali,2005,0.102
Malta,2005,0.0811
Marshall Islands,2005,0.0303
Mauritania,2005,0.158
Mauritius,2005,0.171
Mexico,2005,0.233
"Micronesia, Fed, Sts,",2005,0.0
Moldova,2005,0.218
Monaco,2005,0.225
Mongolia,2005,0.0586
Montenegro,2005,
Morocco,2005,0.0111
Mozambique,2005,0.357
Myanmar,2005,0.0383
Namibia,2005,0.265
Nauru,2005,0.0
Nepal,2005,0.166
Netherlands,2005,0.36
New Zealand,2005,0.322
Nicaragua,2005,0.163
Niger,2005,0.119
Nigeria,2005,0.0567
North Korea,2005,0.186
North Macedonia,2005,0.256
Norway,2005,0.379
Oman,2005,0.0847
Pakistan,2005,0.173
Palau,2005,0.0396
Panama,2005,0.151
Papua New Guinea,2005,0.0092
Paraguay,2005,0.107
Peru,2005,0.263
Philippines,2005,0.189
Poland,2005,0.193
Portugal,2005,0.213
Qatar,2005,0.0
Romania,2005,0.0975
Russia,2005,0.0565
Rwanda,2005,0.471
Samoa,2005,0.0776
San Marino,2005,0.127
Sao Tome and Principe,2005,0.0773
Saudi Arabia,2005,0.0
Senegal,2005,0.273
Serbia,2005,
Seychelles,2005,0.259
Sierra Leone,2005,0.138
Singapore,2005,0.193
Slovak Republic,2005,0.169
Slovenia,2005,0.104
Solomon Islands,2005,0.0
Somalia,2005,0.0725
South Africa,2005,0.327
South Korea,2005,0.101
South Sudan,2005,
Spain,2005,0.31
Sri Lanka,2005,0.0496
"St, Kitts and Nevis",2005,0.0111
"St, Lucia",2005,0.0592
"St, Vincent and the Grenadines",2005,0.182
Sudan,2005,0.136
Suriname,2005,0.255
Sweden,2005,0.464
Switzerland,2005,0.261
Syria,2005,0.122
Tajikistan,2005,0.196
Tanzania,2005,0.304
Thailand,2005,0.106
Timor-Leste,2005,0.276
Togo,2005,0.0875
Tonga,2005,0.0345
Trinidad and Tobago,2005,0.303
Tunisia,2005,0.134
Turkey,2005,0.0721
Turkmenistan,2005,0.16
Tuvalu,2005,0.0
Uganda,2005,0.271
Ukraine,2005,0.0667
United Arab Emirates,2005,0.025
United Kingdom,2005,0.185
United States,2005,0.155
Uruguay,2005,0.12
Uzbekistan,2005,0.15
Vanuatu,2005,0.0385
Venezuela,2005,0.174
Vietnam,2005,0.264
Yemen,2005,0.0044
Zambia,2005,0.141
Zimbabwe,2005,0.208
Afghanistan,2006,0.263
Albania,2006,0.0946
Algeria,2006,0.031
Andorra,2006,0.329
Angola,2006,0.338
Antigua and Barbuda,2006,0.161
Argentina,2006,0.386
Armenia,2006,0.0853
Australia,2006,0.292
Austria,2006,0.316
Azerbaijan,2006,
Bahamas,2006,
Bahrain,2006,
Bangladesh,2006,
Barbados,2006,
Belarus,2006,0.308
Belgium,2006,0.351
Belize,2006,0.15
Benin,2006,0.0994
Bhutan,2006,0.168
Bolivia,2006,0.177
Bosnia and Herzegovina,2006,0.143
Botswana,2006,0.0984
Brazil,2006,0.0993
Brunei,2006,
Bulgaria,2006,0.208
Burkina Faso,2006,0.144
Burundi,2006,0.323
Cambodia,2006,0.142
Cameroon,2006,0.137
Canada,2006,0.266
Cape Verde,2006,0.153
Central African Republic,2006,
Chad,2006,
Chile,2006,
China,2006,
Colombia,2006,0.097
Comoros,2006,0.0182
"Congo, Dem, Rep,",2006,0.084
"Congo, Rep,",2006,0.0923
Costa Rica,2006,0.386
Cote d'Ivoire,2006,0.0997
Croatia,2006,0.201
Cuba,2006,0.403
Cyprus,2006,0.143
Czech Republic,2006,0.153
Denmark,2006,0.371
Djibouti,2006,0.126
Dominica,2006,0.128
Dominican Republic,2006,0.171
Ecuador,2006,0.25
Egypt,2006,0.0489
El Salvador,2006,0.167
Equatorial Guinea,2006,0.14
Eritrea,2006,0.216
Estonia,2006,0.218
Eswatini,2006,0.178
Ethiopia,2006,0.216
Fiji,2006,0.126
Finland,2006,0.411
France,2006,0.167
Gabon,2006,0.125
Gambia,2006,0.102
Georgia,2006,0.0774
Germany,2006,0.32
Ghana,2006,0.0939
Greece,2006,0.151
Grenada,2006,0.243
Guatemala,2006,0.111
Guinea,2006,0.203
Guinea-Bissau,2006,0.12
Guyana,2006,0.29
Haiti,2006,0.136
Honduras,2006,0.221
Hungary,2006,0.104
Iceland,2006,0.322
India,2006,0.107
Indonesia,2006,0.147
Iran,2006,0.0345
Iraq,2006,0.301
Ireland,2006,0.15
Israel,2006,0.142
Italy,2006,0.161
Jamaica,2006,0.136
Japan,2006,0.113
Jordan,2006,0.0909
Kazakhstan,2006,0.13
Kenya,2006,0.0893
Kiribati,2006,0.0444
Kuwait,2006,0.0154
Kyrgyz Republic,2006,0.139
Lao,2006,0.252
Latvia,2006,0.19
Lebanon,2006,0.043
Lesotho,2006,0.231
Liberia,2006,0.133
Libya,2006,0.0769
Liechtenstein,2006,0.24
Lithuania,2006,0.191
Luxembourg,2006,0.22
Madagascar,2006,0.0697
Malawi,2006,0.171
Malaysia,2006,0.257
Maldives,2006,0.101
Mali,2006,0.102
Malta,2006,0.0831
Marshall Islands,2006,0.0303
Mauritania,2006,0.179
Mauritius,2006,0.175
Mexico,2006,0.234
"Micronesia, Fed, Sts,",2006,0.0
Moldova,2006,0.231
Monaco,2006,0.233
Mongolia,2006,0.0548
Montenegro,2006,0.0864
Morocco,2006,0.0111
Mozambique,2006,0.366
Myanmar,2006,0.0387
Namibia,2006,0.261
Nauru,2006,0.0
Nepal,2006,0.17
Netherlands,2006,0.367
New Zealand,2006,0.327
Nicaragua,2006,0.152
Niger,2006,0.114
Nigeria,2006,0.0637
North Korea,2006,0.176
North Macedonia,2006,0.283
Norway,2006,0.383
Oman,2006,0.0879
Pakistan,2006,0.17
Palau,2006,0.0784
Panama,2006,0.136
Papua New Guinea,2006,0.0092
Paraguay,2006,0.117
Peru,2006,0.292
Philippines,2006,0.202
Poland,2006,0.188
Portugal,2006,0.229
Qatar,2006,0.0
Romania,2006,0.0976
Russia,2006,0.0565
Rwanda,2006,0.498
Samoa,2006,0.0816
San Marino,2006,0.117
Sao Tome and Principe,2006,0.0727
Saudi Arabia,2006,0.0567
Senegal,2006,0.283
Serbia,2006,
Seychelles,2006,0.247
Sierra Leone,2006,0.137
Singapore,2006,0.212
Slovak Republic,2006,0.16
Slovenia,2006,0.0765
Solomon Islands,2006,0.0
Somalia,2006,0.0779
South Africa,2006,0.35
South Korea,2006,0.109
South Sudan,2006,
Spain,2006,0.314
Sri Lanka,2006,0.0504
"St, Kitts and Nevis",2006,0.0222
"St, Lucia",2006,0.0286
"St, Vincent and the Grenadines",2006,0.174
Sudan,2006,0.157
Suriname,2006,0.224
Sweden,2006,0.473
Switzerland,2006,0.268
Syria,2006,0.123
Tajikistan,2006,0.192
Tanzania,2006,0.316
Thailand,2006,0.112
Timor-Leste,2006,0.281
Togo,2006,0.0893
Tonga,2006,0.0333
Trinidad and Tobago,2006,0.318
Tunisia,2006,0.14
Turkey,2006,0.0816
