Date,Age,Day of Week,Day of Year,Day Name,Start of Week,DayOfWeek,Weekend,MonthName,ShortMonth
2015-06-28 00:00:00.000,4,6,179,"Sunday",2015-06-22 00:00:00.000,7,"Weekend","June","JUN"
2015-06-27 00:00:00.000,4,5,178,"Saturday",2015-06-22 00:00:00.000,6,"Weekend","June","JUN"
2015-06-26 00:00:00.000,4,4,177,"Friday",2015-06-22 00:00:00.000,5,"Weekday","June","JUN"
2015-06-25 00:00:00.000,4,3,176,"Thursday",2015-06-22 00:00:00.000,4,"Weekday","June","JUN"
2015-06-24 00:00:00.000,4,2,175,"Wednesday",2015-06-22 00:00:00.000,3,"Weekday","June","JUN"
2015-06-23 00:00:00.000,4,1,174,"Tuesday",2015-06-22 00:00:00.000,2,"Weekday","June","JUN"
2015-06-22 00:00:00.000,4,0,173,"Monday",2015-06-22 00:00:00.000,1,"Weekday","June","JUN"
2015-06-15 00:00:00.000,4,0,166,"Monday",2015-06-15 00:00:00.000,1,"Weekday","June","JUN"
2015-06-16 00:00:00.000,4,1,167,"Tuesday",2015-06-15 00:00:00.000,2,"Weekday","June","JUN"
2015-06-17 00:00:00.000,4,2,168,"Wednesday",2015-06-15 00:00:00.000,3,"Weekday","June","JUN"
2015-06-19 00:00:00.000,4,4,170,"Friday",2015-06-15 00:00:00.000,5,"Weekday","June","JUN"
2015-06-21 00:00:00.000,4,6,172,"Sunday",2015-06-15 00:00:00.000,7,"Weekend","June","JUN"
2015-06-18 00:00:00.000,4,3,169,"Thursday",2015-06-15 00:00:00.000,4,"Weekday","June","JUN"
2015-06-20 00:00:00.000,4,5,171,"Saturday",2015-06-15 00:00:00.000,6,"Weekend","June","JUN"
2015-06-08 00:00:00.000,4,0,159,"Monday",2015-06-08 00:00:00.000,1,"Weekday","June","JUN"
2015-06-09 00:00:00.000,4,1,160,"Tuesday",2015-06-08 00:00:00.000,2,"Weekday","June","JUN"
2015-06-10 00:00:00.000,4,2,161,"Wednesday",2015-06-08 00:00:00.000,3,"Weekday","June","JUN"
2015-06-14 00:00:00.000,4,6,165,"Sunday",2015-06-08 00:00:00.000,7,"Weekend","June","JUN"
2015-06-12 00:00:00.000,4,4,163,"Friday",2015-06-08 00:00:00.000,5,"Weekday","June","JUN"
2015-06-13 00:00:00.000,4,5,164,"Saturday",2015-06-08 00:00:00.000,6,"Weekend","June","JUN"
2015-06-11 00:00:00.000,4,3,162,"Thursday",2015-06-08 00:00:00.000,4,"Weekday","June","JUN"
2015-06-01 00:00:00.000,4,0,152,"Monday",2015-06-01 00:00:00.000,1,"Weekday","June","JUN"
2015-06-02 00:00:00.000,4,1,153,"Tuesday",2015-06-01 00:00:00.000,2,"Weekday","June","JUN"
2015-06-03 00:00:00.000,4,2,154,"Wednesday",2015-06-01 00:00:00.000,3,"Weekday","June","JUN"
2015-06-05 00:00:00.000,4,4,156,"Friday",2015-06-01 00:00:00.000,5,"Weekday","June","JUN"
2015-06-06 00:00:00.000,4,5,157,"Saturday",2015-06-01 00:00:00.000,6,"Weekend","June","JUN"
2015-06-07 00:00:00.000,4,6,158,"Sunday",2015-06-01 00:00:00.000,7,"Weekend","June","JUN"
2015-06-04 00:00:00.000,4,3,155,"Thursday",2015-06-01 00:00:00.000,4,"Weekday","June","JUN"
2015-05-30 00:00:00.000,4,5,150,"Saturday",2015-05-25 00:00:00.000,6,"Weekend","May","MAY"
2015-05-29 00:00:00.000,4,4,149,"Friday",2015-05-25 00:00:00.000,5,"Weekday","May","MAY"
2015-05-28 00:00:00.000,4,3,148,"Thursday",2015-05-25 00:00:00.000,4,"Weekday","May","MAY"
2015-05-27 00:00:00.000,4,2,147,"Wednesday",2015-05-25 00:00:00.000,3,"Weekday","May","MAY"
2015-05-26 00:00:00.000,4,1,146,"Tuesday",2015-05-25 00:00:00.000,2,"Weekday","May","MAY"
2015-05-25 00:00:00.000,4,0,145,"Monday",2015-05-25 00:00:00.000,1,"Weekday","May","MAY"
2015-05-31 00:00:00.000,4,6,151,"Sunday",2015-05-25 00:00:00.000,7,"Weekend","May","MAY"
2015-05-19 00:00:00.000,4,1,139,"Tuesday",2015-05-18 00:00:00.000,2,"Weekday","May","MAY"
2015-05-18 00:00:00.000,4,0,138,"Monday",2015-05-18 00:00:00.000,1,"Weekday","May","MAY"
2015-05-20 00:00:00.000,4,2,140,"Wednesday",2015-05-18 00:00:00.000,3,"Weekday","May","MAY"
2015-05-22 00:00:00.000,4,4,142,"Friday",2015-05-18 00:00:00.000,5,"Weekday","May","MAY"
2015-05-24 00:00:00.000,4,6,144,"Sunday",2015-05-18 00:00:00.000,7,"Weekend","May","MAY"
2015-05-21 00:00:00.000,4,3,141,"Thursday",2015-05-18 00:00:00.000,4,"Weekday","May","MAY"
2015-05-23 00:00:00.000,4,5,143,"Saturday",2015-05-18 00:00:00.000,6,"Weekend","May","MAY"
2015-05-17 00:00:00.000,4,6,137,"Sunday",2015-05-11 00:00:00.000,7,"Weekend","May","MAY"
2015-05-16 00:00:00.000,4,5,136,"Saturday",2015-05-11 00:00:00.000,6,"Weekend","May","MAY"
2015-05-15 00:00:00.000,4,4,135,"Friday",2015-05-11 00:00:00.000,5,"Weekday","May","MAY"
2015-05-14 00:00:00.000,4,3,134,"Thursday",2015-05-11 00:00:00.000,4,"Weekday","May","MAY"
2015-05-13 00:00:00.000,4,2,133,"Wednesday",2015-05-11 00:00:00.000,3,"Weekday","May","MAY"
2015-05-12 00:00:00.000,4,1,132,"Tuesday",2015-05-11 00:00:00.000,2,"Weekday","May","MAY"
2015-05-11 00:00:00.000,4,0,131,"Monday",2015-05-11 00:00:00.000,1,"Weekday","May","MAY"
2015-05-04 00:00:00.000,4,0,124,"Monday",2015-05-04 00:00:00.000,1,"Weekday","May","MAY"
2015-05-05 00:00:00.000,4,1,125,"Tuesday",2015-05-04 00:00:00.000,2,"Weekday","May","MAY"
2015-05-06 00:00:00.000,4,2,126,"Wednesday",2015-05-04 00:00:00.000,3,"Weekday","May","MAY"
2015-05-08 00:00:00.000,4,4,128,"Friday",2015-05-04 00:00:00.000,5,"Weekday","May","MAY"
2015-05-09 00:00:00.000,4,5,129,"Saturday",2015-05-04 00:00:00.000,6,"Weekend","May","MAY"
2015-05-10 00:00:00.000,4,6,130,"Sunday",2015-05-04 00:00:00.000,7,"Weekend","May","MAY"
2015-05-07 00:00:00.000,4,3,127,"Thursday",2015-05-04 00:00:00.000,4,"Weekday","May","MAY"
2015-05-03 00:00:00.000,4,6,123,"Sunday",2015-04-27 00:00:00.000,7,"Weekend","May","MAY"
2015-05-02 00:00:00.000,4,5,122,"Saturday",2015-04-27 00:00:00.000,6,"Weekend","May","MAY"
2015-05-01 00:00:00.000,4,4,121,"Friday",2015-04-27 00:00:00.000,5,"Weekday","May","MAY"
2015-04-30 00:00:00.000,4,3,120,"Thursday",2015-04-27 00:00:00.000,4,"Weekday","April","APR"
2015-04-29 00:00:00.000,4,2,119,"Wednesday",2015-04-27 00:00:00.000,3,"Weekday","April","APR"
2015-04-28 00:00:00.000,4,1,118,"Tuesday",2015-04-27 00:00:00.000,2,"Weekday","April","APR"
2015-04-27 00:00:00.000,4,0,117,"Monday",2015-04-27 00:00:00.000,1,"Weekday","April","APR"
2015-04-20 00:00:00.000,4,0,110,"Monday",2015-04-20 00:00:00.000,1,"Weekday","April","APR"
2015-04-21 00:00:00.000,4,1,111,"Tuesday",2015-04-20 00:00:00.000,2,"Weekday","April","APR"
2015-04-22 00:00:00.000,4,2,112,"Wednesday",2015-04-20 00:00:00.000,3,"Weekday","April","APR"
2015-04-24 00:00:00.000,4,4,114,"Friday",2015-04-20 00:00:00.000,5,"Weekday","April","APR"
2015-04-26 00:00:00.000,4,6,116,"Sunday",2015-04-20 00:00:00.000,7,"Weekend","April","APR"
2015-04-23 00:00:00.000,4,3,113,"Thursday",2015-04-20 00:00:00.000,4,"Weekday","April","APR"
2015-04-25 00:00:00.000,4,5,115,"Saturday",2015-04-20 00:00:00.000,6,"Weekend","April","APR"
2015-04-13 00:00:00.000,4,0,103,"Monday",2015-04-13 00:00:00.000,1,"Weekday","April","APR"
2015-04-14 00:00:00.000,4,1,104,"Tuesday",2015-04-13 00:00:00.000,2,"Weekday","April","APR"
2015-04-15 00:00:00.000,4,2,105,"Wednesday",2015-04-13 00:00:00.000,3,"Weekday","April","APR"
2015-04-19 00:00:00.000,4,6,109,"Sunday",2015-04-13 00:00:00.000,7,"Weekend","April","APR"
2015-04-17 00:00:00.000,4,4,107,"Friday",2015-04-13 00:00:00.000,5,"Weekday","April","APR"
2015-04-18 00:00:00.000,4,5,108,"Saturday",2015-04-13 00:00:00.000,6,"Weekend","April","APR"
2015-04-16 00:00:00.000,4,3,106,"Thursday",2015-04-13 00:00:00.000,4,"Weekday","April","APR"
2015-04-06 00:00:00.000,4,0,96,"Monday",2015-04-06 00:00:00.000,1,"Weekday","April","APR"
2015-04-07 00:00:00.000,4,1,97,"Tuesday",2015-04-06 00:00:00.000,2,"Weekday","April","APR"
2015-04-08 00:00:00.000,4,2,98,"Wednesday",2015-04-06 00:00:00.000,3,"Weekday","April","APR"
2015-04-10 00:00:00.000,4,4,100,"Friday",2015-04-06 00:00:00.000,5,"Weekday","April","APR"
2015-04-11 00:00:00.000,4,5,101,"Saturday",2015-04-06 00:00:00.000,6,"Weekend","April","APR"
2015-04-12 00:00:00.000,4,6,102,"Sunday",2015-04-06 00:00:00.000,7,"Weekend","April","APR"
2015-04-09 00:00:00.000,4,3,99,"Thursday",2015-04-06 00:00:00.000,4,"Weekday","April","APR"
2015-04-04 00:00:00.000,4,5,94,"Saturday",2015-03-30 00:00:00.000,6,"Weekend","April","APR"
2015-04-03 00:00:00.000,4,4,93,"Friday",2015-03-30 00:00:00.000,5,"Weekday","April","APR"
2015-04-02 00:00:00.000,4,3,92,"Thursday",2015-03-30 00:00:00.000,4,"Weekday","April","APR"
2015-04-01 00:00:00.000,4,2,91,"Wednesday",2015-03-30 00:00:00.000,3,"Weekday","April","APR"
2015-03-31 00:00:00.000,4,1,90,"Tuesday",2015-03-30 00:00:00.000,2,"Weekday","March","MAR"
2015-03-30 00:00:00.000,4,0,89,"Monday",2015-03-30 00:00:00.000,1,"Weekday","March","MAR"
2015-04-05 00:00:00.000,4,6,95,"Sunday",2015-03-30 00:00:00.000,7,"Weekend","April","APR"
2015-03-24 00:00:00.000,4,1,83,"Tuesday",2015-03-23 00:00:00.000,2,"Weekday","March","MAR"
2015-03-23 00:00:00.000,4,0,82,"Monday",2015-03-23 00:00:00.000,1,"Weekday","March","MAR"
2015-03-25 00:00:00.000,4,2,84,"Wednesday",2015-03-23 00:00:00.000,3,"Weekday","March","MAR"
2015-03-27 00:00:00.000,4,4,86,"Friday",2015-03-23 00:00:00.000,5,"Weekday","March","MAR"
2015-03-29 00:00:00.000,4,6,88,"Sunday",2015-03-23 00:00:00.000,7,"Weekend","March","MAR"
2015-03-26 00:00:00.000,4,3,85,"Thursday",2015-03-23 00:00:00.000,4,"Weekday","March","MAR"
2015-03-28 00:00:00.000,4,5,87,"Saturday",2015-03-23 00:00:00.000,6,"Weekend","March","MAR"
2015-03-22 00:00:00.000,4,6,81,"Sunday",2015-03-16 00:00:00.000,7,"Weekend","March","MAR"
2015-03-21 00:00:00.000,4,5,80,"Saturday",2015-03-16 00:00:00.000,6,"Weekend","March","MAR"
2015-03-20 00:00:00.000,4,4,79,"Friday",2015-03-16 00:00:00.000,5,"Weekday","March","MAR"
2015-03-19 00:00:00.000,4,3,78,"Thursday",2015-03-16 00:00:00.000,4,"Weekday","March","MAR"
2015-03-18 00:00:00.000,4,2,77,"Wednesday",2015-03-16 00:00:00.000,3,"Weekday","March","MAR"
2015-03-17 00:00:00.000,4,1,76,"Tuesday",2015-03-16 00:00:00.000,2,"Weekday","March","MAR"
2015-03-16 00:00:00.000,4,0,75,"Monday",2015-03-16 00:00:00.000,1,"Weekday","March","MAR"
2015-03-09 00:00:00.000,4,0,68,"Monday",2015-03-09 00:00:00.000,1,"Weekday","March","MAR"
2015-03-10 00:00:00.000,4,1,69,"Tuesday",2015-03-09 00:00:00.000,2,"Weekday","March","MAR"
2015-03-11 00:00:00.000,4,2,70,"Wednesday",2015-03-09 00:00:00.000,3,"Weekday","March","MAR"
2015-03-13 00:00:00.000,4,4,72,"Friday",2015-03-09 00:00:00.000,5,"Weekday","March","MAR"
2015-03-14 00:00:00.000,4,5,73,"Saturday",2015-03-09 00:00:00.000,6,"Weekend","March","MAR"
2015-03-15 00:00:00.000,4,6,74,"Sunday",2015-03-09 00:00:00.000,7,"Weekend","March","MAR"
2015-03-12 00:00:00.000,4,3,71,"Thursday",2015-03-09 00:00:00.000,4,"Weekday","March","MAR"
2015-03-08 00:00:00.000,4,6,67,"Sunday",2015-03-02 00:00:00.000,7,"Weekend","March","MAR"
2015-03-07 00:00:00.000,4,5,66,"Saturday",2015-03-02 00:00:00.000,6,"Weekend","March","MAR"
2015-03-06 00:00:00.000,4,4,65,"Friday",2015-03-02 00:00:00.000,5,"Weekday","March","MAR"
2015-03-05 00:00:00.000,4,3,64,"Thursday",2015-03-02 00:00:00.000,4,"Weekday","March","MAR"
2015-03-04 00:00:00.000,4,2,63,"Wednesday",2015-03-02 00:00:00.000,3,"Weekday","March","MAR"
2015-03-03 00:00:00.000,4,1,62,"Tuesday",2015-03-02 00:00:00.000,2,"Weekday","March","MAR"
2015-03-02 00:00:00.000,4,0,61,"Monday",2015-03-02 00:00:00.000,1,"Weekday","March","MAR"
2015-02-23 00:00:00.000,4,0,54,"Monday",2015-02-23 00:00:00.000,1,"Weekday","February","FEB"
2015-02-24 00:00:00.000,4,1,55,"Tuesday",2015-02-23 00:00:00.000,2,"Weekday","February","FEB"
2015-02-25 00:00:00.000,4,2,56,"Wednesday",2015-02-23 00:00:00.000,3,"Weekday","February","FEB"
2015-02-27 00:00:00.000,4,4,58,"Friday",2015-02-23 00:00:00.000,5,"Weekday","February","FEB"
2015-03-01 00:00:00.000,4,6,60,"Sunday",2015-02-23 00:00:00.000,7,"Weekend","March","MAR"
2015-02-26 00:00:00.000,4,3,57,"Thursday",2015-02-23 00:00:00.000,4,"Weekday","February","FEB"
2015-02-28 00:00:00.000,4,5,59,"Saturday",2015-02-23 00:00:00.000,6,"Weekend","February","FEB"
2015-02-22 00:00:00.000,4,6,53,"Sunday",2015-02-16 00:00:00.000,7,"Weekend","February","FEB"
2015-02-21 00:00:00.000,4,5,52,"Saturday",2015-02-16 00:00:00.000,6,"Weekend","February","FEB"
2015-02-20 00:00:00.000,4,4,51,"Friday",2015-02-16 00:00:00.000,5,"Weekday","February","FEB"
2015-02-19 00:00:00.000,4,3,50,"Thursday",2015-02-16 00:00:00.000,4,"Weekday","February","FEB"
2015-02-18 00:00:00.000,4,2,49,"Wednesday",2015-02-16 00:00:00.000,3,"Weekday","February","FEB"
2015-02-17 00:00:00.000,4,1,48,"Tuesday",2015-02-16 00:00:00.000,2,"Weekday","February","FEB"
2015-02-16 00:00:00.000,4,0,47,"Monday",2015-02-16 00:00:00.000,1,"Weekday","February","FEB"
2015-02-09 00:00:00.000,4,0,40,"Monday",2015-02-09 00:00:00.000,1,"Weekday","February","FEB"
2015-02-10 00:00:00.000,4,1,41,"Tuesday",2015-02-09 00:00:00.000,2,"Weekday","February","FEB"
2015-02-11 00:00:00.000,4,2,42,"Wednesday",2015-02-09 00:00:00.000,3,"Weekday","February","FEB"
2015-02-13 00:00:00.000,4,4,44,"Friday",2015-02-09 00:00:00.000,5,"Weekday","February","FEB"
2015-02-14 00:00:00.000,4,5,45,"Saturday",2015-02-09 00:00:00.000,6,"Weekend","February","FEB"
2015-02-15 00:00:00.000,4,6,46,"Sunday",2015-02-09 00:00:00.000,7,"Weekend","February","FEB"
2015-02-12 00:00:00.000,4,3,43,"Thursday",2015-02-09 00:00:00.000,4,"Weekday","February","FEB"
2015-02-08 00:00:00.000,4,6,39,"Sunday",2015-02-02 00:00:00.000,7,"Weekend","February","FEB"
2015-02-07 00:00:00.000,4,5,38,"Saturday",2015-02-02 00:00:00.000,6,"Weekend","February","FEB"
2015-02-06 00:00:00.000,4,4,37,"Friday",2015-02-02 00:00:00.000,5,"Weekday","February","FEB"
2015-02-05 00:00:00.000,4,3,36,"Thursday",2015-02-02 00:00:00.000,4,"Weekday","February","FEB"
2015-02-04 00:00:00.000,4,2,35,"Wednesday",2015-02-02 00:00:00.000,3,"Weekday","February","FEB"
2015-02-03 00:00:00.000,4,1,34,"Tuesday",2015-02-02 00:00:00.000,2,"Weekday","February","FEB"
2015-02-02 00:00:00.000,4,0,33,"Monday",2015-02-02 00:00:00.000,1,"Weekday","February","FEB"
2015-01-26 00:00:00.000,4,0,26,"Monday",2015-01-26 00:00:00.000,1,"Weekday","January","JAN"
2015-01-27 00:00:00.000,4,1,27,"Tuesday",2015-01-26 00:00:00.000,2,"Weekday","January","JAN"
2015-01-28 00:00:00.000,4,2,28,"Wednesday",2015-01-26 00:00:00.000,3,"Weekday","January","JAN"
2015-01-30 00:00:00.000,4,4,30,"Friday",2015-01-26 00:00:00.000,5,"Weekday","January","JAN"
2015-01-31 00:00:00.000,4,5,31,"Saturday",2015-01-26 00:00:00.000,6,"Weekend","January","JAN"
2015-02-01 00:00:00.000,4,6,32,"Sunday",2015-01-26 00:00:00.000,7,"Weekend","February","FEB"
2015-01-29 00:00:00.000,4,3,29,"Thursday",2015-01-26 00:00:00.000,4,"Weekday","January","JAN"
2015-01-25 00:00:00.000,4,6,25,"Sunday",2015-01-19 00:00:00.000,7,"Weekend","January","JAN"
2015-01-24 00:00:00.000,4,5,24,"Saturday",2015-01-19 00:00:00.000,6,"Weekend","January","JAN"
2015-01-23 00:00:00.000,4,4,23,"Friday",2015-01-19 00:00:00.000,5,"Weekday","January","JAN"
2015-01-22 00:00:00.000,4,3,22,"Thursday",2015-01-19 00:00:00.000,4,"Weekday","January","JAN"
2015-01-21 00:00:00.000,4,2,21,"Wednesday",2015-01-19 00:00:00.000,3,"Weekday","January","JAN"
2015-01-20 00:00:00.000,4,1,20,"Tuesday",2015-01-19 00:00:00.000,2,"Weekday","January","JAN"
2015-01-19 00:00:00.000,4,0,19,"Monday",2015-01-19 00:00:00.000,1,"Weekday","January","JAN"
2015-01-12 00:00:00.000,4,0,12,"Monday",2015-01-12 00:00:00.000,1,"Weekday","January","JAN"
2015-01-13 00:00:00.000,4,1,13,"Tuesday",2015-01-12 00:00:00.000,2,"Weekday","January","JAN"
2015-01-14 00:00:00.000,4,2,14,"Wednesday",2015-01-12 00:00:00.000,3,"Weekday","January","JAN"
2015-01-16 00:00:00.000,4,4,16,"Friday",2015-01-12 00:00:00.000,5,"Weekday","January","JAN"
2015-01-17 00:00:00.000,4,5,17,"Saturday",2015-01-12 00:00:00.000,6,"Weekend","January","JAN"
2015-01-18 00:00:00.000,4,6,18,"Sunday",2015-01-12 00:00:00.000,7,"Weekend","January","JAN"
2015-01-15 00:00:00.000,4,3,15,"Thursday",2015-01-12 00:00:00.000,4,"Weekday","January","JAN"
2015-01-11 00:00:00.000,4,6,11,"Sunday",2015-01-05 00:00:00.000,7,"Weekend","January","JAN"
2015-01-10 00:00:00.000,4,5,10,"Saturday",2015-01-05 00:00:00.000,6,"Weekend","January","JAN"
2015-01-09 00:00:00.000,4,4,9,"Friday",2015-01-05 00:00:00.000,5,"Weekday","January","JAN"
2015-01-08 00:00:00.000,4,3,8,"Thursday",2015-01-05 00:00:00.000,4,"Weekday","January","JAN"
2015-01-07 00:00:00.000,4,2,7,"Wednesday",2015-01-05 00:00:00.000,3,"Weekday","January","JAN"
2015-01-06 00:00:00.000,4,1,6,"Tuesday",2015-01-05 00:00:00.000,2,"Weekday","January","JAN"
2015-01-05 00:00:00.000,4,0,5,"Monday",2015-01-05 00:00:00.000,1,"Weekday","January","JAN"
2015-01-04 00:00:00.000,4,6,4,"Sunday",2014-12-29 00:00:00.000,7,"Weekend","January","JAN"
2015-01-03 00:00:00.000,4,5,3,"Saturday",2014-12-29 00:00:00.000,6,"Weekend","January","JAN"
2015-01-02 00:00:00.000,4,4,2,"Friday",2014-12-29 00:00:00.000,5,"Weekday","January","JAN"
2015-01-01 00:00:00.000,4,3,1,"Thursday",2014-12-29 00:00:00.000,4,"Weekday","January","JAN"
