numero_boletim,data hora_boletim,data_inclusao,tipo_acidente,desc_tipo_acidente,cod_tempo,desc_tempo,cod_pavimento,pavimento,cod_regional,desc_regional,origem_boletim,local_sinalizado,velocidade_permitida,coordenada_x,coordenada_y,hora_informada,indicador_fatalidade,valor_ups,descricao_ups,data_alteracao_smsa,valor_ups_antiga,descricao_ups_antiga
"2017-022489841-001",2017-08-30 08:26:00.000,2017-08-30 09:26:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-022631264-001",2017-08-27 19:16:00.000,2017-08-27 21:02:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-019732569-001",2017-08-08 19:25:00.000,2017-08-08 19:30:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-013838214-001",2017-06-30 10:45:00.000,2017-06-30 12:30:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-006385185-001",2017-03-25 11:35:00.000,2017-03-25 15:21:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-011520009-001",2017-06-02 08:12:00.000,2017-06-02 12:18:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-014335818-001",2017-07-03 19:35:00.000,2017-07-03 21:14:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-008932421-001",2017-04-28 15:52:00.000,2017-04-28 16:57:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-008972085-001",2017-04-29 06:29:00.000,2017-04-29 12:03:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-008972358-001",2017-04-29 09:06:00.000,2017-04-29 12:10:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-011687382-001",2017-06-04 21:24:00.000,2017-06-05 02:04:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-006604998-001",2017-03-28 13:48:00.000,2017-03-28 15:49:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-009046832-001",2017-04-30 21:23:00.000,2017-04-30 22:17:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-011953829-001",2017-06-07 19:16:00.000,2017-06-07 19:19:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-014839307-001",2017-07-06 20:58:00.000,2017-07-07 00:38:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-014845449-001",2017-07-06 23:37:00.000,2017-07-07 01:51:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-006873154-001",2017-03-31 17:15:00.000,2017-03-31 20:09:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-006881122-001",2017-03-31 19:32:00.000,2017-03-31 22:34:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-006904824-001",2017-04-01 10:06:00.000,2017-04-01 12:27:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-006905885-001",2017-04-01 02:52:00.000,2017-04-01 13:00:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-007549019-001",2017-04-10 05:28:00.000,2017-04-10 09:35:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-007599410-001",2017-04-10 14:37:00.000,2017-04-10 16:31:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-007607278-001",2017-04-10 17:06:00.000,2017-04-10 17:40:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-007618826-001",2017-04-10 19:33:00.000,2017-04-10 20:31:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-007676980-001",2017-04-11 09:32:00.000,2017-04-11 14:56:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-007715779-001",2017-04-11 22:13:00.000,2017-04-11 22:54:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-007716040-001",2017-04-11 18:26:00.000,2017-04-11 22:59:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-012016482-001",2017-06-08 13:41:00.000,2017-06-08 14:56:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-012128756-001",2017-06-09 17:21:00.000,2017-06-09 17:41:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-007728828-001",2017-04-12 07:06:00.000,2017-04-12 08:40:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-007748478-001",2017-04-12 10:03:00.000,2017-04-12 11:59:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-013034910-001",2017-06-22 09:23:00.000,2017-06-22 09:51:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-004751257-001",2017-03-04 16:04:00.000,2017-03-04 16:37:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-008000080-001",2017-04-16 14:58:00.000,2017-04-16 17:25:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-010876193-001",2017-05-24 21:30:00.000,2017-05-25 00:22:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-006712884-001",2017-03-29 19:27:00.000,2017-03-29 21:19:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-009564823-001",2017-05-08 08:01:00.000,2017-05-08 09:50:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-007337639-001",2017-04-06 23:38:00.000,2017-04-07 00:15:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-004823321-001",2017-03-05 20:26:00.000,2017-03-06 01:46:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-004971420-001",2017-03-07 13:12:00.000,2017-03-07 15:04:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-008066009-001",2017-04-17 11:57:00.000,2017-04-17 13:55:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-012333710-001",2017-06-12 18:54:00.000,2017-06-12 21:00:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-005838082-001",2017-03-18 12:47:00.000,2017-03-18 13:01:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-007024540-001",2017-04-03 01:18:00.000,2017-04-03 13:06:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-009734306-001",2017-05-09 23:50:00.000,2017-05-10 02:08:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-009999345-001",2017-05-13 06:56:00.000,2017-05-13 10:16:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-012524647-001",2017-06-15 04:23:00.000,2017-06-15 06:31:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-012633146-001",2017-06-16 17:20:00.000,2017-06-16 21:27:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-008513523-001",2017-04-23 14:17:00.000,2017-04-23 16:44:00.000," H09002","COLISAO DE VEICULOS COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-039451640-001",2017-12-14 21:36:00.000,2017-12-15 00:05:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","SIM",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-006503367-001",2017-03-27 10:11:00.000,2017-03-27 13:42:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","SIM",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-005330920-001",2017-03-11 21:25:00.000,2017-03-12 01:34:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","SIM",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-034615719-001",2017-11-13 00:56:00.000,2017-11-13 04:21:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-035934869-001",2017-11-21 11:15:00.000,2017-11-21 18:04:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-035960538-001",2017-11-21 20:36:00.000,2017-11-21 21:17:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-038637025-001",2017-12-09 15:57:00.000,2017-12-09 16:08:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-038761977-001",2017-12-10 13:43:00.000,2017-12-10 17:32:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-039014688-001",2017-12-12 08:30:00.000,2017-12-12 10:09:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-035226870-001",2017-11-16 21:40:00.000,2017-11-16 22:30:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-037966674-001",2017-12-04 23:30:00.000,2017-12-05 01:48:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-035285706-001",2017-11-17 09:14:00.000,2017-11-17 10:47:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-036484021-001",2017-11-25 03:56:00.000,2017-11-25 04:44:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-036513971-001",2017-11-25 09:07:00.000,2017-11-25 13:39:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-035371596-001",2017-11-17 17:24:00.000,2017-11-17 19:52:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-002383450-001",2017-02-01 11:28:00.000,2017-02-01 15:53:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",20,"LESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-003168142-001",2017-02-11 20:34:00.000,2017-02-11 21:56:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-003445119-001",2017-02-15 11:27:00.000,2017-02-15 13:12:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",18,"BARREIRO","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-003482916-001",2017-02-15 16:28:00.000,2017-02-15 19:50:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-003591415-001",2017-02-17 07:00:00.000,2017-02-17 08:51:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-003645544-001",2017-02-17 16:33:00.000,2017-02-17 18:16:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-003654285-001",2017-02-17 19:25:00.000,2017-02-17 21:01:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-001343119-001",2017-01-18 18:43:00.000,2017-01-18 20:14:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-001386772-001",2017-01-19 08:28:00.000,2017-01-19 13:24:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-003801092-001",2017-02-20 08:23:00.000,2017-02-20 10:43:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-003858010-001",2017-02-20 16:45:00.000,2017-02-20 18:41:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-001472537-001",2017-01-20 12:42:00.000,2017-01-20 14:07:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-001523110-001",2017-01-20 23:46:00.000,2017-01-21 05:22:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-000847018-001",2017-01-06 14:54:00.000,2017-01-12 01:26:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",26,"VENDA NOVA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-003094354-001",2017-02-10 15:05:00.000,2017-02-10 16:58:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",24,"OESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-001915213-001",2017-01-26 11:45:00.000,2017-01-26 13:44:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",23,"NORTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-001946201-001",2017-01-26 13:00:00.000,2017-01-26 18:39:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-003343979-001",2017-02-14 08:45:00.000,2017-02-14 10:22:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",25,"PAMPULHA","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-002074735-001",2017-01-28 14:59:00.000,2017-01-28 16:00:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-040136871-001",2017-12-19 18:09:00.000,2017-12-19 21:10:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",0,"","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-040136962-001",2017-12-19 19:16:00.000,2017-12-19 21:11:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",21,"NORDESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-040244755-001",2017-12-20 15:09:00.000,2017-12-20 15:58:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",22,"NOROESTE","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
"2017-040276722-001",2017-12-20 17:40:00.000,2017-12-20 18:54:00.000," H01002","ABALROAMENTO COM VITIMA",1,"BOM",1,"ASFALTO",19,"CENTRO-SUL","POLICIA MILITAR","NÃO",0,0,0,"SIM","NÃO",0,"NÃO INFORMADO","00/00/0000",0,"NÃO INFORMADO"
