Date,Year,Start of Year,End of Year,Month,Start of Month,End of Month,Days in Month,Day,Day Name,Day of Week,Day of Year,Month Name,Quarter,Start of Quarter,End of Quarter,Week of Year,Week of Month,Start of Week,End of Week,Fiscal Year,Fiscal Quarter,Fiscal Month,Day Offset,Month Offset,Year Offset,Quarter Offset
2022-09-22 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,9,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,30,22,"Thursday",4,265,"September",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,39,4,2022-09-19 00:00:00.000,2022-09-25 00:00:00.000,2022,3,9,605,20,1,6
2022-09-23 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,9,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,30,23,"Friday",5,266,"September",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,39,4,2022-09-19 00:00:00.000,2022-09-25 00:00:00.000,2022,3,9,606,20,1,6
2022-09-24 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,9,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,30,24,"Saturday",6,267,"September",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,39,4,2022-09-19 00:00:00.000,2022-09-25 00:00:00.000,2022,3,9,607,20,1,6
2022-09-25 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,9,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,30,25,"Sunday",0,268,"September",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,39,4,2022-09-19 00:00:00.000,2022-09-25 00:00:00.000,2022,3,9,608,20,1,6
2022-09-26 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,9,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,30,26,"Monday",1,269,"September",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,40,5,2022-09-26 00:00:00.000,2022-10-02 00:00:00.000,2022,3,9,609,20,1,6
2022-09-27 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,9,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,30,27,"Tuesday",2,270,"September",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,40,5,2022-09-26 00:00:00.000,2022-10-02 00:00:00.000,2022,3,9,610,20,1,6
2022-09-28 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,9,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,30,28,"Wednesday",3,271,"September",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,40,5,2022-09-26 00:00:00.000,2022-10-02 00:00:00.000,2022,3,9,611,20,1,6
2022-09-29 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,9,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,30,29,"Thursday",4,272,"September",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,40,5,2022-09-26 00:00:00.000,2022-10-02 00:00:00.000,2022,3,9,612,20,1,6
2022-09-30 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,9,2022-09-01 00:00:00.000,2022-09-30 00:00:00.000,30,30,"Friday",5,273,"September",3,2022-07-01 00:00:00.000,2022-09-30 00:00:00.000,40,5,2022-09-26 00:00:00.000,2022-10-02 00:00:00.000,2022,3,9,613,20,1,6
2020-06-01 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,1,"Monday",1,153,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,23,1,2020-06-01 00:00:00.000,2020-06-07 00:00:00.000,2020,2,6,-238,-7,-1,-3
2020-06-02 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,2,"Tuesday",2,154,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,23,1,2020-06-01 00:00:00.000,2020-06-07 00:00:00.000,2020,2,6,-237,-7,-1,-3
2020-06-03 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,3,"Wednesday",3,155,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,23,1,2020-06-01 00:00:00.000,2020-06-07 00:00:00.000,2020,2,6,-236,-7,-1,-3
2020-06-04 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,4,"Thursday",4,156,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,23,1,2020-06-01 00:00:00.000,2020-06-07 00:00:00.000,2020,2,6,-235,-7,-1,-3
2020-06-05 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,5,"Friday",5,157,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,23,1,2020-06-01 00:00:00.000,2020-06-07 00:00:00.000,2020,2,6,-234,-7,-1,-3
2020-06-06 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,6,"Saturday",6,158,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,23,1,2020-06-01 00:00:00.000,2020-06-07 00:00:00.000,2020,2,6,-233,-7,-1,-3
2020-06-07 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,7,"Sunday",0,159,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,23,1,2020-06-01 00:00:00.000,2020-06-07 00:00:00.000,2020,2,6,-232,-7,-1,-3
2020-06-08 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,8,"Monday",1,160,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,24,2,2020-06-08 00:00:00.000,2020-06-14 00:00:00.000,2020,2,6,-231,-7,-1,-3
2020-06-09 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,9,"Tuesday",2,161,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,24,2,2020-06-08 00:00:00.000,2020-06-14 00:00:00.000,2020,2,6,-230,-7,-1,-3
2020-06-10 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,10,"Wednesday",3,162,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,24,2,2020-06-08 00:00:00.000,2020-06-14 00:00:00.000,2020,2,6,-229,-7,-1,-3
2020-06-11 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,11,"Thursday",4,163,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,24,2,2020-06-08 00:00:00.000,2020-06-14 00:00:00.000,2020,2,6,-228,-7,-1,-3
2020-06-12 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,12,"Friday",5,164,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,24,2,2020-06-08 00:00:00.000,2020-06-14 00:00:00.000,2020,2,6,-227,-7,-1,-3
2020-06-13 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,13,"Saturday",6,165,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,24,2,2020-06-08 00:00:00.000,2020-06-14 00:00:00.000,2020,2,6,-226,-7,-1,-3
2020-06-14 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,14,"Sunday",0,166,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,24,2,2020-06-08 00:00:00.000,2020-06-14 00:00:00.000,2020,2,6,-225,-7,-1,-3
2020-06-15 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,15,"Monday",1,167,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,25,3,2020-06-15 00:00:00.000,2020-06-21 00:00:00.000,2020,2,6,-224,-7,-1,-3
2020-06-16 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,16,"Tuesday",2,168,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,25,3,2020-06-15 00:00:00.000,2020-06-21 00:00:00.000,2020,2,6,-223,-7,-1,-3
2020-06-17 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,17,"Wednesday",3,169,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,25,3,2020-06-15 00:00:00.000,2020-06-21 00:00:00.000,2020,2,6,-222,-7,-1,-3
2020-06-18 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,18,"Thursday",4,170,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,25,3,2020-06-15 00:00:00.000,2020-06-21 00:00:00.000,2020,2,6,-221,-7,-1,-3
2020-06-19 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,19,"Friday",5,171,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,25,3,2020-06-15 00:00:00.000,2020-06-21 00:00:00.000,2020,2,6,-220,-7,-1,-3
2020-06-20 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,20,"Saturday",6,172,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,25,3,2020-06-15 00:00:00.000,2020-06-21 00:00:00.000,2020,2,6,-219,-7,-1,-3
2020-06-21 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,21,"Sunday",0,173,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,25,3,2020-06-15 00:00:00.000,2020-06-21 00:00:00.000,2020,2,6,-218,-7,-1,-3
2020-06-22 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,22,"Monday",1,174,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,26,4,2020-06-22 00:00:00.000,2020-06-28 00:00:00.000,2020,2,6,-217,-7,-1,-3
2020-06-23 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,23,"Tuesday",2,175,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,26,4,2020-06-22 00:00:00.000,2020-06-28 00:00:00.000,2020,2,6,-216,-7,-1,-3
2020-06-24 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,24,"Wednesday",3,176,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,26,4,2020-06-22 00:00:00.000,2020-06-28 00:00:00.000,2020,2,6,-215,-7,-1,-3
2020-06-25 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,25,"Thursday",4,177,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,26,4,2020-06-22 00:00:00.000,2020-06-28 00:00:00.000,2020,2,6,-214,-7,-1,-3
2020-06-26 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,26,"Friday",5,178,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,26,4,2020-06-22 00:00:00.000,2020-06-28 00:00:00.000,2020,2,6,-213,-7,-1,-3
2020-06-27 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,27,"Saturday",6,179,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,26,4,2020-06-22 00:00:00.000,2020-06-28 00:00:00.000,2020,2,6,-212,-7,-1,-3
2020-06-28 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,28,"Sunday",0,180,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,26,4,2020-06-22 00:00:00.000,2020-06-28 00:00:00.000,2020,2,6,-211,-7,-1,-3
2020-06-29 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,29,"Monday",1,181,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,27,5,2020-06-29 00:00:00.000,2020-07-05 00:00:00.000,2020,2,6,-210,-7,-1,-3
2020-06-30 00:00:00.000,2020,2020-01-01 00:00:00.000,2020-12-31 00:00:00.000,6,2020-06-01 00:00:00.000,2020-06-30 00:00:00.000,30,30,"Tuesday",2,182,"June",2,2020-04-01 00:00:00.000,2020-06-30 00:00:00.000,27,5,2020-06-29 00:00:00.000,2020-07-05 00:00:00.000,2020,2,6,-209,-7,-1,-3
2021-06-01 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,1,"Tuesday",2,152,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,23,1,2021-05-31 00:00:00.000,2021-06-06 00:00:00.000,2021,2,6,127,5,0,1
2021-06-02 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,2,"Wednesday",3,153,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,23,1,2021-05-31 00:00:00.000,2021-06-06 00:00:00.000,2021,2,6,128,5,0,1
2021-06-03 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,3,"Thursday",4,154,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,23,1,2021-05-31 00:00:00.000,2021-06-06 00:00:00.000,2021,2,6,129,5,0,1
2021-06-04 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,4,"Friday",5,155,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,23,1,2021-05-31 00:00:00.000,2021-06-06 00:00:00.000,2021,2,6,130,5,0,1
2021-06-05 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,5,"Saturday",6,156,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,23,1,2021-05-31 00:00:00.000,2021-06-06 00:00:00.000,2021,2,6,131,5,0,1
2021-06-06 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,6,"Sunday",0,157,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,23,1,2021-05-31 00:00:00.000,2021-06-06 00:00:00.000,2021,2,6,132,5,0,1
2021-06-07 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,7,"Monday",1,158,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,24,2,2021-06-07 00:00:00.000,2021-06-13 00:00:00.000,2021,2,6,133,5,0,1
2021-06-08 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,8,"Tuesday",2,159,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,24,2,2021-06-07 00:00:00.000,2021-06-13 00:00:00.000,2021,2,6,134,5,0,1
2021-06-09 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,9,"Wednesday",3,160,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,24,2,2021-06-07 00:00:00.000,2021-06-13 00:00:00.000,2021,2,6,135,5,0,1
2021-06-10 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,10,"Thursday",4,161,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,24,2,2021-06-07 00:00:00.000,2021-06-13 00:00:00.000,2021,2,6,136,5,0,1
2021-06-11 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,11,"Friday",5,162,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,24,2,2021-06-07 00:00:00.000,2021-06-13 00:00:00.000,2021,2,6,137,5,0,1
2021-06-12 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,12,"Saturday",6,163,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,24,2,2021-06-07 00:00:00.000,2021-06-13 00:00:00.000,2021,2,6,138,5,0,1
2021-06-13 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,13,"Sunday",0,164,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,24,2,2021-06-07 00:00:00.000,2021-06-13 00:00:00.000,2021,2,6,139,5,0,1
2021-06-14 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,14,"Monday",1,165,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,25,3,2021-06-14 00:00:00.000,2021-06-20 00:00:00.000,2021,2,6,140,5,0,1
2021-06-15 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,15,"Tuesday",2,166,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,25,3,2021-06-14 00:00:00.000,2021-06-20 00:00:00.000,2021,2,6,141,5,0,1
2021-06-16 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,16,"Wednesday",3,167,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,25,3,2021-06-14 00:00:00.000,2021-06-20 00:00:00.000,2021,2,6,142,5,0,1
2021-06-17 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,17,"Thursday",4,168,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,25,3,2021-06-14 00:00:00.000,2021-06-20 00:00:00.000,2021,2,6,143,5,0,1
2021-06-18 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,18,"Friday",5,169,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,25,3,2021-06-14 00:00:00.000,2021-06-20 00:00:00.000,2021,2,6,144,5,0,1
2021-06-19 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,19,"Saturday",6,170,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,25,3,2021-06-14 00:00:00.000,2021-06-20 00:00:00.000,2021,2,6,145,5,0,1
2021-06-20 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,20,"Sunday",0,171,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,25,3,2021-06-14 00:00:00.000,2021-06-20 00:00:00.000,2021,2,6,146,5,0,1
2021-06-21 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,21,"Monday",1,172,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,26,4,2021-06-21 00:00:00.000,2021-06-27 00:00:00.000,2021,2,6,147,5,0,1
2021-06-22 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,22,"Tuesday",2,173,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,26,4,2021-06-21 00:00:00.000,2021-06-27 00:00:00.000,2021,2,6,148,5,0,1
2021-06-23 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,23,"Wednesday",3,174,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,26,4,2021-06-21 00:00:00.000,2021-06-27 00:00:00.000,2021,2,6,149,5,0,1
2021-06-24 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,24,"Thursday",4,175,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,26,4,2021-06-21 00:00:00.000,2021-06-27 00:00:00.000,2021,2,6,150,5,0,1
2021-06-25 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,25,"Friday",5,176,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,26,4,2021-06-21 00:00:00.000,2021-06-27 00:00:00.000,2021,2,6,151,5,0,1
2021-06-26 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,26,"Saturday",6,177,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,26,4,2021-06-21 00:00:00.000,2021-06-27 00:00:00.000,2021,2,6,152,5,0,1
2021-06-27 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,27,"Sunday",0,178,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,26,4,2021-06-21 00:00:00.000,2021-06-27 00:00:00.000,2021,2,6,153,5,0,1
2021-06-28 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,28,"Monday",1,179,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,27,5,2021-06-28 00:00:00.000,2021-07-04 00:00:00.000,2021,2,6,154,5,0,1
2021-06-29 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,29,"Tuesday",2,180,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,27,5,2021-06-28 00:00:00.000,2021-07-04 00:00:00.000,2021,2,6,155,5,0,1
2021-06-30 00:00:00.000,2021,2021-01-01 00:00:00.000,2021-12-31 00:00:00.000,6,2021-06-01 00:00:00.000,2021-06-30 00:00:00.000,30,30,"Wednesday",3,181,"June",2,2021-04-01 00:00:00.000,2021-06-30 00:00:00.000,27,5,2021-06-28 00:00:00.000,2021-07-04 00:00:00.000,2021,2,6,156,5,0,1
2022-06-01 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,6,2022-06-01 00:00:00.000,2022-06-30 00:00:00.000,30,1,"Wednesday",3,152,"June",2,2022-04-01 00:00:00.000,2022-06-30 00:00:00.000,23,1,2022-05-30 00:00:00.000,2022-06-05 00:00:00.000,2022,2,6,492,17,1,5
2022-06-02 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,6,2022-06-01 00:00:00.000,2022-06-30 00:00:00.000,30,2,"Thursday",4,153,"June",2,2022-04-01 00:00:00.000,2022-06-30 00:00:00.000,23,1,2022-05-30 00:00:00.000,2022-06-05 00:00:00.000,2022,2,6,493,17,1,5
2022-06-03 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,6,2022-06-01 00:00:00.000,2022-06-30 00:00:00.000,30,3,"Friday",5,154,"June",2,2022-04-01 00:00:00.000,2022-06-30 00:00:00.000,23,1,2022-05-30 00:00:00.000,2022-06-05 00:00:00.000,2022,2,6,494,17,1,5
2022-06-04 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,6,2022-06-01 00:00:00.000,2022-06-30 00:00:00.000,30,4,"Saturday",6,155,"June",2,2022-04-01 00:00:00.000,2022-06-30 00:00:00.000,23,1,2022-05-30 00:00:00.000,2022-06-05 00:00:00.000,2022,2,6,495,17,1,5
2022-06-05 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,6,2022-06-01 00:00:00.000,2022-06-30 00:00:00.000,30,5,"Sunday",0,156,"June",2,2022-04-01 00:00:00.000,2022-06-30 00:00:00.000,23,1,2022-05-30 00:00:00.000,2022-06-05 00:00:00.000,2022,2,6,496,17,1,5
2022-06-06 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,6,2022-06-01 00:00:00.000,2022-06-30 00:00:00.000,30,6,"Monday",1,157,"June",2,2022-04-01 00:00:00.000,2022-06-30 00:00:00.000,24,2,2022-06-06 00:00:00.000,2022-06-12 00:00:00.000,2022,2,6,497,17,1,5
2022-06-07 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,6,2022-06-01 00:00:00.000,2022-06-30 00:00:00.000,30,7,"Tuesday",2,158,"June",2,2022-04-01 00:00:00.000,2022-06-30 00:00:00.000,24,2,2022-06-06 00:00:00.000,2022-06-12 00:00:00.000,2022,2,6,498,17,1,5
2022-06-08 00:00:00.000,2022,2022-01-01 00:00:00.000,2022-12-31 00:00:00.000,6,2022-06-01 00:00:00.000,2022-06-30 00:00:00.000,30,8,"Wednesday",3,159,"June",2,2022-04-01 00:00:00.000,2022-06-30 00:00:00.000,24,2,2022-06-06 00:00:00.000,2022-06-12 00:00:00.000,2022,2,6,499,17,1,5
